"ple0005","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Employed","(Married) couple without C. ","1416","0.375781205995374","0.360596486923456","0.390965925067292","2"
"A little","2002","Employed","Couple + C. GT 16 ","952","0.32511150142607","0.307838371278651","0.34238463157349","2"
"A little","2002","Not Employed","1-pers.-HH","577","0.406783964382554","0.381385464864568","0.432182463900539","2"
"A little","2002","Not Employed","(Married) couple without C. ","1684","0.478240883261062","0.461808812837801","0.494672953684323","2"
"A little","2002","Not Employed","Single parent ","105","0.280745087817914","0.234708296155665","0.326781879480163","2"
"A little","2002","Not Employed","Couple + C. LE 16 ","261","0.319866784212095","0.289154452152013","0.350579116272178","2"
"A little","2002","Not Employed","Couple + C. GT 16 ","339","0.329094532920298","0.302123982167437","0.356065083673158","2"
"A little","2002","Not Employed","Couple + C. LE and GT 16","104","0.213057935061809","0.177202956666589","0.248912913457028","2"
"A little","2002","Employed","1-pers.-HH","459","0.310174234707093","0.287365976917029","0.332982492497156","2"
"A little","2002","Employed","Single parent ","225","0.312541437691875","0.279694533860357","0.345388341523393","2"
"A little","2002","Employed","Couple + C. LE 16 ","1070","0.293621907882787","0.279241823803137","0.308001991962437","2"
"A little","2002","Employed","Couple + C. LE and GT 16","449","0.304357292823701","0.280673619372806","0.328040966274596","2"
"Not at all","2002","Employed","(Married) couple without C. ","2114","0.514051343178297","0.498381333826299","0.529721352530295","3"
"Not at all","2002","Employed","Single parent ","505","0.643680224812741","0.609743305198324","0.677617144427159","3"
"Not at all","2002","Employed","Couple + C. GT 16 ","1692","0.595576261382413","0.57747845763725","0.613674065127576","3"
"Not at all","2002","Employed","Couple + C. LE and GT 16","932","0.641218666178674","0.616530883363291","0.665906448994056","3"
"Not at all","2002","Not Employed","1-pers.-HH","322","0.197261379529054","0.176686949216002","0.217835809842107","3"
"Not at all","2002","Not Employed","(Married) couple without C. ","802","0.208044101268459","0.194691615714886","0.221396586822032","3"
"Not at all","2002","Not Employed","Single parent ","186","0.503159493617004","0.45193603699086","0.554382950243147","3"
"Not at all","2002","Not Employed","Couple + C. LE 16 ","562","0.605869006654029","0.573692351776611","0.638045661531447","3"
"Not at all","2002","Not Employed","Couple + C. GT 16 ","635","0.485947284396229","0.457259485721087","0.514635083071371","3"
"Not at all","2002","Not Employed","Couple + C. LE and GT 16","365","0.71868628795314","0.679313664059875","0.758058911846405","3"
"Not at all","2002","Employed","1-pers.-HH","1033","0.632607824313132","0.608836587500294","0.65637906112597","3"
