"ple0005","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Strong","2002","(0) in school","Male","5","","",""
"Strong","2002","(0) in school","Female","3","","",""
"Strong","2002","(1a) inadequately completed","Male","29","","",""
"Strong","2002","(1a) inadequately completed","Female","41","0.283876308797152","0.214870641088574","0.35288197650573"
"Strong","2002","(1b) general elementary school","Male","101","0.139608498041281","0.113785953969273","0.165431042113289"
"Strong","2002","(1b) general elementary school","Female","465","0.331787051688064","0.308664946997865","0.354909156378264"
"Strong","2002","(1c) basic vocational qualification","Male","677","0.197225038293742","0.184234305984859","0.210215770602625"
"Strong","2002","(1c) basic vocational qualification","Female","613","0.218714740228106","0.204025060468494","0.233404419987718"
"Strong","2002","(2b) intermediate general qualification","Male","9","","",""
"Strong","2002","(2b) intermediate general qualification","Female","35","0.145131067564558","0.110037899959215","0.1802242351699"
"Strong","2002","(2a) intermediate vocational","Male","198","0.0891634366650036","0.0774863713713203","0.100840501958687"
"Strong","2002","(2a) intermediate vocational","Female","308","0.128682673016691","0.116793269252975","0.140572076780407"
"Strong","2002","(2c_gen) general maturity certificate","Male","7","","",""
"Strong","2002","(2c_gen) general maturity certificate","Female","8","","",""
"Strong","2002","(2c_voc) vocational maturity certificate","Male","65","0.103882110543997","0.081672955106417","0.126091265981577"
"Strong","2002","(2c_voc) vocational maturity certificate","Female","80","0.118933687532874","0.0973613713215928","0.140506003744155"
"Strong","2002","(3a) lower tertiary education","Male","80","0.0937986771622218","0.0756284378217794","0.111968916502664"
"Strong","2002","(3a) lower tertiary education","Female","101","0.17479622214444","0.148657503822465","0.200934940466414"
"Strong","2002","(3b) higher tertiary education","Male","93","0.0626227529001982","0.0507696008863245","0.074475904914072"
"Strong","2002","(3b) higher tertiary education","Female","86","0.107900062859564","0.0899451217385272","0.125855003980602"
"A little","2002","(0) in school","Male","26","","",""
"A little","2002","(0) in school","Female","39","0.131695962726529","0.0944116029046958","0.168980322548362"
"A little","2002","(1a) inadequately completed","Male","41","0.32547523586834","0.244304210747378","0.406646260989303"
"A little","2002","(1a) inadequately completed","Female","73","0.38424048825817","0.30979587221487","0.458685104301471"
"A little","2002","(1b) general elementary school","Male","237","0.387403019013924","0.351106584085733","0.423699453942115"
"A little","2002","(1b) general elementary school","Female","601","0.374906376651662","0.35113391524251","0.398678838060813"
"A little","2002","(1c) basic vocational qualification","Male","1347","0.388080293785975","0.372170530619522","0.403990056952428"
"A little","2002","(1c) basic vocational qualification","Female","1274","0.426332022700319","0.408757935887885","0.443906109512753"
"A little","2002","(2b) intermediate general qualification","Male","39","0.153669487389379","0.110890491346892","0.196448483431867"
"A little","2002","(2b) intermediate general qualification","Female","107","0.265905423980153","0.221887230577999","0.309923617382307"
"A little","2002","(2a) intermediate vocational","Male","740","0.323494896763828","0.304326343478958","0.342663450048698"
"A little","2002","(2a) intermediate vocational","Female","1134","0.378096954707466","0.36087926822941","0.395314641185522"
"A little","2002","(2c_gen) general maturity certificate","Male","70","0.191540020803581","0.154389193952811","0.22869084765435"
"A little","2002","(2c_gen) general maturity certificate","Female","91","0.22103065661742","0.183070483157965","0.258990830076875"
"A little","2002","(2c_voc) vocational maturity certificate","Male","210","0.291991998469241","0.258895378292013","0.325088618646469"
"A little","2002","(2c_voc) vocational maturity certificate","Female","271","0.343025365710349","0.311389665148043","0.374661066272656"
"A little","2002","(3a) lower tertiary education","Male","345","0.353033861252275","0.32324877225752","0.382818950247031"
"A little","2002","(3a) lower tertiary education","Female","302","0.378517417687543","0.345136745409259","0.411898089965826"
"A little","2002","(3b) higher tertiary education","Male","506","0.331087313961835","0.308064067682889","0.35411056024078"
"A little","2002","(3b) higher tertiary education","Female","394","0.365339158277554","0.337472470887982","0.393205845667125"
"Not at all","2002","(0) in school","Male","268","0.867480446390176","0.829049389676152","0.9059115031042"
"Not at all","2002","(0) in school","Female","274","0.859660893324712","0.821364534036046","0.897957252613378"
"Not at all","2002","(1a) inadequately completed","Male","58","0.435962441960835","0.350056806191632","0.521868077730037"
"Not at all","2002","(1a) inadequately completed","Female","50","0.331883202944678","0.259814783322036","0.40395162256732"
"Not at all","2002","(1b) general elementary school","Male","354","0.472988482944795","0.435789558771079","0.510187407118511"
"Not at all","2002","(1b) general elementary school","Female","527","0.293306571660274","0.270949412100586","0.315663731219961"
"Not at all","2002","(1c) basic vocational qualification","Male","1580","0.414694667920283","0.398610034563161","0.430779301277405"
"Not at all","2002","(1c) basic vocational qualification","Female","1155","0.354953237071575","0.337949293431773","0.371957180711377"
"Not at all","2002","(2b) intermediate general qualification","Male","225","0.803132673326162","0.755964697784448","0.850300648867875"
