"ple0005","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Strong","2002","no migration background","Male","1090","0.131903044242901","0.125062420706956","0.138743667778847"
"Strong","2002","no migration background","Female","1501","0.191799015326105","0.184109957860496","0.199488072791715"
"Strong","2002","direct migration background","Male","164","0.121286690275016","0.103949061011447","0.138624319538585"
"Strong","2002","direct migration background","Female","224","0.17393555892714","0.154377935580741","0.193493182273538"
"Strong","2002","indirect migration background","Male","13","","",""
"Strong","2002","indirect migration background","Female","22","","",""
"A little","2002","no migration background","Male","3062","0.338748942321908","0.32918126922819","0.348316615415627"
"A little","2002","no migration background","Female","3709","0.380738287050176","0.371255399007983","0.390221175092369"
"A little","2002","direct migration background","Male","456","0.367523863060476","0.341918886605374","0.393128839515577"
"A little","2002","direct migration background","Female","512","0.35711015388934","0.33238811369618","0.381832194082499"
"A little","2002","indirect migration background","Male","62","0.212897110087102","0.171298649645995","0.25449557052821"
"A little","2002","indirect migration background","Female","93","0.276919955789195","0.233393291183466","0.320446620394923"
"Not at all","2002","no migration background","Male","5248","0.52934801343519","0.519257697696424","0.539438329173956"
"Not at all","2002","no migration background","Female","4862","0.427462697623719","0.417801271502744","0.437124123744694"
"Not at all","2002","direct migration background","Male","742","0.511189446664508","0.484642121838873","0.537736771490143"
"Not at all","2002","direct migration background","Female","707","0.468954287183521","0.443206131031334","0.494702443335707"
"Not at all","2002","indirect migration background","Male","297","0.738838022504481","0.694199869764577","0.783476175244386"
"Not at all","2002","indirect migration background","Female","291","0.663883802991377","0.617934827624725","0.709832778358028"
"Strong","2003","no migration background","Male","","","",""
"Strong","2003","no migration background","Female","","","",""
"Strong","2003","direct migration background","Male","","","",""
"Strong","2003","direct migration background","Female","","","",""
"Strong","2003","indirect migration background","Male","","","",""
"Strong","2003","indirect migration background","Female","","","",""
"A little","2003","no migration background","Male","","","",""
"A little","2003","no migration background","Female","","","",""
"A little","2003","direct migration background","Male","","","",""
"A little","2003","direct migration background","Female","","","",""
"A little","2003","indirect migration background","Male","","","",""
"A little","2003","indirect migration background","Female","","","",""
"Not at all","2003","no migration background","Male","","","",""
"Not at all","2003","no migration background","Female","","","",""
