"ple0005","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","35-65 y.","Female","2702","0.412639102640592","0.400878055214775","0.424400150066409","2"
"A little","2002","16-34 y.","Male","484","0.182208617320456","0.168332870799426","0.196084363841487","2"
"A little","2002","16-34 y.","Female","706","0.233178238331255","0.218497487004241","0.247858989658269","2"
"A little","2002","35-65 y.","Male","2281","0.35831168684587","0.346694905442015","0.369928468249724","2"
"A little","2002","66 and older","Male","815","0.513257772159432","0.488888380222289","0.537627164096574","2"
"A little","2002","66 and older","Female","906","0.433770528416348","0.412066823696531","0.455474233136166","2"
"Not at all","2002","35-65 y.","Male","3534","0.516010209967385","0.503903099275924","0.528117320658845","3"
"Not at all","2002","35-65 y.","Female","3189","0.44822571264886","0.436345139073707","0.460106286224012","3"
"Not at all","2002","16-34 y.","Male","2413","0.791848764315636","0.777255204087825","0.806442324543447","3"
"Not at all","2002","16-34 y.","Female","2379","0.732366974462122","0.716996357957624","0.74773759096662","3"
"Not at all","2002","66 and older","Male","340","0.196413268033052","0.177043286689883","0.215783249376221","3"
"Not at all","2002","66 and older","Female","292","0.130834771477995","0.116066815864967","0.145602727091023","3"
"Strong","2002","16-34 y.","Male","76","0.0259426183639076","0.0202284923877065","0.0316567443401087","1"
"Strong","2002","16-34 y.","Female","102","0.0344547872066224","0.0281223899397477","0.0407871844734972","1"
"Strong","2002","35-65 y.","Male","730","0.125678103186746","0.117647304267659","0.133708902105832","1"
"Strong","2002","35-65 y.","Female","840","0.139135184710548","0.130867302910866","0.147403066510231","1"
"Strong","2002","66 and older","Male","461","0.290328959807516","0.26819795495293","0.312459964662102","1"
"Strong","2002","66 and older","Female","805","0.435394700105657","0.413681608693647","0.457107791517666","1"
"A little","2003","35-65 y.","Female","","","","","2"
"A little","2003","16-34 y.","Male","","","","","2"
"A little","2003","16-34 y.","Female","","","","","2"
"A little","2003","35-65 y.","Male","","","","","2"
"A little","2003","66 and older","Male","","","","","2"
"A little","2003","66 and older","Female","","","","","2"
"Not at all","2003","16-34 y.","Male","","","","","3"
"Not at all","2003","16-34 y.","Female","","","","","3"
"Not at all","2003","35-65 y.","Male","","","","","3"
"Not at all","2003","35-65 y.","Female","","","","","3"
"Not at all","2003","66 and older","Male","","","","","3"
"Not at all","2003","66 and older","Female","","","","","3"
"Strong","2003","16-34 y.","Male","","","","","1"
"Strong","2003","16-34 y.","Female","","","","","1"
"Strong","2003","35-65 y.","Male","","","","","1"
"Strong","2003","35-65 y.","Female","","","","","1"
"Strong","2003","66 and older","Male","","","","","1"
"Strong","2003","66 and older","Female","","","","","1"
"A little","2004","35-65 y.","Male","2050","0.344714573309428","0.33265748675936","0.356771659859496","2"
"A little","2004","35-65 y.","Female","2509","0.413704956666084","0.401503853798679","0.425906059533489","2"
"A little","2004","16-34 y.","Male","426","0.164541202069655","0.150566434329866","0.178515969809444","2"
"A little","2004","16-34 y.","Female","663","0.236877676060479","0.221475010848956","0.252280341272001","2"
"A little","2004","66 and older","Male","824","0.483398841380299","0.459782405378562","0.507015277382036","2"
"A little","2004","66 and older","Female","935","0.439544626449596","0.41812184946103","0.460967403438163","2"
"Not at all","2004","16-34 y.","Female","2205","0.733302699819616","0.717281771348672","0.74932362829056","3"
"Not at all","2004","35-65 y.","Male","3270","0.530592180405833","0.51793162132546","0.543252739486206","3"
"Not at all","2004","35-65 y.","Female","3010","0.444783665219345","0.432472443656275","0.457094886782415","3"
"Not at all","2004","16-34 y.","Male","2225","0.811426779673455","0.796682979891929","0.826170579454982","3"
"Not at all","2004","66 and older","Male","371","0.192991484614858","0.174340919319454","0.211642049910261","3"
"Not at all","2004","66 and older","Female","289","0.126402561312333","0.112059647996772","0.140745474627895","3"
"Strong","2004","16-34 y.","Male","53","0.0240320182568894","0.0182596018144398","0.029804434699339","1"
"Strong","2004","16-34 y.","Female","59","0.0298196241199054","0.0236577325034378","0.0359815157363729","1"
"Strong","2004","35-65 y.","Male","649","0.124693246284739","0.116312187108869","0.13307430546061","1"
"Strong","2004","35-65 y.","Female","740","0.141511378114571","0.132876453165876","0.150146303063265","1"
"Strong","2004","66 and older","Male","525","0.323609674004843","0.301499441510967","0.345719906498719","1"
"Strong","2004","66 and older","Female","838","0.43405281223807","0.412660240312395","0.455445384163745","1"
"A little","2005","35-65 y.","Male","","","","","2"
"A little","2005","35-65 y.","Female","","","","","2"
"A little","2005","16-34 y.","Male","","","","","2"
"A little","2005","16-34 y.","Female","","","","","2"
"A little","2005","66 and older","Male","","","","","2"
"A little","2005","66 and older","Female","","","","","2"
"Not at all","2005","16-34 y.","Female","","","","","3"
"Not at all","2005","35-65 y.","Male","","","","","3"
"Not at all","2005","35-65 y.","Female","","","","","3"
"Not at all","2005","16-34 y.","Male","","","","","3"
"Not at all","2005","66 and older","Male","","","","","3"
"Not at all","2005","66 and older","Female","","","","","3"
"Strong","2005","16-34 y.","Male","","","","","1"
"Strong","2005","16-34 y.","Female","","","","","1"
"Strong","2005","35-65 y.","Male","","","","","1"
"Strong","2005","35-65 y.","Female","","","","","1"
"Strong","2005","66 and older","Male","","","","","1"
"Strong","2005","66 and older","Female","","","","","1"
"A little","2006","35-65 y.","Male","2104","0.358113468929542","0.345948541254071","0.370278396605013","2"
"A little","2006","35-65 y.","Female","2545","0.409302521055754","0.397295300191001","0.421309741920507","2"
"A little","2006","16-34 y.","Male","374","0.158914829970045","0.144387719532279","0.17344194040781","2"
"A little","2006","16-34 y.","Female","634","0.249797807520036","0.233475224194417","0.266120390845654","2"
"A little","2006","66 and older","Male","1008","0.477374043137323","0.455954817823096","0.49879326845155","2"
"A little","2006","66 and older","Female","1016","0.416891326859329","0.397099715874355","0.436682937844302","2"
"Not at all","2006","16-34 y.","Female","2004","0.727570818097926","0.71078394266834","0.744357693527512","3"
"Not at all","2006","35-65 y.","Male","3218","0.522055550462998","0.509381450094244","0.534729650831751","3"
"Not at all","2006","35-65 y.","Female","3103","0.454910554639956","0.442750525271991","0.46707058400792","3"
"Not at all","2006","16-34 y.","Male","2022","0.827159738882341","0.812135440947617","0.842184036817065","3"
"Not at all","2006","66 and older","Male","473","0.204058426980729","0.186776318265291","0.221340535696168","3"
"Not at all","2006","66 and older","Female","365","0.136310291448843","0.122536986566244","0.150083596331442","3"
"Strong","2006","16-34 y.","Male","37","0.0139254311476146","0.00926918167506068","0.0185816806201686","1"
"Strong","2006","16-34 y.","Female","64","0.0226313743820386","0.0170236058398275","0.0282391429242497","1"
"Strong","2006","35-65 y.","Male","645","0.11983098060746","0.111590782219586","0.128071178995335","1"
