"ple0005","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Strong","2002","16-34 y.","1-pers.-HH","22","","",""
"Strong","2002","16-34 y.","(Married) couple without C. ","39","0.0376303563819299","0.0259803468224217","0.0492803659414381"
"Strong","2002","16-34 y.","Single parent ","17","","",""
"Strong","2002","16-34 y.","Couple + C. LE 16 ","51","0.0354455800723213","0.02608211497258","0.0448090451720627"
"Strong","2002","16-34 y.","Couple + C. GT 16 ","32","0.0193334248731005","0.0123395827205034","0.0263272670256975"
"Strong","2002","16-34 y.","Couple + C. LE and GT 16","11","","",""
"Strong","2002","35-65 y.","1-pers.-HH","192","0.143260254815715","0.123877587340362","0.162642922291068"
"Strong","2002","35-65 y.","(Married) couple without C. ","724","0.186866174692805","0.175181237216697","0.198551112168912"
"Strong","2002","35-65 y.","Single parent ","61","0.106684909964712","0.0814299911093389","0.131939828820085"
"Strong","2002","35-65 y.","Couple + C. LE 16 ","156","0.0545923261886826","0.0467648961221246","0.0624197562552406"
"Strong","2002","35-65 y.","Couple + C. GT 16 ","293","0.151971553499766","0.137413676905428","0.166529430094104"
"Strong","2002","35-65 y.","Couple + C. LE and GT 16","89","0.0814720459612927","0.0661405207042397","0.0968035712183457"
"Strong","2002","66 and older","1-pers.-HH","412","0.424715199184616","0.394716923744731","0.4547134746245"
"Strong","2002","66 and older","(Married) couple without C. ","679","0.331782848561245","0.311916953092798","0.351648744029692"
"Strong","2002","66 and older","Single parent ","32","0.438719099478683","0.329293748499226","0.54814445045814"
"Strong","2002","66 and older","Couple + C. LE 16 ","1","","",""
"Strong","2002","66 and older","Couple + C. GT 16 ","48","0.298873281443957","0.229236955129816","0.368509607758099"
"Strong","2002","66 and older","Couple + C. LE and GT 16","1","","",""
"A little","2002","16-34 y.","1-pers.-HH","131","0.191799868899983","0.16302142831902","0.220578309480947"
"A little","2002","16-34 y.","(Married) couple without C. ","224","0.218713858839701","0.193407517002779","0.244020200676624"
"A little","2002","16-34 y.","Single parent ","97","0.229907321412397","0.19218642188531","0.267628220939483"
"A little","2002","16-34 y.","Couple + C. LE 16 ","385","0.263681009154031","0.24136766770327","0.285994350604792"
"A little","2002","16-34 y.","Couple + C. GT 16 ","227","0.162705788858112","0.143958378362057","0.181453199354167"
"A little","2002","16-34 y.","Couple + C. LE and GT 16","89","0.132828181266613","0.108089494978156","0.157566867555069"
"A little","2002","35-65 y.","1-pers.-HH","435","0.364053549262972","0.337432869762887","0.390674228763056"
"A little","2002","35-65 y.","(Married) couple without C. ","1800","0.438845666436409","0.423969977130078","0.45372135574274"
"A little","2002","35-65 y.","Single parent ","199","0.354514005118541","0.315380184038233","0.393647826198848"
"A little","2002","35-65 y.","Couple + C. LE 16 ","945","0.316277008446566","0.300254971171363","0.332299045721769"
"A little","2002","35-65 y.","Couple + C. GT 16 ","979","0.411663339302573","0.391706317871605","0.43162036073354"
"A little","2002","35-65 y.","Couple + C. LE and GT 16","461","0.377251254628192","0.350086446645633","0.404416062610751"
"A little","2002","66 and older","1-pers.-HH","470","0.443102796445183","0.412955685389172","0.473249907501194"
"A little","2002","66 and older","(Married) couple without C. ","1076","0.49242834908824","0.471335144094438","0.513521554082042"
"A little","2002","66 and older","Single parent ","34","0.399256894850504","0.291261520235149","0.50725226946586"
"A little","2002","66 and older","Couple + C. LE 16 ","1","","",""
"A little","2002","66 and older","Couple + C. GT 16 ","85","0.518559772400893","0.4425508375869","0.594568707214886"
"A little","2002","66 and older","Couple + C. LE and GT 16","3","","",""
"Not at all","2002","16-34 y.","1-pers.-HH","566","0.782930186849696","0.752797012728611","0.813063360970781"
"Not at all","2002","16-34 y.","(Married) couple without C. ","762","0.743655784778369","0.716926711641786","0.770384857914951"
"Not at all","2002","16-34 y.","Single parent ","364","0.732505513078751","0.692823197244971","0.77218782891253"
"Not at all","2002","16-34 y.","Couple + C. LE 16 ","1062","0.700873410773647","0.677686681780573","0.724060139766721"
"Not at all","2002","16-34 y.","Couple + C. GT 16 ","1230","0.817960786268788","0.798361084663207","0.837560487874368"
"Not at all","2002","16-34 y.","Couple + C. LE and GT 16","623","0.845310007237264","0.818951667149859","0.87166834732467"
"Not at all","2002","35-65 y.","1-pers.-HH","628","0.492686195921313","0.465026349452301","0.520346042390325"
"Not at all","2002","35-65 y.","(Married) couple without C. ","1751","0.374288158870787","0.359781404344249","0.388794913397324"
"Not at all","2002","35-65 y.","Single parent ","314","0.538801084916747","0.498020775738056","0.579581394095439"
"Not at all","2002","35-65 y.","Couple + C. LE 16 ","2135","0.629130665364752","0.612487929359595","0.645773401369908"
"Not at all","2002","35-65 y.","Couple + C. GT 16 ","1064","0.436365107197662","0.41625401692858","0.456476197466744"
"Not at all","2002","35-65 y.","Couple + C. LE and GT 16","673","0.541276699410515","0.51334997953122","0.569203419289811"
"Not at all","2002","66 and older","1-pers.-HH","161","0.132182004370202","0.111627527446475","0.152736481293928"
"Not at all","2002","66 and older","(Married) couple without C. ","403","0.175788802350515","0.159729109691402","0.191848495009628"
"Not at all","2002","66 and older","Single parent ","13","","",""
"Not at all","2002","66 and older","Couple + C. LE 16 ","3","","",""
"Not at all","2002","66 and older","Couple + C. GT 16 ","33","0.18256694615515","0.123800257511166","0.241333634799133"
"Not at all","2002","66 and older","Couple + C. LE and GT 16","1","","",""
"Strong","2003","16-34 y.","1-pers.-HH","","","",""
"Strong","2003","16-34 y.","(Married) couple without C. ","","","",""
"Strong","2003","16-34 y.","Single parent ","","","",""
"Strong","2003","16-34 y.","Couple + C. LE 16 ","","","",""
"Strong","2003","16-34 y.","Couple + C. GT 16 ","","","",""
"Strong","2003","16-34 y.","Couple + C. LE and GT 16","","","",""
"Strong","2003","35-65 y.","1-pers.-HH","","","",""
"Strong","2003","35-65 y.","(Married) couple without C. ","","","",""
"Strong","2003","35-65 y.","Single parent ","","","",""
"Strong","2003","35-65 y.","Couple + C. LE 16 ","","","",""
"Strong","2003","35-65 y.","Couple + C. GT 16 ","","","",""
"Strong","2003","35-65 y.","Couple + C. LE and GT 16","","","",""
"Strong","2003","66 and older","1-pers.-HH","","","",""
"Strong","2003","66 and older","(Married) couple without C. ","","","",""
"Strong","2003","66 and older","Single parent ","","","",""
"Strong","2003","66 and older","Couple + C. LE 16 ","","","",""
"Strong","2003","66 and older","Couple + C. GT 16 ","","","",""
"Strong","2003","66 and older","Couple + C. LE and GT 16","","","",""
"A little","2003","16-34 y.","1-pers.-HH","","","",""
"A little","2003","16-34 y.","(Married) couple without C. ","","","",""
"A little","2003","16-34 y.","Single parent ","","","",""
"A little","2003","16-34 y.","Couple + C. LE 16 ","","","",""
"A little","2003","16-34 y.","Couple + C. GT 16 ","","","",""
"A little","2003","16-34 y.","Couple + C. LE and GT 16","","","",""
"A little","2003","35-65 y.","1-pers.-HH","","","",""
"A little","2003","35-65 y.","(Married) couple without C. ","","","",""
"A little","2003","35-65 y.","Single parent ","","","",""
"A little","2003","35-65 y.","Couple + C. LE 16 ","","","",""
"A little","2003","35-65 y.","Couple + C. GT 16 ","","","",""
"A little","2003","35-65 y.","Couple + C. LE and GT 16","","","",""
"A little","2003","66 and older","1-pers.-HH","","","",""
"A little","2003","66 and older","(Married) couple without C. ","","","",""
"A little","2003","66 and older","Single parent ","","","",""
"A little","2003","66 and older","Couple + C. LE 16 ","","","",""
"A little","2003","66 and older","Couple + C. GT 16 ","","","",""
"A little","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Not at all","2003","16-34 y.","1-pers.-HH","","","",""
"Not at all","2003","16-34 y.","(Married) couple without C. ","","","",""
"Not at all","2003","16-34 y.","Single parent ","","","",""
"Not at all","2003","16-34 y.","Couple + C. LE 16 ","","","",""
"Not at all","2003","16-34 y.","Couple + C. GT 16 ","","","",""
"Not at all","2003","16-34 y.","Couple + C. LE and GT 16","","","",""
"Not at all","2003","35-65 y.","1-pers.-HH","","","",""
"Not at all","2003","35-65 y.","(Married) couple without C. ","","","",""
"Not at all","2003","35-65 y.","Single parent ","","","",""
"Not at all","2003","35-65 y.","Couple + C. LE 16 ","","","",""
"Not at all","2003","35-65 y.","Couple + C. GT 16 ","","","",""
"Not at all","2003","35-65 y.","Couple + C. LE and GT 16","","","",""
"Not at all","2003","66 and older","1-pers.-HH","","","",""
"Not at all","2003","66 and older","(Married) couple without C. ","","","",""
"Not at all","2003","66 and older","Single parent ","","","",""
"Not at all","2003","66 and older","Couple + C. LE 16 ","","","",""
"Not at all","2003","66 and older","Couple + C. GT 16 ","","","",""
"Not at all","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Strong","2004","16-34 y.","1-pers.-HH","19","","",""
"Strong","2004","16-34 y.","(Married) couple without C. ","29","","",""
"Strong","2004","16-34 y.","Single parent ","13","","",""
"Strong","2004","16-34 y.","Couple + C. LE 16 ","22","","",""
"Strong","2004","16-34 y.","Couple + C. GT 16 ","17","","",""
"Strong","2004","16-34 y.","Couple + C. LE and GT 16","7","","",""
"Strong","2004","35-65 y.","1-pers.-HH","177","0.155263747449354","0.134790277490239","0.175737217408469"
"Strong","2004","35-65 y.","(Married) couple without C. ","636","0.186602654726309","0.174370775835021","0.198834533617597"
"Strong","2004","35-65 y.","Single parent ","58","0.122351914397028","0.0952837077715972","0.149420121022458"
"Strong","2004","35-65 y.","Couple + C. LE 16 ","132","0.0537296694356611","0.0454265841318133","0.062032754739509"
"Strong","2004","35-65 y.","Couple + C. GT 16 ","267","0.13078646167956","0.117013096331537","0.144559827027583"
"Strong","2004","35-65 y.","Couple + C. LE and GT 16","76","0.079617395269333","0.0637638183802575","0.0954709721584086"
"Strong","2004","66 and older","1-pers.-HH","446","0.439592306202823","0.409852831849608","0.469331780556038"
"Strong","2004","66 and older","(Married) couple without C. ","759","0.342838574671859","0.323553080520004","0.362124068823715"
"Strong","2004","66 and older","Single parent ","40","0.638224586745405","0.52484631433433","0.75160285915648"
"Strong","2004","66 and older","Couple + C. LE 16 ","","","",""
"Strong","2004","66 and older","Couple + C. GT 16 ","43","0.292619633420344","0.223616615214575","0.361622651626114"
"Strong","2004","66 and older","Couple + C. LE and GT 16","","","",""
"A little","2004","16-34 y.","1-pers.-HH","125","0.205471873196468","0.174410386333151","0.236533360059785"
"A little","2004","16-34 y.","(Married) couple without C. ","225","0.205343376478877","0.180673919956508","0.230012833001245"
"A little","2004","16-34 y.","Single parent ","79","0.189881070041944","0.154156022045677","0.225606118038211"
"A little","2004","16-34 y.","Couple + C. LE 16 ","321","0.268218009554917","0.243368084388887","0.293067934720948"
"A little","2004","16-34 y.","Couple + C. GT 16 ","227","0.153227408746704","0.13466794386832","0.171786873625089"
"A little","2004","16-34 y.","Couple + C. LE and GT 16","84","0.151753166427505","0.12450476800623","0.17900156484878"
"A little","2004","35-65 y.","1-pers.-HH","402","0.339129770309848","0.312366639958412","0.365892900661283"
"A little","2004","35-65 y.","(Married) couple without C. ","1603","0.416467459879666","0.400989776270285","0.431945143489048"
"A little","2004","35-65 y.","Single parent ","198","0.363459626165455","0.323728126409417","0.403191125921493"
"A little","2004","35-65 y.","Couple + C. LE 16 ","842","0.316853661008842","0.299721543635451","0.333985778382234"
"A little","2004","35-65 y.","Couple + C. GT 16 ","994","0.432197761855442","0.411961269457814","0.45243425425307"
"A little","2004","35-65 y.","Couple + C. LE and GT 16","397","0.395686242866821","0.367048037723356","0.424324448010286"
"A little","2004","66 and older","1-pers.-HH","450","0.421015086297835","0.39143232868347","0.4505978439122"
"A little","2004","66 and older","(Married) couple without C. ","1146","0.49152843300928","0.471216205214877","0.511840660803682"
