"ple0005","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Full Time","no migration background","445","0.0593043015734733","0.0541842788647003","0.0644243242822463"
"Strong","2002","Full Time","direct migration background","67","0.063205902618181","0.0485017123822189","0.077910092854143"
"Strong","2002","Full Time","indirect migration background","14","","",""
"Strong","2002","Part Time","no migration background","337","0.0892362753971866","0.0807857911951368","0.0976867595992364"
"Strong","2002","Part Time","direct migration background","57","0.101722995542264","0.0784487667352943","0.124997224349234"
"Strong","2002","Part Time","indirect migration background","3","","",""
"Strong","2002","Not Working","no migration background","1809","0.300429798331404","0.289632245033455","0.311227351629352"
"Strong","2002","Not Working","direct migration background","264","0.251588656707607","0.226003819332985","0.277173494082228"
"Strong","2002","Not Working","indirect migration background","18","","",""
"A little","2002","Full Time","no migration background","2564","0.312590130009614","0.302541665043558","0.322638594975669"
"A little","2002","Full Time","direct migration background","330","0.336059466092968","0.307515594477808","0.364603337708128"
"A little","2002","Full Time","indirect migration background","69","0.246080266466546","0.199678443394686","0.292482089538405"
"A little","2002","Part Time","no migration background","1497","0.35773466901256","0.343526249558223","0.371943088466896"
"A little","2002","Part Time","direct migration background","201","0.310287628770928","0.274669030336091","0.345906227205764"
"A little","2002","Part Time","indirect migration background","41","0.27513516079147","0.214878032886228","0.335392288696711"
"A little","2002","Not Working","no migration background","2710","0.407600246792058","0.39602679636496","0.419173697219157"
"A little","2002","Not Working","direct migration background","437","0.415320189114704","0.386265413723148","0.444374964506259"
"A little","2002","Not Working","indirect migration background","45","0.220888932715595","0.167961752759969","0.27381611267122"
"Not at all","2002","Full Time","no migration background","5166","0.628105568416913","0.617628727005971","0.638582409827855"
"Not at all","2002","Full Time","direct migration background","655","0.600734631288851","0.571140037948702","0.630329224629"
"Not at all","2002","Full Time","indirect migration background","248","0.7091747726626","0.660250230374311","0.75809931495089"
"Not at all","2002","Part Time","no migration background","2538","0.553029055590254","0.538291629662722","0.567766481517786"
"Not at all","2002","Part Time","direct migration background","390","0.587989375686808","0.55009283787351","0.625885913500106"
"Not at all","2002","Part Time","indirect migration background","167","0.717962203136409","0.65724506251942","0.778679343753399"
"Not at all","2002","Not Working","no migration background","2406","0.291969954876538","0.281261344259894","0.302678565493181"
"Not at all","2002","Not Working","direct migration background","404","0.33309115417769","0.305301589690134","0.360880718665245"
"Not at all","2002","Not Working","indirect migration background","173","0.673242819598287","0.613402965692973","0.733082673503602"
"Strong","2003","Full Time","no migration background","","","",""
"Strong","2003","Full Time","direct migration background","","","",""
"Strong","2003","Full Time","indirect migration background","","","",""
"Strong","2003","Part Time","no migration background","","","",""
"Strong","2003","Part Time","direct migration background","","","",""
"Strong","2003","Part Time","indirect migration background","","","",""
"Strong","2003","Not Working","no migration background","","","",""
"Strong","2003","Not Working","direct migration background","","","",""
"Strong","2003","Not Working","indirect migration background","","","",""
"A little","2003","Full Time","no migration background","","","",""
"A little","2003","Full Time","direct migration background","","","",""
"A little","2003","Full Time","indirect migration background","","","",""
"A little","2003","Part Time","no migration background","","","",""
"A little","2003","Part Time","direct migration background","","","",""
"A little","2003","Part Time","indirect migration background","","","",""
"A little","2003","Not Working","no migration background","","","",""
"A little","2003","Not Working","direct migration background","","","",""
"A little","2003","Not Working","indirect migration background","","","",""
"Not at all","2003","Full Time","no migration background","","","",""
"Not at all","2003","Full Time","direct migration background","","","",""
"Not at all","2003","Full Time","indirect migration background","","","",""
"Not at all","2003","Part Time","no migration background","","","",""
"Not at all","2003","Part Time","direct migration background","","","",""
"Not at all","2003","Part Time","indirect migration background","","","",""
"Not at all","2003","Not Working","no migration background","","","",""
"Not at all","2003","Not Working","direct migration background","","","",""
"Not at all","2003","Not Working","indirect migration background","","","",""
"Strong","2004","Full Time","no migration background","369","0.059456796848531","0.0540201545388696","0.0648934391581925"
"Strong","2004","Full Time","direct migration background","53","0.0761929359132807","0.0586140212391858","0.0937718505873756"
"Strong","2004","Full Time","indirect migration background","6","","",""
"Strong","2004","Part Time","no migration background","301","0.0928057999144874","0.0840148045399449","0.10159679528903"
"Strong","2004","Part Time","direct migration background","56","0.116363811271183","0.0907060841842716","0.142021538358094"
"Strong","2004","Part Time","indirect migration background","6","","",""
"Strong","2004","Not Working","no migration background","1805","0.308311363676457","0.297365913478853","0.31925681387406"
"Strong","2004","Not Working","direct migration background","258","0.253810392672063","0.227685844548012","0.279934940796113"
"Strong","2004","Not Working","indirect migration background","10","","",""
"A little","2004","Full Time","no migration background","2297","0.324100870282252","0.313340637322604","0.334861103241901"
"A little","2004","Full Time","direct migration background","281","0.337386596396917","0.306058205761606","0.368714987032227"
"A little","2004","Full Time","indirect migration background","62","0.251245812119119","0.203195637506687","0.29929598673155"
"A little","2004","Part Time","no migration background","1447","0.343794946414842","0.329404645039173","0.35818524779051"
"A little","2004","Part Time","direct migration background","204","0.331385812495503","0.293721745358492","0.369049879632513"
"A little","2004","Part Time","indirect migration background","52","0.204365182997456","0.15280974225717","0.255920623737742"
"A little","2004","Not Working","no migration background","2607","0.395547566922001","0.383958086489978","0.407137047354024"
"A little","2004","Not Working","direct migration background","414","0.378554308195713","0.3494380758726","0.407670540518827"
"A little","2004","Not Working","indirect migration background","43","0.214390353073131","0.164601300645125","0.264179405501138"
"Not at all","2004","Full Time","no migration background","4602","0.616442332869216","0.60526335249737","0.627621313241063"
"Not at all","2004","Full Time","direct migration background","541","0.586420467689802","0.553789635983927","0.619051299395678"
"Not at all","2004","Full Time","indirect migration background","245","0.735438102007699","0.686571444499667","0.784304759515732"
"Not at all","2004","Part Time","no migration background","2437","0.563399253670671","0.548372999510192","0.57842550783115"
"Not at all","2004","Part Time","direct migration background","340","0.552250376233314","0.51246182822703","0.592038924239599"
"Not at all","2004","Part Time","indirect migration background","177","0.783451474897364","0.730789417002703","0.836113532792025"
"Not at all","2004","Not Working","no migration background","2426","0.296141069401542","0.285319863127971","0.306962275675114"
"Not at all","2004","Not Working","direct migration background","394","0.367635299132224","0.338691075806748","0.3965795224577"
"Not at all","2004","Not Working","indirect migration background","208","0.744849187339096","0.691960779951449","0.797737594726743"
"Strong","2005","Full Time","no migration background","","","",""
"Strong","2005","Full Time","direct migration background","","","",""
"Strong","2005","Full Time","indirect migration background","","","",""
"Strong","2005","Part Time","no migration background","","","",""
"Strong","2005","Part Time","direct migration background","","","",""
"Strong","2005","Part Time","indirect migration background","","","",""
"Strong","2005","Not Working","no migration background","","","",""
"Strong","2005","Not Working","direct migration background","","","",""
"Strong","2005","Not Working","indirect migration background","","","",""
"A little","2005","Full Time","no migration background","","","",""
"A little","2005","Full Time","direct migration background","","","",""
"A little","2005","Full Time","indirect migration background","","","",""
"A little","2005","Part Time","no migration background","","","",""
"A little","2005","Part Time","direct migration background","","","",""
"A little","2005","Part Time","indirect migration background","","","",""
"A little","2005","Not Working","no migration background","","","",""
"A little","2005","Not Working","direct migration background","","","",""
"A little","2005","Not Working","indirect migration background","","","",""
"Not at all","2005","Full Time","no migration background","","","",""
"Not at all","2005","Full Time","direct migration background","","","",""
"Not at all","2005","Full Time","indirect migration background","","","",""
"Not at all","2005","Part Time","no migration background","","","",""
"Not at all","2005","Part Time","direct migration background","","","",""
