"ple0005","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Full Time","(0) in school","","","",""
"Strong","2002","Full Time","(1a) inadequately completed","11","","",""
"Strong","2002","Full Time","(1b) general elementary school","42","0.0836458519286527","0.0592565499492107","0.108035153908095"
"Strong","2002","Full Time","(1c) basic vocational qualification","185","0.0835110329901099","0.0722243653316177","0.0947977006486022"
"Strong","2002","Full Time","(2b) intermediate general qualification","7","","",""
"Strong","2002","Full Time","(2a) intermediate vocational","137","0.0478355647482531","0.0398517886766347","0.0558193408198715"
"Strong","2002","Full Time","(2c_gen) general maturity certificate","4","","",""
"Strong","2002","Full Time","(2c_voc) vocational maturity certificate","40","0.056175098829654","0.0400572270010718","0.0722929706582361"
"Strong","2002","Full Time","(3a) lower tertiary education","46","0.0490796464623112","0.0359939291348546","0.0621653637897677"
"Strong","2002","Full Time","(3b) higher tertiary education","53","0.0305097032252538","0.0222313004451057","0.0387881060054019"
"Strong","2002","Part Time","(0) in school","","","",""
"Strong","2002","Part Time","(1a) inadequately completed","2","","",""
"Strong","2002","Part Time","(1b) general elementary school","52","0.131127444855423","0.0996599771315823","0.162594912579265"
"Strong","2002","Part Time","(1c) basic vocational qualification","154","0.126116059182123","0.107807317772097","0.144424800592148"
"Strong","2002","Part Time","(2b) intermediate general qualification","8","","",""
"Strong","2002","Part Time","(2a) intermediate vocational","101","0.0844720314313233","0.0698682672942219","0.0990757955684247"
"Strong","2002","Part Time","(2c_gen) general maturity certificate","5","","",""
"Strong","2002","Part Time","(2c_voc) vocational maturity certificate","21","","",""
"Strong","2002","Part Time","(3a) lower tertiary education","25","","",""
"Strong","2002","Part Time","(3b) higher tertiary education","27","","",""
"Strong","2002","Not Working","(0) in school","8","","",""
"Strong","2002","Not Working","(1a) inadequately completed","57","0.359672011030651","0.28795231638048","0.431391705680823"
"Strong","2002","Not Working","(1b) general elementary school","472","0.384870517914091","0.358896224730039","0.410844811098144"
"Strong","2002","Not Working","(1c) basic vocational qualification","951","0.325176485692507","0.308619540881634","0.34173343050338"
"Strong","2002","Not Working","(2b) intermediate general qualification","29","","",""
"Strong","2002","Not Working","(2a) intermediate vocational","268","0.256121033950211","0.231393843239439","0.280848224660983"
"Strong","2002","Not Working","(2c_gen) general maturity certificate","6","","",""
"Strong","2002","Not Working","(2c_voc) vocational maturity certificate","84","0.241367051713997","0.199845569093626","0.282888534334369"
"Strong","2002","Not Working","(3a) lower tertiary education","110","0.289916424597606","0.247327567063216","0.332505282131997"
"Strong","2002","Not Working","(3b) higher tertiary education","99","0.217661760939473","0.181847882823507","0.253475639055439"
"A little","2002","Full Time","(0) in school","1","","",""
"A little","2002","Full Time","(1a) inadequately completed","20","","",""
"A little","2002","Full Time","(1b) general elementary school","150","0.346709653116139","0.304783831825644","0.388635474406635"
"A little","2002","Full Time","(1c) basic vocational qualification","763","0.343821481427362","0.324443537416609","0.363199425438114"
"A little","2002","Full Time","(2b) intermediate general qualification","43","0.210676816279352","0.156294585532404","0.265059047026301"
"A little","2002","Full Time","(2a) intermediate vocational","913","0.325202176050229","0.307677884300918","0.34272646779954"
"A little","2002","Full Time","(2c_gen) general maturity certificate","44","0.234657188753965","0.172575072762826","0.296739304745104"
"A little","2002","Full Time","(2c_voc) vocational maturity certificate","219","0.277586865667761","0.246240850967101","0.308932880368421"
"A little","2002","Full Time","(3a) lower tertiary education","324","0.287943563044121","0.260516099545615","0.315371026542628"
"A little","2002","Full Time","(3b) higher tertiary education","476","0.282885943870541","0.261206125980666","0.304565761760416"
"A little","2002","Part Time","(0) in school","17","","",""
"A little","2002","Part Time","(1a) inadequately completed","21","","",""
"A little","2002","Part Time","(1b) general elementary school","157","0.354921666852336","0.310314007034781","0.39952932666989"
"A little","2002","Part Time","(1c) basic vocational qualification","479","0.390597207949379","0.363690336561717","0.41750407933704"
"A little","2002","Part Time","(2b) intermediate general qualification","49","0.260972411666283","0.202269926683552","0.319674896649014"
"A little","2002","Part Time","(2a) intermediate vocational","499","0.359689879398451","0.334488064058996","0.384891694737906"
"A little","2002","Part Time","(2c_gen) general maturity certificate","67","0.172550280617027","0.134608802622179","0.210491758611874"
"A little","2002","Part Time","(2c_voc) vocational maturity certificate","122","0.348903434719386","0.302077993361864","0.395728876076908"
"A little","2002","Part Time","(3a) lower tertiary education","118","0.434372192130129","0.379807106205479","0.488937278054779"
"A little","2002","Part Time","(3b) higher tertiary education","198","0.348177530259111","0.309540236365907","0.386814824152315"
"A little","2002","Not Working","(0) in school","47","0.113995878396872","0.0857410676841434","0.142250689109601"
"A little","2002","Not Working","(1a) inadequately completed","73","0.385907904739449","0.313156319929575","0.458659489549322"
"A little","2002","Not Working","(1b) general elementary school","531","0.395932327498533","0.369825360292575","0.422039294704491"
"A little","2002","Not Working","(1c) basic vocational qualification","1379","0.454564971628727","0.436965686525498","0.472164256731957"
"A little","2002","Not Working","(2b) intermediate general qualification","54","0.198689909133379","0.147010378415742","0.250369439851017"
"A little","2002","Not Working","(2a) intermediate vocational","462","0.402811243544695","0.375026421521425","0.430596065567965"
"A little","2002","Not Working","(2c_gen) general maturity certificate","50","0.231803519180007","0.186274605282692","0.277332433077321"
"A little","2002","Not Working","(2c_voc) vocational maturity certificate","140","0.362500614589375","0.315854844401056","0.409146384777694"
"A little","2002","Not Working","(3a) lower tertiary education","205","0.466167244344553","0.419342185412923","0.512992303276183"
"A little","2002","Not Working","(3b) higher tertiary education","226","0.483051170172028","0.439681776499612","0.526420563844444"
"Not at all","2002","Full Time","(0) in school","3","","",""
"Not at all","2002","Full Time","(1a) inadequately completed","37","0.569159643538791","0.451461700669725","0.686857586407858"
"Not at all","2002","Full Time","(1b) general elementary school","303","0.569644494955208","0.526026959245835","0.613262030664582"
"Not at all","2002","Full Time","(1c) basic vocational qualification","1360","0.572667485582528","0.552485475407613","0.592849495757444"
"Not at all","2002","Full Time","(2b) intermediate general qualification","166","0.751900078704508","0.694301125082037","0.809499032326979"
"Not at all","2002","Full Time","(2a) intermediate vocational","1695","0.626962259201518","0.608870783129623","0.645053735273413"
"Not at all","2002","Full Time","(2c_gen) general maturity certificate","131","0.735679583998393","0.671079767831754","0.800279400165031"
"Not at all","2002","Full Time","(2c_voc) vocational maturity certificate","525","0.666238035502585","0.63322973285461","0.69924633815056"
"Not at all","2002","Full Time","(3a) lower tertiary education","677","0.662976790493568","0.634344649916175","0.69160893107096"
"Not at all","2002","Full Time","(3b) higher tertiary education","1129","0.686604352904205","0.664276056734186","0.708932649074224"
"Not at all","2002","Part Time","(0) in school","108","0.846110156764775","0.782852730588271","0.90936758294128"
"Not at all","2002","Part Time","(1a) inadequately completed","29","","",""
"Not at all","2002","Part Time","(1b) general elementary school","233","0.513950888292241","0.467356046257477","0.560545730327005"
"Not at all","2002","Part Time","(1c) basic vocational qualification","630","0.483286732868498","0.455727085358563","0.510846380378434"
"Not at all","2002","Part Time","(2b) intermediate general qualification","158","0.698758177381097","0.637431427933704","0.76008492682849"
"Not at all","2002","Part Time","(2a) intermediate vocational","793","0.555838089170226","0.529745490099728","0.581930688240724"
"Not at all","2002","Part Time","(2c_gen) general maturity certificate","309","0.824486230049975","0.786288909088242","0.862683551011709"
"Not at all","2002","Part Time","(2c_voc) vocational maturity certificate","255","0.592131326315355","0.543850382732062","0.640412269898649"
"Not at all","2002","Part Time","(3a) lower tertiary education","174","0.467314303676447","0.412390764497943","0.522237842854951"
"Not at all","2002","Part Time","(3b) higher tertiary education","359","0.594139048442751","0.554312345915394","0.633965750970108"
"Not at all","2002","Not Working","(0) in school","431","0.870475389236326","0.84062263863339","0.900328139839262"
"Not at all","2002","Not Working","(1a) inadequately completed","42","0.2544200842299","0.189331224417875","0.319508944041926"
"Not at all","2002","Not Working","(1b) general elementary school","345","0.219197154587375","0.197112465238093","0.241281843936658"
"Not at all","2002","Not Working","(1c) basic vocational qualification","745","0.220258542678766","0.205610917290688","0.234906168066843"
"Not at all","2002","Not Working","(2b) intermediate general qualification","146","0.576463499640952","0.512466195675152","0.640460803606752"
"Not at all","2002","Not Working","(2a) intermediate vocational","467","0.341067722505094","0.314211698445982","0.367923746564207"
"Not at all","2002","Not Working","(2c_gen) general maturity certificate","274","0.739498469817447","0.692143572388384","0.786853367246511"
