"ple0005","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Full Time","in school","","","",""
"Strong","2002","Full Time","inadequately","13","","",""
"Strong","2002","Full Time","general elemantary","46","0.0676300503656679","0.0490146023651918","0.086245498366144"
"Strong","2002","Full Time","middle vocational","285","0.0655014186196984","0.0583471165702968","0.0726557206690999"
"Strong","2002","Full Time","vocational + Abi","28","","",""
"Strong","2002","Full Time","higher vocational","54","0.0608988476675718","0.0452051100268451","0.0765925853082985"
"Strong","2002","Full Time","higher education","99","0.0386492006268906","0.0313852035601275","0.0459131976936537"
"Strong","2002","Part Time","in school","","","",""
"Strong","2002","Part Time","inadequately","3","","",""
"Strong","2002","Part Time","general elemantary","59","0.109342330428979","0.0852589302223933","0.133425730635565"
"Strong","2002","Part Time","middle vocational","230","0.0891112758568488","0.0784995601372852","0.0997229915764125"
"Strong","2002","Part Time","vocational + Abi","17","","",""
"Strong","2002","Part Time","higher vocational","34","0.129448259572905","0.0953350939343477","0.163561425211463"
"Strong","2002","Part Time","higher education","52","0.0724379826372159","0.0555125278420805","0.0893634374323513"
"Strong","2002","Not Working","in school","8","","",""
"Strong","2002","Not Working","inadequately","53","0.374910850911626","0.300133489234088","0.449688212589164"
"Strong","2002","Not Working","general elemantary","497","0.365162679554177","0.341308453108454","0.3890169059999"
"Strong","2002","Not Working","middle vocational","1124","0.290279161690531","0.276629950752356","0.303928372628706"
"Strong","2002","Not Working","vocational + Abi","62","0.248626014979738","0.2005123316131","0.296739698346376"
"Strong","2002","Not Working","higher vocational","132","0.292533566758956","0.251920541187479","0.333146592330433"
"Strong","2002","Not Working","higher education","209","0.252500940376675","0.224816270569774","0.280185610183577"
"A little","2002","Full Time","in school","1","","",""
"A little","2002","Full Time","inadequately","19","","",""
"A little","2002","Full Time","general elemantary","188","0.304388177652665","0.270276202185534","0.338500153119797"
"A little","2002","Full Time","middle vocational","1484","0.329277560524361","0.315688010348959","0.342867110699764"
"A little","2002","Full Time","vocational + Abi","154","0.258076800834743","0.22177025350894","0.294383348160546"
"A little","2002","Full Time","higher vocational","309","0.337222264275533","0.306197553651733","0.368246974899334"
"A little","2002","Full Time","higher education","800","0.285102777686149","0.268089539374345","0.302116015997953"
"A little","2002","Part Time","in school","17","","",""
"A little","2002","Part Time","inadequately","17","","",""
"A little","2002","Part Time","general elemantary","204","0.333921384259774","0.297525431284781","0.370317337234767"
"A little","2002","Part Time","middle vocational","949","0.35347725791986","0.335671549595205","0.371282966244515"
"A little","2002","Part Time","vocational + Abi","95","0.354180333592362","0.300506078528094","0.40785458865663"
"A little","2002","Part Time","higher vocational","131","0.360580235370057","0.311785765025994","0.40937470571412"
"A little","2002","Part Time","higher education","316","0.379478584430098","0.347793292068003","0.411163876792192"
"A little","2002","Not Working","in school","47","0.113995878396872","0.0857410676841434","0.142250689109601"
"A little","2002","Not Working","inadequately","64","0.355759476423849","0.28180960705419","0.429709345793507"
"A little","2002","Not Working","general elemantary","584","0.37531108262395","0.351321730724555","0.399300434523344"
"A little","2002","Not Working","middle vocational","1723","0.423848560713922","0.408988194268874","0.43870892715897"
"A little","2002","Not Working","vocational + Abi","101","0.353085000600411","0.299882690667045","0.406287310533777"
"A little","2002","Not Working","higher vocational","219","0.470549678091095","0.42599021794416","0.515109138238029"
"A little","2002","Not Working","higher education","431","0.474910213011243","0.443088389473499","0.506732036548987"
"Not at all","2002","Full Time","in school","3","","",""
"Not at all","2002","Full Time","inadequately","30","0.489991117353982","0.365558218184034","0.614424016523931"
"Not at all","2002","Full Time","general elemantary","465","0.627981771981667","0.592150260201952","0.663813283761381"
"Not at all","2002","Full Time","middle vocational","2825","0.60522102085594","0.59108632046523","0.61935572124665"
"Not at all","2002","Full Time","vocational + Abi","376","0.690265847573207","0.651900977467299","0.728630717679115"
"Not at all","2002","Full Time","higher vocational","529","0.601878888056895","0.569755020773019","0.634002755340771"
"Not at all","2002","Full Time","higher education","1806","0.67624802168696","0.658615124487933","0.693880918885988"
"Not at all","2002","Part Time","in school","107","0.844942878107544","0.781234465728752","0.908651290486335"
"Not at all","2002","Part Time","inadequately","37","0.686113802392784","0.565639380570713","0.806588224214855"
"Not at all","2002","Part Time","general elemantary","382","0.556736285311247","0.518398758895982","0.595073811726511"
"Not at all","2002","Part Time","middle vocational","1590","0.557411466223291","0.53891134213553","0.575911590311052"
"Not at all","2002","Part Time","vocational + Abi","193","0.577209599695482","0.521769053158473","0.632650146232491"
"Not at all","2002","Part Time","higher vocational","207","0.509971505057037","0.459171910787021","0.560771099327053"
"Not at all","2002","Part Time","higher education","533","0.548083432932686","0.515586815010665","0.580580050854708"
"Not at all","2002","Not Working","in school","431","0.870475389236326","0.84062263863339","0.900328139839262"
"Not at all","2002","Not Working","inadequately","44","0.269329672664525","0.200806416812206","0.337852928516844"
"Not at all","2002","Not Working","general elemantary","484","0.259526237821873","0.237807409478798","0.281245066164949"
"Not at all","2002","Not Working","middle vocational","1401","0.285872277595547","0.272285082724153","0.299459472466942"
"Not at all","2002","Not Working","vocational + Abi","147","0.398288984419851","0.343793518149951","0.452784450689751"
"Not at all","2002","Not Working","higher vocational","131","0.236916755149949","0.198958309639906","0.274875200659992"
"Not at all","2002","Not Working","higher education","306","0.272588846612082","0.244213149369336","0.300964543854828"
"Strong","2003","Full Time","in school","","","",""
"Strong","2003","Full Time","inadequately","","","",""
"Strong","2003","Full Time","general elemantary","","","",""
"Strong","2003","Full Time","middle vocational","","","",""
"Strong","2003","Full Time","vocational + Abi","","","",""
"Strong","2003","Full Time","higher vocational","","","",""
"Strong","2003","Full Time","higher education","","","",""
"Strong","2003","Part Time","in school","","","",""
"Strong","2003","Part Time","inadequately","","","",""
"Strong","2003","Part Time","general elemantary","","","",""
"Strong","2003","Part Time","middle vocational","","","",""
"Strong","2003","Part Time","vocational + Abi","","","",""
"Strong","2003","Part Time","higher vocational","","","",""
"Strong","2003","Part Time","higher education","","","",""
"Strong","2003","Not Working","in school","","","",""
"Strong","2003","Not Working","inadequately","","","",""
"Strong","2003","Not Working","general elemantary","","","",""
"Strong","2003","Not Working","middle vocational","","","",""
"Strong","2003","Not Working","vocational + Abi","","","",""
"Strong","2003","Not Working","higher vocational","","","",""
"Strong","2003","Not Working","higher education","","","",""
"A little","2003","Full Time","in school","","","",""
"A little","2003","Full Time","inadequately","","","",""
"A little","2003","Full Time","general elemantary","","","",""
"A little","2003","Full Time","middle vocational","","","",""
"A little","2003","Full Time","vocational + Abi","","","",""
"A little","2003","Full Time","higher vocational","","","",""
"A little","2003","Full Time","higher education","","","",""
"A little","2003","Part Time","in school","","","",""
"A little","2003","Part Time","inadequately","","","",""
"A little","2003","Part Time","general elemantary","","","",""
"A little","2003","Part Time","middle vocational","","","",""
"A little","2003","Part Time","vocational + Abi","","","",""
"A little","2003","Part Time","higher vocational","","","",""
"A little","2003","Part Time","higher education","","","",""
"A little","2003","Not Working","in school","","","",""
"A little","2003","Not Working","inadequately","","","",""
"A little","2003","Not Working","general elemantary","","","",""
"A little","2003","Not Working","middle vocational","","","",""
"A little","2003","Not Working","vocational + Abi","","","",""
"A little","2003","Not Working","higher vocational","","","",""
"A little","2003","Not Working","higher education","","","",""
"Not at all","2003","Full Time","in school","","","",""
"Not at all","2003","Full Time","inadequately","","","",""
"Not at all","2003","Full Time","general elemantary","","","",""
"Not at all","2003","Full Time","middle vocational","","","",""
"Not at all","2003","Full Time","vocational + Abi","","","",""
"Not at all","2003","Full Time","higher vocational","","","",""
"Not at all","2003","Full Time","higher education","","","",""
"Not at all","2003","Part Time","in school","","","",""
"Not at all","2003","Part Time","inadequately","","","",""
"Not at all","2003","Part Time","general elemantary","","","",""
"Not at all","2003","Part Time","middle vocational","","","",""
"Not at all","2003","Part Time","vocational + Abi","","","",""
"Not at all","2003","Part Time","higher vocational","","","",""
"Not at all","2003","Part Time","higher education","","","",""
"Not at all","2003","Not Working","in school","","","",""
"Not at all","2003","Not Working","inadequately","","","",""
"Not at all","2003","Not Working","general elemantary","","","",""
"Not at all","2003","Not Working","middle vocational","","","",""
"Not at all","2003","Not Working","vocational + Abi","","","",""
"Not at all","2003","Not Working","higher vocational","","","",""
"Not at all","2003","Not Working","higher education","","","",""
"Strong","2004","Full Time","in school","","","",""
"Strong","2004","Full Time","inadequately","9","","",""
