"ple0005","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Not Employed","lower secondary degree","1351","0.343222564628705","0.328860267682156","0.357584861575253"
"Strong","2002","Not Employed","secondary school degree","339","0.252268459539088","0.230940734610736","0.27359618446744"
"Strong","2002","Not Employed","college entrance qualification","196","0.206727606479404","0.184068842368652","0.229386370590157"
"Strong","2002","Not Employed","Other degree","131","0.266836196382609","0.22844904534388","0.305223347421337"
"Strong","2002","Not Employed","no degree/no degree yet","65","0.132319784858578","0.106449713648992","0.158189856068164"
"Strong","2002","Employed","lower secondary degree","388","0.0992863093208821","0.0901813861952176","0.108391232446547"
"Strong","2002","Employed","secondary school degree","290","0.0605374404850959","0.0539949285417897","0.0670799524284021"
"Strong","2002","Employed","college entrance qualification","155","0.0367342279632743","0.0311531994310962","0.0423152564954525"
"Strong","2002","Employed","Other degree","74","0.0939659451448986","0.0738472451455657","0.114084645144232"
"Strong","2002","Employed","no degree/no degree yet","13","","",""
"A little","2002","Not Employed","lower secondary degree","1838","0.440738609451743","0.425720168839437","0.45575705006405"
"A little","2002","Not Employed","secondary school degree","599","0.390328649810911","0.366373256191388","0.414284043430434"
"A little","2002","Not Employed","college entrance qualification","404","0.364614311200682","0.337682759327855","0.391545863073509"
"A little","2002","Not Employed","Other degree","205","0.416486705136284","0.373701959727073","0.459271450545495"
"A little","2002","Not Employed","no degree/no degree yet","120","0.20619053677068","0.175301960981531","0.237079112559828"
"A little","2002","Employed","lower secondary degree","1445","0.364994590569518","0.350336744921176","0.379652436217861"
"A little","2002","Employed","secondary school degree","1704","0.331631147569166","0.318715133295023","0.344547161843309"
"A little","2002","Employed","college entrance qualification","1197","0.269856814280867","0.256687097579034","0.2830265309827"
"A little","2002","Employed","Other degree","273","0.340156467603155","0.307489993628024","0.372822941578287"
"A little","2002","Employed","no degree/no degree yet","59","0.251719376258972","0.197921062936064","0.305517689581879"
"Not at all","2002","Not Employed","lower secondary degree","1009","0.216038825919552","0.203589665725261","0.228487986113843"
"Not at all","2002","Not Employed","secondary school degree","655","0.357402890650001","0.333869277114184","0.380936504185819"
"Not at all","2002","Not Employed","college entrance qualification","627","0.428658082319913","0.400967673857202","0.456348490782624"
"Not at all","2002","Not Employed","Other degree","174","0.316677098481107","0.276304721517102","0.357049475445113"
"Not at all","2002","Not Employed","no degree/no degree yet","474","0.661489678370742","0.625360933233005","0.697618423508479"
"Not at all","2002","Employed","lower secondary degree","2311","0.535719100109599","0.52053471563453","0.550903484584669"
"Not at all","2002","Employed","secondary school degree","3110","0.607831411945738","0.594437090089992","0.621225733801484"
"Not at all","2002","Employed","college entrance qualification","3012","0.693408957755859","0.679729144310883","0.707088771200834"
"Not at all","2002","Employed","Other degree","461","0.565877587251946","0.531702489833208","0.600052684670684"
"Not at all","2002","Employed","no degree/no degree yet","178","0.679105369786075","0.621238779374465","0.736971960197684"
"Strong","2003","Not Employed","lower secondary degree","","","",""
"Strong","2003","Not Employed","secondary school degree","","","",""
"Strong","2003","Not Employed","college entrance qualification","","","",""
"Strong","2003","Not Employed","Other degree","","","",""
"Strong","2003","Not Employed","no degree/no degree yet","","","",""
"Strong","2003","Employed","lower secondary degree","","","",""
"Strong","2003","Employed","secondary school degree","","","",""
"Strong","2003","Employed","college entrance qualification","","","",""
"Strong","2003","Employed","Other degree","","","",""
"Strong","2003","Employed","no degree/no degree yet","","","",""
"A little","2003","Not Employed","lower secondary degree","","","",""
"A little","2003","Not Employed","secondary school degree","","","",""
"A little","2003","Not Employed","college entrance qualification","","","",""
"A little","2003","Not Employed","Other degree","","","",""
"A little","2003","Not Employed","no degree/no degree yet","","","",""
"A little","2003","Employed","lower secondary degree","","","",""
"A little","2003","Employed","secondary school degree","","","",""
"A little","2003","Employed","college entrance qualification","","","",""
"A little","2003","Employed","Other degree","","","",""
"A little","2003","Employed","no degree/no degree yet","","","",""
"Not at all","2003","Not Employed","lower secondary degree","","","",""
"Not at all","2003","Not Employed","secondary school degree","","","",""
"Not at all","2003","Not Employed","college entrance qualification","","","",""
"Not at all","2003","Not Employed","Other degree","","","",""
"Not at all","2003","Not Employed","no degree/no degree yet","","","",""
"Not at all","2003","Employed","lower secondary degree","","","",""
"Not at all","2003","Employed","secondary school degree","","","",""
"Not at all","2003","Employed","college entrance qualification","","","",""
"Not at all","2003","Employed","Other degree","","","",""
"Not at all","2003","Employed","no degree/no degree yet","","","",""
"Strong","2004","Not Employed","lower secondary degree","1309","0.352669979958362","0.337748832539174","0.367591127377549"
"Strong","2004","Not Employed","secondary school degree","358","0.267425961018782","0.245731373176251","0.289120548861314"
"Strong","2004","Not Employed","college entrance qualification","194","0.193927403941851","0.172351951779804","0.215502856103898"
"Strong","2004","Not Employed","Other degree","156","0.352663183169722","0.311195648300805","0.394130718038638"
"Strong","2004","Not Employed","no degree/no degree yet","45","0.0849972260073546","0.0643528070767099","0.105641644937999"
"Strong","2004","Employed","lower secondary degree","333","0.102653492202163","0.0927624788227967","0.112544505581529"
"Strong","2004","Employed","secondary school degree","234","0.0600348056851916","0.0532325847394659","0.0668370266309173"
"Strong","2004","Employed","college entrance qualification","146","0.0420835160451969","0.0359272306890122","0.0482398014013816"
"Strong","2004","Employed","Other degree","56","0.0921969953890216","0.0705003829626138","0.113893607815429"
"Strong","2004","Employed","no degree/no degree yet","19","","",""
"A little","2004","Not Employed","lower secondary degree","1695","0.421928982218691","0.406506105835275","0.437351858602106"
"A little","2004","Not Employed","secondary school degree","613","0.399385127212515","0.375379235412606","0.423391019012425"
"A little","2004","Not Employed","college entrance qualification","422","0.362917948887182","0.33667847369908","0.389157424075284"
"A little","2004","Not Employed","Other degree","188","0.349572991978234","0.30818911046237","0.390956873494098"
"A little","2004","Not Employed","no degree/no degree yet","130","0.228359646726482","0.197284997937515","0.259434295515449"
"A little","2004","Employed","lower secondary degree","1289","0.365096675334666","0.349406363450771","0.380786987218561"
"A little","2004","Employed","secondary school degree","1602","0.345025204699706","0.331412920793788","0.358637488605624"
"A little","2004","Employed","college entrance qualification","1089","0.259917974732004","0.246469996567904","0.273365952896104"
