"ple0005","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2002","(0) in school","West Germany","8","","",""
"Strong","2002","(0) in school","East Germany","","","",""
"Strong","2002","(1a) inadequately completed","West Germany","67","0.271236948879045","0.218400790063241","0.32407310769485"
"Strong","2002","(1a) inadequately completed","East Germany","3","","",""
"Strong","2002","(1b) general elementary school","West Germany","468","0.265725314211548","0.246462570387159","0.284988058035937"
"Strong","2002","(1b) general elementary school","East Germany","98","0.384442257106504","0.325872272146805","0.443012242066203"
"Strong","2002","(1c) basic vocational qualification","West Germany","965","0.195657713364242","0.185071971386795","0.206243455341689"
"Strong","2002","(1c) basic vocational qualification","East Germany","325","0.271487877996683","0.246843773084576","0.29613198290879"
"Strong","2002","(2b) intermediate general qualification","West Germany","37","0.111599329424348","0.083776533454334","0.139422125394363"
"Strong","2002","(2b) intermediate general qualification","East Germany","7","","",""
"Strong","2002","(2a) intermediate vocational","West Germany","334","0.118760671163534","0.108009233051379","0.129512109275688"
"Strong","2002","(2a) intermediate vocational","East Germany","172","0.0925328950530547","0.0793531909594413","0.105712599146668"
"Strong","2002","(2c_gen) general maturity certificate","West Germany","12","","",""
"Strong","2002","(2c_gen) general maturity certificate","East Germany","3","","",""
"Strong","2002","(2c_voc) vocational maturity certificate","West Germany","128","0.110766089333691","0.0943963349890889","0.127135843678292"
"Strong","2002","(2c_voc) vocational maturity certificate","East Germany","17","","",""
"Strong","2002","(3a) lower tertiary education","West Germany","81","0.107883509358751","0.0895834764549721","0.126183542262531"
"Strong","2002","(3a) lower tertiary education","East Germany","100","0.166770303239343","0.139076334320495","0.194464272158192"
"Strong","2002","(3b) higher tertiary education","West Germany","135","0.0764825402327555","0.065185357121805","0.0877797233437059"
"Strong","2002","(3b) higher tertiary education","East Germany","44","0.101865449938336","0.0781710846231798","0.125559815253492"
"A little","2002","(0) in school","West Germany","41","0.108651703820196","0.0802437719197431","0.13705963572065"
"A little","2002","(0) in school","East Germany","24","","",""
"A little","2002","(1a) inadequately completed","West Germany","106","0.352326672934187","0.295557259572667","0.409096086295708"
"A little","2002","(1a) inadequately completed","East Germany","8","","",""
"A little","2002","(1b) general elementary school","West Germany","745","0.380658523261318","0.359484408227341","0.401832638295295"
"A little","2002","(1b) general elementary school","East Germany","93","0.358057806383997","0.30033470084521","0.415780911922785"
"A little","2002","(1c) basic vocational qualification","West Germany","2008","0.390465584305392","0.377447626395887","0.403483542214897"
"A little","2002","(1c) basic vocational qualification","East Germany","613","0.491079066003634","0.463376480465569","0.518781651541699"
"A little","2002","(2b) intermediate general qualification","West Germany","103","0.215115401491549","0.178807245224944","0.251423557758153"
"A little","2002","(2b) intermediate general qualification","East Germany","43","0.245270350022541","0.180210706177672","0.31032999386741"
"A little","2002","(2a) intermediate vocational","West Germany","1139","0.340520784333965","0.324771686854407","0.356269881813523"
"A little","2002","(2a) intermediate vocational","East Germany","735","0.385624675286225","0.363486520004873","0.407762830567577"
"A little","2002","(2c_gen) general maturity certificate","West Germany","129","0.204566372186579","0.174957462081369","0.234175282291789"
"A little","2002","(2c_gen) general maturity certificate","East Germany","32","0.219135445231583","0.158194999288853","0.280075891174313"
"A little","2002","(2c_voc) vocational maturity certificate","West Germany","430","0.320918328471613","0.296568886770689","0.345267770172537"
"A little","2002","(2c_voc) vocational maturity certificate","East Germany","51","0.296076983990645","0.22901089256075","0.36314307542054"
"A little","2002","(3a) lower tertiary education","West Germany","329","0.300048256003301","0.273015323645414","0.327081188361189"
"A little","2002","(3a) lower tertiary education","East Germany","318","0.493415497876678","0.456272597452059","0.530558398301298"
"A little","2002","(3b) higher tertiary education","West Germany","652","0.324573230240527","0.304670532636744","0.34447592784431"
