"ple0005","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Not at all","2006","35-65 y.","Employed","5262","0.531811486402468","0.521786419252071","0.541836553552865"
"Not at all","2006","66 and older","Not Employed","738","0.154881182096602","0.143918660386721","0.165843703806483"
"Not at all","2006","66 and older","Employed","100","0.333590995358249","0.279231332119652","0.387950658596846"
"Strong","2007","16-34 y.","Not Employed","","","",""
"Strong","2007","16-34 y.","Employed","","","",""
"Strong","2007","35-65 y.","Not Employed","","","",""
"Strong","2007","35-65 y.","Employed","","","",""
"Strong","2007","66 and older","Not Employed","","","",""
"Strong","2007","66 and older","Employed","","","",""
"A little","2007","16-34 y.","Not Employed","","","",""
"A little","2007","16-34 y.","Employed","","","",""
"A little","2007","35-65 y.","Not Employed","","","",""
"A little","2007","35-65 y.","Employed","","","",""
"A little","2007","66 and older","Not Employed","","","",""
"A little","2007","66 and older","Employed","","","",""
"Not at all","2007","16-34 y.","Not Employed","","","",""
"Not at all","2007","16-34 y.","Employed","","","",""
"Not at all","2007","35-65 y.","Not Employed","","","",""
"Not at all","2007","35-65 y.","Employed","","","",""
"Not at all","2007","66 and older","Not Employed","","","",""
"Not at all","2007","66 and older","Employed","","","",""
"Strong","2008","16-34 y.","Not Employed","30","0.0335721451410329","0.0233594961880027","0.0437847940940632"
"Strong","2008","16-34 y.","Employed","63","0.0199749181000814","0.0151020443626222","0.0248477918375405"
"Strong","2008","35-65 y.","Not Employed","559","0.261158113675493","0.242910208025634","0.279406019325352"
"Strong","2008","35-65 y.","Employed","623","0.0898410471001405","0.0837411649806504","0.0959409292196305"
"Strong","2008","66 and older","Not Employed","1446","0.379916800650504","0.364979629752489","0.394853971548519"
"Strong","2008","66 and older","Employed","43","0.181379988300726","0.136877149984108","0.225882826617344"
"A little","2008","16-34 y.","Not Employed","176","0.159788565371232","0.139014031839721","0.180563098902744"
"A little","2008","16-34 y.","Employed","632","0.22130164807139","0.206843888069445","0.235759408073335"
"A little","2008","35-65 y.","Not Employed","879","0.391700733676924","0.371422909651427","0.41197855770242"
"A little","2008","35-65 y.","Employed","3101","0.383984114283486","0.373609355647364","0.394358872919608"
"A little","2008","66 and older","Not Employed","1867","0.461767703265398","0.446425215976798","0.477110190553998"
"A little","2008","66 and older","Employed","153","0.505776613791145","0.448034475121401","0.563518752460888"
"Not at all","2008","16-34 y.","Not Employed","989","0.806639289487735","0.784247544429435","0.829031034546035"
"Not at all","2008","16-34 y.","Employed","2472","0.758723433828529","0.74382216053245","0.773624707124607"
"Not at all","2008","35-65 y.","Not Employed","788","0.347141152647583","0.327364708432657","0.36691759686251"
"Not at all","2008","35-65 y.","Employed","4718","0.526174838616374","0.515523614695185","0.536826062537563"
"Not at all","2008","66 and older","Not Employed","743","0.158315496084098","0.147081468221025","0.169549523947171"
"Not at all","2008","66 and older","Employed","92","0.312843397908129","0.259295403912292","0.366391391903966"
"Strong","2009","16-34 y.","Not Employed","","","",""
"Strong","2009","16-34 y.","Employed","","","",""
"Strong","2009","35-65 y.","Not Employed","","","",""
"Strong","2009","35-65 y.","Employed","","","",""
"Strong","2009","66 and older","Not Employed","","","",""
"Strong","2009","66 and older","Employed","","","",""
"A little","2009","16-34 y.","Not Employed","","","",""
"A little","2009","16-34 y.","Employed","","","",""
"A little","2009","35-65 y.","Not Employed","","","",""
"A little","2009","35-65 y.","Employed","","","",""
"A little","2009","66 and older","Not Employed","","","",""
"A little","2009","66 and older","Employed","","","",""
"Not at all","2009","16-34 y.","Not Employed","","","",""
"Not at all","2009","16-34 y.","Employed","","","",""
"Not at all","2009","35-65 y.","Not Employed","","","",""
"Not at all","2009","35-65 y.","Employed","","","",""
"Not at all","2009","66 and older","Not Employed","","","",""
"Not at all","2009","66 and older","Employed","","","",""
"Strong","2010","16-34 y.","Not Employed","17","","",""
"Strong","2010","16-34 y.","Employed","45","0.0157238368449835","0.0110041677297029","0.0204435059602641"
"Strong","2010","35-65 y.","Not Employed","465","0.322102773037968","0.29983096638237","0.344374579693566"
"Strong","2010","35-65 y.","Employed","587","0.0934192382619879","0.0867755951342985","0.100062881389677"
"Strong","2010","66 and older","Not Employed","1295","0.367684359588311","0.352235346547065","0.383133372629557"
"Strong","2010","66 and older","Employed","42","0.156025650102069","0.115233751118263","0.196817549085875"
"A little","2010","16-34 y.","Not Employed","173","0.174451167544198","0.149834966726251","0.199067368362146"
"A little","2010","16-34 y.","Employed","544","0.198191469123759","0.183067993212425","0.213314945035094"
"A little","2010","35-65 y.","Not Employed","688","0.410909081980776","0.387459218377322","0.434358945584229"
"A little","2010","35-65 y.","Employed","2906","0.422352511506614","0.411076542573272","0.433628480439957"
"A little","2010","66 and older","Not Employed","1770","0.470698377956761","0.454705774725617","0.486690981187905"
"A little","2010","66 and older","Employed","168","0.543561776403053","0.487569676280093","0.599553876526013"
"Not at all","2010","16-34 y.","Not Employed","723","0.786767201824963","0.760198959190215","0.813335444459711"
"Not at all","2010","16-34 y.","Employed","2080","0.786084694031257","0.770527566773758","0.801641821288757"
"Not at all","2010","35-65 y.","Not Employed","538","0.266988144981256","0.245902942521909","0.288073347440604"
"Not at all","2010","35-65 y.","Employed","3878","0.484228250231398","0.472819482924662","0.495637017538134"
"Not at all","2010","66 and older","Not Employed","677","0.161617262454928","0.14982325938975","0.173411265520105"
"Not at all","2010","66 and older","Employed","94","0.300412573494878","0.248878870544226","0.35194627644553"
"Strong","2011","16-34 y.","Not Employed","","","",""
"Strong","2011","16-34 y.","Employed","","","",""
"Strong","2011","35-65 y.","Not Employed","","","",""
"Strong","2011","35-65 y.","Employed","","","",""
"Strong","2011","66 and older","Not Employed","","","",""
"Strong","2011","66 and older","Employed","","","",""
"A little","2011","16-34 y.","Not Employed","","","",""
"A little","2011","16-34 y.","Employed","","","",""
"A little","2011","35-65 y.","Not Employed","","","",""
"A little","2011","35-65 y.","Employed","","","",""
"A little","2011","66 and older","Not Employed","","","",""
"A little","2011","66 and older","Employed","","","",""
"Not at all","2011","16-34 y.","Not Employed","","","",""
"Not at all","2011","16-34 y.","Employed","","","",""
"Not at all","2011","35-65 y.","Not Employed","","","",""
"Not at all","2011","35-65 y.","Employed","","","",""
"Not at all","2011","66 and older","Not Employed","","","",""
"Not at all","2011","66 and older","Employed","","","",""
"Strong","2012","16-34 y.","Not Employed","22","","",""
"Strong","2012","16-34 y.","Employed","69","0.0190175113650071","0.0142117226538","0.0238233000762142"
"Strong","2012","35-65 y.","Not Employed","624","0.304538708125001","0.285338556584428","0.323738859665575"
"Strong","2012","35-65 y.","Employed","763","0.0894075761767271","0.0835061211790769","0.0953090311743774"
"Strong","2012","66 and older","Not Employed","1623","0.362055570671181","0.348468205439094","0.375642935903267"
"Strong","2012","66 and older","Employed","61","0.162133211267965","0.126629692288796","0.197636730247135"
"A little","2012","16-34 y.","Not Employed","183","0.176668414210921","0.153433302764884","0.199903525656958"
"A little","2012","16-34 y.","Employed","640","0.211244605860816","0.19688239864399","0.225606813077643"
"A little","2012","35-65 y.","Not Employed","899","0.414846148047843","0.394290769009481","0.435401527086205"
"A little","2012","35-65 y.","Employed","3400","0.401976548043628","0.391835814097694","0.412117281989562"
"A little","2012","66 and older","Not Employed","2209","0.454859553093188","0.440781290198155","0.46893781598822"
"A little","2012","66 and older","Employed","195","0.479718779084142","0.431594930057188","0.527842628111096"
"Not at all","2012","16-34 y.","Not Employed","830","0.783521025123827","0.758430421770787","0.808611628476868"
"Not at all","2012","16-34 y.","Employed","2394","0.769737882774177","0.754924989952649","0.784550775595704"
"Not at all","2012","35-65 y.","Not Employed","684","0.280615143827156","0.261870244064743","0.299360043589568"
"Not at all","2012","35-65 y.","Employed","4817","0.508615875779645","0.49827599719271","0.518955754366579"
"Not at all","2012","66 and older","Not Employed","974","0.183084876235632","0.172151081628338","0.194018670842925"
"Not at all","2012","66 and older","Employed","158","0.358148009647893","0.311963468032165","0.404332551263621"
"Strong","2013","16-34 y.","Not Employed","","","",""
"Strong","2013","16-34 y.","Employed","","","",""
"Strong","2013","35-65 y.","Not Employed","","","",""
"Strong","2013","35-65 y.","Employed","","","",""
"Strong","2013","66 and older","Not Employed","","","",""
"Strong","2013","66 and older","Employed","","","",""
"A little","2013","16-34 y.","Not Employed","","","",""
"A little","2013","16-34 y.","Employed","","","",""
"A little","2013","35-65 y.","Not Employed","","","",""
"A little","2013","35-65 y.","Employed","","","",""
"A little","2013","66 and older","Not Employed","","","",""
"A little","2013","66 and older","Employed","","","",""
"Not at all","2013","16-34 y.","Not Employed","","","",""
"Not at all","2013","16-34 y.","Employed","","","",""
"Not at all","2013","35-65 y.","Not Employed","","","",""
"Not at all","2013","35-65 y.","Employed","","","",""
"Not at all","2013","66 and older","Not Employed","","","",""
"Not at all","2013","66 and older","Employed","","","",""
"Strong","2014","16-34 y.","Not Employed","86","0.0496768980012706","0.0400504613716694","0.0593033346308717"
"Strong","2014","16-34 y.","Employed","131","0.0251151451912294","0.0205992074069483","0.0296310829755104"
"Strong","2014","35-65 y.","Not Employed","796","0.325689360014276","0.308615543132587","0.342763176895965"
"Strong","2014","35-65 y.","Employed","1058","0.0918829721732615","0.0868577602904488","0.0969081840560742"
"Strong","2014","66 and older","Not Employed","1486","0.342741433928871","0.328898678161058","0.356584189696684"
"Strong","2014","66 and older","Employed","80","0.171157569436846","0.137392458123243","0.204922680750449"
"A little","2014","16-34 y.","Not Employed","344","0.15293017212125","0.136983910934473","0.168876433308028"
"A little","2014","16-34 y.","Employed","881","0.18753953550476","0.176274022374201","0.198805048635318"
"A little","2014","35-65 y.","Not Employed","1072","0.386349104644221","0.368609274027278","0.404088935261165"
"A little","2014","35-65 y.","Employed","4379","0.364093571418198","0.355722730969965","0.372464411866432"
"A little","2014","66 and older","Not Employed","2142","0.478898603165671","0.464328788472719","0.493468417858623"
"A little","2014","66 and older","Employed","234","0.51361110913316","0.468804387345223","0.558417830921098"
"Not at all","2014","16-34 y.","Not Employed","1527","0.797392929877479","0.779584888065919","0.815200971689039"
"Not at all","2014","16-34 y.","Employed","3600","0.787345319304011","0.775536036042555","0.799154602565467"
"Not at all","2014","35-65 y.","Not Employed","1026","0.287961535341503","0.271464048319591","0.304459022363414"
"Not at all","2014","35-65 y.","Employed","7256","0.54402345640854","0.535358906357406","0.552688006459675"
"Not at all","2014","66 and older","Not Employed","888","0.178359962905458","0.167194914562714","0.189525011248202"
"Not at all","2014","66 and older","Employed","164","0.315231321429993","0.273580768840397","0.35688187401959"
"Strong","2015","16-34 y.","Not Employed","","","",""
"Strong","2015","16-34 y.","Employed","","","",""
"Strong","2015","35-65 y.","Not Employed","","","",""
"Strong","2015","35-65 y.","Employed","","","",""
"Strong","2015","66 and older","Not Employed","","","",""
"Strong","2015","66 and older","Employed","","","",""
"A little","2015","16-34 y.","Not Employed","","","",""
"A little","2015","16-34 y.","Employed","","","",""
"A little","2015","35-65 y.","Not Employed","","","",""
"A little","2015","35-65 y.","Employed","","","",""
"A little","2015","66 and older","Not Employed","","","",""
"A little","2015","66 and older","Employed","","","",""
"Not at all","2015","16-34 y.","Not Employed","","","",""
"Not at all","2015","16-34 y.","Employed","","","",""
"Not at all","2015","35-65 y.","Not Employed","","","",""
"Not at all","2015","35-65 y.","Employed","","","",""
"Not at all","2015","66 and older","Not Employed","","","",""
"Not at all","2015","66 and older","Employed","","","",""
"Strong","2016","16-34 y.","Not Employed","205","0.0570756063416108","0.049936188168356","0.0642150245148656"
"Strong","2016","16-34 y.","Employed","109","0.0252863252393392","0.0204584112898064","0.0301142391888721"
"Strong","2016","35-65 y.","Not Employed","948","0.339121206453869","0.324731755243272","0.353510657664466"
"Strong","2016","35-65 y.","Employed","920","0.0899163775196166","0.084704158042514","0.0951285969967191"
"Strong","2016","66 and older","Not Employed","1360","0.339658016660298","0.325491175116413","0.353824858204184"
"Strong","2016","66 and older","Employed","84","0.165084441624949","0.132575444081023","0.197593439168874"
"A little","2016","16-34 y.","Not Employed","802","0.162438767480246","0.151087293857868","0.173790241102623"
"A little","2016","16-34 y.","Employed","759","0.189374880825291","0.177325926824069","0.201423834826513"
"A little","2016","35-65 y.","Not Employed","1443","0.346491572907389","0.332027926938503","0.360955218876274"
"A little","2016","35-65 y.","Employed","4039","0.375702556876357","0.3668782521362","0.384526861616514"
"A little","2016","66 and older","Not Employed","2050","0.473428493455483","0.458492864338207","0.488364122572758"
"A little","2016","66 and older","Employed","242","0.505057820828249","0.46127769439567","0.548837947260828"
"Not at all","2016","16-34 y.","Not Employed","3049","0.780485626178143","0.767747279796158","0.793223972560129"
"Not at all","2016","16-34 y.","Employed","3194","0.78533879393537","0.772712280662382","0.797965307208358"
"Not at all","2016","35-65 y.","Not Employed","1767","0.314387220638743","0.300275572387096","0.328498868890389"
"Not at all","2016","35-65 y.","Employed","6612","0.534381065604027","0.525292329548202","0.543469801659851"
"Not at all","2016","66 and older","Not Employed","883","0.186913489884219","0.17525193802808","0.198575041740357"
"Not at all","2016","66 and older","Employed","175","0.329857737546802","0.288688192306819","0.371027282786785"
"Strong","2017","16-34 y.","Not Employed","89","0.0482409860904158","0.038562787738115","0.0579191844427166"
"Strong","2017","16-34 y.","Employed","","","",""
"Strong","2017","35-65 y.","Not Employed","174","0.158841324645341","0.135920959957046","0.181761689333637"
"Strong","2017","35-65 y.","Employed","","","",""
"Strong","2017","66 and older","Not Employed","19","","",""
"Strong","2017","66 and older","Employed","","","",""
"A little","2017","16-34 y.","Not Employed","372","0.190634099459312","0.172892381287286","0.208375817631338"
"A little","2017","16-34 y.","Employed","","","",""
"A little","2017","35-65 y.","Not Employed","348","0.343434230473574","0.31365854849184","0.373209912455307"
"A little","2017","35-65 y.","Employed","","","",""
"A little","2017","66 and older","Not Employed","8","","",""
"A little","2017","66 and older","Employed","","","",""
"Not at all","2017","16-34 y.","Not Employed","1422","0.761124914450273","0.741865799383542","0.780384029517003"
"Not at all","2017","16-34 y.","Employed","","","",""
"Not at all","2017","35-65 y.","Not Employed","455","0.497724444881085","0.466372367976637","0.529076521785534"
"Not at all","2017","35-65 y.","Employed","","","",""
"Not at all","2017","66 and older","Not Employed","11","","",""
"Not at all","2017","66 and older","Employed","","","",""
"Strong","2018","16-34 y.","Not Employed","197","0.0562903174828801","0.0486622195052069","0.0639184154605534"
"Strong","2018","16-34 y.","Employed","145","0.0300432900886737","0.0252029604435159","0.0348836197338316"
"Strong","2018","35-65 y.","Not Employed","1031","0.333258187962034","0.31867398260312","0.347842393320948"
"Strong","2018","35-65 y.","Employed","1056","0.0886934965988673","0.0837260396057153","0.0936609535920192"
"Strong","2018","66 and older","Not Employed","1403","0.32939464259817","0.315622805525941","0.3431664796704"
"Strong","2018","66 and older","Employed","84","0.14482050270067","0.117052210259285","0.172588795142054"
"A little","2018","16-34 y.","Not Employed","714","0.169981613277934","0.157550070235532","0.182413156320336"
"A little","2018","16-34 y.","Employed","895","0.194362326882684","0.183142117888867","0.205582535876501"
"A little","2018","35-65 y.","Not Employed","1468","0.373466987000323","0.358500785093978","0.388433188906669"
"A little","2018","35-65 y.","Employed","4420","0.369778369003097","0.361343596052048","0.378213141954145"
"A little","2018","66 and older","Not Employed","2101","0.47048661183101","0.455861061773762","0.485112161888258"
"A little","2018","66 and older","Employed","313","0.4870866566951","0.447647227213223","0.526526086176977"
"Not at all","2018","16-34 y.","Not Employed","2596","0.773728069239186","0.759879984078309","0.787576154400063"
"Not at all","2018","16-34 y.","Employed","3738","0.775594383028642","0.76376507862723","0.787423687430055"
"Not at all","2018","35-65 y.","Not Employed","1514","0.293274825037643","0.279189198016578","0.307360452058708"
"Not at all","2018","35-65 y.","Employed","7107","0.541528134398036","0.532822050457353","0.550234218338719"
"Not at all","2018","66 and older","Not Employed","970","0.20011874557082","0.188395260179621","0.211842230962019"
"Not at all","2018","66 and older","Employed","220","0.36809284060423","0.330037918947963","0.406147762260498"
"Strong","2019","16-34 y.","Not Employed","12","","",""
"Strong","2019","16-34 y.","Employed","","","",""
"Strong","2019","35-65 y.","Not Employed","24","","",""
"Strong","2019","35-65 y.","Employed","","","",""
"Strong","2019","66 and older","Not Employed","4","","",""
"Strong","2019","66 and older","Employed","","","",""
"A little","2019","16-34 y.","Not Employed","23","","",""
"A little","2019","16-34 y.","Employed","","","",""
"A little","2019","35-65 y.","Not Employed","35","0.247122726984173","0.172104867499458","0.322140586468887"
"A little","2019","35-65 y.","Employed","","","",""
"A little","2019","66 and older","Not Employed","2","","",""
"A little","2019","66 and older","Employed","","","",""
"Not at all","2019","16-34 y.","Not Employed","110","0.705748929400598","0.631575522083804","0.779922336717392"
"Not at all","2019","16-34 y.","Employed","","","",""
"Not at all","2019","35-65 y.","Not Employed","68","0.572100115461756","0.486049628392044","0.658150602531468"
"Not at all","2019","35-65 y.","Employed","","","",""
"Not at all","2019","66 and older","Not Employed","","","",""
"Not at all","2019","66 and older","Employed","","","",""
