"ple0005","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Strong","2002","16-34 y.","Not Employed","57","0.0409906038179046","0.0314268553929213","0.0505543522428878"
"Strong","2002","16-34 y.","Employed","121","0.026556280555189","0.0218633187334134","0.0312492423769645"
"Strong","2002","35-65 y.","Not Employed","794","0.258958566646777","0.24377837138861","0.274138761904943"
"Strong","2002","35-65 y.","Employed","776","0.08830768473046","0.0827677345652083","0.0938476348957118"
"Strong","2002","66 and older","Not Employed","1240","0.388923253211821","0.372575088907225","0.405271417516416"
"Strong","2002","66 and older","Employed","26","","",""
"A little","2002","16-34 y.","Not Employed","274","0.185042705033691","0.166310971788321","0.203774438279061"
"A little","2002","16-34 y.","Employed","916","0.214530882500702","0.202549210123045","0.226512554878358"
"A little","2002","35-65 y.","Not Employed","1309","0.420834059539501","0.403726111650336","0.437942007428666"
"A little","2002","35-65 y.","Employed","3674","0.372889079671877","0.363447504049807","0.382330655293947"
"A little","2002","66 and older","Not Employed","1609","0.461604065809845","0.444886430056825","0.478321701562866"
"A little","2002","66 and older","Employed","112","0.549926345839069","0.481488846711606","0.618363844966531"
"Not at all","2002","16-34 y.","Not Employed","1320","0.773966691148404","0.753791302431635","0.794142079865173"
"Not at all","2002","16-34 y.","Employed","3472","0.758912836944109","0.746427767391275","0.771397906496944"
"Not at all","2002","35-65 y.","Not Employed","1096","0.320207373813722","0.304039799715534","0.33637494791191"
"Not at all","2002","35-65 y.","Employed","5627","0.538803235597663","0.529070370919569","0.548536100275756"
"Not at all","2002","66 and older","Not Employed","567","0.149472680978334","0.137515901872621","0.161429460084048"
"Not at all","2002","66 and older","Employed","65","0.310837459650186","0.247168525567307","0.374506393733064"
"Strong","2003","16-34 y.","Not Employed","","","",""
"Strong","2003","16-34 y.","Employed","","","",""
"Strong","2003","35-65 y.","Not Employed","","","",""
"Strong","2003","35-65 y.","Employed","","","",""
"Strong","2003","66 and older","Not Employed","","","",""
"Strong","2003","66 and older","Employed","","","",""
"A little","2003","16-34 y.","Not Employed","","","",""
"A little","2003","16-34 y.","Employed","","","",""
"A little","2003","35-65 y.","Not Employed","","","",""
"A little","2003","35-65 y.","Employed","","","",""
"A little","2003","66 and older","Not Employed","","","",""
"A little","2003","66 and older","Employed","","","",""
"Not at all","2003","16-34 y.","Not Employed","","","",""
"Not at all","2003","16-34 y.","Employed","","","",""
"Not at all","2003","35-65 y.","Not Employed","","","",""
"Not at all","2003","35-65 y.","Employed","","","",""
"Not at all","2003","66 and older","Not Employed","","","",""
"Not at all","2003","66 and older","Employed","","","",""
"Strong","2004","16-34 y.","Not Employed","33","0.0309020438677612","0.0226466212472414","0.039157466488281"
"Strong","2004","16-34 y.","Employed","79","0.0252881260353446","0.0203877302857877","0.0301885217849015"
"Strong","2004","35-65 y.","Not Employed","705","0.254527271033363","0.238730608024199","0.270323934042528"
"Strong","2004","35-65 y.","Employed","684","0.0912223234882435","0.0853727712441749","0.0970718757323122"
"Strong","2004","66 and older","Not Employed","1335","0.403588644753322","0.387463276702287","0.419714012804357"
"Strong","2004","66 and older","Employed","28","","",""
"A little","2004","16-34 y.","Not Employed","253","0.160284749799978","0.142783301397233","0.177786198202722"
"A little","2004","16-34 y.","Employed","836","0.215364068902329","0.202533219063253","0.228194918741405"
"A little","2004","35-65 y.","Not Employed","1171","0.400756130048295","0.382984625394274","0.418527634702316"
"A little","2004","35-65 y.","Employed","3388","0.371508097570011","0.361691133093078","0.381325062046944"
"A little","2004","66 and older","Not Employed","1640","0.453768997872927","0.437405626080612","0.470132369665242"
"A little","2004","66 and older","Employed","119","0.526660035450657","0.461565333861585","0.59175473703973"
"Not at all","2004","16-34 y.","Not Employed","1402","0.808813206332261","0.790053979634485","0.827572433030037"
"Not at all","2004","16-34 y.","Employed","3028","0.759347805062326","0.746004912563225","0.772690697561427"
"Not at all","2004","35-65 y.","Not Employed","1045","0.344716598918342","0.327480935910794","0.361952261925889"
"Not at all","2004","35-65 y.","Employed","5235","0.537269578941745","0.527139720288197","0.547399437595294"
"Not at all","2004","66 and older","Not Employed","581","0.142642357373751","0.131148323294816","0.154136391452686"
"Not at all","2004","66 and older","Employed","79","0.349443732584481","0.287281739333294","0.411605725835669"
"Strong","2005","16-34 y.","Not Employed","","","",""
"Strong","2005","16-34 y.","Employed","","","",""
"Strong","2005","35-65 y.","Not Employed","","","",""
"Strong","2005","35-65 y.","Employed","","","",""
"Strong","2005","66 and older","Not Employed","","","",""
"Strong","2005","66 and older","Employed","","","",""
"A little","2005","16-34 y.","Not Employed","","","",""
"A little","2005","16-34 y.","Employed","","","",""
"A little","2005","35-65 y.","Not Employed","","","",""
"A little","2005","35-65 y.","Employed","","","",""
"A little","2005","66 and older","Not Employed","","","",""
"A little","2005","66 and older","Employed","","","",""
"Not at all","2005","16-34 y.","Not Employed","","","",""
"Not at all","2005","16-34 y.","Employed","","","",""
"Not at all","2005","35-65 y.","Not Employed","","","",""
"Not at all","2005","35-65 y.","Employed","","","",""
"Not at all","2005","66 and older","Not Employed","","","",""
"Not at all","2005","66 and older","Employed","","","",""
"Strong","2006","16-34 y.","Not Employed","28","","",""
"Strong","2006","16-34 y.","Employed","73","0.0170955843077403","0.0128856459403776","0.021305522675103"
"Strong","2006","35-65 y.","Not Employed","687","0.247830001870448","0.232094380751317","0.26356562298958"
"Strong","2006","35-65 y.","Employed","752","0.089160255056191","0.0834348700812721","0.0948856400311099"
"Strong","2006","66 and older","Not Employed","1555","0.401117633585148","0.386266524324019","0.415968742846278"
"Strong","2006","66 and older","Employed","56","0.248099934198184","0.198304152356493","0.297895716039875"
"A little","2006","16-34 y.","Not Employed","240","0.168675298877371","0.149680737303233","0.18766986045151"
"A little","2006","16-34 y.","Employed","768","0.21660651310097","0.203228123038699","0.229984903163241"
"A little","2006","35-65 y.","Not Employed","1146","0.397775221143451","0.379937181693972","0.415613260592929"
"A little","2006","35-65 y.","Employed","3503","0.379028258541341","0.369281285384571","0.38877523169811"
"A little","2006","66 and older","Not Employed","1891","0.444001184318249","0.428946167305658","0.459056201330841"
"A little","2006","66 and older","Employed","133","0.418309070443567","0.36143766559484","0.475180475292294"
"Not at all","2006","16-34 y.","Not Employed","1225","0.809968193347062","0.790067632401069","0.829868754293054"
"Not at all","2006","16-34 y.","Employed","2801","0.76629790259129","0.752554057745638","0.780041747436943"
"Not at all","2006","35-65 y.","Not Employed","1059","0.354394776986101","0.336961616802517","0.371827937169685"
