"ple0005","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2002","lower secondary degree","West Germany","1298","0.215904259499389","0.206068362108353","0.225740156890426"
"Strong","2002","lower secondary degree","East Germany","441","0.285942347798162","0.263938609960398","0.307946085635925"
"Strong","2002","secondary school degree","West Germany","394","0.11847351287375","0.108774737763586","0.128172287983914"
"Strong","2002","secondary school degree","East Germany","235","0.101404741339553","0.0894076076645011","0.113401875014604"
"Strong","2002","college entrance qualification","West Germany","275","0.0797341619061976","0.0717967490868601","0.0876715747255351"
"Strong","2002","college entrance qualification","East Germany","76","0.0875403528142451","0.0709661562782018","0.104114549350288"
"Strong","2002","Other degree","West Germany","191","0.154319673084612","0.134459223434667","0.174180122734557"
"Strong","2002","Other degree","East Germany","14","","",""
"Strong","2002","no degree/no degree yet","West Germany","75","0.130924014333715","0.106537880507358","0.155310148160072"
"Strong","2002","no degree/no degree yet","East Germany","3","","",""
"A little","2002","lower secondary degree","West Germany","2511","0.391839904271719","0.380170138799354","0.403509669744085"
"A little","2002","lower secondary degree","East Germany","772","0.474028892035343","0.449713911041839","0.498343873028847"
"A little","2002","secondary school degree","West Germany","1346","0.329880617694949","0.315770096267711","0.343991139122187"
"A little","2002","secondary school degree","East Germany","957","0.389090561715475","0.369713850299988","0.408467273130962"
"A little","2002","college entrance qualification","West Germany","1219","0.279806310187623","0.266652441281045","0.2929601790942"
"A little","2002","college entrance qualification","East Germany","382","0.372697336843982","0.34434177774761","0.401052895940354"
"A little","2002","Other degree","West Germany","457","0.364161708090142","0.337707437354964","0.39061597882532"
"A little","2002","Other degree","East Germany","21","","",""
"A little","2002","no degree/no degree yet","West Germany","147","0.218376633358537","0.188508624482695","0.24824464223438"
"A little","2002","no degree/no degree yet","East Germany","32","0.221856267592411","0.160120162017408","0.283592373167414"
"Not at all","2002","lower secondary degree","West Germany","2913","0.392255836228891","0.380583872146818","0.403927800310964"
"Not at all","2002","lower secondary degree","East Germany","407","0.240028760166495","0.219230797068303","0.260826723264687"
"Not at all","2002","secondary school degree","West Germany","2525","0.551645869431301","0.536720353712235","0.566571385150367"
