"ple0005","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Lower Saxony","Not Working","299","0.427507525580339","0.391839206344489","0.46317584481619","2"
"A little","2002","Lower Saxony","Part Time","148","0.370374850299426","0.326003344145756","0.414746356453096","2"
"A little","2002","Rhineland-Palatinate,Saarland","Not Working","184","0.371441271672682","0.3305355832823","0.412346960063063","2"
"A little","2002","Bremen","Full Time","18","","","","2"
"A little","2002","Baden-Württemberg","Part Time","233","0.370231888804","0.334306986138575","0.406156791469425","2"
"A little","2002","Lower Saxony","Full Time","248","0.32260617320954","0.289904481747714","0.355307864671366","2"
"A little","2002","Rhineland-Palatinate,Saarland","Part Time","85","0.251044948052319","0.204118812633785","0.297971083470853","2"
"A little","2002","Baden-Württemberg","Full Time","322","0.292849270667628","0.266895455203106","0.318803086132149","2"
"A little","2002","Mecklenburg-Western Pomerania","Part Time","38","0.436392575307897","0.342423872537546","0.530361278078249","2"
"A little","2002","Baden-Württemberg","Not Working","355","0.405376140110173","0.373702534994869","0.437049745225478","2"
"A little","2002","Saxony","Full Time","237","0.35884583860172","0.323760872705161","0.393930804498278","2"
"A little","2002","Mecklenburg-Western Pomerania","Full Time","90","0.405889018792372","0.34270001052297","0.469078027061773","2"
"A little","2002","Hamburg","Not Working","33","0.289684911860661","0.206778593719315","0.372591230002007","2"
"A little","2002","Brandenburg","Not Working","161","0.418813721650738","0.370343536117086","0.467283907184389","2"
"A little","2002","Mecklenburg-Western Pomerania","Not Working","69","0.413716445053312","0.341161552008126","0.486271338098498","2"
"A little","2002","Rhineland-Palatinate,Saarland","Full Time","153","0.314651647738457","0.274583992164787","0.354719303312127","2"
"A little","2002","Brandenburg","Part Time","81","0.470103996372149","0.395077282676471","0.545130710067828","2"
"A little","2002","Thuringia","Not Working","167","0.467323180485576","0.417092501708258","0.517553859262894","2"
"A little","2002","Hamburg","Part Time","21","","","","2"
"A little","2002","Hesse","Not Working","191","0.355244757448417","0.314652917048121","0.395836597848712","2"
"A little","2002","Hamburg","Full Time","27","","","","2"
"A little","2002","Brandenburg","Full Time","180","0.472867793767412","0.424001933559151","0.521733653975674","2"
"A little","2002","Bremen","Part Time","8","","","","2"
"A little","2002","Bremen","Not Working","21","","","","2"
"A little","2002","Thuringia","Part Time","71","0.424133609494707","0.350911661759816","0.497355557229598","2"
"A little","2002","Bavaria","Full Time","395","0.273313130922795","0.250084303294257","0.296541958551334","2"
"A little","2002","Schleswig-Holstein","Not Working","87","0.40597273580632","0.345698789881159","0.466246681731481","2"
"A little","2002","Hesse","Part Time","119","0.306362790114053","0.261577531565367","0.351148048662739","2"
