"ple0005","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2009","Not Employed","West Germany","","","",""
"Strong","2009","Not Employed","East Germany","","","",""
"Strong","2009","Employed","West Germany","","","",""
"Strong","2009","Employed","East Germany","","","",""
"A little","2009","Not Employed","West Germany","","","",""
"A little","2009","Not Employed","East Germany","","","",""
"A little","2009","Employed","West Germany","","","",""
"A little","2009","Employed","East Germany","","","",""
"Not at all","2009","Not Employed","West Germany","","","",""
"Not at all","2009","Not Employed","East Germany","","","",""
"Not at all","2009","Employed","West Germany","","","",""
"Not at all","2009","Employed","East Germany","","","",""
"Strong","2010","Not Employed","West Germany","1257","0.312768163833287","0.299475466819606","0.326060860846969"
"Strong","2010","Not Employed","East Germany","520","0.330211333754777","0.307675947542966","0.352746719966587"
"Strong","2010","Employed","West Germany","521","0.0716709942798843","0.0659768954259934","0.0773650931337752"
"Strong","2010","Employed","East Germany","153","0.0824999706288471","0.0716301538287177","0.0933697874289765"
"A little","2010","Not Employed","West Germany","1875","0.408242430743482","0.394150153392015","0.422334708094949"
"A little","2010","Not Employed","East Germany","756","0.466543882642308","0.442638498876291","0.490449266408325"
"A little","2010","Employed","West Germany","2602","0.350339757464575","0.339808258601927","0.360871256327224"
"A little","2010","Employed","East Germany","1016","0.422931677188595","0.403413421226727","0.442449933150464"
"Not at all","2010","Not Employed","West Germany","1541","0.278989405423231","0.26613017793544","0.291848632911021"
"Not at all","2010","Not Employed","East Germany","397","0.203244783602916","0.183961886566588","0.222527680639243"
"Not at all","2010","Employed","West Germany","4760","0.57798924825554","0.5670868017224","0.588891694788681"
"Not at all","2010","Employed","East Germany","1292","0.494568352182557","0.474815188559054","0.51432151580606"
"Strong","2011","Not Employed","West Germany","","","",""
"Strong","2011","Not Employed","East Germany","","","",""
"Strong","2011","Employed","West Germany","","","",""
"Strong","2011","Employed","East Germany","","","",""
"A little","2011","Not Employed","West Germany","","","",""
"A little","2011","Not Employed","East Germany","","","",""
"A little","2011","Employed","West Germany","","","",""
"A little","2011","Employed","East Germany","","","",""
"Not at all","2011","Not Employed","West Germany","","","",""
"Not at all","2011","Not Employed","East Germany","","","",""
"Not at all","2011","Employed","West Germany","","","",""
"Not at all","2011","Employed","East Germany","","","",""
"Strong","2012","Not Employed","West Germany","1581","0.295112870443292","0.283556906869331","0.306668834017253"
"Strong","2012","Not Employed","East Germany","688","0.367146834418837","0.346351561858662","0.387942106979011"
"Strong","2012","Employed","West Germany","684","0.0693284343948073","0.0642732322053935","0.0743836365842211"
"Strong","2012","Employed","East Germany","209","0.0817582680092496","0.0716058710451688","0.0919106649733303"
"A little","2012","Not Employed","West Germany","2411","0.413465243833126","0.400987999524036","0.425942488142216"
"A little","2012","Not Employed","East Germany","880","0.404856586335903","0.383680062819745","0.42603310985206"
"A little","2012","Employed","West Germany","3143","0.339008586898164","0.329587785041885","0.348429388754444"
"A little","2012","Employed","East Germany","1092","0.399512640788278","0.381364111639896","0.41766116993666"
"Not at all","2012","Not Employed","West Germany","1992","0.291421885723582","0.279908388839954","0.302935382607209"
"Not at all","2012","Not Employed","East Germany","496","0.227996579245261","0.209897060706922","0.2460960977836"
"Not at all","2012","Employed","West Germany","5872","0.591662978707028","0.581880899222533","0.601445058191523"
"Not at all","2012","Employed","East Germany","1497","0.518729091202472","0.500215556534077","0.537242625870867"
"Strong","2013","Not Employed","West Germany","","","",""
"Strong","2013","Not Employed","East Germany","","","",""
"Strong","2013","Employed","West Germany","","","",""
"Strong","2013","Employed","East Germany","","","",""
"A little","2013","Not Employed","West Germany","","","",""
"A little","2013","Not Employed","East Germany","","","",""
"A little","2013","Employed","West Germany","","","",""
"A little","2013","Employed","East Germany","","","",""
"Not at all","2013","Not Employed","West Germany","","","",""
"Not at all","2013","Not Employed","East Germany","","","",""
"Not at all","2013","Employed","West Germany","","","",""
"Not at all","2013","Employed","East Germany","","","",""
"Strong","2014","Not Employed","West Germany","1729","0.287442864160866","0.276997926684185","0.297887801637547"
"Strong","2014","Not Employed","East Germany","639","0.331937920030215","0.312055863759737","0.351819976300694"
"Strong","2014","Employed","West Germany","1043","0.0771448939465399","0.0727764155139262","0.0815133723791536"
"Strong","2014","Employed","East Germany","226","0.0662782190325468","0.0579795803262796","0.074576857738814"
"A little","2014","Not Employed","West Germany","2625","0.40164452684745","0.390330406537007","0.412958647157892"
"A little","2014","Not Employed","East Germany","933","0.433440900172234","0.412518475723682","0.454363324620786"
"A little","2014","Employed","West Germany","4214","0.304335377450519","0.296802064279914","0.311868690621125"
"A little","2014","Employed","East Germany","1280","0.383921673532684","0.367697896172541","0.400145450892827"
"Not at all","2014","Not Employed","West Germany","2858","0.310912608991684","0.300230019218914","0.321595198764454"
"Not at all","2014","Not Employed","East Germany","583","0.23462117979755","0.216729699233437","0.252512660361664"
"Not at all","2014","Employed","West Germany","9074","0.618519728602941","0.610566880954579","0.626472576251303"
"Not at all","2014","Employed","East Germany","1946","0.549800107434769","0.533203558102176","0.566396656767363"
"Strong","2015","Not Employed","West Germany","","","",""
"Strong","2015","Not Employed","East Germany","","","",""
"Strong","2015","Employed","West Germany","","","",""
"Strong","2015","Employed","East Germany","","","",""
"A little","2015","Not Employed","West Germany","","","",""
"A little","2015","Not Employed","East Germany","","","",""
"A little","2015","Employed","West Germany","","","",""
"A little","2015","Employed","East Germany","","","",""
"Not at all","2015","Not Employed","West Germany","","","",""
"Not at all","2015","Not Employed","East Germany","","","",""
"Not at all","2015","Employed","West Germany","","","",""
"Not at all","2015","Employed","East Germany","","","",""
"Strong","2016","Not Employed","West Germany","1829","0.281189805275588","0.272302785584152","0.290076824967024"
"Strong","2016","Not Employed","East Germany","684","0.348538841512719","0.330484781083428","0.36659290194201"
"Strong","2016","Employed","West Germany","898","0.0756710827852487","0.0711209669776468","0.0802211985928506"
"Strong","2016","Employed","East Germany","215","0.0692118266476619","0.0603566918291353","0.0780669614661884"
"A little","2016","Not Employed","West Germany","3294","0.392196080134801","0.382544851242473","0.401847309027129"
"A little","2016","Not Employed","East Germany","1001","0.391376749268396","0.372885050207279","0.409868448329512"
"A little","2016","Employed","West Germany","3873","0.316918818762613","0.308913946966678","0.324923690558548"
"A little","2016","Employed","East Germany","1167","0.380293004828562","0.363356181338827","0.397229828318297"
"Not at all","2016","Not Employed","West Germany","4708","0.326614114589611","0.317343709287888","0.335884519891334"
"Not at all","2016","Not Employed","East Germany","991","0.260084409218885","0.243463557106885","0.276705261330885"
"Not at all","2016","Employed","West Germany","8207","0.607410098452138","0.599008638293947","0.615811558610329"
"Not at all","2016","Employed","East Germany","1774","0.550495168523776","0.533140211936423","0.56785012511113"
"Strong","2017","Not Employed","West Germany","259","0.0827132424381969","0.0721861047889531","0.0932403800874407"
"Strong","2017","Not Employed","East Germany","23","","",""
"Strong","2017","Employed","West Germany","","","",""
"Strong","2017","Employed","East Germany","","","",""
"A little","2017","Not Employed","West Germany","659","0.233996970435893","0.217816521107483","0.250177419764303"
"A little","2017","Not Employed","East Germany","69","0.186145874464774","0.139546435675986","0.232745313253561"
"A little","2017","Employed","West Germany","","","",""
"A little","2017","Employed","East Germany","","","",""
"Not at all","2017","Not Employed","West Germany","1712","0.68328978712591","0.665510935086353","0.701068639165467"
"Not at all","2017","Not Employed","East Germany","176","0.746892925634927","0.694837978600198","0.798947872669655"
"Not at all","2017","Employed","West Germany","","","",""
"Not at all","2017","Employed","East Germany","","","",""
"Strong","2018","Not Employed","West Germany","2005","0.282477486908385","0.273414392252091","0.291540581564679"
"Strong","2018","Not Employed","East Germany","626","0.322788227645319","0.304515634285355","0.341060821005284"
"Strong","2018","Employed","West Germany","1022","0.0741596780817123","0.0698776932806706","0.0784416628827539"
"Strong","2018","Employed","East Germany","263","0.0778945175645133","0.0691313073372734","0.0866577277917531"
"A little","2018","Not Employed","West Germany","3225","0.397828412598003","0.387975267963054","0.407681557232951"
"A little","2018","Not Employed","East Germany","1058","0.432080015632761","0.412720041980572","0.45143998928495"
"A little","2018","Employed","West Germany","4315","0.317688033166327","0.310079777817347","0.325296288515307"
"A little","2018","Employed","East Germany","1313","0.366181119799179","0.350428599695515","0.381933639902843"
"Not at all","2018","Not Employed","West Germany","4249","0.319694100493613","0.31030581562396","0.329082385363265"
"Not at all","2018","Not Employed","East Germany","831","0.24513175672192","0.228319947123519","0.261943566320321"
"Not at all","2018","Employed","West Germany","9048","0.608152288751961","0.600174950855232","0.61612962664869"
"Not at all","2018","Employed","East Germany","2017","0.555924362636308","0.539678012464416","0.572170712808199"
"Strong","2019","Not Employed","West Germany","38","0.181344943133977","0.134146105043602","0.228543781224352"
"Strong","2019","Not Employed","East Germany","2","","",""
"Strong","2019","Employed","West Germany","","","",""
"Strong","2019","Employed","East Germany","","","",""
"A little","2019","Not Employed","West Germany","54","0.175147502506975","0.128586938797933","0.221708066216016"
"A little","2019","Not Employed","East Germany","6","","",""
"A little","2019","Employed","West Germany","","","",""
"A little","2019","Employed","East Germany","","","",""
"Not at all","2019","Not Employed","West Germany","164","0.643507554359048","0.584835661603292","0.702179447114803"
"Not at all","2019","Not Employed","East Germany","14","","",""
"Not at all","2019","Employed","West Germany","","","",""
"Not at all","2019","Employed","East Germany","","","",""
