"ple0005","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Mecklenburg-Western Pomerania","Male","95","0.429709187969971","0.366146004840938","0.493272371099005","2"
"A little","2002","Rhineland-Palatinate,Saarland","Female","229","0.329562124471844","0.2954403000144","0.363683948929287","2"
"A little","2002","Bavaria","Male","486","0.325554613843838","0.302279645118987","0.348829582568688","2"
"A little","2002","Brandenburg","Female","225","0.45530660097896","0.411568346296198","0.499044855661721","2"
"A little","2002","Berlin","Female","176","0.407113003515378","0.360513895537465","0.453712111493291","2"
"A little","2002","Schleswig-Holstein","Male","91","0.292807382798727","0.244720265809702","0.340894499787752","2"
"A little","2002","Mecklenburg-Western Pomerania","Female","102","0.402966419344523","0.34582004510685","0.460112793582196","2"
"A little","2002","Saxony-Anhalt","Male","183","0.389753421923125","0.345234434977527","0.434272408868722","2"
"A little","2002","Schleswig-Holstein","Female","122","0.368324908276609","0.319505233955624","0.417144582597595","2"
"A little","2002","Hamburg","Male","31","0.201459535424796","0.136399538077416","0.266519532772176","2"
"A little","2002","Hamburg","Female","50","0.289661376415144","0.223578823360301","0.355743929469987","2"
"A little","2002","Lower Saxony","Male","326","0.375643671810819","0.345167071369582","0.406120272252055","2"
"A little","2002","Lower Saxony","Female","369","0.377725830805237","0.34781133156514","0.407640330045333","2"
"A little","2002","Brandenburg","Male","197","0.440270213407151","0.39543838008135","0.485102046732952","2"
"A little","2002","Bremen","Female","28","","","","2"
"A little","2002","North Rhine-Westphalia","Male","752","0.33890543182926","0.319836778588989","0.357974085069532","2"
"A little","2002","North Rhine-Westphalia","Female","831","0.347466297206139","0.328815871656991","0.366116722755287","2"
"A little","2002","Saxony","Female","354","0.436609064086661","0.403049337638895","0.470168790534428","2"
"A little","2002","Hesse","Female","300","0.350004641032771","0.318033579005291","0.381975703060251","2"
"A little","2002","Rhineland-Palatinate,Saarland","Male","193","0.319056393374146","0.283251128084674","0.354861658663618","2"
"A little","2002","Baden-Württemberg","Male","400","0.31794187573258","0.293283051405165","0.342600700059995","2"
"A little","2002","Baden-Württemberg","Female","510","0.382058059132621","0.356856784556369","0.407259333708873","2"
"A little","2002","Saxony","Male","272","0.368472048632173","0.3352721905718","0.401671906692545","2"
"A little","2002","Thuringia","Male","186","0.378789788613937","0.335439301960375","0.4221402752675","2"
"A little","2002","Thuringia","Female","205","0.446795402505281","0.402640304954572","0.49095050005599","2"
"A little","2002","Bremen","Male","19","","","","2"
"A little","2002","Hesse","Male","216","0.290077025548553","0.258372372344315","0.321781678752792","2"
