"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Rural Area","37.26","40","996","23","40","40","40","50","36.78","37.74","3","56","40","40"
"1985","Employed","Urban Area","37.34","40","4408","24","40","40","40","50","37.12","37.56","1","74","40","40"
"1985","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1985","Not Employed","Urban Area","34.62","40","99","15","30","40","40","54","32.45","36.79","2","54","40","40"
"1986","Employed","Rural Area","37.39","40","982","25","39","40","40","50","36.93","37.85","4","60","40","40"
"1986","Employed","Urban Area","37.28","40","4255","25","38","40","40","48","37.07","37.49","2","76","40","40"
"1986","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1986","Not Employed","Urban Area","34.27","40","81","15","35","40","40","47","31.87","36.67","4","56","39","40"
"1987","Employed","Rural Area","36.85","40","1014","24","38","40","40","50","36.38","37.32","4","65","40","40"
"1987","Employed","Urban Area","37.14","40","4239","25","38","40","40","50","36.93","37.35","2","80","40","40"
"1987","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1987","Not Employed","Urban Area","32.14","40","59","10","21","40","40","52","28.47","35.81","2","60","38","40"
"1988","Employed","Rural Area","36.96","40","922","24","38","40","40","56","36.47","37.45","5","62","40","40"
"1988","Employed","Urban Area","36.75","40","4052","24","38","40","40","48","36.53","36.97","2","72","40","40"
"1988","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1988","Not Employed","Urban Area","32.15","38","65","11","25","40","40","45","28.97","35.33","2","48","36","40"
"1989","Employed","Rural Area","37.4","40","924","25","38","40","40","63","36.88","37.92","5","77","40","40"
"1989","Employed","Urban Area","36.49","39","3991","24","37.5","40","40","48","36.27","36.71","2","66","39","39"
"1989","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1989","Not Employed","Urban Area","30.87","38","85","12","20","40","40","40","28.46","33.28","5","50","35","39"
"1990","Employed","Rural Area","36.18","38.5","948","23","37.5","40","40","54","35.68","36.68","1.4","60","38.5","38.5"
"1990","Employed","Urban Area","36.02","38.5","3865","22.5","37.5","39","40","47","35.79","36.25","2","80","38.5","38.5"
"1990","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1990","Not Employed","Urban Area","29.19","35","66","10","18","39","40","47.5","26.29","32.09","6","47.5","25","38.5"
"1991","Employed","Rural Area","35.51","38.5","962","20","37","39","40","50","35","36.02","4","74","38.5","38.5"
"1991","Employed","Urban Area","35.64","38.5","3888","21","37","39","40","48","35.41","35.87","1.5","72","38","38"
"1991","Not Employed","Rural Area","","","","","","","","","","","","","",""
"1991","Not Employed","Urban Area","28.18","37","85","7","12","39","40","48","25.16","31.2","0.2","60","32","38.5"
"1992","Employed","Rural Area","36.68","39","2245","25","37.5","40","40","50","36.4","36.96","2","72","40","40"
"1992","Employed","Urban Area","35.97","38.5","4566","23","37.5","40","40","48","35.76","36.18","0.6","70","38.5","38.5"
"1992","Not Employed","Rural Area","37.32","39.84","36","30","35","40","40","56","35.26","39.38","12","56","38.5","40"
"1992","Not Employed","Urban Area","27.4","36","65","3","19","39","40","40","24.21","30.59","0.8","40","30","38.5"
"1993","Employed","Rural Area","36.59","38.5","2128","25","37.5","40","40","50","36.31","36.87","6","70","40","40"
"1993","Employed","Urban Area","35.8","38","4450","23.5","37","39","40","48","35.59","36.01","0","68","38","38.5"
"1993","Not Employed","Rural Area","32.1","38.06","55","15.6","22","40","40","40","29.38","34.82","1","42.5","38","40"
"1993","Not Employed","Urban Area","31.99","37.5","90","18","20","40","40","42.5","29.66","34.32","0.8","60","37.5","38.5"
"1994","Employed","Rural Area","36.25","39","2097","24","37","40","40","50","35.95","36.55","0","70","40","40"
"1994","Employed","Urban Area","35.63","38.5","4254","22","36.5","39","40","48","35.41","35.85","0","72","38","38.5"
"1994","Not Employed","Rural Area","33.85","38.27","38","20","32","40","40","44","30.19","37.51","3","44","34","40"
"1994","Not Employed","Urban Area","33.32","37.5","78","18","28.8","39.5","40","60","30.44","36.2","0","60","32","37.5"
"1995","Employed","Rural Area","35.66","38.5","2216","20","36.5","40","40","48","35.34","35.98","4","60","39","40"
"1995","Employed","Urban Area","35.23","38","4392","20","36","39","40","50","35","35.46","2","72","38","38"
"1995","Not Employed","Rural Area","36.16","38.5","58","20","35","40","40","72","33.47","38.85","4","72","38","40"
"1995","Not Employed","Urban Area","29.77","38","82","8","19","39","40","42.5","27.16","32.38","0.4","42.5","35","38.5"
"1996","Employed","Rural Area","35.93","38.5","2154","24","36","40","40","48","35.63","36.23","2.5","61","39","39"
"1996","Employed","Urban Area","35.15","38","4227","20","35","39","40","48","34.92","35.38","0.3","60","38","38.5"
"1996","Not Employed","Rural Area","30.76","34.81","50","8","25","40","40","40","27.75","33.77","5","40","35","40"
"1996","Not Employed","Urban Area","30.03","36.82","80","10","19","38.5","40","44","27.46","32.6","5","46","35","38.5"
"1997","Employed","Rural Area","36.07","38.5","2048","24","36","40","40","46","35.77","36.37","2","70","39","40"
"1997","Employed","Urban Area","35.19","38","4028","20","35","39.5","40","48.7","34.95","35.43","1","80","38","38"
"1997","Not Employed","Rural Area","32.12","40","36","11.5","20","40","40","40","28.82","35.42","10","40","38","40"
"1997","Not Employed","Urban Area","26.09","24.6","54","9","10","40","40","50","22.75","29.43","2","50","27","38.5"
"1998","Employed","Rural Area","35.68","38.5","2256","23","35","40","40","48","35.36","36","3","72","38.5","39"
"1998","Employed","Urban Area","35.04","38","4394","20","35","40","40","48","34.8","35.28","2","60","38","38.5"
"1998","Not Employed","Rural Area","33.97","38.83","37","15","33","40","40","50","30.51","37.43","5","50","36","40"
"1998","Not Employed","Urban Area","26.2","35","67","8","11","38.5","40","45","22.93","29.47","3","45","30","38"
"1999","Employed","Rural Area","35.58","38.5","2286","20","35","40","40","48","35.26","35.9","4","70","38.5","39"
"1999","Employed","Urban Area","34.86","38","4332","20","35","40","40","50","34.61","35.11","2","70","38","38.5"
"1999","Not Employed","Rural Area","31.31","38.5","39","7.5","24","40","40","40","27.29","35.33","2","40","20","40"
"1999","Not Employed","Urban Area","28.89","36","68","10","20","39","40","40","25.99","31.79","3","40","30","38.5"
"2000","Employed","Rural Area","35.64","38.5","3772","20","35","40","40","48","35.38","35.9","2","70","38.5","39"
"2000","Employed","Urban Area","34.8","38.5","7191","20","35","40","40","48","34.6","35","1","77","38","38.5"
"2000","Not Employed","Rural Area","30.37","37.78","73","10","19.3","40","40","45","27.39","33.35","4","45","36","40"
"2000","Not Employed","Urban Area","27.72","31.1","128","9","18","39","40","48","25.55","29.89","2.3","50","24","37.5"
"2001","Employed","Rural Area","35.17","38.5","3482","20","35","40","40","48","34.88","35.46","2","72","38.5","38.5"
"2001","Employed","Urban Area","34.3","38","6812","20","35","40","40","50","34.08","34.52","1","75","38","38"
"2001","Not Employed","Rural Area","30.89","38","68","8","20","40","40","40","28.11","33.67","1","42","36","40"
"2001","Not Employed","Urban Area","28.18","35","114","10","18","40","40","42.5","25.75","30.61","1","49","23","37.5"
"2002","Employed","Rural Area","35.01","38.5","3421","20","35","40","40","48","34.72","35.3","1.5","65","38.5","38.5"
"2002","Employed","Urban Area","34.4","38","6997","20","35","40","40","50","34.19","34.61","1","75","38","38"
"2002","Not Employed","Rural Area","35.17","40","54","17.5","36","40","40","48","32.24","38.1","4","48","38","40"
"2002","Not Employed","Urban Area","27.61","38","93","10","13","40","40","40","24.83","30.39","1","40","20","38.5"
"2003","Employed","Rural Area","34.53","38.5","3325","19.5","34","40","40","48","34.22","34.84","1.5","60","38.5","38.5"
"2003","Employed","Urban Area","33.97","38","6833","19.5","33","40","40","48","33.75","34.19","1.5","60","38","38"
"2003","Not Employed","Rural Area","31.62","38","61","10.5","24","40","40","40","28.36","34.88","1","48","37","40"
"2003","Not Employed","Urban Area","24.1","20","78","8","10","39.5","40","60","21.04","27.16","1","60","19","30"
"2004","Employed","Rural Area","35.06","38.5","3106","20","35","40","40","50","34.74","35.38","1","80","38.5","38.5"
"2004","Employed","Urban Area","34.2","38","6349","20","35","40","40","48","33.97","34.43","1.5","70","38","38.5"
"2004","Not Employed","Rural Area","29.52","34.96","45","8","24","40","40","48","25.56","33.48","2","48","25","40"
"2004","Not Employed","Urban Area","27.48","29.71","72","10","16","40","40","45","24.38","30.58","1","45","20","38.5"
"2005","Employed","Rural Area","35.5","38.5","2919","20","35","40","40","50","35.17","35.83","1","77","38.5","39"
"2005","Employed","Urban Area","34.48","38.5","6071","20","34","40","40","50","34.25","34.71","2","80","38.5","38.5"
"2005","Not Employed","Rural Area","30.44","32.17","59","12","20","40","40","48","27.58","33.3","5","48","30","40"
"2005","Not Employed","Urban Area","27.89","31.41","56","8.5","20","38.5","40","40","24.4","31.38","1.5","41","20","37.5"
"2006","Employed","Rural Area","35.08","38.5","3114","20","35","40","40","48","34.77","35.39","3.5","70","38.5","38.5"
"2006","Employed","Urban Area","34.4","38.5","6246","20","34","40","40","48","34.17","34.63","1","60","38.5","38.5"
"2006","Not Employed","Rural Area","31.94","37.83","55","15","20","40","40","72","28.77","35.11","6","72","30","39"
"2006","Not Employed","Urban Area","25.28","30","82","4.5","10","40","40","42.5","22.44","28.12","1","42.5","20","30"
"2007","Employed","Rural Area","35.33","39","3067","20","35","40","40","54","35.01","35.65","2","70","39","39.5"
"2007","Employed","Urban Area","34.39","38.5","5932","19.5","32","40","40","50","34.15","34.63","1.5","77","38.5","38.5"
"2007","Not Employed","Rural Area","28.18","37.1","60","10","15","40","40","43","25.06","31.3","6","45","25","40"
"2007","Not Employed","Urban Area","26.69","30","102","8","19","40","40","40.5","24.17","29.21","3","45","20","35"
"2008","Employed","Rural Area","35.19","39","2855","20","35","40","40","48.5","34.86","35.52","2","80","39","39"
