"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","38.64","40","2139","30","40","40","40","60","38.37","38.91","4","72","40","40"
"1984","indirect migration background","36.86","40","58","25","30","40","42","50","35.17","38.55","20","60","40","40"
"1984","no migration background","37.71","40","4087","24","40","40","41","60","37.44","37.98","0","80","40","40"
"1985","direct migration background","38.11","40","1800","30","40","40","40","56","37.81","38.41","2","72","40","40"
"1985","indirect migration background","38.44","40","58","25","40","40","45","50","37.11","39.77","20","50","40","40"
"1985","no migration background","37.14","40","3665","22","40","40","40","48","36.88","37.4","1","74","40","40"
"1986","direct migration background","37.72","40","1707","30","39","40","40","48","37.45","37.99","5","60","40","40"
"1986","indirect migration background","37.56","40","82","25","38","40","40","50","36.14","38.98","18","66","40","40"
"1986","no migration background","37.18","40","3551","25","39","40","40","48","36.93","37.43","2","76","40","40"
"1987","direct migration background","37.59","40","1696","30","38","40","40","48","37.3","37.88","2","80","40","40"
"1987","indirect migration background","37.84","40","81","30","38.5","40","40","48","36.74","38.94","17","49","39","40"
"1987","no migration background","36.93","40","3554","24","38","40","40","50","36.67","37.19","1","72","40","40"
"1988","direct migration background","37.19","40","1575","30","38","40","40","48","36.88","37.5","2","70","40","40"
"1988","indirect migration background","35.99","40","104","20","38","40","40","40","34.67","37.31","4","40","38.5","40"
"1988","no migration background","36.67","40","3376","24","38","40","40","49","36.4","36.94","2","72","40","40"
"1989","direct migration background","36.88","39","1548","26","37.5","40","40","48","36.57","37.19","2","66","38.5","39"
"1989","indirect migration background","35.4","39","118","20","37.5","40","40","42","34.14","36.66","8","50","38.5","40"
"1989","no migration background","36.53","39","3347","22","37.5","40","40","50","36.26","36.8","3","77","39","40"
"1990","direct migration background","37.11","38.5","1573","28","37.5","40","40","49","36.79","37.43","1.4","80","38.5","38.5"
"1990","indirect migration background","35.44","38","148","25","37","40","40","54","34.42","36.46","10","55","38","39"
"1990","no migration background","37.26","39","6338","25","37.5","40","43.8","48","37.07","37.45","2","76","40","40"
"1991","direct migration background","36.44","38.5","1566","25","37","40","40","50","36.11","36.77","0","72","38","38"
"1991","indirect migration background","35.16","38","186","20","37","40","40","50","34.09","36.23","5","50","37.5","38.5"
"1991","no migration background","36.37","38.5","5775","24","37.5","40","40","48","36.18","36.56","0.2","74","39","39"
"1992","direct migration background","36.17","38","1456","24","37.5","40","40","50","35.84","36.5","3","66","38","38"
"1992","indirect migration background","34.88","38","206","19.3","37","40","40","51","33.68","36.08","3","54","37.5","38"
"1992","no migration background","36.14","38.5","5322","24","37.5","40","40","48","35.94","36.34","0.6","72","38.5","39"
"1993","direct migration background","36.26","38","1368","25","37","40","40","48","35.91","36.61","2","62","37.5","38"
"1993","indirect migration background","36.37","38","257","30","37","40","40","45","35.68","37.06","5","58","38","38"
"1993","no migration background","35.89","38.5","5098","22.5","37","40","40","48","35.69","36.09","0","70","38.5","38.5"
"1994","direct migration background","35.62","38","1222","23","36","40","40","56","35.21","36.03","0","72","37.5","38"
"1994","indirect migration background","36.39","38.5","256","22","37","40","40","56","35.52","37.26","6","56","38","38.5"
"1994","no migration background","35.77","38.5","4989","22","37","40","40","48","35.56","35.98","0","72","38.5","38.5"
"1995","direct migration background","34.89","38","1385","20","36","40","40","48","34.48","35.3","3.5","72","37.5","38"
"1995","indirect migration background","33.64","38","269","15","35","40","40","41.5","32.67","34.61","7","45","37.5","38"
"1995","no migration background","35.41","38.5","5094","20","36","40","40","50","35.19","35.63","0.4","72","38.5","38.5"
"1996","direct migration background","35.17","38","1283","20","35","40","40","48","34.77","35.57","4","59","37.5","38"
"1996","indirect migration background","35.55","38","286","24","36","39","40","43","34.75","36.35","6","54","37.5","38"
"1996","no migration background","35.29","38.5","4942","20","35","40","40","48","35.07","35.51","0.3","61","38.5","38.5"
"1997","direct migration background","35.25","38","1164","20","35","40","40","50","34.82","35.68","2","60","37.5","38"
"1997","indirect migration background","35.91","38","307","20","37","39.5","40","48","35.04","36.78","2","50","37.5","38"
"1997","no migration background","35.34","38.5","4695","20","35","40","40","47","35.12","35.56","1","80","38.5","38.5"
"1998","direct migration background","35.05","37.5","1123","20","35","40","40","48","34.59","35.51","3","60","37.5","38"
"1998","indirect migration background","35.58","38","307","24","36","39","40","48","34.74","36.42","6","50.5","37.5","38"
"1998","no migration background","35.11","38.5","5324","20","35","40","40","48","34.89","35.33","2","72","38.5","38.5"
"1999","direct migration background","34.71","38","1050","20","35","40","40","48","34.21","35.21","3.5","60","37.5","38"
"1999","indirect migration background","35.22","38","334","20","35","39.5","40","48","34.35","36.09","3","60","38","38.5"
"1999","no migration background","35.02","38.5","5341","20","35","40","40","50","34.8","35.24","2","70","38.5","38.5"
"2000","direct migration background","34.47","38","1522","20","35","40","40","48","34.03","34.91","1.5","77","37.5","38"
"2000","indirect migration background","35.32","38","423","20","36","40","40","42","34.57","36.07","2.3","51","38","38.5"
"2000","no migration background","34.99","38.5","9220","20","35","40","40","48","34.81","35.17","1","72","38.5","38.5"
"2001","direct migration background","34.54","38","1422","20","35","40","40","48","34.08","35","2","56","38","38"
"2001","indirect migration background","34.55","38","420","20","35","40","40","45","33.73","35.37","3","60","38","38.5"
"2001","no migration background","34.46","38.5","8634","20","35","40","40","50","34.27","34.65","1","75","38.5","38.5"
"2002","direct migration background","34.28","38","1280","18","35","40","40","50","33.77","34.79","2","65","37.5","38"
"2002","indirect migration background","34.67","38","399","19.3","35","40","40","45","33.78","35.56","2","55","38","38.5"
"2002","no migration background","34.55","38.5","8886","20","35","40","40","50","34.36","34.74","1","75","38.5","38.5"
"2003","direct migration background","33.47","38","1210","15","33","40","40","48.5","32.92","34.02","1.5","60","37.5","37.5"
"2003","indirect migration background","34.02","38","422","15","35","39.5","40","48.5","33.04","35","2","60","37.5","38"
"2003","no migration background","34.13","38","8665","19.5","32","40","40","48","33.93","34.33","1","60","38.5","38.5"
"2004","direct migration background","33.93","38","1085","16","35","40","40","48","33.35","34.51","1","65","37.5","38"
"2004","indirect migration background","35.13","38.5","402","20","35","40","40","45","34.23","36.03","3","55","37.5","38.5"
"2004","no migration background","34.41","38.5","8085","20","35","40","40","49","34.21","34.61","1","80","38.5","38.5"
"2005","direct migration background","33.7","38","1017","15","30","40","40","52","33.08","34.32","2","60","37.5","38"
"2005","indirect migration background","35.07","38.15","396","20","35","40","40","56","34.17","35.97","4","60.5","38","38.5"
"2005","no migration background","34.86","38.5","7692","20","35","40","40","50","34.66","35.06","1","80","38.5","38.5"
"2006","direct migration background","33.32","38","1015","15","30","40","40","48.5","32.69","33.95","2","60","37.5","38"
"2006","indirect migration background","35.41","38.5","399","20","35","40","40","47","34.54","36.28","3","60","38","38.5"
"2006","no migration background","34.64","38.5","8083","20","34","40","40","48","34.44","34.84","1","72","38.5","38.5"
"2007","direct migration background","33.48","38.5","888","15","30","40","40","50","32.81","34.15","3","77","37.5","38.5"
"2007","indirect migration background","34.68","38.5","427","20","35","40","40","45","33.81","35.55","2.5","70","38.5","38.5"
"2007","no migration background","34.69","38.5","7846","20","33","40","40","50","34.48","34.9","1.5","72","38.5","38.5"
"2008","direct migration background","33.05","38","833","15","28","40","40","48","32.37","33.73","1.3","60","38","38.5"
"2008","indirect migration background","35.22","38.5","417","20","35","40","40","48.5","34.36","36.08","4","60","38.5","39"
"2008","no migration background","34.82","38.5","7434","20","35","40","40","50","34.61","35.03","1","80","38.5","38.5"
"2009","direct migration background","32.18","38","702","12","25","40","40","50","31.39","32.97","1.5","65","37.5","38.5"
"2009","indirect migration background","35.18","38.5","384","20","35","40","40","50","34.25","36.11","2.5","50","38.5","39"
"2009","no migration background","34.86","39","7081","20","35","40","40","50","34.64","35.08","2","77","38.5","39"
"2010","direct migration background","32.31","38","1243","12","25","40","40","56","31.68","32.94","2","60","38","38.5"
"2010","indirect migration background","33.86","38.5","583","16","30","40","40","48","33.01","34.71","1","50","38","38.5"
