"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","34.75","40","728","20","30","40","40","50","34.13","35.37","5","65","40","40"
"1984","direct migration background","Male","40.79","40","1411","40","40","40","42","65","40.58","41","4","72","40","40"
"1984","indirect migration background","Female","","","","","","","","","","","","","",""
"1984","indirect migration background","Male","41.83","40","31","40","40","42","50","60","40.31","43.35","40","60","40","40"
"1984","no migration background","Female","33.24","40","1620","18","25","40","40","54","32.71","33.77","1","80","40","40"
"1984","no migration background","Male","40.6","40","2467","40","40","40","42","60","40.4","40.8","0","80","40","40"
"1985","direct migration background","Female","34.64","40","610","20","30","40","40","54","33.95","35.33","2","70","40","40"
"1985","direct migration background","Male","40.05","40","1190","39","40","40","40","56","39.8","40.3","8","72","40","40"
"1985","indirect migration background","Female","","","","","","","","","","","","","",""
"1985","indirect migration background","Male","41.36","40","33","40","40","40","45","50","40.67","42.05","39","50","40","40"
"1985","no migration background","Female","33.42","40","1501","20","25","40","40","45","32.9","33.94","1","74","40","40"
"1985","no migration background","Male","39.73","40","2164","40","40","40","40","50","39.56","39.9","4","70","40","40"
"1986","direct migration background","Female","34.33","40","576","20","30","40","40","48","33.63","35.03","5","60","40","40"
"1986","direct migration background","Male","39.63","40","1131","38","39","40","40","50","39.48","39.78","19","60","40","40"
"1986","indirect migration background","Female","33.98","38","36","23","25","40","40","40","31.86","36.1","20","40","39","40"
"1986","indirect migration background","Male","40.26","40","46","38","40","40","47","50","38.34","42.18","18","66","40","40"
"1986","no migration background","Female","33.62","40","1466","20","25","40","40","45","33.12","34.12","2","56","39","40"
"1986","no migration background","Male","39.63","40","2085","38","40","40","40","50","39.47","39.79","8","76","40","40"
"1987","direct migration background","Female","34.22","38.77","581","20","30","40","40","45","33.5","34.94","2","80","38.5","40"
"1987","direct migration background","Male","39.45","40","1115","38","38.5","40","40","50","39.26","39.64","8","80","40","40"
"1987","indirect migration background","Female","35.66","38.67","35","30","31","40","40","48","33.42","37.9","17","49","38.5","40"
"1987","indirect migration background","Male","39.5","40","46","38","40","40","40","43","38.53","40.47","20","45","40","40"
"1987","no migration background","Female","33.27","39","1468","20","25","40","40","45","32.76","33.78","1","65","38.5","40"
"1987","no migration background","Male","39.49","40","2086","38","39","40","40","55","39.31","39.67","4","72","40","40"
"1988","direct migration background","Female","33.46","39.13","548","19","27","40","40","44","32.7","34.22","2","49","38","40"
"1988","direct migration background","Male","39.3","40","1027","37.5","38","40","40","50","39.11","39.49","6","70","40","40"
"1988","indirect migration background","Female","33.12","38.5","44","15","30","40","40","40","30.68","35.56","4","40","38","40"
"1988","indirect migration background","Male","38.19","40","60","38","38.5","40","40","40","36.74","39.64","8","40","38.5","40"
"1988","no migration background","Female","32.95","38.5","1389","20","25","40","40","45","32.41","33.49","2","72","38","39"
"1988","no migration background","Male","39.26","40","1987","38","38.5","40","40","50","39.08","39.44","3","62","40","40"
"1989","direct migration background","Female","33.32","38","548","19","26","40","40","47","32.57","34.07","2","60","38","38"
"1989","direct migration background","Male","39.07","40","1000","37","38","40","40","50","38.88","39.26","8","66","39","40"
"1989","indirect migration background","Female","32.81","38.13","55","15","25","40","40","40","30.49","35.13","8","50","38","40"
"1989","indirect migration background","Male","37.77","39","63","35","38","40","40","42","36.56","38.98","12","45","38.5","40"
"1989","no migration background","Female","32.93","38.12","1379","20","25","40","40","45","32.39","33.47","3","77","38","38.5"
"1989","no migration background","Male","39.02","40","1968","37","38","40","40","50","38.83","39.21","5","68","40","40"
"1990","direct migration background","Female","33.67","38","577","20","30","40","40","44","32.95","34.39","1.4","80","37.5","38.5"
"1990","direct migration background","Male","39.22","39","996","37","37.5","40","43","56","38.99","39.45","8","75","38.5","39"
"1990","indirect migration background","Female","32.32","37.45","69","15","25","40","40","54","30.5","34.14","10","54","37.5","39.5"
"1990","indirect migration background","Male","38.13","38.5","79","37","37.5","40","40","55","37.08","39.18","12","55","38","39.5"
"1990","no migration background","Female","34.22","38.5","2876","20","29","40","43.8","47.5","33.87","34.57","2","70","38.5","39"
"1990","no migration background","Male","39.6","39","3462","37","38","40","43.8","49","39.45","39.75","4","76","40","40"
"1991","direct migration background","Female","33.49","38","588","19","30","40","40","50","32.76","34.22","4","50","37.5","38"
"1991","direct migration background","Male","38.29","38.5","978","37","37.5","40","40","54","38.05","38.53","0","72","38","38.5"
"1991","indirect migration background","Female","32.46","38","91","15","25","40","40","42","30.48","34.44","5","45","37.5","38.5"
"1991","indirect migration background","Male","37.77","38.5","95","35","37","40","40","50","37.09","38.45","16","50","37.5","39"
"1991","no migration background","Female","33.17","38.5","2608","19.5","26","40","40","45","32.82","33.52","0.2","57.8","38.5","38.5"
"1991","no migration background","Male","38.88","38.5","3167","37","38","40","42","50","38.73","39.03","4","74","40","40"
"1992","direct migration background","Female","32.77","37.5","530","19","25","39","40","42.5","32.04","33.5","3","49","37.5","37.5"
"1992","direct migration background","Male","38.32","38.5","926","37","37.5","40","40","50","38.07","38.57","5","66","38","38.5"
"1992","indirect migration background","Female","31.09","37.5","97","12","24","38.5","40","41","28.95","33.23","3","44","37.5","38"
"1992","indirect migration background","Male","37.91","38.5","109","37","37.5","40","40","51","36.83","38.99","6","54","37.5","38.5"
"1992","no migration background","Female","32.88","38","2405","19","25","40","40","46","32.51","33.25","0.6","60.5","38.5","38.5"
"1992","no migration background","Male","38.66","38.5","2917","37","37.5","40","40","50","38.52","38.8","3","72","39","40"
"1993","direct migration background","Female","33.52","37.5","526","20","30","39","40","45","32.76","34.28","2","50","37.5","37.5"
"1993","direct migration background","Male","38.09","38","842","36","37.5","40","40","50","37.87","38.31","10","62","38","38"
"1993","indirect migration background","Female","34.39","37.5","116","20","32","39","40","40","33.05","35.73","5","58","37.5","38"
"1993","indirect migration background","Male","37.85","38.5","141","35.5","37.5","40","40","45","37.27","38.43","16","54","38","38.5"
"1993","no migration background","Female","32.56","38","2303","19.2","25","40","40","45","32.18","32.94","0","60","38","38.5"
"1993","no migration background","Male","38.47","38.5","2795","37","37.5","40","40","50","38.34","38.6","8","70","38.5","39"
"1994","direct migration background","Female","32.36","37.5","479","20","24","39","40","44","31.52","33.2","0.8","51","37.5","37.5"
"1994","direct migration background","Male","38.01","38","743","36","37.5","40","40","60","37.69","38.33","0","72","38","38"
"1994","indirect migration background","Female","33.98","38","118","20","30","40","41","48.5","32.43","35.53","6","48.5","37.5","38.5"
"1994","indirect migration background","Male","38.05","38.5","138","36.5","37.5","40","40","56","37.18","38.92","9.5","56","38","38.5"
"1994","no migration background","Female","32.23","37.5","2269","18","25","39","40","42.5","31.84","32.62","0","70","38","38.5"
"1994","no migration background","Male","38.5","38.5","2720","36","37.5","40","40","50","38.35","38.65","0","72","39","39"
"1995","direct migration background","Female","30.92","37.5","528","15","20","38.5","40","42","30.07","31.77","4","48","37","37.5"
"1995","direct migration background","Male","37.45","38","857","35.5","37","40","40","50.5","37.1","37.8","3.5","72","38","38"
"1995","indirect migration background","Female","32.24","37.5","127","19.5","21","40","40","41","30.68","33.8","8","43","37.5","38"
"1995","indirect migration background","Male","34.69","38","142","12","36","40","40","42","33.52","35.86","7","45","37.5","38.5"
"1995","no migration background","Female","31.86","37.5","2309","18","24","39","40","42.5","31.47","32.25","0.4","60","37.5","38"
"1995","no migration background","Male","38.05","38.5","2785","36","37.5","40","40","52","37.87","38.23","2","72","38.5","39"
"1996","direct migration background","Female","31.06","37.04","507","13.5","20","38.5","40","43","30.22","31.9","4","50","35","37.5"
"1996","direct migration background","Male","37.83","38","776","35","36","40","40","50","37.57","38.09","7.5","59","37.5","38"
"1996","indirect migration background","Female","33.73","37.95","134","20","30","40","40","48","32.27","35.19","6","54","37.5","38"
"1996","indirect migration background","Male","37.09","38","152","35","37","39","40","43","36.34","37.84","12","49","37.5","38.5"
"1996","no migration background","Female","31.76","37.5","2263","18","24","39","40","42","31.36","32.16","0.5","60","38","38"
"1996","no migration background","Male","38.03","38.5","2679","35","37.5","40","40","50","37.86","38.2","0.3","61","38.5","39"
"1997","direct migration background","Female","30.97","37.41","448","12","20","40","40","48.8","30.06","31.88","2","50","36","37.5"
"1997","direct migration background","Male","38.05","38","716","35","37","40","40","55","37.76","38.34","15","60","37.5","38"
"1997","indirect migration background","Female","34.82","38","140","20","35","40","40","48","33.34","36.3","2","48","37.5","38"
"1997","indirect migration background","Male","36.8","38.08","167","35","37","39","40","45","35.81","37.79","2","50","37.5","38"
"1997","no migration background","Female","31.88","37.5","2155","18","24.5","39","40","42.5","31.48","32.28","1","65","37.9000015258789","38"
"1997","no migration background","Male","38.05","38.5","2540","35","37.5","40","40","50","37.87","38.23","2","80","38.5","39"
"1998","direct migration background","Female","31.21","37","429","12.5","25","38.5","40","45","30.24","32.18","3","60","35","37.5"
"1998","direct migration background","Male","37.56","38","694","35","36","40","40","50.5","37.23","37.89","8","60","37.5","38"
"1998","indirect migration background","Female","33.79","38","148","19.2","30","39","40","48","32.24","35.34","6","50.5","37.5","38"
"1998","indirect migration background","Male","37.17","38","159","35","37","39","40","45","36.5","37.84","16","50","37.7999992370605","38.5"
"1998","no migration background","Female","31.46","37.5","2436","15","24","39","40","42","31.07","31.85","2","57","37.5","38"
"1998","no migration background","Male","37.9","38.5","2888","35","37.5","40","40","50","37.72","38.08","2","72","38.5","39"
"1999","direct migration background","Female","30.73","37","418","12","21.5","38.5","40","42","29.73","31.73","3.5","47","35","37"
"1999","direct migration background","Male","37.56","38","632","35","37","40","40","60","37.21","37.91","8.5","60","38","38.5"
"1999","indirect migration background","Female","33.6","38","150","19.5","30","39","40","42.5","32.12","35.08","3","45","37.5","38"
"1999","indirect migration background","Male","36.34","38","184","32","37","40","40","50","35.37","37.31","6","60","38","38.5"
"1999","no migration background","Female","31.17","37.5","2472","15","22.5","38.5","40","42.5","30.78","31.56","2","60","37.5","38"
"1999","no migration background","Male","38.07","38.5","2869","35","37.5","40","40","53","37.88","38.26","2","70","38.5","39"
"2000","direct migration background","Female","30.07","35","648","10","20","38.5","40","45","29.23","30.91","1.5","48.5","35","36.5"
"2000","direct migration background","Male","37.88","38.5","874","35","37.5","40","40","48","37.56","38.2","6","77","38","38.5"
"2000","indirect migration background","Female","32.67","38","185","13","30","40","40","40","31.24","34.1","2.3","42","37.5","38.5"
"2000","indirect migration background","Male","37.29","38.5","238","35","37.5","40","40","42","36.61","37.97","4","51","38","38.5"
"2000","no migration background","Female","31.07","37","4239","15","22","39","40","45","30.76","31.38","1","72","37","37.5"
"2000","no migration background","Male","38.1","38.5","4981","35","37.5","40","40","50","37.97","38.23","2","70","38.5","39"
"2001","direct migration background","Female","30.5","35.88","615","12","20","38.5","40","48","29.65","31.35","2","50","35","37"
"2001","direct migration background","Male","37.72","38.5","807","35","37.5","40","40","48","37.38","38.06","2","56","38","38.5"
"2001","indirect migration background","Female","31.11","37","182","12","25","38.5","40","40","29.63","32.59","3","60","36.5","38"
