"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Male","38.18","39","4705","35","37.5","40","40.5","50","38.02","38.34","2","80","39","40"
"2006","Female","30.19","35","4659","13.5","20","39","40","42.8","29.88","30.5","1","70","34","35"
"2006","Male","38.17","40","4838","35","38","40","40","50","38.02","38.32","3","72","40","40"
"2007","Female","30.15","35","4498","13.5","20","40","40","43","29.84","30.46","1.5","65","33","35"
"2007","Male","38.32","40","4663","35","38","40","41","52.5","38.16","38.48","2","77","40","40"
"2008","Female","30.26","35","4277","13.3","20","40","40","42.5","29.94","30.58","1","60","33","35"
"2008","Male","38.35","40","4407","35","38","40","41","54.5","38.18","38.52","2","80","40","40"
"2009","Female","30.23","35","4074","12","20","40","40","42.5","29.9","30.56","1.5","60.9","34","35"
"2009","Male","38.43","40","4093","35","38","40","41","52.5","38.26","38.6","2","77","40","40"
"2010","Female","29.79","35","5581","12","20","40","40","42.5","29.49","30.09","0.3","65","30","30"
"2010","Male","38.01","40","5852","35","38","40","41","54","37.84","38.18","1","72","40","40"
"2011","Female","30.32","35","7116","12","20","40","40","45","30.06","30.58","0.5","80","30","30"
"2011","Male","38.04","40","6750","35","38","40","41","50","37.89","38.19","2","78","40","40"
"2012","Female","30.23","35","7095","12","20","40","40","42.5","29.97","30.49","1","70","30","30"
"2012","Male","38.11","40","6565","35","38","40","41","50","37.95","38.27","1","72","40","40"
"2013","Female","30.23","35","8025","13","20","40","40","42.5","29.99","30.47","1","55","30","30"
"2013","Male","38.09","40","7552","35","38","40","41","50","37.94","38.24","1","72","40","40"
"2014","Female","29.58","32.5","7288","12","20","40","40","45","29.32","29.84","1","60","30","30"
"2014","Male","37.55","40","6711","32","38","40","40","50","37.38","37.72","1","72","40","40"
"2015","Female","29.94","33","7122","12.4","20","40","40","45","29.68","30.2","1","63","30","30"
"2015","Male","37.65","40","6643","35","38","40","40","50","37.48","37.82","1","77","40","40"
"2016","Female","29.92","34","6694","12","20","40","40","44","29.66","30.18","1","77","30","30"
"2016","Male","37.3","40","5967","32","38","40","40","50","37.12","37.48","1.1","72","40","40"
"2017","Female","29.8","33","7626","12","20","40","40","45","29.55","30.05","0.6","70","30","30"
"2017","Male","37.54","40","7158","32","38","40","41","50","37.37","37.71","1","75","40","40"
"2018","Female","29.98","33","7429","13","20","40","40","42","29.73","30.23","0.4","60","30","30"
"2018","Male","36.99","40","7277","30","37.5","40","40","50","36.8","37.18","1","80","40","40"
"2019","Female","30.25","35","7046","15","21","40","40","45","30","30.5","1","75","30","31"
"2019","Male","37.27","40","6928","30","37","40","40","50","37.08","37.46","1","65","40","40"
