"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","36.31","40","1491","20","40","40","40","56","35.89","36.73","0","70","40","40"
"1984","higher education","38.15","40","469","25","40","40","45","60","37.34","38.96","8","70","40","40"
"1984","higher vocational","38.36","40","357","26","40","40","40","65","37.48","39.24","2","77","40","40"
"1984","in school","","","","","","","","","","","","","",""
"1984","inadequately","38.38","40","571","35","40","40","40","50","37.86","38.9","4","60","40","40"
"1984","middle vocational","38.14","40","3182","25","40","40","40","60","37.86","38.42","1","80","40","40"
"1984","vocational + Abi","39.9","40","181","40","40","40","40","66","38.97","40.83","20","80","40","40"
"1985","general elemantary","35.98","40","1312","20","38","40","40","49","35.54","36.42","2","60","40","40"
"1985","higher education","36.9","40","438","24","39","40","40","45","36.19","37.61","10","66","40","40"
"1985","higher vocational","37.64","40","327","25","40","40","40","50","36.81","38.47","4","56","40","40"
"1985","in school","","","","","","","","","","","","","",""
"1985","inadequately","38.79","40","446","37","40","40","40","56","38.18","39.4","8","72","40","40"
"1985","middle vocational","37.58","40","2795","25","40","40","40","49","37.31","37.85","1","74","40","40"
"1985","vocational + Abi","39.57","40","150","40","40","40","40","66","38.69","40.45","16","66","40","40"
"1986","general elemantary","36.2","40","1263","20","38","40","40","50","35.77","36.63","3","60","40","40"
"1986","higher education","36.64","40","432","25","38","40","40","50","35.89","37.39","5","60","40","40"
"1986","higher vocational","37.55","40","297","25","39","40","40","48","36.75","38.35","4","60","40","40"
"1986","in school","","","","","","","","","","","","","",""
"1986","inadequately","38.86","40","415","38","39","40","40","48","38.32","39.4","10","56","40","40"
"1986","middle vocational","37.64","40","2714","26","39","40","40","48","37.39","37.89","2","76","40","40"
"1986","vocational + Abi","37.36","40","158","32","39","40","40","50","36.24","38.48","4","60","40","40"
"1987","general elemantary","35.94","40","1255","20","38","40","40","50","35.51","36.37","3","80","40","40"
"1987","higher education","36.28","40","430","24","38","40","40","45","35.52","37.04","5","60","40","40"
"1987","higher vocational","37.41","40","290","22","38.5","40","40","50","36.59","38.23","2","56","40","40"
"1987","in school","","","","","","","","","","","","","",""
"1987","inadequately","37.52","40","392","30","38","40","40","55","36.85","38.19","5","55","40","40"
"1987","middle vocational","37.45","40","2742","25","38","40","40","50","37.19","37.71","1","72","40","40"
"1987","vocational + Abi","36.95","40","152","25","38.5","40","40","50","35.84","38.06","4","50","40","40"
"1988","general elemantary","35.51","40","1209","20","37","40","40","48","35.06","35.96","3","70","40","40"
"1988","higher education","36.28","40","414","24","38","40","40","42","35.53","37.03","3","50","40","40"
"1988","higher vocational","37.67","40","282","28","38","40","40","50","36.83","38.51","4","60","40","40"
"1988","in school","","","","","","","","","","","","","",""
"1988","inadequately","37.02","40","349","30","38","40","40","42","36.3","37.74","2","49","40","40"
"1988","middle vocational","37.05","40","2574","25","38","40","40","50","36.77","37.33","2","72","40","40"
"1988","vocational + Abi","37.69","40","151","31","38","40","40","42","36.69","38.69","4","45","38.5","40"
"1989","general elemantary","35.42","38.5","1193","20","37","40","40","50","34.97","35.87","2","77","38.5","39"
"1989","higher education","36.32","40","410","24","37","40","40","42","35.59","37.05","5","45","39","40"
"1989","higher vocational","36.9","39","267","23","37.5","40","40","48","36.04","37.76","3","50","39","40"
"1989","in school","","","","","","","","","","","","","",""
"1989","inadequately","37.42","40","327","35","37.5","40","40","45","36.66","38.18","2","60","38","40"
"1989","middle vocational","36.83","39","2577","24","37.5","40","40","50","36.55","37.11","2","76","39","39.5"
"1989","vocational + Abi","37.69","39.93","160","36","38","40","40","49","36.79","38.59","8","50","39","40"
"1990","general elemantary","35.56","38.5","1382","20","37","40","42","50","35.14","35.98","1.4","80","38.5","38.5"
"1990","higher education","37.58","39","1170","24","37.5","43.5","43.8","45","37.16","38","4","72","40","40"
"1990","higher vocational","38.1","39","451","30","37.5","40","43.8","48","37.46","38.74","8","70","39","40"
"1990","in school","","","","","","","","","","","","","",""
"1990","inadequately","37.34","38.5","321","35","37.5","40","40","47.5","36.58","38.1","5","48","38","39"
"1990","middle vocational","37.5","39","4438","25","37.5","40","43.8","49","37.29","37.71","4","76","39","40"
"1990","vocational + Abi","37.82","39","214","32","38","40","43.7","70","36.84","38.8","8","80","38.5","40"
"1991","general elemantary","34.61","38","1297","20","36","40","40","48","34.16","35.06","2.5","72","38","38.5"
"1991","higher education","36.21","38.5","1096","23","37","40","40","46","35.8","36.62","1.5","56","40","40"
"1991","higher vocational","36.78","38.5","425","25","37.5","40","42","46","36.11","37.45","8","60","38.5","39"
"1991","in school","","","","","","","","","","","","","",""
"1991","inadequately","36.48","38.21","330","30","37.5","40","40","49","35.63","37.33","4","55","37.5","38"
"1991","middle vocational","36.77","38.5","4039","25","37.5","40","40","50","36.55","36.99","0","74","38.5","39"
"1991","vocational + Abi","37.42","38.5","222","37","37.5","40","40","45","36.65","38.19","6","55","38.5","39"
"1992","general elemantary","34.84","38","1225","20","37","40","40","50","34.4","35.28","0.6","64","38","38.5"
"1992","higher education","35.57","38.5","997","23","37","40","40","43.7","35.15","35.99","1","55","40","40"
"1992","higher vocational","36.58","38.5","422","25","37.5","40","40","48","35.9","37.26","3","60","38.5","38.5"
"1992","in school","","","","","","","","","","","","","",""
"1992","inadequately","37.31","38.5","292","36","37.5","40","40","50","36.5","38.12","5","50","37.5","38"
"1992","middle vocational","36.53","38.5","3722","25","37.5","40","40","50","36.31","36.75","0.8","72","38.5","38.5"
"1992","vocational + Abi","36.31","38.5","207","25","37.5","40","40","42.5","35.4","37.22","4","48","38.5","38.5"
"1993","general elemantary","34.48","38","1175","20","36","39","40","48","34.02","34.94","1","60","38","38"
"1993","higher education","35.91","38.5","977","25","37","40","40","43.5","35.51","36.31","0","50","39","40"
"1993","higher vocational","36.53","38.5","387","26","37.5","40","40","45","35.84","37.22","4","55","38.5","38.5"
"1993","in school","","","","","","","","","","","","","",""
"1993","inadequately","36.44","38","287","33","37.5","40","40","40","35.55","37.33","5","48","37.5","38"
"1993","middle vocational","36.33","38.5","3571","25","37","40","40","48","36.1","36.56","0.8","70","38.5","38.5"
"1993","vocational + Abi","34.72","38.5","205","20","36","39.5","40","41.5","33.66","35.78","4","50","38","38.5"
"1994","general elemantary","34.39","38","1014","20","36","40","40","50","33.86","34.92","0.9","72","38","38"
"1994","higher education","35.73","38.5","997","23","36","40","40","45","35.3","36.16","0","60","38.5","40"
"1994","higher vocational","35.96","38.5","386","22","37","40","40","48","35.2","36.72","0","70","38.5","38.5"
"1994","in school","","","","","","","","","","","","","",""
"1994","inadequately","36.35","38","250","28","37","40","40","50","35.28","37.42","2","58","37.5","38"
"1994","middle vocational","36.15","38.5","3470","25","37","40","40","50","35.92","36.38","0","72","38.5","38.5"
"1994","vocational + Abi","34.78","38","217","20","36","38.5","40","60","33.7","35.86","3.5","60","38","38.5"
"1995","general elemantary","34.41","37.5","1025","19.5","35","40","40","50","33.88","34.94","6","56","37.5","38"
"1995","higher education","35.25","38.5","1077","20","36","40","40","50","34.8","35.7","2","72","38.5","39"
"1995","higher vocational","35.4","38.5","421","22","36","39","40","48","34.66","36.14","3.5","60","38.5","38.5"
"1995","in school","","","","","","","","","","","","","",""
"1995","inadequately","34.95","38","216","20","36.5","39","40","50","33.83","36.07","4","50","37.5","38"
"1995","middle vocational","35.55","38.5","3606","20","36","40","40","50","35.29","35.81","0.4","72","38.5","38.5"
"1995","vocational + Abi","34.96","38.5","263","20","36","39","40","40","34.01","35.91","3","48","38","38.5"
"1996","general elemantary","34.5","38","944","19.3","35","40","40","48","33.97","35.03","4","56","38","38"
"1996","higher education","35.66","38.5","1043","23","35","40","40","42.5","35.26","36.06","2.5","50","38.5","39"
"1996","higher vocational","36.09","38.5","433","26","37","39","40","49","35.41","36.77","5","61","38.5","38.5"
"1996","in school","","","","","","","","","","","","","",""
"1996","inadequately","35.13","38","208","20","35","40","40","50","34.09","36.17","7.5","59","37","38"
"1996","middle vocational","35.38","38.5","3483","20","35","40","40","50","35.12","35.64","0.3","60","38.5","38.5"
"1996","vocational + Abi","34.01","37.83","264","20","35","39","40","42","33.09","34.93","3.5","46","37.5","38.5"
"1997","general elemantary","34.91","38","885","20","35","40","40","45","34.39","35.43","6","60","37.5","38"
"1997","higher education","35.64","38.5","1037","23","36","40","40","44","35.22","36.06","2","70","38.5","39"
"1997","higher vocational","36.17","38.5","410","29","36.5","40","40","46","35.51","36.83","8","60","38.5","38.5"
"1997","in school","","","","","","","","","","","","","",""
"1997","inadequately","35.76","38","177","24","35.5","40","40","50","34.66","36.86","10","50","37","37.5"
"1997","middle vocational","35.28","38.5","3251","20","35","40","40","50","35.01","35.55","2","80","38.5","38.5"
"1997","vocational + Abi","34.76","38.5","264","20","35","40","40","46","33.82","35.7","1","47","38.0999984741211","38.5"
"1998","general elemantary","35.14","38","935","20","35","40","40","50","34.6","35.68","2.5","60","38","38"
"1998","higher education","35.24","38.5","1122","22","35","40","40","43.5","34.81","35.67","2","60","38.5","38.5"
"1998","higher vocational","36.33","38.5","459","30","36","40","40","48","35.65","37.01","2","60","38.5","38.5"
"1998","in school","","","","","","","","","","","","","",""
"1998","inadequately","35.75","38.5","162","20","36","40","40","50","34.47","37.03","7","50","37","38"
"1998","middle vocational","35.01","38","3507","20","35","40","40","48","34.74","35.28","2","72","38","38.5"
"1998","vocational + Abi","34.05","38.5","299","19.5","35","39","40","42.5","33.11","34.99","2","60","38","38.5"
"1999","general elemantary","34.27","38","931","16","35","40","40","48","33.68","34.86","2","70","38","38.5"
"1999","higher education","35.37","38.5","1147","23","35","40","40","45","34.97","35.77","6","56","38.5","39"
"1999","higher vocational","36.29","38.5","468","28","36","40","40","50","35.6","36.98","2","62","38.5","38.5"
"1999","in school","","","","","","","","","","","","","",""
"1999","inadequately","35.07","37.5","159","20","35","40","40","50","33.74","36.4","7.5","58","37","38"
"1999","middle vocational","34.92","38","3576","20","35","40","40","50","34.64","35.2","2","60","38","38.5"
"1999","vocational + Abi","34.92","38.5","306","20","35","40","40","42.5","34.02","35.82","3","60","38","38.5"
"2000","general elemantary","34.58","38","1238","20","35","40","40","48","34.08","35.08","1","60","38","38.5"
"2000","higher education","35.4","38.5","2051","20","35","40","40","45","35.07","35.73","6","70","38.5","38.5"
"2000","higher vocational","35.36","38.5","982","22","35","40","40","48","34.87","35.85","4","70","38.2999992370605","38.5"
"2000","in school","","","","","","","","","","","","","",""
"2000","inadequately","35.42","38.5","123","25","35","40","40","45","33.8","37.04","6","45","37.5","38.5"
