"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","Female","39.31","40","1429","38","40","40","40","55","39.04","39.58","3","74","40","40"
"1984","Full Time","Male","40.96","40","3415","40","40","40","42","60","40.82","41.1","8","80","40","40"
"1984","Not Working","Female","30.52","40","73","10","20","40","40","45","27.56","33.48","3","55","35","40"
"1984","Not Working","Male","37.87","40","78","40","40","40","40","40","36.4","39.34","0","48","40","40"
"1984","Part Time","Female","25.12","23","873","12","20","33","40","50","24.4","25.84","1","80","22","25"
"1984","Part Time","Male","38.57","40","416","28","40","40","41","60","37.8","39.34","4","80","40","40"
"1985","Full Time","Female","39.09","40","1261","38","40","40","40","48","38.84","39.34","8","74","40","40"
"1985","Full Time","Male","40.19","40","2919","40","40","40","40","50","40.09","40.29","8","72","40","40"
"1985","Not Working","Female","32.24","39.94","61","15","20","40","40","54","29.07","35.41","2","54","27","40"
"1985","Not Working","Male","36.42","40","58","12","40","40","40","45","34.34","38.5","8","45","40","40"
"1985","Part Time","Female","25.86","24","814","14","20","40","40","45","25.14","26.58","1","70","22","25"
"1985","Part Time","Male","37.3","40","410","25","40","40","40","49","36.5","38.1","4","65","40","40"
"1986","Full Time","Female","39.14","40","1209","38","39","40","40","48","38.94","39.34","10","60","40","40"
"1986","Full Time","Male","39.91","40","2848","38","40","40","40","50","39.81","40.01","10","76","40","40"
"1986","Not Working","Female","30.86","38.27","52","8","20","40","40","40","27.32","34.4","4","56","35","40"
"1986","Not Working","Male","37.85","40","51","25","39","40","40","56","35.6","40.1","8","60","40","40"
"1986","Part Time","Female","26.23","25","817","12","20","38","40","45","25.52","26.94","2","54","24","25"
"1986","Part Time","Male","37.79","40","363","32","39","40","40","44","37.19","38.39","8","66","40","40"
"1987","Full Time","Female","39.1","40","1231","38","38.5","40","40","46","38.9","39.3","10","80","40","40"
"1987","Full Time","Male","39.84","40","2884","38","39","40","40","53","39.73","39.95","4","72","40","40"
"1987","Not Working","Female","29.86","37","53","10","20","40","40","42","25.95","33.77","1","49","25","40"
"1987","Not Working","Male","","","","","","","","","","","","","",""
"1987","Part Time","Female","25.2","23","800","12","20","33","40","44","24.49","25.91","2","80","22.5","25"
"1987","Part Time","Male","36.54","40","338","24","38","40","40","50","35.68","37.4","5","80","40","40"
"1988","Full Time","Female","39.05","40","1150","38","38.5","40","40","48","38.85","39.25","5","72","40","40"
"1988","Full Time","Male","39.54","40","2713","38","38.5","40","40","50","39.45","39.63","8","65","40","40"
"1988","Not Working","Female","26.77","24.9","43","10","20","40","40","40","22.64","30.9","2","40","20","38"
"1988","Not Working","Male","38.51","40","38","36","38","40","40","45","36.39","40.63","4","48","38","40"
"1988","Part Time","Female","24.87","23","788","11","20","32","40","42","24.16","25.58","2","45","22","25"
"1988","Part Time","Male","36.63","40","323","23","38","40","40","60","35.71","37.55","3","70","40","40"
"1989","Full Time","Female","38.94","40","1180","37","38","40","40","50","38.72","39.16","14","77","40","40"
"1989","Full Time","Male","39.36","40","2689","37","38","40","40","50","39.25","39.47","20","68","40","40"
"1989","Not Working","Female","28.2","30","51","12","17","40","40","40","24.99","31.41","7","42","20","38"
"1989","Not Working","Male","33.71","39","47","6","35","40","40","50","30.48","36.94","5","50","38","40"
"1989","Part Time","Female","24.51","22","751","11","20","30","40","40","23.78","25.24","2","48","21","25"
"1989","Part Time","Male","36.56","40","295","25","37.5","40","40","60","35.71","37.41","6","60","38.5","40"
"1990","Full Time","Female","38.45","38.5","1154","37","38","39.5","40","49","38.22","38.68","13","80","38.5","39"
"1990","Full Time","Male","38.86","38.5","2619","37","37.5","40","40","50","38.74","38.98","15","75","38.5","38.5"
"1990","Not Working","Female","23.83","20","42","9","17.5","37.5","39","43","20.15","27.51","2","43","20","30"
"1990","Not Working","Male","35.25","38.27","35","14","37","40","40","47.5","32.18","38.32","8","47.5","38.5","40"
"1990","Part Time","Female","24.32","22.5","785","10","19.5","32","39","40","23.61","25.03","1.4","54","21","25"
"1990","Part Time","Male","35.33","38.5","255","21","37.5","40","40","42","34.36","36.3","4","45","38.5","38.5"
"1991","Full Time","Female","38.11","38.5","1186","37","37.5","39","40","45","37.94","38.28","8","55","38.5","38.5"
"1991","Full Time","Male","38.83","38.5","2599","37","37.5","40","40","50","38.72","38.94","12","74","38.5","38.5"
"1991","Not Working","Female","23.49","21.05","58","2.5","10","38.5","40","48","19.71","27.27","0.2","48","20","37.5"
"1991","Not Working","Male","36.25","38.02","44","18","37","40","40","54","33.43","39.07","8","60","38","40"
"1991","Part Time","Female","22.91","20","807","10","18.5","29","38.5","40","22.25","23.57","1.5","50","20","22"
"1991","Part Time","Male","33.52","37.5","258","17","30","40","40","45","32.48","34.56","4","72","37.5","38"
"1992","Full Time","Female","38.47","38.5","1903","37","38","40","40","48","38.32","38.62","6","60.5","38.5","39"
"1992","Full Time","Male","39.1","38.5","3542","37","37.5","40","40","50","39","39.2","17.5","72","38.5","39"
"1992","Not Working","Female","27.78","34.1","59","1","19","40","40","40","24.61","30.95","0.8","40","30","38.5"
"1992","Not Working","Male","35.68","38.5","45","12","38","40","40","56","32.74","38.62","6","56","38.5","40"
"1992","Part Time","Female","24.22","23","1070","10","19","30","39","42","23.61","24.83","0.6","49","24","25"
"1992","Part Time","Male","34.08","38","365","19.3","30","40","40","48","33.25","34.91","3","64","38","39"
"1993","Full Time","Female","38.34","38.5","1822","37","37.5","40","40","47.5","38.19","38.49","0","58","38.5","39"
"1993","Full Time","Male","38.8","38.5","3373","37","37.5","40","40","50","38.71","38.89","17.5","70","38.5","38.5"
"1993","Not Working","Female","29.15","35","92","15","20","40","40","42.5","26.68","31.62","0.8","60","35","38.5"
"1993","Not Working","Male","37.22","39","53","36","37.5","40","40","40","35.35","39.09","10","40","38","40"
"1993","Part Time","Female","24","22.5","1031","10","19.3","30","39","40.5","23.39","24.61","2","54","24","25"
"1993","Part Time","Male","34.76","38","352","21","35","40","40","45","34.04","35.48","8","60","38","38.5"
"1994","Full Time","Female","38.06","38.5","1743","36","37.5","40","40","44","37.89","38.23","0","70","38.5","39"
"1994","Full Time","Male","38.83","38.5","3218","36.5","37.5","40","40","50.5","38.72","38.94","0","72","38.5","39"
"1994","Not Working","Female","27.34","28.83","65","10","19","37.5","40","40","24.29","30.39","3","43.5","20","36"
"1994","Not Working","Male","38.49","38.5","51","36","37.5","40","40","60","36","40.98","0","60","37.5","40"
"1994","Part Time","Female","23.8","22","1058","10","18.5","30","38.5","40","23.2","24.4","0.8","47.5","24","25"
"1994","Part Time","Male","34.36","37.5","332","20","30.8","40","40","50","33.55","35.17","3.5","56","37.5","38.5"
"1995","Full Time","Female","37.89","38.5","1723","36","37.5","40","40","45","37.7","38.08","7.5","60","38.5","38.5"
"1995","Full Time","Male","38.71","38.5","3263","36","37.5","40","40","52.5","38.6","38.82","3.5","72","38.5","39"
"1995","Not Working","Female","28.25","32","83","9","19","38.5","40","42.5","25.71","30.79","0.4","42.5","30","38.5"
"1995","Not Working","Male","37.17","39","57","30","37.5","40","40","72","34.65","39.69","7","72","38.5","40"
"1995","Part Time","Female","23.36","20.9","1158","10","19","30","38","40","22.79","23.93","2","46","22.5","25"
"1995","Part Time","Male","32.45","37.5","464","12","30","39.5","40","43.5","31.54","33.36","2","60","37.5","38"
"1996","Full Time","Female","38","38.5","1646","35","37.5","40","40","43","37.85","38.15","16","56","38.5","38.5"
"1996","Full Time","Male","38.69","38.5","3081","36","37.5","40","40","50","38.59","38.79","7.5","61","38.5","39"
"1996","Not Working","Female","27.06","31.82","80","8","15","39","40","40","24.34","29.78","5","46","30","39"
"1996","Not Working","Male","34.94","38","50","19","36","39","40","44","32.64","37.24","11","44","38","40"
"1996","Part Time","Female","23.56","21","1178","10","19","30","38.5","40","23","24.12","0.5","60","23","25"
"1996","Part Time","Male","33.64","35","476","20","35","38.5","40","41.5","32.92","34.36","0.3","60","35","36.5"
