"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","36.39","40","1147","20","40","40","40","50","35.86","36.92","1","77","40","40"
"1984","16-34 y.","Male","40.41","40","1529","40","40","40","42","60","40.16","40.66","0","70","40","40"
"1984","35-65 y.","Female","30.87","35","1217","16","20","40","40","54","30.26","31.48","2","80","39","40"
"1984","35-65 y.","Male","40.87","40","2372","40","40","40","42","60","40.69","41.05","8","80","40","40"
"1984","66 and older","Female","","","","","","","","","","","","","",""
"1984","66 and older","Male","","","","","","","","","","","","","",""
"1985","16-34 y.","Female","36.81","40","1016","20","40","40","40","48","36.28","37.34","2","74","40","40"
"1985","16-34 y.","Male","39.68","40","1327","39","40","40","40","50","39.44","39.92","4","70","40","40"
"1985","35-65 y.","Female","30.58","35","1112","18","20","40","40","42","29.97","31.19","3","70","37","40"
"1985","35-65 y.","Male","39.88","40","2057","40","40","40","40","52","39.71","40.05","8","72","40","40"
"1985","66 and older","Female","","","","","","","","","","","","","",""
"1985","66 and older","Male","","","","","","","","","","","","","",""
"1986","16-34 y.","Female","36.52","40","1034","22","38","40","40","48","36.03","37.01","2","56","40","40"
"1986","16-34 y.","Male","39.65","40","1331","38","40","40","40","52","39.44","39.86","8","76","40","40"
"1986","35-65 y.","Female","30.92","38","1039","16","20","40","40","45","30.3","31.54","3","60","38","39"
"1986","35-65 y.","Male","39.69","40","1928","38","40","40","40","50","39.57","39.81","10","60","40","40"
"1986","66 and older","Female","","","","","","","","","","","","","",""
"1986","66 and older","Male","","","","","","","","","","","","","",""
"1987","16-34 y.","Female","36.33","40","1016","20","38","40","40","45","35.82","36.84","1","64","40","40"
"1987","16-34 y.","Male","39.3","40","1354","38","38.5","40","40","50","39.06","39.54","4","80","40","40"
"1987","35-65 y.","Female","30.65","36","1063","16","20","40","40","45","30.03","31.27","2","80","38","38"
"1987","35-65 y.","Male","39.66","40","1891","38","39","40","40","53","39.51","39.81","5","72","40","40"
"1987","66 and older","Female","","","","","","","","","","","","","",""
"1987","66 and older","Male","","","","","","","","","","","","","",""
"1988","16-34 y.","Female","36.17","40","969","20","38","40","40","48","35.63","36.71","2","72","40","40"
"1988","16-34 y.","Male","39.14","40","1299","38","38.5","40","40","50","38.9","39.38","3","65","40","40"
"1988","35-65 y.","Female","30.16","35","1007","16","20","40","40","42","29.52","30.8","2","50","36","38"
"1988","35-65 y.","Male","39.42","40","1770","38","38.5","40","40","50","39.28","39.56","6","70","40","40"
"1988","66 and older","Female","","","","","","","","","","","","","",""
"1988","66 and older","Male","","","","","","","","","","","","","",""
"1989","16-34 y.","Female","35.64","39","987","20","37.5","40","40","50","35.09","36.19","2","77","39","40"
"1989","16-34 y.","Male","38.81","40","1311","37","38","40","40","50","38.58","39.04","5","66","40","40"
"1989","35-65 y.","Female","30.43","36.36","989","16","20","40","40","45","29.79","31.07","2","76","37","37.5"
"1989","35-65 y.","Male","39.26","40","1715","37","38","40","40","50","39.1","39.42","10","68","40","40"
"1989","66 and older","Female","","","","","","","","","","","","","",""
"1989","66 and older","Male","","","","","","","","","","","","","",""
"1990","16-34 y.","Female","36.19","39","1606","20","37.5","40","43.7","48","35.79","36.59","2","70","39","39"
"1990","16-34 y.","Male","39.48","39","1926","37","38","40","43.8","50","39.27","39.69","6","76","40","40"
"1990","35-65 y.","Female","32.52","37.5","1907","19","24","40","43.8","45","32.07","32.97","1.4","80","38","38.5"
"1990","35-65 y.","Male","39.65","39","2602","37.4","38","40","43.8","49","39.49","39.81","9","75","40","40"
"1990","66 and older","Female","","","","","","","","","","","","","",""
"1990","66 and older","Male","","","","","","","","","","","","","",""
"1991","16-34 y.","Female","35.2","38.5","1479","20","37","40","40","45","34.78","35.62","1.5","56","38.5","38.5"
