"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","40.47","40","4844","40","40","40","42","60","40.34","40.6","3","80","40","40"
"1984","Not Working","34.54","40","151","10","35","40","40","45","32.85","36.23","0","55","40","40"
"1984","Part Time","29.23","29","1289","14","20","40","40","60","28.59","29.87","1","80","30","35"
"1985","Full Time","39.85","40","4180","40","40","40","40","50","39.74","39.96","8","74","40","40"
"1985","Not Working","34.11","40","119","15","27","40","40","54","32.13","36.09","2","54","40","40"
"1985","Part Time","29.37","30","1224","15","20","40","40","45","28.75","29.99","1","70","30","35"
"1986","Full Time","39.67","40","4057","38","40","40","40","50","39.58","39.76","10","76","40","40"
"1986","Not Working","34.26","40","103","15","32","40","40","56","32.1","36.42","4","60","40","40"
"1986","Part Time","29.6","30","1180","15","20","40","40","45","28.99","30.21","2","66","30","36"
"1987","Full Time","39.61","40","4115","38","39","40","40","50","39.51","39.71","4","80","40","40"
"1987","Not Working","32.5","40","78","11","21","40","40","52","29.44","35.56","1","60","38","40"
"1987","Part Time","28.24","26","1138","14","20","40","40","45","27.61","28.87","2","80","28","30"
"1988","Full Time","39.39","40","3863","38","38.5","40","40","50","39.3","39.48","5","72","40","40"
"1988","Not Working","32.52","38","81","17","25","40","40","45","29.83","35.21","2","48","37.5","40"
"1988","Part Time","27.83","25.98","1111","12","20","40","40","45","27.18","28.48","2","70","27","30"
"1989","Full Time","39.23","40","3869","37","38","40","40","50","39.13","39.33","14","77","40","40"
"1989","Not Working","30.66","38","98","10","20","40","40","40","28.31","33.01","5","50","35","39"
"1989","Part Time","27.63","25","1046","12","20","39","40","45","26.97","28.29","2","60","26","30"
"1990","Full Time","38.73","38.5","3773","37","37.7","40","40","50","38.62","38.84","13","80","38.5","38.5"
"1990","Not Working","29.53","37","77","10","19","39","40","47.5","26.77","32.29","2","47.5","25","38.5"
"1990","Part Time","26.89","25","1040","12","20","38.5","40","40","26.24","27.54","1.4","54","25","30"
"1991","Full Time","38.6","38.5","3785","37","37.5","39.5","40","50","38.51","38.69","8","74","38.5","38.5"
"1991","Not Working","29.05","37","102","8","15","39","40","54","26.36","31.74","0.2","60","36","38.5"
"1991","Part Time","25.43","24","1065","12","19.3","37","39.5","42.5","24.8","26.06","1.5","72","24","25"
"1992","Full Time","38.89","38.5","5445","37","37.5","40","40","50","38.81","38.97","6","72","38.5","39"
"1992","Not Working","30.97","37.57","104","8","20","40","40","56","28.72","33.22","0.8","56","37.5","40"
"1992","Part Time","26.59","25","1435","12","19.5","37.6","40","44","26.04","27.14","0.6","64","27.5","30"
"1993","Full Time","38.64","38.5","5195","37","37.5","40","40","48","38.56","38.72","0","70","38.5","38.5"
"1993","Not Working","32.03","37.5","145","15.6","20","40","40","42.5","30.27","33.79","0.8","60","37.5","40"
"1993","Part Time","26.64","25","1383","12","20","37.5","40","42","26.09","27.19","2","60","27","30"
"1994","Full Time","38.57","38.5","4961","36.5","37.5","40","40","50","38.48","38.66","0","72","38.5","39"
"1994","Not Working","33.48","37.5","116","18","30","40","40","60","31.22","35.74","0","60","36","38.5"
"1994","Part Time","26.18","25","1390","12","19.5","37.5","40","42.5","25.63","26.73","0.8","56","27.5","30"
"1995","Full Time","38.44","38.5","4986","36","37.5","40","40","50","38.34","38.54","3.5","72","38.5","38.5"
"1995","Not Working","32.41","38.5","140","10","23","40","40","72","30.51","34.31","0.4","72","37.5","38.5"
"1995","Part Time","26.07","25","1622","10","19.5","37.5","40","41","25.55","26.59","2","60","27","30"
"1996","Full Time","38.46","38.5","4727","36","37.5","40","40","50","38.38","38.54","7.5","61","38.5","38.5"
"1996","Not Working","30.32","36","130","10","20","39","40","44","28.38","32.26","5","46","36","39"
"1996","Part Time","26.51","26","1654","10","20","35","40","40","26.01","27.01","0.3","60","28","30"
"1997","Full Time","38.38","38.5","4545","35.7","37.5","40","40","50","38.28","38.48","3","80","38.5","38.5"
"1997","Not Working","28","36.73","90","10","11.5","40","40","50","25.61","30.39","2","50","37","40"
"1997","Part Time","26.93","26.64","1531","12","20","37","40","41.5","26.42","27.44","1","60","28.8999996185303","30"
"1998","Full Time","38.45","38.5","4831","36","37.5","40","40","48","38.35","38.55","5","72","38.5","38.5"
"1998","Not Working","28.82","37.91","104","9","12","40","40","50","26.37","31.27","3","50","35","38.5"
"1998","Part Time","26.81","28","1819","10.5","20","36","40","42","26.33","27.29","2","52.5","28","30"
"1999","Full Time","38.56","38.5","4772","36","37.5","40","40","50.5","38.46","38.66","10","70","38.5","38.5"
"1999","Not Working","29.69","37.5","107","9","20","40","40","40","27.38","32","2","40","35","38.5"
"1999","Part Time","26.27","26.5","1846","10","19","36.9","40","42","25.78","26.76","2","50","27","30"
"2000","Full Time","38.5","38.5","7992","35.5","37.5","40","40","48.5","38.42","38.58","6","77","38.5","39"
"2000","Not Working","28.55","36","201","9","18","40","40","48","26.8","30.3","2.3","50","30","38"
"2000","Part Time","25.77","25","2971","10","19.3","35","40","41","25.39","26.15","1","70","25","26"
"2001","Full Time","38.38","38.5","7329","35","37.5","40","40","50","38.29","38.47","3","75","38.5","38.5"
"2001","Not Working","29.1","36","182","9","20","40","40","42.5","27.23","30.97","1","49","34","38"
"2001","Part Time","25.12","25","2965","10","18","35","40","42","24.73","25.51","1","60","24","25"
"2002","Full Time","38.52","38.5","7406","35.5","37.5","40","40","50","38.43","38.61","4","75","38.5","38.5"
"2002","Not Working","30.08","38.5","147","10","19.5","40","40","48","27.95","32.21","1","48","35","39"
"2002","Part Time","24.75","25","3012","10","18","35","39","42.5","24.38","25.12","1","55","24","25"
"2003","Full Time","38.42","38.5","7077","35","37.5","40","40","49.5","38.33","38.51","2","60","38.5","38.5"
"2003","Not Working","27.08","35","139","8","14","40","40","60","24.78","29.38","1","60","25","38"
"2003","Part Time","24.11","24","3081","10","15","35","38.5","40","23.74","24.48","1.5","55","22","24"
"2004","Full Time","38.52","38.5","6609","35","37.5","40","40","50","38.43","38.61","6","80","39","39"
"2004","Not Working","28.12","35","117","9","18","40","40","45","25.71","30.53","1","48","25","37.5"
"2004","Part Time","24.83","25","2846","10","17","35","39","40","24.44","25.22","1","78","24","25"
"2005","Full Time","38.63","39","6302","35","38","40","40","50","38.53","38.73","6","80","39","40"
"2005","Not Working","29.06","32.29","115","9","20","40","40","45","26.8","31.32","1.5","48","30","38.5"
"2005","Part Time","25.41","25","2688","10","18.5","35","40","45","25.01","25.81","1","60.5","24","25"
"2006","Full Time","38.64","39","6521","35","38","40","40","48.5","38.55","38.73","6","70","39","40"
"2006","Not Working","28.02","30","137","8","16","40","40","42.5","25.86","30.18","1","72","25","35"
"2006","Part Time","24.81","24.64","2839","10","18","35","40","41.5","24.43","25.19","1","60","22.5","25"
"2007","Full Time","38.87","40","6208","35","38","40","41","50.5","38.77","38.97","8","72","40","40"
"2007","Not Working","27.19","30","162","8","16","40","40","42","25.22","29.16","3","45","25","35"
"2007","Part Time","24.68","24","2791","10","17","35","40","43","24.3","25.06","1.5","77","22.5","25"
"2008","Full Time","38.9","40","5968","36","38","40","40","50","38.8","39","4","80","40","40"
"2008","Not Working","31.74","35","132","8","21","40","48.5","72","29.31","34.17","1","72","25","38.5"
"2008","Part Time","24.15","23.5","2584","10","16","32","40","42","23.75","24.55","1.5","60","22","24"
"2009","Full Time","38.95","40","5556","35.5","38","40","41","50","38.84","39.06","4","77","40","40"
"2009","Not Working","25.75","30","94","8","10","40","40","40","22.89","28.61","2","40","20","37.5"
"2009","Part Time","24.78","25","2517","10","16","35","40","42","24.37","25.19","1.5","56","24","25"
"2010","Full Time","38.84","40","7282","35","38","40","41","50","38.74","38.94","4","72","40","40"
"2010","Not Working","26.66","30","295","8","15","40","40","45","25.2","28.12","1","45","20","25"
"2010","Part Time","23.35","22","3856","8.5","15","31","40","42","23.02","23.68","0.3","50","20","22"
"2011","Full Time","38.88","40","8562","35","38","40","41","50","38.79","38.97","5","80","40","40"
"2011","Not Working","27.23","30","349","10","16","40","40","42","25.95","28.51","0.5","45","20","25"
"2011","Part Time","24.39","24","4955","10","15","33","40","42","24.1","24.68","1","72","22","24"
"2012","Full Time","38.92","40","8484","35","38","40","41","50","38.83","39.01","4","72","40","40"
"2012","Not Working","29.21","35","375","8","20","40","40","45","27.91","30.51","1","68","30","32"
"2012","Part Time","23.93","23.42","4801","10","15","32","40","42","23.64","24.22","1","60","21","23"
"2013","Full Time","38.96","40","7822","35","38","40","41","50","38.87","39.05","6","72","40","40"
"2013","Not Working","32.77","39","3133","12.5","25","40","40","50","32.37","33.17","1","60","38","39"
"2013","Part Time","24.41","25","4622","10","16","32","40","42","24.11","24.71","1","70","22","24"
"2014","Full Time","38.9","40","8415","35","38","40","40","49.5","38.81","38.99","2","72","40","40"
"2014","Not Working","30.57","37.5","522","10","20","40","40","45","29.49","31.65","1.5","60","33","37.5"
"2014","Part Time","23.44","22","5062","10","15","30","40","41","23.15","23.73","1","54","21","24"
"2015","Full Time","38.85","40","7815","35","38","40","40","50","38.75","38.95","3.5","72","40","40"
"2015","Not Working","31.53","38.98","1282","10","20","40","40","46","30.89","32.17","2","70","39","40"
"2015","Part Time","24.29","25","4668","10","16","32","40","41","23.99","24.59","1","77","24","25"
"2016","Full Time","38.77","40","7634","35","38","40","40","48","38.67","38.87","1.7","77","40","40"
"2016","Not Working","24.3","25.62","349","4","10","40","40","45","22.86","25.74","1","65","25","32"
"2016","Part Time","24.19","25","4678","10","15","32.5","40","40","23.89","24.49","1","60","23","25"
"2017","Full Time","38.82","40","8768","35","38","40","40","50","38.73","38.91","2","75","40","40"
"2017","Not Working","26.08","30","727","7","12","40","40","45","25.08","27.08","0.6","60","30","35"
"2017","Part Time","24.23","25","5289","10","16","32","40","41","23.95","24.51","0.8","62","24","25"
"2018","Full Time","38.86","40","8485","35","38","40","40","48","38.77","38.95","3","80","40","40"
"2018","Not Working","26.73","30","836","7","16","40","40","42","25.84","27.62","0.4","60","33","38"
"2018","Part Time","24.07","25","5385","10","16","32","40","40","23.79","24.35","1","60","24","25"
"2019","Full Time","38.66","40","8141","35","38","40","40","48","38.56","38.76","2","75","40","40"
"2019","Not Working","28.35","30","729","8","20","40","40","47","27.39","29.31","1","60","35","38"
"2019","Part Time","24.85","25","5107","10","18","33","40","42","24.56","25.14","1","60","25","25"
