"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","37.73","40","631","24","40","40","42","60","37.01","38.45","6","80","40","40"
"1984","lower secondary degree","37.59","40","2878","23","40","40","40","60","37.28","37.9","0","80","40","40"
"1984","no degree/no degree yet","38.53","40","643","35","40","40","40","54","38.04","39.02","4","70","40","40"
"1984","Other degree","39.58","40","1017","40","40","40","40","65","39.23","39.93","5","70","40","40"
"1984","secondary school degree","38.01","40","1068","24","40","40","40","60","37.5","38.52","1","80","40","40"
"1985","college entrance qualification","36.95","40","590","24","40","40","40","49","36.3","37.6","5","66","40","40"
"1985","lower secondary degree","37.13","40","2522","22","40","40","40","50","36.82","37.44","3","74","40","40"
"1985","no degree/no degree yet","38.54","40","497","36","40","40","40","56","37.96","39.12","4","72","40","40"
"1985","Other degree","39.07","40","846","38","40","40","40","60","38.7","39.44","7","70","40","40"
"1985","secondary school degree","37.2","40","1000","23","40","40","40","45","36.72","37.68","1","60","40","40"
"1986","college entrance qualification","36.95","40","614","25","39","40","40","50","36.32","37.58","2","66","40","40"
"1986","lower secondary degree","37.06","40","2429","25","38","40","40","50","36.76","37.36","3","60","40","40"
"1986","no degree/no degree yet","38.08","40","460","35","39","40","40","48","37.52","38.64","5","56","40","40"
"1986","Other degree","38.92","40","786","38","39","40","40","48","38.55","39.29","7","60","40","40"
"1986","secondary school degree","37.47","40","977","25","39","40","40","45","37.03","37.91","3","76","40","40"
"1987","college entrance qualification","36.42","40","617","23","38","40","40","46","35.76","37.08","4","60","40","40"
"1987","lower secondary degree","36.91","40","2415","23","38","40","40","50","36.6","37.22","1","72","40","40"
"1987","no degree/no degree yet","36.83","40","440","22","38","40","40","55","36.15","37.51","2","55","40","40"
"1987","Other degree","38.84","40","773","38","38.5","40","40","50","38.46","39.22","5","80","40","40"
"1987","secondary school degree","37.22","40","994","25","38","40","40","45","36.79","37.65","2","60","40","40"
"1988","college entrance qualification","36.34","40","608","23","38","40","40","46","35.68","37","2","56","40","40"
"1988","lower secondary degree","36.72","40","2285","24","38","40","40","50","36.41","37.03","2","72","40","40"
"1988","no degree/no degree yet","36.71","40","385","30","38","40","40","42","36.01","37.41","2","49","40","40"
"1988","Other degree","38.13","40","693","35","38","40","40","50","37.7","38.56","4","70","39","40"
"1988","secondary school degree","36.72","40","984","24","38","40","40","45","36.25","37.19","3","60","40","40"
"1989","college entrance qualification","35.9","40","618","20","37.5","40","40","43","35.24","36.56","2","50","39","40"
"1989","lower secondary degree","36.47","39","2261","22","37.5","40","40","50","36.15","36.79","4","68","39","40"
"1989","no degree/no degree yet","36.89","39","373","30","37.5","40","40","45","36.15","37.63","2","60","38","40"
"1989","Other degree","38.01","40","683","37","38","40","40","48","37.61","38.41","2","60","38.5","39"
"1989","secondary school degree","36.8","39","976","23","38","40","40","50","36.34","37.26","3","77","39","40"
"1990","college entrance qualification","36.68","39","1007","24","37.5","40","43.8","45","36.2","37.16","4","70","39","40"
"1990","lower secondary degree","36.7","38.5","3284","24","37.5","40","43.8","50","36.43","36.97","2","76","39","39"
"1990","no degree/no degree yet","36.6","38.5","351","30","37.5","40","40","47.5","35.84","37.36","5","48","38","39"
"1990","Other degree","38.22","38.5","686","35","37.5","40","40","60","37.77","38.67","9","80","38.5","38.5"
"1990","secondary school degree","38.27","39","2613","30","38","43","43.8","48","38.01","38.53","1.4","72","40","40"
"1991","college entrance qualification","35.69","38.5","985","21.5","37","40","40","50","35.21","36.17","1.5","56","38.5","39"
"1991","lower secondary degree","35.99","38.5","2955","22","37","40","40","50","35.71","36.27","0.2","74","38.5","38.5"
"1991","no degree/no degree yet","35.55","38","361","20","37.5","40","40","54","34.72","36.38","4","55","37.5","38"
