"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","38.1","40","465","30","40","40","40","47","37.48","38.72","4","52","40","40"
"1985","16-34 y.","Urban Area","38.45","40","1878","36","40","40","40","50","38.15","38.75","2","74","40","40"
"1985","35-65 y.","Rural Area","36.36","40","551","20","40","40","40","52","35.65","37.07","3","56","40","40"
"1985","35-65 y.","Urban Area","36.55","40","2618","20","39","40","40","50","36.25","36.85","4","72","40","40"
"1985","66 and older","Rural Area","","","","","","","","","","","","","",""
"1985","66 and older","Urban Area","","","","","","","","","","","","","",""
"1986","16-34 y.","Rural Area","38.19","40","487","30","39","40","40","54","37.58","38.8","5","60","40","40"
"1986","16-34 y.","Urban Area","38.24","40","1878","35","39","40","40","50","37.96","38.52","2","76","40","40"
"1986","35-65 y.","Rural Area","36.64","40","516","22","38","40","40","50","35.97","37.31","4","56","40","40"
"1986","35-65 y.","Urban Area","36.54","40","2451","22","38","40","40","48","36.25","36.83","3","60","40","40"
"1986","66 and older","Rural Area","","","","","","","","","","","","","",""
"1986","66 and older","Urban Area","","","","","","","","","","","","","",""
"1987","16-34 y.","Rural Area","37.92","40","495","30","38.5","40","40","55","37.32","38.52","1","64","40","40"
"1987","16-34 y.","Urban Area","37.98","40","1875","35","38.5","40","40","48","37.69","38.27","2","80","40","40"
"1987","35-65 y.","Rural Area","35.74","40","538","20","38","40","40","50","35.03","36.45","4","65","40","40"
"1987","35-65 y.","Urban Area","36.51","40","2416","22","38","40","40","50","36.21","36.81","2","80","40","40"
"1987","66 and older","Rural Area","","","","","","","","","","","","","",""
"1987","66 and older","Urban Area","","","","","","","","","","","","","",""
"1988","16-34 y.","Rural Area","38.2","40","453","32","38","40","40","50","37.65","38.75","6","60","40","40"
"1988","16-34 y.","Urban Area","37.69","40","1815","35","38","40","40","48","37.37","38.01","2","72","40","40"
"1988","35-65 y.","Rural Area","35.88","40","483","20","37","40","40","56","35.11","36.65","5","62","40","40"
"1988","35-65 y.","Urban Area","36.04","40","2294","20","38","40","40","45","35.73","36.35","2","70","40","40"
"1988","66 and older","Rural Area","","","","","","","","","","","","","",""
"1988","66 and older","Urban Area","","","","","","","","","","","","","",""
"1989","16-34 y.","Rural Area","38.34","40","441","37","38","40","40","66","37.72","38.96","11","77","40","40"
"1989","16-34 y.","Urban Area","37.11","39","1857","30","38","40","40","48","36.8","37.42","2","60","39","40"
"1989","35-65 y.","Rural Area","36.46","40","493","20","37","40","40","60","35.65","37.27","5","76","39","40"
"1989","35-65 y.","Urban Area","35.92","39","2211","21","37","40","40","45","35.61","36.23","2","66","38.5","39"
"1989","66 and older","Rural Area","","","","","","","","","","","","","",""
"1989","66 and older","Urban Area","","","","","","","","","","","","","",""
"1990","16-34 y.","Rural Area","39.3","40","1284","35","38.5","43.7","43.8","50","38.94","39.66","2","76","40","40"
"1990","16-34 y.","Urban Area","37.32","38.5","2214","31","37.5","40","42.5","48","37.03","37.61","4","72","38.5","39"
"1990","35-65 y.","Rural Area","37.8","40","1644","25","37.5","43.7","43.8","54","37.42","38.18","1.4","70","40","42"
"1990","35-65 y.","Urban Area","36.22","38.5","2836","22","37","40","43.5","48","35.94","36.5","2","80","38.5","39"
"1990","66 and older","Rural Area","","","","","","","","","","","","","",""
"1990","66 and older","Urban Area","","","","","","","","","","","","","",""
"1991","16-34 y.","Rural Area","37.69","40","1133","30","38","40","42","50","37.32","38.06","4","66","40","40"
"1991","16-34 y.","Urban Area","36.82","38.5","2108","30","37.5","40","40","48","36.53","37.11","1.5","72","38.5","38.5"
"1991","35-65 y.","Rural Area","36.68","39.27","1455","23.7","37.5","40","43","50","36.3","37.06","0","74","40","40"
"1991","35-65 y.","Urban Area","35.49","38.5","2769","20","37","40","40","48","35.2","35.78","0.2","72","38.5","38.5"
"1991","66 and older","Rural Area","","","","","","","","","","","","","",""
"1991","66 and older","Urban Area","","","","","","","","","","","","","",""
"1992","16-34 y.","Rural Area","37.47","39.5","1000","30","37.5","40","40","50","37.09","37.85","2","72","40","40"
"1992","16-34 y.","Urban Area","36.64","38.5","2008","28.8","37.5","40","40","48","36.34","36.94","1","70","38.5","38.5"
"1992","35-65 y.","Rural Area","36.12","38.5","1280","22","37","40","40","50","35.72","36.52","3","64","40","40"
"1992","35-65 y.","Urban Area","35.34","38.5","2622","20","37","39","40","48","35.05","35.63","0.6","66","38","38.5"
"1992","66 and older","Rural Area","","","","","","","","","","","","","",""
"1992","66 and older","Urban Area","","","","","","","","","","","","","",""
"1993","16-34 y.","Rural Area","37.22","39","964","27.5","37.5","40","40","50","36.83","37.61","1","70","40","40"
"1993","16-34 y.","Urban Area","36.6","38.5","1968","30","37.5","40","40","47","36.31","36.89","0.8","58","38","38.5"
"1993","35-65 y.","Rural Area","35.92","38.5","1217","23.1","37","40","40","48","35.52","36.32","6","60","40","40"
"1993","35-65 y.","Urban Area","35.2","38","2568","20","37","39","40","48","34.9","35.5","0","68","38","38"
"1993","66 and older","Rural Area","","","","","","","","","","","","","",""
"1993","66 and older","Urban Area","","","","","","","","","","","","","",""
"1994","16-34 y.","Rural Area","36.6","39","922","24","37.5","40","40","50","36.16","37.04","0.6","60","40","40"
"1994","16-34 y.","Urban Area","36.65","38.5","1892","30","37.5","40","40","50","36.35","36.95","3.5","72","38.5","38.5"
"1994","35-65 y.","Rural Area","35.98","38.5","1211","24","37","40","40","50","35.56","36.4","0","70","40","40"
"1994","35-65 y.","Urban Area","34.94","38","2436","20","36","39","40","45","34.62","35.26","0","72","38","38.5"
"1994","66 and older","Rural Area","","","","","","","","","","","","","",""
"1994","66 and older","Urban Area","","","","","","","","","","","","","",""
"1995","16-34 y.","Rural Area","36.26","38.5","986","23","37","40","40","48","35.81","36.71","4","60","39","40"
"1995","16-34 y.","Urban Area","36.37","38.5","1947","30","37.4","40","40","50","36.04","36.7","0.4","72","38","38.5"
"1995","35-65 y.","Rural Area","35.43","38.5","1287","20","36","40","40","48","34.99","35.87","4","72","39","40"
"1995","35-65 y.","Urban Area","34.5","38","2519","20","35","39","40","49","34.18","34.82","2","60","38","38"
"1995","66 and older","Rural Area","","","","","","","","","","","","","",""
"1995","66 and older","Urban Area","","","","","","","","","","","","","",""
"1996","16-34 y.","Rural Area","36.17","38.5","915","24","37","40","40","48","35.73","36.61","2.5","61","39","39"
"1996","16-34 y.","Urban Area","36.22","38.5","1861","26.8","37","40","40","48","35.89","36.55","0.3","60","38.5","38.5"
"1996","35-65 y.","Rural Area","35.55","38.5","1288","22","35","40","40","48","35.14","35.96","3","60","39","39"
"1996","35-65 y.","Urban Area","34.37","38","2443","20","35","39","40","48","34.04","34.7","0.5","60","37.5","38"
"1996","66 and older","Rural Area","","","","","","","","","","","","","",""
"1996","66 and older","Urban Area","","","","","","","","","","","","","",""
"1997","16-34 y.","Rural Area","36.87","39","849","28.8","37.5","40","40","47.5","36.43","37.31","2","62","39","40"
"1997","16-34 y.","Urban Area","35.88","38.5","1773","24","37","40","40","48","35.53","36.23","2","60","38","38.5"
"1997","35-65 y.","Rural Area","35.5","38.5","1233","22","35","40","40","45","35.09","35.91","2.5","70","38.5","39.5"
"1997","35-65 y.","Urban Area","34.6","38","2304","20","35","39","40","50","34.26","34.94","1","80","38","38"
"1997","66 and older","Rural Area","","","","","","","","","","","","","",""
"1997","66 and older","Urban Area","","","","","","","","","","","","","",""
"1998","16-34 y.","Rural Area","36.43","38.5","908","25","37.5","40","40","45","35.97","36.89","4","72","38.5","39.5"
"1998","16-34 y.","Urban Area","35.87","38.5","1840","24","36.5","40","40","48","35.52","36.22","2","60","38","38.5"
"1998","35-65 y.","Rural Area","35.21","38.5","1383","20","35","40","40","48","34.79","35.63","3","60","38.5","39"
"1998","35-65 y.","Urban Area","34.41","38","2612","20","35","39","40","48","34.09","34.73","2","60","38","38"
"1998","66 and older","Rural Area","","","","","","","","","","","","","",""
"1998","66 and older","Urban Area","","","","","","","","","","","","","",""
"1999","16-34 y.","Rural Area","36.35","38.5","917","24","36.5","40","40","48","35.87","36.83","5","62","38.5","40"
"1999","16-34 y.","Urban Area","35.6","38.5","1786","20","37","40","40","47","35.23","35.97","3","60","38.5","38.5"
"1999","35-65 y.","Rural Area","35.11","38.5","1406","20","35","40","40","48","34.67","35.55","2","70","38.5","39"
"1999","35-65 y.","Urban Area","34.44","38","2601","20","35","39","40","50","34.11","34.77","2","70","38","38"
"1999","66 and older","Rural Area","","","","","","","","","","","","","",""
"1999","66 and older","Urban Area","","","","","","","","","","","","","",""
"2000","16-34 y.","Rural Area","36.69","39","1405","27","37.5","40","40","47","36.3","37.08","3","60","39","40"
"2000","16-34 y.","Urban Area","35.35","38.5","2589","20","36","40","40","47.5","35.02","35.68","2","70","38.5","38.5"
"2000","35-65 y.","Rural Area","34.95","38.5","2434","20","35","40","40","48","34.61","35.29","2","70","38.5","38.5"
"2000","35-65 y.","Urban Area","34.39","38","4713","20","35","40","40","48","34.14","34.64","1","77","38","38"
"2000","66 and older","Rural Area","","","","","","","","","","","","","",""
"2000","66 and older","Urban Area","","","","","","","","","","","","","",""
"2001","16-34 y.","Rural Area","36.34","38.5","1236","25","37.5","40","40","48","35.87","36.81","2","72","38.5","39"
"2001","16-34 y.","Urban Area","34.82","38.5","2357","19","35","40","40","49","34.45","35.19","1","60","38","38.5"
"2001","35-65 y.","Rural Area","34.52","38.5","2302","20","34","40","40","47","34.16","34.88","2","60","38.5","38.5"
"2001","35-65 y.","Urban Area","34.05","38","4546","20","31","40","40","50","33.78","34.32","1","75","38","38"
"2001","66 and older","Rural Area","","","","","","","","","","","","","",""
