"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","Rural Area","39.75","40","763","40","40","40","40","51","39.48","40.02","8","56","40","40"
"1985","Full Time","Urban Area","39.87","40","3417","40","40","40","40","50","39.76","39.98","8","74","40","40"
"1985","Not Working","Rural Area","","","","","","","","","","","","","",""
"1985","Not Working","Urban Area","34.62","40","99","15","30","40","40","54","32.45","36.79","2","54","40","40"
"1985","Part Time","Rural Area","29.55","30","233","15","20","40","40","49","28.08","31.02","3","50","26","40"
"1985","Part Time","Urban Area","29.33","30","991","15","20","40","40","45","28.64","30.02","1","70","30","36"
"1986","Full Time","Rural Area","39.96","40","749","38","40","40","40","50","39.75","40.17","10","60","40","40"
"1986","Full Time","Urban Area","39.6","40","3308","38","40","40","40","50","39.5","39.7","10","76","40","40"
"1986","Not Working","Rural Area","","","","","","","","","","","","","",""
"1986","Not Working","Urban Area","34.27","40","81","15","35","40","40","47","31.87","36.67","4","56","39","40"
"1986","Part Time","Rural Area","29.86","30","233","15","20","40","40","48","28.46","31.26","4","54","27","38"
"1986","Part Time","Urban Area","29.52","30","947","15","20","40","40","45","28.84","30.2","2","66","30","37"
"1987","Full Time","Rural Area","39.67","40","767","38","39","40","40","50","39.43","39.91","4","65","40","40"
"1987","Full Time","Urban Area","39.59","40","3348","38","38.5","40","40","50","39.49","39.69","8","80","40","40"
"1987","Not Working","Rural Area","","","","","","","","","","","","","",""
"1987","Not Working","Urban Area","32.14","40","59","10","21","40","40","52","28.47","35.81","2","60","38","40"
"1987","Part Time","Rural Area","28.63","27","247","12","20","40","40","50","27.22","30.04","4","64","25","38"
"1987","Part Time","Urban Area","28.11","25.98","891","15","20","40","40","45","27.4","28.82","2","80","28","31"
"1988","Full Time","Rural Area","39.73","40","688","38","38.5","40","40","53","39.49","39.97","10","62","40","40"
"1988","Full Time","Urban Area","39.31","40","3175","38","38.5","40","40","48","39.22","39.4","5","72","40","40"
"1988","Not Working","Rural Area","","","","","","","","","","","","","",""
"1988","Not Working","Urban Area","32.15","38","65","11","25","40","40","45","28.97","35.33","2","48","36","40"
"1988","Part Time","Rural Area","29.27","30","234","14","20","40","40","60","27.83","30.71","5","60","27","38"
"1988","Part Time","Urban Area","27.38","25","877","12","20","40","40","42","26.65","28.11","2","70","25","30"
"1989","Full Time","Rural Area","39.95","40","702","37","38","40","42","66","39.6","40.3","14","77","40","40"
"1989","Full Time","Urban Area","39.06","40","3167","37","38","40","40","48","38.96","39.16","15","66","40","40"
"1989","Not Working","Rural Area","","","","","","","","","","","","","",""
"1989","Not Working","Urban Area","30.87","38","85","12","20","40","40","40","28.46","33.28","5","50","35","39"
"1989","Part Time","Rural Area","29.76","30","222","14","20","40","40","60","28.32","31.2","5","60","27","37.5"
"1989","Part Time","Urban Area","26.99","25","824","12","20","39","40","41","26.25","27.73","2","50","25","30"
"1990","Full Time","Rural Area","39.11","39","732","37","38","40","40","56","38.86","39.36","13","60","39","39"
"1990","Full Time","Urban Area","38.63","38.5","3041","37","37.5","40","40","48","38.51","38.75","15","80","38.5","38.5"
"1990","Not Working","Rural Area","","","","","","","","","","","","","",""
"1990","Not Working","Urban Area","29.19","35","66","10","18","39","40","47.5","26.29","32.09","6","47.5","25","38.5"
"1990","Part Time","Rural Area","26.97","26","216","10.5","20","38.5","40","40","25.52","28.42","1.4","40.8","24","30"
"1990","Part Time","Urban Area","26.86","25","824","12","20","38.5","40","42","26.13","27.59","2","54","25","30"
"1991","Full Time","Rural Area","38.82","38.5","726","37","37.5","40","40","50","38.58","39.06","20","74","38.5","38.5"
"1991","Full Time","Urban Area","38.54","38.5","3059","37","37.5","39","40","49","38.44","38.64","8","72","38.5","38.5"
"1991","Not Working","Rural Area","","","","","","","","","","","","","",""
"1991","Not Working","Urban Area","28.18","37","85","7","12","39","40","48","25.16","31.2","0.2","60","32","38.5"
"1991","Part Time","Rural Area","26.05","25","236","12","19.5","37.5","40","50","24.67","27.43","4","50","22","27"
"1991","Part Time","Urban Area","25.22","23.04","829","12","19.3","37","39","40","24.51","25.93","1.5","72","24","25"
"1992","Full Time","Rural Area","39.31","40","1744","37.5","38.5","40","41","50","39.16","39.46","15","72","40","40"
"1992","Full Time","Urban Area","38.71","38.5","3646","37","37.5","40","40","48","38.62","38.8","6","70","38.5","38.5"
"1992","Not Working","Rural Area","37.32","39.84","36","30","35","40","40","56","35.26","39.38","12","56","38.5","40"
"1992","Not Working","Urban Area","27.4","36","65","3","19","39","40","40","24.21","30.59","0.8","40","30","38.5"
"1992","Part Time","Rural Area","28.55","30","501","15","20","40","40","45","27.64","29.46","2","64","30","35"
"1992","Part Time","Urban Area","25.52","24.84","920","12","19.3","37.5","40","42","24.84","26.2","0.6","50","25","28"
"1993","Full Time","Rural Area","39.15","40","1681","37","38","40","40","51.5","39","39.3","17.5","70","40","40"
"1993","Full Time","Urban Area","38.45","38.5","3514","37","37.5","40","40","48","38.35","38.55","0","68","38.5","38.5"
"1993","Not Working","Rural Area","32.1","38.06","55","15.6","22","40","40","40","29.38","34.82","1","42.5","38","40"
"1993","Not Working","Urban Area","31.99","37.5","90","18","20","40","40","42.5","29.66","34.32","0.8","60","37.5","38.5"
"1993","Part Time","Rural Area","27.99","27.53","447","12.5","20","38.5","40","43.7","27.04","28.94","6","60","30","33.5"
"1993","Part Time","Urban Area","26.07","25","936","11.5","20","37.5","39.5","42","25.39","26.75","2","53","25","28.5"
"1994","Full Time","Rural Area","38.79","40","1638","36.7","38","40","40","50","38.61","38.97","0","70","40","40"
"1994","Full Time","Urban Area","38.49","38.5","3323","36.5","37.5","40","40","50","38.38","38.6","0","72","38.5","38.5"
"1994","Not Working","Rural Area","33.85","38.27","38","20","32","40","40","44","30.19","37.51","3","44","34","40"
"1994","Not Working","Urban Area","33.32","37.5","78","18","28.8","39.5","40","60","30.44","36.2","0","60","32","37.5"
"1994","Part Time","Rural Area","28.08","30","459","10","20","38.5","40","44","27.12","29.04","2","56","30","33"
"1994","Part Time","Urban Area","25.35","24","931","12","19.3","35","39","42.5","24.69","26.01","0.8","50","25","28"
"1995","Full Time","Rural Area","38.55","39","1698","36","38","40","40","48.5","38.37","38.73","5","60","40","40"
"1995","Full Time","Urban Area","38.4","38.5","3288","36","37.5","40","40","52.5","38.28","38.52","3.5","72","38.5","38.5"
"1995","Not Working","Rural Area","36.16","38.5","58","20","35","40","40","72","33.47","38.85","4","72","38","40"
"1995","Not Working","Urban Area","29.77","38","82","8","19","39","40","42.5","27.16","32.38","0.4","42.5","35","38.5"
"1995","Part Time","Rural Area","26.88","27.5","518","10","20","38","40","44","25.96","27.8","4","60","30","32"
"1995","Part Time","Urban Area","25.72","25","1104","10","19.3","37.5","39.5","40","25.1","26.34","2","48","25","29"
"1996","Full Time","Rural Area","38.87","39","1647","37","38","40","40","50","38.73","39.01","16","61","40","40"
"1996","Full Time","Urban Area","38.3","38.5","3080","35.5","37.5","40","40","50","38.2","38.4","7.5","60","38.5","38.5"
"1996","Not Working","Rural Area","30.76","34.81","50","8","25","40","40","40","27.75","33.77","5","40","35","40"
"1996","Not Working","Urban Area","30.03","36.82","80","10","19","38.5","40","44","27.46","32.6","5","46","35","38.5"
"1996","Part Time","Rural Area","27.62","30","507","12","20","37","40","42","26.74","28.5","2.5","60","30","32"
"1996","Part Time","Urban Area","26.05","25","1147","10","19.5","35","39","40","25.45","26.65","0.3","60","26","30"
"1997","Full Time","Rural Area","38.83","39.5","1566","36.5","38","40","40","47.5","38.66","39","8","70","40","40"
"1997","Full Time","Urban Area","38.2","38.5","2979","35","37.5","40","40","50","38.07","38.33","3","80","38.5","38.5"
"1997","Not Working","Rural Area","32.12","40","36","11.5","20","40","40","40","28.82","35.42","10","40","38","40"
"1997","Not Working","Urban Area","26.09","24.6","54","9","10","40","40","50","22.75","29.43","2","50","27","38.5"
"1997","Part Time","Rural Area","28.43","30","482","12","20","38.2","40","40.5","27.53","29.33","2","50","30","34"
"1997","Part Time","Urban Area","26.3","25","1049","12","19.5","35","39.5","41.5","25.68","26.92","1","60","26","30"
"1998","Full Time","Rural Area","38.74","39.02","1679","36","38","40","40","48","38.57","38.91","8","72","40","40"
"1998","Full Time","Urban Area","38.33","38.5","3152","35.5","37.5","40","40","49","38.21","38.45","5","60","38.5","38.5"
"1998","Not Working","Rural Area","33.97","38.83","37","15","33","40","40","50","30.51","37.43","5","50","36","40"
"1998","Not Working","Urban Area","26.2","35","67","8","11","38.5","40","45","22.93","29.47","3","45","30","38"
"1998","Part Time","Rural Area","27.23","28.8","577","10","20","37.5","40","42","26.38","28.08","3","48","29","30"
"1998","Part Time","Urban Area","26.65","27.5","1242","11","20","35","40","42","26.07","27.23","2","52.5","27","30"
