"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"1984","16-34 y.","(1a) inadequately completed","38.82","40","163","35","40","40","40","54","37.7","39.94","4","70","40","40"
"1984","16-34 y.","(1b) general elementary school","37.94","40","557","25","40","40","40","60","37.31","38.57","0","60","40","40"
"1984","16-34 y.","(1c) basic vocational qualification","39.41","40","919","40","40","40","42","60","38.99","39.83","5","72","40","40"
"1984","16-34 y.","(2a) intermediate vocational","39.08","40","453","39","40","40","42","60","38.37","39.79","1","77","40","40"
"1984","16-34 y.","(2b) intermediate general qualification","39.38","40","179","38","40","40","40","48","38.72","40.04","10","60","40","40"
"1984","16-34 y.","(2c_gen) general maturity certificate","33.65","40","103","10","30","40","40","50","31.53","35.77","6","60","40","40"
"1984","16-34 y.","(2c_voc) vocational maturity certificate","38.4","40","131","31","40","40","40","50","37.19","39.61","6","66","40","40"
"1984","16-34 y.","(3a) lower tertiary education","40.01","40","46","40","40","40","40","66","38.6","41.42","28","66","40","40"
"1984","16-34 y.","(3b) higher tertiary education","36","40","114","20","32","40","42","60","34.06","37.94","8","65","40","40"
"1984","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"1984","35-65 y.","(1a) inadequately completed","38.82","40","477","40","40","40","40","55","38.3","39.34","10","60","40","40"
"1984","35-65 y.","(1b) general elementary school","34.77","40","727","20","30","40","40","56","34.11","35.43","3","70","40","40"
"1984","35-65 y.","(1c) basic vocational qualification","38","40","1484","25","40","40","40","60","37.59","38.41","2","80","40","40"
"1984","35-65 y.","(2a) intermediate vocational","36.77","40","364","20","40","40","40","60","35.77","37.77","8","80","40","40"
"1984","35-65 y.","(2b) intermediate general qualification","33.88","40","32","15","20","40","40","60","29.67","38.09","12","60","20","40"
"1984","35-65 y.","(2c_gen) general maturity certificate","35.49","40","33","13","35","40","40","40","32.54","38.44","10","60","40","40"
