"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","Female","35.15","40","539","20","30","40","40","50","34.42","35.88","5","65","40","40"
"1984","(Married) couple without C.","Male","40.72","40","688","40","40","40","43","60","40.35","41.09","8","80","40","40"
"1984","1-pers.-HH","Female","36.84","40","224","24","40","40","40","48","35.82","37.86","4","54","40","40"
"1984","1-pers.-HH","Male","39.9","40","331","40","40","40","40","65","39.22","40.58","4","66","40","40"
"1984","Couple + C. GT 16 ","Female","33.27","40","420","20","25","40","40","50","32.34","34.2","6","60","40","40"
"1984","Couple + C. GT 16 ","Male","40.29","40","683","40","40","40","41","56","39.96","40.62","9","70","40","40"
"1984","Couple + C. LE 16","Female","27.62","25","549","11","20","40","40","60","26.61","28.63","1","77","30","40"
"1984","Couple + C. LE 16","Male","41.04","40","1250","40","40","40","45","60","40.79","41.29","8","75","40","40"
"1984","Couple + C. LE and GT 16","Female","33.4","40","330","15","25","40","40","70","32.21","34.59","3","74","40","40"
"1984","Couple + C. LE and GT 16","Male","40.69","40","631","40","40","40","42","60","40.37","41.01","8","80","40","40"
"1984","Single parent","Female","35.34","40","178","20","30","40","40","55","34.04","36.64","5","72","40","40"
"1984","Single parent","Male","39.87","40","115","40","40","40","42","65","38.82","40.92","0","65","40","40"
"1985","(Married) couple without C.","Female","35.19","40","493","20","30","40","40","45","34.49","35.89","5","54","40","40"
"1985","(Married) couple without C.","Male","39.93","40","591","40","40","40","40","52","39.64","40.22","8","66","40","40"
"1985","1-pers.-HH","Female","37.47","40","209","25","40","40","40","48","36.35","38.59","1","74","40","40"
"1985","1-pers.-HH","Male","38.81","40","291","38","40","40","40","56","38.06","39.56","5","66","40","40"
"1985","Couple + C. GT 16 ","Female","33.22","40","426","20","24","40","40","45","32.31","34.13","5","50","40","40"
"1985","Couple + C. GT 16 ","Male","39.55","40","643","40","40","40","40","45","39.25","39.85","4","50","40","40"
"1985","Couple + C. LE 16","Female","26.9","24","468","14","20","40","40","45","25.88","27.92","4","60","25","35"
"1985","Couple + C. LE 16","Male","40.12","40","1055","39","40","40","40","52","39.89","40.35","8","72","40","40"
"1985","Couple + C. LE and GT 16","Female","33.34","40","256","18","25","40","40","47","32.07","34.61","3","50","40","40"
"1985","Couple + C. LE and GT 16","Male","39.79","40","534","40","40","40","40","48","39.44","40.14","8","70","40","40"
"1985","Single parent","Female","35.91","40","180","24","36","40","40","46","34.77","37.05","8","50","40","40"
"1985","Single parent","Male","40.5","40","100","40","40","40","40","58","39.51","41.49","30","70","40","40"
"1986","(Married) couple without C.","Female","34.76","40","514","20","30","40","40","45","34.05","35.47","2","54","40","40"
"1986","(Married) couple without C.","Male","39.54","40","604","38","40","40","40","50","39.2","39.88","8","76","40","40"
"1986","1-pers.-HH","Female","37.94","40","195","30","39","40","40","48","37.06","38.82","10","54","40","40"
"1986","1-pers.-HH","Male","39.59","40","275","38","40","40","40","50","39.19","39.99","19","60","40","40"
"1986","Couple + C. GT 16 ","Female","33.18","40","448","20","25","40","40","43","32.31","34.05","3","60","39","40"
"1986","Couple + C. GT 16 ","Male","39.57","40","674","38","39","40","40","46","39.34","39.8","10","66","40","40"
"1986","Couple + C. LE 16","Female","27.24","25","418","12","20","40","40","40","26.21","28.27","4","46","28","36"
"1986","Couple + C. LE 16","Male","39.77","40","944","38","40","40","40","52","39.56","39.98","17","60","40","40"
"1986","Couple + C. LE and GT 16","Female","33.31","40","252","18","25","40","40","50","32.07","34.55","4","56","40","40"
"1986","Couple + C. LE and GT 16","Male","39.73","40","491","38","40","40","40","48","39.52","39.94","18","60","40","40"
"1986","Single parent","Female","35.84","40","159","22","37","40","40","48","34.54","37.14","10","48","40","40"
"1986","Single parent","Male","39.5","40","95","38","40","40","40","45","38.68","40.32","8","48","40","40"
"1987","(Married) couple without C.","Female","34.96","40","511","20","30.5","40","40","45","34.29","35.63","4","50","39","40"
"1987","(Married) couple without C.","Male","39.31","40","599","38","39","40","40","50","38.95","39.67","5","60","40","40"
"1987","1-pers.-HH","Female","36.98","40","186","25","38","40","40","50","35.91","38.05","4","55","40","40"
"1987","1-pers.-HH","Male","39.11","40","268","38","39","40","40","60","38.4","39.82","5","60","40","40"
"1987","Couple + C. GT 16 ","Female","32.93","39","463","20","25","40","40","45","32.05","33.81","2","80","38.5","40"
"1987","Couple + C. GT 16 ","Male","39.5","40","711","38","38.5","40","40","55","39.19","39.81","4","80","40","40"
"1987","Couple + C. LE 16","Female","26.46","25","405","12","20","38.5","40","42","25.4","27.52","1","48","26","35"
"1987","Couple + C. LE 16","Male","39.84","40","937","38","39","40","40","52","39.63","40.05","17","66","40","40"
"1987","Couple + C. LE and GT 16","Female","32.6","40","244","15","20","40","40","60","31.33","33.87","4","64","39","40"
"1987","Couple + C. LE and GT 16","Male","39.23","40","441","38","38.5","40","40","45","38.9","39.56","8","56","40","40"
"1987","Single parent","Female","34.77","40","166","20","32","40","40","48","33.37","36.17","3","48","38.5","40"
"1987","Single parent","Male","39.23","40","100","38","38.5","40","40","45","38.68","39.78","20","45","40","40"
"1988","(Married) couple without C.","Female","34.97","39.26","491","20","31","40","40","45","34.28","35.66","4","52","39","40"
"1988","(Married) couple without C.","Male","39.22","40","581","38","38.5","40","40","50","38.89","39.55","6","70","40","40"
"1988","1-pers.-HH","Female","36.8","40","188","28","38","40","40","48","35.77","37.83","4","50","40","40"
"1988","1-pers.-HH","Male","39.04","40","243","38","38.5","40","40","50","38.55","39.53","5","56","40","40"
"1988","Couple + C. GT 16 ","Female","32.41","38.5","452","19","22","40","40","45","31.51","33.31","3","50","38.5","40"
"1988","Couple + C. GT 16 ","Male","39.01","40","725","38","38","40","40","45","38.72","39.3","3","65","40","40"
"1988","Couple + C. LE 16","Female","24.95","21.89","371","10","20","38","40","41","23.81","26.09","2","45","24","30"
"1988","Couple + C. LE 16","Male","39.44","40","876","38","38.5","40","40","50","39.21","39.67","6","60","40","40"
"1988","Couple + C. LE and GT 16","Female","31.8","38","205","18","21","40","40","42","30.39","33.21","4","50","38","40"
"1988","Couple + C. LE and GT 16","Male","39.49","40","386","38","38.5","40","40","50","39.17","39.81","6","60","40","40"
"1988","Single parent","Female","35.56","40","162","20","35","40","40","72","34.19","36.93","2","72","38.5","40"
"1988","Single parent","Male","40.25","40","105","38","38.5","40","43","60","39.34","41.16","15","62","40","40"
"1989","(Married) couple without C.","Female","34.75","39","521","20","30","40","40","45","34.03","35.47","6","77","38.5","39"
"1989","(Married) couple without C.","Male","39","40","586","37","38","40","40","56","38.65","39.35","6","66","39","40"
"1989","1-pers.-HH","Female","37.18","39","203","27","38","40","40","50","36.23","38.13","10","55","39","40"
"1989","1-pers.-HH","Male","38.51","40","262","37","38","40","40","46","37.96","39.06","6","48","39","40"
"1989","Couple + C. GT 16 ","Female","32.39","38","439","17","24","40","40","45","31.5","33.28","3","60","38","39"
"1989","Couple + C. GT 16 ","Male","39.06","40","723","37","38","40","40","50","38.75","39.37","5","60","39","40"
"1989","Couple + C. LE 16","Female","25.43","21","373","11","20","37.5","40","40","24.29","26.57","2","48","24","30"
"1989","Couple + C. LE 16","Male","39.2","40","850","37","38","40","40","49","38.99","39.41","20","60","40","40"
"1989","Couple + C. LE and GT 16","Female","32.32","38","198","17","24","40","40","48","30.96","33.68","8","60","38","40"
"1989","Couple + C. LE and GT 16","Male","39.08","40","341","37","38","40","40","50","38.76","39.4","24","60","39","40"
"1989","Single parent","Female","33.53","38","142","20","25","40","40","63","31.89","35.17","6","76","37.5","39"
"1989","Single parent","Male","39.38","40","99","37","38","40","40","68","38.37","40.39","8","68","38.5","40"
"1990","(Married) couple without C.","Female","35.23","38.5","801","20","33","40","43.7","45","34.64","35.82","1.4","80","38.5","39"
