"year","e11103","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","East Germany","","","","","","","","","","","","","",""
"1984","Full Time","West Germany","40.47","40","4844","40","40","40","42","60","40.34","40.6","3","80","40","40"
"1984","Not Working","East Germany","","","","","","","","","","","","","",""
"1984","Not Working","West Germany","34.54","40","151","10","35","40","40","45","32.85","36.23","0","55","40","40"
"1984","Part Time","East Germany","","","","","","","","","","","","","",""
"1984","Part Time","West Germany","29.23","29","1289","14","20","40","40","60","28.59","29.87","1","80","30","35"
"1985","Full Time","East Germany","","","","","","","","","","","","","",""
"1985","Full Time","West Germany","39.85","40","4180","40","40","40","40","50","39.74","39.96","8","74","40","40"
"1985","Not Working","East Germany","","","","","","","","","","","","","",""
"1985","Not Working","West Germany","34.11","40","119","15","27","40","40","54","32.13","36.09","2","54","40","40"
"1985","Part Time","East Germany","","","","","","","","","","","","","",""
"1985","Part Time","West Germany","29.37","30","1224","15","20","40","40","45","28.75","29.99","1","70","30","35"
"1986","Full Time","East Germany","","","","","","","","","","","","","",""
"1986","Full Time","West Germany","39.67","40","4057","38","40","40","40","50","39.58","39.76","10","76","40","40"
"1986","Not Working","East Germany","","","","","","","","","","","","","",""
"1986","Not Working","West Germany","34.26","40","103","15","32","40","40","56","32.1","36.42","4","60","40","40"
"1986","Part Time","East Germany","","","","","","","","","","","","","",""
"1986","Part Time","West Germany","29.6","30","1180","15","20","40","40","45","28.99","30.21","2","66","30","36"
"1987","Full Time","East Germany","","","","","","","","","","","","","",""
"1987","Full Time","West Germany","39.61","40","4115","38","39","40","40","50","39.51","39.71","4","80","40","40"
"1987","Not Working","East Germany","","","","","","","","","","","","","",""
"1987","Not Working","West Germany","32.5","40","78","11","21","40","40","52","29.44","35.56","1","60","38","40"
"1987","Part Time","East Germany","","","","","","","","","","","","","",""
"1987","Part Time","West Germany","28.24","26","1138","14","20","40","40","45","27.61","28.87","2","80","28","30"
"1988","Full Time","East Germany","","","","","","","","","","","","","",""
"1988","Full Time","West Germany","39.39","40","3863","38","38.5","40","40","50","39.3","39.48","5","72","40","40"
"1988","Not Working","East Germany","","","","","","","","","","","","","",""
"1988","Not Working","West Germany","32.52","38","81","17","25","40","40","45","29.83","35.21","2","48","37.5","40"
"1988","Part Time","East Germany","","","","","","","","","","","","","",""
"1988","Part Time","West Germany","27.83","25.98","1111","12","20","40","40","45","27.18","28.48","2","70","27","30"
"1989","Full Time","East Germany","","","","","","","","","","","","","",""
"1989","Full Time","West Germany","39.23","40","3869","37","38","40","40","50","39.13","39.33","14","77","40","40"
"1989","Not Working","East Germany","","","","","","","","","","","","","",""
"1989","Not Working","West Germany","30.66","38","98","10","20","40","40","40","28.31","33.01","5","50","35","39"
"1989","Part Time","East Germany","","","","","","","","","","","","","",""
"1989","Part Time","West Germany","27.63","25","1046","12","20","39","40","45","26.97","28.29","2","60","26","30"
"1990","Full Time","East Germany","","","","","","","","","","","","","",""
"1990","Full Time","West Germany","38.73","38.5","3773","37","37.7","40","40","50","38.62","38.84","13","80","38.5","38.5"
"1990","Not Working","East Germany","","","","","","","","","","","","","",""
"1990","Not Working","West Germany","29.53","37","77","10","19","39","40","47.5","26.77","32.29","2","47.5","25","38.5"
"1990","Part Time","East Germany","","","","","","","","","","","","","",""
"1990","Part Time","West Germany","26.89","25","1040","12","20","38.5","40","40","26.24","27.54","1.4","54","25","30"
"1991","Full Time","East Germany","","","","","","","","","","","","","",""
"1991","Full Time","West Germany","38.6","38.5","3785","37","37.5","39.5","40","50","38.51","38.69","8","74","38.5","38.5"
"1991","Not Working","East Germany","","","","","","","","","","","","","",""
"1991","Not Working","West Germany","29.05","37","102","8","15","39","40","54","26.36","31.74","0.2","60","36","38.5"
"1991","Part Time","East Germany","","","","","","","","","","","","","",""
"1991","Part Time","West Germany","25.43","24","1065","12","19.3","37","39.5","42.5","24.8","26.06","1.5","72","24","25"
"1992","Full Time","East Germany","40.07","40","1724","40","40","40","42","50","39.93","40.21","20","72","40","40"
"1992","Full Time","West Germany","38.57","38.5","3721","37","37.5","39","40","50","38.47","38.67","6","70","38.5","38.5"
"1992","Not Working","East Germany","38.98","40","33","35","40","40","40","42","38.39","39.57","34","42","40","40"
"1992","Not Working","West Germany","28.62","37.04","71","7","19.3","38.5","40","56","25.57","31.67","0.8","56","30","38.5"
"1992","Part Time","East Germany","34.54","40","393","22","30","40","40","48","33.76","35.32","3","48","38.5","40"
"1992","Part Time","West Germany","24.93","24","1042","10.5","19","37","38.5","42.5","24.29","25.57","0.6","64","24","25"
"1993","Full Time","East Germany","39.92","40","1583","40","40","40","41","50.5","39.77","40.07","0","70","40","40"
"1993","Full Time","West Germany","38.31","38.5","3612","37","37.5","39","40","48","38.22","38.4","10","68","38","38.5"
"1993","Not Working","East Germany","37.25","40","61","24","38","40","40","60","35.36","39.14","10","60","40","40"
"1993","Not Working","West Germany","29.52","35.23","84","15","20","38.5","40","42.5","26.98","32.06","0.8","42.5","35","38"
"1993","Part Time","East Germany","34.23","40","325","20","30","40","40","44","33.36","35.1","8","60","35","40"
"1993","Part Time","West Germany","25.25","24.52","1058","10","19.5","36.5","38.5","40.5","24.62","25.88","2","54","25","25.5"
"1994","Full Time","East Germany","39.63","40","1555","39","40","40","40.5","47","39.46","39.8","0","60","40","40"
"1994","Full Time","West Germany","38.29","38.5","3406","36","37.5","39","40","50","38.18","38.4","0","72","38.5","38.5"
"1994","Not Working","East Germany","35.11","40","34","18","36","40","40","43.5","31.4","38.82","0","43.5","35","40"
"1994","Not Working","West Germany","33.04","37.5","82","17","25","39.5","40","60","30.24","35.84","4","60","28.7999992370605","37.5"
"1994","Part Time","East Germany","33.92","37.44","342","21","30","40","40","44","33.05","34.79","4","50","32.5","38.5"
"1994","Part Time","West Germany","24.71","23","1048","10","19","35","38.5","41","24.08","25.34","0.8","56","25","25.5"
"1995","Full Time","East Germany","39.49","40","1501","38","40","40","40","50","39.31","39.67","5","60","40","40"
"1995","Full Time","West Germany","38.17","38.5","3485","36","37.5","39","40","50","38.05","38.29","3.5","72","38.5","38.5"
"1995","Not Working","East Germany","37.13","40","52","30","39","40","40","42.5","34.87","39.39","0.4","42.5","39","40"
"1995","Not Working","West Germany","30.55","37.5","88","8","19.2","38.5","40","72","27.92","33.18","4","72","32","38"
"1995","Part Time","East Germany","31.97","32.5","386","20","26","40","40","44","31.05","32.89","2","60","32","35"
"1995","Part Time","West Germany","24.97","23.1","1236","10","19","36.5","38.5","40","24.38","25.56","2","50","24","26"
"1996","Full Time","East Germany","39.57","40","1477","38","39","40","40","50","39.42","39.72","20","61","40","40"
"1996","Full Time","West Germany","38.17","38.5","3250","35","37.5","39","40","50","38.07","38.27","7.5","60","38.5","38.5"
"1996","Not Working","East Germany","37.16","40","44","30","38","40","40","42","35.32","39","17","42","40","40"
"1996","Not Working","West Germany","28.27","35","86","9","17.5","38","39","44","25.66","30.88","5","46","30","38"
"1996","Part Time","East Germany","31.85","32.5","340","20","25","40","40","43","30.89","32.81","0.5","60","30","35"
"1996","Part Time","West Germany","25.7","25","1314","10","19.5","35","38.5","40","25.14","26.26","0.3","60","25","28.5"
"1997","Full Time","East Germany","39.43","40","1378","38","39","40","40","50","39.25","39.61","3","70","40","40"
"1997","Full Time","West Germany","38.12","38.5","3167","35","37.5","40","40","49","38","38.24","10","80","38.5","38.5"
"1997","Not Working","East Germany","","","","","","","","","","","","","",""
"1997","Not Working","West Germany","26.13","25","61","10","10","40","40","50","22.94","29.32","2","50","25","38"
"1997","Part Time","East Germany","32.34","35","349","20","26.3","40","40","40.5","31.44","33.24","2","45","32","37.5"
"1997","Part Time","West Germany","26.01","25","1182","11","19.5","35","38.5","41.5","25.42","26.6","1","60","25","28"
"1998","Full Time","East Germany","39.53","40","1410","38","39","40","40","48","39.37","39.69","8","60","40","40"
"1998","Full Time","West Germany","38.19","38.5","3421","35","37.5","40","40","49","38.07","38.31","5","72","38.5","38.5"
"1998","Not Working","East Germany","","","","","","","","","","","","","",""
"1998","Not Working","West Germany","28.3","38","80","9","11","40","40","50","25.43","31.17","3","50","33","38.5"
"1998","Part Time","East Germany","30.97","32","404","18","25","40","40","42.5","30.01","31.93","2","48","30","35"
"1998","Part Time","West Germany","26.05","25.5","1415","10","19.5","35","39","42","25.51","26.59","2","52.5","25","28.5"
"1999","Full Time","East Germany","39.36","40","1399","37.5","39","40","40","50","39.2","39.52","10","62","40","40"
"1999","Full Time","West Germany","38.37","38.5","3373","35","37.5","40","40","52","38.25","38.49","10","70","38.5","38.5"
"1999","Not Working","East Germany","","","","","","","","","","","","","",""
"1999","Not Working","West Germany","28.89","37.5","79","8","19","39","40","40","26.01","31.77","2","40","25","38"
"1999","Part Time","East Germany","32.46","36","448","19.5","26","40","40","44","31.58","33.34","2","50","35","36"
"1999","Part Time","West Germany","25.09","25","1398","10","18","35","39","40","24.54","25.64","3","50","24","25.5"
"2000","Full Time","East Germany","39.42","40","2053","37.5","39","40","40","50","39.27","39.57","8","70","40","40"
"2000","Full Time","West Germany","38.28","38.5","5939","35","37.5","40","40","48.5","38.18","38.38","6","77","38.5","38.5"
"2000","Not Working","East Germany","36.28","40","58","25","36","40","40","40","34.59","37.97","14.8","40","38","40"
"2000","Not Working","West Germany","26.22","25","143","8","14","38.5","40","48","24.02","28.42","2.3","50","20","37.5"
"2000","Part Time","East Germany","30.07","32","585","15","24","40","40","42","29.27","30.87","4","50","30","35"
