"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","","","","","","","","","","","","","",""
"1984","(1a) inadequately completed","38.82","40","640","40","40","40","40","54","38.34","39.3","4","70","40","40"
"1984","(1b) general elementary school","35.77","40","1291","20","37","40","40","56","35.3","36.24","0","70","40","40"
"1984","(1c) basic vocational qualification","38.42","40","2412","27","40","40","41","60","38.12","38.72","2","80","40","40"
"1984","(2a) intermediate vocational","37.91","40","820","24","40","40","41","60","37.31","38.51","1","80","40","40"
"1984","(2b) intermediate general qualification","38.49","40","211","34","40","40","40","60","37.61","39.37","10","60","40","40"
"1984","(2c_gen) general maturity certificate","33.89","40","136","10","30","40","40","50","32.13","35.65","6","60","40","40"
"1984","(2c_voc) vocational maturity certificate","39.2","40","256","35","40","40","40","60","38.37","40.03","6","80","40","40"
"1984","(3a) lower tertiary education","39.26","40","151","35","40","40","40","60","38.27","40.25","10","66","40","40"
"1984","(3b) higher tertiary education","37.55","40","318","24","38","40","46","65","36.45","38.65","8","70","40","40"
"1985","(0) in school","","","","","","","","","","","","","",""
"1985","(1a) inadequately completed","39.22","40","494","38","40","40","40","56","38.67","39.77","8","72","40","40"
"1985","(1b) general elementary school","35.57","40","1123","20","38","40","40","50","35.08","36.06","3","60","40","40"
"1985","(1c) basic vocational qualification","37.88","40","2088","26","40","40","40","50","37.58","38.18","3","74","40","40"
"1985","(2a) intermediate vocational","37.12","40","763","22","40","40","40","45","36.56","37.68","1","60","40","40"
"1985","(2b) intermediate general qualification","37.57","40","202","30","40","40","40","48","36.56","38.58","2","48","40","40"
"1985","(2c_gen) general maturity certificate","34.15","40","120","12","32","40","40","50","32.36","35.94","5","50","40","40"
"1985","(2c_voc) vocational maturity certificate","39.09","40","226","39","40","40","40","56","38.31","39.87","8","66","40","40"
"1985","(3a) lower tertiary education","38.3","40","140","28","40","40","40","50","37.31","39.29","12","66","40","40"
"1985","(3b) higher tertiary education","36.18","40","298","22","38","40","40","45","35.25","37.11","10","60","40","40"
"1986","(0) in school","","","","","","","","","","","","","",""
"1986","(1a) inadequately completed","38.76","40","456","38","39","40","40","48","38.24","39.28","10","56","40","40"
"1986","(1b) general elementary school","35.71","40","1063","20","38","40","40","50","35.23","36.19","3","60","40","40"
"1986","(1c) basic vocational qualification","37.73","40","2004","27","39","40","40","48","37.44","38.02","4","60","40","40"
"1986","(2a) intermediate vocational","37.36","40","730","25","39","40","40","46","36.84","37.88","3","76","40","40"
"1986","(2b) intermediate general qualification","38.08","40","217","35","40","40","40","45","37.26","38.9","9","56","40","40"
"1986","(2c_gen) general maturity certificate","36.92","40","134","20","38","40","40","50","35.49","38.35","2","66","40","40"
"1986","(2c_voc) vocational maturity certificate","37.91","40","228","35","39","40","40","50","37.04","38.78","4","60","40","40"
"1986","(3a) lower tertiary education","38.1","40","136","35","39","40","40","44","37.07","39.13","5","45","40","40"
"1986","(3b) higher tertiary education","35.88","40","296","21","32","40","40","50","34.9","36.86","10","60","40","40"
"1987","(0) in school","","","","","","","","","","","","","",""
"1987","(1a) inadequately completed","37.72","40","440","33","38","40","40","55","37.08","38.36","2","55","40","40"
