"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","32.92","40","393","20","25","40","40","45","31.91","33.93","3","50","40","40"
"1985","Rural Area","Male","39.94","40","623","40","40","40","40","52","39.61","40.27","8","56","40","40"
"1985","Urban Area","Female","33.71","40","1743","20","25","40","40","48","33.25","34.17","1","74","40","40"
"1985","Urban Area","Male","39.74","40","2764","39","40","40","40","50","39.59","39.89","4","72","40","40"
"1986","Rural Area","Female","33.45","40","399","20","25","40","40","48","32.49","34.41","4","54","39","40"
"1986","Rural Area","Male","40.03","40","605","38","40","40","40","50","39.75","40.31","10","60","40","40"
"1986","Urban Area","Female","33.77","40","1679","20","26","40","40","45","33.32","34.22","2","60","40","40"
"1986","Urban Area","Male","39.53","40","2657","38","40","40","40","50","39.4","39.66","8","76","40","40"
"1987","Rural Area","Female","32.53","38.5","419","18","24","40","40","55","31.55","33.51","1","64","38","40"
"1987","Rural Area","Male","39.84","40","614","38","40","40","40","50","39.56","40.12","4","65","40","40"
"1987","Urban Area","Female","33.63","39","1665","20","25","40","40","45","33.17","34.09","2","80","38.5","40"
"1987","Urban Area","Male","39.39","40","2633","38","38.5","40","40","54","39.24","39.54","5","80","40","40"
"1988","Rural Area","Female","32.61","38","381","20","25","40","40","48","31.62","33.6","5","50","38","40"
"1988","Rural Area","Male","39.9","40","557","38","38.5","40","40","60","39.58","40.22","6","62","40","40"
"1988","Urban Area","Female","33.11","38.5","1600","20","25","40","40","42","32.62","33.6","2","72","38.5","39"
"1988","Urban Area","Male","39.09","40","2517","38","38.5","40","40","48","38.94","39.24","3","70","40","40"
"1989","Rural Area","Female","33.02","38","375","20","24","40","40","76","31.94","34.1","5","77","38","39"
"1989","Rural Area","Male","40.03","40","562","37","38.5","40","42","60","39.66","40.4","6","68","40","40"
"1989","Urban Area","Female","32.96","38","1607","20","25","40","40","45","32.49","33.43","2","60","38","38.5"
"1989","Urban Area","Male","38.75","40","2469","37","38","40","40","48","38.6","38.9","5","66","40","40"
"1990","Rural Area","Female","35.13","39","1346","20","30","42.8","43.8","48.8","34.65","35.61","1.4","60","40","40"
"1990","Rural Area","Male","40.94","40","1595","37.5","38.5","43.8","44","54","40.73","41.15","4","76","42","43.4000015258789"
"1990","Urban Area","Female","33.65","38.5","2141","19.5","27","39.5","40.5","45","33.25","34.05","2","80","38.5","38.5"
"1990","Urban Area","Male","38.91","39","2914","37","37.5","40","43.7","48","38.75","39.07","6","75","39","39"
"1991","Rural Area","Female","33.82","38.5","1155","20","28","40","40","45","33.32","34.32","4","57.8","39","40"
"1991","Rural Area","Male","39.47","40","1437","37.5","38.5","40","43","50.5","39.25","39.69","0","74","40","40"
"1991","Urban Area","Female","32.86","38","2103","19","25","39","40","45","32.46","33.26","0.2","56","38","38"
"1991","Urban Area","Male","38.48","38.5","2777","37","37.5","40","40","50","38.33","38.63","4","72","38.5","38.5"
"1992","Rural Area","Female","33.3","38.5","1008","20","26","40","40","45","32.77","33.83","2","56","38.5","40"
"1992","Rural Area","Male","39.18","40","1273","37","38.5","40","42","56","38.96","39.4","3","72","40","40"
