"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","East Germany","Female","3.19","4","2315","1","3","4","4","4","3.15","3.23","1","4","4","4"
"1990","East Germany","Male","3.45","4","2097","2","3","4","4","4","3.41","3.49","1","4","4","4"
"1990","West Germany","Female","","","","","","","","","","","","","",""
"1990","West Germany","Male","","","","","","","","","","","","","",""
"1991","East Germany","Female","3.16","4","2157","1","3","4","4","4","3.12","3.2","1","4","4","4"
"1991","East Germany","Male","3.4","4","1966","2","3","4","4","4","3.36","3.44","1","4","4","4"
"1991","West Germany","Female","","","","","","","","","","","","","",""
"1991","West Germany","Male","","","","","","","","","","","","","",""
"1992","East Germany","Female","3.15","3","2086","2","3","4","4","4","3.11","3.19","1","4","3","4"
"1992","East Germany","Male","3.34","4","1890","2","3","4","4","4","3.3","3.38","1","4","4","4"
"1992","West Germany","Female","3.09","3","3688","1","2","4","4","4","3.06","3.12","1","4","3","4"
"1992","West Germany","Male","3.34","4","3325","2","3","4","4","4","3.31","3.37","1","4","4","4"
"1993","East Germany","Female","3.13","3","2013","2","2","4","4","4","3.09","3.17","1","4","3","4"
"1993","East Germany","Male","3.34","4","1810","2","3","4","4","4","3.3","3.38","1","4","4","4"
"1993","West Germany","Female","3.07","3","4732","1","2","4","4","4","3.04","3.1","1","4","3","3"
"1993","West Germany","Male","3.25","4","4542","2","3","4","4","4","3.22","3.28","1","4","4","4"
"1994","East Germany","Female","","","","","","","","","","","","","",""
"1994","East Germany","Male","","","","","","","","","","","","","",""
"1994","West Germany","Female","","","","","","","","","","","","","",""
"1994","West Germany","Male","","","","","","","","","","","","","",""
"1995","East Germany","Female","3.07","3","1941","2","2","4","4","4","3.03","3.11","1","4","3","3"
"1995","East Germany","Male","3.24","3","1746","2","3","4","4","4","3.2","3.28","1","4","3","4"
"1995","West Germany","Female","2.99","3","4954","1","2","4","4","4","2.96","3.02","1","4","3","3"
"1995","West Germany","Male","3.25","3","4649","2","3","4","4","4","3.23","3.27","1","4","4","4"
"1996","East Germany","Female","3.09","3","1935","2","3","4","4","4","3.05","3.13","1","4","3","3"
"1996","East Germany","Male","3.27","3","1755","2","3","4","4","4","3.23","3.31","1","4","3","4"
"1996","West Germany","Female","3.05","3","4853","2","2","4","4","4","3.02","3.08","1","4","3","3"
"1996","West Germany","Male","3.26","3","4540","2","3","4","4","4","3.24","3.28","1","4","4","4"
"1997","East Germany","Female","3.14","3","1891","2","3","4","4","4","3.1","3.18","1","4","3","3"
"1997","East Germany","Male","3.31","4","1744","2","3","4","4","4","3.27","3.35","1","4","4","4"
"1997","West Germany","Female","3.05","3","4748","1","2","4","4","4","3.02","3.08","1","4","3","3"
"1997","West Germany","Male","3.29","4","4454","2","3","4","4","4","3.27","3.31","1","4","4","4"
"1998","East Germany","Female","","","","","","","","","","","","","",""
"1998","East Germany","Male","","","","","","","","","","","","","",""
"1998","West Germany","Female","","","","","","","","","","","","","",""
"1998","West Germany","Male","","","","","","","","","","","","","",""
"1999","East Germany","Female","","","","","","","","","","","","","",""
"1999","East Germany","Male","","","","","","","","","","","","","",""
"1999","West Germany","Female","","","","","","","","","","","","","",""
"1999","West Germany","Male","","","","","","","","","","","","","",""
"2000","East Germany","Female","","","","","","","","","","","","","",""
"2000","East Germany","Male","","","","","","","","","","","","","",""
"2000","West Germany","Female","","","","","","","","","","","","","",""
