"plh0112","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Very important","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Very important","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Very important","1990","Saxony-Anhalt","Single parent ","","","",""
"Very important","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Very important","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Very important","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Very important","1990","Thuringia","1-pers.-HH","","","",""
"Very important","1990","Thuringia","(Married) couple without C. ","","","",""
"Very important","1990","Thuringia","Single parent ","","","",""
"Very important","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Very important","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Very important","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Important","1990","Schleswig-Holstein","1-pers.-HH","13","","",""
"Important","1990","Schleswig-Holstein","(Married) couple without C. ","26","","",""
"Important","1990","Schleswig-Holstein","Single parent ","4","","",""
"Important","1990","Schleswig-Holstein","Couple + C. LE 16 ","11","","",""
"Important","1990","Schleswig-Holstein","Couple + C. GT 16 ","14","","",""
"Important","1990","Schleswig-Holstein","Couple + C. LE and GT 16","8","","",""
"Important","1990","Hamburg","1-pers.-HH","19","","",""
"Important","1990","Hamburg","(Married) couple without C. ","22","","",""
"Important","1990","Hamburg","Single parent ","5","","",""
"Important","1990","Hamburg","Couple + C. LE 16 ","10","","",""
"Important","1990","Hamburg","Couple + C. GT 16 ","6","","",""
"Important","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Important","1990","Lower Saxony","1-pers.-HH","38","0.353803652509334","0.259136686485643","0.448470618533026"
"Important","1990","Lower Saxony","(Married) couple without C. ","101","0.353854333989982","0.296391803111895","0.411316864868068"
"Important","1990","Lower Saxony","Single parent ","13","","",""
"Important","1990","Lower Saxony","Couple + C. LE 16 ","42","0.27032778353066","0.198532044471581","0.342123522589739"
"Important","1990","Lower Saxony","Couple + C. GT 16 ","72","0.351845928888252","0.285827459059715","0.41786439871679"
"Important","1990","Lower Saxony","Couple + C. LE and GT 16","13","","",""
"Important","1990","Bremen","1-pers.-HH","6","","",""
"Important","1990","Bremen","(Married) couple without C. ","14","","",""
"Important","1990","Bremen","Single parent ","1","","",""
"Important","1990","Bremen","Couple + C. LE 16 ","3","","",""
"Important","1990","Bremen","Couple + C. GT 16 ","4","","",""
"Important","1990","Bremen","Couple + C. LE and GT 16","","","",""
"Important","1990","North Rhine-Westphalia","1-pers.-HH","94","0.381415343219846","0.319312310135112","0.443518376304579"
"Important","1990","North Rhine-Westphalia","(Married) couple without C. ","241","0.447134661965113","0.404765575004252","0.489503748925974"
"Important","1990","North Rhine-Westphalia","Single parent ","41","0.402630206473567","0.309705540584204","0.495554872362929"
"Important","1990","North Rhine-Westphalia","Couple + C. LE 16 ","169","0.374137309275592","0.328611437904257","0.419663180646926"
"Important","1990","North Rhine-Westphalia","Couple + C. GT 16 ","188","0.445461656858657","0.398041518170267","0.492881795547046"
"Important","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","60","0.440565369554304","0.3555510085408","0.525579730567807"
"Important","1990","Hesse","1-pers.-HH","27","","",""
"Important","1990","Hesse","(Married) couple without C. ","77","0.392164838136183","0.3251670842817","0.459162591990666"
"Important","1990","Hesse","Single parent ","16","","",""
"Important","1990","Hesse","Couple + C. LE 16 ","43","0.351131552710825","0.26608266025797","0.436180445163681"
"Important","1990","Hesse","Couple + C. GT 16 ","58","0.382130114949162","0.305634526727804","0.45862570317052"
"Important","1990","Hesse","Couple + C. LE and GT 16","18","","",""
"Important","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","15","","",""
"Important","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","49","0.276544196514846","0.206800040299055","0.346288352730636"
"Important","1990","Rhineland-Palatinate,Saarland","Single parent ","8","","",""
"Important","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","32","0.288335616860577","0.203295939516713","0.37337529420444"
"Important","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","55","0.470433009636198","0.381499638937078","0.559366380335319"
"Important","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","11","","",""
"Important","1990","Baden-Württemberg","1-pers.-HH","44","0.37904542507281","0.29260220206404","0.465488648081581"
"Important","1990","Baden-Württemberg","(Married) couple without C. ","116","0.380584643636158","0.325915358983532","0.435253928288783"
"Important","1990","Baden-Württemberg","Single parent ","15","","",""
"Important","1990","Baden-Württemberg","Couple + C. LE 16 ","98","0.3979565349965","0.338573884090675","0.457339185902326"
"Important","1990","Baden-Württemberg","Couple + C. GT 16 ","117","0.444518735868788","0.385573798524913","0.503463673212662"
"Important","1990","Baden-Württemberg","Couple + C. LE and GT 16","25","","",""
"Important","1990","Bavaria","1-pers.-HH","73","0.398455499762309","0.326330595296362","0.470580404228256"
"Important","1990","Bavaria","(Married) couple without C. ","125","0.379999617070468","0.327550558122398","0.432448676018538"
"Important","1990","Bavaria","Single parent ","30","0.405917221680458","0.294031555697328","0.517802887663589"
"Important","1990","Bavaria","Couple + C. LE 16 ","84","0.308498698912376","0.252889284320984","0.364108113503767"
"Important","1990","Bavaria","Couple + C. GT 16 ","103","0.39080045111037","0.332053887336712","0.449547014884028"
"Important","1990","Bavaria","Couple + C. LE and GT 16","37","0.419925490508858","0.316807423173187","0.52304355784453"
"Important","1990","Berlin","1-pers.-HH","31","0.483894290632055","0.360492234213333","0.607296347050778"
"Important","1990","Berlin","(Married) couple without C. ","36","0.472866253926202","0.364139817917739","0.581592689934665"
"Important","1990","Berlin","Single parent ","5","","",""
"Important","1990","Berlin","Couple + C. LE 16 ","15","","",""
"Important","1990","Berlin","Couple + C. GT 16 ","15","","",""
"Important","1990","Berlin","Couple + C. LE and GT 16","8","","",""
"Important","1990","Brandenburg","1-pers.-HH","","","",""
"Important","1990","Brandenburg","(Married) couple without C. ","","","",""
"Important","1990","Brandenburg","Single parent ","","","",""
"Important","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"Important","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"Important","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"Important","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Important","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Important","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Important","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Important","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Important","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Important","1990","Saxony","1-pers.-HH","","","",""
"Important","1990","Saxony","(Married) couple without C. ","","","",""
"Important","1990","Saxony","Single parent ","","","",""
"Important","1990","Saxony","Couple + C. LE 16 ","","","",""
"Important","1990","Saxony","Couple + C. GT 16 ","","","",""
"Important","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Important","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Important","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Important","1990","Saxony-Anhalt","Single parent ","","","",""
"Important","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Important","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Important","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Important","1990","Thuringia","1-pers.-HH","","","",""
"Important","1990","Thuringia","(Married) couple without C. ","","","",""
"Important","1990","Thuringia","Single parent ","","","",""
"Important","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Important","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Important","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Less important","1990","Schleswig-Holstein","1-pers.-HH","17","","",""
"Less important","1990","Schleswig-Holstein","(Married) couple without C. ","33","0.424935173102834","0.31523166074263","0.534638685463038"
"Less important","1990","Schleswig-Holstein","Single parent ","5","","",""
"Less important","1990","Schleswig-Holstein","Couple + C. LE 16 ","28","","",""
"Less important","1990","Schleswig-Holstein","Couple + C. GT 16 ","22","","",""
"Less important","1990","Schleswig-Holstein","Couple + C. LE and GT 16","7","","",""
"Less important","1990","Hamburg","1-pers.-HH","10","","",""
"Less important","1990","Hamburg","(Married) couple without C. ","7","","",""
"Less important","1990","Hamburg","Single parent ","4","","",""
"Less important","1990","Hamburg","Couple + C. LE 16 ","9","","",""
"Less important","1990","Hamburg","Couple + C. GT 16 ","3","","",""
"Less important","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Less important","1990","Lower Saxony","1-pers.-HH","33","0.352470667588061","0.257884796710834","0.447056538465288"
"Less important","1990","Lower Saxony","(Married) couple without C. ","95","0.362310890255892","0.304547527670467","0.420074252841317"
"Less important","1990","Lower Saxony","Single parent ","21","","",""
"Less important","1990","Lower Saxony","Couple + C. LE 16 ","86","0.560147956055148","0.479907366920194","0.640388545190102"
"Less important","1990","Lower Saxony","Couple + C. GT 16 ","85","0.444511694933611","0.375816063772766","0.513207326094455"
"Less important","1990","Lower Saxony","Couple + C. LE and GT 16","20","","",""
"Less important","1990","Bremen","1-pers.-HH","3","","",""
"Less important","1990","Bremen","(Married) couple without C. ","12","","",""
"Less important","1990","Bremen","Single parent ","2","","",""
"Less important","1990","Bremen","Couple + C. LE 16 ","10","","",""
"Less important","1990","Bremen","Couple + C. GT 16 ","2","","",""
"Less important","1990","Bremen","Couple + C. LE and GT 16","","","",""
"Less important","1990","North Rhine-Westphalia","1-pers.-HH","74","0.319738749200537","0.260110828891547","0.379366669509527"
"Less important","1990","North Rhine-Westphalia","(Married) couple without C. ","174","0.332181255946809","0.292044975866368","0.372317536027249"
"Less important","1990","North Rhine-Westphalia","Single parent ","41","0.374987051432685","0.283257589644784","0.466716513220585"
"Less important","1990","North Rhine-Westphalia","Couple + C. LE 16 ","210","0.50205949191709","0.455019250011637","0.549099733822543"
"Less important","1990","North Rhine-Westphalia","Couple + C. GT 16 ","131","0.31315220453123","0.268903571709477","0.357400837352984"
"Less important","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","59","0.466102352484532","0.380677921572177","0.551526783396888"
"Less important","1990","Hesse","1-pers.-HH","23","","",""
"Less important","1990","Hesse","(Married) couple without C. ","67","0.302857242439067","0.239803212426034","0.3659112724521"
"Less important","1990","Hesse","Single parent ","10","","",""
"Less important","1990","Hesse","Couple + C. LE 16 ","60","0.496161636925898","0.407074990050056","0.58524828380174"
"Less important","1990","Hesse","Couple + C. GT 16 ","69","0.437394547489442","0.35929996763115","0.515489127347733"
"Less important","1990","Hesse","Couple + C. LE and GT 16","11","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","18","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","59","0.380582905075529","0.304875949961629","0.456289860189429"
"Less important","1990","Rhineland-Palatinate,Saarland","Single parent ","18","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","65","0.607632205635864","0.515967550101282","0.699296861170445"
"Less important","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","29","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","",""
"Less important","1990","Baden-Württemberg","1-pers.-HH","43","0.342547832815957","0.257991118557515","0.427104547074399"
"Less important","1990","Baden-Württemberg","(Married) couple without C. ","104","0.341555962510997","0.288158926950653","0.394952998071341"
"Less important","1990","Baden-Württemberg","Single parent ","26","","",""
"Less important","1990","Baden-Württemberg","Couple + C. LE 16 ","133","0.492103691683445","0.431451894094752","0.552755489272138"
"Less important","1990","Baden-Württemberg","Couple + C. GT 16 ","90","0.335183001205023","0.279186767443733","0.391179234966314"
"Less important","1990","Baden-Württemberg","Couple + C. LE and GT 16","32","0.453389279796734","0.344301075328644","0.562477484264824"
"Less important","1990","Bavaria","1-pers.-HH","46","0.264488336277992","0.199511359277479","0.329465313278505"
"Less important","1990","Bavaria","(Married) couple without C. ","125","0.373034883956415","0.320777633662582","0.425292134250247"
"Less important","1990","Bavaria","Single parent ","30","0.411027110179864","0.298924656773403","0.523129563586325"
"Less important","1990","Bavaria","Couple + C. LE 16 ","131","0.515121826734741","0.454949549530243","0.575294103939239"
"Less important","1990","Bavaria","Couple + C. GT 16 ","110","0.41577051035137","0.356431030833125","0.475109989869614"
"Less important","1990","Bavaria","Couple + C. LE and GT 16","31","0.358050004321664","0.257881959531817","0.458218049111511"
"Less important","1990","Berlin","1-pers.-HH","15","","",""
"Less important","1990","Berlin","(Married) couple without C. ","30","0.353335157157876","0.249238056667163","0.457432257648589"
"Less important","1990","Berlin","Single parent ","4","","",""
"Less important","1990","Berlin","Couple + C. LE 16 ","16","","",""
"Less important","1990","Berlin","Couple + C. GT 16 ","5","","",""
"Less important","1990","Berlin","Couple + C. LE and GT 16","3","","",""
"Less important","1990","Brandenburg","1-pers.-HH","","","",""
"Less important","1990","Brandenburg","(Married) couple without C. ","","","",""
"Less important","1990","Brandenburg","Single parent ","","","",""
"Less important","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"Less important","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"Less important","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Less important","1990","Saxony","1-pers.-HH","","","",""
"Less important","1990","Saxony","(Married) couple without C. ","","","",""
"Less important","1990","Saxony","Single parent ","","","",""
"Less important","1990","Saxony","Couple + C. LE 16 ","","","",""
"Less important","1990","Saxony","Couple + C. GT 16 ","","","",""
"Less important","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Less important","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Less important","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Less important","1990","Saxony-Anhalt","Single parent ","","","",""
"Less important","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Less important","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Less important","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Less important","1990","Thuringia","1-pers.-HH","","","",""
"Less important","1990","Thuringia","(Married) couple without C. ","","","",""
"Less important","1990","Thuringia","Single parent ","","","",""
"Less important","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Less important","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Less important","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","Schleswig-Holstein","1-pers.-HH","2","","",""
"Quite unimportant","1990","Schleswig-Holstein","(Married) couple without C. ","10","","",""
"Quite unimportant","1990","Schleswig-Holstein","Single parent ","4","","",""
"Quite unimportant","1990","Schleswig-Holstein","Couple + C. LE 16 ","12","","",""
"Quite unimportant","1990","Schleswig-Holstein","Couple + C. GT 16 ","1","","",""
"Quite unimportant","1990","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Quite unimportant","1990","Hamburg","1-pers.-HH","6","","",""
"Quite unimportant","1990","Hamburg","(Married) couple without C. ","1","","",""
"Quite unimportant","1990","Hamburg","Single parent ","1","","",""
"Quite unimportant","1990","Hamburg","Couple + C. LE 16 ","1","","",""
"Quite unimportant","1990","Hamburg","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Hamburg","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","Lower Saxony","1-pers.-HH","16","","",""
"Quite unimportant","1990","Lower Saxony","(Married) couple without C. ","34","0.147833236868225","0.105179644763228","0.190486828973222"
"Quite unimportant","1990","Lower Saxony","Single parent ","4","","",""
"Quite unimportant","1990","Lower Saxony","Couple + C. LE 16 ","12","","",""
"Quite unimportant","1990","Lower Saxony","Couple + C. GT 16 ","13","","",""
"Quite unimportant","1990","Lower Saxony","Couple + C. LE and GT 16","2","","",""
"Quite unimportant","1990","Bremen","1-pers.-HH","5","","",""
"Quite unimportant","1990","Bremen","(Married) couple without C. ","3","","",""
"Quite unimportant","1990","Bremen","Single parent ","1","","",""
"Quite unimportant","1990","Bremen","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","Bremen","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Bremen","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","North Rhine-Westphalia","1-pers.-HH","29","","",""
"Quite unimportant","1990","North Rhine-Westphalia","(Married) couple without C. ","42","0.087791700689723","0.0636763270232281","0.111907074356218"
"Quite unimportant","1990","North Rhine-Westphalia","Single parent ","7","","",""
"Quite unimportant","1990","North Rhine-Westphalia","Couple + C. LE 16 ","28","","",""
"Quite unimportant","1990","North Rhine-Westphalia","Couple + C. GT 16 ","29","","",""
"Quite unimportant","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","6","","",""
"Quite unimportant","1990","Hesse","1-pers.-HH","10","","",""
"Quite unimportant","1990","Hesse","(Married) couple without C. ","29","","",""
"Quite unimportant","1990","Hesse","Single parent ","5","","",""
"Quite unimportant","1990","Hesse","Couple + C. LE 16 ","7","","",""
"Quite unimportant","1990","Hesse","Couple + C. GT 16 ","8","","",""
"Quite unimportant","1990","Hesse","Couple + C. LE and GT 16","4","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","15","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","37","0.246645233382102","0.179431861801848","0.313858604962355"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Single parent ","4","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","8","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","21","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","6","","",""
"Quite unimportant","1990","Baden-Württemberg","1-pers.-HH","23","","",""
"Quite unimportant","1990","Baden-Württemberg","(Married) couple without C. ","33","0.118151890896155","0.0818069464807793","0.154496835311531"
"Quite unimportant","1990","Baden-Württemberg","Single parent ","6","","",""
"Quite unimportant","1990","Baden-Württemberg","Couple + C. LE 16 ","18","","",""
"Quite unimportant","1990","Baden-Württemberg","Couple + C. GT 16 ","19","","",""
"Quite unimportant","1990","Baden-Württemberg","Couple + C. LE and GT 16","5","","",""
"Quite unimportant","1990","Bavaria","1-pers.-HH","32","0.198281391170427","0.139544166999408","0.257018615341446"
"Quite unimportant","1990","Bavaria","(Married) couple without C. ","46","0.159259026315946","0.119719334786631","0.198798717845261"
"Quite unimportant","1990","Bavaria","Single parent ","6","","",""
"Quite unimportant","1990","Bavaria","Couple + C. LE 16 ","26","","",""
"Quite unimportant","1990","Bavaria","Couple + C. GT 16 ","19","","",""
"Quite unimportant","1990","Bavaria","Couple + C. LE and GT 16","12","","",""
"Quite unimportant","1990","Berlin","1-pers.-HH","8","","",""
"Quite unimportant","1990","Berlin","(Married) couple without C. ","4","","",""
"Quite unimportant","1990","Berlin","Single parent ","","","",""
"Quite unimportant","1990","Berlin","Couple + C. LE 16 ","1","","",""
"Quite unimportant","1990","Berlin","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Berlin","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","Brandenburg","1-pers.-HH","","","",""
"Quite unimportant","1990","Brandenburg","(Married) couple without C. ","","","",""
"Quite unimportant","1990","Brandenburg","Single parent ","","","",""
"Quite unimportant","1990","Brandenburg","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","Brandenburg","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Brandenburg","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","Saxony","1-pers.-HH","","","",""
"Quite unimportant","1990","Saxony","(Married) couple without C. ","","","",""
"Quite unimportant","1990","Saxony","Single parent ","","","",""
"Quite unimportant","1990","Saxony","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","Saxony","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Saxony","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","Saxony-Anhalt","1-pers.-HH","","","",""
"Quite unimportant","1990","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Quite unimportant","1990","Saxony-Anhalt","Single parent ","","","",""
"Quite unimportant","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","Thuringia","1-pers.-HH","","","",""
"Quite unimportant","1990","Thuringia","(Married) couple without C. ","","","",""
"Quite unimportant","1990","Thuringia","Single parent ","","","",""
"Quite unimportant","1990","Thuringia","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","Thuringia","Couple + C. GT 16 ","","","",""
"Quite unimportant","1990","Thuringia","Couple + C. LE and GT 16","","","",""
"Very important","1991","Schleswig-Holstein","1-pers.-HH","","","",""
"Very important","1991","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Very important","1991","Schleswig-Holstein","Single parent ","","","",""
"Very important","1991","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
