"plh0112","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","Urban Area","298","0.3930262064052","0.358163737243652","0.427888675566747","2"
"Important","1990","1-pers.-HH","Rural Area","62","0.367537263072036","0.293293710675991","0.441780815468081","2"
"Important","1990","(Married) couple without C. ","Urban Area","662","0.405822639610322","0.381791625703529","0.429853653517116","2"
"Important","1990","(Married) couple without C. ","Rural Area","145","0.338403092343314","0.293151137962882","0.383655046723746","2"
"Important","1990","Single parent ","Urban Area","115","0.38180474907704","0.326920422674319","0.436689075479761","2"
"Important","1990","Couple + C. LE 16 ","Rural Area","100","0.294882768345846","0.246126123322382","0.34363941336931","2"
"Important","1990","Single parent ","Rural Area","23","","","","2"
"Important","1990","Couple + C. LE 16 ","Urban Area","407","0.350482892759118","0.322676445883882","0.378289339634354","2"
"Important","1990","Couple + C. GT 16 ","Rural Area","152","0.383323761229466","0.334946229538848","0.431701292920085","2"
"Important","1990","Couple + C. LE and GT 16","Rural Area","54","0.432065358589982","0.34380223164204","0.520328485537925","2"
"Important","1990","Couple + C. GT 16 ","Urban Area","480","0.428649700632654","0.399896946411864","0.457402454853444","2"
"Important","1990","Couple + C. LE and GT 16","Urban Area","126","0.377079737997425","0.323727666423545","0.430431809571305","2"
"Less important","1990","Couple + C. LE and GT 16","Urban Area","128","0.42834981500057","0.373876610296146","0.482823019704993","3"
"Less important","1990","Couple + C. GT 16 ","Rural Area","160","0.410465178761644","0.361518286881918","0.45941207064137","3"
"Less important","1990","1-pers.-HH","Rural Area","55","0.348550102710386","0.275172469207043","0.421927736213728","3"
"Less important","1990","(Married) couple without C. ","Urban Area","545","0.335470914731825","0.31236461820104","0.35857721126261","3"
"Less important","1990","1-pers.-HH","Urban Area","227","0.297678743207861","0.265042193731919","0.330315292683804","3"
"Less important","1990","(Married) couple without C. ","Rural Area","161","0.392941542249482","0.346232315733649","0.439650768765314","3"
"Less important","1990","Single parent ","Urban Area","119","0.397357870044168","0.342075647179238","0.452640092909098","3"
"Less important","1990","Single parent ","Rural Area","42","0.485623437999166","0.380601780068493","0.590645095929839","3"
"Less important","1990","Couple + C. LE 16 ","Urban Area","569","0.515539078650364","0.486413339244054","0.544664818056674","3"
"Less important","1990","Couple + C. LE 16 ","Rural Area","179","0.533044315662708","0.479698796779149","0.586389834546267","3"
"Less important","1990","Couple + C. GT 16 ","Urban Area","386","0.342839614593032","0.315261907986447","0.370417321199617","3"
"Less important","1990","Couple + C. LE and GT 16","Rural Area","42","0.357895772224961","0.272480318015386","0.443311226434537","3"
"Quite unimportant","1990","(Married) couple without C. ","Rural Area","67","0.174132454482814","0.137864880425081","0.210400028540546","4"
"Quite unimportant","1990","1-pers.-HH","Urban Area","117","0.175063863413821","0.147938795353949","0.202188931473693","4"
"Quite unimportant","1990","1-pers.-HH","Rural Area","29","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","Urban Area","172","0.119664189084704","0.103780470115569","0.13554790805384","4"
"Quite unimportant","1990","Single parent ","Rural Area","12","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","Urban Area","78","0.063555701278701","0.0493378154956346","0.0777735870617673","4"
"Quite unimportant","1990","Single parent ","Urban Area","26","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","Rural Area","35","0.102418640352607","0.0699992481975343","0.13483803250768","4"
"Quite unimportant","1990","Couple + C. GT 16 ","Urban Area","84","0.0689892595594958","0.0542646072899023","0.0837139118290892","4"
"Quite unimportant","1990","Couple + C. GT 16 ","Rural Area","26","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","Urban Area","24","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","Rural Area","13","","","","4"
"Very important","1990","1-pers.-HH","Urban Area","112","0.134231186973118","0.109898498155923","0.158563875790314","1"
"Very important","1990","1-pers.-HH","Rural Area","16","","","","1"
"Very important","1990","(Married) couple without C. ","Urban Area","225","0.139042256573149","0.122110179720917","0.15597433342538","1"
"Very important","1990","(Married) couple without C. ","Rural Area","47","0.0945229109243909","0.0665440053444791","0.122501816504303","1"
"Very important","1990","Single parent ","Urban Area","41","0.128827919220522","0.090981759859578","0.166674078581465","1"
