"plh0112","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","128","0.126175989250644","0.104672907779706","0.147679070721581"
"Very important","1990","(Married) couple without C. ","272","0.129451385568922","0.114826492383016","0.144076278754827"
"Very important","1990","Single parent ","51","0.12269903134936","0.0900532475782152","0.155344815120505"
"Very important","1990","Couple + C. LE 16 ","99","0.0702438713444448","0.0571664601843284","0.0833212825045613"
"Very important","1990","Couple + C. GT 16 ","238","0.152441248129006","0.134406628849591","0.17047586740842"
"Very important","1990","Couple + C. LE and GT 16","51","0.113889925517759","0.084139202315133","0.143640648720385"
"Important","1990","1-pers.-HH","360","0.388286861409546","0.356725872242722","0.41984785057637"
"Important","1990","(Married) couple without C. ","807","0.391298343002218","0.370036589280286","0.41256009672415"
"Important","1990","Single parent ","138","0.359115950208889","0.311380688582764","0.406851211835014"
"Important","1990","Couple + C. LE 16 ","507","0.337564264576565","0.313366060065535","0.361762469087595"
"Important","1990","Couple + C. GT 16 ","632","0.417146794005157","0.392407068646698","0.441886519363616"
"Important","1990","Couple + C. LE and GT 16","180","0.392890087204784","0.347151764582102","0.438628409827466"
"Less important","1990","1-pers.-HH","282","0.307137625827239","0.277263833717312","0.337011417937166"
"Less important","1990","(Married) couple without C. ","706","0.347851900279154","0.327102137137572","0.368601663420736"
"Less important","1990","Single parent ","161","0.419232986662199","0.370135312164753","0.468330661159646"
"Less important","1990","Couple + C. LE 16 ","748","0.519606401351461","0.494040042151698","0.545172760551225"
"Less important","1990","Couple + C. GT 16 ","546","0.360001764137111","0.335918656476928","0.384084871797293"
"Less important","1990","Couple + C. LE and GT 16","170","0.408091736482068","0.362064262868363","0.454119210095773"
"Quite unimportant","1990","1-pers.-HH","146","0.178399523512571","0.153606611424811","0.203192435600331"
"Quite unimportant","1990","(Married) couple without C. ","239","0.131398371149706","0.116680393215852","0.146116349083561"
"Quite unimportant","1990","Single parent ","38","0.0989520317795519","0.0692409447094007","0.128663118849703"
"Quite unimportant","1990","Couple + C. LE 16 ","113","0.0725854627275291","0.0593086200676191","0.085862305387439"
"Quite unimportant","1990","Couple + C. GT 16 ","110","0.0704101937287266","0.0575740589010772","0.083246328556376"
"Quite unimportant","1990","Couple + C. LE and GT 16","37","0.0851282507953889","0.0589929201352103","0.111263581455567"
"Very important","1991","1-pers.-HH","","","",""
"Very important","1991","(Married) couple without C. ","","","",""
"Very important","1991","Single parent ","","","",""
"Very important","1991","Couple + C. LE 16 ","","","",""
"Very important","1991","Couple + C. GT 16 ","","","",""
"Very important","1991","Couple + C. LE and GT 16","","","",""
"Important","1991","1-pers.-HH","","","",""
"Important","1991","(Married) couple without C. ","","","",""
"Important","1991","Single parent ","","","",""
"Important","1991","Couple + C. LE 16 ","","","",""
"Important","1991","Couple + C. GT 16 ","","","",""
"Important","1991","Couple + C. LE and GT 16","","","",""
"Less important","1991","1-pers.-HH","","","",""
"Less important","1991","(Married) couple without C. ","","","",""
"Less important","1991","Single parent ","","","",""
"Less important","1991","Couple + C. LE 16 ","","","",""
"Less important","1991","Couple + C. GT 16 ","","","",""
"Less important","1991","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1991","1-pers.-HH","","","",""
"Quite unimportant","1991","(Married) couple without C. ","","","",""
"Quite unimportant","1991","Single parent ","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","","","",""
"Very important","1992","1-pers.-HH","170","0.136616927446794","0.117209440665777","0.156024414227811"
"Very important","1992","(Married) couple without C. ","409","0.139995413064865","0.127497538133653","0.152493287996077"
"Very important","1992","Single parent ","74","0.140892297814425","0.111521134995282","0.170263460633568"
"Very important","1992","Couple + C. LE 16 ","167","0.0708381881746678","0.0612073393961037","0.0804690369532319"
"Very important","1992","Couple + C. GT 16 ","320","0.140774917376905","0.126205528879423","0.155344305874387"
"Very important","1992","Couple + C. LE and GT 16","94","0.134193704803107","0.109347767585804","0.159039642020411"
"Important","1992","1-pers.-HH","474","0.382778400854652","0.355311507142811","0.410245294566494"
"Important","1992","(Married) couple without C. ","1251","0.409934610722539","0.392219810795324","0.427649410649754"
"Important","1992","Single parent ","214","0.383795422048874","0.342740421362202","0.424850422735545"
"Important","1992","Couple + C. LE 16 ","932","0.341366019346163","0.323566126992493","0.359165911699833"
"Important","1992","Couple + C. GT 16 ","917","0.396212416408391","0.375722917388397","0.416701915428384"
"Important","1992","Couple + C. LE and GT 16","295","0.386820312278798","0.351320385447664","0.422320239109932"
"Less important","1992","1-pers.-HH","364","0.299801508963688","0.273910869931855","0.32569214799552"
"Less important","1992","(Married) couple without C. ","1013","0.340920621491779","0.323847049708674","0.357994193274885"
"Less important","1992","Single parent ","198","0.368579536281196","0.327852890393024","0.409306182169368"
"Less important","1992","Couple + C. LE 16 ","1395","0.491385235069861","0.47261841464219","0.510152055497532"
"Less important","1992","Couple + C. GT 16 ","791","0.375523851192452","0.355237595219074","0.395810107165831"
"Less important","1992","Couple + C. LE and GT 16","278","0.392000585805601","0.356415019560518","0.427586152050683"
"Quite unimportant","1992","1-pers.-HH","195","0.180803162734867","0.159055508357198","0.202550817112535"
"Quite unimportant","1992","(Married) couple without C. ","288","0.109149354720817","0.0979177470948884","0.120380962346745"
"Quite unimportant","1992","Single parent ","53","0.106732743855506","0.080665611750305","0.132799875960707"
"Quite unimportant","1992","Couple + C. LE 16 ","232","0.0964105574093083","0.0853307289601584","0.107490385858458"
"Quite unimportant","1992","Couple + C. GT 16 ","161","0.0874888150222526","0.0756523893396862","0.0993252407048189"
"Quite unimportant","1992","Couple + C. LE and GT 16","56","0.0869853971124938","0.066443479668737","0.107527314556251"
"Very important","1993","1-pers.-HH","","","",""
"Very important","1993","(Married) couple without C. ","","","",""
"Very important","1993","Single parent ","","","",""
"Very important","1993","Couple + C. LE 16 ","","","",""
"Very important","1993","Couple + C. GT 16 ","","","",""
"Very important","1993","Couple + C. LE and GT 16","","","",""
"Important","1993","1-pers.-HH","","","",""
"Important","1993","(Married) couple without C. ","","","",""
"Important","1993","Single parent ","","","",""
"Important","1993","Couple + C. LE 16 ","","","",""
"Important","1993","Couple + C. GT 16 ","","","",""
"Important","1993","Couple + C. LE and GT 16","","","",""
"Less important","1993","1-pers.-HH","","","",""
"Less important","1993","(Married) couple without C. ","","","",""
"Less important","1993","Single parent ","","","",""
"Less important","1993","Couple + C. LE 16 ","","","",""
"Less important","1993","Couple + C. GT 16 ","","","",""
"Less important","1993","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1993","1-pers.-HH","","","",""
"Quite unimportant","1993","(Married) couple without C. ","","","",""
"Quite unimportant","1993","Single parent ","","","",""
"Quite unimportant","1993","Couple + C. LE 16 ","","","",""
"Quite unimportant","1993","Couple + C. GT 16 ","","","",""
"Quite unimportant","1993","Couple + C. LE and GT 16","","","",""
"Very important","1994","1-pers.-HH","","","",""
"Very important","1994","(Married) couple without C. ","","","",""
"Very important","1994","Single parent ","","","",""
"Very important","1994","Couple + C. LE 16 ","","","",""
"Very important","1994","Couple + C. GT 16 ","","","",""
"Very important","1994","Couple + C. LE and GT 16","","","",""
"Important","1994","1-pers.-HH","","","",""
"Important","1994","(Married) couple without C. ","","","",""
"Important","1994","Single parent ","","","",""
"Important","1994","Couple + C. LE 16 ","","","",""
"Important","1994","Couple + C. GT 16 ","","","",""
"Important","1994","Couple + C. LE and GT 16","","","",""
"Less important","1994","1-pers.-HH","","","",""
"Less important","1994","(Married) couple without C. ","","","",""
"Less important","1994","Single parent ","","","",""
"Less important","1994","Couple + C. LE 16 ","","","",""
"Less important","1994","Couple + C. GT 16 ","","","",""
"Less important","1994","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1994","1-pers.-HH","","","",""
"Quite unimportant","1994","(Married) couple without C. ","","","",""
"Quite unimportant","1994","Single parent ","","","",""
"Quite unimportant","1994","Couple + C. LE 16 ","","","",""
"Quite unimportant","1994","Couple + C. GT 16 ","","","",""
"Quite unimportant","1994","Couple + C. LE and GT 16","","","",""
"Very important","1995","1-pers.-HH","146","0.107293237412173","0.0907041317022094","0.123882343122136"
"Very important","1995","(Married) couple without C. ","389","0.123387463728044","0.111944133992679","0.13483079346341"
"Very important","1995","Single parent ","54","0.0885355612360862","0.0643964646880797","0.112674657784093"
"Very important","1995","Couple + C. LE 16 ","149","0.0632583869630454","0.0539390815644033","0.0725776923616874"
"Very important","1995","Couple + C. GT 16 ","201","0.0937762151518068","0.0809937555875229","0.106558674716091"
"Very important","1995","Couple + C. LE and GT 16","74","0.0827390229557836","0.0650144510012428","0.100463594910324"
"Important","1995","1-pers.-HH","515","0.361826553012073","0.336069156126096","0.38758394989805"
"Important","1995","(Married) couple without C. ","1234","0.377287295616719","0.360422036860105","0.394152554373333"
"Important","1995","Single parent ","229","0.419071965199385","0.377144583046421","0.460999347352349"
"Important","1995","Couple + C. LE 16 ","807","0.315973131526912","0.298174925150003","0.33377133790382"
"Important","1995","Couple + C. GT 16 ","825","0.394861461219023","0.373427614067391","0.416295308370655"
"Important","1995","Couple + C. LE and GT 16","341","0.374716388249729","0.343573135545438","0.40585964095402"
"Less important","1995","1-pers.-HH","484","0.365674345754467","0.339858534810836","0.391490156698099"
"Less important","1995","(Married) couple without C. ","1217","0.385132900362944","0.368200871785518","0.40206492894037"
"Less important","1995","Single parent ","189","0.372532972523778","0.331449221528126","0.413616723519429"
"Less important","1995","Couple + C. LE 16 ","1385","0.511289486531549","0.492152486710278","0.53042648635282"
"Less important","1995","Couple + C. GT 16 ","809","0.410807357158472","0.389234974612584","0.432379739704359"
"Less important","1995","Couple + C. LE and GT 16","443","0.470743202818873","0.438628836717188","0.502857568920558"
"Quite unimportant","1995","1-pers.-HH","192","0.165205863821287","0.145299826620653","0.185111901021922"
"Quite unimportant","1995","(Married) couple without C. ","333","0.114192340292292","0.103126070411171","0.125258610173414"
"Quite unimportant","1995","Single parent ","60","0.119859501040751","0.0922597915885959","0.147459210492906"
"Quite unimportant","1995","Couple + C. LE 16 ","280","0.109478994978494","0.0975253028732703","0.121432687083718"
"Quite unimportant","1995","Couple + C. GT 16 ","163","0.100554966470698","0.0873681662747801","0.113741766666617"
"Quite unimportant","1995","Couple + C. LE and GT 16","70","0.0718013859756145","0.0551917171058669","0.0884110548453622"
"Very important","1996","1-pers.-HH","","","",""
"Very important","1996","(Married) couple without C. ","","","",""
"Very important","1996","Single parent ","","","",""
"Very important","1996","Couple + C. LE 16 ","","","",""
"Very important","1996","Couple + C. GT 16 ","","","",""
"Very important","1996","Couple + C. LE and GT 16","","","",""
"Important","1996","1-pers.-HH","","","",""
"Important","1996","(Married) couple without C. ","","","",""
