"plh0112","year","e11103","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","419","0.135464551190293","0.123583324196648","0.147345778183938"
"Very important","1990","Part Time","195","0.147499989636458","0.128534970901819","0.166465008371097"
"Very important","1990","Not Working","275","0.099115908409894","0.087656356228329","0.110575460591459"
"Important","1990","Full Time","1302","0.409929316913201","0.392854204653445","0.427004429172956"
"Important","1990","Part Time","557","0.416993684194793","0.390623603847002","0.443363764542583"
"Important","1990","Not Working","885","0.332993703209876","0.314920110871758","0.351067295547993"
"Less important","1990","Full Time","1280","0.397793942684128","0.380801386993747","0.414786498374509"
"Less important","1990","Part Time","488","0.35441213698629","0.328829691564566","0.379994582408015"
"Less important","1990","Not Working","996","0.376652346016775","0.358070151248934","0.395234540784616"
"Quite unimportant","1990","Full Time","186","0.0568121892123779","0.0487755048585531","0.0648488735662028"
"Quite unimportant","1990","Part Time","103","0.081094189182459","0.0664946061787629","0.0956937721861551"
"Quite unimportant","1990","Not Working","456","0.191238042363456","0.176156039920776","0.206320044806135"
"Very important","1991","Full Time","","","",""
"Very important","1991","Part Time","","","",""
"Very important","1991","Not Working","","","",""
"Important","1991","Full Time","","","",""
"Important","1991","Part Time","","","",""
"Important","1991","Not Working","","","",""
"Less important","1991","Full Time","","","",""
"Less important","1991","Part Time","","","",""
"Less important","1991","Not Working","","","",""
"Quite unimportant","1991","Full Time","","","",""
"Quite unimportant","1991","Part Time","","","",""
"Quite unimportant","1991","Not Working","","","",""
"Very important","1992","Full Time","629","0.135117716744891","0.125949783310205","0.144285650179577"
"Very important","1992","Part Time","287","0.144093618843595","0.129165607124293","0.159021630562897"
"Very important","1992","Not Working","398","0.103924875112611","0.093870854389168","0.113978895836054"
"Important","1992","Full Time","2201","0.411808843638108","0.398609756934295","0.425007930341922"
"Important","1992","Part Time","819","0.385109915265496","0.364424818536915","0.405795011994076"
"Important","1992","Not Working","1268","0.344972471704469","0.329311099682902","0.360633843726036"
"Less important","1992","Full Time","2169","0.386741691742047","0.373680914612489","0.399802468871605"
"Less important","1992","Part Time","885","0.400247219925095","0.379420697522639","0.421073742327551"
"Less important","1992","Not Working","1258","0.352744056523759","0.337001484616304","0.368486628431215"
"Quite unimportant","1992","Full Time","342","0.0663317478749539","0.0596576308327993","0.0730058649171085"
"Quite unimportant","1992","Part Time","135","0.0705492459658148","0.0596643109364092","0.0814341809952204"
"Quite unimportant","1992","Not Working","615","0.198358596659161","0.185220774066014","0.211496419252308"
"Very important","1993","Full Time","","","",""
"Very important","1993","Part Time","","","",""
"Very important","1993","Not Working","","","",""
"Important","1993","Full Time","","","",""
"Important","1993","Part Time","","","",""
"Important","1993","Not Working","","","",""
"Less important","1993","Full Time","","","",""
"Less important","1993","Part Time","","","",""
"Less important","1993","Not Working","","","",""
"Quite unimportant","1993","Full Time","","","",""
"Quite unimportant","1993","Part Time","","","",""
"Quite unimportant","1993","Not Working","","","",""
"Very important","1994","Full Time","","","",""
"Very important","1994","Part Time","","","",""
"Very important","1994","Not Working","","","",""
"Important","1994","Full Time","","","",""
"Important","1994","Part Time","","","",""
"Important","1994","Not Working","","","",""
"Less important","1994","Full Time","","","",""
"Less important","1994","Part Time","","","",""
"Less important","1994","Not Working","","","",""
"Quite unimportant","1994","Full Time","","","",""
"Quite unimportant","1994","Part Time","","","",""
"Quite unimportant","1994","Not Working","","","",""
"Very important","1995","Full Time","463","0.096446552946682","0.0882377926106196","0.104655313282744"
"Very important","1995","Part Time","213","0.110016905858924","0.0969354873903161","0.123098324327531"
"Very important","1995","Not Working","382","0.0930172719421225","0.0841036841603981","0.101930859723847"
"Important","1995","Full Time","1928","0.387805097489069","0.374256045517313","0.401354149460825"
"Important","1995","Part Time","833","0.393753739612921","0.373328313333152","0.414179165892691"
"Important","1995","Not Working","1396","0.327355662353088","0.312955283682815","0.341756041023362"
"Less important","1995","Full Time","2247","0.445558984676834","0.431738044876556","0.459379924477113"
"Less important","1995","Part Time","971","0.414217847636302","0.393624985191611","0.434810710080994"
"Less important","1995","Not Working","1611","0.390362324049608","0.375391659290488","0.405332988808729"
"Quite unimportant","1995","Full Time","330","0.0701893648874146","0.0630855733506491","0.0772931564241802"
"Quite unimportant","1995","Part Time","181","0.0820115068918528","0.0705407979115262","0.0934822158721794"
"Quite unimportant","1995","Not Working","690","0.189264741655181","0.177243602436629","0.201285880873732"
"Very important","1996","Full Time","","","",""
"Very important","1996","Part Time","","","",""
"Very important","1996","Not Working","","","",""
"Important","1996","Full Time","","","",""
"Important","1996","Part Time","","","",""
"Important","1996","Not Working","","","",""
"Less important","1996","Full Time","","","",""
"Less important","1996","Part Time","","","",""
"Less important","1996","Not Working","","","",""
"Quite unimportant","1996","Full Time","","","",""
"Quite unimportant","1996","Part Time","","","",""
"Quite unimportant","1996","Not Working","","","",""
"Very important","1997","Full Time","","","",""
"Very important","1997","Part Time","","","",""
"Very important","1997","Not Working","","","",""
"Important","1997","Full Time","","","",""
"Important","1997","Part Time","","","",""
"Important","1997","Not Working","","","",""
"Less important","1997","Full Time","","","",""
"Less important","1997","Part Time","","","",""
"Less important","1997","Not Working","","","",""
"Quite unimportant","1997","Full Time","","","",""
