"plh0112","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","Male","145","0.445278001909363","0.391655825697178","0.498900178121548","2"
"Important","1990","1-pers.-HH","Female","215","0.358543703858594","0.319714912755356","0.397372494961831","2"
"Important","1990","(Married) couple without C. ","Male","382","0.376027557868189","0.34602048768386","0.406034628052519","2"
"Important","1990","(Married) couple without C. ","Female","425","0.406941023164899","0.376836971371762","0.437045074958035","2"
"Important","1990","Single parent ","Male","60","0.378036874254116","0.302188257436256","0.453885491071976","2"
"Important","1990","Couple + C. LE 16 ","Female","256","0.325863494006826","0.292409020778627","0.359317967235026","2"
"Important","1990","Single parent ","Female","78","0.346590819632554","0.285222639484458","0.407958999780651","2"
"Important","1990","Couple + C. LE 16 ","Male","251","0.349580929313985","0.314580463393724","0.384581395234246","2"
"Important","1990","Couple + C. GT 16 ","Female","267","0.399488611713332","0.362702205630885","0.436275017795779","2"
"Important","1990","Couple + C. LE and GT 16","Female","86","0.382314964659175","0.317954344184025","0.446675585134325","2"
"Important","1990","Couple + C. GT 16 ","Male","365","0.430573038683103","0.397187209599351","0.463958867766855","2"
"Important","1990","Couple + C. LE and GT 16","Male","94","0.402873894832598","0.337914252319253","0.467833537345943","2"
"Less important","1990","Couple + C. LE and GT 16","Male","85","0.407569715675719","0.342490005179572","0.472649426171866","3"
"Less important","1990","Couple + C. GT 16 ","Female","245","0.354469024636086","0.318541919622763","0.39039612964941","3"
"Less important","1990","1-pers.-HH","Female","181","0.307525643758872","0.27016263869544","0.344888648822305","3"
"Less important","1990","(Married) couple without C. ","Male","365","0.360613357834483","0.330867004202006","0.39035971146696","3"
"Less important","1990","1-pers.-HH","Male","101","0.306394141063717","0.256656208889947","0.356132073237487","3"
"Less important","1990","(Married) couple without C. ","Female","341","0.334779658269619","0.305861371139206","0.363697945400032","3"
"Less important","1990","Single parent ","Male","73","0.474796518821495","0.396684866285123","0.552908171357867","3"
"Less important","1990","Single parent ","Female","88","0.382451458766734","0.319780576009429","0.445122341524038","3"
"Less important","1990","Couple + C. LE 16 ","Male","351","0.500785949618921","0.464085380927525","0.537486518310317","3"
"Less important","1990","Couple + C. LE 16 ","Female","397","0.537932100915629","0.502346111285045","0.573518090546214","3"
"Less important","1990","Couple + C. GT 16 ","Male","301","0.36420853429343","0.331763208257756","0.396653860329104","3"
"Less important","1990","Couple + C. LE and GT 16","Female","85","0.408644675220904","0.343538345753158","0.473751004688651","3"
"Quite unimportant","1990","(Married) couple without C. ","Female","119","0.129576763432074","0.108997061691513","0.150156465172634","4"
"Quite unimportant","1990","1-pers.-HH","Male","32","0.101156833255659","0.0686233402652977","0.133690326246021","4"
