"plh0112","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Less important","1990","66 and older","Baden-Württemberg","56","0.347829672579623","0.273564810444348","0.422094534714898","3"
"Less important","1990","16-34 y.","Schleswig-Holstein","38","0.436111213618199","0.330688550198351","0.541533877038047","3"
"Less important","1990","16-34 y.","Hamburg","13","","","","3"
"Less important","1990","66 and older","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1990","66 and older","Lower Saxony","42","0.349825482401416","0.264138410331965","0.435512554470867","3"
"Less important","1990","16-34 y.","Rhineland-Palatinate,Saarland","86","0.410369219189839","0.34415403017591","0.476584408203769","3"
"Less important","1990","66 and older","Thuringia","","","","","3"
"Less important","1990","16-34 y.","Berlin","18","","","","3"
"Less important","1990","66 and older","Brandenburg","","","","","3"
"Less important","1990","16-34 y.","North Rhine-Westphalia","265","0.386349223224166","0.350733929141554","0.421964517306778","3"
"Less important","1990","16-34 y.","Hesse","95","0.399560501966598","0.336396737893091","0.462724266040105","3"
"Less important","1990","16-34 y.","Brandenburg","","","","","3"
"Less important","1990","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1990","16-34 y.","Saxony","","","","","3"
"Less important","1990","16-34 y.","Saxony-Anhalt","","","","","3"
"Less important","1990","16-34 y.","Thuringia","","","","","3"
"Less important","1990","35-65 y.","Schleswig-Holstein","65","0.471714034557678","0.389023079362717","0.554404989752639","3"
"Less important","1990","35-65 y.","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1990","35-65 y.","Thuringia","","","","","3"
"Less important","1990","66 and older","Schleswig-Holstein","13","","","","3"
"Less important","1990","66 and older","Hamburg","10","","","","3"
"Less important","1990","66 and older","Bremen","6","","","","3"
"Less important","1990","66 and older","North Rhine-Westphalia","95","0.394006917958034","0.332187028103474","0.455826807812593","3"
"Less important","1990","66 and older","Berlin","10","","","","3"
"Less important","1990","66 and older","Saxony","","","","","3"
"Less important","1990","66 and older","Saxony-Anhalt","","","","","3"
"Less important","1990","66 and older","Bavaria","69","0.353104556717973","0.286364943570795","0.419844169865152","3"
"Less important","1990","35-65 y.","Hamburg","10","","","","3"
"Less important","1990","35-65 y.","Lower Saxony","183","0.444672062982659","0.397033940811745","0.492310185153573","3"
"Less important","1990","35-65 y.","Bremen","13","","","","3"
"Less important","1990","35-65 y.","North Rhine-Westphalia","353","0.350564911803319","0.32058407377381","0.380545749832829","3"
"Less important","1990","35-65 y.","Hesse","126","0.365313399330701","0.313517960728158","0.417108837933244","3"
"Less important","1990","35-65 y.","Bavaria","254","0.413711902806455","0.374172554420855","0.453251251192056","3"
"Less important","1990","35-65 y.","Berlin","45","0.361835256131827","0.277930870325004","0.44573964193865","3"
"Less important","1990","35-65 y.","Brandenburg","","","","","3"
"Less important","1990","35-65 y.","Saxony","","","","","3"
"Less important","1990","35-65 y.","Saxony-Anhalt","","","","","3"
"Less important","1990","35-65 y.","Rhineland-Palatinate,Saarland","96","0.361860554520514","0.303450201030599","0.420270908010429","3"
"Less important","1990","35-65 y.","Baden-Württemberg","246","0.439293036565543","0.397890811056552","0.480695262074535","3"
"Quite unimportant","1990","16-34 y.","Lower Saxony","15","","","","4"
"Quite unimportant","1990","16-34 y.","Hesse","9","","","","4"
"Quite unimportant","1990","16-34 y.","Schleswig-Holstein","6","","","","4"
"Quite unimportant","1990","16-34 y.","Hamburg","1","","","","4"
"Quite unimportant","1990","16-34 y.","Bremen","","","","","4"
"Quite unimportant","1990","16-34 y.","North Rhine-Westphalia","32","0.0458572187970002","0.0305570434121236","0.0611573941818767","4"
"Quite unimportant","1990","35-65 y.","Bremen","2","","","","4"
"Quite unimportant","1990","35-65 y.","Schleswig-Holstein","18","","","","4"
"Quite unimportant","1990","35-65 y.","Hamburg","2","","","","4"
"Quite unimportant","1990","35-65 y.","Lower Saxony","39","0.0989498476888461","0.0703250782454117","0.12757461713228","4"
"Quite unimportant","1990","35-65 y.","Hesse","33","0.103822035685805","0.0710109236540413","0.136633147717568","4"
"Quite unimportant","1990","35-65 y.","Rhineland-Palatinate,Saarland","50","0.189021639502774","0.14143097017111","0.236612308834439","4"
"Quite unimportant","1990","35-65 y.","Baden-Württemberg","44","0.0771615095061672","0.0549006586586686","0.0994223603536657","4"
"Quite unimportant","1990","35-65 y.","Bavaria","64","0.112138503601427","0.0868061844644466","0.137470822738408","4"
"Quite unimportant","1990","35-65 y.","Berlin","1","","","","4"
"Quite unimportant","1990","35-65 y.","Brandenburg","","","","","4"
"Quite unimportant","1990","35-65 y.","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1990","35-65 y.","Saxony","","","","","4"
"Quite unimportant","1990","66 and older","Schleswig-Holstein","10","","","","4"
"Quite unimportant","1990","66 and older","Hamburg","6","","","","4"
"Quite unimportant","1990","35-65 y.","Saxony-Anhalt","","","","","4"
"Quite unimportant","1990","35-65 y.","Thuringia","","","","","4"
"Quite unimportant","1990","16-34 y.","Rhineland-Palatinate,Saarland","13","","","","4"
"Quite unimportant","1990","16-34 y.","Baden-Württemberg","22","","","","4"
"Quite unimportant","1990","16-34 y.","Bavaria","30","0.0515443630324635","0.0318258743632013","0.0712628517017257","4"
"Quite unimportant","1990","16-34 y.","Berlin","4","","","","4"
"Quite unimportant","1990","16-34 y.","Brandenburg","","","","","4"
"Quite unimportant","1990","16-34 y.","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1990","16-34 y.","Saxony","","","","","4"
"Quite unimportant","1990","16-34 y.","Saxony-Anhalt","","","","","4"
"Quite unimportant","1990","16-34 y.","Thuringia","","","","","4"
"Quite unimportant","1990","35-65 y.","North Rhine-Westphalia","78","0.0780308924150334","0.061177662618522","0.0948841222115449","4"
"Quite unimportant","1990","66 and older","Lower Saxony","34","0.322575313983559","0.238586647859396","0.406563980107723","4"
"Quite unimportant","1990","66 and older","Bremen","7","","","","4"
"Quite unimportant","1990","66 and older","North Rhine-Westphalia","47","0.212092853614414","0.160374700491324","0.263811006737505","4"
"Quite unimportant","1990","66 and older","Hesse","27","","","","4"
"Quite unimportant","1990","66 and older","Rhineland-Palatinate,Saarland","35","0.419013472475054","0.315926501399054","0.522100443551054","4"
"Quite unimportant","1990","66 and older","Baden-Württemberg","50","0.322134194305327","0.24927072855086","0.394997660059794","4"
"Quite unimportant","1990","66 and older","Bavaria","58","0.298087992203245","0.234213339049538","0.361962645356953","4"
"Quite unimportant","1990","66 and older","Berlin","8","","","","4"
"Quite unimportant","1990","66 and older","Brandenburg","","","","","4"
"Quite unimportant","1990","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1990","66 and older","Saxony","","","","","4"
"Quite unimportant","1990","66 and older","Saxony-Anhalt","","","","","4"
"Quite unimportant","1990","66 and older","Thuringia","","","","","4"
"Very important","1990","16-34 y.","Schleswig-Holstein","11","","","","1"
"Very important","1990","16-34 y.","Hamburg","9","","","","1"
"Very important","1990","16-34 y.","Lower Saxony","41","0.132211846966487","0.0943837252865855","0.170039968646388","1"
"Very important","1990","16-34 y.","Bremen","6","","","","1"
"Very important","1990","16-34 y.","North Rhine-Westphalia","110","0.163749907971685","0.136682635767757","0.190817180175612","1"
"Very important","1990","16-34 y.","Hesse","34","0.14798497221566","0.10219456179206","0.19377538263926","1"
"Very important","1990","16-34 y.","Rhineland-Palatinate,Saarland","24","","","","1"
"Very important","1990","16-34 y.","Baden-Württemberg","86","0.193083027926838","0.156532339645671","0.229633716208005","1"
"Very important","1990","16-34 y.","Bavaria","77","0.178472322908018","0.144323867592258","0.212620778223777","1"
"Very important","1990","16-34 y.","Berlin","15","","","","1"
"Very important","1990","16-34 y.","Brandenburg","","","","","1"
"Very important","1990","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1990","16-34 y.","Saxony","","","","","1"
"Very important","1990","16-34 y.","Saxony-Anhalt","","","","","1"
"Very important","1990","16-34 y.","Thuringia","","","","","1"
"Very important","1990","35-65 y.","Schleswig-Holstein","13","","","","1"
"Very important","1990","35-65 y.","Hamburg","11","","","","1"
"Very important","1990","35-65 y.","Lower Saxony","49","0.123138095463593","0.0916372821085289","0.154638908818657","1"
"Very important","1990","35-65 y.","Bremen","9","","","","1"
"Very important","1990","35-65 y.","North Rhine-Westphalia","121","0.131071626457262","0.109866639751376","0.152276613163148","1"
"Very important","1990","35-65 y.","Hesse","40","0.119227881490181","0.0843701000991075","0.154085662881255","1"
"Very important","1990","35-65 y.","Rhineland-Palatinate,Saarland","28","","","","1"
"Very important","1990","35-65 y.","Baden-Württemberg","52","0.0941680877799936","0.0698037710677966","0.118532404492191","1"
"Very important","1990","35-65 y.","Bavaria","59","0.0951123468732041","0.0715596446496228","0.118665049096785","1"
"Very important","1990","35-65 y.","Berlin","19","","","","1"
"Very important","1990","35-65 y.","Brandenburg","","","","","1"
"Very important","1990","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1990","35-65 y.","Saxony","","","","","1"
"Very important","1990","35-65 y.","Saxony-Anhalt","","","","","1"
"Very important","1990","35-65 y.","Thuringia","","","","","1"
"Very important","1990","66 and older","Schleswig-Holstein","2","","","","1"
"Very important","1990","66 and older","Hamburg","2","","","","1"
"Very important","1990","66 and older","Lower Saxony","10","","","","1"
"Very important","1990","66 and older","Bremen","6","","","","1"
"Very important","1990","66 and older","North Rhine-Westphalia","18","","","","1"
"Very important","1990","66 and older","Hesse","12","","","","1"
"Very important","1990","66 and older","Rhineland-Palatinate,Saarland","7","","","","1"
"Very important","1990","66 and older","Baden-Württemberg","11","","","","1"
"Very important","1990","66 and older","Bavaria","5","","","","1"
"Very important","1990","66 and older","Berlin","2","","","","1"
"Very important","1990","66 and older","Brandenburg","","","","","1"
"Very important","1990","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1990","66 and older","Saxony","","","","","1"
"Very important","1990","66 and older","Saxony-Anhalt","","","","","1"
"Very important","1990","66 and older","Thuringia","","","","","1"
"Important","1991","16-34 y.","Hamburg","","","","","2"
"Important","1991","16-34 y.","Schleswig-Holstein","","","","","2"
"Important","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1991","16-34 y.","Bremen","","","","","2"
"Important","1991","16-34 y.","Lower Saxony","","","","","2"
"Important","1991","16-34 y.","Hesse","","","","","2"
"Important","1991","16-34 y.","Bavaria","","","","","2"
"Important","1991","16-34 y.","Berlin","","","","","2"
"Important","1991","16-34 y.","North Rhine-Westphalia","","","","","2"
"Important","1991","66 and older","Thuringia","","","","","2"
"Important","1991","16-34 y.","Baden-Württemberg","","","","","2"
"Important","1991","16-34 y.","Brandenburg","","","","","2"
"Important","1991","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Important","1991","16-34 y.","Saxony","","","","","2"
"Important","1991","35-65 y.","Lower Saxony","","","","","2"
"Important","1991","35-65 y.","Bremen","","","","","2"
"Important","1991","35-65 y.","Hesse","","","","","2"
"Important","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1991","35-65 y.","Baden-Württemberg","","","","","2"
"Important","1991","66 and older","Bavaria","","","","","2"
"Important","1991","66 and older","Berlin","","","","","2"
"Important","1991","66 and older","Brandenburg","","","","","2"
"Important","1991","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Important","1991","66 and older","Saxony","","","","","2"
"Important","1991","66 and older","Saxony-Anhalt","","","","","2"
"Important","1991","16-34 y.","Saxony-Anhalt","","","","","2"
"Important","1991","16-34 y.","Thuringia","","","","","2"
"Important","1991","35-65 y.","Schleswig-Holstein","","","","","2"
"Important","1991","35-65 y.","Hamburg","","","","","2"
"Important","1991","35-65 y.","North Rhine-Westphalia","","","","","2"
"Important","1991","35-65 y.","Bavaria","","","","","2"
"Important","1991","35-65 y.","Brandenburg","","","","","2"
"Important","1991","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Important","1991","35-65 y.","Thuringia","","","","","2"
"Important","1991","66 and older","Lower Saxony","","","","","2"
"Important","1991","66 and older","Bremen","","","","","2"
"Important","1991","66 and older","North Rhine-Westphalia","","","","","2"
"Important","1991","66 and older","Hesse","","","","","2"
"Important","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1991","66 and older","Baden-Württemberg","","","","","2"
"Important","1991","35-65 y.","Berlin","","","","","2"
"Important","1991","35-65 y.","Saxony","","","","","2"
"Important","1991","35-65 y.","Saxony-Anhalt","","","","","2"
"Important","1991","66 and older","Schleswig-Holstein","","","","","2"
"Important","1991","66 and older","Hamburg","","","","","2"
"Less important","1991","16-34 y.","Hamburg","","","","","3"
"Less important","1991","66 and older","Hesse","","","","","3"
"Less important","1991","16-34 y.","Schleswig-Holstein","","","","","3"
"Less important","1991","16-34 y.","Bremen","","","","","3"
"Less important","1991","16-34 y.","North Rhine-Westphalia","","","","","3"
"Less important","1991","16-34 y.","Bavaria","","","","","3"
"Less important","1991","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1991","16-34 y.","Lower Saxony","","","","","3"
"Less important","1991","16-34 y.","Saxony","","","","","3"
"Less important","1991","35-65 y.","Thuringia","","","","","3"
"Less important","1991","66 and older","Lower Saxony","","","","","3"
"Less important","1991","66 and older","Bremen","","","","","3"
"Less important","1991","66 and older","North Rhine-Westphalia","","","","","3"
"Less important","1991","66 and older","Baden-Württemberg","","","","","3"
"Less important","1991","16-34 y.","Hesse","","","","","3"
"Less important","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1991","16-34 y.","Baden-Württemberg","","","","","3"
"Less important","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1991","16-34 y.","Brandenburg","","","","","3"
"Less important","1991","66 and older","Brandenburg","","","","","3"
"Less important","1991","66 and older","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1991","66 and older","Saxony-Anhalt","","","","","3"
"Less important","1991","66 and older","Thuringia","","","","","3"
"Less important","1991","16-34 y.","Berlin","","","","","3"
"Less important","1991","66 and older","Saxony","","","","","3"
"Less important","1991","16-34 y.","Saxony-Anhalt","","","","","3"
"Less important","1991","16-34 y.","Thuringia","","","","","3"
"Less important","1991","35-65 y.","Schleswig-Holstein","","","","","3"
"Less important","1991","35-65 y.","Hamburg","","","","","3"
"Less important","1991","35-65 y.","Lower Saxony","","","","","3"
"Less important","1991","35-65 y.","Bremen","","","","","3"
"Less important","1991","35-65 y.","Bavaria","","","","","3"
"Less important","1991","35-65 y.","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1991","35-65 y.","Saxony","","","","","3"
"Less important","1991","35-65 y.","Saxony-Anhalt","","","","","3"
"Less important","1991","66 and older","Schleswig-Holstein","","","","","3"
"Less important","1991","66 and older","Hamburg","","","","","3"
"Less important","1991","66 and older","Bavaria","","","","","3"
"Less important","1991","66 and older","Berlin","","","","","3"
"Less important","1991","35-65 y.","North Rhine-Westphalia","","","","","3"
"Less important","1991","35-65 y.","Hesse","","","","","3"
"Less important","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1991","35-65 y.","Baden-Württemberg","","","","","3"
"Less important","1991","35-65 y.","Berlin","","","","","3"
"Less important","1991","35-65 y.","Brandenburg","","","","","3"
"Quite unimportant","1991","16-34 y.","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1991","16-34 y.","Lower Saxony","","","","","4"
"Quite unimportant","1991","16-34 y.","Bremen","","","","","4"
"Quite unimportant","1991","16-34 y.","Hesse","","","","","4"
"Quite unimportant","1991","16-34 y.","Schleswig-Holstein","","","","","4"
"Quite unimportant","1991","16-34 y.","Hamburg","","","","","4"
"Quite unimportant","1991","35-65 y.","Bremen","","","","","4"
"Quite unimportant","1991","35-65 y.","Schleswig-Holstein","","","","","4"
"Quite unimportant","1991","35-65 y.","Hamburg","","","","","4"
"Quite unimportant","1991","35-65 y.","Lower Saxony","","","","","4"
"Quite unimportant","1991","35-65 y.","Hesse","","","","","4"
"Quite unimportant","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1991","35-65 y.","Baden-Württemberg","","","","","4"
"Quite unimportant","1991","35-65 y.","Bavaria","","","","","4"
"Quite unimportant","1991","35-65 y.","Berlin","","","","","4"
"Quite unimportant","1991","35-65 y.","Brandenburg","","","","","4"
"Quite unimportant","1991","35-65 y.","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1991","35-65 y.","Saxony","","","","","4"
"Quite unimportant","1991","35-65 y.","Saxony-Anhalt","","","","","4"
"Quite unimportant","1991","35-65 y.","Thuringia","","","","","4"
"Quite unimportant","1991","66 and older","Schleswig-Holstein","","","","","4"
"Quite unimportant","1991","66 and older","Hamburg","","","","","4"
"Quite unimportant","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1991","16-34 y.","Baden-Württemberg","","","","","4"
"Quite unimportant","1991","16-34 y.","Bavaria","","","","","4"
"Quite unimportant","1991","16-34 y.","Berlin","","","","","4"
"Quite unimportant","1991","16-34 y.","Brandenburg","","","","","4"
"Quite unimportant","1991","16-34 y.","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1991","16-34 y.","Saxony","","","","","4"
"Quite unimportant","1991","16-34 y.","Saxony-Anhalt","","","","","4"
"Quite unimportant","1991","16-34 y.","Thuringia","","","","","4"
"Quite unimportant","1991","35-65 y.","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1991","66 and older","Lower Saxony","","","","","4"
"Quite unimportant","1991","66 and older","Bremen","","","","","4"
"Quite unimportant","1991","66 and older","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1991","66 and older","Hesse","","","","","4"
"Quite unimportant","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1991","66 and older","Baden-Württemberg","","","","","4"
"Quite unimportant","1991","66 and older","Bavaria","","","","","4"
"Quite unimportant","1991","66 and older","Berlin","","","","","4"
"Quite unimportant","1991","66 and older","Brandenburg","","","","","4"
"Quite unimportant","1991","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1991","66 and older","Saxony","","","","","4"
"Quite unimportant","1991","66 and older","Saxony-Anhalt","","","","","4"
"Quite unimportant","1991","66 and older","Thuringia","","","","","4"
"Very important","1991","16-34 y.","Schleswig-Holstein","","","","","1"
"Very important","1991","16-34 y.","Hamburg","","","","","1"
"Very important","1991","16-34 y.","Lower Saxony","","","","","1"
"Very important","1991","16-34 y.","Bremen","","","","","1"
"Very important","1991","16-34 y.","North Rhine-Westphalia","","","","","1"
"Very important","1991","16-34 y.","Hesse","","","","","1"
"Very important","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Very important","1991","16-34 y.","Baden-Württemberg","","","","","1"
"Very important","1991","16-34 y.","Bavaria","","","","","1"
"Very important","1991","16-34 y.","Berlin","","","","","1"
"Very important","1991","16-34 y.","Brandenburg","","","","","1"
"Very important","1991","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1991","16-34 y.","Saxony","","","","","1"
"Very important","1991","16-34 y.","Saxony-Anhalt","","","","","1"
"Very important","1991","16-34 y.","Thuringia","","","","","1"
"Very important","1991","35-65 y.","Schleswig-Holstein","","","","","1"
"Very important","1991","35-65 y.","Hamburg","","","","","1"
"Very important","1991","35-65 y.","Lower Saxony","","","","","1"
"Very important","1991","35-65 y.","Bremen","","","","","1"
"Very important","1991","35-65 y.","North Rhine-Westphalia","","","","","1"
"Very important","1991","35-65 y.","Hesse","","","","","1"
"Very important","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Very important","1991","35-65 y.","Baden-Württemberg","","","","","1"
"Very important","1991","35-65 y.","Bavaria","","","","","1"
"Very important","1991","35-65 y.","Berlin","","","","","1"
"Very important","1991","35-65 y.","Brandenburg","","","","","1"
"Very important","1991","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1991","35-65 y.","Saxony","","","","","1"
"Very important","1991","35-65 y.","Saxony-Anhalt","","","","","1"
"Very important","1991","35-65 y.","Thuringia","","","","","1"
"Very important","1991","66 and older","Schleswig-Holstein","","","","","1"
"Very important","1991","66 and older","Hamburg","","","","","1"
"Very important","1991","66 and older","Lower Saxony","","","","","1"
"Very important","1991","66 and older","Bremen","","","","","1"
"Very important","1991","66 and older","North Rhine-Westphalia","","","","","1"
"Very important","1991","66 and older","Hesse","","","","","1"
"Very important","1991","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Very important","1991","66 and older","Baden-Württemberg","","","","","1"
"Very important","1991","66 and older","Bavaria","","","","","1"
"Very important","1991","66 and older","Berlin","","","","","1"
"Very important","1991","66 and older","Brandenburg","","","","","1"
"Very important","1991","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1991","66 and older","Saxony","","","","","1"
"Very important","1991","66 and older","Saxony-Anhalt","","","","","1"
"Very important","1991","66 and older","Thuringia","","","","","1"
"Important","1992","16-34 y.","Hesse","90","0.413672350172714","0.349321355188876","0.478023345156552","2"
"Important","1992","16-34 y.","North Rhine-Westphalia","307","0.444814146642816","0.407435661630968","0.482192631654665","2"
"Important","1992","16-34 y.","Hamburg","8","","","","2"
"Important","1992","16-34 y.","Lower Saxony","113","0.381245011126681","0.327609273755783","0.434880748497578","2"
"Important","1992","16-34 y.","Bremen","13","","","","2"
"Important","1992","16-34 y.","Rhineland-Palatinate,Saarland","75","0.385659525114054","0.317341173215062","0.453977877013045","2"
"Important","1992","16-34 y.","Berlin","80","0.472294229817368","0.399564655626655","0.54502380400808","2"
"Important","1992","16-34 y.","Schleswig-Holstein","25","","","","2"
"Important","1992","16-34 y.","Baden-Württemberg","165","0.364615847745386","0.319280171046325","0.409951524444448","2"
"Important","1992","16-34 y.","Bavaria","181","0.366916910270794","0.32475595397977","0.409077866561817","2"
"Important","1992","16-34 y.","Saxony","168","0.439301135066336","0.389136209785244","0.489466060347428","2"
"Important","1992","35-65 y.","Schleswig-Holstein","38","0.292483845669259","0.214584902546115","0.370382788792403","2"
"Important","1992","16-34 y.","Brandenburg","95","0.421323155295877","0.357510048465175","0.485136262126579","2"
"Important","1992","16-34 y.","Mecklenburg-Western Pomerania","57","0.360032923964097","0.283216800594999","0.436849047333195","2"
"Important","1992","16-34 y.","Saxony-Anhalt","103","0.384611866434125","0.326365801171859","0.442857931696392","2"
"Important","1992","16-34 y.","Thuringia","104","0.382110844397076","0.32327426534202","0.440947423452132","2"
"Important","1992","35-65 y.","Hamburg","16","","","","2"
"Important","1992","35-65 y.","Lower Saxony","152","0.377273333708207","0.330470055886512","0.424076611529902","2"
"Important","1992","35-65 y.","Bremen","10","","","","2"
"Important","1992","35-65 y.","North Rhine-Westphalia","418","0.433474376171216","0.402384808976932","0.4645639433655","2"
"Important","1992","35-65 y.","Hesse","129","0.399136331087901","0.34597597344041","0.452296688735393","2"
"Important","1992","35-65 y.","Rhineland-Palatinate,Saarland","83","0.325054421975429","0.267788804652541","0.382320039298317","2"
"Important","1992","35-65 y.","Bavaria","200","0.328371037063192","0.291315540335298","0.365426533791086","2"
"Important","1992","66 and older","Thuringia","30","0.346506214557927","0.237346370661148","0.455666058454707","2"
"Important","1992","35-65 y.","Baden-Württemberg","202","0.411321987000794","0.369028227692232","0.453615746309357","2"
"Important","1992","35-65 y.","Berlin","133","0.501481401279563","0.442706245180543","0.560256557378583","2"
"Important","1992","35-65 y.","Brandenburg","168","0.467322334566902","0.416552979225536","0.518091689908267","2"
"Important","1992","35-65 y.","Saxony-Anhalt","165","0.41975541404559","0.372273551732545","0.467237276358635","2"
