"plh0204_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"6","2008","66 and older","lower secondary degree","206","0.0723728566591816","0.0624984767021204","0.0822472366162429"
"6","2008","66 and older","secondary school degree","65","0.11640507888326","0.0925959079941154","0.140214249772405"
"6","2008","66 and older","college entrance qualification","87","0.106490450073296","0.0840524207487428","0.12892847939785"
"6","2008","66 and older","Other degree","15","","",""
"6","2008","66 and older","no degree/no degree yet","2","","",""
"7","2008","16-34 y.","lower secondary degree","95","0.157507237955446","0.129944638235256","0.185069837675636"
"7","2008","16-34 y.","secondary school degree","173","0.137615704827257","0.118867377732471","0.156364031922044"
"7","2008","16-34 y.","college entrance qualification","207","0.158103295937835","0.139266112495611","0.17694047938006"
"7","2008","16-34 y.","Other degree","14","","",""
"7","2008","16-34 y.","no degree/no degree yet","61","0.134751186305018","0.100906030537626","0.16859634207241"
"7","2008","35-65 y.","lower secondary degree","288","0.0795794350363683","0.0701655300915491","0.0889933399811876"
"7","2008","35-65 y.","secondary school degree","388","0.0991976690172039","0.089649258445533","0.108746079588875"
"7","2008","35-65 y.","college entrance qualification","402","0.13778117918324","0.125387493921043","0.150174864445437"
"7","2008","35-65 y.","Other degree","55","0.10797177374006","0.0836217038210493","0.132321843659071"
"7","2008","35-65 y.","no degree/no degree yet","7","","",""
"7","2008","66 and older","lower secondary degree","150","0.058281752921249","0.0493535911996376","0.0672099146428605"
"7","2008","66 and older","secondary school degree","58","0.0683777459985962","0.0496403593178406","0.0871151326793519"
"7","2008","66 and older","college entrance qualification","89","0.130952035996964","0.106412983968198","0.155491088025729"
"7","2008","66 and older","Other degree","10","","",""
"7","2008","66 and older","no degree/no degree yet","1","","",""
"8","2008","16-34 y.","lower secondary degree","71","0.0823562543695737","0.0615558308116997","0.103156677927448"
"8","2008","16-34 y.","secondary school degree","117","0.084271458227284","0.0691532009132522","0.0993897155413157"
"8","2008","16-34 y.","college entrance qualification","103","0.0742927511668534","0.0607525176764564","0.0878329846572504"
"8","2008","16-34 y.","Other degree","8","","",""
"8","2008","16-34 y.","no degree/no degree yet","47","0.111221727128271","0.0800578671494761","0.142385587107066"
"8","2008","35-65 y.","lower secondary degree","221","0.0734135801368394","0.0643414892287177","0.082485671044961"
"8","2008","35-65 y.","secondary school degree","253","0.0667786763266969","0.0588046653210352","0.0747526873323586"
"8","2008","35-65 y.","college entrance qualification","242","0.0715695964881778","0.0623005357838445","0.080838657192511"
"8","2008","35-65 y.","Other degree","45","0.0540981922661353","0.0363493430285253","0.0718470415037453"
"8","2008","35-65 y.","no degree/no degree yet","5","","",""
"8","2008","66 and older","lower secondary degree","132","0.0476865766928096","0.0395653192254379","0.0558078341601812"
"8","2008","66 and older","secondary school degree","45","0.04987796298288","0.0337166830867225","0.0660392428790375"
"8","2008","66 and older","college entrance qualification","68","0.0866223322547822","0.0661616594041058","0.107083005105459"
"8","2008","66 and older","Other degree","16","","",""
"8","2008","66 and older","no degree/no degree yet","1","","",""
"9","2008","16-34 y.","lower secondary degree","20","","",""
"9","2008","16-34 y.","secondary school degree","47","0.033331273061461","0.0235624354995635","0.0431001106233585"
"9","2008","16-34 y.","college entrance qualification","27","","",""
"9","2008","16-34 y.","Other degree","8","","",""
"9","2008","16-34 y.","no degree/no degree yet","21","","",""
"9","2008","35-65 y.","lower secondary degree","57","0.0178581112300901","0.0132515048454793","0.0224647176147008"
"9","2008","35-65 y.","secondary school degree","60","0.0174999139667825","0.0133114975217848","0.0216883304117801"
"9","2008","35-65 y.","college entrance qualification","63","0.0277613837211965","0.0218538834120876","0.0336688840303054"
"9","2008","35-65 y.","Other degree","14","","",""
"9","2008","35-65 y.","no degree/no degree yet","1","","",""
"9","2008","66 and older","lower secondary degree","29","","",""
"9","2008","66 and older","secondary school degree","8","","",""
"9","2008","66 and older","college entrance qualification","9","","",""
"9","2008","66 and older","Other degree","3","","",""
"9","2008","66 and older","no degree/no degree yet","1","","",""
"10 Very willing to take risks","2008","16-34 y.","lower secondary degree","29","","",""
"10 Very willing to take risks","2008","16-34 y.","secondary school degree","16","","",""
"10 Very willing to take risks","2008","16-34 y.","college entrance qualification","13","","",""
"10 Very willing to take risks","2008","16-34 y.","Other degree","3","","",""
"10 Very willing to take risks","2008","16-34 y.","no degree/no degree yet","7","","",""
"10 Very willing to take risks","2008","35-65 y.","lower secondary degree","44","0.0122713779664213","0.00844188115697164","0.016100874775871"
"10 Very willing to take risks","2008","35-65 y.","secondary school degree","36","0.0102978734183905","0.00707315627033746","0.0135225905664436"
"10 Very willing to take risks","2008","35-65 y.","college entrance qualification","15","","",""
"10 Very willing to take risks","2008","35-65 y.","Other degree","14","","",""
"10 Very willing to take risks","2008","35-65 y.","no degree/no degree yet","1","","",""
"10 Very willing to take risks","2008","66 and older","lower secondary degree","21","","",""
"10 Very willing to take risks","2008","66 and older","secondary school degree","5","","",""
"10 Very willing to take risks","2008","66 and older","college entrance qualification","4","","",""
"10 Very willing to take risks","2008","66 and older","Other degree","3","","",""
"10 Very willing to take risks","2008","66 and older","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","lower secondary degree","33","0.0524797557190763","0.0343005743268418","0.0706589371113109"
"0 Not at all Willing to take risks","2009","16-34 y.","secondary school degree","47","0.0356809516669204","0.0249601377440037","0.0464017655898371"
"0 Not at all Willing to take risks","2009","16-34 y.","college entrance qualification","30","0.0181719794269406","0.0111220497107867","0.0252219091430946"
"0 Not at all Willing to take risks","2009","16-34 y.","Other degree","12","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","no degree/no degree yet","12","","",""
"0 Not at all Willing to take risks","2009","35-65 y.","lower secondary degree","319","0.10898975203962","0.0975708763801114","0.120408627699128"
"0 Not at all Willing to take risks","2009","35-65 y.","secondary school degree","233","0.0696463515531022","0.0612787400867334","0.0780139630194711"
"0 Not at all Willing to take risks","2009","35-65 y.","college entrance qualification","125","0.0410570376259453","0.033698308504446","0.0484157667474447"
"0 Not at all Willing to take risks","2009","35-65 y.","Other degree","76","0.162939732231929","0.131557477879962","0.194321986583896"
"0 Not at all Willing to take risks","2009","35-65 y.","no degree/no degree yet","19","","",""
"0 Not at all Willing to take risks","2009","66 and older","lower secondary degree","459","0.208974040212754","0.193030182431886","0.224917897993622"
"0 Not at all Willing to take risks","2009","66 and older","secondary school degree","87","0.137338522578748","0.112037989100823","0.162639056056672"
"0 Not at all Willing to take risks","2009","66 and older","college entrance qualification","70","0.112840012657834","0.0897931749261947","0.135886850389474"
"0 Not at all Willing to take risks","2009","66 and older","Other degree","50","0.312535574151722","0.244631408200311","0.380439740103132"
"0 Not at all Willing to take risks","2009","66 and older","no degree/no degree yet","18","","",""
"1","2009","16-34 y.","lower secondary degree","25","","",""
"1","2009","16-34 y.","secondary school degree","42","0.0246619168202074","0.0156981577246201","0.0336256759157946"
"1","2009","16-34 y.","college entrance qualification","60","0.0458286584408385","0.0347917430252234","0.0568655738564536"
"1","2009","16-34 y.","Other degree","7","","",""
"1","2009","16-34 y.","no degree/no degree yet","13","","",""
"1","2009","35-65 y.","lower secondary degree","226","0.0785767385717283","0.0687169921083351","0.0884364850351216"
"1","2009","35-65 y.","secondary school degree","244","0.0646233518888268","0.0565413994499557","0.072705304327698"
"1","2009","35-65 y.","college entrance qualification","173","0.063997728745739","0.0549209164377586","0.0730745410537194"
"1","2009","35-65 y.","Other degree","43","0.074047539372862","0.0517969286584929","0.096298150087231"
"1","2009","35-65 y.","no degree/no degree yet","9","","",""
"1","2009","66 and older","lower secondary degree","323","0.142684118156055","0.128968666101489","0.156399570210621"
"1","2009","66 and older","secondary school degree","85","0.130747622397538","0.105967517850115","0.155527726944961"
"1","2009","66 and older","college entrance qualification","53","0.0869889856086623","0.0664608763946511","0.107517094822673"
"1","2009","66 and older","Other degree","17","","",""
"1","2009","66 and older","no degree/no degree yet","6","","",""
"2","2009","16-34 y.","lower secondary degree","60","0.0926238535280943","0.0689897423812052","0.116257964674983"
"2","2009","16-34 y.","secondary school degree","111","0.098607204055375","0.0813762019830807","0.115838206127669"
"2","2009","16-34 y.","college entrance qualification","154","0.0967560097748071","0.0811530326020787","0.112358986947535"
"2","2009","16-34 y.","Other degree","6","","",""
"2","2009","16-34 y.","no degree/no degree yet","21","","",""
"2","2009","35-65 y.","lower secondary degree","411","0.137667823216792","0.125042494899504","0.150293151534079"
"2","2009","35-65 y.","secondary school degree","575","0.164811171642164","0.152615268962882","0.177007074321447"
"2","2009","35-65 y.","college entrance qualification","449","0.146294432008107","0.133188117701128","0.159400746315085"
"2","2009","35-65 y.","Other degree","68","0.115096295529569","0.0879774651739172","0.14221512588522"
"2","2009","35-65 y.","no degree/no degree yet","13","","",""
"2","2009","66 and older","lower secondary degree","443","0.170931093820659","0.156168668161152","0.185693519480167"
"2","2009","66 and older","secondary school degree","129","0.200713681027648","0.171272653164923","0.230154708890373"
"2","2009","66 and older","college entrance qualification","110","0.141220535088643","0.115853567161075","0.16658750301621"
"2","2009","66 and older","Other degree","27","","",""
"2","2009","66 and older","no degree/no degree yet","10","","",""
"3","2009","16-34 y.","lower secondary degree","66","0.108840818892689","0.0834511103779197","0.134230527407458"
"3","2009","16-34 y.","secondary school degree","162","0.1290393996185","0.109663601876402","0.148415197360597"
"3","2009","16-34 y.","college entrance qualification","240","0.171531480616826","0.151635017491127","0.191427943742526"
"3","2009","16-34 y.","Other degree","12","","",""
"3","2009","16-34 y.","no degree/no degree yet","39","0.110169337586445","0.0767903013184852","0.143548373854404"
"3","2009","35-65 y.","lower secondary degree","469","0.153605315317651","0.140393005533641","0.166817625101661"
"3","2009","35-65 y.","secondary school degree","626","0.178511739464191","0.165923576395061","0.19109990253332"
"3","2009","35-65 y.","college entrance qualification","497","0.17117701604555","0.157207986308364","0.185146045782736"
"3","2009","35-65 y.","Other degree","98","0.167068409310005","0.135369515232894","0.198767303387115"
"3","2009","35-65 y.","no degree/no degree yet","16","","",""
"3","2009","66 and older","lower secondary degree","386","0.138988469456821","0.125422659023656","0.152554279889986"
"3","2009","66 and older","secondary school degree","121","0.138528452738723","0.113136081933852","0.163920823543594"
"3","2009","66 and older","college entrance qualification","124","0.176448020981434","0.148680781151349","0.20421526081152"
"3","2009","66 and older","Other degree","31","0.151982872889332","0.0993906881652943","0.204575057613369"
"3","2009","66 and older","no degree/no degree yet","9","","",""
"4","2009","16-34 y.","lower secondary degree","66","0.128015190922741","0.100777556567993","0.155252825277489"
"4","2009","16-34 y.","secondary school degree","138","0.122150916578373","0.103224976274355","0.14107685688239"
"4","2009","16-34 y.","college entrance qualification","193","0.129982971632218","0.112234005319812","0.147731937944623"
"4","2009","16-34 y.","Other degree","10","","",""
"4","2009","16-34 y.","no degree/no degree yet","47","0.117193283317081","0.0829027755486473","0.151483791085514"
"4","2009","35-65 y.","lower secondary degree","314","0.111405750889825","0.0998766692025358","0.122934832577114"
"4","2009","35-65 y.","secondary school degree","415","0.114592147521185","0.104121406878816","0.125062888163554"
"4","2009","35-65 y.","college entrance qualification","357","0.138419446998493","0.125612101602218","0.151226792394768"
"4","2009","35-65 y.","Other degree","67","0.129799989187683","0.10124124244331","0.158358735932057"
"4","2009","35-65 y.","no degree/no degree yet","13","","",""
"4","2009","66 and older","lower secondary degree","239","0.089572962517978","0.0783743835587665","0.10077154147719"
"4","2009","66 and older","secondary school degree","55","0.0667597689879704","0.0484126689271445","0.0851068690487962"
"4","2009","66 and older","college entrance qualification","93","0.10867863332207","0.0860077704081295","0.131349496236011"
"4","2009","66 and older","Other degree","19","","",""
"4","2009","66 and older","no degree/no degree yet","4","","",""
"5","2009","16-34 y.","lower secondary degree","136","0.253910917320902","0.218427927911494","0.289393906730311"
"5","2009","16-34 y.","secondary school degree","300","0.273219637026106","0.247464923820291","0.298974350231921"
"5","2009","16-34 y.","college entrance qualification","257","0.191340919571514","0.170579711542001","0.212102127601026"
"5","2009","16-34 y.","Other degree","26","","",""
"5","2009","16-34 y.","no degree/no degree yet","83","0.25271831242609","0.206389596073222","0.299047028778958"
"5","2009","35-65 y.","lower secondary degree","643","0.248772404552253","0.232931643954508","0.264613165149998"
"5","2009","35-65 y.","secondary school degree","774","0.213179046344226","0.199716149922292","0.22664194276616"
"5","2009","35-65 y.","college entrance qualification","501","0.183668532733731","0.169308240753415","0.198028824714048"
"5","2009","35-65 y.","Other degree","99","0.179750893484338","0.147122124672946","0.21237966229573"
"5","2009","35-65 y.","no degree/no degree yet","10","","",""
"5","2009","66 and older","lower secondary degree","412","0.155633439236561","0.141417719778932","0.169849158694191"
"5","2009","66 and older","secondary school degree","127","0.172859392106655","0.145065494533026","0.200653289680284"
"5","2009","66 and older","college entrance qualification","138","0.171295138266489","0.143850894402127","0.198739382130851"
"5","2009","66 and older","Other degree","21","","",""
"5","2009","66 and older","no degree/no degree yet","9","","",""
"6","2009","16-34 y.","lower secondary degree","65","0.0959600683507693","0.0719483493126195","0.119971787388919"
"6","2009","16-34 y.","secondary school degree","140","0.136020391745823","0.116207269110225","0.15583351438142"
"6","2009","16-34 y.","college entrance qualification","211","0.174742058978681","0.154699206115684","0.194784911841678"
"6","2009","16-34 y.","Other degree","7","","",""
"6","2009","16-34 y.","no degree/no degree yet","57","0.15395006552151","0.115475149728024","0.192424981314996"
"6","2009","35-65 y.","lower secondary degree","196","0.0704715447801039","0.0610931739213709","0.0798499156388369"
"6","2009","35-65 y.","secondary school degree","310","0.0919904408734177","0.0824899761669551","0.10149090557988"
"6","2009","35-65 y.","college entrance qualification","334","0.122712700052283","0.110544445106747","0.134880954997819"
"6","2009","35-65 y.","Other degree","32","0.0616445073598969","0.0412072239147789","0.0820817908050148"
"6","2009","35-65 y.","no degree/no degree yet","6","","",""
"6","2009","66 and older","lower secondary degree","111","0.0413654424895231","0.0335564096078327","0.0491744753712135"
"6","2009","66 and older","secondary school degree","43","0.0578595291450819","0.0406978978147685","0.0750211604753954"
"6","2009","66 and older","college entrance qualification","69","0.108900802871871","0.0862096075106527","0.131591998233089"
"6","2009","66 and older","Other degree","5","","",""
"6","2009","66 and older","no degree/no degree yet","1","","",""
"7","2009","16-34 y.","lower secondary degree","72","0.138786505151004","0.110601818885864","0.166971191416145"
"7","2009","16-34 y.","secondary school degree","120","0.106549628824605","0.088717205792142","0.124382051857068"
"7","2009","16-34 y.","college entrance qualification","176","0.133500828498362","0.115549689311875","0.15145196768485"
"7","2009","16-34 y.","Other degree","12","","",""
"7","2009","16-34 y.","no degree/no degree yet","43","0.154806539086067","0.11624428109845","0.193368797073684"
"7","2009","35-65 y.","lower secondary degree","174","0.0531734661789497","0.0449515724741152","0.0613953598837841"
"7","2009","35-65 y.","secondary school degree","243","0.0618583382467872","0.0539394972203973","0.0697771792731771"
"7","2009","35-65 y.","college entrance qualification","248","0.0860644783419244","0.0756633040913718","0.0964656525924771"
"7","2009","35-65 y.","Other degree","25","","",""
"7","2009","35-65 y.","no degree/no degree yet","4","","",""
"7","2009","66 and older","lower secondary degree","76","0.0275933946980172","0.0211697961583296","0.0340169932377047"
"7","2009","66 and older","secondary school degree","40","0.0638710894047814","0.0458975635219532","0.0818446152876096"
"7","2009","66 and older","college entrance qualification","42","0.05494352534845","0.038345135921295","0.0715419147756051"
"7","2009","66 and older","Other degree","4","","",""
"7","2009","66 and older","no degree/no degree yet","","","",""
"8","2009","16-34 y.","lower secondary degree","38","0.0679839134192594","0.047462892820983","0.0885049340175357"
"8","2009","16-34 y.","secondary school degree","74","0.0653473252071882","0.0510637079183417","0.0796309424960347"
"8","2009","16-34 y.","college entrance qualification","48","0.0345425442529907","0.0249040389727354","0.0441810495332461"
"8","2009","16-34 y.","Other degree","2","","",""
"8","2009","16-34 y.","no degree/no degree yet","20","","",""
"8","2009","35-65 y.","lower secondary degree","83","0.0284725640280028","0.0223781776296883","0.0345669504263172"
"8","2009","35-65 y.","secondary school degree","107","0.0311253586317636","0.0254168946504439","0.0368338226130833"
"8","2009","35-65 y.","college entrance qualification","93","0.0397084300871924","0.032466479788975","0.0469503803854098"
"8","2009","35-65 y.","Other degree","17","","",""
"8","2009","35-65 y.","no degree/no degree yet","1","","",""
"8","2009","66 and older","lower secondary degree","39","0.0196852091499953","0.0142376159595281","0.0251328023404626"
"8","2009","66 and older","secondary school degree","14","","",""
"8","2009","66 and older","college entrance qualification","22","","",""
"8","2009","66 and older","Other degree","3","","",""
"8","2009","66 and older","no degree/no degree yet","","","",""
"9","2009","16-34 y.","lower secondary degree","10","","",""
"9","2009","16-34 y.","secondary school degree","8","","",""
"9","2009","16-34 y.","college entrance qualification","8","","",""
"9","2009","16-34 y.","Other degree","","","",""
"9","2009","16-34 y.","no degree/no degree yet","3","","",""
"9","2009","35-65 y.","lower secondary degree","14","","",""
"9","2009","35-65 y.","secondary school degree","16","","",""
"9","2009","35-65 y.","college entrance qualification","9","","",""
"9","2009","35-65 y.","Other degree","5","","",""
"9","2009","35-65 y.","no degree/no degree yet","1","","",""
"9","2009","66 and older","lower secondary degree","5","","",""
"9","2009","66 and older","secondary school degree","8","","",""
"9","2009","66 and older","college entrance qualification","2","","",""
"9","2009","66 and older","Other degree","1","","",""
"9","2009","66 and older","no degree/no degree yet","","","",""
"10 Very willing to take risks","2009","16-34 y.","lower secondary degree","7","","",""
"10 Very willing to take risks","2009","16-34 y.","secondary school degree","8","","",""
"10 Very willing to take risks","2009","16-34 y.","college entrance qualification","2","","",""
"10 Very willing to take risks","2009","16-34 y.","Other degree","1","","",""
"10 Very willing to take risks","2009","16-34 y.","no degree/no degree yet","","","",""
"10 Very willing to take risks","2009","35-65 y.","lower secondary degree","12","","",""
"10 Very willing to take risks","2009","35-65 y.","secondary school degree","12","","",""
"10 Very willing to take risks","2009","35-65 y.","college entrance qualification","7","","",""
"10 Very willing to take risks","2009","35-65 y.","Other degree","2","","",""
"10 Very willing to take risks","2009","35-65 y.","no degree/no degree yet","","","",""
"10 Very willing to take risks","2009","66 and older","lower secondary degree","5","","",""
"10 Very willing to take risks","2009","66 and older","secondary school degree","2","","",""
"10 Very willing to take risks","2009","66 and older","college entrance qualification","1","","",""
"10 Very willing to take risks","2009","66 and older","Other degree","1","","",""
"10 Very willing to take risks","2009","66 and older","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2010","16-34 y.","lower secondary degree","57","0.0358863639414101","0.0250793477709954","0.0466933801118248"
"0 Not at all Willing to take risks","2010","16-34 y.","secondary school degree","93","0.026257936843772","0.019291750267333","0.033224123420211"
"0 Not at all Willing to take risks","2010","16-34 y.","college entrance qualification","35","0.00769403177638507","0.00384434865057525","0.0115437149021949"
"0 Not at all Willing to take risks","2010","16-34 y.","Other degree","38","0.105034037370249","0.0759534989905451","0.134114575749953"
"0 Not at all Willing to take risks","2010","16-34 y.","no degree/no degree yet","21","","",""
"0 Not at all Willing to take risks","2010","35-65 y.","lower secondary degree","243","0.0754626203279096","0.0665724030737355","0.0843528375820836"
"0 Not at all Willing to take risks","2010","35-65 y.","secondary school degree","229","0.043694612803907","0.0378431218457147","0.0495461037620993"
"0 Not at all Willing to take risks","2010","35-65 y.","college entrance qualification","114","0.0257202750048568","0.0208641346868622","0.0305764153228513"
"0 Not at all Willing to take risks","2010","35-65 y.","Other degree","84","0.0930149906981571","0.0748485905891787","0.111181390807136"
"0 Not at all Willing to take risks","2010","35-65 y.","no degree/no degree yet","20","","",""
"0 Not at all Willing to take risks","2010","66 and older","lower secondary degree","291","0.146041602783341","0.131686931081324","0.160396274485358"
"0 Not at all Willing to take risks","2010","66 and older","secondary school degree","61","0.100039529925284","0.0784499756375071","0.12162908421306"
"0 Not at all Willing to take risks","2010","66 and older","college entrance qualification","45","0.0773419747017728","0.0581726555857627","0.0965112938177829"
"0 Not at all Willing to take risks","2010","66 and older","Other degree","28","","",""
"0 Not at all Willing to take risks","2010","66 and older","no degree/no degree yet","8","","",""
"1","2010","16-34 y.","lower secondary degree","40","0.0330968899838109","0.0227033849261949","0.0434903950414268"
"1","2010","16-34 y.","secondary school degree","70","0.030247828317785","0.022786428416918","0.0377092282186519"
"1","2010","16-34 y.","college entrance qualification","73","0.0367097161015662","0.0284246820679702","0.0449947501351621"
"1","2010","16-34 y.","Other degree","20","","",""
"1","2010","16-34 y.","no degree/no degree yet","9","","",""
"1","2010","35-65 y.","lower secondary degree","206","0.0624251563182211","0.0542824834291523","0.0705678292072898"
"1","2010","35-65 y.","secondary school degree","248","0.0536208165783982","0.0471723925034273","0.060069240653369"
"1","2010","35-65 y.","college entrance qualification","153","0.0413918549561737","0.0352811742314801","0.0475025356808673"
"1","2010","35-65 y.","Other degree","71","0.116734453954585","0.0966510409109808","0.13681786699819"
"1","2010","35-65 y.","no degree/no degree yet","12","","",""
"1","2010","66 and older","lower secondary degree","206","0.0931563087480299","0.08134198231873","0.10497063517733"
"1","2010","66 and older","secondary school degree","53","0.0768659313540994","0.0576993139037776","0.0960325488044212"
"1","2010","66 and older","college entrance qualification","32","0.0419453027541989","0.0275601162715199","0.056330489236878"
"1","2010","66 and older","Other degree","15","","",""
"1","2010","66 and older","no degree/no degree yet","11","","",""
"2","2010","16-34 y.","lower secondary degree","84","0.0668026191035047","0.0522961919783495","0.08130904622866"
"2","2010","16-34 y.","secondary school degree","206","0.0868840952705752","0.0746132089651183","0.0991549815760321"
"2","2010","16-34 y.","college entrance qualification","213","0.0977195766309012","0.0846371969379671","0.110801956323835"
"2","2010","16-34 y.","Other degree","41","0.0602920305451917","0.0377153252599287","0.0828687358304546"
"2","2010","16-34 y.","no degree/no degree yet","35","0.0417604230297595","0.0250726628889928","0.0584481831705262"
"2","2010","35-65 y.","lower secondary degree","397","0.12252250202934","0.111486542003501","0.133558462055179"
"2","2010","35-65 y.","secondary school degree","577","0.127414279939987","0.117869467640083","0.13695909223989"
"2","2010","35-65 y.","college entrance qualification","523","0.138240884991176","0.127652669136056","0.148829100846297"
"2","2010","35-65 y.","Other degree","138","0.127273827250126","0.106428875252238","0.148118779248013"
"2","2010","35-65 y.","no degree/no degree yet","23","","",""
"2","2010","66 and older","lower secondary degree","368","0.170039601964805","0.154769556244126","0.185309647685484"
"2","2010","66 and older","secondary school degree","108","0.155194296053492","0.129141014384146","0.181247577722837"
"2","2010","66 and older","college entrance qualification","95","0.124392634117608","0.100709961433497","0.148075306801719"
"2","2010","66 and older","Other degree","27","","",""
"2","2010","66 and older","no degree/no degree yet","11","","",""
"3","2010","16-34 y.","lower secondary degree","104","0.0913614438213008","0.0746214991683678","0.108101388474234"
"3","2010","16-34 y.","secondary school degree","264","0.107811443156854","0.0942999423642097","0.121322943949498"
"3","2010","16-34 y.","college entrance qualification","320","0.175819317044654","0.159047902102387","0.192590731986921"
"3","2010","16-34 y.","Other degree","43","0.080478653812903","0.0546765324935868","0.106280775132219"
"3","2010","16-34 y.","no degree/no degree yet","58","0.112048910777078","0.0857355152471927","0.138362306306964"
"3","2010","35-65 y.","lower secondary degree","482","0.150220635443202","0.138195164759968","0.162246106126436"
"3","2010","35-65 y.","secondary school degree","726","0.182114527695011","0.171066803273894","0.193162252116128"
"3","2010","35-65 y.","college entrance qualification","677","0.173330831582506","0.161718608476646","0.184943054688365"
"3","2010","35-65 y.","Other degree","139","0.139975811630027","0.118275089933476","0.161676533326578"
"3","2010","35-65 y.","no degree/no degree yet","22","","",""
"3","2010","66 and older","lower secondary degree","405","0.155123615498997","0.140408212605405","0.169839018392589"
"3","2010","66 and older","secondary school degree","129","0.160975118752798","0.134531984163944","0.187418253341652"
"3","2010","66 and older","college entrance qualification","104","0.155915614667087","0.129883082359144","0.181948146975031"
"3","2010","66 and older","Other degree","28","","",""
"3","2010","66 and older","no degree/no degree yet","6","","",""
"4","2010","16-34 y.","lower secondary degree","94","0.0874486279678129","0.07103584898797","0.103861406947656"
"4","2010","16-34 y.","secondary school degree","173","0.0933367315454878","0.0806633607349788","0.106010102355997"
"4","2010","16-34 y.","college entrance qualification","228","0.0990229329742034","0.0858631127893946","0.112182753159012"
"4","2010","16-34 y.","Other degree","35","0.0681666357074832","0.0442616101773917","0.0920716612375747"
"4","2010","16-34 y.","no degree/no degree yet","51","0.108472668614381","0.0825305138799425","0.134414823348819"
"4","2010","35-65 y.","lower secondary degree","296","0.090222535997805","0.0805795996815305","0.0998654723140796"
"4","2010","35-65 y.","secondary school degree","497","0.108700858321582","0.0997907595094423","0.117610957133722"
"4","2010","35-65 y.","college entrance qualification","467","0.115705191127707","0.105892535658888","0.125517846596525"
"4","2010","35-65 y.","Other degree","96","0.095289270019041","0.0769251882579175","0.113653351780165"
"4","2010","35-65 y.","no degree/no degree yet","10","","",""
"4","2010","66 and older","lower secondary degree","219","0.0885197154465505","0.0769737499159155","0.100065680977185"
"4","2010","66 and older","secondary school degree","71","0.092545912113817","0.0716944223533841","0.11339740187425"
"4","2010","66 and older","college entrance qualification","74","0.106046235151221","0.0839517526690731","0.128140717633369"
"4","2010","66 and older","Other degree","11","","",""
"4","2010","66 and older","no degree/no degree yet","3","","",""
"5","2010","16-34 y.","lower secondary degree","291","0.245678230457827","0.22066679494616","0.270689665969494"
"5","2010","16-34 y.","secondary school degree","471","0.239234268626975","0.220648522420438","0.257820014833512"
"5","2010","16-34 y.","college entrance qualification","366","0.16915779678147","0.152640823043046","0.185674770519894"
"5","2010","16-34 y.","Other degree","102","0.234332092284637","0.194155762447207","0.274508422122066"
"5","2010","16-34 y.","no degree/no degree yet","97","0.158297596811529","0.127847056958602","0.188748136664456"
"5","2010","35-65 y.","lower secondary degree","758","0.223702184293033","0.209676195402732","0.237728173183334"
"5","2010","35-65 y.","secondary school degree","1021","0.210532367376884","0.198862097721315","0.222202637032453"
"5","2010","35-65 y.","college entrance qualification","733","0.174271673419309","0.162634605120911","0.185908741717706"
"5","2010","35-65 y.","Other degree","196","0.168442897340178","0.145034874242486","0.19185092043787"
"5","2010","35-65 y.","no degree/no degree yet","41","0.19208349722556","0.133039153123978","0.251127841327142"
"5","2010","66 and older","lower secondary degree","440","0.188897195597704","0.172986567697229","0.204807823498179"
"5","2010","66 and older","secondary school degree","153","0.208094171043154","0.178885428152188","0.237302913934121"
"5","2010","66 and older","college entrance qualification","170","0.215520156617261","0.186013940513077","0.245026372721444"
"5","2010","66 and older","Other degree","36","0.208686827418051","0.14795650545506","0.269417149381043"
"5","2010","66 and older","no degree/no degree yet","7","","",""
"6","2010","16-34 y.","lower secondary degree","120","0.111503732328312","0.0932164375191804","0.129791027137443"
"6","2010","16-34 y.","secondary school degree","228","0.13923459403687","0.124152598233633","0.154316589840106"
"6","2010","16-34 y.","college entrance qualification","248","0.119005588764286","0.104739811162114","0.133271366366457"
"6","2010","16-34 y.","Other degree","41","0.122011791624567","0.0909676684939287","0.153055914755204"
"6","2010","16-34 y.","no degree/no degree yet","78","0.130619838494961","0.102508081743881","0.158731595246042"
"6","2010","35-65 y.","lower secondary degree","306","0.0901461560092891","0.0805068976788934","0.0997854143396848"
"6","2010","35-65 y.","secondary school degree","518","0.104437342331789","0.095682865785723","0.113191818877854"
"6","2010","35-65 y.","college entrance qualification","520","0.119145275370123","0.109207203170329","0.129083347569917"
"6","2010","35-65 y.","Other degree","101","0.10764188202981","0.0882574724411855","0.127026291618434"
"6","2010","35-65 y.","no degree/no degree yet","11","","",""
"6","2010","66 and older","lower secondary degree","166","0.0684630375997916","0.0581979008227109","0.0787281743768723"
"6","2010","66 and older","secondary school degree","64","0.0788032521614971","0.059416975472316","0.0981895288506781"
"6","2010","66 and older","college entrance qualification","80","0.0871223428467505","0.0668851747532086","0.107359510940292"
"6","2010","66 and older","Other degree","9","","",""
"6","2010","66 and older","no degree/no degree yet","4","","",""
"7","2010","16-34 y.","lower secondary degree","123","0.120271925095505","0.101373164777359","0.139170685413652"
