"plh0204_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"10 Very willing to take risks","2013","Part Time","1-pers.-HH","10","","","","10"
"10 Very willing to take risks","2013","Part Time","(Married) couple without C. ","13","","","","10"
"10 Very willing to take risks","2013","Part Time","Single parent ","13","","","","10"
"10 Very willing to take risks","2013","Part Time","Couple + C. LE 16 ","12","","","","10"
"10 Very willing to take risks","2013","Part Time","Couple + C. GT 16 ","6","","","","10"
"10 Very willing to take risks","2013","Part Time","Couple + C. LE and GT 16","5","","","","10"
"10 Very willing to take risks","2013","Not Working","1-pers.-HH","43","0.0180482001788803","0.0123625394332835","0.0237338609244772","10"
"10 Very willing to take risks","2013","Not Working","(Married) couple without C. ","60","0.00940461568258007","0.00665888996418699","0.0121503414009732","10"
"10 Very willing to take risks","2013","Not Working","Single parent ","20","","","","10"
"10 Very willing to take risks","2013","Not Working","Couple + C. LE 16 ","56","0.0245284618879911","0.0178422675598232","0.0312146562161589","10"
"10 Very willing to take risks","2013","Not Working","Couple + C. GT 16 ","26","","","","10"
"10 Very willing to take risks","2013","Not Working","Couple + C. LE and GT 16","32","0.0372567825752113","0.0236296636556084","0.0508839014948142","10"
"2","2013","Full Time","1-pers.-HH","115","0.0920638740707549","0.0753029774577278","0.108824770683782","2"
"2","2013","Full Time","(Married) couple without C. ","286","0.121977895410527","0.108791259551091","0.135164531269963","2"
"2","2013","Full Time","Single parent ","40","0.112275774542781","0.0817911009893109","0.14276044809625","2"
"2","2013","Full Time","Couple + C. LE 16 ","143","0.102591352754804","0.0865300833503155","0.118652622159293","2"
"2","2013","Full Time","Couple + C. GT 16 ","130","0.0931233654061022","0.0765704049543091","0.109676325857895","2"
"2","2013","Full Time","Couple + C. LE and GT 16","36","0.066504582051742","0.0417443238128366","0.0912648402906475","2"
"2","2013","Part Time","1-pers.-HH","53","0.0922530276328857","0.0684964770602302","0.116009578205541","2"
"2","2013","Part Time","(Married) couple without C. ","185","0.131682235212863","0.113583982834176","0.149780487591549","2"
"2","2013","Part Time","Single parent ","41","0.105749075119801","0.0752681811523296","0.136229969087272","2"
"2","2013","Part Time","Couple + C. LE 16 ","166","0.169427670202463","0.146361147147985","0.192494193256941","2"
"2","2013","Part Time","Couple + C. GT 16 ","105","0.110547448597471","0.0892019364108843","0.131892960784058","2"
"2","2013","Part Time","Couple + C. LE and GT 16","51","0.147482954239677","0.110012296236291","0.184953612243063","2"
"2","2013","Not Working","1-pers.-HH","262","0.129660260821478","0.115313073790609","0.144007447852346","2"
"2","2013","Not Working","(Married) couple without C. ","619","0.132186649452565","0.122551788841978","0.141821510063152","2"
"2","2013","Not Working","Single parent ","60","0.109286356323768","0.0851144930138241","0.133458219633712","2"
"2","2013","Not Working","Couple + C. LE 16 ","243","0.120088045062461","0.106037083929461","0.13413900619546","2"
"2","2013","Not Working","Couple + C. GT 16 ","135","0.0978903317533453","0.0813101197252747","0.114470543781416","2"
"2","2013","Not Working","Couple + C. LE and GT 16","95","0.107373560271525","0.0850979460256954","0.129649174517354","2"
"3","2013","Full Time","Single parent ","44","0.0878106802302785","0.060482189646314","0.115139170814243","3"
"3","2013","Full Time","1-pers.-HH","175","0.143965176233811","0.123613535916901","0.164316816550722","3"
"3","2013","Full Time","Couple + C. LE 16 ","182","0.152311260835181","0.133291126619132","0.17133139505123","3"
"3","2013","Full Time","(Married) couple without C. ","368","0.162877331010715","0.147998610211573","0.177756051809856","3"
"3","2013","Full Time","Couple + C. GT 16 ","177","0.145443894511383","0.125362666005983","0.165525123016784","3"
"3","2013","Full Time","Couple + C. LE and GT 16","43","0.150433375976994","0.114907555853292","0.185959196100695","3"
"3","2013","Part Time","1-pers.-HH","85","0.12944730617894","0.101888861497496","0.157005750860383","3"
"3","2013","Part Time","Couple + C. LE 16 ","162","0.165031074938837","0.142205629705812","0.187856520171863","3"
"3","2013","Part Time","(Married) couple without C. ","205","0.129882962675024","0.111890167688296","0.147875757661752","3"
"3","2013","Part Time","Single parent ","33","0.107210583779576","0.0765448713075592","0.137876296251593","3"
"3","2013","Part Time","Couple + C. GT 16 ","126","0.121262902106499","0.0990418670072555","0.143483937205743","3"
"3","2013","Part Time","Couple + C. LE and GT 16","49","0.167529753072418","0.128065925569086","0.20699358057575","3"
"3","2013","Not Working","1-pers.-HH","265","0.132311439182792","0.11784040597039","0.146782472395194","3"
"3","2013","Not Working","(Married) couple without C. ","573","0.121251890904155","0.111966184736292","0.130537597072018","3"
"3","2013","Not Working","Single parent ","83","0.141682761347091","0.1146655495221","0.168699973172081","3"
"3","2013","Not Working","Couple + C. LE 16 ","286","0.142939518013962","0.127810232182061","0.158068803845864","3"
"3","2013","Not Working","Couple + C. GT 16 ","157","0.14747572985505","0.127692182628565","0.167259277081535","3"
"3","2013","Not Working","Couple + C. LE and GT 16","75","0.0963287436300478","0.075099754204877","0.117557733055219","3"
"4","2013","Full Time","1-pers.-HH","112","0.0998010244247893","0.0824245473142561","0.117177501535322","4"
"4","2013","Full Time","(Married) couple without C. ","244","0.0977216810410021","0.0857568534113605","0.109686508670644","4"
"4","2013","Full Time","Single parent ","33","0.0591891648539873","0.0364029732818521","0.0819753564261224","4"
"4","2013","Part Time","Couple + C. LE and GT 16","24","","","","4"
"4","2013","Not Working","1-pers.-HH","156","0.0750743016802721","0.063820014804812","0.0863285885557322","4"
"4","2013","Not Working","(Married) couple without C. ","440","0.0994501291834513","0.090936886083032","0.107963372283871","4"
"4","2013","Not Working","Single parent ","37","0.0694196404623266","0.0497282571980913","0.089111023726562","4"
"4","2013","Not Working","Couple + C. LE 16 ","143","0.0766360902255982","0.0651376308856708","0.0881345495655255","4"
"4","2013","Not Working","Couple + C. GT 16 ","109","0.0988387690608719","0.0821871899515753","0.115490348170169","4"
"4","2013","Full Time","Couple + C. LE 16 ","132","0.0904565919115365","0.0752734661441031","0.10563971767897","4"
"4","2013","Full Time","Couple + C. GT 16 ","100","0.0827416739804193","0.0670496044919174","0.0984337434689212","4"
"4","2013","Full Time","Couple + C. LE and GT 16","34","0.0636264003840878","0.0393705476240707","0.0878822531441049","4"
"4","2013","Part Time","1-pers.-HH","54","0.0928923197477759","0.0690619934272572","0.116722646068295","4"
"4","2013","Part Time","(Married) couple without C. ","122","0.110642005681064","0.0938527273574388","0.127431284004689","4"
"4","2013","Part Time","Single parent ","41","0.137432872068136","0.103305607819725","0.171560136316548","4"
"4","2013","Part Time","Couple + C. LE 16 ","101","0.0989609756068543","0.0805996081694984","0.11732234304421","4"
"4","2013","Part Time","Couple + C. GT 16 ","72","0.0867323274247858","0.0675738774839375","0.105890777365634","4"
"4","2013","Not Working","Couple + C. LE and GT 16","46","0.0483232384053934","0.032893133233259","0.0637533435775278","4"
"5","2013","Full Time","Couple + C. LE and GT 16","75","0.191931306438177","0.152795855634049","0.231066757242306","5"
"5","2013","Full Time","(Married) couple without C. ","430","0.194870183774706","0.178909688156791","0.21083067939262","5"
"5","2013","Full Time","Couple + C. GT 16 ","205","0.181848270413677","0.159877577516603","0.20381896331075","5"
"5","2013","Full Time","1-pers.-HH","221","0.207178094184737","0.183682593006316","0.230673595363158","5"
"5","2013","Full Time","Single parent ","81","0.207496177442098","0.168339555674692","0.246652799209504","5"
"5","2013","Full Time","Couple + C. LE 16 ","256","0.185963007447518","0.16536786904919","0.206558145845845","5"
"5","2013","Part Time","Couple + C. LE and GT 16","59","0.135550313690782","0.0993769417626506","0.171723685618914","5"
"5","2013","Part Time","1-pers.-HH","110","0.201058825706551","0.168156269793035","0.233961381620066","5"
"5","2013","Part Time","(Married) couple without C. ","260","0.205599400977714","0.183969008180946","0.227229793774483","5"
"5","2013","Part Time","Single parent ","80","0.158927190788668","0.122688240249244","0.195166141328092","5"
"5","2013","Part Time","Couple + C. LE 16 ","209","0.199334985550952","0.17476989170411","0.223900079397793","5"
"5","2013","Part Time","Couple + C. GT 16 ","182","0.222610678642188","0.194292644054368","0.250928713230009","5"
"5","2013","Not Working","1-pers.-HH","429","0.193987003731113","0.177099080449625","0.210874927012601","5"
"5","2013","Not Working","(Married) couple without C. ","938","0.193379519775147","0.182144383715631","0.204614655834662","5"
"5","2013","Not Working","Single parent ","125","0.168880119376734","0.139854653235876","0.197905585517593","5"
"5","2013","Not Working","Couple + C. LE 16 ","416","0.194571925687128","0.17746034985813","0.211683501516126","5"
"5","2013","Not Working","Couple + C. GT 16 ","222","0.163898617638699","0.14324445334836","0.184552781929037","5"
"5","2013","Not Working","Couple + C. LE and GT 16","101","0.149941782518089","0.124253692873958","0.17562987216222","5"
"6","2013","Part Time","Couple + C. GT 16 ","88","0.134157467731001","0.110956948228889","0.157357987233114","6"
"6","2013","Part Time","Couple + C. LE and GT 16","28","","","","6"
"6","2013","Not Working","Single parent ","65","0.10433655336048","0.0806528958394908","0.12802021088147","6"
"6","2013","Not Working","Couple + C. LE 16 ","158","0.0864752644427975","0.0743262054505164","0.0986243234350786","6"
"6","2013","Full Time","1-pers.-HH","126","0.121844225022762","0.102880954888072","0.140807495157452","6"
"6","2013","Full Time","Couple + C. LE and GT 16","44","0.111432021622594","0.0801623281239415","0.142701715121246","6"
"6","2013","Part Time","1-pers.-HH","71","0.125621384370879","0.0984136602963686","0.15282910844539","6"
"6","2013","Not Working","(Married) couple without C. ","465","0.0936103532052096","0.0853241060066838","0.101896600403735","6"
"6","2013","Not Working","Couple + C. GT 16 ","111","0.100046321288579","0.0833045597577352","0.116788082819424","6"
"6","2013","Not Working","Couple + C. LE and GT 16","77","0.0986148096725829","0.0771625809865545","0.120067038358611","6"
"6","2013","Part Time","Couple + C. LE 16 ","79","0.0885649141260654","0.0710948314044992","0.106034996847632","6"
"6","2013","Full Time","(Married) couple without C. ","270","0.1040979872513","0.0917926890338653","0.116403285468735","6"
"6","2013","Full Time","Couple + C. GT 16 ","152","0.135939853400897","0.116418153795934","0.15546155300586","6"
"6","2013","Part Time","(Married) couple without C. ","129","0.10328248560654","0.0869942190153304","0.119570752197749","6"
"6","2013","Part Time","Single parent ","45","0.136727034484433","0.102673595274186","0.170780473694681","6"
"6","2013","Full Time","Single parent ","50","0.134254196656798","0.101334288446325","0.167174104867272","6"
"6","2013","Not Working","1-pers.-HH","175","0.0797712757131415","0.0681997648081806","0.0913427866181023","6"
"6","2013","Full Time","Couple + C. LE 16 ","156","0.103601344733838","0.0874702939638704","0.119732395503805","6"
"7","2013","Full Time","1-pers.-HH","157","0.136662881982441","0.1167497088383","0.156576055126583","7"
"7","2013","Full Time","(Married) couple without C. ","302","0.124219558637384","0.11092930305793","0.137509814216838","7"
"7","2013","Full Time","Single parent ","64","0.139449550950221","0.105999544115847","0.172899557784596","7"
"7","2013","Full Time","Couple + C. LE 16 ","193","0.159151047023548","0.139787134700774","0.178514959346322","7"
"7","2013","Full Time","Couple + C. GT 16 ","154","0.137178559852404","0.117582181154384","0.156774938550424","7"
"7","2013","Full Time","Couple + C. LE and GT 16","67","0.190310521449969","0.151301600434073","0.229319442465865","7"
"7","2013","Part Time","1-pers.-HH","70","0.11833344672147","0.0918169220690444","0.144849971373895","7"
"7","2013","Part Time","(Married) couple without C. ","153","0.114631903265888","0.0975809608391887","0.131682845692587","7"
"7","2013","Part Time","Couple + C. GT 16 ","99","0.131892932377194","0.108858992242532","0.154926872511856","7"
"7","2013","Part Time","Couple + C. LE and GT 16","47","0.169808973024877","0.130132029895726","0.209485916154029","7"
"7","2013","Not Working","1-pers.-HH","191","0.0814851000692631","0.0698008427685132","0.0931693573700131","7"
"7","2013","Not Working","Single parent ","73","0.117236698089859","0.0923130260235379","0.142160370156181","7"
"7","2013","Not Working","Couple + C. LE 16 ","196","0.0952441193447195","0.0825552966634307","0.107932942026008","7"
"7","2013","Part Time","Single parent ","56","0.13273484458887","0.0991047464953125","0.166364942682428","7"
"7","2013","Part Time","Couple + C. LE 16 ","109","0.0940201672556524","0.0760740288874192","0.111966305623886","7"
"7","2013","Not Working","(Married) couple without C. ","487","0.103198760019821","0.0945446220496709","0.11185289798997","7"
"7","2013","Not Working","Couple + C. LE and GT 16","88","0.141486975157271","0.116409846184939","0.166564104129602","7"
"7","2013","Not Working","Couple + C. GT 16 ","131","0.114870361779442","0.0970794606075199","0.132661262951363","7"
"8","2013","Full Time","1-pers.-HH","110","0.0903695570633891","0.0737481209009915","0.106990993225787","8"
"8","2013","Full Time","(Married) couple without C. ","212","0.0901669000146312","0.0786258544280466","0.101707945601216","8"
"8","2013","Full Time","Couple + C. LE and GT 16","46","0.107237073381935","0.0764892880384804","0.137984858725391","8"
"8","2013","Part Time","1-pers.-HH","53","0.106154090632214","0.0808663307634144","0.131441850501014","8"
"8","2013","Part Time","(Married) couple without C. ","100","0.065679465960286","0.0524209029971697","0.0789380289234022","8"
"8","2013","Part Time","Single parent ","32","0.0812988104460139","0.0542100615635636","0.108387559328464","8"
"8","2013","Part Time","Couple + C. LE and GT 16","27","","","","8"
"8","2013","Not Working","1-pers.-HH","158","0.0660273999558849","0.0554214866387224","0.0766333132730473","8"
"8","2013","Not Working","(Married) couple without C. ","357","0.0704652520404557","0.0631847924682232","0.0777457116126882","8"
"8","2013","Not Working","Single parent ","56","0.0837876000435697","0.0623218502886536","0.105253349798486","8"
"8","2013","Not Working","Couple + C. LE 16 ","148","0.0621788870653475","0.0517408697998531","0.0726169043308419","8"
"8","2013","Not Working","Couple + C. GT 16 ","122","0.089055600081991","0.0731640206305519","0.10494717953343","8"
"8","2013","Not Working","Couple + C. LE and GT 16","80","0.130744126001905","0.106487463336842","0.155000788666967","8"
"8","2013","Full Time","Single parent ","45","0.120962232085031","0.0894754595639985","0.152449004606064","8"
"8","2013","Full Time","Couple + C. LE 16 ","156","0.114551999061023","0.0976937591209698","0.131410239001076","8"
"8","2013","Part Time","Couple + C. LE 16 ","56","0.0417925635930483","0.0294875949442265","0.0540975322418701","8"
"8","2013","Full Time","Couple + C. GT 16 ","112","0.0877351298475869","0.0716205318073524","0.103849727887821","8"
"8","2013","Part Time","Couple + C. GT 16 ","64","0.0742554936256561","0.0564078579443703","0.0921031293069419","8"
"9","2013","Full Time","1-pers.-HH","29","","","","9"
"9","2013","Full Time","(Married) couple without C. ","51","0.0197506696622094","0.0141440652989338","0.025357274025485","9"
"9","2013","Full Time","Single parent ","9","","","","9"
"9","2013","Full Time","Couple + C. LE 16 ","42","0.0289038809794293","0.0200356182088478","0.0377721437500108","9"
"9","2013","Part Time","Couple + C. GT 16 ","16","","","","9"
"9","2013","Part Time","Couple + C. LE and GT 16","14","","","","9"
"9","2013","Not Working","1-pers.-HH","44","0.0181042228815821","0.0124099071002471","0.0237985386629172","9"
"9","2013","Not Working","(Married) couple without C. ","107","0.0271236535357095","0.0225025958328614","0.0317447112385577","9"
"9","2013","Not Working","Single parent ","29","","","","9"
"9","2013","Not Working","Couple + C. LE 16 ","52","0.0303566822228645","0.0229406827116639","0.037772681734065","9"
"9","2013","Full Time","Couple + C. LE and GT 16","14","","","","9"
"9","2013","Part Time","1-pers.-HH","18","","","","9"
"9","2013","Part Time","(Married) couple without C. ","28","","","","9"
"9","2013","Part Time","Single parent ","11","","","","9"
"9","2013","Part Time","Couple + C. LE 16 ","5","","","","9"
"9","2013","Not Working","Couple + C. GT 16 ","41","0.0342111127917335","0.0240693087827121","0.0443529168007549","9"
"9","2013","Not Working","Couple + C. LE and GT 16","36","0.0582562577240815","0.0414030023595462","0.0751095130886169","9"
"9","2013","Full Time","Couple + C. GT 16 ","44","0.0486860854715111","0.0364276063149403","0.0609445646280818","9"
"0 Not at all Willing to take risks","2014","Part Time","Couple + C. LE and GT 16","27","","","","0"
"0 Not at all Willing to take risks","2014","Not Working","1-pers.-HH","191","0.113502442669199","0.0985722669171158","0.128432618421281","0"
"0 Not at all Willing to take risks","2014","Not Working","(Married) couple without C. ","335","0.0974397508985287","0.0881680801774518","0.106711421619606","0"
"0 Not at all Willing to take risks","2014","Not Working","Single parent ","51","0.0863062460654246","0.0658086986234207","0.106803793507428","0"
"0 Not at all Willing to take risks","2014","Not Working","Couple + C. LE 16 ","90","0.068130023174032","0.053891589859683","0.0823684564883809","0"
"0 Not at all Willing to take risks","2014","Not Working","Couple + C. GT 16 ","85","0.0961400936789606","0.0759018827352863","0.116378304622635","0"
"0 Not at all Willing to take risks","2014","Not Working","Couple + C. LE and GT 16","36","0.0376356553656501","0.0221872620798447","0.0530840486514555","0"
"0 Not at all Willing to take risks","2014","Full Time","1-pers.-HH","34","0.0197243297128956","0.011797225064415","0.0276514343613761","0"
"0 Not at all Willing to take risks","2014","Full Time","(Married) couple without C. ","64","0.0197847220649019","0.0143486227977834","0.0252208213320204","0"
"0 Not at all Willing to take risks","2014","Full Time","Single parent ","23","","","","0"
"0 Not at all Willing to take risks","2014","Full Time","Couple + C. LE 16 ","85","0.0250483668730653","0.0196100720875776","0.0304866616585531","0"
"0 Not at all Willing to take risks","2014","Full Time","Couple + C. GT 16 ","85","0.053719802521067","0.0416208643910363","0.0658187406510976","0"
"0 Not at all Willing to take risks","2014","Full Time","Couple + C. LE and GT 16","25","","","","0"
"0 Not at all Willing to take risks","2014","Part Time","1-pers.-HH","20","","","","0"
"0 Not at all Willing to take risks","2014","Part Time","(Married) couple without C. ","76","0.0441357866073236","0.0337759440779274","0.0544956291367197","0"
"0 Not at all Willing to take risks","2014","Part Time","Single parent ","35","0.0424852270711251","0.0295847132507056","0.0553857408915447","0"
"0 Not at all Willing to take risks","2014","Part Time","Couple + C. LE 16 ","126","0.0379520421334538","0.0303981098464559","0.0455059744204517","0"
"0 Not at all Willing to take risks","2014","Part Time","Couple + C. GT 16 ","49","0.0387297164849551","0.0262002141943015","0.0512592187756087","0"
"1","2014","Full Time","1-pers.-HH","45","0.0308109272241003","0.0209595717274626","0.040662282720738","1"
"1","2014","Full Time","Single parent ","27","","","","1"
"1","2014","Full Time","Couple + C. LE 16 ","95","0.0250960673569015","0.0196527300317801","0.0305394046820229","1"
"1","2014","Full Time","Couple + C. LE and GT 16","32","0.0362537177417661","0.0241090670695391","0.0483983684139931","1"
"1","2014","Part Time","1-pers.-HH","28","","","","1"
"1","2014","Full Time","(Married) couple without C. ","68","0.0266975072698737","0.0204050403263495","0.0329899742133978","1"
"1","2014","Full Time","Couple + C. GT 16 ","38","0.0342915495325802","0.0245262235099256","0.0440568755552348","1"
"1","2014","Part Time","(Married) couple without C. ","67","0.0405483821639717","0.0305998748713521","0.0504968894565913","1"
"1","2014","Not Working","(Married) couple without C. ","228","0.0604781460897684","0.0530256030306088","0.0679306891489281","1"
"1","2014","Part Time","Single parent ","47","0.0541072872065725","0.0396374343513365","0.0685771400618085","1"
"1","2014","Part Time","Couple + C. LE 16 ","123","0.0542180427151753","0.0452659497868315","0.0631701356435192","1"
"1","2014","Part Time","Couple + C. GT 16 ","36","0.0327291859513038","0.0211752342908039","0.0442831376118037","1"
"1","2014","Part Time","Couple + C. LE and GT 16","26","","","","1"
"1","2014","Not Working","1-pers.-HH","143","0.083899204382326","0.070850298586753","0.0969481101778989","1"
"1","2014","Not Working","Single parent ","39","0.0674562836924034","0.0491489008167635","0.0857636665680433","1"
"1","2014","Not Working","Couple + C. LE 16 ","77","0.0724668403186061","0.0578164342397759","0.0871172463974362","1"
"1","2014","Not Working","Couple + C. GT 16 ","48","0.0832762067971876","0.0643070072181543","0.102245406376221","1"
"1","2014","Not Working","Couple + C. LE and GT 16","28","","","","1"
"10 Very willing to take risks","2014","Full Time","1-pers.-HH","19","","","","10"
"10 Very willing to take risks","2014","Full Time","(Married) couple without C. ","36","0.0196035538540423","0.0141919009049977","0.0250152068030869","10"
"10 Very willing to take risks","2014","Full Time","Single parent ","21","","","","10"
"10 Very willing to take risks","2014","Full Time","Couple + C. LE 16 ","65","0.0164375421974404","0.0120126681432257","0.020862416251655","10"
"10 Very willing to take risks","2014","Full Time","Couple + C. GT 16 ","23","","","","10"
"10 Very willing to take risks","2014","Full Time","Couple + C. LE and GT 16","21","","","","10"
"10 Very willing to take risks","2014","Part Time","1-pers.-HH","19","","","","10"
"10 Very willing to take risks","2014","Part Time","(Married) couple without C. ","18","","","","10"
"10 Very willing to take risks","2014","Part Time","Single parent ","28","","","","10"
"10 Very willing to take risks","2014","Part Time","Couple + C. LE 16 ","33","0.0139546901564977","0.00931738488076578","0.0185919954322296","10"
"10 Very willing to take risks","2014","Part Time","Couple + C. GT 16 ","18","","","","10"
"10 Very willing to take risks","2014","Part Time","Couple + C. LE and GT 16","13","","","","10"
"10 Very willing to take risks","2014","Not Working","(Married) couple without C. ","41","0.0106641342013318","0.00745279268801822","0.0138754757146454","10"
"10 Very willing to take risks","2014","Not Working","Single parent ","15","","","","10"
"10 Very willing to take risks","2014","Not Working","Couple + C. LE 16 ","26","","","","10"
"10 Very willing to take risks","2014","Not Working","Couple + C. GT 16 ","13","","","","10"
"10 Very willing to take risks","2014","Not Working","Couple + C. LE and GT 16","15","","","","10"
"10 Very willing to take risks","2014","Not Working","1-pers.-HH","25","","","","10"
"2","2014","Full Time","1-pers.-HH","85","0.0682887831907003","0.0539089217331523","0.0826686446482484","2"
"2","2014","Full Time","(Married) couple without C. ","217","0.0806228725891829","0.0699952126462646","0.0912505325321012","2"
"2","2014","Not Working","Single parent ","70","0.102804212132327","0.0806360583148562","0.124972365949798","2"
"2","2014","Not Working","Couple + C. LE 16 ","142","0.105780435203779","0.0884008248319133","0.123160045575645","2"
"2","2014","Full Time","Couple + C. LE and GT 16","76","0.0577601158087727","0.0426028047146853","0.0729174269028601","2"
"2","2014","Part Time","1-pers.-HH","52","0.0779144479105181","0.0583224713163379","0.0975064245046984","2"
"2","2014","Part Time","(Married) couple without C. ","170","0.11718963890744","0.100966386086567","0.133412891728312","2"
"2","2014","Full Time","Single parent ","67","0.0535994682365668","0.0378239026576206","0.069375033815513","2"
"2","2014","Full Time","Couple + C. LE 16 ","255","0.0824552896036982","0.0728832523470677","0.0920273268603286","2"
"2","2014","Full Time","Couple + C. GT 16 ","102","0.070268196694047","0.0565521667700848","0.0839842266180093","2"
"2","2014","Part Time","Couple + C. LE and GT 16","93","0.13720590865434","0.112264016858125","0.162147800450554","2"
"2","2014","Not Working","1-pers.-HH","215","0.132158119477079","0.11621802937664","0.148098209577517","2"
"2","2014","Not Working","(Married) couple without C. ","412","0.100773942803922","0.0913624095132303","0.110185476094614","2"
"2","2014","Not Working","Couple + C. GT 16 ","77","0.0931391434089401","0.0731862567920534","0.113092030025827","2"
"2","2014","Not Working","Couple + C. LE and GT 16","47","0.0712156724754537","0.0503391074448595","0.092092237506048","2"
"2","2014","Part Time","Couple + C. GT 16 ","102","0.10882616703698","0.0886035767926289","0.129048757281331","2"
"2","2014","Part Time","Single parent ","89","0.0805024108109277","0.0631005762484389","0.0979042453734165","2"
"2","2014","Part Time","Couple + C. LE 16 ","293","0.122558697068448","0.109594719938111","0.135522674198784","2"
"3","2014","Full Time","1-pers.-HH","126","0.108179244733374","0.0904720357480535","0.125886453718695","3"
"3","2014","Full Time","(Married) couple without C. ","324","0.131773527164796","0.118569930010539","0.144977124319053","3"
"3","2014","Full Time","Single parent ","90","0.0963622623426465","0.0756933376177381","0.117031187067555","3"
"3","2014","Full Time","Couple + C. LE 16 ","354","0.123180969319555","0.11174407010572","0.134617868533389","3"
"3","2014","Full Time","Couple + C. GT 16 ","147","0.0950959126981671","0.0793541856888231","0.110837639707511","3"
"3","2014","Full Time","Couple + C. LE and GT 16","104","0.105720482966887","0.0857428695053716","0.125698096428402","3"
"3","2014","Part Time","1-pers.-HH","76","0.117214699573754","0.0937020142459887","0.14072738490152","3"
"3","2014","Part Time","(Married) couple without C. ","164","0.110853141098969","0.0950180572087585","0.12668822498918","3"
"3","2014","Part Time","Single parent ","112","0.117186343449366","0.0966137843835029","0.137758902515229","3"
"3","2014","Part Time","Couple + C. LE 16 ","371","0.153325120626616","0.139081442649082","0.167568798604151","3"
"3","2014","Part Time","Couple + C. LE and GT 16","90","0.130332258965578","0.10592651536869","0.154738002562466","3"
"3","2014","Not Working","1-pers.-HH","210","0.115572543518448","0.100524432438416","0.130620654598479","3"
"3","2014","Not Working","(Married) couple without C. ","516","0.130929481583994","0.120383231908506","0.141475731259482","3"
"3","2014","Not Working","Single parent ","66","0.101630311440129","0.0795746730889366","0.123685949791322","3"
"3","2014","Not Working","Couple + C. LE 16 ","149","0.138282987032121","0.118776368679205","0.157789605385038","3"
"3","2014","Part Time","Couple + C. GT 16 ","99","0.0984175689407353","0.0790743860036668","0.117760751877804","3"
"3","2014","Not Working","Couple + C. LE and GT 16","63","0.130167082202926","0.102853270061727","0.157480894344126","3"
"3","2014","Not Working","Couple + C. GT 16 ","81","0.111484409958597","0.0898766929837785","0.133092126933416","3"
"4","2014","Part Time","Couple + C. GT 16 ","104","0.102226508227843","0.0825542573208472","0.121898759134838","4"
"4","2014","Part Time","Couple + C. LE and GT 16","59","0.0737503938825616","0.0548036060121786","0.0926971817529446","4"
"4","2014","Not Working","1-pers.-HH","142","0.0841433960103491","0.0710772561326451","0.0972095358880531","4"
"4","2014","Not Working","(Married) couple without C. ","368","0.0979687442256498","0.0886746647991937","0.107262823652106","4"
"4","2014","Not Working","Single parent ","57","0.0683435504433298","0.0499249288976763","0.0867621719889833","4"
"4","2014","Not Working","Couple + C. LE 16 ","90","0.0898754356421351","0.0737137669487215","0.106037104335549","4"
"4","2014","Full Time","1-pers.-HH","105","0.0836991591576093","0.0679114563381044","0.0994868619771142","4"
"4","2014","Part Time","1-pers.-HH","73","0.112000448069641","0.0889489104751451","0.135051985664137","4"
"4","2014","Full Time","(Married) couple without C. ","249","0.10372177727479","0.0918198288157443","0.115623725733835","4"
"4","2014","Not Working","Couple + C. GT 16 ","71","0.0903490378628104","0.0706670733562424","0.110031002369379","4"
"4","2014","Not Working","Couple + C. LE and GT 16","43","0.0777858501400963","0.0560448256290593","0.0995268746511334","4"
"4","2014","Full Time","Couple + C. LE and GT 16","82","0.0676971895228592","0.0513745191213335","0.0840198599243849","4"
"4","2014","Full Time","Couple + C. GT 16 ","121","0.0973497295019908","0.0814423988268248","0.113257060177157","4"
"4","2014","Part Time","(Married) couple without C. ","169","0.11094374323318","0.0951029966551739","0.126784489811186","4"
"4","2014","Part Time","Single parent ","97","0.0776543263031032","0.060536643260845","0.0947720093453613","4"
"4","2014","Part Time","Couple + C. LE 16 ","236","0.0989928351661913","0.0871862812331533","0.110799389099229","4"
"4","2014","Full Time","Couple + C. LE 16 ","263","0.0865668389477103","0.076781053980437","0.0963526239149835","4"
"4","2014","Full Time","Single parent ","62","0.0911869524570324","0.0710232241279707","0.111350680786094","4"
"5","2014","Part Time","Couple + C. LE and GT 16","142","0.185645290499363","0.157458983563375","0.213831597435351","5"
"5","2014","Full Time","1-pers.-HH","245","0.222840002333216","0.199115825686567","0.246564178979866","5"
"5","2014","Full Time","(Married) couple without C. ","479","0.189033012598224","0.173749186634565","0.204316838561884","5"
"5","2014","Full Time","Single parent ","178","0.240374831079976","0.210444509780307","0.270305152379645","5"
"5","2014","Full Time","Couple + C. LE 16 ","600","0.179123182744006","0.165778864346256","0.192467501141756","5"
"5","2014","Full Time","Couple + C. GT 16 ","238","0.183841631797176","0.163055229501814","0.204628034092538","5"
"5","2014","Full Time","Couple + C. LE and GT 16","177","0.208722254103793","0.182317857411272","0.235126650796315","5"
"5","2014","Part Time","1-pers.-HH","162","0.22190806049674","0.191535203678307","0.252280917315173","5"
"5","2014","Part Time","(Married) couple without C. ","323","0.213265574635924","0.192605395963283","0.233925753308565","5"
"5","2014","Part Time","Single parent ","214","0.210569986436959","0.184492222693431","0.236647750180488","5"
"5","2014","Part Time","Couple + C. LE 16 ","488","0.219183001475991","0.202828578853401","0.235537424098582","5"
