"plh0204_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"2","2009","35-65 y.","East Germany","375","0.146426353820637","0.132252783474027","0.160599924167247","2"
"2","2009","66 and older","West Germany","529","0.171644662336481","0.158293250282811","0.18499607439015","2"
"3","2009","16-34 y.","West Germany","443","0.14182201708292","0.129241359018944","0.154402675146895","3"
"3","2009","16-34 y.","East Germany","135","0.119067432879468","0.0993746022733638","0.138760263485573","3"
"3","2009","35-65 y.","West Germany","1298","0.164296842525037","0.155902381466225","0.172691303583849","3"
"3","2009","35-65 y.","East Germany","411","0.177879208263146","0.162547888197485","0.193210528328808","3"
"3","2009","66 and older","West Germany","486","0.142134331150782","0.129770221451657","0.154498440849907","3"
"3","2009","66 and older","East Germany","185","0.155706559545962","0.134443700196684","0.17696941889524","3"
"4","2009","66 and older","East Germany","119","0.0927830643775572","0.0757688682431101","0.109797260512004","4"
"4","2009","35-65 y.","West Germany","889","0.119469971964068","0.112122234084508","0.126817709843629","4"
"4","2009","16-34 y.","East Germany","131","0.130587990485187","0.110099745703801","0.151076235266573","4"
"4","2009","66 and older","West Germany","292","0.086273467484458","0.0763320009415808","0.0962149340273353","4"
"4","2009","16-34 y.","West Germany","369","0.116990785411779","0.105400308887757","0.128581261935802","4"
"4","2009","35-65 y.","East Germany","283","0.126601938265925","0.113270548381335","0.139933328150515","4"
"5","2009","16-34 y.","West Germany","667","0.246466240510192","0.230925456558725","0.262007024461658","5"
"5","2009","16-34 y.","East Germany","252","0.224920080082943","0.199532127714911","0.250308032450976","5"
"5","2009","35-65 y.","West Germany","1488","0.208944806821564","0.19973455780293","0.218155055840199","5"
"5","2009","66 and older","West Germany","479","0.149592635461268","0.136963537745922","0.162221733176614","5"
"5","2009","66 and older","East Germany","229","0.195875806474454","0.172601675837068","0.21914993711184","5"
"5","2009","35-65 y.","East Germany","549","0.234921471690649","0.217924814940021","0.251918128441278","5"
"6","2009","66 and older","East Germany","58","0.0465854850051283","0.0342263608550279","0.0589446091552287","6"
"6","2009","66 and older","West Germany","172","0.0547622577205715","0.0467063420748489","0.062818173366294","6"
"6","2009","16-34 y.","West Germany","401","0.142936853090752","0.130315051054072","0.155558655127431","6"
"6","2009","16-34 y.","East Germany","139","0.131282534040873","0.110748084311484","0.151816983770263","6"
"6","2009","35-65 y.","East Germany","209","0.0819352356951676","0.0709395794564468","0.0929308919338883","6"
"6","2009","35-65 y.","West Germany","675","0.0916145297756092","0.0850791706643187","0.0981498888868997","6"
"7","2009","16-34 y.","West Germany","343","0.118343241347322","0.10669489309945","0.129991589595194","7"
"7","2009","16-34 y.","East Germany","123","0.147115231793299","0.125576788229214","0.168653675357384","7"
"7","2009","35-65 y.","West Germany","526","0.0638856512566173","0.058345542339213","0.0694257601740217","7"
"7","2009","35-65 y.","East Germany","170","0.0654177736952277","0.0555047583306527","0.0753307890598027","7"
"7","2009","66 and older","West Germany","108","0.0362976776480137","0.0296752902436035","0.0429200650524239","7"
"7","2009","66 and older","East Germany","54","0.0401122500344802","0.0286050346775957","0.0516194653913647","7"
"8","2009","35-65 y.","West Germany","238","0.0317579170181247","0.0277853597126935","0.035730474323556","8"
"8","2009","35-65 y.","East Germany","66","0.0329496839923877","0.0257932066102886","0.0401061613744868","8"
"8","2009","66 and older","West Germany","50","0.0147461720613558","0.0104782407177886","0.019014103404923","8"
"8","2009","16-34 y.","East Germany","58","0.0477363356965581","0.034772203130432","0.0607004682626842","8"
"8","2009","66 and older","East Germany","28","","","","8"
"8","2009","16-34 y.","West Germany","161","0.0596230855981873","0.051084202873184","0.0681619683231907","8"
"9","2009","16-34 y.","West Germany","33","0.0111019310191215","0.00732344454219024","0.0148804174960527","9"
"9","2009","35-65 y.","West Germany","36","0.00688703053865618","0.00501347090933878","0.00876059016797359","9"
"9","2009","35-65 y.","East Germany","9","","","","9"
"9","2009","16-34 y.","East Germany","6","","","","9"
"9","2009","66 and older","East Germany","3","","","","9"
"9","2009","66 and older","West Germany","13","","","","9"
"0 Not at all Willing to take risks","2010","16-34 y.","West Germany","216","0.0288126091867959","0.0241847268873857","0.033440491486206","0"
"0 Not at all Willing to take risks","2010","16-34 y.","East Germany","41","0.0127840954070289","0.00718051618445226","0.0183876746296055","0"
"0 Not at all Willing to take risks","2010","35-65 y.","West Germany","562","0.0567782331562661","0.0523530908967438","0.0612033754157884","0"
"0 Not at all Willing to take risks","2010","35-65 y.","East Germany","135","0.0454862743037396","0.0378590675967627","0.0531134810107166","0"
"0 Not at all Willing to take risks","2010","66 and older","West Germany","352","0.139486414304712","0.127068252403374","0.15190457620605","0"
"0 Not at all Willing to take risks","2010","66 and older","East Germany","86","0.0895285783488899","0.0723493203322026","0.106707836365577","0"
"1","2010","16-34 y.","West Germany","183","0.0371595989683312","0.0319265818559956","0.0423926160806668","1"
"1","2010","16-34 y.","East Germany","49","0.0400502729497242","0.0302699898090041","0.0498305560904442","1"
"1","2010","66 and older","West Germany","256","0.090037241659006","0.0797775242948601","0.100296959023152","1"
"1","2010","35-65 y.","West Germany","557","0.0626569660202638","0.0580228878899505","0.0672910441505772","1"
"1","2010","35-65 y.","East Germany","134","0.0418522003373517","0.0345221046224011","0.0491822960523022","1"
"1","2010","66 and older","East Germany","62","0.0510881814348868","0.0378397778742474","0.0643365849955262","1"
"10 Very willing to take risks","2010","16-34 y.","West Germany","127","0.0250743396132529","0.0207488029672003","0.0293998762593055","10"
"10 Very willing to take risks","2010","66 and older","East Germany","3","","","","10"
"10 Very willing to take risks","2010","16-34 y.","East Germany","28","","","","10"
"10 Very willing to take risks","2010","35-65 y.","West Germany","132","0.010951032650706","0.00896097422654703","0.012941091074865","10"
"10 Very willing to take risks","2010","66 and older","West Germany","15","","","","10"
"10 Very willing to take risks","2010","35-65 y.","East Germany","33","0.0115411212383819","0.00763147421468821","0.0154507682620756","10"
"2","2010","66 and older","East Germany","130","0.120426962204412","0.100843556607078","0.140010367801747","2"
"2","2010","16-34 y.","West Germany","462","0.0747502506602886","0.0674745418740084","0.0820259594465689","2"
"2","2010","35-65 y.","West Germany","1339","0.133680409964438","0.127173087253889","0.140187732674986","2"
"2","2010","35-65 y.","East Germany","327","0.110561558290947","0.0990828169943431","0.122040299587551","2"
"2","2010","66 and older","West Germany","481","0.173121281203257","0.159559752953722","0.186682809452793","2"
"2","2010","16-34 y.","East Germany","149","0.0942602089673959","0.079685819665581","0.108834598269211","2"
"3","2010","16-34 y.","West Germany","646","0.125042714437932","0.115891850131356","0.134193578744507","3"
"3","2010","16-34 y.","East Germany","198","0.128312010192642","0.11163037464906","0.144993645736225","3"
"3","2010","35-65 y.","West Germany","1609","0.163682091668252","0.156607267118437","0.170756916218067","3"
"3","2010","35-65 y.","East Germany","442","0.1748872174575","0.160982251302111","0.18879218361289","3"
"3","2010","66 and older","West Germany","473","0.143407869300826","0.130845081369052","0.1559706572326","3"
"3","2010","66 and older","East Germany","199","0.205249955882568","0.180947664952098","0.229552246813037","3"
"4","2010","66 and older","East Germany","110","0.101246548139655","0.083095538078912","0.119397558200398","4"
"4","2010","66 and older","West Germany","268","0.0868830968902235","0.0767872365467904","0.0969789572336565","4"
"4","2010","16-34 y.","West Germany","491","0.0986584072549386","0.0904084585317093","0.106908355978168","4"
"4","2010","16-34 y.","East Germany","125","0.069931407795527","0.0572105010767489","0.0826523145143051","4"
"4","2010","35-65 y.","West Germany","1090","0.10195947845954","0.0961733088205099","0.107745648098571","4"
"4","2010","35-65 y.","East Germany","281","0.106996528506927","0.0956817602922273","0.118311296721627","4"
"5","2010","16-34 y.","West Germany","1056","0.199207092234144","0.188157353730832","0.210256830737456","5"
"5","2010","16-34 y.","East Germany","350","0.244239314516405","0.222809205647237","0.265669423385574","5"
"5","2010","35-65 y.","West Germany","2117","0.19299605471186","0.185449626634158","0.200542482789562","5"
"5","2010","66 and older","East Germany","238","0.218297302641349","0.193441065190686","0.243153540092012","5"
"5","2010","35-65 y.","East Germany","643","0.238280214668856","0.222685556697652","0.253874872640061","5"
"5","2010","66 and older","West Germany","569","0.190902482924726","0.176815476276649","0.204989489572803","5"
"6","2010","16-34 y.","West Germany","589","0.12658201445914","0.117383100431832","0.135780928486448","6"
"6","2010","66 and older","East Germany","91","0.0814507679020183","0.0649923073895772","0.0979092284144593","6"
"6","2010","66 and older","West Germany","235","0.0701549403617701","0.0610001812608838","0.0793096994626565","6"
"6","2010","16-34 y.","East Germany","188","0.118107747406341","0.102009766795193","0.134205728017489","6"
"6","2010","35-65 y.","West Germany","1142","0.103204043679648","0.0973867020306112","0.109021385328685","6"
"6","2010","35-65 y.","East Germany","319","0.106096217212432","0.0948234748342995","0.117368959590565","6"
"7","2010","16-34 y.","West Germany","669","0.163808556830367","0.153569483701791","0.174047629958943","7"
"7","2010","16-34 y.","East Germany","230","0.170582460980784","0.151820499575755","0.189344422385813","7"
"7","2010","35-65 y.","East Germany","301","0.0862508548319777","0.0759747283654956","0.0965269812984597","7"
"7","2010","35-65 y.","West Germany","1116","0.0980377005572619","0.0923515265785647","0.103723874535959","7"
"7","2010","66 and older","West Germany","187","0.0545193364155586","0.0463814035440639","0.0626572692870533","7"
"7","2010","66 and older","East Germany","69","0.0566290449530122","0.0427214745163592","0.0705366153896653","7"
"8","2010","16-34 y.","West Germany","465","0.0951850951291604","0.0870660708459657","0.103304119412355","8"
"8","2010","16-34 y.","East Germany","135","0.0808710562157389","0.0672719858214611","0.0944701266100166","8"
"8","2010","35-65 y.","West Germany","703","0.0631730160945276","0.0585211747470979","0.0678248574419572","8"
"8","2010","35-65 y.","East Germany","212","0.0678082969040262","0.058605321115672","0.0770112726923804","8"
"8","2010","66 and older","East Germany","67","0.0604393270375418","0.0461005330776262","0.0747781209974573","8"
"8","2010","66 and older","West Germany","132","0.0368386223492028","0.0300869133349746","0.0435903313634311","8"
"9","2010","16-34 y.","West Germany","115","0.0257193212256495","0.0213399547496599","0.0300986877016391","9"
"9","2010","16-34 y.","East Germany","51","0.0292728879353717","0.0208646342205453","0.0376811416501981","9"
"9","2010","35-65 y.","West Germany","139","0.0128809730372362","0.0107247757767227","0.0150371702977497","9"
"9","2010","35-65 y.","East Germany","40","0.0102395162478596","0.00655450328798482","0.0139245292077344","9"
"9","2010","66 and older","West Germany","22","","","","9"
"9","2010","66 and older","East Germany","6","","","","9"
"0 Not at all Willing to take risks","2011","35-65 y.","West Germany","387","0.0455926412620927","0.0412108364759133","0.0499744460482722","0"
"0 Not at all Willing to take risks","2011","16-34 y.","East Germany","12","","","","0"
"0 Not at all Willing to take risks","2011","66 and older","West Germany","383","0.113586359422218","0.103614994838133","0.123557724006303","0"
"0 Not at all Willing to take risks","2011","16-34 y.","West Germany","70","0.0197286802622581","0.0149788904562056","0.0244784700683106","0"
"0 Not at all Willing to take risks","2011","35-65 y.","East Germany","88","0.0278465857067478","0.0215560332212824","0.0341371381922132","0"
"0 Not at all Willing to take risks","2011","66 and older","East Germany","82","0.0638953166621949","0.0505077760640556","0.0772828572603342","0"
"1","2011","16-34 y.","West Germany","111","0.0261045588010504","0.0206586975672749","0.0315504200348259","1"
"1","2011","16-34 y.","East Germany","13","","","","1"
"1","2011","66 and older","West Germany","333","0.0963334391282056","0.0870615991225633","0.105605279133848","1"
"1","2011","35-65 y.","East Germany","100","0.0419064761129996","0.0342455736274734","0.0495673785985258","1"
"1","2011","35-65 y.","West Germany","417","0.046130630349823","0.0417242913569739","0.0505369693426722","1"
"1","2011","66 and older","East Germany","75","0.0549054572982213","0.0424359451499669","0.0673749694464757","1"
"10 Very willing to take risks","2011","66 and older","West Germany","28","","","","10"
"10 Very willing to take risks","2011","66 and older","East Germany","2","","","","10"
"10 Very willing to take risks","2011","16-34 y.","West Germany","51","0.016515025782634","0.0121621555697203","0.0208678959955476","10"
"10 Very willing to take risks","2011","16-34 y.","East Germany","19","","","","10"
"10 Very willing to take risks","2011","35-65 y.","West Germany","86","0.0108746711819611","0.00869609631962283","0.0130532460442994","10"
"10 Very willing to take risks","2011","35-65 y.","East Germany","26","","","","10"
"2","2011","66 and older","West Germany","515","0.134877245562822","0.124142753431358","0.145611737694287","2"
"2","2011","16-34 y.","West Germany","228","0.0725207030044607","0.0636627098472096","0.0813786961617118","2"
"2","2011","16-34 y.","East Germany","65","0.0589112151037713","0.0443394583232476","0.073482971884295","2"
"2","2011","35-65 y.","West Germany","998","0.114618548092931","0.107926925777166","0.121310170408696","2"
"2","2011","35-65 y.","East Germany","252","0.0957071487259828","0.0844594895386346","0.106954807913331","2"
"2","2011","66 and older","East Germany","164","0.139340418030826","0.12038391009111","0.158296925970543","2"
"3","2011","16-34 y.","West Germany","359","0.108767169095402","0.0981331673680952","0.119401170822709","3"
"3","2011","16-34 y.","East Germany","121","0.112619025494219","0.093054984524913","0.132183066463525","3"
"3","2011","35-65 y.","East Germany","378","0.130770215178511","0.117880090162349","0.143660340194672","3"
"3","2011","35-65 y.","West Germany","1226","0.141648308291623","0.134323823368656","0.14897279321459","3"
"3","2011","66 and older","East Germany","190","0.151617273295501","0.131984831064442","0.171249715526559","3"
"3","2011","66 and older","West Germany","517","0.129119749254021","0.118581976025871","0.13965752248217","3"
"4","2011","16-34 y.","West Germany","321","0.0949110384517321","0.0849005280233715","0.104921548880093","4"
"4","2011","16-34 y.","East Germany","82","0.0681591090394025","0.0525624901890424","0.0837557278897626","4"
"4","2011","66 and older","West Germany","386","0.091771857676109","0.0826993879177543","0.100844327434464","4"
"4","2011","66 and older","East Germany","160","0.131007812244648","0.112538079485574","0.149477545003722","4"
"4","2011","35-65 y.","West Germany","942","0.102802570336497","0.0964230980279711","0.109182042645022","4"
"4","2011","35-65 y.","East Germany","310","0.128210629394261","0.115428499946971","0.140992758841552","4"
"5","2011","16-34 y.","West Germany","652","0.186704475992458","0.173395219903104","0.200013732081812","5"
"5","2011","16-34 y.","East Germany","257","0.25355045893508","0.226627049689999","0.280473868180161","5"
"5","2011","35-65 y.","West Germany","1936","0.230350824115002","0.221506186386967","0.239195461843036","5"
"5","2011","35-65 y.","East Germany","653","0.242860258130119","0.226465626686015","0.259254889574222","5"
"5","2011","66 and older","East Germany","314","0.231724407632353","0.208627784564279","0.254821030700427","5"
"5","2011","66 and older","West Germany","883","0.227236953307321","0.21406846439842","0.240405442216221","5"
"6","2011","16-34 y.","West Germany","486","0.134421487948217","0.122771115534873","0.14607186036156","6"
"6","2011","16-34 y.","East Germany","138","0.130027616012422","0.109213011766503","0.150842220258342","6"
"6","2011","35-65 y.","West Germany","986","0.11287552665107","0.106228446208098","0.119522607094041","6"
"6","2011","35-65 y.","East Germany","321","0.133731602238314","0.120718565072376","0.146744639404253","6"
"6","2011","66 and older","West Germany","322","0.0805188341933386","0.0719682960560133","0.089069372330664","6"
"6","2011","66 and older","East Germany","130","0.0916984583430198","0.0759005306686477","0.107496386017392","6"
"7","2011","16-34 y.","West Germany","532","0.184323328740287","0.17107987073269","0.197566786747885","7"
"7","2011","16-34 y.","East Germany","153","0.173551067249828","0.15011313576074","0.196988998738916","7"
"7","2011","35-65 y.","East Germany","307","0.114565099032825","0.102388110523125","0.126742087542524","7"
"7","2011","35-65 y.","West Germany","1006","0.110006126981724","0.103433473969349","0.1165787799941","7"
"7","2011","66 and older","West Germany","301","0.0698747941427323","0.0618634706639142","0.0778861176215504","7"
"7","2011","66 and older","East Germany","98","0.0782278835620537","0.0635285836129951","0.0929271835111123","7"
"8","2011","35-65 y.","West Germany","588","0.0690377486352232","0.0637123992580469","0.0743630980123995","8"
"8","2011","35-65 y.","East Germany","159","0.0631098449006807","0.0538131558612312","0.0724065339401301","8"
"8","2011","16-34 y.","West Germany","383","0.127040262185265","0.115666084111024","0.138414440259506","8"
"8","2011","16-34 y.","East Germany","115","0.122245079998429","0.101972923265188","0.14251723673167","8"
"8","2011","66 and older","West Germany","198","0.0443172514635223","0.037850047284439","0.0507844556426055","8"
"8","2011","66 and older","East Germany","62","0.0512472869142716","0.0391770433712867","0.0633175304572565","8"
"9","2011","16-34 y.","West Germany","100","0.0289632697362357","0.0232353905521835","0.0346911489202879","9"
"9","2011","35-65 y.","West Germany","134","0.0160624041020535","0.0134216509243063","0.0187031572798008","9"
"9","2011","35-65 y.","East Germany","34","0.01200649548785","0.00784240089753699","0.016170590078163","9"
"9","2011","66 and older","West Germany","24","","","","9"
"9","2011","16-34 y.","East Germany","28","","","","9"
"9","2011","66 and older","East Germany","5","","","","9"
"0 Not at all Willing to take risks","2012","35-65 y.","West Germany","414","0.0387160446925819","0.035348899173876","0.0420831902112879","0"
"0 Not at all Willing to take risks","2012","35-65 y.","East Germany","74","0.0186355667194212","0.0141386003129441","0.0231325331258984","0"
"0 Not at all Willing to take risks","2012","66 and older","West Germany","296","0.0843833422648188","0.0756952076659022","0.0930714768637355","0"
"0 Not at all Willing to take risks","2012","66 and older","East Germany","77","0.0644010604328321","0.0510627502583561","0.0777393706073081","0"
"0 Not at all Willing to take risks","2012","16-34 y.","West Germany","104","0.0139931112688594","0.0107129287816067","0.0172732937561121","0"
"0 Not at all Willing to take risks","2012","16-34 y.","East Germany","17","","","","0"
"1","2012","16-34 y.","West Germany","138","0.0241846628013007","0.019894688155888","0.0284746374467134","1"
"1","2012","66 and older","West Germany","239","0.0701711337142097","0.0621871049051957","0.0781551625232237","1"
"1","2012","16-34 y.","East Germany","26","","","","1"
"1","2012","35-65 y.","West Germany","460","0.0380003762566783","0.0346632553084325","0.0413374972049242","1"
"1","2012","35-65 y.","East Germany","94","0.0231424107571116","0.0181426052537495","0.0281422162604738","1"
"1","2012","66 and older","East Germany","60","0.0436935084026464","0.0325860050314415","0.0548010117738513","1"
"10 Very willing to take risks","2012","16-34 y.","West Germany","122","0.0214352733459413","0.0173908167516154","0.0254797299402672","10"
"10 Very willing to take risks","2012","35-65 y.","West Germany","184","0.0138243155148493","0.0117863843467881","0.0158622466829104","10"
"10 Very willing to take risks","2012","66 and older","East Germany","8","","","","10"
"10 Very willing to take risks","2012","16-34 y.","East Germany","43","0.0260911511197661","0.0178030158966964","0.0343792863428359","10"
"10 Very willing to take risks","2012","66 and older","West Germany","30","0.00598565723404565","0.00357467736770476","0.00839663710038653","10"
"10 Very willing to take risks","2012","35-65 y.","East Germany","41","0.0104188048488482","0.00704229630768672","0.0137953133900096","10"
"2","2012","16-34 y.","West Germany","348","0.0638232780164277","0.0569972296771871","0.0706493263556684","2"
"2","2012","16-34 y.","East Germany","78","0.0554410837221118","0.0435428791005402","0.0673392883436835","2"
"2","2012","66 and older","West Germany","477","0.128247563873512","0.117796452318972","0.138698675428051","2"
"2","2012","66 and older","East Germany","131","0.098192694800218","0.0820228479440624","0.114362541656373","2"
"2","2012","35-65 y.","West Germany","1234","0.097672068318023","0.0924905392293159","0.10285359740673","2"
"2","2012","35-65 y.","East Germany","306","0.0843667393236818","0.0751244492213795","0.093609029425984","2"
"3","2012","16-34 y.","West Germany","518","0.104688272844871","0.0961388451985316","0.11323770049121","3"
"3","2012","16-34 y.","East Germany","131","0.0766996769184878","0.0628633978420387","0.0905359559949368","3"
"3","2012","35-65 y.","East Germany","469","0.136160211665701","0.124755747242158","0.147564676089245","3"
"3","2012","35-65 y.","West Germany","1687","0.123519091176691","0.117776223337457","0.129261959015925","3"
"3","2012","66 and older","West Germany","512","0.129282440748158","0.118795477183585","0.139769404312731","3"
"3","2012","66 and older","East Germany","173","0.140992795139725","0.122082151696703","0.159903438582747","3"
"4","2012","16-34 y.","West Germany","453","0.0872125021399547","0.0793334295415112","0.0950915747383982","4"
"4","2012","16-34 y.","East Germany","137","0.0886260976978318","0.0738493057116874","0.103402889683976","4"
"4","2012","35-65 y.","West Germany","1277","0.102547583598457","0.0972526687659467","0.107842498430968","4"
"4","2012","35-65 y.","East Germany","397","0.120024238221485","0.109217291308262","0.130831185134708","4"
"4","2012","66 and older","West Germany","400","0.100113423285136","0.0907317267870275","0.109495119783244","4"
"4","2012","66 and older","East Germany","172","0.146444843357144","0.127233298911637","0.165656387802652","4"
"5","2012","16-34 y.","East Germany","324","0.214492720976914","0.193150852544219","0.235834589409608","5"
"5","2012","16-34 y.","West Germany","939","0.188435438507193","0.177514908517775","0.199355968496611","5"
"5","2012","35-65 y.","West Germany","2876","0.237318058715517","0.229892525023689","0.244743592407345","5"
"5","2012","35-65 y.","East Germany","859","0.260685366724773","0.246086936389373","0.275283797060173","5"
"5","2012","66 and older","West Germany","929","0.226010747712744","0.212937805317462","0.239083690108027","5"
"5","2012","66 and older","East Germany","345","0.257701602793935","0.233935538701998","0.281467666885872","5"
"6","2012","35-65 y.","West Germany","1494","0.113529380907398","0.107992351175142","0.119066410639654","6"
"6","2012","35-65 y.","East Germany","443","0.120278923460095","0.109462082392396","0.131095764527795","6"
"6","2012","16-34 y.","West Germany","636","0.130716110400629","0.121302715871697","0.140129504929561","6"
"6","2012","16-34 y.","East Germany","197","0.146037137652317","0.127675889495525","0.164398385809109","6"
"6","2012","66 and older","West Germany","425","0.103931492405772","0.0943928728959053","0.113470111915639","6"
"6","2012","66 and older","East Germany","156","0.1129608333182","0.0957601862589114","0.130161480377489","6"
"7","2012","16-34 y.","East Germany","226","0.178152821365411","0.15825786739768","0.198047775333142","7"
"7","2012","16-34 y.","West Germany","841","0.179628557318577","0.168908580523981","0.190348534113173","7"
"7","2012","35-65 y.","East Germany","461","0.135400742454508","0.124023130018962","0.146778354890054","7"
"7","2012","35-65 y.","West Germany","1661","0.131841720767369","0.125936767910291","0.137746673624447","7"
"7","2012","66 and older","West Germany","352","0.0835575357213202","0.0749081204186267","0.0922069510240137","7"
"7","2012","66 and older","East Germany","100","0.0713493140113189","0.0573621220359237","0.0853365059867141","7"
"8","2012","16-34 y.","West Germany","621","0.142149460292369","0.132397783262773","0.151901137321966","8"
"8","2012","35-65 y.","West Germany","1056","0.0833892023879266","0.0785637510304666","0.0882146537453866","8"
"8","2012","35-65 y.","East Germany","264","0.0755588552800543","0.0667703402020562","0.0843473703580523","8"
"8","2012","66 and older","West Germany","231","0.0596737231983253","0.0522696246538351","0.0670778217428155","8"
"8","2012","66 and older","East Germany","70","0.0516336971865275","0.0396092778971875","0.0636581164758675","8"
"8","2012","16-34 y.","East Germany","188","0.140914803113003","0.122824431885914","0.159005174340092","8"
"9","2012","16-34 y.","West Germany","206","0.043733333063877","0.0380225365609512","0.0494441295668029","9"
"9","2012","35-65 y.","East Germany","66","0.0153281405443198","0.0112428430829416","0.019413438005698","9"
"9","2012","35-65 y.","West Germany","267","0.0196421576645084","0.0172201391551224","0.0220641761738945","9"
"9","2012","16-34 y.","East Germany","54","0.0499100509424445","0.0385879396248433","0.0612321622600457","9"
"9","2012","66 and older","West Germany","41","0.00864293984195817","0.00574968203644241","0.0115361976474739","9"
"9","2012","66 and older","East Germany","9","","","","9"
"0 Not at all Willing to take risks","2013","35-65 y.","West Germany","686","0.0570676774707553","0.0525836757352613","0.0615516792062492","0"
"0 Not at all Willing to take risks","2013","16-34 y.","East Germany","25","","","","0"
"0 Not at all Willing to take risks","2013","35-65 y.","East Germany","108","0.0412555471442705","0.0337357371799433","0.0487753571085976","0"
"0 Not at all Willing to take risks","2013","66 and older","West Germany","356","0.105953108569274","0.0961994090651307","0.115706808073417","0"
"0 Not at all Willing to take risks","2013","16-34 y.","West Germany","223","0.0315210154806285","0.0266418439309035","0.0364001870303534","0"
"0 Not at all Willing to take risks","2013","66 and older","East Germany","71","0.0593016553508562","0.0461820124757367","0.0724212982259758","0"
"1","2013","16-34 y.","West Germany","204","0.0345692716542492","0.0294676698117557","0.0396708734967428","1"
"1","2013","16-34 y.","East Germany","23","","","","1"
"1","2013","35-65 y.","West Germany","692","0.063326740289159","0.058618939913102","0.068034540665216","1"
"1","2013","35-65 y.","East Germany","159","0.0506807108850233","0.0423871362083205","0.0589742855617261","1"
"1","2013","66 and older","West Germany","306","0.0819377306791495","0.0732459170280723","0.0906295443302266","1"
"1","2013","66 and older","East Germany","96","0.0752425363595171","0.0605901267371569","0.0898949459818773","1"
"10 Very willing to take risks","2013","16-34 y.","West Germany","172","0.0243082534595943","0.0200076036463472","0.0286089032728414","10"
"10 Very willing to take risks","2013","16-34 y.","East Germany","19","","","","10"
"10 Very willing to take risks","2013","35-65 y.","West Germany","189","0.0160283906383453","0.0136008491861813","0.0184559320905094","10"
"10 Very willing to take risks","2013","35-65 y.","East Germany","33","0.0116328149266792","0.0075785154428075","0.0156871144105509","10"
"10 Very willing to take risks","2013","66 and older","West Germany","34","0.00718878305483615","0.00451150549627648","0.00986606061339581","10"
"10 Very willing to take risks","2013","66 and older","East Germany","4","","","","10"
"2","2013","16-34 y.","East Germany","72","0.0649265158936336","0.0489788421156639","0.0808741896716032","2"
"2","2013","16-34 y.","West Germany","435","0.0822228831150528","0.0745516381652348","0.0898941280648708","2"
"2","2013","35-65 y.","West Germany","1357","0.125710496791187","0.119302182328231","0.132118811254143","2"
"2","2013","35-65 y.","East Germany","326","0.12299595418767","0.110577702169081","0.135414206206258","2"
"2","2013","66 and older","West Germany","511","0.136919049588323","0.126024981764116","0.147813117412529","2"
"2","2013","66 and older","East Germany","163","0.124412392740601","0.106078907228817","0.142745878252384","2"
"3","2013","16-34 y.","West Germany","599","0.130081552813003","0.12068760779933","0.139475497826675","3"
"3","2013","16-34 y.","East Germany","122","0.117046898125772","0.0962397673906632","0.137854028860881","3"
"3","2013","35-65 y.","East Germany","393","0.149200574116319","0.135729162719934","0.162671985512704","3"
"3","2013","35-65 y.","West Germany","1417","0.142567551475142","0.135809200928314","0.149325902021969","3"
"3","2013","66 and older","West Germany","499","0.129295950590033","0.118662845280279","0.139929055899788","3"
"3","2013","66 and older","East Germany","164","0.135249794742384","0.116253143066851","0.154246446417917","3"
"4","2013","35-65 y.","West Germany","866","0.0891725573739768","0.0836636676861172","0.0946814470618364","4"
"4","2013","35-65 y.","East Germany","256","0.0946404991805237","0.0835726482616895","0.105708350099358","4"
"4","2013","66 and older","West Germany","349","0.0900239584191215","0.0809535591854177","0.0990943576528252","4"
"4","2013","16-34 y.","East Germany","94","0.0890252264687376","0.0705931975918074","0.107457255345668","4"
"4","2013","16-34 y.","West Germany","389","0.0891393726324478","0.081182147626655","0.0970965976382406","4"
"4","2013","66 and older","East Germany","115","0.092298427282674","0.0762204241208444","0.108376430444504","4"
"5","2013","16-34 y.","East Germany","185","0.240478137491852","0.212816915460171","0.268139359523534","5"
"5","2013","35-65 y.","West Germany","1964","0.198173906626728","0.190468532338553","0.205879280914903","5"
"5","2013","16-34 y.","West Germany","890","0.168179358977825","0.15773451203909","0.17862420591656","5"
"5","2013","35-65 y.","East Germany","533","0.204336311470134","0.189090455874186","0.219582167066081","5"
"5","2013","66 and older","West Germany","744","0.192105145999217","0.179620412061953","0.204589879936482","5"
"5","2013","66 and older","East Germany","269","0.201485353179598","0.179204767688306","0.223765938670889","5"
"6","2013","35-65 y.","West Germany","928","0.097814909071452","0.0920726767131294","0.103557141429775","6"
"6","2013","35-65 y.","East Germany","285","0.109458623575408","0.0976536151770059","0.12126363197381","6"
"6","2013","66 and older","West Germany","361","0.0859311782271813","0.077049455677214","0.0948129007771487","6"
"6","2013","66 and older","East Germany","119","0.103013065867822","0.0861280050129735","0.11989812672267","6"
"6","2013","16-34 y.","East Germany","125","0.134680412304643","0.112584908464965","0.156775916144322","6"
"6","2013","16-34 y.","West Germany","553","0.12705769004449","0.117757450457381","0.1363579296316","6"
"7","2013","16-34 y.","West Germany","712","0.160992204055632","0.150728920957959","0.171255487153306","7"
"7","2013","16-34 y.","East Germany","145","0.16562554649897","0.141564883813828","0.189686209184113","7"
"7","2013","35-65 y.","West Germany","1105","0.111065832681827","0.104992103136209","0.117139562227445","7"
"7","2013","35-65 y.","East Germany","313","0.107250419729836","0.0955506157550195","0.118950223704653","7"
