"plh0204_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"7","2012","Other degree","West Germany","203","0.125518763569831","0.109866136799779","0.141171390339882"
"7","2012","Other degree","East Germany","15","","",""
"7","2012","no degree/no degree yet","West Germany","123","0.158357209847499","0.132947815018618","0.18376660467638"
"7","2012","no degree/no degree yet","East Germany","11","","",""
"8","2012","lower secondary degree","West Germany","538","0.0754141519970743","0.0689957833864008","0.0818325206077478"
"8","2012","lower secondary degree","East Germany","102","0.0650070017316451","0.0521975692687417","0.0778164341945485"
"8","2012","secondary school degree","West Germany","503","0.0965197855745668","0.0887903049956142","0.104249266153519"
"8","2012","secondary school degree","East Germany","243","0.0861299941410549","0.0758370284005755","0.0964229598815344"
"8","2012","college entrance qualification","West Germany","555","0.0988005769148701","0.0914211287398277","0.106180025089912"
"8","2012","college entrance qualification","East Germany","136","0.096493288109354","0.0817463460121637","0.111240230206544"
"8","2012","Other degree","West Germany","145","0.0832263169119412","0.0701760599604971","0.0962765738633852"
"8","2012","Other degree","East Germany","12","","",""
"8","2012","no degree/no degree yet","West Germany","99","0.132129546736126","0.108560668025588","0.155698425446663"
"8","2012","no degree/no degree yet","East Germany","13","","",""
"9","2012","lower secondary degree","West Germany","168","0.0214761537575202","0.0179525378042313","0.0249997697108091"
"9","2012","lower secondary degree","East Germany","24","","",""
"9","2012","secondary school degree","West Germany","128","0.0232273985545392","0.0192848247364484","0.02716997237263"
"9","2012","secondary school degree","East Germany","65","0.0233739199526597","0.0178308412917954","0.0289169986135239"
"9","2012","college entrance qualification","West Germany","118","0.0194066487818722","0.0159950854372005","0.0228182121265439"
"9","2012","college entrance qualification","East Germany","27","","",""
"9","2012","Other degree","West Germany","50","0.0299369882394676","0.0218857684621878","0.0379882080167475"
"9","2012","Other degree","East Germany","6","","",""
"9","2012","no degree/no degree yet","West Germany","28","","",""
"9","2012","no degree/no degree yet","East Germany","2","","",""
"10 Very willing to take risks","2012","lower secondary degree","West Germany","126","0.0148438910213335","0.0119045429696332","0.0177832390730337"
"10 Very willing to take risks","2012","lower secondary degree","East Germany","21","","",""
"10 Very willing to take risks","2012","secondary school degree","West Germany","75","0.0110091781202889","0.00827795995189225","0.0137403962886855"
"10 Very willing to take risks","2012","secondary school degree","East Germany","34","0.00817633335623017","0.00487250379268523","0.0114801629197751"
"10 Very willing to take risks","2012","college entrance qualification","West Germany","53","0.00893884778372954","0.00661116019069833","0.0112665353767608"
"10 Very willing to take risks","2012","college entrance qualification","East Germany","12","","",""
"10 Very willing to take risks","2012","Other degree","West Germany","36","0.01721645009196","0.0110709334496249","0.0233619667342951"
"10 Very willing to take risks","2012","Other degree","East Germany","6","","",""
"10 Very willing to take risks","2012","no degree/no degree yet","West Germany","17","","",""
"10 Very willing to take risks","2012","no degree/no degree yet","East Germany","11","","",""
"0 Not at all Willing to take risks","2013","lower secondary degree","West Germany","442","0.0887034408721461","0.0810677628216602","0.096339118922632"
"0 Not at all Willing to take risks","2013","lower secondary degree","East Germany","78","0.0656824175558726","0.0513585630111619","0.0800062721005833"
"0 Not at all Willing to take risks","2013","secondary school degree","West Germany","193","0.0490402734563738","0.0424597137395498","0.0556208331731977"
"0 Not at all Willing to take risks","2013","secondary school degree","East Germany","69","0.0359709518422584","0.0279566676245847","0.0439852360599321"
"0 Not at all Willing to take risks","2013","college entrance qualification","West Germany","122","0.0237160300855058","0.0194655082781248","0.0279665518928868"
"0 Not at all Willing to take risks","2013","college entrance qualification","East Germany","20","","",""
"0 Not at all Willing to take risks","2013","Other degree","West Germany","369","0.109571272468835","0.09877589070686","0.12036665423081"
"0 Not at all Willing to take risks","2013","Other degree","East Germany","28","","",""
"0 Not at all Willing to take risks","2013","no degree/no degree yet","West Germany","84","0.0835171312813675","0.0652690293112101","0.101765233251525"
"0 Not at all Willing to take risks","2013","no degree/no degree yet","East Germany","8","","",""
"1","2013","lower secondary degree","West Germany","369","0.0728384223429659","0.0658592248459761","0.0798176198399558"
"1","2013","lower secondary degree","East Germany","98","0.0792881668498714","0.0636655375560173","0.0949107961437254"
"1","2013","secondary school degree","West Germany","253","0.0610924633203351","0.0537943506886487","0.0683905759520215"
"1","2013","secondary school degree","East Germany","106","0.0468342831200478","0.0377412272357664","0.0559273390043293"
"1","2013","college entrance qualification","West Germany","232","0.0384914737653714","0.0331175436691313","0.0438654038616114"
"1","2013","college entrance qualification","East Germany","46","0.0303322392399012","0.0203017543613251","0.0403627241184773"
"1","2013","Other degree","West Germany","251","0.0819177077546145","0.0724396408053474","0.0913957747038816"
"1","2013","Other degree","East Germany","20","","",""
"1","2013","no degree/no degree yet","West Germany","61","0.0808440778104709","0.062864212262131","0.0988239433588109"
"1","2013","no degree/no degree yet","East Germany","4","","",""
"2","2013","lower secondary degree","West Germany","665","0.126091954010324","0.117176898198815","0.135007009821833"
"2","2013","lower secondary degree","East Germany","133","0.0977447271464855","0.0805735740494887","0.114915880243482"
"2","2013","secondary school degree","West Germany","483","0.111069349373335","0.101494402233822","0.120644296512849"
"2","2013","secondary school degree","East Germany","254","0.117249692203227","0.103403877682619","0.131095506723835"
"2","2013","college entrance qualification","West Germany","573","0.116855885543655","0.107882129515527","0.125829641571784"
"2","2013","college entrance qualification","East Germany","115","0.114860370083058","0.0962116422241748","0.133509097941941"
"2","2013","Other degree","West Germany","441","0.126469591505692","0.114982180951939","0.137957002059444"
"2","2013","Other degree","East Germany","46","0.16152034304233","0.120219582357166","0.202821103727494"
"2","2013","no degree/no degree yet","West Germany","81","0.0985314878933193","0.0788738857709361","0.118189090015702"
"2","2013","no degree/no degree yet","East Germany","7","","",""
"3","2013","lower secondary degree","West Germany","665","0.127229352998939","0.11828000831768","0.136178697680198"
"3","2013","lower secondary degree","East Germany","148","0.130369202389002","0.11090022966066","0.149838175117344"
"3","2013","secondary school degree","West Germany","578","0.140997725922798","0.130392777969046","0.15160267387655"
"3","2013","secondary school degree","East Germany","283","0.136667065506462","0.121883989695605","0.151450141317319"
"3","2013","college entrance qualification","West Germany","767","0.162752375280433","0.152440828818242","0.173063921742623"
"3","2013","college entrance qualification","East Germany","186","0.155910580247809","0.134693274481044","0.177127886014575"
"3","2013","Other degree","West Germany","383","0.111958953744184","0.101061224676329","0.122856682812038"
"3","2013","Other degree","East Germany","35","0.123352319485049","0.0864473903687591","0.160257248601339"
"3","2013","no degree/no degree yet","West Germany","78","0.088412700478066","0.0696875981329396","0.107137802823192"
"3","2013","no degree/no degree yet","East Germany","11","","",""
"4","2013","lower secondary degree","West Germany","418","0.0859028309936452","0.0783771218382429","0.0934285401490474"
"4","2013","lower secondary degree","East Germany","107","0.0955468910906769","0.0785492214237639","0.11254456075759"
"4","2013","secondary school degree","West Germany","385","0.0997755873431915","0.0906430202780885","0.108908154408295"
"4","2013","secondary school degree","East Germany","197","0.0893653437093025","0.0770881144085673","0.101642573010038"
"4","2013","college entrance qualification","West Germany","523","0.102114695663734","0.0936563052193017","0.110573086108166"
"4","2013","college entrance qualification","East Germany","119","0.103126601022947","0.0853393376169446","0.12091386442895"
"4","2013","Other degree","West Germany","200","0.0609193725257497","0.0526529191150338","0.0691858259364655"
"4","2013","Other degree","East Germany","25","","",""
"4","2013","no degree/no degree yet","West Germany","44","0.0450419249820541","0.0313624835797422","0.0587213663843661"
"4","2013","no degree/no degree yet","East Germany","10","","",""
"5","2013","lower secondary degree","West Germany","1093","0.211652253434961","0.200681969363749","0.222622537506173"
"5","2013","lower secondary degree","East Germany","229","0.196041499613763","0.173086414870861","0.218996584356664"
"5","2013","secondary school degree","West Germany","802","0.194479931625449","0.182418998497866","0.206540864753031"
"5","2013","secondary school degree","East Germany","453","0.227100410951514","0.209069643456301","0.245131178446727"
"5","2013","college entrance qualification","West Germany","841","0.169156106964693","0.158683935850924","0.179628278078462"
"5","2013","college entrance qualification","East Germany","212","0.204098379851709","0.180525769043918","0.2276709906595"
"5","2013","Other degree","West Germany","595","0.168949747569502","0.155999368301187","0.181900126837817"
"5","2013","Other degree","East Germany","52","0.162570224728413","0.121161402943945","0.203979046512882"
"5","2013","no degree/no degree yet","West Germany","162","0.176788260039163","0.151625966314996","0.201950553763331"
"5","2013","no degree/no degree yet","East Germany","19","","",""
"6","2013","lower secondary degree","West Germany","478","0.0821225820769034","0.0747491251000376","0.0894960390537692"
"6","2013","lower secondary degree","East Germany","102","0.0997371784085469","0.0824110601943356","0.117063296622758"
"6","2013","secondary school degree","West Germany","399","0.102790021887593","0.0935360567881441","0.112043986987041"
"6","2013","secondary school degree","East Germany","235","0.114715059931809","0.101000070688213","0.128430049175405"
"6","2013","college entrance qualification","West Germany","576","0.125302455583114","0.116054581288109","0.134550329878118"
"6","2013","college entrance qualification","East Germany","145","0.126179025766641","0.106758408464498","0.145599643068785"
"6","2013","Other degree","West Germany","254","0.0969875437887166","0.0867594448128784","0.107215642764555"
"6","2013","Other degree","East Germany","26","","",""
"6","2013","no degree/no degree yet","West Germany","87","0.11471797139717","0.0936983788825161","0.135737563911824"
"6","2013","no degree/no degree yet","East Germany","9","","",""
"7","2013","lower secondary degree","West Germany","538","0.0935327128257099","0.085712738210658","0.101352687440762"
"7","2013","lower secondary degree","East Germany","128","0.12199793027984","0.103073967816447","0.140921892743232"
"7","2013","secondary school degree","West Germany","489","0.114628112703238","0.104920470399511","0.124335755006964"
"7","2013","secondary school degree","East Germany","254","0.116670519773628","0.102854414181713","0.130486625365544"
"7","2013","college entrance qualification","West Germany","666","0.142935074498877","0.13315798838111","0.152712160616644"
"7","2013","college entrance qualification","East Germany","153","0.141089920226405","0.120729813202039","0.161450027250772"
"7","2013","Other degree","West Germany","283","0.103086982110255","0.0925778428372056","0.113596121383304"
"7","2013","Other degree","East Germany","27","","",""
"7","2013","no degree/no degree yet","West Germany","104","0.118521338444743","0.0972020888243213","0.139840588065165"
"7","2013","no degree/no degree yet","East Germany","15","","",""
"8","2013","lower secondary degree","West Germany","407","0.0711520031248123","0.0642478025444805","0.0780562037051442"
"8","2013","lower secondary degree","East Germany","91","0.075540352675275","0.0602604157959447","0.0908202895546052"
"8","2013","secondary school degree","West Germany","376","0.0857186153656934","0.0771879512434337","0.0942492794879532"
"8","2013","secondary school degree","East Germany","154","0.076868625248458","0.0654042596338253","0.0883329908630907"
"8","2013","college entrance qualification","West Germany","442","0.0832622045640589","0.0755446502534271","0.0909797588746907"
"8","2013","college entrance qualification","East Germany","96","0.0788037106801645","0.0630454733570526","0.0945619480032764"
"8","2013","Other degree","West Germany","256","0.0833419703637772","0.0737892816397473","0.0928946590878071"
"8","2013","Other degree","East Germany","30","0.0998139222225602","0.0661736208283914","0.133454223616729"
"8","2013","no degree/no degree yet","West Germany","89","0.0902330819476529","0.0713350880229387","0.109131075872367"
"8","2013","no degree/no degree yet","East Germany","11","","",""
"9","2013","lower secondary degree","West Germany","142","0.0238743523155778","0.0197745192739206","0.027974185357235"
"9","2013","lower secondary degree","East Germany","24","","",""
"9","2013","secondary school degree","West Germany","112","0.028006824104763","0.0229791297224032","0.0330345184871228"
"9","2013","secondary school degree","East Germany","43","0.0241070943557761","0.0175059804121893","0.0307082082993629"
"9","2013","college entrance qualification","West Germany","125","0.0264470039417227","0.0219647009336246","0.0309293069498207"
"9","2013","college entrance qualification","East Germany","23","","",""
"9","2013","Other degree","West Germany","81","0.0289207473920686","0.0231288325913636","0.0347126621927737"
"9","2013","Other degree","East Germany","7","","",""
"9","2013","no degree/no degree yet","West Germany","47","0.0610717146126111","0.0452772828078203","0.076866146417402"
"9","2013","no degree/no degree yet","East Germany","4","","",""
"10 Very willing to take risks","2013","lower secondary degree","West Germany","109","0.0169000950040156","0.0134383831914304","0.0203618068166008"
"10 Very willing to take risks","2013","lower secondary degree","East Germany","11","","",""
"10 Very willing to take risks","2013","secondary school degree","West Germany","67","0.0124010948972313","0.00902879921948566","0.015773390574977"
"10 Very willing to take risks","2013","secondary school degree","East Germany","26","","",""
"10 Very willing to take risks","2013","college entrance qualification","West Germany","56","0.00896669410883613","0.00633343572589467","0.0115999524917776"
"10 Very willing to take risks","2013","college entrance qualification","East Germany","8","","",""
"10 Very willing to take risks","2013","Other degree","West Germany","103","0.0278761107766056","0.0221867042099148","0.0335655173432963"
"10 Very willing to take risks","2013","Other degree","East Germany","9","","",""
"10 Very willing to take risks","2013","no degree/no degree yet","West Germany","46","0.0423203111133812","0.0290417106584543","0.0555989115683081"
"10 Very willing to take risks","2013","no degree/no degree yet","East Germany","2","","",""
"0 Not at all Willing to take risks","2014","lower secondary degree","West Germany","463","0.085603437077298","0.0783294561715047","0.0928774179830912"
"0 Not at all Willing to take risks","2014","lower secondary degree","East Germany","79","0.0626234109718345","0.0489436037110495","0.0763032182326195"
"0 Not at all Willing to take risks","2014","secondary school degree","West Germany","224","0.0500466418919307","0.0440460086898922","0.0560472750939692"
"0 Not at all Willing to take risks","2014","secondary school degree","East Germany","68","0.0212052833924386","0.015513345759875","0.0268972210250021"
"0 Not at all Willing to take risks","2014","college entrance qualification","West Germany","150","0.0245976362311002","0.020692282442488","0.0285029900197124"
"0 Not at all Willing to take risks","2014","college entrance qualification","East Germany","30","0.0235473479386928","0.0154884578624431","0.0316062380149425"
"0 Not at all Willing to take risks","2014","Other degree","West Germany","335","0.109213371458932","0.0980260030225938","0.120400739895271"
"0 Not at all Willing to take risks","2014","Other degree","East Germany","36","0.0804268874958349","0.0492876449682445","0.111566130023425"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","West Germany","71","0.0904233423560095","0.071518115643899","0.10932856906812"
"0 Not at all Willing to take risks","2014","no degree/no degree yet","East Germany","7","","",""
"1","2014","lower secondary degree","West Germany","322","0.0647015561915289","0.0583058024722146","0.0710973099108432"
"1","2014","lower secondary degree","East Germany","67","0.0629734329505676","0.049258010012038","0.0766888558890971"
"1","2014","secondary school degree","West Germany","204","0.0410421460129779","0.0355823896973072","0.0465019023286487"
"1","2014","secondary school degree","East Germany","95","0.0450566332054832","0.0368614161497881","0.0532518502611783"
"1","2014","college entrance qualification","West Germany","185","0.0264649626277325","0.0224179623930056","0.0305119628624595"
"1","2014","college entrance qualification","East Germany","42","0.0292186731006998","0.0202677136722692","0.0381696325291304"
"1","2014","Other degree","West Germany","209","0.0762095606699651","0.0666926794271673","0.0857264419127628"
"1","2014","Other degree","East Germany","14","","",""
"1","2014","no degree/no degree yet","West Germany","46","0.0418586574804838","0.0286569715681227","0.055060343392845"
"1","2014","no degree/no degree yet","East Germany","4","","",""
"2","2014","lower secondary degree","West Germany","598","0.116453125279356","0.108113440518627","0.124792810040084"
"2","2014","lower secondary degree","East Germany","133","0.0974471142819613","0.0807024907211896","0.114191737842733"
"2","2014","secondary school degree","West Germany","487","0.0919637838583038","0.0840110129933861","0.0999165547232214"
"2","2014","secondary school degree","East Germany","232","0.0770850038463989","0.0665470065029755","0.0876230011898223"
"2","2014","college entrance qualification","West Germany","555","0.0831058232451024","0.0761460173247705","0.0900656291654343"
"2","2014","college entrance qualification","East Germany","127","0.0904328074648333","0.0751902080139386","0.105675406915728"
"2","2014","Other degree","West Germany","329","0.106485593663845","0.0954219189846505","0.11754926834304"
"2","2014","Other degree","East Germany","24","","",""
"2","2014","no degree/no degree yet","West Germany","78","0.0838446892423284","0.0655744476597373","0.10211493082492"
"2","2014","no degree/no degree yet","East Germany","11","","",""
"3","2014","lower secondary degree","West Germany","617","0.109441897062831","0.101325146514847","0.117558647610816"
"3","2014","lower secondary degree","East Germany","156","0.133350906699087","0.114156521879179","0.152545291518995"
"3","2014","secondary school degree","West Germany","627","0.119390704723476","0.110467202029217","0.128314207417736"
"3","2014","secondary school degree","East Germany","286","0.116781175637374","0.104092600258224","0.129469751016524"
"3","2014","college entrance qualification","West Germany","841","0.138756330436694","0.13004045091923","0.147472209954157"
"3","2014","college entrance qualification","East Germany","165","0.125666698583729","0.10804988942313","0.143283507744328"
"3","2014","Other degree","West Germany","332","0.110780443363619","0.099523013715153","0.122037873012085"
"3","2014","Other degree","East Germany","38","0.148624237778963","0.107893737719494","0.189354737838431"
"3","2014","no degree/no degree yet","West Germany","72","0.07968632962701","0.0618345380861922","0.0975381211678279"
"3","2014","no degree/no degree yet","East Germany","4","","",""
"4","2014","lower secondary degree","West Germany","470","0.0875536716068662","0.0802051477481265","0.0949021954656059"
"4","2014","lower secondary degree","East Germany","97","0.0781551563638014","0.062999934411346","0.0933103783162567"
"4","2014","secondary school degree","West Germany","466","0.0878175876936955","0.0800284376946031","0.0956067376927879"
"4","2014","secondary school degree","East Germany","234","0.0966998599907251","0.0850231297914738","0.108376590189976"
"4","2014","college entrance qualification","West Germany","661","0.111622954979244","0.103683380708661","0.119562529249827"
"4","2014","college entrance qualification","East Germany","153","0.112347650694829","0.0955641678919834","0.129131133497674"
"4","2014","Other degree","West Germany","211","0.0809391323177917","0.0711565254953619","0.0907217391402214"
"4","2014","Other degree","East Germany","14","","",""
"4","2014","no degree/no degree yet","West Germany","73","0.0834740309667323","0.065240531066552","0.101707530866913"
"4","2014","no degree/no degree yet","East Germany","4","","",""
"5","2014","lower secondary degree","West Germany","1166","0.202295331205078","0.191851177375503","0.212739485034654"
"5","2014","lower secondary degree","East Germany","266","0.221942950874293","0.198480089946155","0.245405811802431"
"5","2014","secondary school degree","West Germany","1127","0.230849337758374","0.219252796051992","0.242445879464757"
"5","2014","secondary school degree","East Germany","585","0.252643603579567","0.235475974725343","0.269811232433791"
"5","2014","college entrance qualification","West Germany","1112","0.181554799929138","0.17183582493946","0.191273774918816"
"5","2014","college entrance qualification","East Germany","281","0.194954956463917","0.173899926316668","0.216009986611167"
"5","2014","Other degree","West Germany","531","0.1775485136349","0.163842320263579","0.191254707006221"
"5","2014","Other degree","East Germany","50","0.178819119617095","0.134941741189085","0.222696498045104"
"5","2014","no degree/no degree yet","West Germany","163","0.18168034706522","0.156262578288462","0.207098115841979"
"5","2014","no degree/no degree yet","East Germany","20","","",""
"6","2014","lower secondary degree","West Germany","565","0.100921038647462","0.0930894650002382","0.108752612294686"
"6","2014","lower secondary degree","East Germany","139","0.122947948493851","0.104407172998643","0.141488723989059"
"6","2014","secondary school degree","West Germany","577","0.108054544776615","0.099510782890976","0.116598306662255"
"6","2014","secondary school degree","East Germany","327","0.135553458890191","0.122029100946117","0.149077816834265"
"6","2014","college entrance qualification","West Germany","895","0.152149913062938","0.143094314066244","0.161205512059632"
"6","2014","college entrance qualification","East Germany","228","0.16906892345423","0.149148753869119","0.188989093039342"
"6","2014","Other degree","West Germany","280","0.0912050032797973","0.0808786855266149","0.10153132103298"
"6","2014","Other degree","East Germany","34","0.10995773722961","0.074137167217551","0.145778307241669"
"6","2014","no degree/no degree yet","West Germany","93","0.104389874901576","0.0842335827534743","0.124546167049678"
"6","2014","no degree/no degree yet","East Germany","16","","",""
"7","2014","lower secondary degree","West Germany","664","0.10719981920282","0.099156534818369","0.115243103587272"
"7","2014","lower secondary degree","East Germany","118","0.0982152725111191","0.0814119362457796","0.115018608776459"
"7","2014","secondary school degree","West Germany","660","0.136600465898835","0.127149189505698","0.146051742291971"
"7","2014","secondary school degree","East Germany","325","0.124874556089093","0.111813917307161","0.137935194871026"
"7","2014","college entrance qualification","West Germany","953","0.164952148693799","0.155594721346037","0.17430957604156"
"7","2014","college entrance qualification","East Germany","173","0.117383939836616","0.100277135398693","0.13449074427454"
"7","2014","Other degree","West Germany","344","0.102839423994004","0.0919446532076148","0.113734194780393"
"7","2014","Other degree","East Germany","34","0.131560031008565","0.0928568941193259","0.170263167897805"
"7","2014","no degree/no degree yet","West Germany","117","0.144732946234966","0.121539967421881","0.16792592504805"
"7","2014","no degree/no degree yet","East Germany","22","","",""
"8","2014","lower secondary degree","West Germany","538","0.0853420433274525","0.0780781385935595","0.0926059480613455"
"8","2014","lower secondary degree","East Germany","98","0.0815612793857741","0.0661079637635716","0.0970145950079766"
"8","2014","secondary school degree","West Germany","485","0.094339088884098","0.0862948099879336","0.102383367780262"
"8","2014","secondary school degree","East Germany","227","0.0976971884872828","0.0859668789488606","0.109427498025705"
"8","2014","college entrance qualification","West Germany","534","0.0933568944677729","0.0860216739624948","0.100692114973051"
"8","2014","college entrance qualification","East Germany","125","0.104016083966254","0.0877912973687753","0.120240870563733"
"8","2014","Other degree","West Germany","254","0.0867026609031753","0.0766095394660173","0.0967957823403333"
"8","2014","Other degree","East Germany","28","","",""
"8","2014","no degree/no degree yet","West Germany","110","0.125666568475425","0.103815615675822","0.147517521275028"
"8","2014","no degree/no degree yet","East Germany","15","","",""
"9","2014","lower secondary degree","West Germany","151","0.0207855857299251","0.017076393891416","0.0244947775684341"
"9","2014","lower secondary degree","East Germany","19","","",""
"9","2014","secondary school degree","West Germany","130","0.0257960385558988","0.0214332926173536","0.0301587844944439"
"9","2014","secondary school degree","East Germany","45","0.0131636448069707","0.00866063459259728","0.0176666550213441"
"9","2014","college entrance qualification","West Germany","108","0.0152123033392609","0.0121263412294842","0.0182982654490376"
"9","2014","college entrance qualification","East Germany","26","","",""
"9","2014","Other degree","West Germany","87","0.0224381701520633","0.0171260361035529","0.0277503042005736"
"9","2014","Other degree","East Germany","12","","",""
"9","2014","no degree/no degree yet","West Germany","37","0.0393494845975454","0.0265328443938054","0.0521661248012855"
"9","2014","no degree/no degree yet","East Germany","5","","",""
"10 Very willing to take risks","2014","lower secondary degree","West Germany","129","0.0197024946693816","0.0160892379327601","0.023315751406003"
"10 Very willing to take risks","2014","lower secondary degree","East Germany","33","0.0268014825392072","0.0176827454179191","0.0359202196604952"
"10 Very willing to take risks","2014","secondary school degree","West Germany","85","0.0140996599457948","0.0108549244779242","0.0173443954136655"
"10 Very willing to take risks","2014","secondary school degree","East Germany","37","0.0192395920744761","0.0138124439277529","0.0246667402211994"
"10 Very willing to take risks","2014","college entrance qualification","West Germany","49","0.00822623298721906","0.00594888915514289","0.0105035768192952"
"10 Very willing to take risks","2014","college entrance qualification","East Germany","10","","",""
"10 Very willing to take risks","2014","Other degree","West Germany","74","0.0356381265619063","0.0289887544405069","0.0422874986833057"
"10 Very willing to take risks","2014","Other degree","East Germany","9","","",""
"10 Very willing to take risks","2014","no degree/no degree yet","West Germany","24","","",""
"10 Very willing to take risks","2014","no degree/no degree yet","East Germany","6","","",""
"0 Not at all Willing to take risks","2015","lower secondary degree","West Germany","316","0.0701604554800699","0.0632684454072015","0.0770524655529383"
"0 Not at all Willing to take risks","2015","lower secondary degree","East Germany","67","0.0652156491524608","0.0507941462004322","0.0796371521044893"
"0 Not at all Willing to take risks","2015","secondary school degree","West Germany","180","0.0388221760297752","0.0333890402282833","0.0442553118312671"
"0 Not at all Willing to take risks","2015","secondary school degree","East Germany","65","0.02058635567259","0.0148490242464195","0.0263236870987606"
"0 Not at all Willing to take risks","2015","college entrance qualification","West Germany","113","0.017670912444052","0.0143110415069391","0.0210307833811649"
"0 Not at all Willing to take risks","2015","college entrance qualification","East Germany","29","","",""
"0 Not at all Willing to take risks","2015","Other degree","West Germany","307","0.0914323145311674","0.0821951051066208","0.100669523955714"
"0 Not at all Willing to take risks","2015","Other degree","East Germany","36","0.0796586686808877","0.0523268581862707","0.106990479175505"
"0 Not at all Willing to take risks","2015","no degree/no degree yet","West Germany","70","0.0723189983432407","0.0549877446469337","0.0896502520395478"
"0 Not at all Willing to take risks","2015","no degree/no degree yet","East Germany","7","","",""
"1","2015","lower secondary degree","West Germany","308","0.0636535047156299","0.0570659360895243","0.0702410733417354"
"1","2015","lower secondary degree","East Germany","65","0.0605627846776038","0.0466307131990632","0.0744948561561445"
"1","2015","secondary school degree","West Germany","210","0.0419537806748806","0.0363149697249715","0.0475925916247898"
"1","2015","secondary school degree","East Germany","86","0.0322167810095699","0.0250822202047821","0.0393513418143577"
"1","2015","college entrance qualification","West Germany","186","0.0290460331969222","0.0247634348949258","0.0333286314989186"
"1","2015","college entrance qualification","East Germany","35","0.0259499485688486","0.0173471439218285","0.0345527532158688"
"1","2015","Other degree","West Germany","260","0.0652165836196381","0.057303480746718","0.0731296864925582"
"1","2015","Other degree","East Germany","22","","",""
"1","2015","no degree/no degree yet","West Germany","51","0.0479633376283855","0.0336649857066596","0.0622616895501113"
"1","2015","no degree/no degree yet","East Germany","4","","",""
"2","2015","lower secondary degree","West Germany","533","0.097388713484229","0.0893885218171586","0.105388905151299"
"2","2015","lower secondary degree","East Germany","104","0.0898534228867163","0.073150138371032","0.106556707402401"
"2","2015","secondary school degree","West Germany","485","0.0952752214878202","0.087017561855761","0.103532881119879"
"2","2015","secondary school degree","East Germany","223","0.0984004092704763","0.0863655107457368","0.110435307795216"
"2","2015","college entrance qualification","West Germany","513","0.0775960348090225","0.0707735127144798","0.0844185569035652"
"2","2015","college entrance qualification","East Germany","120","0.0793498248241024","0.0647246360736613","0.0939750135745435"
"2","2015","Other degree","West Germany","424","0.115208758030776","0.104976406662656","0.125441109398896"
"2","2015","Other degree","East Germany","33","0.065131316773654","0.0402228124081693","0.0900398211391386"
"2","2015","no degree/no degree yet","West Germany","101","0.0982228163907167","0.0783087358235723","0.118136896957861"
"2","2015","no degree/no degree yet","East Germany","11","","",""
"3","2015","lower secondary degree","West Germany","605","0.127640347513313","0.118636306346246","0.13664438868038"
"3","2015","lower secondary degree","East Germany","153","0.148489605133779","0.127720303247074","0.169258907020485"
"3","2015","secondary school degree","West Germany","607","0.12832543270816","0.118918624096449","0.137732241319871"
"3","2015","secondary school degree","East Germany","275","0.118353808360721","0.105301857984398","0.131405758737044"
"3","2015","college entrance qualification","West Germany","828","0.138338055401636","0.129533571672119","0.147142539131153"
"3","2015","college entrance qualification","East Germany","161","0.141389723365005","0.122536390425937","0.160243056304074"
"3","2015","Other degree","West Germany","382","0.106671200281389","0.0967778918557292","0.116564508707049"
"3","2015","Other degree","East Germany","37","0.110071438192565","0.0784783333181293","0.141664543067"
"3","2015","no degree/no degree yet","West Germany","82","0.0950424777386851","0.075418934836122","0.114666020641248"
"3","2015","no degree/no degree yet","East Germany","11","","",""
"4","2015","lower secondary degree","West Germany","466","0.089872535704388","0.0821553259389422","0.0975897454698337"
"4","2015","lower secondary degree","East Germany","113","0.0981304867820183","0.0807543700494496","0.115506603514587"
"4","2015","secondary school degree","West Germany","470","0.0997556844990534","0.0913270393075327","0.108184329690574"
"4","2015","secondary school degree","East Germany","244","0.106017628733913","0.0935784803629564","0.11845677710487"
"4","2015","college entrance qualification","West Germany","689","0.116719812733758","0.10853165611333","0.124907969354187"
"4","2015","college entrance qualification","East Germany","151","0.0982265555231638","0.0821221628267206","0.114330948219607"
"4","2015","Other degree","West Germany","272","0.0802415431873742","0.0715349386075854","0.088948147767163"
"4","2015","Other degree","East Germany","30","0.134005856621651","0.0996186591176494","0.168393054125653"
"4","2015","no degree/no degree yet","West Germany","52","0.0643483521419502","0.0479299739454737","0.0807667303384267"
"4","2015","no degree/no degree yet","East Germany","7","","",""
"5","2015","lower secondary degree","West Germany","1009","0.198354149353807","0.187594264667714","0.209114034039899"
"5","2015","lower secondary degree","East Germany","230","0.213334000869281","0.189406126229337","0.237261875509226"
"5","2015","secondary school degree","West Germany","941","0.192281802375138","0.181197514974421","0.203366089775856"
"5","2015","secondary school degree","East Germany","483","0.209694016548755","0.193245460401099","0.226142572696411"
"5","2015","college entrance qualification","West Germany","1027","0.174852092237937","0.165165613630442","0.184538570845431"
"5","2015","college entrance qualification","East Germany","252","0.186438881258285","0.165365000903522","0.207512761613048"
"5","2015","Other degree","West Germany","691","0.191154735313803","0.178552791353453","0.203756679274152"
"5","2015","Other degree","East Germany","70","0.13542568660216","0.100885148173508","0.169966225030811"
"5","2015","no degree/no degree yet","West Germany","142","0.194735601535072","0.168238621727672","0.221232581342473"
"5","2015","no degree/no degree yet","East Germany","20","","",""
