"plh0204_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2013","16-34 y.","Urban Area","137","0.0247320724166218","0.0200705076892919","0.0293936371439517"
"10 Very willing to take risks","2013","16-34 y.","Rural Area","54","0.0262487328974464","0.0183631243241074","0.0341343414707854"
"10 Very willing to take risks","2013","35-65 y.","Urban Area","153","0.0143672239970117","0.011840712225765","0.0168937357682584"
"10 Very willing to take risks","2013","35-65 y.","Rural Area","69","0.0168246585422914","0.0130441347102544","0.0206051823743284"
"10 Very willing to take risks","2013","66 and older","Urban Area","26","","",""
"10 Very willing to take risks","2013","66 and older","Rural Area","12","","",""
"0 Not at all Willing to take risks","2014","16-34 y.","Urban Area","183","0.0306578772152868","0.0256121371702627","0.0357036172603108"
"0 Not at all Willing to take risks","2014","16-34 y.","Rural Area","63","0.0227454042381803","0.016300933939942","0.0291898745364187"
"0 Not at all Willing to take risks","2014","35-65 y.","Urban Area","544","0.0518056885955907","0.0474757812861592","0.0561355959050223"
"0 Not at all Willing to take risks","2014","35-65 y.","Rural Area","256","0.0386437077312436","0.0335241702138665","0.0437632452486206"
"0 Not at all Willing to take risks","2014","66 and older","Urban Area","328","0.111471363607767","0.100594405834609","0.122348321380926"
"0 Not at all Willing to take risks","2014","66 and older","Rural Area","151","0.0897983829916308","0.0764418169257973","0.103154949057464"
"1","2014","16-34 y.","Urban Area","142","0.0265072778929917","0.0218054772705275","0.0312090785154559"
"1","2014","16-34 y.","Rural Area","49","0.0199592636844531","0.0139137827248628","0.0260047446440434"
"1","2014","35-65 y.","Urban Area","465","0.0424654088634629","0.0385259543318381","0.0464048633950876"
"1","2014","35-65 y.","Rural Area","250","0.0480826930156762","0.0424001445004758","0.0537652415308765"
"1","2014","66 and older","Urban Area","201","0.0744823197670673","0.0654081055418088","0.0835565339923259"
"1","2014","66 and older","Rural Area","125","0.081948729181341","0.0691343864108206","0.0947630719518615"
"2","2014","16-34 y.","Urban Area","319","0.0622221217087312","0.0551518241965126","0.0692924192209498"
"2","2014","16-34 y.","Rural Area","136","0.0522991811318196","0.0426759789952067","0.0619223832684324"
"2","2014","35-65 y.","Urban Area","1032","0.101940027846616","0.0960289559027901","0.107851099790443"
"2","2014","35-65 y.","Rural Area","572","0.0953665872553055","0.0875649890101943","0.103168185500417"
"2","2014","66 and older","Urban Area","351","0.117537438371914","0.106406639727344","0.128668237016483"
"2","2014","66 and older","Rural Area","221","0.123429631836629","0.10806242747915","0.138796836194107"
"3","2014","16-34 y.","Urban Area","444","0.102066631190554","0.0932057026350101","0.110927559746098"
"3","2014","16-34 y.","Rural Area","173","0.0800596606900328","0.0683289792833642","0.0917903420967014"
"3","2014","35-65 y.","Urban Area","1255","0.12326070734742","0.116838434320399","0.129682980374442"
"3","2014","35-65 y.","Rural Area","724","0.139910324556459","0.130696373559326","0.149124275553591"
"3","2014","66 and older","Urban Area","407","0.122904765277632","0.111557327563489","0.134252202991775"
"3","2014","66 and older","Rural Area","205","0.109763227057413","0.0951591890212724","0.124367265093553"
"4","2014","16-34 y.","Urban Area","396","0.0906089211542415","0.0822070481365418","0.0990107941719411"
"4","2014","16-34 y.","Rural Area","189","0.0999442394625083","0.0869799079610403","0.112908570963976"
"4","2014","35-65 y.","Urban Area","913","0.0968024991164114","0.0910258518459495","0.102579146386873"
"4","2014","35-65 y.","Rural Area","522","0.0969992020410578","0.0891382110817201","0.104860193000395"
"4","2014","66 and older","Urban Area","277","0.0822801998953644","0.0727830609699701","0.0917773388207587"
"4","2014","66 and older","Rural Area","169","0.10310487950322","0.0888978854961805","0.11731187351026"
"5","2014","16-34 y.","Urban Area","756","0.160415842448688","0.149674191524807","0.171157493372569"
"5","2014","16-34 y.","Rural Area","417","0.217871748960044","0.200028415887584","0.235715082032505"
"5","2014","35-65 y.","Urban Area","2052","0.210025294524153","0.202067667213487","0.21798292183482"
"5","2014","35-65 y.","Rural Area","1154","0.212640702785358","0.20177247258932","0.223508932981397"
"5","2014","66 and older","Urban Area","707","0.213191789268628","0.199036793302872","0.227346785234385"
"5","2014","66 and older","Rural Area","383","0.215484726351441","0.196275905550114","0.234693547152767"
"6","2014","16-34 y.","Urban Area","571","0.139617929406516","0.129473408036947","0.149762450776084"
"6","2014","16-34 y.","Rural Area","280","0.139106912482833","0.124148500101069","0.154065324864597"
"6","2014","35-65 y.","Urban Area","1229","0.121100700117372","0.114727110632908","0.127474289601836"
"6","2014","35-65 y.","Rural Area","643","0.120412161008292","0.11176797840696","0.129056343609625"
"6","2014","66 and older","Urban Area","355","0.105560669265871","0.0949408632841635","0.116180475247579"
"6","2014","66 and older","Rural Area","169","0.0873909129753987","0.0741971921673609","0.100584633783437"
"7","2014","16-34 y.","Urban Area","777","0.18565255477294","0.174271811591015","0.197033297954865"
"7","2014","16-34 y.","Rural Area","338","0.170017342499117","0.153779898862205","0.18625478613603"
"7","2014","35-65 y.","Urban Area","1317","0.134011501014304","0.127356190862449","0.14066681116616"
"7","2014","35-65 y.","Rural Area","659","0.117740641940378","0.109179918139042","0.126301365741714"
"7","2014","66 and older","Urban Area","313","0.0917281623916755","0.0817523254502039","0.101703999333147"
"7","2014","66 and older","Rural Area","167","0.0935712568162319","0.079965276984355","0.107177236648109"
"8","2014","16-34 y.","Urban Area","581","0.141164927915224","0.130973534189656","0.151356321640793"
"8","2014","16-34 y.","Rural Area","280","0.129538006358334","0.115023240080602","0.144052772636067"
"8","2014","35-65 y.","Urban Area","858","0.0842360671957146","0.0788100394515936","0.0896620949398356"
"8","2014","35-65 y.","Rural Area","471","0.0905855121992722","0.0829619235380573","0.0982091008604871"
"8","2014","66 and older","Urban Area","215","0.0617508586360518","0.053431867545311","0.0700698497267926"
"8","2014","66 and older","Rural Area","134","0.0711193572210159","0.0591114969722456","0.0831272174697862"
"9","2014","16-34 y.","Urban Area","171","0.0290153647918213","0.0241024923815379","0.0339282372021047"
"9","2014","16-34 y.","Rural Area","65","0.0294919903981313","0.02217911557105","0.0368048652252125"
"9","2014","35-65 y.","Urban Area","244","0.0208654516569623","0.0180730603086831","0.0236578430052414"
"9","2014","35-65 y.","Rural Area","117","0.0204806531655544","0.0167185772100077","0.0242427291211011"
"9","2014","66 and older","Urban Area","37","0.0122681006122459","0.00846359459437577","0.0160726066301161"
"9","2014","66 and older","Rural Area","20","","",""
"10 Very willing to take risks","2014","16-34 y.","Urban Area","144","0.0320705515030056","0.026913631970678","0.0372274710353332"
"10 Very willing to take risks","2014","16-34 y.","Rural Area","66","0.0389662500945449","0.0306015540838842","0.0473309461052055"
"10 Very willing to take risks","2014","35-65 y.","Urban Area","156","0.0134866537219919","0.01123322000901","0.0157400874349739"
"10 Very willing to take risks","2014","35-65 y.","Rural Area","77","0.0191378143014033","0.0154986696966157","0.0227769589061909"
"10 Very willing to take risks","2014","66 and older","Urban Area","25","","",""
"10 Very willing to take risks","2014","66 and older","Rural Area","16","","",""
"0 Not at all Willing to take risks","2015","16-34 y.","Urban Area","166","0.0215373772384186","0.0173626917765743","0.025712062700263"
"0 Not at all Willing to take risks","2015","16-34 y.","Rural Area","59","0.0301966571557225","0.0227996198616376","0.0375936944498075"
"0 Not at all Willing to take risks","2015","35-65 y.","Urban Area","436","0.0421998097235964","0.0382371519411264","0.0461624675060663"
"0 Not at all Willing to take risks","2015","35-65 y.","Rural Area","230","0.0393997174856938","0.0341847509886485","0.0446146839827391"
"0 Not at all Willing to take risks","2015","66 and older","Urban Area","232","0.0835856627148022","0.0739768685128291","0.0931944569167753"
"0 Not at all Willing to take risks","2015","66 and older","Rural Area","121","0.0774235591183649","0.0649727033060192","0.0898744149307105"
"1","2015","16-34 y.","Urban Area","153","0.0258219078572071","0.0212608185624333","0.030382997151981"
"1","2015","16-34 y.","Rural Area","63","0.0230246329766275","0.0165416526934361","0.029507613259819"
"1","2015","35-65 y.","Urban Area","507","0.045573923318758","0.0414631529341954","0.0496846937033206"
"1","2015","35-65 y.","Rural Area","224","0.0360150515245361","0.0310203359701152","0.0410097670789571"
"1","2015","66 and older","Urban Area","211","0.0729339431274401","0.0639062404689162","0.0819616457859641"
"1","2015","66 and older","Rural Area","114","0.0677997217269513","0.0560877496674252","0.0795116937864774"
"2","2015","16-34 y.","Urban Area","347","0.0629464252527431","0.0559621237586906","0.0699307267467956"
"2","2015","16-34 y.","Rural Area","163","0.0640729754999928","0.0534878752381111","0.0746580757618745"
"2","2015","35-65 y.","Urban Area","1024","0.0917397236183188","0.0860501760073159","0.0974292712293218"
"2","2015","35-65 y.","Rural Area","505","0.0884718821143682","0.080859487699823","0.0960842765289133"
"2","2015","66 and older","Urban Area","389","0.122904791135512","0.11150584149021","0.134303740780813"
"2","2015","66 and older","Rural Area","201","0.115365716868226","0.100483016940638","0.130248416795814"
"3","2015","16-34 y.","Urban Area","494","0.116607681813377","0.107377811012644","0.125837552614109"
"3","2015","16-34 y.","Rural Area","212","0.107665705689389","0.0942677349925396","0.121063676386239"
"3","2015","35-65 y.","Urban Area","1213","0.128557115813475","0.121959889441558","0.135154342185392"
"3","2015","35-65 y.","Rural Area","694","0.135936602399954","0.126749583210171","0.145123621589737"
"3","2015","66 and older","Urban Area","381","0.12641342267605","0.114876057722721","0.137950787629379"
"3","2015","66 and older","Rural Area","221","0.130380652703204","0.114693915175367","0.146067390231042"
"4","2015","16-34 y.","Urban Area","395","0.0896931340099558","0.0814758416160277","0.0979104264038839"
"4","2015","16-34 y.","Rural Area","139","0.0595585449215652","0.0493285726227705","0.0697885172203599"
"4","2015","35-65 y.","Urban Area","991","0.108146225274836","0.102024887108367","0.114267563441305"
"4","2015","35-65 y.","Rural Area","544","0.100713342920277","0.0926460803129254","0.108780605527629"
"4","2015","66 and older","Urban Area","297","0.0941857982095428","0.0840450655540318","0.104326530865054"
"4","2015","66 and older","Rural Area","190","0.0968712507126761","0.0830917416419587","0.110650759783394"
"5","2015","16-34 y.","Urban Area","807","0.175637517873353","0.164694855832154","0.186580179914552"
"5","2015","16-34 y.","Rural Area","356","0.191680766496784","0.174666342117989","0.20869519087558"
"5","2015","35-65 y.","Urban Area","1855","0.188341985767817","0.180635542683838","0.196048428851796"
"5","2015","35-65 y.","Rural Area","1045","0.207830419032739","0.196953716497815","0.218707121567664"
"5","2015","66 and older","Urban Area","611","0.186999411885644","0.173462406256676","0.200536417514612"
"5","2015","66 and older","Rural Area","359","0.203958495044686","0.185186941642943","0.222730048446429"
"6","2015","16-34 y.","Urban Area","568","0.132259061077946","0.122516727557451","0.142001394598442"
"6","2015","16-34 y.","Rural Area","264","0.147375962645478","0.132053497243139","0.162698428047818"
"6","2015","35-65 y.","Urban Area","1197","0.129586383527364","0.122966712834349","0.136206054220379"
"6","2015","35-65 y.","Rural Area","643","0.129228446020889","0.120236270169278","0.138220621872501"
"6","2015","66 and older","Urban Area","358","0.102915152206562","0.0923660990614166","0.113464205351707"
"6","2015","66 and older","Rural Area","195","0.114442576749618","0.0996118089405079","0.129273344558727"
"7","2015","16-34 y.","Urban Area","734","0.174978955483633","0.164052465926078","0.185905445041187"
"7","2015","16-34 y.","Rural Area","329","0.155426943836764","0.139765986704825","0.171087900968703"
"7","2015","35-65 y.","Urban Area","1302","0.1336916587201","0.126983825345874","0.140399492094326"
"7","2015","35-65 y.","Rural Area","721","0.130176292431948","0.121156112867285","0.13919647199661"
"7","2015","66 and older","Urban Area","390","0.111721575650299","0.10078452704682","0.122658624253778"
"7","2015","66 and older","Rural Area","195","0.107610655178045","0.0931740099627278","0.122047300393363"
"8","2015","16-34 y.","Urban Area","596","0.126840937646247","0.117270503556757","0.136411371735737"
"8","2015","16-34 y.","Rural Area","266","0.131894010575897","0.117267677829814","0.146520343321981"
"8","2015","35-65 y.","Urban Area","904","0.0900680893884621","0.0844254306547452","0.095710748122179"
"8","2015","35-65 y.","Rural Area","513","0.0936251337986805","0.0858163433870155","0.101433924210346"
"8","2015","66 and older","Urban Area","251","0.0793762924321706","0.0699910922281549","0.0887614926361862"
"8","2015","66 and older","Rural Area","131","0.0607422954160517","0.0496147483278433","0.07186984250426"
"9","2015","16-34 y.","Urban Area","215","0.043015538079848","0.0371808135753426","0.0488502625843534"
"9","2015","16-34 y.","Rural Area","110","0.0615789140610492","0.0511880556359957","0.0719697724861028"
"9","2015","35-65 y.","Urban Area","268","0.0247389956514502","0.021677417683163","0.0278005736197374"
"9","2015","35-65 y.","Rural Area","140","0.0242519517316586","0.0201283586051896","0.0283755448581277"
"9","2015","66 and older","Urban Area","43","0.012970884247302","0.00904256447372794","0.0168992040208761"
"9","2015","66 and older","Rural Area","25","","",""
"10 Very willing to take risks","2015","16-34 y.","Urban Area","170","0.0306614636672719","0.0257036589943858","0.0356192683401579"
"10 Very willing to take risks","2015","16-34 y.","Rural Area","95","0.0275248861407296","0.0204529464301249","0.0345968258513343"
"10 Very willing to take risks","2015","35-65 y.","Urban Area","191","0.0173560891958221","0.0147820338389556","0.0199301445526887"
"10 Very willing to take risks","2015","35-65 y.","Rural Area","87","0.0143511605392552","0.0111630143111882","0.0175393067673222"
"10 Very willing to take risks","2015","66 and older","Urban Area","24","","",""
"10 Very willing to take risks","2015","66 and older","Rural Area","18","","",""
"0 Not at all Willing to take risks","2016","16-34 y.","Urban Area","462","0.0250766984960838","0.0209601310555107","0.0291932659366569"
"0 Not at all Willing to take risks","2016","16-34 y.","Rural Area","195","0.0293482622727669","0.0227650127891296","0.0359315117564042"
"0 Not at all Willing to take risks","2016","35-65 y.","Urban Area","729","0.0420160218687226","0.0381296144410773","0.0459024292963679"
"0 Not at all Willing to take risks","2016","35-65 y.","Rural Area","305","0.0288281743958653","0.024386296584171","0.0332700522075597"
"0 Not at all Willing to take risks","2016","66 and older","Urban Area","239","0.0877143119981475","0.0776948094672743","0.0977338145290207"
"0 Not at all Willing to take risks","2016","66 and older","Rural Area","114","0.0677028903685562","0.0558572922110634","0.0795484885260491"
"1","2016","16-34 y.","Urban Area","198","0.0275671744974489","0.023256544337567","0.0318778046573309"
"1","2016","16-34 y.","Rural Area","80","0.0244709012801073","0.0184444382529999","0.0304973643072147"
"1","2016","35-65 y.","Urban Area","510","0.0499968932896657","0.0457751117007262","0.0542186748786051"
"1","2016","35-65 y.","Rural Area","240","0.0395149161198515","0.0343431861086376","0.0446866461310654"
"1","2016","66 and older","Urban Area","205","0.0817145090371059","0.0720120024353412","0.0914170156388707"
"1","2016","66 and older","Rural Area","113","0.0715355218802053","0.0593843058147262","0.0836867379456843"
"2","2016","16-34 y.","Urban Area","384","0.0640691424757708","0.0576220905367088","0.0705161944148328"
"2","2016","16-34 y.","Rural Area","158","0.0593290687617261","0.0501146058273262","0.068543531696126"
"2","2016","35-65 y.","Urban Area","1013","0.101705163681744","0.0958499507607209","0.107560376602766"
"2","2016","35-65 y.","Rural Area","544","0.101246309370973","0.0932383853477856","0.109254233394161"
"2","2016","66 and older","Urban Area","363","0.126832399527318","0.115045233289725","0.138619565764912"
"2","2016","66 and older","Rural Area","216","0.134425150580617","0.11834208613451","0.150508215026724"
"3","2016","16-34 y.","Urban Area","457","0.0985941835182063","0.0907454306318307","0.106442936404582"
"3","2016","16-34 y.","Rural Area","206","0.112408348681241","0.100087991802068","0.124728705560414"
"3","2016","35-65 y.","Urban Area","1166","0.122084653139682","0.115742764720035","0.128426541559329"
"3","2016","35-65 y.","Rural Area","651","0.130349698759685","0.121411760676556","0.139287636842813"
"3","2016","66 and older","Urban Area","355","0.110800706493126","0.0996829715178192","0.121918441468432"
"3","2016","66 and older","Rural Area","217","0.13123259999599","0.11531238800254","0.14715281198944"
"4","2016","16-34 y.","Urban Area","426","0.102313589568688","0.0943346749733041","0.110292504164072"
"4","2016","16-34 y.","Rural Area","175","0.0810020478631981","0.0703600621648264","0.0916440335615698"
"4","2016","35-65 y.","Urban Area","870","0.0972970949533028","0.0915561405682015","0.103038049338404"
"4","2016","35-65 y.","Rural Area","465","0.0913538300787849","0.0837054267777696","0.0990022333798003"
"4","2016","66 and older","Urban Area","277","0.0929013557238756","0.0826192093363276","0.103183502111424"
"4","2016","66 and older","Rural Area","131","0.0735750556718956","0.0612653791174912","0.0858847322263"
"5","2016","16-34 y.","Urban Area","935","0.170417323806196","0.160518091000189","0.180316556612202"
"5","2016","16-34 y.","Rural Area","423","0.138008762111895","0.124555668765128","0.151461855458662"
"5","2016","35-65 y.","Urban Area","1867","0.175098953648691","0.167736807372739","0.182461099924644"
"5","2016","35-65 y.","Rural Area","1037","0.200227266186557","0.189604077244523","0.210850455128591"
"5","2016","66 and older","Urban Area","602","0.19254237724808","0.178576489982456","0.206508264513703"
"5","2016","66 and older","Rural Area","353","0.195375912396521","0.176681653782574","0.214070171010467"
"6","2016","16-34 y.","Urban Area","626","0.14844910058621","0.139088387765767","0.157809813406653"
"6","2016","16-34 y.","Rural Area","275","0.156069194658944","0.141913557752446","0.170224831565441"
"6","2016","35-65 y.","Urban Area","1213","0.127206877643969","0.12075222770964","0.133661527578298"
"6","2016","35-65 y.","Rural Area","604","0.114522053730038","0.106068419783345","0.12297568767673"
"6","2016","66 and older","Urban Area","363","0.104102245380651","0.0932852966729782","0.114919194088324"
"6","2016","66 and older","Rural Area","207","0.114592947502681","0.0995744441598269","0.129611450845535"
"7","2016","16-34 y.","Urban Area","748","0.159289520449182","0.149654965385116","0.168924075513247"
"7","2016","16-34 y.","Rural Area","400","0.185653748159295","0.170487651782208","0.200819844536383"
"7","2016","35-65 y.","Urban Area","1359","0.146557975702388","0.139706983387867","0.153408968016909"
"7","2016","35-65 y.","Rural Area","741","0.138991561960169","0.129808068489339","0.148175055430999"
"7","2016","66 and older","Urban Area","324","0.0951983142201615","0.0848030190049266","0.105593609435397"
"7","2016","66 and older","Rural Area","192","0.111471350398485","0.0966327284243594","0.126309972372612"
"8","2016","16-34 y.","Urban Area","722","0.130307564331068","0.121444528802303","0.139170599859834"
"8","2016","16-34 y.","Rural Area","327","0.142086707613619","0.128468629414404","0.155704785812834"
"8","2016","35-65 y.","Urban Area","943","0.0942463565549229","0.0885865828230323","0.0999061302868134"
"8","2016","35-65 y.","Rural Area","562","0.109378041114974","0.101092482958534","0.117663599271414"
"8","2016","66 and older","Urban Area","257","0.0862526264419621","0.0763090015489334","0.0961962513349908"
"8","2016","66 and older","Rural Area","135","0.0660546581813226","0.0543438012084619","0.0777655151541833"
"9","2016","16-34 y.","Urban Area","246","0.0445290536454188","0.039098485024396","0.0499596222664415"
"9","2016","16-34 y.","Rural Area","113","0.0362361392934102","0.0289470431513779","0.0435252354354425"
"9","2016","35-65 y.","Urban Area","291","0.0283106730191571","0.0250977482804717","0.0315235977578426"
"9","2016","35-65 y.","Rural Area","142","0.0268320489376908","0.0225423104469754","0.0311217874284063"
"9","2016","66 and older","Urban Area","53","0.0166953444270621","0.0121571067501314","0.0212335821039928"
"9","2016","66 and older","Rural Area","31","0.0205648220956657","0.0138732748365996","0.0272563693547318"
"10 Very willing to take risks","2016","16-34 y.","Urban Area","338","0.0293866486257276","0.0249402029482163","0.0338330943032389"
"10 Very willing to take risks","2016","16-34 y.","Rural Area","173","0.0353868193037981","0.0281804791148151","0.0425931594927811"
"10 Very willing to take risks","2016","35-65 y.","Urban Area","276","0.0154793364977546","0.0130879469436298","0.0178707260518795"
"10 Very willing to take risks","2016","35-65 y.","Rural Area","160","0.0187560993454122","0.0151547127205705","0.0223574859702539"
"10 Very willing to take risks","2016","66 and older","Urban Area","24","","",""
"10 Very willing to take risks","2016","66 and older","Rural Area","19","","",""
"0 Not at all Willing to take risks","2017","16-34 y.","Urban Area","705","0.0272236931789614","0.0232648135296371","0.0311825728282858"
"0 Not at all Willing to take risks","2017","16-34 y.","Rural Area","263","0.0284847695067054","0.0224029171829392","0.0345666218304716"
"0 Not at all Willing to take risks","2017","35-65 y.","Urban Area","973","0.0397584317859415","0.0361732585723219","0.0433436049995611"
"0 Not at all Willing to take risks","2017","35-65 y.","Rural Area","392","0.0336603768662491","0.0291674727818923","0.0381532809506059"
"0 Not at all Willing to take risks","2017","66 and older","Urban Area","189","0.0615675020111322","0.0532288867575145","0.0699061172647499"
"0 Not at all Willing to take risks","2017","66 and older","Rural Area","88","0.048652755076126","0.0389380215307509","0.0583674886215011"
"1","2017","16-34 y.","Urban Area","214","0.0278276651809129","0.0238263542529408","0.031828976108885"
"1","2017","16-34 y.","Rural Area","99","0.0354248838552771","0.0286667474448612","0.0421830202656931"
"1","2017","35-65 y.","Urban Area","512","0.0426681442007655","0.0389597285850472","0.0463765598164839"
"1","2017","35-65 y.","Rural Area","315","0.0473565633253695","0.042065316202053","0.052647810448686"
"1","2017","66 and older","Urban Area","215","0.0793613512484661","0.0699843110467427","0.0887383914501896"
"1","2017","66 and older","Rural Area","127","0.0843720482700998","0.0718213913204338","0.0969227052197658"
"2","2017","16-34 y.","Urban Area","452","0.0738958767236218","0.0675318455488282","0.0802599078984154"
"2","2017","16-34 y.","Rural Area","217","0.0756139982273074","0.0659483164982217","0.0852796799563932"
"2","2017","35-65 y.","Urban Area","1292","0.121560469148417","0.11556452763081","0.127556410666024"
"2","2017","35-65 y.","Rural Area","714","0.106783945225357","0.0990902671924784","0.114477623258235"
"2","2017","66 and older","Urban Area","399","0.139956804607058","0.127921037072689","0.151992572141428"
"2","2017","66 and older","Rural Area","263","0.145417200722167","0.129499050256629","0.161335351187704"
"3","2017","16-34 y.","Urban Area","578","0.121639098262697","0.113687299507199","0.129590897018195"
"3","2017","16-34 y.","Rural Area","276","0.117833823654833","0.106046508494712","0.129621138814954"
"3","2017","35-65 y.","Urban Area","1432","0.139864139171597","0.133499966057965","0.14622831228523"
"3","2017","35-65 y.","Rural Area","831","0.154144988505908","0.145149693005407","0.16314028400641"
"3","2017","66 and older","Urban Area","423","0.138056677975833","0.126089693882813","0.150023662068852"
"3","2017","66 and older","Rural Area","262","0.139932501795754","0.124267400438946","0.155597603152563"
"4","2017","16-34 y.","Urban Area","490","0.0948018230733583","0.0876753858091478","0.101928260337569"
"4","2017","16-34 y.","Rural Area","193","0.0798291408488538","0.0699203725210696","0.0897379091766381"
"4","2017","35-65 y.","Urban Area","978","0.0855241395356335","0.0803927409702468","0.0906555381010201"
"4","2017","35-65 y.","Rural Area","546","0.0976307493518707","0.0902365999446524","0.105024898759089"
"4","2017","66 and older","Urban Area","304","0.0964395302233763","0.0861989915024529","0.1066800689443"
"4","2017","66 and older","Rural Area","205","0.103773918932001","0.090003075526098","0.117544762337903"
"5","2017","16-34 y.","Urban Area","1032","0.154357579541367","0.145568373477238","0.163146785605495"
"5","2017","16-34 y.","Rural Area","527","0.196301846190961","0.18178028241506","0.210823409966862"
"5","2017","35-65 y.","Urban Area","2143","0.194168612596633","0.186910614128904","0.201426611064361"
"5","2017","35-65 y.","Rural Area","1169","0.196701955904273","0.18679944200983","0.206604469798717"
"5","2017","66 and older","Urban Area","668","0.198504981189479","0.184667636222571","0.212342326156387"
"5","2017","66 and older","Rural Area","377","0.201091580592719","0.182992642911057","0.21919051827438"
"6","2017","16-34 y.","Urban Area","739","0.131489304368935","0.123268296083462","0.139710312654408"
"6","2017","16-34 y.","Rural Area","315","0.127818747566908","0.115611848274063","0.140025646859753"
"6","2017","35-65 y.","Urban Area","1242","0.116116815548934","0.110238535627696","0.121995095470172"
"6","2017","35-65 y.","Rural Area","676","0.107803799975883","0.100077883906124","0.115529716045641"
"6","2017","66 and older","Urban Area","346","0.0984435552946503","0.0881086439440637","0.108778466645237"
"6","2017","66 and older","Rural Area","209","0.111621155750595","0.0974017972724865","0.125840514228704"
"7","2017","16-34 y.","Urban Area","944","0.171137460339888","0.161975127085897","0.180299793593879"
"7","2017","16-34 y.","Rural Area","379","0.151866605828067","0.138745575656555","0.16498763599958"
"7","2017","35-65 y.","Urban Area","1366","0.133697557755623","0.127452998727396","0.13994211678385"
"7","2017","35-65 y.","Rural Area","700","0.122143268708768","0.113985913810786","0.130300623606751"
"7","2017","66 and older","Urban Area","333","0.0960216074580252","0.0858009187629954","0.106242296153055"
"7","2017","66 and older","Rural Area","180","0.0786290922389063","0.0664751681258941","0.0907830163519185"
"8","2017","16-34 y.","Urban Area","717","0.135212700186033","0.126893996004202","0.143531404367865"
"8","2017","16-34 y.","Rural Area","329","0.124486505268915","0.112416783221009","0.136556227316822"
"8","2017","35-65 y.","Urban Area","886","0.0798749884333967","0.0749006641854318","0.0848493126813616"
"8","2017","35-65 y.","Rural Area","543","0.0945725559922031","0.0872828140093427","0.101862297975064"
"8","2017","66 and older","Urban Area","253","0.073199243025102","0.0641635153256342","0.0822349707245697"
"8","2017","66 and older","Rural Area","134","0.0622187511476755","0.0513114059248186","0.0731260963705324"
"9","2017","16-34 y.","Urban Area","242","0.0331124911735127","0.0287596162417585","0.0374653661052669"
"9","2017","16-34 y.","Rural Area","123","0.0355807933140004","0.02880834891771","0.0423532377102909"
"9","2017","35-65 y.","Urban Area","294","0.0285540063350833","0.025498043098471","0.0316099695716956"
"9","2017","35-65 y.","Rural Area","154","0.0227367599321275","0.0190233505003312","0.0264501693639238"
"9","2017","66 and older","Urban Area","42","0.0132982123432641","0.00932441020702431","0.017272014479504"
"9","2017","66 and older","Rural Area","26","","",""
"10 Very willing to take risks","2017","16-34 y.","Urban Area","378","0.0293023079707133","0.0251994621297202","0.0334051538117064"
"10 Very willing to take risks","2017","16-34 y.","Rural Area","153","0.0267588857381713","0.0208589273949418","0.0326588440814009"
"10 Very willing to take risks","2017","35-65 y.","Urban Area","292","0.0182126954879754","0.015759110600772","0.0206662803751787"
"10 Very willing to take risks","2017","35-65 y.","Rural Area","150","0.0164650362119902","0.0132948920419551","0.0196351803820254"
"10 Very willing to take risks","2017","66 and older","Urban Area","20","","",""
"10 Very willing to take risks","2017","66 and older","Rural Area","13","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","Urban Area","699","0.0324312154554624","0.0278684163651657","0.0369940145457592"
"0 Not at all Willing to take risks","2018","16-34 y.","Rural Area","238","0.0280649816495094","0.0215857009262826","0.0345442623727361"
"0 Not at all Willing to take risks","2018","35-65 y.","Urban Area","1094","0.0545295694092424","0.0502397243483089","0.058819414470176"
"0 Not at all Willing to take risks","2018","35-65 y.","Rural Area","458","0.0439178235778474","0.0386501852928932","0.0491854618628017"
"0 Not at all Willing to take risks","2018","66 and older","Urban Area","313","0.0982260997976829","0.0879319562730795","0.108520243322286"
"0 Not at all Willing to take risks","2018","66 and older","Rural Area","122","0.0741201141952757","0.0622562937025354","0.0859839346880161"
"1","2018","16-34 y.","Urban Area","271","0.0362367150999782","0.0314231327206902","0.0410502974792661"
"1","2018","16-34 y.","Rural Area","112","0.0395204638858031","0.031877164423339","0.0471637633482672"
"1","2018","35-65 y.","Urban Area","743","0.0656554098694275","0.0609760074714671","0.070334812267388"
"1","2018","35-65 y.","Rural Area","369","0.0691474485628167","0.0626255137116533","0.0756693834139801"
"1","2018","66 and older","Urban Area","251","0.0779530326500722","0.0686800175315776","0.0872260477685669"
"1","2018","66 and older","Rural Area","164","0.0933623931470448","0.0801864396087449","0.106538346685345"
"2","2018","16-34 y.","Urban Area","472","0.0910154187176857","0.0836066753216901","0.0984241621136813"
"2","2018","16-34 y.","Rural Area","227","0.102535669764408","0.0906349868169072","0.114436352711908"
"2","2018","35-65 y.","Urban Area","1384","0.129078972009525","0.122744378748483","0.135413565270568"
"2","2018","35-65 y.","Rural Area","806","0.135356278614812","0.126561888465933","0.14415066876369"
"2","2018","66 and older","Urban Area","474","0.161302119156122","0.148580255183016","0.174023983129227"
"2","2018","66 and older","Rural Area","300","0.161752917184132","0.145076940140228","0.178428894228036"
"3","2018","16-34 y.","Urban Area","619","0.138444125631008","0.129548268498662","0.147339982763355"
"3","2018","16-34 y.","Rural Area","253","0.12010857496617","0.107355134760685","0.132862015171655"
