"plh0204_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2008","Single parent ","East Germany","7","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","West Germany","72","0.0259001062440153","0.0197888297830184","0.0320113827050122"
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","East Germany","16","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","West Germany","87","0.042884213955786","0.0348389478074884","0.0509294801040836"
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","East Germany","28","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","West Germany","29","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","East Germany","1","","",""
"1","2008","1-pers.-HH","West Germany","185","0.081947714865675","0.070699019045379","0.0931964106859709"
"1","2008","1-pers.-HH","East Germany","49","0.0591134389330404","0.0424014123119086","0.0758254655541723"
"1","2008","(Married) couple without C. ","West Germany","319","0.0583057445848889","0.0519412351350842","0.0646702540346937"
"1","2008","(Married) couple without C. ","East Germany","93","0.04981994508747","0.0399348811731866","0.0597050090017534"
"1","2008","Single parent ","West Germany","46","0.050020131129731","0.0349616986871046","0.0650785635723573"
"1","2008","Single parent ","East Germany","9","","",""
"1","2008","Couple + C. LE 16 ","West Germany","119","0.0503000093647553","0.0418907710627295","0.0587092476667811"
"1","2008","Couple + C. LE 16 ","East Germany","22","","",""
"1","2008","Couple + C. GT 16 ","West Germany","112","0.0459562440175869","0.0376411749838814","0.0542713130512924"
"1","2008","Couple + C. GT 16 ","East Germany","33","0.0344312928856209","0.0227064106185202","0.0461561751527217"
"1","2008","Couple + C. LE and GT 16","West Germany","35","0.0422850630835912","0.0296599637427393","0.0549101624244431"
"1","2008","Couple + C. LE and GT 16","East Germany","10","","",""
"2","2008","1-pers.-HH","West Germany","278","0.134515110188113","0.120521965583546","0.14850825479268"
"2","2008","1-pers.-HH","East Germany","96","0.115582067028419","0.0929256425949737","0.138238491461865"
"2","2008","(Married) couple without C. ","West Germany","678","0.130206594240223","0.121065907042288","0.139347281438157"
"2","2008","(Married) couple without C. ","East Germany","246","0.121239196210731","0.106409516633791","0.136068875787672"
"2","2008","Single parent ","West Germany","92","0.113191951794987","0.0913056321306599","0.135078271459314"
"2","2008","Single parent ","East Germany","29","","",""
"2","2008","Couple + C. LE 16 ","West Germany","310","0.120255365330657","0.107740967576017","0.132769763085297"
"2","2008","Couple + C. LE 16 ","East Germany","77","0.115828401732798","0.0905567547158177","0.141100048749779"
"2","2008","Couple + C. GT 16 ","West Germany","289","0.115956672479346","0.10324232441286","0.128671020545832"
"2","2008","Couple + C. GT 16 ","East Germany","105","0.111569641337697","0.0913243072566286","0.131814975418766"
"2","2008","Couple + C. LE and GT 16","West Germany","94","0.102894571488076","0.0838337701052679","0.121955372870884"
"2","2008","Couple + C. LE and GT 16","East Germany","23","","",""
"3","2008","1-pers.-HH","West Germany","307","0.130870090848775","0.117038803917129","0.144701377780422"
"3","2008","1-pers.-HH","East Germany","99","0.125374051381886","0.101908412526467","0.148839690237306"
"3","2008","(Married) couple without C. ","West Germany","801","0.158249018642871","0.148335755587995","0.168162281697746"
"3","2008","(Married) couple without C. ","East Germany","291","0.15887756376788","0.142268857705753","0.175486269830007"
"3","2008","Single parent ","West Germany","110","0.133335968668591","0.109853205542058","0.156818731795125"
"3","2008","Single parent ","East Germany","31","0.122352273658766","0.0841059518424375","0.160598595475094"
"3","2008","Couple + C. LE 16 ","West Germany","408","0.160308919235738","0.146192712077557","0.174425126393919"
"3","2008","Couple + C. LE 16 ","East Germany","114","0.193224716538847","0.162045487903585","0.224403945174108"
"3","2008","Couple + C. GT 16 ","West Germany","366","0.130336095967976","0.116966523318472","0.143705668617481"
"3","2008","Couple + C. GT 16 ","East Germany","143","0.142526109532768","0.120046026978511","0.165006192087025"
"3","2008","Couple + C. LE and GT 16","West Germany","162","0.155073567847672","0.132364384329621","0.177782751365722"
"3","2008","Couple + C. LE and GT 16","East Germany","32","0.162067269396636","0.115444860924957","0.208689677868316"
"4","2008","1-pers.-HH","West Germany","238","0.0981521193855023","0.0859505266062114","0.110353712164793"
"4","2008","1-pers.-HH","East Germany","90","0.119773775157302","0.0967648996469735","0.142782650667631"
"4","2008","(Married) couple without C. ","West Germany","599","0.121293322725419","0.112425955136053","0.130160690314785"
"4","2008","(Married) couple without C. ","East Germany","211","0.123047589398524","0.108123100319181","0.137972078477868"
"4","2008","Single parent ","West Germany","78","0.089100331837119","0.0694203323167397","0.108780331357498"
"4","2008","Single parent ","East Germany","40","0.121775169865884","0.083606610804749","0.159943728927019"
"4","2008","Couple + C. LE 16 ","West Germany","299","0.110411040997494","0.0983529000986562","0.122469181896332"
"4","2008","Couple + C. LE 16 ","East Germany","64","0.0969806645238613","0.0736111958985004","0.120350133149222"
"4","2008","Couple + C. GT 16 ","West Germany","270","0.105264543316393","0.0930775147718566","0.11745157186093"
"4","2008","Couple + C. GT 16 ","East Germany","120","0.131579005307686","0.10984205109103","0.153315959524341"
"4","2008","Couple + C. LE and GT 16","West Germany","107","0.105422377883065","0.0861560653442819","0.124688690421848"
"4","2008","Couple + C. LE and GT 16","East Germany","31","0.149753486978311","0.104609140365517","0.194897833591104"
"5","2008","1-pers.-HH","West Germany","442","0.193926806643193","0.177712207984509","0.210141405301876"
"5","2008","1-pers.-HH","East Germany","158","0.212360096021625","0.183378807850654","0.241341384192597"
"5","2008","(Married) couple without C. ","West Germany","1013","0.197734265768634","0.186916081075413","0.208552450461855"
"5","2008","(Married) couple without C. ","East Germany","386","0.207800727884663","0.189366894566549","0.226234561202778"
"5","2008","Single parent ","West Germany","164","0.201703456158226","0.173983729381605","0.229423182934846"
"5","2008","Single parent ","East Germany","70","0.254161017001889","0.20334500883857","0.304977025165207"
"5","2008","Couple + C. LE 16 ","West Germany","514","0.203308420533175","0.187823741539177","0.218793099527174"
"5","2008","Couple + C. LE 16 ","East Germany","121","0.195081491378149","0.163788885855872","0.226374096900427"
"5","2008","Couple + C. GT 16 ","West Germany","484","0.2058810102","0.189824158915589","0.221937861484411"
"5","2008","Couple + C. GT 16 ","East Germany","200","0.249554466883882","0.221726434734696","0.277382499033068"
"5","2008","Couple + C. LE and GT 16","West Germany","188","0.193440375345801","0.168659594651144","0.218221156040459"
"5","2008","Couple + C. LE and GT 16","East Germany","43","0.153567303387101","0.107954363478355","0.199180243295846"
"6","2008","1-pers.-HH","West Germany","230","0.107496184401492","0.0947933216271785","0.120199047175805"
"6","2008","1-pers.-HH","East Germany","73","0.0982801194356566","0.0771848035172843","0.119375435354029"
"6","2008","(Married) couple without C. ","West Germany","508","0.0876317273083415","0.079951570708502","0.095311883908181"
"6","2008","(Married) couple without C. ","East Germany","197","0.0921079403705283","0.0789695987861114","0.105246281954945"
"6","2008","Single parent ","West Germany","92","0.114037685369466","0.0920802318397433","0.135995138899189"
"6","2008","Single parent ","East Germany","27","","",""
"6","2008","Couple + C. LE 16 ","West Germany","279","0.105080468517781","0.0932818162020442","0.116879120833518"
"6","2008","Couple + C. LE 16 ","East Germany","80","0.136077649826681","0.109001401422956","0.163153898230406"
"6","2008","Couple + C. GT 16 ","West Germany","263","0.126751126523143","0.113539558048882","0.139962694997405"
"6","2008","Couple + C. GT 16 ","East Germany","104","0.0772440968980473","0.060076231481175","0.0944119623149195"
"6","2008","Couple + C. LE and GT 16","West Germany","104","0.108628334702449","0.0891063415804866","0.128150327824412"
"6","2008","Couple + C. LE and GT 16","East Germany","29","","",""
"7","2008","1-pers.-HH","West Germany","225","0.0891776880027033","0.0774895595459955","0.100865816459411"
"7","2008","1-pers.-HH","East Germany","86","0.131007972707185","0.107098272402011","0.154917673012358"
"7","2008","(Married) couple without C. ","West Germany","521","0.0961829618929399","0.0881746009738224","0.104191322812057"
"7","2008","(Married) couple without C. ","East Germany","168","0.102872726743796","0.0890704077634128","0.116675045724179"
"7","2008","Single parent ","West Germany","85","0.109414918773029","0.0878510773305387","0.130978760215519"
"7","2008","Single parent ","East Germany","29","","",""
"7","2008","Couple + C. LE 16 ","West Germany","292","0.104508392363064","0.0927381405697126","0.116278644156416"
"7","2008","Couple + C. LE 16 ","East Germany","69","0.0997676041061262","0.0761013335508791","0.123433874661373"
"7","2008","Couple + C. GT 16 ","West Germany","295","0.124884320109729","0.11175639354639","0.138012246673068"
"7","2008","Couple + C. GT 16 ","East Germany","108","0.121570527784858","0.100556571024837","0.142584484544879"
"7","2008","Couple + C. LE and GT 16","West Germany","106","0.120271433010045","0.0998644514349588","0.14067841458513"
"7","2008","Couple + C. LE and GT 16","East Germany","43","0.166677011590666","0.119526435420013","0.213827587761319"
"8","2008","1-pers.-HH","West Germany","146","0.0614039941647597","0.0515584958317093","0.0712494924978102"
"8","2008","1-pers.-HH","East Germany","54","0.0609512719987327","0.0439980275360616","0.0779045164614037"
"8","2008","(Married) couple without C. ","West Germany","346","0.059514823515315","0.0530887919485891","0.0659408550820409"
"8","2008","(Married) couple without C. ","East Germany","142","0.0731509792578773","0.0613208504222888","0.0849811080934659"
"8","2008","Single parent ","West Germany","64","0.0625825183561944","0.0458506980141577","0.079314338698231"
"8","2008","Single parent ","East Germany","26","","",""
"8","2008","Couple + C. LE 16 ","West Germany","213","0.085940358356584","0.0751567214332648","0.0967239952799033"
"8","2008","Couple + C. LE 16 ","East Germany","38","0.0737910955715612","0.0531461287117078","0.0944360624314146"
"8","2008","Couple + C. GT 16 ","West Germany","181","0.0667021361152456","0.0567940572199506","0.0766102150105406"
"8","2008","Couple + C. GT 16 ","East Germany","61","0.0646598637594076","0.0488458390892111","0.080473888429604"
"8","2008","Couple + C. LE and GT 16","West Germany","100","0.0972146970127835","0.0786288916043083","0.115800502421259"
"8","2008","Couple + C. LE and GT 16","East Germany","24","","",""
"9","2008","1-pers.-HH","West Germany","42","0.0199732608562138","0.0142354861607965","0.025711035551631"
"9","2008","1-pers.-HH","East Germany","10","","",""
"9","2008","(Married) couple without C. ","West Germany","85","0.0199989147870601","0.0161964010169063","0.0238014285572139"
"9","2008","(Married) couple without C. ","East Germany","28","","",""
"9","2008","Single parent ","West Germany","18","","",""
"9","2008","Single parent ","East Germany","7","","",""
"9","2008","Couple + C. LE 16 ","West Germany","59","0.0212985390578672","0.0157435982499839","0.0268534798657506"
"9","2008","Couple + C. LE 16 ","East Germany","12","","",""
"9","2008","Couple + C. GT 16 ","West Germany","62","0.0271842809339062","0.0207264947184392","0.0336420671493732"
"9","2008","Couple + C. GT 16 ","East Germany","17","","",""
"9","2008","Couple + C. LE and GT 16","West Germany","29","","",""
"9","2008","Couple + C. LE and GT 16","East Germany","4","","",""
"10 Very willing to take risks","2008","1-pers.-HH","West Germany","29","","",""
"10 Very willing to take risks","2008","1-pers.-HH","East Germany","8","","",""
"10 Very willing to take risks","2008","(Married) couple without C. ","West Germany","60","0.0104704487772579","0.00770572762853245","0.0132351699259834"
"10 Very willing to take risks","2008","(Married) couple without C. ","East Germany","13","","",""
"10 Very willing to take risks","2008","Single parent ","West Germany","16","","",""
"10 Very willing to take risks","2008","Single parent ","East Germany","7","","",""
"10 Very willing to take risks","2008","Couple + C. LE 16 ","West Germany","30","0.0126883799988687","0.00838202704283697","0.0169947329549005"
"10 Very willing to take risks","2008","Couple + C. LE 16 ","East Germany","3","","",""
"10 Very willing to take risks","2008","Couple + C. GT 16 ","West Germany","27","","",""
"10 Very willing to take risks","2008","Couple + C. GT 16 ","East Germany","10","","",""
"10 Very willing to take risks","2008","Couple + C. LE and GT 16","West Germany","22","","",""
"10 Very willing to take risks","2008","Couple + C. LE and GT 16","East Germany","","","",""
"0 Not at all Willing to take risks","2009","1-pers.-HH","West Germany","273","0.131030680459949","0.116777401144757","0.145283959775141"
"0 Not at all Willing to take risks","2009","1-pers.-HH","East Germany","70","0.102009387055814","0.0801880257957339","0.123830748315895"
"0 Not at all Willing to take risks","2009","(Married) couple without C. ","West Germany","546","0.130365002564298","0.120883109849149","0.139846895279446"
"0 Not at all Willing to take risks","2009","(Married) couple without C. ","East Germany","157","0.100161348540874","0.0863154348052497","0.114007262276498"
"0 Not at all Willing to take risks","2009","Single parent ","West Germany","44","0.0644682027184859","0.0465917581854026","0.0823446472515692"
"0 Not at all Willing to take risks","2009","Single parent ","East Germany","14","","",""
"0 Not at all Willing to take risks","2009","Couple + C. LE 16 ","West Germany","141","0.0517476404326752","0.0425946275444138","0.0609006533209366"
"0 Not at all Willing to take risks","2009","Couple + C. LE 16 ","East Germany","18","","",""
"0 Not at all Willing to take risks","2009","Couple + C. GT 16 ","West Germany","223","0.0901866431565455","0.0785305941713121","0.101842692141779"
"0 Not at all Willing to take risks","2009","Couple + C. GT 16 ","East Germany","49","0.0522607389779132","0.0371565547213918","0.0673649232344346"
"0 Not at all Willing to take risks","2009","Couple + C. LE and GT 16","West Germany","46","0.0367450835297996","0.0248254649416763","0.0486647021179229"
"0 Not at all Willing to take risks","2009","Couple + C. LE and GT 16","East Germany","11","","",""
"1","2009","1-pers.-HH","West Germany","177","0.0865764502988839","0.0746979376090401","0.0984549629887277"
"1","2009","1-pers.-HH","East Germany","75","0.0931360695977623","0.0721826027453832","0.114089536450141"
"1","2009","(Married) couple without C. ","West Germany","428","0.0828877416617747","0.0751234395333805","0.0906520437901689"
"1","2009","(Married) couple without C. ","East Germany","125","0.073192810240137","0.061180732720538","0.085204887759736"
"1","2009","Single parent ","West Germany","61","0.0789063371084159","0.0592823646035498","0.098530309613282"
"1","2009","Single parent ","East Germany","5","","",""
"1","2009","Couple + C. LE 16 ","West Germany","149","0.0737607106894887","0.0629605310860032","0.0845608902929742"
"1","2009","Couple + C. LE 16 ","East Germany","37","0.0605945620689781","0.0415041269885646","0.0796849971493916"
"1","2009","Couple + C. GT 16 ","West Germany","146","0.0648847232298739","0.0548614884588177","0.07490795800093"
"1","2009","Couple + C. GT 16 ","East Germany","59","0.0642646036959057","0.0476217608783894","0.080907446513422"
"1","2009","Couple + C. LE and GT 16","West Germany","63","0.0570063809684563","0.0423168396699173","0.0716959222669952"
"1","2009","Couple + C. LE and GT 16","East Germany","8","","",""
"2","2009","1-pers.-HH","West Germany","327","0.147226281386387","0.132259250623329","0.162193312149444"
"2","2009","1-pers.-HH","East Germany","102","0.129416676075638","0.105216074350768","0.153617277800507"
"2","2009","(Married) couple without C. ","West Germany","762","0.146161043078362","0.136212721311609","0.156109364845116"
"2","2009","(Married) couple without C. ","East Germany","316","0.158343168948147","0.141506490779667","0.175179847116626"
"2","2009","Single parent ","West Germany","98","0.117567820457953","0.0941220780171924","0.141013562898713"
"2","2009","Single parent ","East Germany","33","0.188230633356015","0.141431029702619","0.235030237009412"
"2","2009","Couple + C. LE 16 ","West Germany","329","0.147479724425495","0.132828451820665","0.162130997030325"
"2","2009","Couple + C. LE 16 ","East Germany","79","0.127268676636886","0.10060171649761","0.153935636776161"
"2","2009","Couple + C. GT 16 ","West Germany","281","0.11321784690394","0.100324370897562","0.126111322910317"
"2","2009","Couple + C. GT 16 ","East Germany","110","0.136295978714699","0.113010291591205","0.159581665838193"
"2","2009","Couple + C. LE and GT 16","West Germany","114","0.106386485153479","0.0868516290428552","0.125921341264103"
"2","2009","Couple + C. LE and GT 16","East Germany","35","0.14164964585909","0.0957814513344447","0.187517840383735"
"3","2009","1-pers.-HH","West Germany","336","0.14757886807254","0.132597024184553","0.162560711960526"
"3","2009","1-pers.-HH","East Germany","113","0.152887620596409","0.126940895716912","0.178834345475907"
"3","2009","(Married) couple without C. ","West Germany","828","0.166475149329181","0.155985040191808","0.176965258466554"
"3","2009","(Married) couple without C. ","East Germany","305","0.171767478975054","0.1543720225439","0.189162935406209"
"3","2009","Single parent ","West Germany","118","0.130428185849995","0.105913996195131","0.154942375504859"
"3","2009","Single parent ","East Germany","39","0.124756302895693","0.0851944669173177","0.164318138874068"
"3","2009","Couple + C. LE 16 ","West Germany","404","0.161396133186835","0.146194794858104","0.176597471515566"
"3","2009","Couple + C. LE 16 ","East Germany","100","0.161395034402745","0.131957850228599","0.190832218576891"
"3","2009","Couple + C. GT 16 ","West Germany","343","0.133239216464004","0.119410885656927","0.147067547271081"
"3","2009","Couple + C. GT 16 ","East Germany","136","0.1573492158558","0.132636460390555","0.182061971321045"
"3","2009","Couple + C. LE and GT 16","West Germany","158","0.152217414647766","0.129457714374375","0.174977114921156"
"3","2009","Couple + C. LE and GT 16","East Germany","29","","",""
"4","2009","1-pers.-HH","West Germany","243","0.119106585007487","0.105424394149274","0.1327887758657"
"4","2009","1-pers.-HH","East Germany","82","0.10563623112731","0.083475227767244","0.127797234487376"
"4","2009","(Married) couple without C. ","West Germany","559","0.106420329242757","0.0977362263036886","0.115104432181826"
"4","2009","(Married) couple without C. ","East Germany","210","0.10796464479854","0.0936519624754832","0.122277327121596"
"4","2009","Single parent ","West Germany","74","0.0822105682112692","0.0622158890860164","0.102205247336522"
"4","2009","Single parent ","East Germany","44","0.176059514063904","0.130460194192157","0.221658833935651"
"4","2009","Couple + C. LE 16 ","West Germany","239","0.104408166634323","0.0917730536660527","0.117043279602594"
"4","2009","Couple + C. LE 16 ","East Germany","71","0.124478606818477","0.0980634491944156","0.150893764442539"
"4","2009","Couple + C. GT 16 ","West Germany","287","0.129316064829046","0.11566204263519","0.142970087022902"
"4","2009","Couple + C. GT 16 ","East Germany","82","0.112113720413159","0.0907009371851683","0.13352650364115"
"4","2009","Couple + C. LE and GT 16","West Germany","122","0.116298139818206","0.0959871358572287","0.136609143779183"
"4","2009","Couple + C. LE and GT 16","East Germany","33","0.210912752917146","0.157248444582876","0.264577061251415"
"5","2009","1-pers.-HH","West Germany","406","0.185725469125759","0.169298886080396","0.202152052171122"
"5","2009","1-pers.-HH","East Germany","152","0.19853820713402","0.169778177349138","0.227298236918902"
"5","2009","(Married) couple without C. ","West Germany","882","0.184582196907114","0.173656955960576","0.195507437853652"
"5","2009","(Married) couple without C. ","East Germany","401","0.23648252245998","0.216885132522402","0.256079912397558"
"5","2009","Single parent ","West Germany","151","0.259850220423663","0.227927459927553","0.291772980919773"
"5","2009","Single parent ","East Germany","61","0.193041591751969","0.145788338418492","0.240294845085447"
"5","2009","Couple + C. LE 16 ","West Germany","490","0.233346880607501","0.215870266966547","0.250823494248455"
"5","2009","Couple + C. LE 16 ","East Germany","158","0.26616946871846","0.23080643842347","0.30153249901345"
"5","2009","Couple + C. GT 16 ","West Germany","448","0.206980927111439","0.190495087176493","0.223466767046385"
"5","2009","Couple + C. GT 16 ","East Germany","189","0.201578071857498","0.174350874641334","0.228805269073662"
"5","2009","Couple + C. LE and GT 16","West Germany","212","0.264038000869003","0.236109152042172","0.291966849695833"
"5","2009","Couple + C. LE and GT 16","East Germany","48","0.161983306534909","0.113517765113744","0.210448847956074"
"6","2009","1-pers.-HH","West Germany","168","0.0773257489802102","0.0660430670732305","0.0886084308871898"
"6","2009","1-pers.-HH","East Germany","66","0.0892731660390984","0.0687151875701617","0.109831144508035"
"6","2009","(Married) couple without C. ","West Germany","404","0.0870030381273946","0.0790661931243995","0.0949398831303896"
"6","2009","(Married) couple without C. ","East Germany","125","0.0587816501108691","0.047933509707046","0.0696297905146922"
"6","2009","Single parent ","West Germany","70","0.106711845850504","0.08423780368928","0.129185888011729"
"6","2009","Single parent ","East Germany","31","0.101699328023268","0.0655124932088832","0.137886162837652"
"6","2009","Couple + C. LE 16 ","West Germany","223","0.11327283611916","0.100177558025856","0.126368114212463"
"6","2009","Couple + C. LE 16 ","East Germany","59","0.0885012364689356","0.0657751226752108","0.11122735026266"
"6","2009","Couple + C. GT 16 ","West Germany","252","0.113688965295389","0.100772123698924","0.126605806891853"
"6","2009","Couple + C. GT 16 ","East Germany","84","0.120883206968489","0.098758815192661","0.143007598744317"
"6","2009","Couple + C. LE and GT 16","West Germany","99","0.110194179770829","0.0903552120182571","0.130033147523402"
"6","2009","Couple + C. LE and GT 16","East Germany","31","0.123884485579229","0.0805472953693095","0.167221675789148"
"7","2009","1-pers.-HH","West Germany","127","0.0614186812607808","0.0512769459262877","0.0715604165952738"
"7","2009","1-pers.-HH","East Germany","54","0.0949315437300865","0.0737980228181432","0.11606506464203"
"7","2009","(Married) couple without C. ","West Germany","278","0.0567510286048009","0.0502355539059208","0.063266503303681"
"7","2009","(Married) couple without C. ","East Germany","107","0.0492039736277777","0.0392285123860375","0.0591794348695179"
"7","2009","Single parent ","West Germany","58","0.0848148214285671","0.064534751283459","0.105094891573675"
"7","2009","Single parent ","East Germany","20","","",""
"7","2009","Couple + C. LE 16 ","West Germany","185","0.0748561154223085","0.0639824712722711","0.0857297595723459"
"7","2009","Couple + C. LE 16 ","East Germany","57","0.0997771846411657","0.0757964161545112","0.12375795312782"
"7","2009","Couple + C. GT 16 ","West Germany","216","0.0931540151801277","0.0813270952871069","0.104980935073148"
"7","2009","Couple + C. GT 16 ","East Germany","81","0.097899911229237","0.0777309478474054","0.118068874611069"
"7","2009","Couple + C. LE and GT 16","West Germany","86","0.0864030169295786","0.0686024471455875","0.10420358671357"
"7","2009","Couple + C. LE and GT 16","East Germany","21","","",""
"8","2009","1-pers.-HH","West Germany","76","0.0342691456647995","0.026584819889984","0.0419534714396151"
"8","2009","1-pers.-HH","East Germany","24","","",""
"8","2009","(Married) couple without C. ","West Germany","122","0.02956721085506","0.0247970400060557","0.0343373817040643"
"8","2009","(Married) couple without C. ","East Germany","50","0.0368426781663026","0.0281548058522597","0.0455305504803455"
"8","2009","Single parent ","West Germany","43","0.067203932674572","0.0489788383381572","0.0854290270109869"
"8","2009","Single parent ","East Germany","15","","",""
"8","2009","Couple + C. LE 16 ","West Germany","70","0.0261253012790384","0.0195344877092347","0.0327161148488422"
"8","2009","Couple + C. LE 16 ","East Germany","20","","",""
"8","2009","Couple + C. GT 16 ","West Germany","93","0.0404381650634841","0.0324225601644379","0.0484537699625303"
"8","2009","Couple + C. GT 16 ","East Germany","34","0.0454790731555869","0.0313386112704404","0.0596195350407335"
"8","2009","Couple + C. LE and GT 16","West Germany","41","0.0441845421873096","0.031164441978704","0.0572046423959151"
"8","2009","Couple + C. LE and GT 16","East Germany","5","","",""
"9","2009","1-pers.-HH","West Germany","9","","",""
"9","2009","1-pers.-HH","East Germany","1","","",""
"9","2009","(Married) couple without C. ","West Germany","21","","",""
"9","2009","(Married) couple without C. ","East Germany","8","","",""
"9","2009","Single parent ","West Germany","7","","",""
"9","2009","Single parent ","East Germany","1","","",""
"9","2009","Couple + C. LE 16 ","West Germany","13","","",""
"9","2009","Couple + C. LE 16 ","East Germany","1","","",""
"9","2009","Couple + C. GT 16 ","West Germany","21","","",""
"9","2009","Couple + C. GT 16 ","East Germany","7","","",""
"9","2009","Couple + C. LE and GT 16","West Germany","9","","",""
"9","2009","Couple + C. LE and GT 16","East Germany","","","",""
"10 Very willing to take risks","2009","1-pers.-HH","West Germany","11","","",""
"10 Very willing to take risks","2009","1-pers.-HH","East Germany","","","",""
"10 Very willing to take risks","2009","(Married) couple without C. ","West Germany","14","","",""
"10 Very willing to take risks","2009","(Married) couple without C. ","East Germany","2","","",""
"10 Very willing to take risks","2009","Single parent ","West Germany","1","","",""
"10 Very willing to take risks","2009","Single parent ","East Germany","5","","",""
"10 Very willing to take risks","2009","Couple + C. LE 16 ","West Germany","7","","",""
"10 Very willing to take risks","2009","Couple + C. LE 16 ","East Germany","","","",""
"10 Very willing to take risks","2009","Couple + C. GT 16 ","West Germany","10","","",""
"10 Very willing to take risks","2009","Couple + C. GT 16 ","East Germany","3","","",""
"10 Very willing to take risks","2009","Couple + C. LE and GT 16","West Germany","7","","",""
"10 Very willing to take risks","2009","Couple + C. LE and GT 16","East Germany","1","","",""
"0 Not at all Willing to take risks","2010","1-pers.-HH","West Germany","163","0.0781163868812134","0.0665054160440351","0.0897273577183916"
"0 Not at all Willing to take risks","2010","1-pers.-HH","East Germany","35","0.0416415748962736","0.026768216966138","0.0565149328264092"
"0 Not at all Willing to take risks","2010","(Married) couple without C. ","West Germany","338","0.0849850386088489","0.0769352780209571","0.0930347991967408"
"0 Not at all Willing to take risks","2010","(Married) couple without C. ","East Germany","110","0.0726427142354903","0.0603372887403397","0.0849481397306409"
"0 Not at all Willing to take risks","2010","Single parent ","West Germany","118","0.0619392899097265","0.0506715389436168","0.0732070408758362"
"0 Not at all Willing to take risks","2010","Single parent ","East Germany","25","","",""
"0 Not at all Willing to take risks","2010","Couple + C. LE 16 ","West Germany","327","0.0491175530031813","0.0437669833729578","0.0544681226334048"
"0 Not at all Willing to take risks","2010","Couple + C. LE 16 ","East Germany","62","0.0355139710045725","0.0261229833876988","0.0449049586214461"
"0 Not at all Willing to take risks","2010","Couple + C. GT 16 ","West Germany","93","0.0530257072632326","0.0436039793650547","0.0624474351614105"
"0 Not at all Willing to take risks","2010","Couple + C. GT 16 ","East Germany","18","","",""
"0 Not at all Willing to take risks","2010","Couple + C. LE and GT 16","West Germany","58","0.0383165498163585","0.0280347990576847","0.0485983005750324"
"0 Not at all Willing to take risks","2010","Couple + C. LE and GT 16","East Germany","6","","",""
"1","2010","1-pers.-HH","West Germany","160","0.0774545760185783","0.0658887452664187","0.0890204067707379"
"1","2010","1-pers.-HH","East Germany","30","0.0422531138818711","0.0272757214851023","0.05723050627864"
"1","2010","(Married) couple without C. ","West Germany","314","0.0694005629160216","0.0620645427311544","0.0767365831008889"
"1","2010","(Married) couple without C. ","East Germany","99","0.0521956565542034","0.0416504864591491","0.0627408266492578"
"1","2010","Single parent ","West Germany","84","0.052339658704595","0.0419289462364542","0.0627503711727359"
"1","2010","Single parent ","East Germany","17","","",""
"1","2010","Couple + C. LE 16 ","West Germany","255","0.0475092848758188","0.0422425935484958","0.0527759762031418"
"1","2010","Couple + C. LE 16 ","East Germany","62","0.0444205847960305","0.0339664232185053","0.0548747463735556"
"1","2010","Couple + C. GT 16 ","West Germany","115","0.0548265750215626","0.0452553056888728","0.0643978443542523"
"1","2010","Couple + C. GT 16 ","East Germany","26","","",""
"1","2010","Couple + C. LE and GT 16","West Germany","49","0.0412224243990396","0.0305740453665013","0.0518708034315779"
"1","2010","Couple + C. LE and GT 16","East Germany","9","","",""
"2","2010","1-pers.-HH","West Germany","279","0.144401113014018","0.129192843908763","0.159609382119273"
"2","2010","1-pers.-HH","East Germany","79","0.100818351606223","0.0784014808838731","0.123235222328573"
"2","2010","(Married) couple without C. ","West Germany","627","0.139398821370803","0.129400475699342","0.149397167042264"
"2","2010","(Married) couple without C. ","East Germany","206","0.118148608222225","0.102845168155804","0.133452048288647"
"2","2010","Single parent ","West Germany","199","0.099945930617627","0.0859256884987736","0.11396617273648"
"2","2010","Single parent ","East Germany","52","0.0799552374735714","0.0565759776801539","0.103334497266989"
"2","2010","Couple + C. LE 16 ","West Germany","742","0.125287202906505","0.117091157786013","0.133483248026997"
"2","2010","Couple + C. LE 16 ","East Germany","153","0.0899444088997024","0.0754271465075086","0.104461671291896"
"2","2010","Couple + C. GT 16 ","West Germany","256","0.108651425777421","0.095566847496491","0.121736004058352"
"2","2010","Couple + C. GT 16 ","East Germany","74","0.119004652698687","0.0951202426518295","0.142889062745544"
"2","2010","Couple + C. LE and GT 16","West Germany","143","0.102917661299574","0.0866427395109885","0.119192583088159"
"2","2010","Couple + C. LE and GT 16","East Germany","29","","",""
"3","2010","1-pers.-HH","West Germany","336","0.162162657935281","0.146214346928135","0.178110968942426"
"3","2010","1-pers.-HH","East Germany","125","0.172791599823962","0.144643424039263","0.20093977560866"
"3","2010","(Married) couple without C. ","West Germany","766","0.16142255639668","0.150801900774908","0.172043212018451"
"3","2010","(Married) couple without C. ","East Germany","287","0.19963958116331","0.180688098780398","0.218591063546221"
