"plh0204_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2004","Full Time","West Germany","261","0.0450030572744111","0.0399164791570197","0.0500896353918026"
"0 Not at all Willing to take risks","2004","Full Time","East Germany","43","0.0253948694016675","0.0185962882846561","0.0321934505186789"
"0 Not at all Willing to take risks","2004","Part Time","West Germany","269","0.0755372648744559","0.0673387996357244","0.0837357301131875"
"0 Not at all Willing to take risks","2004","Part Time","East Germany","29","","",""
"0 Not at all Willing to take risks","2004","Not Working","West Germany","944","0.181231125719654","0.171480907512077","0.190981343927231"
"0 Not at all Willing to take risks","2004","Not Working","East Germany","178","0.0887175437415417","0.0767099357577384","0.100725151725345"
"1","2004","Full Time","West Germany","168","0.0275647856868672","0.0235476974849526","0.0315818738887819"
"1","2004","Full Time","East Germany","57","0.0345278671555581","0.0266377092890355","0.0424180250220808"
"1","2004","Part Time","West Germany","200","0.0579201333536664","0.0506730064723171","0.0651672602350158"
"1","2004","Part Time","East Germany","30","0.0338648883279784","0.0227480479124207","0.0449817287435361"
"1","2004","Not Working","West Germany","444","0.0770083338107956","0.070260179078027","0.0837564885435642"
"1","2004","Not Working","East Germany","136","0.0705865158116787","0.0597699200690174","0.0814031115543401"
"2","2004","Full Time","West Germany","514","0.0785679912872246","0.0719662547116002","0.0851697278628491"
"2","2004","Full Time","East Germany","157","0.0747484045396124","0.0633836036803527","0.086113205398872"
"2","2004","Part Time","West Germany","400","0.101992876378043","0.0926036018372028","0.111382150918883"
"2","2004","Part Time","East Germany","82","0.0892752692077297","0.0717507236884992","0.10679981472696"
"2","2004","Not Working","West Germany","744","0.12754101478983","0.119097666140799","0.135984363438861"
"2","2004","Not Working","East Germany","243","0.114641027479511","0.101186917517299","0.128095137441723"
"3","2004","Full Time","West Germany","769","0.117564496338168","0.109661654341947","0.125467338334388"
"3","2004","Full Time","East Germany","245","0.116467278045434","0.102604692881691","0.130329863209176"
"3","2004","Part Time","West Germany","555","0.128700899177108","0.11831171009099","0.139090088263226"
"3","2004","Part Time","East Germany","136","0.140577728401455","0.119215370975418","0.161940085827493"
"3","2004","Not Working","West Germany","747","0.123105992598362","0.114789687245366","0.131422297951358"
"3","2004","Not Working","East Germany","295","0.148245356830505","0.133239076807714","0.163251636853296"
