"plh0204_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2012","Rural Area","Female","255","0.0581121086938698","0.0518582021750153","0.0643660152127242"
"1","2012","Urban Area","Male","193","0.0267743126249526","0.0232343798915707","0.0303142453583345"
"1","2012","Urban Area","Female","473","0.0529980770489824","0.0485432363868364","0.0574529177111285"
"1","2012","Rural Area","Male","101","0.0237764350446542","0.019366558477255","0.0281863116120534"
"1","2012","Rural Area","Female","250","0.0521425184818832","0.0461997886880647","0.0580852482757017"
"2","2012","Urban Area","Male","571","0.0728812238803356","0.0671808337467361","0.0785816140139352"
"2","2012","Urban Area","Female","1087","0.116401866138535","0.110024607143989","0.122779125133082"
"2","2012","Rural Area","Male","302","0.0626575467047183","0.0556427634296336","0.069672329979803"
"2","2012","Rural Area","Female","614","0.119689979640637","0.111013067894258","0.128366891387016"
"3","2012","Urban Area","Male","873","0.105745934155543","0.0990023409615503","0.112489527349536"
"3","2012","Urban Area","Female","1387","0.140116680676775","0.13321441978227","0.147018941571281"
"3","2012","Rural Area","Male","462","0.0883904054481122","0.080173932537533","0.0966068783586914"
"3","2012","Rural Area","Female","768","0.142329386092063","0.132989834743596","0.15166893744053"
"4","2012","Urban Area","Male","772","0.0922518494359582","0.0859058607999404","0.098597838071976"
"4","2012","Urban Area","Female","1011","0.106690755112709","0.100551848917195","0.112829661308223"
"4","2012","Rural Area","Male","449","0.0965907699325247","0.0880403292858405","0.105141210579209"
"4","2012","Rural Area","Female","604","0.11754510976361","0.108935826425845","0.126154393101375"
"5","2012","Urban Area","Male","1682","0.223459077356496","0.214324041902106","0.232594112810885"
"5","2012","Urban Area","Female","2260","0.224173895868928","0.21588109184305","0.232466699894806"
"5","2012","Rural Area","Male","1053","0.24592294544867","0.233458131230818","0.258387759666522"
"5","2012","Rural Area","Female","1277","0.226433343143389","0.215245727916774","0.237620958370004"
"6","2012","Urban Area","Male","1095","0.128310452524257","0.120976450923504","0.135644454125011"
"6","2012","Urban Area","Female","1077","0.107415431393244","0.101258210786539","0.113572651999949"
"6","2012","Rural Area","Male","593","0.126054810264443","0.116447535076093","0.135662085452793"
"6","2012","Rural Area","Female","586","0.105521491653466","0.0973090201237105","0.113733963183221"
"7","2012","Urban Area","Male","1298","0.159403532641256","0.15137618975618","0.167430875526333"
"7","2012","Urban Area","Female","1083","0.109517725978475","0.103307869874625","0.115727582082325"
"7","2012","Rural Area","Male","720","0.152884673944174","0.142467937737112","0.163301410151236"
"7","2012","Rural Area","Female","540","0.0994908165678607","0.0914896367331418","0.10749199640258"
"8","2012","Urban Area","Male","917","0.120642569236331","0.113499874814521","0.12778526365814"
"8","2012","Urban Area","Female","648","0.0659988489432417","0.0610617870142208","0.0709359108722626"
"8","2012","Rural Area","Male","542","0.119815606794702","0.110415734602659","0.129215478986745"
"8","2012","Rural Area","Female","323","0.0531614694631903","0.0471641813808149","0.0591587575455656"
"9","2012","Urban Area","Male","258","0.0311777497117083","0.0273664465225462","0.0349890529008703"
"9","2012","Urban Area","Female","147","0.0131999138407392","0.0109304314039245","0.0154693962775538"
"9","2012","Rural Area","Male","153","0.0342633487895112","0.0289980541162668","0.0395286434627556"
"9","2012","Rural Area","Female","85","0.0132296819157489","0.0101754556971096","0.0162839081343883"
"10 Very willing to take risks","2012","Urban Area","Male","153","0.0143618466623375","0.0117527332405844","0.0169709600840905"
"10 Very willing to take risks","2012","Urban Area","Female","104","0.00879162250249296","0.00693534164339427","0.0106479033615917"
"10 Very willing to take risks","2012","Rural Area","Male","97","0.0239186508909676","0.0194959276022993","0.028341374179636"
"10 Very willing to take risks","2012","Rural Area","Female","74","0.0123440945842828","0.00939253935722567","0.01529564981134"
"0 Not at all Willing to take risks","2013","Urban Area","Male","333","0.041624149252621","0.0371114597280735","0.0461368387771686"
"0 Not at all Willing to take risks","2013","Urban Area","Female","664","0.0798519786149004","0.0741160802647459","0.085587876965055"
"0 Not at all Willing to take risks","2013","Rural Area","Male","162","0.0364492806296275","0.0304083320863375","0.0424902291729174"
"0 Not at all Willing to take risks","2013","Rural Area","Female","310","0.0758423589843054","0.0677187884591517","0.0839659295094591"
"1","2013","Urban Area","Male","282","0.0373220465445962","0.0330393423680572","0.0416047507211352"
"1","2013","Urban Area","Female","706","0.0844397692312473","0.078556120505424","0.0903234179570706"
"1","2013","Rural Area","Male","167","0.0376385204496133","0.0315036025817217","0.0437734383175049"
"1","2013","Rural Area","Female","325","0.0731085887935499","0.0651209827141654","0.0810961948729344"
"2","2013","Urban Area","Male","738","0.0931600403928999","0.0865929197083127","0.0997271610774872"
"2","2013","Urban Area","Female","1141","0.134713941178407","0.127489306666545","0.141938575690269"
"2","2013","Rural Area","Male","382","0.106701298515788","0.0967493855463753","0.116653211485201"
"2","2013","Rural Area","Female","603","0.139239943219649","0.128617094884566","0.149862791554733"
"3","2013","Urban Area","Male","915","0.130730466985157","0.1231138788072","0.138347055163113"
"3","2013","Urban Area","Female","1244","0.1447149917547","0.137270381794586","0.152159601714814"
"3","2013","Rural Area","Male","438","0.118205044495054","0.107798053562969","0.128612035427139"
"3","2013","Rural Area","Female","597","0.14962229873288","0.138677139034951","0.16056745843081"
"4","2013","Urban Area","Male","623","0.0892101298715721","0.0827697568729488","0.0956505028701954"
"4","2013","Urban Area","Female","745","0.0910133436573907","0.0849269358783862","0.0970997514363952"
"4","2013","Rural Area","Male","314","0.0813812089767147","0.072567613837865","0.0901948041155644"
"4","2013","Rural Area","Female","387","0.0980488921788717","0.0889239346200948","0.107173849737649"
"5","2013","Urban Area","Male","1415","0.18841816339026","0.179582841398845","0.197253485381674"
"5","2013","Urban Area","Female","1682","0.193761861884673","0.18539821717337","0.202125506595976"
"5","2013","Rural Area","Male","716","0.196218141540344","0.183416606636703","0.209019676443985"
"5","2013","Rural Area","Female","772","0.200385708976097","0.188103070873872","0.212668347078321"
"6","2013","Urban Area","Male","854","0.116480588248408","0.109232396658892","0.123728779837923"
"6","2013","Urban Area","Female","754","0.0914136739986693","0.085315238463828","0.0975121095335105"
"6","2013","Rural Area","Male","414","0.118342363401694","0.107930140143439","0.128754586659949"
"6","2013","Rural Area","Female","349","0.0889428105602104","0.080208145549049","0.0976774755713717"
"7","2013","Urban Area","Male","1051","0.140057410139337","0.132216208648206","0.147898611630468"
"7","2013","Urban Area","Female","782","0.0882541937524771","0.0822516640164935","0.0942567234884607"
"7","2013","Rural Area","Male","524","0.150179505568624","0.138663753633206","0.161695257504043"
"7","2013","Rural Area","Female","386","0.0965279774691819","0.0874664384052693","0.105589516533095"
"8","2013","Urban Area","Male","839","0.104604933081439","0.0976901546200802","0.111519711542797"
"8","2013","Urban Area","Female","581","0.066033114943947","0.0607780705604331","0.071288159327461"
"8","2013","Rural Area","Male","373","0.0940317889610394","0.0846233581671398","0.103440219754939"
"8","2013","Rural Area","Female","233","0.0528413654778922","0.045976747289104","0.0597059836666804"
"9","2013","Urban Area","Male","278","0.0386709935221399","0.0343146358746999","0.0430273511695799"
"9","2013","Urban Area","Female","161","0.0153902381251756","0.0127853774733441","0.017995098777007"
"9","2013","Rural Area","Male","125","0.0415472374167952","0.0351147373655102","0.0479797374680802"
"9","2013","Rural Area","Female","65","0.0135051638947317","0.00996343473496603","0.0170468930544973"
"10 Very willing to take risks","2013","Urban Area","Male","197","0.0197210785715713","0.0165795934823689","0.0228625636607737"
"10 Very willing to take risks","2013","Urban Area","Female","119","0.0104128928584126","0.00826485232985368","0.0125609333869716"
"10 Very willing to take risks","2013","Rural Area","Male","82","0.0193056100447051","0.0148702183798463","0.0237410017095638"
"10 Very willing to take risks","2013","Rural Area","Female","53","0.0119348917126304","0.00860277632184039","0.0152670071034205"
"0 Not at all Willing to take risks","2014","Urban Area","Male","345","0.0417297778145935","0.037378424121956","0.0460811315072309"
"0 Not at all Willing to take risks","2014","Urban Area","Female","710","0.0797856809821726","0.0743800498652057","0.0851913120991394"
"0 Not at all Willing to take risks","2014","Rural Area","Male","157","0.0335989413301494","0.0282068040544576","0.0389910786058412"
"0 Not at all Willing to take risks","2014","Rural Area","Female","313","0.0615569244907203","0.0548755066368639","0.0682383423445767"
"1","2014","Urban Area","Male","260","0.0294286492734823","0.0257511190430171","0.0331061795039474"
"1","2014","Urban Area","Female","548","0.0624048479185814","0.0575791928539288","0.067230502983234"
"1","2014","Rural Area","Male","132","0.029580566458952","0.0245106310009991","0.034650501916905"
"1","2014","Rural Area","Female","292","0.0709055620629246","0.0637705240449877","0.0780406000808616"
"2","2014","Urban Area","Male","593","0.0731278466460728","0.0674627325255711","0.0787929607665745"
"2","2014","Urban Area","Female","1109","0.117319041566898","0.110899181431338","0.123738901702459"
"2","2014","Rural Area","Male","331","0.0699807315457163","0.0623466875724703","0.0776147755189624"
"2","2014","Rural Area","Female","598","0.115978832067447","0.107077665929253","0.124879998205642"
"3","2014","Urban Area","Male","830","0.10718855489447","0.100457061322427","0.113920048466513"
"3","2014","Urban Area","Female","1276","0.127942951111137","0.121279180101786","0.134606722120488"
"3","2014","Rural Area","Male","472","0.113832889241695","0.104328786155905","0.123336992327486"
"3","2014","Rural Area","Female","630","0.126266646819968","0.117033282106139","0.135500011533798"
"4","2014","Urban Area","Male","692","0.0852334637926811","0.0791574667119232","0.091309460873439"
"4","2014","Urban Area","Female","894","0.0976639121117332","0.0917416086620559","0.10358621556141"
"4","2014","Rural Area","Male","350","0.087980141604754","0.0795036932431485","0.0964565899663595"
"4","2014","Rural Area","Female","530","0.110075693156377","0.101375108072008","0.118776278240746"
"5","2014","Urban Area","Male","1511","0.192899283487014","0.184313369633148","0.20148519734088"
"5","2014","Urban Area","Female","2004","0.203726930580572","0.195691767986001","0.211762093175143"
"5","2014","Rural Area","Male","883","0.207630073514377","0.19549259243812","0.219767554590633"
"5","2014","Rural Area","Female","1071","0.221141450864214","0.209604512235398","0.23267838949303"
"6","2014","Urban Area","Male","1109","0.138907786898052","0.131382111536328","0.146433462259775"
"6","2014","Urban Area","Female","1046","0.105856816589379","0.0997191628444903","0.111994470334267"
"6","2014","Rural Area","Male","561","0.125730612853371","0.11580944957807","0.135651776128672"
"6","2014","Rural Area","Female","531","0.107098598099515","0.0985021339789508","0.115695062220078"
"7","2014","Urban Area","Male","1354","0.16638415399594","0.158280212163029","0.174488095828851"
"7","2014","Urban Area","Female","1053","0.108188765716407","0.101991972746809","0.114385558686006"
"7","2014","Rural Area","Male","651","0.153070162647755","0.142295878288633","0.163844447006878"
"7","2014","Rural Area","Female","513","0.0930056847542968","0.0849317871123995","0.101079582396194"
"8","2014","Urban Area","Male","973","0.120282046738857","0.113203738264738","0.127360355212975"
"8","2014","Urban Area","Female","681","0.0670461916832281","0.0620566970193662","0.0720356863470899"
"8","2014","Rural Area","Male","534","0.126333558926279","0.116392065324259","0.136275052528299"
"8","2014","Rural Area","Female","351","0.0621382526887697","0.0554274396577369","0.0688490657198026"
"9","2014","Urban Area","Male","259","0.024517370178837","0.021152222984146","0.0278825173735279"
"9","2014","Urban Area","Female","193","0.0172278714602948","0.0146320090987385","0.0198237338218512"
"9","2014","Rural Area","Male","122","0.0263657839031909","0.0215713459466267","0.0311602218597551"
"9","2014","Rural Area","Female","80","0.0142838720056698","0.0109853064807398","0.0175824375305998"
"10 Very willing to take risks","2014","Urban Area","Male","187","0.0203010662800006","0.0172323050745713","0.0233698274854299"
"10 Very willing to take risks","2014","Urban Area","Female","138","0.0128369902795958","0.0105912192389327","0.0150827613202588"
"10 Very willing to take risks","2014","Rural Area","Male","97","0.0258965379737606","0.0211438112606856","0.0306492646868357"
"10 Very willing to take risks","2014","Rural Area","Female","62","0.0175484829900973","0.0138984098849195","0.0211985560952751"
"0 Not at all Willing to take risks","2015","Urban Area","Male","256","0.0297864010241111","0.0260858985454263","0.0334869035027959"
"0 Not at all Willing to take risks","2015","Urban Area","Female","578","0.0643194337122162","0.0594153990559008","0.0692234683685316"
"0 Not at all Willing to take risks","2015","Rural Area","Male","118","0.0286287212593734","0.0236222125905034","0.0336352299282433"
"0 Not at all Willing to take risks","2015","Rural Area","Female","292","0.0645593575239716","0.0576855864794069","0.0714331285685363"
"1","2015","Urban Area","Male","265","0.0301548917017695","0.0264322770625845","0.0338775063409545"
"1","2015","Urban Area","Female","606","0.0641561814333367","0.0592579470631439","0.0690544158035295"
"1","2015","Rural Area","Male","140","0.0310295502809806","0.0258237874844417","0.0362353130775194"
"1","2015","Rural Area","Female","261","0.0509809912730989","0.0448285292950783","0.0571334532511195"
"2","2015","Urban Area","Male","612","0.0718441060806212","0.0662229707569686","0.0774652414042738"
"2","2015","Urban Area","Female","1148","0.112120453496128","0.105813232207245","0.118427674785012"
"2","2015","Rural Area","Male","312","0.0653094016455368","0.0578918059501118","0.0727269973409617"
"2","2015","Rural Area","Female","557","0.114042019987057","0.105151107045849","0.122932932928265"
"3","2015","Urban Area","Male","854","0.113599421683612","0.106691918717028","0.120506924650197"
"3","2015","Urban Area","Female","1234","0.136050026222058","0.129196529132708","0.142903523311407"
"3","2015","Rural Area","Male","421","0.101281642076646","0.0922239293650971","0.110339354788195"
"3","2015","Rural Area","Female","706","0.15531894521485","0.145187627427304","0.165450263002396"
"4","2015","Urban Area","Male","737","0.0918392713653688","0.0855527039352561","0.0981258387954815"
"4","2015","Urban Area","Female","946","0.108058577949089","0.101852511655812","0.114264644242367"
"4","2015","Rural Area","Male","376","0.08165368335395","0.0734325346704541","0.089874832037446"
"4","2015","Rural Area","Female","497","0.100524823635672","0.092113998653562","0.108935648617783"
"5","2015","Urban Area","Male","1467","0.19339549174047","0.184798005290633","0.201992978190307"
"5","2015","Urban Area","Female","1806","0.176804869109853","0.169178512187826","0.18443122603188"
"5","2015","Rural Area","Male","796","0.201850423081612","0.189800109620312","0.213900736542912"
"5","2015","Rural Area","Female","964","0.205153020382061","0.193857972749322","0.216448068014799"
"6","2015","Urban Area","Male","1064","0.132355981908733","0.124979308092844","0.139732655724622"
"6","2015","Urban Area","Female","1059","0.11522800399196","0.10884517331737","0.121610834666551"
"6","2015","Rural Area","Male","574","0.142941267850236","0.132433136922654","0.153449398777817"
"6","2015","Rural Area","Female","528","0.116155428216853","0.107193219586995","0.125117636846711"
"7","2015","Urban Area","Male","1312","0.16137315915682","0.153365270349207","0.169381047964434"
"7","2015","Urban Area","Female","1114","0.116345209970551","0.109935561796628","0.122754858144474"
"7","2015","Rural Area","Male","709","0.165275660315311","0.154124569379941","0.176426751250681"
"7","2015","Rural Area","Female","536","0.0954703236349301","0.0872506806930535","0.103689966576807"
"8","2015","Urban Area","Male","1006","0.119229152463062","0.112175067297541","0.126283237628584"
"8","2015","Urban Area","Female","745","0.0746517299669824","0.0693977166796775","0.0799057432542874"
"8","2015","Rural Area","Male","525","0.122134763725931","0.112304278785761","0.131965248666102"
"8","2015","Rural Area","Female","385","0.0656256841900356","0.0586993297294983","0.0725520386505729"
"9","2015","Urban Area","Male","316","0.036766827191844","0.0326703381555098","0.0408633162281781"
"9","2015","Urban Area","Female","210","0.0162799862851233","0.013750214230478","0.0188097583397687"
"9","2015","Rural Area","Male","167","0.039754219097655","0.0338884605030333","0.0456199776922767"
"9","2015","Rural Area","Female","108","0.0191443561216782","0.0153114315323103","0.0229772807110462"
"10 Very willing to take risks","2015","Urban Area","Male","218","0.0196552956835873","0.0166336245282713","0.0226769668389033"
"10 Very willing to take risks","2015","Urban Area","Female","167","0.0159855278627019","0.0134783632251077","0.0184926925002961"
"10 Very willing to take risks","2015","Rural Area","Male","124","0.0201406673127683","0.0159231180607791","0.0243582165647576"
"10 Very willing to take risks","2015","Rural Area","Female","76","0.0130250498197924","0.00985365650308965","0.0161964431364951"
"0 Not at all Willing to take risks","2016","Urban Area","Male","632","0.033924305215875","0.0301912096587397","0.0376574007730104"
"0 Not at all Willing to take risks","2016","Urban Area","Female","798","0.0630204919725882","0.0582113920211704","0.067829591924006"
"0 Not at all Willing to take risks","2016","Rural Area","Male","270","0.0218177140261641","0.0176606159542086","0.0259748120981195"
"0 Not at all Willing to take risks","2016","Rural Area","Female","344","0.0542494041246587","0.0479457402043205","0.0605530680449969"
"1","2016","Urban Area","Male","307","0.03761986948461","0.0336962217080398","0.0415435172611802"
"1","2016","Urban Area","Female","606","0.0657299826053068","0.0608256961734963","0.0706342690371172"
"1","2016","Rural Area","Male","158","0.0275475504497941","0.0228900658055485","0.0322050350940397"
"1","2016","Rural Area","Female","275","0.0600955531427004","0.0534814605047439","0.0667096457806568"
"2","2016","Urban Area","Male","647","0.0763844326651721","0.0709072642044569","0.0818616011258873"
"2","2016","Urban Area","Female","1113","0.119126087964999","0.112715200159901","0.125536975770097"
"2","2016","Rural Area","Male","358","0.0798103885179099","0.0720987950586162","0.0875219819772037"
"2","2016","Rural Area","Female","560","0.120495084537215","0.111435442179019","0.129554726895412"
"3","2016","Urban Area","Male","859","0.106147897136206","0.0997961005949009","0.112499693677511"
"3","2016","Urban Area","Female","1119","0.120279571799081","0.113841939940439","0.126717203657723"
"3","2016","Rural Area","Male","435","0.104584636641058","0.0958765655154872","0.113292707766629"
"3","2016","Rural Area","Female","639","0.148483878919215","0.138588251342466","0.158379506495964"
"4","2016","Urban Area","Male","693","0.0930804481489843","0.0870891399174016","0.099071756380567"
"4","2016","Urban Area","Female","880","0.101751642315483","0.0957685350057863","0.107734749625179"
"4","2016","Rural Area","Male","339","0.0810451291566341","0.073279327356687","0.0888109309565812"
"4","2016","Rural Area","Female","432","0.0887303152505753","0.0808168495114193","0.0966437809897312"
"5","2016","Urban Area","Male","1584","0.171962885980878","0.164181619081706","0.179744152880049"
"5","2016","Urban Area","Female","1820","0.18405166008275","0.176382301151754","0.191721019013746"
"5","2016","Rural Area","Male","841","0.181841003406833","0.17086509395453","0.192816912859135"
"5","2016","Rural Area","Female","972","0.190134750884413","0.179214204073544","0.201055297695282"
"6","2016","Urban Area","Male","1138","0.138786588433103","0.131657447662625","0.145915729203581"
"6","2016","Urban Area","Female","1064","0.115735188878488","0.109404051370288","0.122066326386688"
"6","2016","Rural Area","Male","558","0.134924090476782","0.125202269724322","0.144645911229241"
"6","2016","Rural Area","Female","528","0.11183729620886","0.103066341906162","0.120608250511558"
"7","2016","Urban Area","Male","1333","0.1657578499656","0.158089689989149","0.173426009942051"
"7","2016","Urban Area","Female","1098","0.110123414975992","0.103928111465789","0.116318718486194"
"7","2016","Rural Area","Male","755","0.165592341972937","0.155014793707364","0.17616989023851"
"7","2016","Rural Area","Female","578","0.11933967995476","0.110317657543808","0.128361702365712"
"8","2016","Urban Area","Male","1094","0.120590943877019","0.113875714342578","0.12730617341146"
"8","2016","Urban Area","Female","828","0.0831947919995055","0.0777291086390716","0.0886604753599395"
"8","2016","Rural Area","Male","625","0.140544197139944","0.130654249680379","0.150434144599508"
"8","2016","Rural Area","Female","399","0.0720329070540052","0.0648377709799038","0.0792280431281065"
"9","2016","Urban Area","Male","335","0.0364290935570286","0.0325656544659063","0.0402925326481509"
"9","2016","Urban Area","Female","255","0.0231055593490267","0.020132251175156","0.0260788675228974"
"9","2016","Rural Area","Male","173","0.0356861106866573","0.0304073184298642","0.0409649029434503"
"9","2016","Rural Area","Female","113","0.0191226422839164","0.0153112069301461","0.0229340776376866"
"10 Very willing to take risks","2016","Urban Area","Male","412","0.019315685535524","0.0164775853269365","0.0221537857441116"
"10 Very willing to take risks","2016","Urban Area","Female","227","0.0138816080567804","0.0115661214095512","0.0161970947040096"
"10 Very willing to take risks","2016","Rural Area","Male","232","0.0266068375252879","0.0220273537438827","0.0311863213066932"
"10 Very willing to take risks","2016","Rural Area","Female","120","0.0154784876396818","0.012043033778881","0.0189139415004826"
"0 Not at all Willing to take risks","2017","Urban Area","Male","826","0.0287176065953835","0.025475852586003","0.0319593606047639"
"0 Not at all Willing to take risks","2017","Urban Area","Female","1041","0.0543813223946295","0.0501235982680916","0.0586390465211675"
"0 Not at all Willing to take risks","2017","Rural Area","Male","346","0.0225564886743928","0.0185765664944697","0.026536410854316"
"0 Not at all Willing to take risks","2017","Rural Area","Female","397","0.0499171123206419","0.0442138837217317","0.055620340919552"
"1","2017","Urban Area","Male","298","0.0324339009709221","0.0289953687956094","0.0358724331462347"
"1","2017","Urban Area","Female","643","0.0623777312018829","0.057837025449653","0.0669184369541128"
"1","2017","Rural Area","Male","179","0.0323108160481088","0.027571290094513","0.0370503420017046"
"1","2017","Rural Area","Female","362","0.0756336818157275","0.0687090771828822","0.0825582864485728"
"2","2017","Urban Area","Male","784","0.0830783695535705","0.0777211028331354","0.0884356362740056"
"2","2017","Urban Area","Female","1359","0.143406542582724","0.136825927708407","0.149987157457041"
"2","2017","Rural Area","Male","430","0.0820763795163475","0.0747193014024568","0.0894334576302382"
"2","2017","Rural Area","Female","764","0.137309076401674","0.128295595516636","0.146322557286713"
"3","2017","Urban Area","Male","1013","0.123994459430207","0.117597291610368","0.130391627250046"
"3","2017","Urban Area","Female","1420","0.145162239987363","0.138548253626975","0.15177622634775"
"3","2017","Rural Area","Male","596","0.122557951677698","0.11376827364187","0.131347629713525"
"3","2017","Rural Area","Female","773","0.162972125524388","0.153299554440023","0.172644696608754"
"4","2017","Urban Area","Male","774","0.0862432960849391","0.080794367212827","0.0916922249570511"
"4","2017","Urban Area","Female","998","0.0946007106708097","0.0891057841454122","0.100095637196207"
"4","2017","Rural Area","Male","405","0.0860814734879954","0.0785634862220952","0.0935994607538955"
"4","2017","Rural Area","Female","539","0.104602387093658","0.096587561643511","0.112617212543805"
"5","2017","Urban Area","Male","1840","0.181210991385801","0.173734265686848","0.188687717084754"
"5","2017","Urban Area","Female","2003","0.188802373636452","0.181454500048128","0.196150247224777"
"5","2017","Rural Area","Male","1003","0.200968044358171","0.190227196217993","0.21170889249835"
"5","2017","Rural Area","Female","1070","0.194506987059563","0.184140925185131","0.204873048933996"
"6","2017","Urban Area","Male","1257","0.131055589321917","0.124505353308172","0.137605825335662"
"6","2017","Urban Area","Female","1070","0.101114479315858","0.095453996413946","0.10677496221777"
"6","2017","Rural Area","Male","624","0.130120898937899","0.121103194955482","0.139138602920317"
"6","2017","Rural Area","Female","576","0.0960915865864213","0.0883733124246216","0.103809860748221"
"7","2017","Urban Area","Male","1504","0.158874791038453","0.151779160431136","0.16597042164577"
"7","2017","Urban Area","Female","1139","0.110446318722735","0.10456118522585","0.116331452219621"
"7","2017","Rural Area","Male","729","0.142880410098028","0.133500470243728","0.152260349952329"
"7","2017","Rural Area","Female","530","0.092498748813348","0.0849111064946505","0.100086391132046"
"8","2017","Urban Area","Male","1118","0.118218494311482","0.111951542109626","0.124485446513337"
"8","2017","Urban Area","Female","738","0.0675082485033007","0.0627974390791217","0.0722190579274797"
"8","2017","Rural Area","Male","639","0.123674114910673","0.114850120496093","0.132498109325254"
"8","2017","Rural Area","Female","367","0.0623072614917086","0.0559770982026228","0.0686374247807944"
"9","2017","Urban Area","Male","344","0.0337124907691325","0.0302091548592226","0.0372158266790424"
"9","2017","Urban Area","Female","234","0.0186885053416257","0.0161458626005027","0.0212311480827487"
"9","2017","Rural Area","Male","202","0.0347892253245602","0.0298775861035801","0.0397008645455404"
"9","2017","Rural Area","Female","101","0.0120116930018111","0.00915874852945116","0.0148646374741711"
"10 Very willing to take risks","2017","Urban Area","Male","438","0.0224600105381918","0.0195839010037456","0.025336120072638"
"10 Very willing to take risks","2017","Urban Area","Female","252","0.013511527642619","0.011343859225783","0.0156791960594551"
"10 Very willing to take risks","2017","Rural Area","Male","194","0.0219841969661251","0.0180539373556749","0.0259144565765753"
"10 Very willing to take risks","2017","Rural Area","Female","122","0.0121493398910574","0.00928029533454873","0.0150183844475661"
"0 Not at all Willing to take risks","2018","Urban Area","Male","972","0.0394172658604506","0.0355049999737531","0.043329531747148"
"0 Not at all Willing to take risks","2018","Urban Area","Female","1134","0.0792131899358359","0.0739873908712061","0.0844389890004658"
"0 Not at all Willing to take risks","2018","Rural Area","Male","347","0.0302466750973809","0.0254488854584153","0.0350444647363464"
"0 Not at all Willing to take risks","2018","Rural Area","Female","471","0.0663029795598754","0.059596216787926","0.0730097423318248"
"1","2018","Urban Area","Male","449","0.0425027662346721","0.0384467929238585","0.0465587395454857"
"1","2018","Urban Area","Female","816","0.079408889029486","0.0741771947294861","0.084640583329486"
"1","2018","Rural Area","Male","231","0.0497086218259895","0.0436200420793308","0.0557972015726482"
"1","2018","Rural Area","Female","414","0.0885325718859804","0.0808754501291644","0.0961896936427964"
"2","2018","Urban Area","Male","903","0.106894269374962","0.100682055832648","0.113106482917275"
"2","2018","Urban Area","Female","1427","0.147216080403069","0.140360068906283","0.154072091899856"
"2","2018","Rural Area","Male","507","0.104661228399014","0.0960857500938717","0.113236706704156"
"2","2018","Rural Area","Female","826","0.16556420168085","0.155545230686419","0.17558317267528"
"3","2018","Urban Area","Male","1123","0.13631898781893","0.129420203163978","0.143217772473883"
"3","2018","Urban Area","Female","1457","0.153604316814779","0.146627411308866","0.160581222320693"
"3","2018","Rural Area","Male","589","0.134517142050539","0.124958640959344","0.144075643141734"
"3","2018","Rural Area","Female","788","0.153009078958569","0.143305288412178","0.162712869504961"
"4","2018","Urban Area","Male","728","0.0909517683148395","0.0851705846996039","0.0967329519300751"
"4","2018","Urban Area","Female","894","0.0950490738737583","0.0893741391571899","0.100724008590327"
"4","2018","Rural Area","Male","422","0.0916492599798105","0.0835664380438417","0.0997320819157794"
"4","2018","Rural Area","Female","526","0.103142328972565","0.0949440316191671","0.111340626325962"
"5","2018","Urban Area","Male","1636","0.17821894324025","0.170524579352686","0.185913307127814"
"5","2018","Urban Area","Female","1793","0.180979141529944","0.173529486649251","0.188428796410636"
"5","2018","Rural Area","Male","900","0.190960001402226","0.179948971442991","0.201971031361462"
"5","2018","Rural Area","Female","982","0.190601041718182","0.180013688769199","0.201188394667165"
"6","2018","Urban Area","Male","968","0.113661633734874","0.107280109133632","0.120043158336116"
"6","2018","Urban Area","Female","840","0.0880425855425855","0.0825597138365314","0.0935254572486395"
"6","2018","Rural Area","Male","512","0.117907013245843","0.10887262507214","0.126941401419545"
"6","2018","Rural Area","Female","404","0.084873171748908","0.0773609344916211","0.0923854090061949"
"7","2018","Urban Area","Male","1181","0.132726964784208","0.125905537879866","0.13954839168855"
"7","2018","Urban Area","Female","883","0.0836145000443253","0.0782583305256534","0.0889706695629973"
"7","2018","Rural Area","Male","585","0.119975446923964","0.110872849709819","0.129078044138109"
"7","2018","Rural Area","Female","414","0.0684936455090077","0.061684988017212","0.0753023030008034"
"8","2018","Urban Area","Male","934","0.10527293478484","0.0991024202598896","0.11144344930979"
"8","2018","Urban Area","Female","657","0.0659277812889182","0.0611260387686466","0.0707295238091897"
"8","2018","Rural Area","Male","522","0.114433460226841","0.105515637037309","0.123351283416373"
"8","2018","Rural Area","Female","291","0.0569015012714282","0.0506572003377032","0.0631458022051531"
"9","2018","Urban Area","Male","301","0.0325936377683411","0.0290234700944868","0.0361638054421955"
"9","2018","Urban Area","Female","175","0.0156027744890793","0.0132047118835512","0.0180008370946074"
"9","2018","Rural Area","Male","149","0.0292564961825369","0.0245354837309233","0.0339775086341505"
"9","2018","Rural Area","Female","98","0.0148025165739459","0.0115473526723003","0.0180576804755916"
"10 Very willing to take risks","2018","Urban Area","Male","308","0.0214408280836331","0.0185285553130907","0.0243531008541755"
"10 Very willing to take risks","2018","Urban Area","Female","184","0.0113416670482193","0.009292695286627","0.0133906388098115"
"10 Very willing to take risks","2018","Rural Area","Male","131","0.0166846546658549","0.0130964536700713","0.0202728556616385"
"10 Very willing to take risks","2018","Rural Area","Female","73","0.00777696212068878","0.00540911815135553","0.010144806090022"
"0 Not at all Willing to take risks","2019","Urban Area","Male","548","0.0303903234151829","0.0268199985083006","0.0339606483220653"
