"plh0204_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2004","Full Time","no migration background","213","0.0357146330538797","0.0314446579942849","0.0399846081134746"
"0 Not at all Willing to take risks","2004","Full Time","direct migration background","79","0.0875950735590265","0.0687987957877274","0.106391351330326"
"0 Not at all Willing to take risks","2004","Full Time","indirect migration background","12","","",""
"0 Not at all Willing to take risks","2004","Part Time","no migration background","192","0.0533563365085134","0.0465407674763514","0.0601719055406753"
"0 Not at all Willing to take risks","2004","Part Time","direct migration background","89","0.147608708436768","0.119178961677639","0.176038455195897"
"0 Not at all Willing to take risks","2004","Part Time","indirect migration background","17","","",""
"0 Not at all Willing to take risks","2004","Not Working","no migration background","856","0.154006262366133","0.145450941400693","0.162561583331573"
"0 Not at all Willing to take risks","2004","Not Working","direct migration background","244","0.218244712322307","0.193355420712463","0.243134003932151"
"0 Not at all Willing to take risks","2004","Not Working","indirect migration background","22","","",""
"1","2004","Full Time","no migration background","182","0.0285846103569402","0.024750469338373","0.0324187513755074"
"1","2004","Full Time","direct migration background","32","0.0317998155622036","0.0201335170745046","0.0434661140499026"
"1","2004","Full Time","indirect migration background","11","","",""
"1","2004","Part Time","no migration background","177","0.0492377799728196","0.0426763115509835","0.0557992483946558"
"1","2004","Part Time","direct migration background","40","0.0837860411335287","0.0615794556264494","0.105992626640608"
"1","2004","Part Time","indirect migration background","13","","",""
"1","2004","Not Working","no migration background","461","0.0720539171351216","0.0659251416513689","0.0781826926188743"
"1","2004","Not Working","direct migration background","108","0.10460122476256","0.0861603342223452","0.123042115302775"
"1","2004","Not Working","indirect migration background","11","","",""
"2","2004","Full Time","no migration background","558","0.0763257870110094","0.0702164440037761","0.0824351300182426"
"2","2004","Full Time","direct migration background","84","0.0836212712830264","0.0652163448643906","0.102026197701662"
"2","2004","Full Time","indirect migration background","29","","",""
"2","2004","Part Time","no migration background","392","0.0962716566500599","0.0873265807989934","0.105216732501126"
"2","2004","Part Time","direct migration background","68","0.11543940329938","0.0898277077634301","0.141051098835331"
"2","2004","Part Time","indirect migration background","22","","",""
"2","2004","Not Working","no migration background","801","0.12206107905397","0.114302105053622","0.129820053054317"
"2","2004","Not Working","direct migration background","160","0.15411282846193","0.132356737191195","0.175868919732666"
"2","2004","Not Working","indirect migration background","26","","",""
"3","2004","Full Time","no migration background","865","0.115957128549703","0.108590227383293","0.123324029716113"
"3","2004","Full Time","direct migration background","116","0.129658916249538","0.107324009752378","0.151993822746698"
"3","2004","Full Time","indirect migration background","33","0.109808746446754","0.075172082933654","0.144445409959854"
"3","2004","Part Time","no migration background","589","0.132234373409474","0.121961563408158","0.14250718341079"
"3","2004","Part Time","direct migration background","76","0.124099757773306","0.0976750441623185","0.150524471384293"
"3","2004","Part Time","indirect migration background","26","","",""
"3","2004","Not Working","no migration background","898","0.130831121210161","0.122838464534244","0.138823777886077"
"3","2004","Not Working","direct migration background","117","0.112958103461951","0.0938843563790722","0.132031850544829"
"3","2004","Not Working","indirect migration background","27","","",""
"4","2004","Full Time","no migration background","785","0.107859217073754","0.100721739080082","0.114996695067426"
"4","2004","Full Time","direct migration background","78","0.0884605890593365","0.0695806389866498","0.107340539132023"
"4","2004","Full Time","indirect migration background","23","","",""
"4","2004","Part Time","no migration background","467","0.103710920030493","0.0944649570669856","0.112956882994"
"4","2004","Part Time","direct migration background","68","0.116181459676507","0.0904983582320834","0.14186456112093"
"4","2004","Part Time","indirect migration background","21","","",""
"4","2004","Not Working","no migration background","759","0.101666094646255","0.094503167912127","0.108829021380384"
"4","2004","Not Working","direct migration background","89","0.0905991225845659","0.0733031520206874","0.107895093148444"
"4","2004","Not Working","indirect migration background","22","","",""
"5","2004","Full Time","no migration background","1673","0.239616494608014","0.229795077560028","0.249437911656"
"5","2004","Full Time","direct migration background","161","0.210511016379037","0.183406063662767","0.237615969095306"
"5","2004","Full Time","indirect migration background","60","0.142567713509469","0.103834241263891","0.181301185755047"
"5","2004","Part Time","no migration background","992","0.247563956732937","0.234475321741413","0.260652591724461"
"5","2004","Part Time","direct migration background","117","0.185263318830214","0.154124591846733","0.216402045813695"
"5","2004","Part Time","indirect migration background","42","0.175839127820154","0.126958825080107","0.224719430560201"
"5","2004","Not Working","no migration background","1436","0.205110475819098","0.195540059052469","0.214680892585727"
"5","2004","Not Working","direct migration background","174","0.166519061870313","0.14407067848468","0.188967445255946"
"5","2004","Not Working","indirect migration background","55","0.236546368922104","0.184285008810574","0.288807729033635"
"6","2004","Full Time","no migration background","951","0.128001599306706","0.120314455668334","0.135688742945078"
"6","2004","Full Time","direct migration background","104","0.141398260695425","0.118231990442603","0.164564530948246"
"6","2004","Full Time","indirect migration background","43","0.174811143935971","0.13273488134629","0.216887406525652"
"6","2004","Part Time","no migration background","476","0.112193930086195","0.102622879997528","0.121764980174861"
"6","2004","Part Time","direct migration background","51","0.0792185757217777","0.0575719958286332","0.100865155614922"
"6","2004","Part Time","indirect migration background","32","0.114043207673149","0.0732290240902992","0.154857391255998"
"6","2004","Not Working","no migration background","609","0.0804786298322832","0.0740309310075308","0.0869263286570355"
"6","2004","Not Working","direct migration background","64","0.0555726734660084","0.0417681895656656","0.0693771573663512"
"6","2004","Not Working","indirect migration background","31","0.0984902280525453","0.0618453717041468","0.135135084400944"
"7","2004","Full Time","no migration background","1138","0.151737117969269","0.143482241067748","0.159991994870789"
"7","2004","Full Time","direct migration background","103","0.103255069545384","0.0830235566736804","0.123486582417087"
"7","2004","Full Time","indirect migration background","48","0.162793286566349","0.121894490973794","0.203692082158904"
"7","2004","Part Time","no migration background","487","0.109268801647847","0.0998077965721549","0.11872980672354"
"7","2004","Part Time","direct migration background","38","0.0619067125849174","0.0425919495466164","0.0812214756232185"
