"plh0204_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"10 Very willing to take risks","2017","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Very willing to take risks","2017","66 and older","Couple + C. GT 16 ","1","","","","10"
"10 Very willing to take risks","2017","66 and older","Couple + C. LE and GT 16","","","","","10"
"2","2017","16-34 y.","1-pers.-HH","108","0.067136314762423","0.0554112052049747","0.0788614243198713","2"
"2","2017","16-34 y.","(Married) couple without C. ","113","0.0871142653478058","0.0712313994540144","0.102997131241597","2"
"2","2017","16-34 y.","Couple + C. GT 16 ","57","0.0533960669617452","0.0402935245135119","0.0664986094099784","2"
"2","2017","16-34 y.","Couple + C. LE and GT 16","59","0.076749446625708","0.0589378905777495","0.0945610026736664","2"
"2","2017","35-65 y.","1-pers.-HH","208","0.117179989937554","0.102668067340577","0.131691912534531","2"
"2","2017","16-34 y.","Single parent ","65","0.0725740825224135","0.0563228188603384","0.0888253461844885","2"
"2","2017","16-34 y.","Couple + C. LE 16 ","218","0.101828026729122","0.0901107587758299","0.113545294682414","2"
"2","2017","35-65 y.","Couple + C. GT 16 ","209","0.113987604833979","0.100166529244327","0.127808680423631","2"
"2","2017","35-65 y.","Couple + C. LE and GT 16","228","0.129020312620438","0.114306725255374","0.143733899985501","2"
"2","2017","66 and older","1-pers.-HH","203","0.158368328336778","0.139113198425654","0.177623458247902","2"
"2","2017","66 and older","(Married) couple without C. ","399","0.128969199592673","0.11749375213675","0.140444647048595","2"
"2","2017","66 and older","Single parent ","11","","","","2"
"2","2017","66 and older","Couple + C. LE and GT 16","1","","","","2"
"2","2017","35-65 y.","(Married) couple without C. ","467","0.116316033939036","0.10633685579659","0.126295212081482","2"
"2","2017","35-65 y.","Single parent ","178","0.105852494150216","0.0905859434501023","0.12111904485033","2"
"2","2017","35-65 y.","Couple + C. LE 16 ","646","0.116020663007463","0.107620204223859","0.124421121791066","2"
"2","2017","66 and older","Couple + C. LE 16 ","","","","","2"
"2","2017","66 and older","Couple + C. GT 16 ","33","0.144457993223286","0.0964508416464902","0.192465144800082","2"
"3","2017","16-34 y.","1-pers.-HH","144","0.11348299146574","0.0986223351412184","0.128343647790261","3"
"3","2017","16-34 y.","(Married) couple without C. ","167","0.16103738877094","0.140335466065884","0.181739311475997","3"
"3","2017","16-34 y.","Single parent ","101","0.124419845073773","0.103744654179837","0.145095035967709","3"
"3","2017","35-65 y.","Couple + C. LE and GT 16","229","0.131317627444233","0.11649321353763","0.146142041350837","3"
"3","2017","66 and older","1-pers.-HH","192","0.135977599905197","0.117899722440984","0.15405547736941","3"
"3","2017","66 and older","(Married) couple without C. ","450","0.143711673125338","0.131701039898965","0.155722306351712","3"
"3","2017","66 and older","Single parent ","6","","","","3"
"3","2017","66 and older","Couple + C. LE 16 ","1","","","","3"
"3","2017","66 and older","Couple + C. GT 16 ","28","","","","3"
"3","2017","66 and older","Couple + C. LE and GT 16","2","","","","3"
"3","2017","35-65 y.","1-pers.-HH","234","0.13528100306082","0.119849151103216","0.150712855018424","3"
"3","2017","35-65 y.","Couple + C. GT 16 ","326","0.162296966218498","0.14626106492646","0.178332867510535","3"
"3","2017","16-34 y.","Couple + C. LE and GT 16","52","0.0574853500673835","0.0419103846154713","0.0730603155192956","3"
"3","2017","35-65 y.","(Married) couple without C. ","548","0.144683209101738","0.133733588772216","0.15563282943126","3"
"3","2017","35-65 y.","Single parent ","172","0.106549438544613","0.0912386824649001","0.121860194624325","3"
"3","2017","35-65 y.","Couple + C. LE 16 ","710","0.161359865858684","0.151710475844421","0.171009255872946","3"
"3","2017","16-34 y.","Couple + C. GT 16 ","126","0.10312767323034","0.0854033480116471","0.120851998449032","3"
"3","2017","16-34 y.","Couple + C. LE 16 ","218","0.136528786462865","0.1232258047251","0.149831768200631","3"
"4","2017","16-34 y.","1-pers.-HH","98","0.0816571134786191","0.0688270586665804","0.0944871682906579","4"
"4","2017","16-34 y.","(Married) couple without C. ","129","0.124550625556751","0.105952700454828","0.143148550658674","4"
"4","2017","16-34 y.","Single parent ","73","0.0895307562814926","0.0716463094683045","0.107415203094681","4"
"4","2017","16-34 y.","Couple + C. LE 16 ","159","0.0660818198844372","0.056456650957322","0.0757069888115523","4"
"4","2017","35-65 y.","Couple + C. GT 16 ","190","0.10002789089048","0.0869791619277389","0.113076619853221","4"
"4","2017","66 and older","(Married) couple without C. ","346","0.105327619734322","0.0948173703642125","0.115837869104432","4"
"4","2017","66 and older","Single parent ","6","","","","4"
"4","2017","66 and older","Couple + C. LE 16 ","","","","","4"
"4","2017","16-34 y.","Couple + C. LE and GT 16","64","0.0866318913607159","0.0678098697836158","0.105453912937816","4"
"4","2017","35-65 y.","1-pers.-HH","151","0.0731988727337161","0.061446985537925","0.0849507599295073","4"
"4","2017","16-34 y.","Couple + C. GT 16 ","108","0.0907240303036168","0.0739851727754547","0.107462887831779","4"
"4","2017","35-65 y.","(Married) couple without C. ","392","0.0963990055840873","0.0872124835245324","0.105585527643642","4"
"4","2017","35-65 y.","Single parent ","140","0.0968964389698514","0.0822170331299966","0.111575844809706","4"
"4","2017","35-65 y.","Couple + C. LE 16 ","446","0.0875420356505553","0.0801284376850108","0.0949556336160999","4"
"4","2017","35-65 y.","Couple + C. LE and GT 16","162","0.0779130362518396","0.066148453751751","0.0896776187519282","4"
"4","2017","66 and older","Couple + C. LE and GT 16","","","","","4"
"4","2017","66 and older","1-pers.-HH","119","0.0860597825124065","0.0712683489161161","0.100851216108697","4"
"4","2017","66 and older","Couple + C. GT 16 ","24","","","","4"
"5","2017","35-65 y.","Couple + C. LE and GT 16","387","0.191590672748983","0.174316854208641","0.208864491289325","5"
"5","2017","66 and older","(Married) couple without C. ","684","0.198999002286434","0.185329526867842","0.212668477705027","5"
"5","2017","66 and older","Single parent ","9","","","","5"
"5","2017","66 and older","Couple + C. LE 16 ","","","","","5"
"5","2017","35-65 y.","1-pers.-HH","379","0.208392110553309","0.190066526097145","0.226717695009474","5"
"5","2017","16-34 y.","Single parent ","174","0.186505618080158","0.162106171081491","0.210905065078825","5"
"5","2017","16-34 y.","Couple + C. LE and GT 16","154","0.186044327059551","0.160006002249662","0.21208265186944","5"
"5","2017","35-65 y.","(Married) couple without C. ","787","0.207956053950296","0.195323623420983","0.220588484479608","5"
"5","2017","35-65 y.","Couple + C. LE 16 ","996","0.17969393560209","0.169623020184064","0.189764851020117","5"
"5","2017","35-65 y.","Couple + C. GT 16 ","348","0.163565850695894","0.147479581747214","0.179652119644575","5"
"5","2017","16-34 y.","1-pers.-HH","288","0.166493622974547","0.149040130943363","0.183947115005731","5"
"5","2017","16-34 y.","(Married) couple without C. ","191","0.134550198032637","0.115330828745052","0.153769567320223","5"
"5","2017","16-34 y.","Couple + C. LE 16 ","418","0.177924846018467","0.163106934108526","0.192742757928407","5"
"5","2017","16-34 y.","Couple + C. GT 16 ","188","0.173459580476203","0.15139234229518","0.195526818657227","5"
"5","2017","66 and older","Couple + C. LE and GT 16","1","","","","5"
"5","2017","35-65 y.","Single parent ","319","0.221721583919535","0.201107821268164","0.242335346570907","5"
"5","2017","66 and older","1-pers.-HH","296","0.203671917326645","0.182431509881792","0.224912324771498","5"
"5","2017","66 and older","Couple + C. GT 16 ","34","0.175538609619666","0.123588559713245","0.227488659526088","5"
"6","2017","16-34 y.","1-pers.-HH","207","0.147675503445036","0.131053407605233","0.164297599284839","6"
"6","2017","16-34 y.","(Married) couple without C. ","143","0.125052778753321","0.106422745898581","0.143682811608061","6"
"6","2017","16-34 y.","Single parent ","107","0.111932593447325","0.0921830075536931","0.131682179340957","6"
"6","2017","16-34 y.","Couple + C. LE 16 ","242","0.0995989181161621","0.0879962395053994","0.111201596726925","6"
"6","2017","16-34 y.","Couple + C. GT 16 ","146","0.141926801455486","0.121588664624538","0.162264938286434","6"
"6","2017","16-34 y.","Couple + C. LE and GT 16","106","0.133638712890327","0.110870963200495","0.156406462580159","6"
"6","2017","35-65 y.","1-pers.-HH","202","0.11142929562689","0.0972319279735462","0.125626663280234","6"
"6","2017","35-65 y.","Couple + C. GT 16 ","235","0.111618636132651","0.0979236623604497","0.125313609904853","6"
"6","2017","35-65 y.","Couple + C. LE and GT 16","203","0.112725649989471","0.0988444870677385","0.126606812911203","6"
"6","2017","66 and older","(Married) couple without C. ","385","0.113575336299537","0.102711760431595","0.124438912167479","6"
"6","2017","66 and older","Single parent ","8","","","","6"
"6","2017","66 and older","Couple + C. LE 16 ","5","","","","6"
"6","2017","66 and older","Couple + C. GT 16 ","16","","","","6"
"6","2017","66 and older","Couple + C. LE and GT 16","","","","","6"
"6","2017","35-65 y.","(Married) couple without C. ","449","0.115056292575255","0.10512422865705","0.124988356493461","6"
"6","2017","35-65 y.","Single parent ","148","0.0918688465308171","0.0775356118788815","0.106202081182753","6"
"6","2017","35-65 y.","Couple + C. LE 16 ","629","0.121791665391156","0.113212958315605","0.130370372466707","6"
"6","2017","66 and older","1-pers.-HH","131","0.0927688080236053","0.0774681106077009","0.10806950543951","6"
"7","2017","16-34 y.","1-pers.-HH","254","0.181927605629761","0.163852774958168","0.200002436301353","7"
"7","2017","16-34 y.","(Married) couple without C. ","171","0.133806374515949","0.114631968779493","0.152980780252404","7"
"7","2017","16-34 y.","Single parent ","167","0.170527710776341","0.146968802190252","0.194086619362429","7"
"7","2017","16-34 y.","Couple + C. LE 16 ","259","0.141598371289341","0.128090486632544","0.155106255946138","7"
"7","2017","16-34 y.","Couple + C. GT 16 ","204","0.189259410386095","0.166430431408808","0.212088389363382","7"
"7","2017","16-34 y.","Couple + C. LE and GT 16","149","0.199186030751285","0.172462138876771","0.225909922625799","7"
"7","2017","35-65 y.","1-pers.-HH","216","0.136132469827698","0.120659752970962","0.151605186684433","7"
"7","2017","35-65 y.","(Married) couple without C. ","502","0.121930457957496","0.111745785790667","0.132115130124325","7"
"7","2017","35-65 y.","Couple + C. LE and GT 16","205","0.133637326214924","0.118702531087887","0.14857212134196","7"
"7","2017","66 and older","1-pers.-HH","96","0.067495940295151","0.0542642464597149","0.0807276341305872","7"
"7","2017","66 and older","(Married) couple without C. ","375","0.107152938101423","0.0965628286389861","0.11774304756386","7"
"7","2017","66 and older","Single parent ","8","","","","7"
"7","2017","66 and older","Couple + C. LE 16 ","1","","","","7"
"7","2017","66 and older","Couple + C. GT 16 ","28","","","","7"
"7","2017","66 and older","Couple + C. LE and GT 16","","","","","7"
"7","2017","35-65 y.","Single parent ","148","0.115165546397387","0.0993247106631667","0.131006382131608","7"
"7","2017","35-65 y.","Couple + C. GT 16 ","257","0.128356386099231","0.113809456196269","0.142903316002194","7"
"7","2017","35-65 y.","Couple + C. LE 16 ","672","0.137048797574642","0.128027998472469","0.146069596676815","7"
"8","2017","16-34 y.","1-pers.-HH","177","0.129675722723853","0.113935931977468","0.145415513470237","8"
"8","2017","16-34 y.","(Married) couple without C. ","141","0.13992035180044","0.120382095637878","0.159458607963002","8"
"8","2017","66 and older","(Married) couple without C. ","271","0.0765096183971526","0.0674087239689238","0.0856105128253814","8"
"8","2017","66 and older","Single parent ","4","","","","8"
"8","2017","16-34 y.","Single parent ","115","0.116348004711528","0.0962627730021286","0.136433236420927","8"
"8","2017","66 and older","Couple + C. LE 16 ","1","","","","8"
"8","2017","16-34 y.","Couple + C. LE 16 ","230","0.109042948018165","0.0969664747309061","0.121119421305423","8"
"8","2017","16-34 y.","Couple + C. GT 16 ","170","0.146449202633872","0.125844090587582","0.167054314680161","8"
"8","2017","16-34 y.","Couple + C. LE and GT 16","120","0.141892835713867","0.118544526024959","0.165241145402776","8"
"8","2017","35-65 y.","1-pers.-HH","174","0.090006680010739","0.0770939338306237","0.102919426190854","8"
"8","2017","35-65 y.","(Married) couple without C. ","304","0.0785532219260285","0.0701790162267323","0.0869274276253248","8"
"8","2017","35-65 y.","Single parent ","121","0.0862243591990494","0.0722953390101627","0.100153379387936","8"
"8","2017","35-65 y.","Couple + C. LE 16 ","435","0.0868842769721816","0.0794959214824892","0.0942726324618739","8"
"8","2017","35-65 y.","Couple + C. GT 16 ","192","0.086434752368123","0.0742137420544887","0.0986557626817574","8"
"8","2017","35-65 y.","Couple + C. LE and GT 16","162","0.0832437840229416","0.0711185996089664","0.0953689684369167","8"
"8","2017","66 and older","1-pers.-HH","88","0.0576074961952767","0.0453187757934165","0.0698962165971369","8"
"8","2017","66 and older","Couple + C. GT 16 ","17","","","","8"
"8","2017","66 and older","Couple + C. LE and GT 16","","","","","8"
"9","2017","16-34 y.","1-pers.-HH","68","0.0357018567791394","0.0270086475247493","0.0443950660335295","9"
"9","2017","16-34 y.","(Married) couple without C. ","37","0.0240039994425019","0.0153833131283179","0.0326246857566858","9"
"9","2017","16-34 y.","Single parent ","42","0.0390410946070818","0.026908040178512","0.0511741490356516","9"
"9","2017","16-34 y.","Couple + C. LE 16 ","90","0.0260434619912297","0.0198727952199505","0.0322141287625089","9"
"9","2017","16-34 y.","Couple + C. GT 16 ","55","0.0383447544606266","0.0271534819370146","0.0495360269842386","9"
"9","2017","16-34 y.","Couple + C. LE and GT 16","38","0.03991227611837","0.0268140298039552","0.0530105224327849","9"
"9","2017","35-65 y.","1-pers.-HH","53","0.0285472453473556","0.0210335239667924","0.0360609667279188","9"
"9","2017","35-65 y.","(Married) couple without C. ","88","0.0291857942628436","0.0239464092330888","0.0344251792925983","9"
"9","2017","35-65 y.","Single parent ","46","0.0299904531934952","0.0215266547914975","0.0384542515954929","9"
"9","2017","35-65 y.","Couple + C. LE 16 ","153","0.0216053531910305","0.0177916051624374","0.0254191012196237","9"
"9","2017","66 and older","1-pers.-HH","19","","","","9"
"9","2017","66 and older","(Married) couple without C. ","43","0.0139922905434915","0.00997073165176895","0.0180138494352141","9"
"9","2017","35-65 y.","Couple + C. LE and GT 16","39","0.0275519537332866","0.02036748071111","0.0347364267554631","9"
