"plh0204_h","year","migback","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2004","no migration background","1261","0.0888078076318543","0.0846830588631276","0.092932556400581"
"0 Not at all Willing to take risks","2004","direct migration background","412","0.157528722515773","0.143319352387008","0.171738092644538"
"0 Not at all Willing to take risks","2004","indirect migration background","51","0.0746811674320743","0.0564651116593541","0.0928972232047945"
"1","2004","no migration background","820","0.0511183615791913","0.0479249020522261","0.0543118211061564"
"1","2004","direct migration background","180","0.0752165964225348","0.0649294658530173","0.0855037269920524"
"1","2004","indirect migration background","35","0.0378927871752371","0.0246617738108237","0.0511238005396505"
"2","2004","no migration background","1751","0.0996535792611193","0.09531029549826","0.103996863023979"
"2","2004","direct migration background","312","0.121218931887495","0.108488504843878","0.133949358931113"
"2","2004","indirect migration background","77","0.0929857253115183","0.0728615403590652","0.113109910263971"
"3","2004","no migration background","2352","0.125632616878516","0.120826823335907","0.130438410421125"
"3","2004","direct migration background","309","0.121225995662869","0.108495248871523","0.133956742454215"
"3","2004","indirect migration background","86","0.118878647589434","0.0964515595324546","0.141305735646414"
"4","2004","no migration background","2011","0.104391540735337","0.0999579185722036","0.10882516289847"
"4","2004","direct migration background","235","0.0960183676196807","0.0845269300456859","0.107509805193676"
"4","2004","indirect migration background","66","0.0786272203888407","0.0599760002628172","0.0972784405148642"
"5","2004","no migration background","4101","0.226922641437538","0.22084944505918","0.232995837815897"
"5","2004","direct migration background","452","0.185754334495918","0.170585067139752","0.200923601852084"
"5","2004","indirect migration background","157","0.183328295434094","0.156515530417072","0.210141060451116"
"6","2004","no migration background","2036","0.104811226271212","0.100369741811392","0.109252710731033"
"6","2004","direct migration background","219","0.0900000050729316","0.0788375593102957","0.101162450835567"
"6","2004","indirect migration background","106","0.132136529897094","0.108670465914161","0.155602593880027"
"7","2004","no migration background","2149","0.108010128563052","0.103509438203226","0.112510818922878"
"7","2004","direct migration background","194","0.0703976022845327","0.060419568934964","0.0803756356341014"
"7","2004","indirect migration background","105","0.126117218679677","0.103112502428047","0.149121934931307"
"8","2004","no migration background","1315","0.0663148379661161","0.0627067882165089","0.0699228877157234"
"8","2004","direct migration background","140","0.058355920373237","0.0492126144401377","0.0674992263063363"
"8","2004","indirect migration background","75","0.107789345310812","0.0862999241641747","0.129278766457449"
"9","2004","no migration background","317","0.015089165673246","0.0133215086500155","0.0168568226964766"
"9","2004","direct migration background","41","0.0121926985746922","0.00791211052744275","0.0164732866219417"
"9","2004","indirect migration background","23","","",""
"10 Very willing to take risks","2004","no migration background","158","0.00924809400281765","0.00786013861137923","0.0106360493942561"
"10 Very willing to take risks","2004","direct migration background","31","0.0120908250903362","0.00782793752190015","0.0163537126587723"
"10 Very willing to take risks","2004","indirect migration background","19","","",""
"0 Not at all Willing to take risks","2005","no migration background","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","","","",""
"1","2005","no migration background","","","",""
"1","2005","direct migration background","","","",""
"1","2005","indirect migration background","","","",""
"2","2005","no migration background","","","",""
"2","2005","direct migration background","","","",""
"2","2005","indirect migration background","","","",""
"3","2005","no migration background","","","",""
"3","2005","direct migration background","","","",""
"3","2005","indirect migration background","","","",""
"4","2005","no migration background","","","",""
"4","2005","direct migration background","","","",""
"4","2005","indirect migration background","","","",""
"5","2005","no migration background","","","",""
"5","2005","direct migration background","","","",""
"5","2005","indirect migration background","","","",""
"6","2005","no migration background","","","",""
"6","2005","direct migration background","","","",""
"6","2005","indirect migration background","","","",""
"7","2005","no migration background","","","",""
"7","2005","direct migration background","","","",""
"7","2005","indirect migration background","","","",""
"8","2005","no migration background","","","",""
"8","2005","direct migration background","","","",""
"8","2005","indirect migration background","","","",""
"9","2005","no migration background","","","",""
"9","2005","direct migration background","","","",""
"9","2005","indirect migration background","","","",""
"10 Very willing to take risks","2005","no migration background","","","",""
"10 Very willing to take risks","2005","direct migration background","","","",""
"10 Very willing to take risks","2005","indirect migration background","","","",""
"0 Not at all Willing to take risks","2006","no migration background","829","0.05416596955977","0.050926083293227","0.0574058558263131"
"0 Not at all Willing to take risks","2006","direct migration background","224","0.0947087821444456","0.0829101951087252","0.106507369180166"
"0 Not at all Willing to take risks","2006","indirect migration background","25","","",""
"1","2006","no migration background","698","0.0419310167814839","0.0390620526174552","0.0447999809455127"
"1","2006","direct migration background","139","0.0541812906445541","0.0450597259183045","0.0633028553708037"
"1","2006","indirect migration background","18","","",""
"2","2006","no migration background","1627","0.0885278127529761","0.0844617824202091","0.0925938430857431"
"2","2006","direct migration background","243","0.0983144734627515","0.0863173535693685","0.110311593356134"
"2","2006","indirect migration background","63","0.0586329744180427","0.0425429540410594","0.0747229947950261"
"3","2006","no migration background","2302","0.120731305023608","0.116067613790698","0.125394996256518"
"3","2006","direct migration background","271","0.111791601026422","0.0990945534578924","0.124488648594952"
"3","2006","indirect migration background","75","0.0809892120852923","0.062304774414416","0.0996736497561687"
"4","2006","no migration background","1951","0.102624067911148","0.0982802575386613","0.106967878283634"
"4","2006","direct migration background","249","0.115707822572247","0.1028188003354","0.128596844809095"
"4","2006","indirect migration background","61","0.0734203518572783","0.0555572962848286","0.0912834074297279"
"5","2006","no migration background","4510","0.241834071690153","0.235704926457752","0.247963216922553"
"5","2006","direct migration background","438","0.187459980195087","0.171734012309073","0.203185948081102"
"5","2006","indirect migration background","191","0.238938266895836","0.209733150754589","0.268143383037084"
"6","2006","no migration background","2252","0.114811204454126","0.110248008412942","0.11937440049531"
"6","2006","direct migration background","266","0.110241838746245","0.0976221124685792","0.122861565023912"
"6","2006","indirect migration background","96","0.124703335062687","0.102076552094844","0.147330118030531"
"7","2006","no migration background","2374","0.118681298261376","0.114051983895352","0.1233106126274"
"7","2006","direct migration background","246","0.0986854232372441","0.0866681642096913","0.110702682264797"
"7","2006","indirect migration background","133","0.167618494002814","0.142036857800634","0.193200130204994"
"8","2006","no migration background","1598","0.0837004052812023","0.0797363330062759","0.0876644775561287"
"8","2006","direct migration background","190","0.0800106030858086","0.0690784449841392","0.090942761187478"
"8","2006","indirect migration background","101","0.114686734256703","0.0928638967365974","0.136509571776808"
"9","2006","no migration background","380","0.0185995021509748","0.0166656074058699","0.0205333968960798"
"9","2006","direct migration background","53","0.0277785068069499","0.0211566805981394","0.0344003330157604"
"9","2006","indirect migration background","37","0.0401415908632004","0.0266982559842878","0.0535849257421129"
"10 Very willing to take risks","2006","no migration background","228","0.0143933461331824","0.0126884743042025","0.0160982179621624"
"10 Very willing to take risks","2006","direct migration background","47","0.0211196780782435","0.0153260692802918","0.0269132868761953"
"10 Very willing to take risks","2006","indirect migration background","19","","",""
"0 Not at all Willing to take risks","2007","no migration background","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","","","",""
"0 Not at all Willing to take risks","2007","indirect migration background","","","",""
"1","2007","no migration background","","","",""
"1","2007","direct migration background","","","",""
"1","2007","indirect migration background","","","",""
"2","2007","no migration background","","","",""
"2","2007","direct migration background","","","",""
"2","2007","indirect migration background","","","",""
"3","2007","no migration background","","","",""
"3","2007","direct migration background","","","",""
"3","2007","indirect migration background","","","",""
"4","2007","no migration background","","","",""
"4","2007","direct migration background","","","",""
"4","2007","indirect migration background","","","",""
"5","2007","no migration background","","","",""
"5","2007","direct migration background","","","",""
"5","2007","indirect migration background","","","",""
"6","2007","no migration background","","","",""
"6","2007","direct migration background","","","",""
"6","2007","indirect migration background","","","",""
"7","2007","no migration background","","","",""
"7","2007","direct migration background","","","",""
"7","2007","indirect migration background","","","",""
"8","2007","no migration background","","","",""
"8","2007","direct migration background","","","",""
"8","2007","indirect migration background","","","",""
"9","2007","no migration background","","","",""
"9","2007","direct migration background","","","",""
"9","2007","indirect migration background","","","",""
"10 Very willing to take risks","2007","no migration background","","","",""
"10 Very willing to take risks","2007","direct migration background","","","",""
"10 Very willing to take risks","2007","indirect migration background","","","",""
"0 Not at all Willing to take risks","2008","no migration background","703","0.0468552766735495","0.0436507969197562","0.0500597564273428"
"0 Not at all Willing to take risks","2008","direct migration background","144","0.0745993808738815","0.0628192462960535","0.0863795154517094"
"0 Not at all Willing to take risks","2008","indirect migration background","26","","",""
"1","2008","no migration background","863","0.0555895856763837","0.0521152165510209","0.0590639548017465"
"1","2008","direct migration background","153","0.0702024179103973","0.0587476053010747","0.08165723051972"
"1","2008","indirect migration background","33","0.0376494305566592","0.024213530589514","0.0510853305238045"
"2","2008","no migration background","2060","0.122744347902426","0.117768550446447","0.127720145358405"
"2","2008","direct migration background","237","0.130508154031602","0.1154049417122","0.145611366351004"
"2","2008","indirect migration background","72","0.10427146046433","0.082699389705538","0.125843531223123"
"3","2008","no migration background","2574","0.152634964152348","0.147181642187201","0.158088286117496"
"3","2008","direct migration background","244","0.116456822157234","0.102074993711569","0.130838650602899"
"3","2008","indirect migration background","101","0.124728077831531","0.101405609327795","0.148050546335268"
"4","2008","no migration background","1953","0.116652087332495","0.111784530785789","0.121519643879202"
"4","2008","direct migration background","178","0.0927772669971292","0.0797697172027859","0.105784816791473"
"4","2008","indirect migration background","60","0.0637699166639888","0.0465226561736766","0.0810171771543009"
"5","2008","no migration background","3378","0.202760275141148","0.196663716493927","0.20885683378837"
"5","2008","direct migration background","336","0.1844600256858","0.167070349043002","0.201849702328599"
"5","2008","indirect migration background","133","0.219046535256904","0.189851992746071","0.248241077767737"
"6","2008","no migration background","1752","0.100593296669415","0.0960322823539546","0.105154310984876"
"6","2008","direct migration background","187","0.113573328152817","0.0993475074293854","0.127799148876248"
"6","2008","indirect migration background","92","0.117308379661439","0.0945945731508133","0.140022186172066"
"7","2008","no migration background","1766","0.102682098105048","0.09807932689624","0.107284869313856"
"7","2008","direct migration background","202","0.107474374676791","0.0935882660606576","0.121360483292925"
"7","2008","indirect migration background","102","0.134713628550697","0.110614207981405","0.15881304911999"
"8","2008","no migration background","1177","0.0680748576564431","0.064255566739539","0.0718941485733472"
"8","2008","direct migration background","146","0.0622217985809633","0.0513915333008433","0.0730520638610833"
"8","2008","indirect migration background","103","0.103410132367468","0.0819170173724606","0.124903247362476"
"9","2008","no migration background","307","0.0194082610002386","0.0173163833410593","0.021500138659418"
"9","2008","direct migration background","51","0.0315203602306645","0.0236868109284751","0.039353909532854"
"9","2008","indirect migration background","27","","",""
"10 Very willing to take risks","2008","no migration background","174","0.0120049496905039","0.0103535339820668","0.0136563653989409"
"10 Very willing to take risks","2008","direct migration background","33","0.0162060707027196","0.0105448683133084","0.0218672730921308"
"10 Very willing to take risks","2008","indirect migration background","22","","",""
"0 Not at all Willing to take risks","2009","no migration background","1348","0.0938878192512","0.0893216313395298","0.0984540071628702"
"0 Not at all Willing to take risks","2009","direct migration background","240","0.151395640737797","0.134163394346268","0.168627887129327"
"0 Not at all Willing to take risks","2009","indirect migration background","34","0.0480651108722812","0.0323643057755414","0.0637659159690209"
"1","2009","no migration background","1163","0.0767856448218461","0.0726174360613671","0.0809538535823251"
"1","2009","direct migration background","151","0.0878506937918301","0.0742413199148705","0.10146006766879"
"1","2009","indirect migration background","39","0.0370237919988725","0.0231641646470247","0.0508834193507203"
"2","2009","no migration background","2332","0.143828465400966","0.138334815421629","0.149322115380303"
"2","2009","direct migration background","226","0.130550468071114","0.114353117317672","0.146747818824555"
"2","2009","indirect migration background","69","0.0826247405334438","0.0624163422740533","0.102833138792834"
"3","2009","no migration background","2580","0.157305955769474","0.151606075737568","0.163005835801379"
"3","2009","direct migration background","282","0.149124087633308","0.13199873212945","0.166249443137166"
"3","2009","indirect migration background","96","0.120635790133014","0.0967287502776383","0.144542829988389"
"4","2009","no migration background","1818","0.112574710874142","0.107626542259676","0.117522879488608"
"4","2009","direct migration background","178","0.110280928793951","0.0952214743600523","0.12534038322785"
"4","2009","indirect migration background","87","0.118571686762948","0.0948422558188453","0.14230111770705"
"5","2009","no migration background","3202","0.207204030930091","0.200858938010678","0.213549123849504"
"5","2009","direct migration background","285","0.177415342638179","0.159049178093097","0.195781507183261"
"5","2009","indirect migration background","177","0.285648202777743","0.252491209219198","0.318805196336289"
"6","2009","no migration background","1441","0.091311573031849","0.08680207106687","0.0958210749968281"
"6","2009","direct migration background","119","0.0877912266894474","0.0741860162891467","0.101396437089748"
"6","2009","indirect migration background","94","0.141564784764534","0.115976881205532","0.167152688323536"
"7","2009","no migration background","1155","0.0729181226588988","0.0688477426656424","0.0769885026521551"
"7","2009","direct migration background","108","0.0614417041882171","0.0498966803444056","0.0729867280320287"
"7","2009","indirect migration background","61","0.0850387004204978","0.0645642149859717","0.105513185855024"
