"plh0204_h","year","migback","n","percent","lower_confidence","upper_confidence"
"8","2009","no migration background","505","0.0348289303566286","0.0319586099005215","0.0376992508127356"
"8","2009","direct migration background","56","0.0297342301267015","0.0215682882289245","0.0379001720244786"
"8","2009","indirect migration background","40","0.0538624457335952","0.0372924078502903","0.0704324836169"
"9","2009","no migration background","81","0.0056813865801781","0.00450473434252372","0.00685803881783249"
"9","2009","direct migration background","11","","",""
"9","2009","indirect migration background","8","","",""
"10 Very willing to take risks","2009","no migration background","49","0.00367336032472659","0.00272627129405788","0.0046204493553953"
"10 Very willing to take risks","2009","direct migration background","6","","",""
"10 Very willing to take risks","2009","indirect migration background","8","","",""
"0 Not at all Willing to take risks","2010","no migration background","1077","0.061873284046085","0.0585301100753198","0.0652164580168502"
"0 Not at all Willing to take risks","2010","direct migration background","257","0.0976761487611879","0.086852476034832","0.108499821487544"
"0 Not at all Willing to take risks","2010","indirect migration background","58","0.0426986493325693","0.0309983280696502","0.0543989705954884"
"1","2010","no migration background","989","0.0567672591764969","0.0535562981243398","0.0599782202286541"
"1","2010","direct migration background","205","0.08135116754409","0.0713843655943739","0.0913179694938061"
"1","2010","indirect migration background","47","0.0439707693109935","0.0321053251559754","0.0558362134660116"
"2","2010","no migration background","2429","0.128774652511666","0.124126749195096","0.133422555828236"
"2","2010","direct migration background","343","0.12259093985231","0.110633742032778","0.134548137671842"
"2","2010","indirect migration background","116","0.0677980401868254","0.0532491469171657","0.082346933456485"
"3","2010","no migration background","3045","0.160143254451083","0.155054241297523","0.165232267604643"
"3","2010","direct migration background","382","0.129096564585508","0.116871771582231","0.141321357588785"
"3","2010","indirect migration background","140","0.104156981235327","0.0864792498269034","0.12183471264375"
"4","2010","no migration background","1993","0.0982032048935826","0.0940737396470258","0.102332670140139"
"4","2010","direct migration background","261","0.094541549265537","0.0838744879794219","0.105208610551652"
"4","2010","indirect migration background","111","0.0907688071534087","0.0741434164787569","0.10739419782806"
"5","2010","no migration background","4194","0.205345838982595","0.199740412314101","0.210951265651089"
"5","2010","direct migration background","556","0.171976688504173","0.158218690485264","0.185734686523082"
"5","2010","indirect migration background","223","0.219003345861778","0.19506928761102","0.242937404112536"
"6","2010","no migration background","2140","0.100249805381309","0.0960822691443479","0.10441734161827"
"6","2010","direct migration background","294","0.104668820392889","0.0935079082621763","0.115829732523602"
"6","2010","indirect migration background","130","0.110160186890277","0.0920411699684709","0.128279203812084"
"7","2010","no migration background","2161","0.101140953057735","0.0969570081354307","0.105324897980039"
"7","2010","direct migration background","260","0.0869450563704293","0.0766727001217287","0.09721741261913"
"7","2010","indirect migration background","151","0.18233440858528","0.159988986648975","0.204679830521585"
"8","2010","no migration background","1412","0.0643388142977744","0.0609341642849077","0.067743464310641"
"8","2010","direct migration background","203","0.0652917636363412","0.0562850489732475","0.0742984782994349"
"8","2010","indirect migration background","99","0.0860739939417944","0.0698425230435838","0.102305464840005"
"9","2010","no migration background","288","0.0126079917293372","0.0110597299154481","0.0141562535432263"
"9","2010","direct migration background","56","0.0265366156057291","0.0206768297278843","0.0323964014835738"
"9","2010","indirect migration background","29","","",""
"10 Very willing to take risks","2010","no migration background","222","0.0105549414723359","0.00913686256380849","0.0119730203808633"
"10 Very willing to take risks","2010","direct migration background","73","0.0193246854818057","0.0143056760883293","0.024343694875282"
"10 Very willing to take risks","2010","indirect migration background","43","0.0318019521057527","0.0216470586075788","0.0419568456039266"
"0 Not at all Willing to take risks","2011","no migration background","846","0.0512411669140954","0.0480193875785809","0.0544629462496099"
"0 Not at all Willing to take risks","2011","direct migration background","155","0.0745789370793904","0.0631082785753961","0.0860495955833847"
"0 Not at all Willing to take risks","2011","indirect migration background","21","","",""
"1","2011","no migration background","859","0.0501314608292539","0.0469428956311579","0.0533200260273498"
"1","2011","direct migration background","161","0.0735997791010218","0.0621986425775222","0.0850009156245214"
"1","2011","indirect migration background","29","","",""
"2","2011","no migration background","1920","0.108827300730203","0.104276809986429","0.113377791473978"
"2","2011","direct migration background","240","0.113189381331092","0.0993559839987614","0.127022778663423"
"2","2011","indirect migration background","62","0.0881879259886317","0.0684763313020812","0.107899520675182"
"3","2011","no migration background","2451","0.134309077115016","0.129326632449609","0.139291521780423"
"3","2011","direct migration background","245","0.120125302911213","0.105930210373494","0.134320395448932"
"3","2011","indirect migration background","95","0.100229181322856","0.0793541291191097","0.121104233526602"
"4","2011","no migration background","1953","0.106107046561328","0.101606935420394","0.110607157702263"
"4","2011","direct migration background","181","0.0792471062718592","0.0674527615138926","0.0910414510298259"
"4","2011","indirect migration background","67","0.0680808129380123","0.0505716243736744","0.0855900015023503"
"5","2011","no migration background","4123","0.226728427767434","0.220610175493466","0.232846680041402"
"5","2011","direct migration background","401","0.211858963924957","0.194017275205122","0.229700652644792"
"5","2011","indirect migration background","171","0.200235029152034","0.172417679875837","0.228052378428231"
"6","2011","no migration background","2092","0.114613724339612","0.109959009552542","0.119268439126682"
"6","2011","direct migration background","183","0.0841670992557467","0.0720446641941477","0.0962895343173456"
"6","2011","indirect migration background","108","0.127035309472427","0.103886690282356","0.150183928662498"
"7","2011","no migration background","2067","0.112967003117157","0.108341552364595","0.117592453869719"
"7","2011","direct migration background","229","0.120670701668445","0.106447831140865","0.134893572196026"
"7","2011","indirect migration background","101","0.173968310772379","0.147617259002381","0.200319362542377"
"8","2011","no migration background","1255","0.0708070776395661","0.0670590770406353","0.0745550782384968"
"8","2011","direct migration background","151","0.0882678723822644","0.0758814603012433","0.100654284463286"
"8","2011","indirect migration background","99","0.123209336944051","0.100362067941886","0.146056605946215"
"9","2011","no migration background","258","0.0143779916196175","0.0126385386976953","0.0161174445415398"
"9","2011","direct migration background","41","0.0193221239405871","0.0133117542403963","0.025332493640778"
"9","2011","indirect migration background","26","","",""
"10 Very willing to take risks","2011","no migration background","168","0.00988972336671628","0.00844381015573323","0.0113356365776993"
"10 Very willing to take risks","2011","direct migration background","28","","",""
"10 Very willing to take risks","2011","indirect migration background","16","","",""
"0 Not at all Willing to take risks","2012","no migration background","741","0.0381688172561472","0.0357106011999574","0.0406270333123369"
"0 Not at all Willing to take risks","2012","direct migration background","204","0.0639657879857705","0.0552761260702362","0.0726554499013049"
"0 Not at all Willing to take risks","2012","indirect migration background","37","0.0200498190974006","0.0123708957189846","0.0277287424758167"
"1","2012","no migration background","787","0.0353774091847453","0.0330073565013537","0.0377474618681369"
"1","2012","direct migration background","188","0.0681302828589898","0.0591821826948001","0.0770783830231795"
"1","2012","indirect migration background","42","0.0301106691810376","0.0207487604935663","0.0394725778685088"
"2","2012","no migration background","2152","0.0909946704847078","0.0873048310642572","0.0946845099051584"
"2","2012","direct migration background","320","0.115129028315189","0.103794184630938","0.126463871999441"
"2","2012","indirect migration background","102","0.0877161336151246","0.0722191260995271","0.103213141130722"
"3","2012","no migration background","3023","0.125479449685861","0.121229462842217","0.129729436529505"
"3","2012","direct migration background","335","0.10249551642001","0.091724569419416","0.113266463420604"
"3","2012","indirect migration background","132","0.0948343218479913","0.0787837719263549","0.110884871769628"
"4","2012","no migration background","2492","0.108089296286353","0.104105764326156","0.11207282824655"
"4","2012","direct migration background","239","0.0721364390626037","0.0629488290735879","0.0813240490516195"
"4","2012","indirect migration background","105","0.0834014769897438","0.0682547236317407","0.0985482303477469"
"5","2012","no migration background","5413","0.235818280228391","0.230371958038433","0.241264602418349"
"5","2012","direct migration background","602","0.190931602148379","0.176973876136592","0.204889328160166"
"5","2012","indirect migration background","257","0.190027591402884","0.168535110447546","0.211520072358222"
"6","2012","no migration background","2864","0.11978916972463","0.115623177983928","0.123955161465332"
"6","2012","direct migration background","320","0.0955130507659126","0.0850750901839603","0.105951011347865"
"6","2012","indirect migration background","167","0.130185319681221","0.111750560029876","0.148620079332565"
"7","2012","no migration background","3064","0.129674832547131","0.12536475690273","0.133984908191532"
"7","2012","direct migration background","401","0.139902249836886","0.127583421689899","0.152221077983874"
"7","2012","indirect migration background","176","0.131379190994351","0.112872809419229","0.149885572569473"
"8","2012","no migration background","1974","0.0852518350443798","0.0816690651625429","0.0888346049262167"
"8","2012","direct migration background","288","0.101931237711388","0.0911866047222241","0.112675870700553"
"8","2012","indirect migration background","168","0.151206446773345","0.131580559666374","0.170832333880316"
"9","2012","no migration background","504","0.0196340340071787","0.0178540538712715","0.0214140141430858"
"9","2012","direct migration background","90","0.0312724569763038","0.0250913683981979","0.0374535455544096"
"9","2012","indirect migration background","49","0.0479262430952673","0.0362241082961999","0.0596283778943347"
"10 Very willing to take risks","2012","no migration background","324","0.0117222055504756","0.0103413111829228","0.0131030999180284"
"10 Very willing to take risks","2012","direct migration background","59","0.0185923479185669","0.0137952897983423","0.0233894060387915"
"10 Very willing to take risks","2012","indirect migration background","45","0.033162787321634","0.0233533228656109","0.0429722517776571"
"0 Not at all Willing to take risks","2013","no migration background","790","0.0536724394655183","0.0502701814853607","0.0570746974456759"
"0 Not at all Willing to take risks","2013","direct migration background","575","0.0967029930724604","0.088804712402309","0.104601273742612"
"0 Not at all Willing to take risks","2013","indirect migration background","104","0.0504446883587537","0.0398716202211801","0.0610177564963273"
"1","2013","no migration background","1007","0.0575259531245686","0.0540108550954762","0.0610410511536609"
"1","2013","direct migration background","408","0.0763663132891441","0.0692689323907249","0.0834636941875633"
"1","2013","indirect migration background","65","0.04435289811689","0.0344070241737819","0.0542987720599982"
"2","2013","no migration background","2054","0.119057269505022","0.114168240353294","0.123946298656749"
"2","2013","direct migration background","686","0.123332263711902","0.114545009670317","0.132119517753486"
"2","2013","indirect migration background","124","0.0656909887961903","0.0537227197414352","0.0776592578509453"
"3","2013","no migration background","2417","0.143432491189134","0.138141032634716","0.148723949743552"
"3","2013","direct migration background","594","0.101162232306543","0.0931038628062541","0.109220601806832"
"3","2013","indirect migration background","183","0.127877330018557","0.111744195929847","0.144010464107268"
"4","2013","no migration background","1620","0.0969914675741582","0.0925237725234938","0.101459162624823"
"4","2013","direct migration background","332","0.0606648255923322","0.0542854806155435","0.0670441705691209"
"4","2013","indirect migration background","117","0.0581825371625824","0.0468738322261405","0.0694912420990244"
"5","2013","no migration background","3283","0.194254132094063","0.188281647941338","0.200226616246788"
"5","2013","direct migration background","983","0.184541490131046","0.174174677121404","0.194908303140687"
"5","2013","indirect migration background","319","0.206508866676402","0.186953157665989","0.226064575686815"
"6","2013","no migration background","1791","0.106431069520817","0.101775540128754","0.111086598912879"
"6","2013","direct migration background","420","0.0900326000757132","0.0823835037162851","0.0976816964351413"
"6","2013","indirect migration background","160","0.0956253228701118","0.0814186025918365","0.109832043148387"
"7","2013","no migration background","1990","0.115270117540339","0.110449146243246","0.120091088837432"
"7","2013","direct migration background","533","0.117302382464028","0.108703208943831","0.125901555984225"
"7","2013","indirect migration background","220","0.136427113138434","0.119845261712082","0.153008964564787"
"8","2013","no migration background","1333","0.0765883685472468","0.0725736980241068","0.0806030390703869"
"8","2013","direct migration background","497","0.0924630357891027","0.0847217419129371","0.100204329665268"
"8","2013","indirect migration background","196","0.126683053122957","0.110614440529343","0.142751665716572"
"9","2013","no migration background","381","0.0249373689275427","0.0225833367163072","0.0272914011387782"
"9","2013","direct migration background","173","0.0311128764013677","0.0264730258435814","0.035752726959154"
"9","2013","indirect migration background","75","0.0494199897206555","0.0389492144268482","0.0598907650144628"
"10 Very willing to take risks","2013","no migration background","190","0.0118393225115906","0.010206465937158","0.0134721790860233"
"10 Very willing to take risks","2013","direct migration background","178","0.0263189871663617","0.0220409923340597","0.0305969819986637"
"10 Very willing to take risks","2013","indirect migration background","83","0.0387872120184653","0.029459240150119","0.0481151838868117"
"0 Not at all Willing to take risks","2014","no migration background","904","0.0505424745424849","0.0475184146264534","0.0535665344585165"
"0 Not at all Willing to take risks","2014","direct migration background","522","0.0990097060786992","0.0908012995906023","0.107218112566796"
"0 Not at all Willing to take risks","2014","indirect migration background","99","0.0421512704102266","0.0328219923127996","0.0514805485076536"
"1","2014","no migration background","830","0.0446915876660499","0.0418391966280845","0.0475439787040154"
"1","2014","direct migration background","326","0.070418242929454","0.0633867701252523","0.0774497157336558"
"1","2014","indirect migration background","76","0.0314774648404749","0.0233706737785327","0.039584255902417"
"2","2014","no migration background","1977","0.0948364777531288","0.0907918775404415","0.0988810779658161"
"2","2014","direct migration background","526","0.106755397461106","0.098268674325295","0.115242120596917"
"2","2014","indirect migration background","128","0.0649967646502219","0.0535509510853408","0.076442578215103"
"3","2014","no migration background","2506","0.122489324239605","0.117963479051417","0.127015169427792"
"3","2014","direct migration background","528","0.104593244807828","0.0961827428832444","0.113003746732411"
"3","2014","indirect migration background","174","0.0955099706075938","0.0818634954551267","0.109156445760061"
"4","2014","no migration background","1983","0.0987741785736199","0.0946554526131069","0.102892904534133"
"4","2014","direct migration background","349","0.0726293561861324","0.0654968413721433","0.0797618710001214"
"4","2014","indirect migration background","134","0.0779320688043381","0.0654859539972884","0.0903781836113877"
"5","2014","no migration background","4255","0.211806507523244","0.206166100526631","0.217446914519856"
"5","2014","direct migration background","865","0.166096083769681","0.155867921342646","0.176324246196717"
"5","2014","indirect migration background","349","0.176659101325739","0.158951811563714","0.194366391087764"
"6","2014","no migration background","2537","0.123207955939099","0.118670712857916","0.127745199020282"
"6","2014","direct migration background","499","0.0985090501113445","0.09031914887858","0.106698951344109"
"6","2014","indirect migration background","211","0.131425100210352","0.115738203497454","0.14711199692325"
"7","2014","no migration background","2688","0.130992277643908","0.126334711456479","0.135649843831338"
"7","2014","direct migration background","661","0.130913424563925","0.121643343632377","0.140183505495474"
"7","2014","indirect migration background","222","0.152568439073986","0.135873727903597","0.169263150244375"
"8","2014","no migration background","1784","0.0892867238731379","0.0853502384423362","0.0932232093039396"
"8","2014","direct migration background","505","0.0948384433400496","0.0867862318713031","0.102890654808796"
"8","2014","indirect migration background","250","0.151861435859202","0.135198504802404","0.168524366916"
"9","2014","no migration background","418","0.018627932899787","0.0167614520033465","0.0204944137962275"
"9","2014","direct migration background","170","0.0257896004064957","0.02143339248633","0.0301458083266613"
"9","2014","indirect migration background","66","0.0378969864750213","0.0290314021078133","0.0467625708422293"
"10 Very willing to take risks","2014","no migration background","276","0.0147445593459354","0.0130807073563387","0.0164084113355321"
"10 Very willing to take risks","2014","direct migration background","135","0.0304474503452839","0.0257255039241646","0.0351693967664031"
"10 Very willing to take risks","2014","indirect migration background","73","0.0375213977428447","0.0286981334795418","0.0463446620061476"
"0 Not at all Willing to take risks","2015","no migration background","701","0.0406355555642809","0.037848756213664","0.0434223549148978"
"0 Not at all Willing to take risks","2015","direct migration background","472","0.0856097034111001","0.0784837793466932","0.092735627475507"
"0 Not at all Willing to take risks","2015","indirect migration background","71","0.0388002364017974","0.0295848284988733","0.0480156443047216"
"1","2015","no migration background","822","0.0440439515300264","0.0411477892622197","0.0469401137978331"
"1","2015","direct migration background","385","0.0596523314227329","0.0536201856712701","0.0656844771741957"
"1","2015","indirect migration background","65","0.0272794893196642","0.0195062380865212","0.0350527405528073"
"2","2015","no migration background","1824","0.0905191992982543","0.086469452134138","0.0945689464623705"
"2","2015","direct migration background","672","0.107112342740177","0.0992358648473924","0.114988820632962"
"2","2015","indirect migration background","133","0.064234829266514","0.0525355454946912","0.0759341130383369"
