"plh0204_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Not at all Willing to take risks","2017","Couple + C. LE and GT 16","indirect migration background","10","","","","0"
"1","2017","1-pers.-HH","no migration background","182","0.0623886445471895","0.0541404668536495","0.0706368222407295","1"
"1","2017","1-pers.-HH","direct migration background","72","0.0676429477165788","0.0550757686375493","0.0802101267956083","1"
"1","2017","1-pers.-HH","indirect migration background","5","","","","1"
"1","2017","(Married) couple without C. ","no migration background","307","0.0432592405918884","0.0384948034007684","0.0480236777830084","1"
"1","2017","(Married) couple without C. ","direct migration background","78","0.0691170303994281","0.0548308510756956","0.0834032097231606","1"
"1","2017","(Married) couple without C. ","indirect migration background","6","","","","1"
"1","2017","Single parent ","no migration background","96","0.0400101067186543","0.0307962513608963","0.0492239620764123","1"
"1","2017","Single parent ","direct migration background","39","0.112888108217047","0.0886717144696339","0.137104501964461","1"
"1","2017","Single parent ","indirect migration background","10","","","","1"
"1","2017","Couple + C. LE 16 ","no migration background","157","0.0416611812429672","0.0353699222026243","0.0479524402833101","1"
"1","2017","Couple + C. LE 16 ","direct migration background","203","0.0632953940482021","0.0555474440452692","0.0710433440511351","1"
"1","2017","Couple + C. LE 16 ","indirect migration background","26","","","","1"
"1","2017","Couple + C. GT 16 ","no migration background","87","0.038337974688786","0.0308007273296895","0.0458752220478825","1"
"1","2017","Couple + C. GT 16 ","direct migration background","40","0.0834154097343912","0.061908864698403","0.104921954770379","1"
"1","2017","Couple + C. GT 16 ","indirect migration background","4","","","","1"
"1","2017","Couple + C. LE and GT 16","no migration background","47","0.025983486934521","0.0179488273515801","0.0340181465174618","1"
"1","2017","Couple + C. LE and GT 16","direct migration background","59","0.0766305315338475","0.0609960180433563","0.0922650450243387","1"
"1","2017","Couple + C. LE and GT 16","indirect migration background","7","","","","1"
"10 Very willing to take risks","2017","1-pers.-HH","no migration background","56","0.0157240319565726","0.011481411283315","0.0199666526298302","10"
"10 Very willing to take risks","2017","1-pers.-HH","direct migration background","153","0.0384163627814231","0.0287983120059211","0.0480344135569251","10"
"10 Very willing to take risks","2017","1-pers.-HH","indirect migration background","9","","","","10"
"10 Very willing to take risks","2017","(Married) couple without C. ","no migration background","64","0.00937334110255163","0.00711662338436345","0.0116300588207398","10"
"10 Very willing to take risks","2017","(Married) couple without C. ","direct migration background","36","0.0146190593113229","0.00785919758605183","0.021378921036594","10"
"10 Very willing to take risks","2017","(Married) couple without C. ","indirect migration background","7","","","","10"
"10 Very willing to take risks","2017","Single parent ","no migration background","37","0.0312625118720976","0.0230809128134096","0.0394441109307856","10"
"10 Very willing to take risks","2017","Single parent ","direct migration background","55","0.0577362917937814","0.0398875812277497","0.0755850023598132","10"
"10 Very willing to take risks","2017","Single parent ","indirect migration background","12","","","","10"
"10 Very willing to take risks","2017","Couple + C. LE 16 ","no migration background","41","0.0103527449077753","0.00716575853583815","0.0135397312797124","10"
"10 Very willing to take risks","2017","Couple + C. LE 16 ","direct migration background","234","0.0289680099464184","0.0236312763107159","0.0343047435821209","10"
"10 Very willing to take risks","2017","Couple + C. LE 16 ","indirect migration background","13","","","","10"
"10 Very willing to take risks","2017","Couple + C. GT 16 ","no migration background","30","0.0122571739554055","0.00793796645459206","0.0165763814562189","10"
"10 Very willing to take risks","2017","Couple + C. GT 16 ","direct migration background","30","0.0460173804794086","0.0297209530841335","0.0623138078746837","10"
"10 Very willing to take risks","2017","Couple + C. GT 16 ","indirect migration background","11","","","","10"
"10 Very willing to take risks","2017","Couple + C. LE and GT 16","no migration background","29","","","","10"
"10 Very willing to take risks","2017","Couple + C. LE and GT 16","direct migration background","68","0.0489324979985599","0.0362530583192428","0.0616119376778769","10"
"10 Very willing to take risks","2017","Couple + C. LE and GT 16","indirect migration background","18","","","","10"
"2","2017","1-pers.-HH","no migration background","392","0.124088312180765","0.112845125968524","0.135331498393006","2"
"2","2017","1-pers.-HH","direct migration background","117","0.125308696705601","0.108741332407558","0.141876061003644","2"
"2","2017","(Married) couple without C. ","direct migration background","132","0.115434433795901","0.0974370771611374","0.133431790430664","2"
"2","2017","(Married) couple without C. ","indirect migration background","27","","","","2"
"2","2017","Single parent ","no migration background","184","0.0957152886874442","0.0818838786640308","0.109546698710858","2"
"2","2017","1-pers.-HH","indirect migration background","10","","","","2"
"2","2017","(Married) couple without C. ","no migration background","820","0.117820199352432","0.110269912467022","0.125370486237842","2"
"2","2017","Couple + C. LE 16 ","direct migration background","363","0.112224884556351","0.102181143782998","0.122268625329703","2"
"2","2017","Couple + C. LE 16 ","indirect migration background","62","0.133124631195801","0.102797445373258","0.163451817018344","2"
"2","2017","Couple + C. GT 16 ","no migration background","228","0.0977049354978075","0.086049741843156","0.109360129152459","2"
"2","2017","Couple + C. GT 16 ","direct migration background","60","0.107061168834553","0.0830126643788101","0.131109673290295","2"
"2","2017","Couple + C. GT 16 ","indirect migration background","11","","","","2"
"2","2017","Couple + C. LE and GT 16","indirect migration background","21","","","","2"
"2","2017","Single parent ","direct migration background","45","0.0730493461843033","0.0531365318013978","0.0929621605672087","2"
"2","2017","Single parent ","indirect migration background","25","","","","2"
"2","2017","Couple + C. LE 16 ","no migration background","439","0.110346586267719","0.100481472149847","0.120211700385592","2"
"2","2017","Couple + C. LE and GT 16","no migration background","175","0.114870822833459","0.0987664506238298","0.130975195043088","2"
"2","2017","Couple + C. LE and GT 16","direct migration background","92","0.116558357548417","0.0976977212569538","0.135418993839881","2"
"3","2017","1-pers.-HH","no migration background","449","0.13416446155432","0.122541139961739","0.1457877831469","3"
"3","2017","1-pers.-HH","direct migration background","98","0.108029746375687","0.0924957830636123","0.123563709687761","3"
"3","2017","1-pers.-HH","indirect migration background","23","","","","3"
"3","2017","Couple + C. LE 16 ","indirect migration background","46","0.0864876553395347","0.0613942937932835","0.111581016885786","3"
"3","2017","Couple + C. GT 16 ","no migration background","378","0.142546246998802","0.128822579151355","0.156269914846248","3"
"3","2017","Couple + C. GT 16 ","direct migration background","75","0.129152193936743","0.103067649668853","0.155236738204632","3"
"3","2017","Couple + C. GT 16 ","indirect migration background","27","","","","3"
"3","2017","Couple + C. LE and GT 16","no migration background","183","0.122821081431905","0.106243691371131","0.139398471492679","3"
"3","2017","Couple + C. LE and GT 16","direct migration background","85","0.100824629497684","0.083127565718963","0.118521693276404","3"
"3","2017","Couple + C. LE and GT 16","indirect migration background","15","","","","3"
"3","2017","Single parent ","no migration background","209","0.114409995460454","0.0994451739173498","0.129374817003559","3"
"3","2017","Couple + C. LE 16 ","direct migration background","251","0.0988930063835956","0.0893941702024749","0.108391842564716","3"
"3","2017","(Married) couple without C. ","indirect migration background","31","0.114908197365066","0.0743919440671682","0.155424450662964","3"
"3","2017","Single parent ","direct migration background","56","0.103691497774034","0.0803624773557124","0.127020518192355","3"
"3","2017","Single parent ","indirect migration background","14","","","","3"
"3","2017","Couple + C. LE 16 ","no migration background","632","0.181571908985909","0.169434476391247","0.193709341580572","3"
"3","2017","(Married) couple without C. ","direct migration background","138","0.125321369448937","0.106674203165384","0.14396853573249","3"
"3","2017","(Married) couple without C. ","no migration background","996","0.151207011510085","0.142817013090871","0.159597009929299","3"
"4","2017","1-pers.-HH","no migration background","292","0.0839129196736527","0.0744575916614505","0.0933682476858548","4"
"4","2017","1-pers.-HH","direct migration background","61","0.0487350415680199","0.037960300775958","0.0595097823600817","4"
"4","2017","1-pers.-HH","indirect migration background","15","","","","4"
"4","2017","(Married) couple without C. ","no migration background","762","0.10726666438718","0.10001949710056","0.114513831673801","4"
"4","2017","Couple + C. LE 16 ","direct migration background","205","0.0618792907443597","0.0542127146084504","0.0695458668802689","4"
"4","2017","Couple + C. GT 16 ","direct migration background","40","0.088728730242803","0.0666121894493651","0.110845271036241","4"
"4","2017","Couple + C. GT 16 ","indirect migration background","23","","","","4"
"4","2017","Couple + C. LE and GT 16","no migration background","138","0.0940828963202892","0.0793382223508114","0.108827570289767","4"
"4","2017","(Married) couple without C. ","indirect migration background","14","","","","4"
"4","2017","Single parent ","no migration background","156","0.0974796225108886","0.0835349399453079","0.111424305076469","4"
"4","2017","(Married) couple without C. ","direct migration background","91","0.0907858932141784","0.0746044114726658","0.106967374955691","4"
"4","2017","Single parent ","direct migration background","44","0.0812553307816941","0.060346992466507","0.102163669096881","4"
"4","2017","Single parent ","indirect migration background","19","","","","4"
"4","2017","Couple + C. LE 16 ","no migration background","361","0.0877953600028764","0.0788850224247049","0.096705697581048","4"
"4","2017","Couple + C. LE 16 ","indirect migration background","39","0.0964720839773977","0.0701150710440089","0.122829096910787","4"
"4","2017","Couple + C. LE and GT 16","indirect migration background","13","","","","4"
"4","2017","Couple + C. GT 16 ","no migration background","259","0.103686240804838","0.0917194541622077","0.115653027447469","4"
"4","2017","Couple + C. LE and GT 16","direct migration background","75","0.0663703333105476","0.0517394677954934","0.0810011988256018","4"
"5","2017","Couple + C. LE 16 ","indirect migration background","86","0.189016576284312","0.154063894200868","0.223969258367757","5"
"5","2017","Couple + C. GT 16 ","direct migration background","100","0.134350436597671","0.107825654393398","0.160875218801944","5"
"5","2017","Couple + C. GT 16 ","indirect migration background","33","0.158877225152278","0.112628156720412","0.205126293584145","5"
"5","2017","Couple + C. LE and GT 16","no migration background","299","0.198041552024213","0.177914058340828","0.218169045707598","5"
"5","2017","Single parent ","no migration background","356","0.206082551994796","0.187066012482625","0.225099091506966","5"
"5","2017","1-pers.-HH","indirect migration background","36","0.173953998306109","0.118729964276716","0.229178032335502","5"
"5","2017","(Married) couple without C. ","indirect migration background","30","0.131423696211287","0.0884996711665071","0.174347721256067","5"
"5","2017","Single parent ","direct migration background","109","0.167610480464353","0.139027332429655","0.196193628499051","5"
"5","2017","Couple + C. LE 16 ","no migration background","698","0.171835295882485","0.159957748168614","0.183712843596356","5"
"5","2017","Couple + C. LE 16 ","direct migration background","630","0.196797435914237","0.184146528169861","0.209448343658612","5"
"5","2017","1-pers.-HH","no migration background","672","0.204091917599959","0.190347125830369","0.21783670936955","5"
"5","2017","1-pers.-HH","direct migration background","255","0.159302852711232","0.140989537332479","0.177616168089985","5"
"5","2017","(Married) couple without C. ","no migration background","1431","0.197287808103944","0.187968040654","0.206607575553888","5"
"5","2017","(Married) couple without C. ","direct migration background","201","0.185353054384751","0.163467345921564","0.207238762847938","5"
"5","2017","Couple + C. LE and GT 16","indirect migration background","38","0.173667694630454","0.12564063195942","0.221694757301488","5"
"5","2017","Single parent ","indirect migration background","37","0.210774499571643","0.157243512995193","0.264305486148092","5"
"5","2017","Couple + C. GT 16 ","no migration background","437","0.175654787284757","0.160717507794702","0.190592066774812","5"
"5","2017","Couple + C. LE and GT 16","direct migration background","205","0.184761295503145","0.161950333985049","0.207572257021241","5"
"6","2017","1-pers.-HH","no migration background","387","0.115846726612826","0.104932336639697","0.126761116585955","6"
"6","2017","1-pers.-HH","direct migration background","133","0.0858995385788803","0.0718769629570211","0.0999221142007395","6"
"6","2017","1-pers.-HH","indirect migration background","20","","","","6"
"6","2017","(Married) couple without C. ","no migration background","832","0.11805789748858","0.110501016504906","0.125614778472253","6"
"6","2017","(Married) couple without C. ","direct migration background","109","0.0919423171894693","0.0756684614999631","0.108216172878976","6"
"6","2017","(Married) couple without C. ","indirect migration background","36","0.165958780720646","0.118692276072222","0.213225285369069","6"
"6","2017","Single parent ","no migration background","194","0.110008986133456","0.0952983959483263","0.124719576318586","6"
"6","2017","Couple + C. LE 16 ","direct migration background","297","0.0774015268538555","0.0688983628134757","0.0859046908942353","6"
"6","2017","Couple + C. LE 16 ","indirect migration background","67","0.141917903473998","0.110764350371999","0.173071456575998","6"
"6","2017","Couple + C. GT 16 ","direct migration background","58","0.108239325583931","0.0840748193466389","0.132403831821222","6"
"6","2017","Couple + C. GT 16 ","indirect migration background","19","","","","6"
"6","2017","Couple + C. LE and GT 16","no migration background","198","0.122592237449668","0.106028138087813","0.139156336811523","6"
"6","2017","Couple + C. LE and GT 16","direct migration background","88","0.101783582990883","0.0840120431667441","0.119555122815023","6"
"6","2017","Couple + C. LE and GT 16","indirect migration background","23","","","","6"
"6","2017","Single parent ","direct migration background","43","0.0591805667547866","0.0411238464464769","0.0772372870630963","6"
"6","2017","Single parent ","indirect migration background","26","","","","6"
"6","2017","Couple + C. LE 16 ","no migration background","512","0.127762402315368","0.117251713612488","0.138273091018248","6"
"6","2017","Couple + C. GT 16 ","no migration background","320","0.119406209033608","0.106677386943529","0.132135031123686","6"
"7","2017","1-pers.-HH","no migration background","386","0.11667500465329","0.105726798223049","0.127623211083532","7"
"7","2017","1-pers.-HH","direct migration background","153","0.130134023303058","0.113297321818017","0.146970724788099","7"
"7","2017","1-pers.-HH","indirect migration background","27","","","","7"
"7","2017","(Married) couple without C. ","no migration background","866","0.117638875781949","0.110093625717097","0.125184125846802","7"
"7","2017","(Married) couple without C. ","direct migration background","145","0.116862827559703","0.0987690895716234","0.134956565547783","7"
"7","2017","(Married) couple without C. ","indirect migration background","37","0.134591157678235","0.0912322292028828","0.177950086153588","7"
"7","2017","Single parent ","no migration background","236","0.141959883022401","0.125551725448636","0.158368040596167","7"
"7","2017","Single parent ","direct migration background","49","0.0757934580557337","0.0555401228073406","0.0960467933041267","7"
"7","2017","Couple + C. LE 16 ","indirect migration background","61","0.109917759530206","0.0819940203052821","0.137841498755129","7"
"7","2017","Couple + C. GT 16 ","no migration background","362","0.152526701626665","0.138413585892117","0.166639817361213","7"
"7","2017","Couple + C. GT 16 ","direct migration background","80","0.0946158260652741","0.0718512498198966","0.117380402310652","7"
"7","2017","Couple + C. GT 16 ","indirect migration background","47","0.234002776725194","0.180439569534287","0.2875659839161","7"
"7","2017","Couple + C. LE and GT 16","no migration background","215","0.164000932807962","0.145300069291744","0.182701796324181","7"
"7","2017","Couple + C. LE and GT 16","direct migration background","97","0.104239186981266","0.0862791496603653","0.122199224302167","7"
"7","2017","Couple + C. LE and GT 16","indirect migration background","42","0.205866705914841","0.154605490361683","0.257127921467999","7"
"7","2017","Single parent ","indirect migration background","38","0.176787064363171","0.126717133160928","0.226856995565414","7"
"7","2017","Couple + C. LE 16 ","direct migration background","351","0.134042636750968","0.123201641265695","0.14488363223624","7"
"7","2017","Couple + C. LE 16 ","no migration background","520","0.142283619488881","0.131284408269261","0.153282830708502","7"
"8","2017","1-pers.-HH","no migration background","282","0.0811639112569679","0.0718508103169857","0.0904770121969502","8"
"8","2017","1-pers.-HH","direct migration background","136","0.11429230310025","0.0983706149736545","0.130213991226846","8"
"8","2017","Couple + C. GT 16 ","direct migration background","72","0.107763042925279","0.0836453225554939","0.131880763295063","8"
"8","2017","Couple + C. GT 16 ","indirect migration background","46","0.154923236493863","0.109146078045337","0.200700394942389","8"
"8","2017","1-pers.-HH","indirect migration background","21","","","","8"
"8","2017","Couple + C. LE and GT 16","no migration background","157","0.103568085383395","0.0881791975613583","0.118956973205431","8"
"8","2017","(Married) couple without C. ","no migration background","562","0.0810084527730037","0.0746185249972883","0.0873983805487191","8"
"8","2017","(Married) couple without C. ","direct migration background","120","0.105560253966269","0.0882540516106671","0.122866456321871","8"
"8","2017","(Married) couple without C. ","indirect migration background","34","0.166502938771525","0.119174454015369","0.213831423527681","8"
"8","2017","Single parent ","no migration background","162","0.0994900065362199","0.0854179619312989","0.113562051141141","8"
"8","2017","Single parent ","direct migration background","52","0.10864422241377","0.0848306236875792","0.132457821139962","8"
"8","2017","Single parent ","indirect migration background","26","","","","8"
"8","2017","Couple + C. LE 16 ","no migration background","319","0.0852104769932941","0.0764198606367067","0.0940010933498815","8"
"8","2017","Couple + C. LE 16 ","direct migration background","297","0.110399417007524","0.100427461154473","0.120371372860574","8"
"8","2017","Couple + C. LE 16 ","indirect migration background","50","0.104368376585677","0.077073964400247","0.131662788771107","8"
"8","2017","Couple + C. GT 16 ","no migration background","261","0.10590814352529","0.0938288176147096","0.117987469435871","8"
"8","2017","Couple + C. LE and GT 16","direct migration background","89","0.0723498322313006","0.0571231047411317","0.0875765597214696","8"
"8","2017","Couple + C. LE and GT 16","indirect migration background","36","0.151138389929813","0.105728025971819","0.196548753887806","8"
"9","2017","1-pers.-HH","no migration background","73","0.0210438985408334","0.0161490584034592","0.0259387386782076","9"
"9","2017","1-pers.-HH","direct migration background","57","0.0400921901750903","0.0302751613848955","0.0499092189652851","9"
"9","2017","1-pers.-HH","indirect migration background","10","","","","9"
"9","2017","(Married) couple without C. ","no migration background","130","0.0215734868146462","0.0181709776752458","0.0249759959540466","9"
"9","2017","(Married) couple without C. ","direct migration background","29","","","","9"
"9","2017","(Married) couple without C. ","indirect migration background","9","","","","9"
"9","2017","Single parent ","no migration background","55","0.0280297425231019","0.0202697867335435","0.0357896983126603","9"
"9","2017","Single parent ","direct migration background","28","","","","9"
"9","2017","Single parent ","indirect migration background","6","","","","9"
"9","2017","Couple + C. LE 16 ","no migration background","105","0.0178749504563126","0.0137032025658754","0.0220466983467499","9"
"9","2017","Couple + C. GT 16 ","no migration background","66","0.0249137408215847","0.0187954806474275","0.0310320009957419","9"
"9","2017","Couple + C. GT 16 ","direct migration background","26","","","","9"
"9","2017","Couple + C. LE 16 ","indirect migration background","14","","","","9"
"9","2017","Couple + C. GT 16 ","indirect migration background","15","","","","9"
"9","2017","Couple + C. LE and GT 16","no migration background","35","0.020400829654767","0.0132610678335723","0.0275405914759618","9"
"9","2017","Couple + C. LE and GT 16","indirect migration background","16","","","","9"
"9","2017","Couple + C. LE 16 ","direct migration background","124","0.0338953652180038","0.0281372325160641","0.0396534979199435","9"
"9","2017","Couple + C. LE and GT 16","direct migration background","26","","","","9"
"0 Not at all Willing to take risks","2018","1-pers.-HH","indirect migration background","8","","","","0"
"0 Not at all Willing to take risks","2018","(Married) couple without C. ","indirect migration background","9","","","","0"
"0 Not at all Willing to take risks","2018","Couple + C. LE 16 ","indirect migration background","30","0.0531773007616639","0.0323526303409315","0.0740019711823963","0"
"0 Not at all Willing to take risks","2018","1-pers.-HH","no migration background","209","0.064437517921593","0.0562194420045384","0.0726555938386475","0"
"0 Not at all Willing to take risks","2018","1-pers.-HH","direct migration background","311","0.102120641733022","0.085320747028762","0.118920536437282","0"
"0 Not at all Willing to take risks","2018","(Married) couple without C. ","no migration background","341","0.0523037043759371","0.0470057771643974","0.0576016315874768","0"
"0 Not at all Willing to take risks","2018","(Married) couple without C. ","direct migration background","134","0.0839241549979851","0.0678638217623995","0.0999844882335707","0"
"0 Not at all Willing to take risks","2018","Couple + C. LE 16 ","direct migration background","814","0.108220183052165","0.0974329973079237","0.119007368796407","0"
"0 Not at all Willing to take risks","2018","Single parent ","no migration background","71","0.0400246255883634","0.0306819778874221","0.0493672732893047","0"
"0 Not at all Willing to take risks","2018","Single parent ","indirect migration background","14","","","","0"
"0 Not at all Willing to take risks","2018","Couple + C. GT 16 ","indirect migration background","8","","","","0"
"0 Not at all Willing to take risks","2018","Couple + C. LE and GT 16","indirect migration background","9","","","","0"
"0 Not at all Willing to take risks","2018","Couple + C. LE and GT 16","no migration background","41","0.0545198427984867","0.0426565691279709","0.0663831164690026","0"
"0 Not at all Willing to take risks","2018","Couple + C. GT 16 ","direct migration background","83","0.0765553705095365","0.054954071924971","0.098156669094102","0"
"0 Not at all Willing to take risks","2018","Single parent ","direct migration background","149","0.0824954748520704","0.0612800856794488","0.103710864024692","0"
"0 Not at all Willing to take risks","2018","Couple + C. LE and GT 16","direct migration background","300","0.14185039951539","0.121435443595461","0.16226535543532","0"
"0 Not at all Willing to take risks","2018","Couple + C. GT 16 ","no migration background","83","0.0394782511192766","0.0315612157845823","0.047395286453971","0"
"0 Not at all Willing to take risks","2018","Couple + C. LE 16 ","no migration background","112","0.0215995056818785","0.0168448329848635","0.0263541783788934","0"
"1","2018","1-pers.-HH","no migration background","237","0.072474859873513","0.0637968351012824","0.0811528846457435","1"
"1","2018","1-pers.-HH","direct migration background","95","0.0795395310767958","0.0645276580548457","0.0945514040987459","1"
"1","2018","1-pers.-HH","indirect migration background","8","","","","1"
"1","2018","(Married) couple without C. ","no migration background","429","0.0610813409548815","0.0553826718831952","0.0667800100265678","1"
"1","2018","(Married) couple without C. ","direct migration background","94","0.0613997713547841","0.0474948334921755","0.0753047092173927","1"
"1","2018","(Married) couple without C. ","indirect migration background","19","","","","1"
"1","2018","Single parent ","no migration background","127","0.0651792093750737","0.0534141259078455","0.0769442928423019","1"
"1","2018","Couple + C. LE 16 ","indirect migration background","32","0.0604387554966209","0.0383230414733934","0.0825544695198484","1"
"1","2018","Couple + C. GT 16 ","no migration background","111","0.0541957271419741","0.0449909518950783","0.06340050238887","1"
"1","2018","Couple + C. GT 16 ","direct migration background","41","0.111650427708039","0.0860640537499645","0.137236801666114","1"
"1","2018","Couple + C. GT 16 ","indirect migration background","5","","","","1"
"1","2018","Couple + C. LE and GT 16","no migration background","55","0.0448224404417222","0.0340108185961575","0.055634062287287","1"
"1","2018","Couple + C. LE and GT 16","direct migration background","67","0.0726475546037305","0.057460114668768","0.087834994538693","1"
"1","2018","Couple + C. LE and GT 16","indirect migration background","12","","","","1"
"1","2018","Single parent ","direct migration background","51","0.101780812585169","0.078464710240551","0.125096914929786","1"
"1","2018","Single parent ","indirect migration background","15","","","","1"
"1","2018","Couple + C. LE 16 ","no migration background","185","0.0531689198671563","0.0458304492448644","0.0605073904894482","1"
"1","2018","Couple + C. LE 16 ","direct migration background","246","0.0542094513102365","0.0463469596836026","0.0620719429368704","1"
"10 Very willing to take risks","2018","Couple + C. GT 16 ","direct migration background","24","","","","10"
"10 Very willing to take risks","2018","Couple + C. GT 16 ","indirect migration background","4","","","","10"
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","no migration background","26","","","","10"
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","direct migration background","53","0.0188348204473158","0.0108804929412423","0.0267891479533894","10"
"10 Very willing to take risks","2018","Couple + C. LE and GT 16","indirect migration background","14","","","","10"
"10 Very willing to take risks","2018","1-pers.-HH","no migration background","38","0.00854482297537141","0.00546410157253651","0.0116255443782063","10"
"10 Very willing to take risks","2018","1-pers.-HH","direct migration background","83","0.0494535999986206","0.0374246861375279","0.0614825138597133","10"
"10 Very willing to take risks","2018","1-pers.-HH","indirect migration background","9","","","","10"
"10 Very willing to take risks","2018","(Married) couple without C. ","no migration background","48","0.00861175051713323","0.00641301609851561","0.0108104849357508","10"
"10 Very willing to take risks","2018","(Married) couple without C. ","direct migration background","33","0.0145159057637701","0.00758815543994348","0.0214436560875967","10"
"10 Very willing to take risks","2018","(Married) couple without C. ","indirect migration background","11","","","","10"
"10 Very willing to take risks","2018","Single parent ","no migration background","30","0.0131087049802822","0.00768756225792708","0.0185298477026374","10"
"10 Very willing to take risks","2018","Single parent ","direct migration background","32","0.0543990121794706","0.036909354976907","0.0718886693820342","10"
"10 Very willing to take risks","2018","Single parent ","indirect migration background","7","","","","10"
"10 Very willing to take risks","2018","Couple + C. LE 16 ","no migration background","50","0.0116575642283145","0.00814682947612508","0.015168298980504","10"
"10 Very willing to take risks","2018","Couple + C. LE 16 ","direct migration background","131","0.032045767728883","0.0259301834283649","0.0381613520294011","10"
"10 Very willing to take risks","2018","Couple + C. LE 16 ","indirect migration background","10","","","","10"
"10 Very willing to take risks","2018","Couple + C. GT 16 ","no migration background","21","","","","10"
"2","2018","1-pers.-HH","no migration background","446","0.130014125659824","0.118757305730589","0.141270945589059","2"
"2","2018","1-pers.-HH","direct migration background","103","0.147922427100237","0.128225549882976","0.167619304317499","2"
"2","2018","1-pers.-HH","indirect migration background","18","","","","2"
"2","2018","(Married) couple without C. ","no migration background","1010","0.144672245476075","0.136301501386845","0.153042989565305","2"
"2","2018","(Married) couple without C. ","direct migration background","136","0.149826950778451","0.12915440392228","0.170499497634622","2"
"2","2018","(Married) couple without C. ","indirect migration background","28","","","","2"
"2","2018","Single parent ","no migration background","210","0.137112508089632","0.120718244569917","0.153506771609347","2"
"2","2018","Single parent ","direct migration background","57","0.102874425553326","0.0794476691188254","0.126301181987826","2"
"2","2018","Couple + C. LE 16 ","direct migration background","329","0.121402160316633","0.110061627013223","0.132742693620044","2"
"2","2018","Couple + C. LE 16 ","indirect migration background","69","0.143032733880056","0.110540430605258","0.175525037154855","2"
"2","2018","Couple + C. GT 16 ","no migration background","269","0.104679403294016","0.0922328261252956","0.117125980462737","2"
"2","2018","Couple + C. GT 16 ","direct migration background","63","0.13146473299296","0.104012039615415","0.158917426370505","2"
"2","2018","Couple + C. GT 16 ","indirect migration background","11","","","","2"
"2","2018","Couple + C. LE and GT 16","no migration background","164","0.128770859755913","0.111269328963057","0.146272390548768","2"
"2","2018","Couple + C. LE and GT 16","direct migration background","100","0.0594514685364536","0.0456150541316806","0.0732878829412267","2"
"2","2018","Couple + C. LE and GT 16","indirect migration background","26","","","","2"
"2","2018","Single parent ","indirect migration background","19","","","","2"
"2","2018","Couple + C. LE 16 ","no migration background","495","0.137447114768445","0.126185489593784","0.148708739943107","2"
"3","2018","Couple + C. GT 16 ","indirect migration background","28","","","","3"
"3","2018","Couple + C. LE and GT 16","no migration background","209","0.127565585791926","0.110134108262302","0.144997063321549","3"
"3","2018","Couple + C. GT 16 ","direct migration background","57","0.0852984580098889","0.0626051977231314","0.107991718296646","3"
"3","2018","1-pers.-HH","no migration background","467","0.145859744773795","0.134045752885364","0.157673736662226","3"
"3","2018","1-pers.-HH","direct migration background","95","0.0900273404556328","0.0741476445805153","0.10590703633075","3"
"3","2018","1-pers.-HH","indirect migration background","19","","","","3"
"3","2018","Couple + C. LE 16 ","indirect migration background","53","0.144589162707913","0.1119502331409","0.177228092274926","3"
"3","2018","Couple + C. GT 16 ","no migration background","368","0.159779533338571","0.144882930762714","0.174676135914428","3"
"3","2018","Single parent ","no migration background","232","0.150137452723309","0.133112137791766","0.167162767654853","3"
"3","2018","Single parent ","direct migration background","52","0.0707668781880978","0.0509922106090077","0.0905415457671879","3"
"3","2018","(Married) couple without C. ","no migration background","1114","0.158006447538366","0.149326902544778","0.166685992531953","3"
"3","2018","(Married) couple without C. ","indirect migration background","28","","","","3"
"3","2018","Couple + C. LE 16 ","direct migration background","249","0.104682227762159","0.0940518111238217","0.115312644400495","3"
"3","2018","(Married) couple without C. ","direct migration background","128","0.0987613587934866","0.0814807603680538","0.116041957218919","3"
"3","2018","Couple + C. LE and GT 16","indirect migration background","30","0.124895689366989","0.0863781522678164","0.163413226466161","3"
"3","2018","Single parent ","indirect migration background","22","","","","3"
"3","2018","Couple + C. LE 16 ","no migration background","625","0.19182995075436","0.178951904760383","0.204707996748337","3"
"3","2018","Couple + C. LE and GT 16","direct migration background","81","0.0899076758279146","0.0731700916653788","0.10664525999045","3"
"4","2018","1-pers.-HH","no migration background","334","0.0945577054732865","0.0847640865882835","0.10435132435829","4"
"4","2018","1-pers.-HH","direct migration background","52","0.0427686469847118","0.0315429836968512","0.0539943102725724","4"
"4","2018","1-pers.-HH","indirect migration background","27","","","","4"
"4","2018","(Married) couple without C. ","no migration background","679","0.0960866395000413","0.0890737002534068","0.103099578746676","4"
"4","2018","(Married) couple without C. ","direct migration background","86","0.114343253549698","0.0959107919391791","0.132775715160217","4"
"4","2018","Couple + C. LE 16 ","direct migration background","148","0.0494042493486655","0.0418792703523004","0.0569292283450306","4"
"4","2018","Couple + C. LE 16 ","indirect migration background","37","0.113701130805911","0.0842397463641786","0.143162515247644","4"
"4","2018","Couple + C. GT 16 ","indirect migration background","17","","","","4"
"4","2018","Couple + C. LE and GT 16","no migration background","146","0.0958848985283159","0.0805002347145868","0.111269562342045","4"
"4","2018","Single parent ","no migration background","165","0.0943816391001462","0.0804470985282963","0.108316179671996","4"
"4","2018","Couple + C. GT 16 ","no migration background","249","0.096701013609148","0.0846849753134856","0.10871705190481","4"
