"plh0204_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2004","no migration background","Male","409","0.0598531617789471","0.0548910452372041","0.0648152783206901"
"0 Not at all Willing to take risks","2004","no migration background","Female","852","0.116197579454564","0.109750762191234","0.122644396717895"
"0 Not at all Willing to take risks","2004","direct migration background","Male","144","0.117853811078523","0.0997086934804377","0.135998928676608"
"0 Not at all Willing to take risks","2004","direct migration background","Female","268","0.194757916208296","0.173329406649424","0.216186425767169"
"0 Not at all Willing to take risks","2004","indirect migration background","Male","19","","",""
"0 Not at all Willing to take risks","2004","indirect migration background","Female","32","0.0966157511645867","0.0680885143470045","0.125142987982169"
"1","2004","no migration background","Male","252","0.0329078029568308","0.0291760838153597","0.0366395220983019"
"1","2004","no migration background","Female","568","0.0683447178594375","0.0632683939110854","0.0734210418077896"
"1","2004","direct migration background","Male","70","0.0673701961055903","0.053264119391864","0.0814762728193166"
"1","2004","direct migration background","Female","110","0.0825793137319514","0.0676856661765231","0.0974729612873796"
"1","2004","indirect migration background","Male","8","","",""
"1","2004","indirect migration background","Female","27","","",""
"2","2004","no migration background","Male","659","0.0811448689196555","0.075432981743602","0.0868567560957089"
"2","2004","no migration background","Female","1092","0.117161973442857","0.110691991315212","0.123631955570502"
"2","2004","direct migration background","Male","129","0.106962174957139","0.0895694459551616","0.124354903959116"
"2","2004","direct migration background","Female","183","0.134596846190516","0.116129357054823","0.153064335326209"
"2","2004","indirect migration background","Male","26","","",""
"2","2004","indirect migration background","Female","51","0.148364544252244","0.114041056381048","0.18268803212344"
"3","2004","no migration background","Male","987","0.111000025093237","0.104428926561716","0.117571123624759"
"3","2004","no migration background","Female","1365","0.139474380034925","0.132504932574188","0.146443827495663"
"3","2004","direct migration background","Male","138","0.107294796261301","0.0898782894691152","0.124711303053486"
"3","2004","direct migration background","Female","171","0.134298421084926","0.115848235808055","0.152748606361796"
"3","2004","indirect migration background","Male","43","0.143409306368148","0.108534839940963","0.178283772795332"
"3","2004","indirect migration background","Female","43","0.0940720416177389","0.0658832409111478","0.12226084232433"
"4","2004","no migration background","Male","893","0.0982973505869802","0.0920696439623971","0.104525057211563"
"4","2004","no migration background","Female","1118","0.110156366126594","0.103857956886821","0.116454775366367"
"4","2004","direct migration background","Male","115","0.088115851304426","0.0721638732135323","0.10406782939532"
"4","2004","direct migration background","Female","120","0.103433741716338","0.0869557801142644","0.119911703318411"
"4","2004","indirect migration background","Male","29","","",""
"4","2004","indirect migration background","Female","37","0.083723635319745","0.0569789948678841","0.110468275771606"
"5","2004","no migration background","Male","1962","0.229504550977448","0.220708124920311","0.238300977034585"
"5","2004","no migration background","Female","2139","0.224480272999524","0.21608654789487","0.232873998104179"
"5","2004","direct migration background","Male","225","0.2129842119918","0.189944177833198","0.236024246150401"
"5","2004","direct migration background","Female","227","0.160203013855386","0.140355611664193","0.180050416046579"
"5","2004","indirect migration background","Male","72","0.162837828047265","0.126099898515368","0.199575757579162"
"5","2004","indirect migration background","Female","85","0.20404926160244","0.165134883728924","0.242963639475955"
"6","2004","no migration background","Male","1121","0.121586464084377","0.114750217953655","0.128422710215098"
"6","2004","no migration background","Female","915","0.0889426178859317","0.0832160152870939","0.0946692204847694"
"6","2004","direct migration background","Male","123","0.112193925513795","0.0944331707157102","0.129954680311881"
"6","2004","direct migration background","Female","96","0.0691742052675254","0.0554436700138148","0.082904740521236"
"6","2004","indirect migration background","Male","52","0.114832679394484","0.0831094301551121","0.146555928633855"
"6","2004","indirect migration background","Female","54","0.149635032692456","0.11519061837737","0.184079447007543"
"7","2004","no migration background","Male","1313","0.142179097249282","0.134873735017775","0.149484459480789"
"7","2004","no migration background","Female","836","0.0756878456213943","0.0703668655787591","0.0810088256640294"
"7","2004","direct migration background","Male","130","0.0925813614750077","0.0762702588613929","0.108892464088622"
"7","2004","direct migration background","Female","64","0.0495813373500358","0.037835127113328","0.0613275475867435"
"7","2004","indirect migration background","Male","59","0.159607040978593","0.123165271727567","0.196048810229618"
"7","2004","indirect migration background","Female","46","0.0922506668954165","0.064308041440131","0.120193292350702"
"8","2004","no migration background","Male","867","0.0919759664360153","0.0859307560721517","0.098021176799879"
"8","2004","no migration background","Female","448","0.0420405830823109","0.0380034120617387","0.0460777541028831"
"8","2004","direct migration background","Male","90","0.0663891127604525","0.0523787597944008","0.0803994657265041"
"8","2004","direct migration background","Female","50","0.0508179255921784","0.0389338774099564","0.0627019737744003"
"8","2004","indirect migration background","Male","51","0.167121139999044","0.129998500964524","0.204243779033563"
"8","2004","indirect migration background","Female","24","","",""
"9","2004","no migration background","Male","214","0.0190461776438635","0.0161869168863975","0.0219054384013295"
"9","2004","no migration background","Female","103","0.0113460131744887","0.00921535868737516","0.0134766676616022"
"9","2004","direct migration background","Male","27","","",""
"9","2004","direct migration background","Female","14","","",""
"9","2004","indirect migration background","Male","17","","",""
"9","2004","indirect migration background","Female","6","","",""
"10 Very willing to take risks","2004","no migration background","Male","102","0.0125045342733635","0.0101800485551028","0.0148290199916242"
"10 Very willing to take risks","2004","no migration background","Female","56","0.00616765031797187","0.00459263180734099","0.00774266882860274"
"10 Very willing to take risks","2004","direct migration background","Male","22","","",""
"10 Very willing to take risks","2004","direct migration background","Female","9","","",""
"10 Very willing to take risks","2004","indirect migration background","Male","12","","",""
"10 Very willing to take risks","2004","indirect migration background","Female","7","","",""
"0 Not at all Willing to take risks","2005","no migration background","Male","","","",""
"0 Not at all Willing to take risks","2005","no migration background","Female","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","Male","","","",""
"0 Not at all Willing to take risks","2005","direct migration background","Female","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","Male","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","Female","","","",""
"1","2005","no migration background","Male","","","",""
"1","2005","no migration background","Female","","","",""
"1","2005","direct migration background","Male","","","",""
"1","2005","direct migration background","Female","","","",""
"1","2005","indirect migration background","Male","","","",""
"1","2005","indirect migration background","Female","","","",""
"2","2005","no migration background","Male","","","",""
"2","2005","no migration background","Female","","","",""
"2","2005","direct migration background","Male","","","",""
