"plh0204_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"4","2016","(2b) intermediate general qualification","52","0.0841610259711191","0.0637969805840848","0.104525071358153"
"4","2016","(2a) intermediate vocational","490","0.0932815860662008","0.0854834702201064","0.101079701912295"
"4","2016","(2c_gen) general maturity certificate","142","0.094236955410406","0.0810967083562703","0.107377202464542"
"4","2016","(2c_voc) vocational maturity certificate","234","0.0982964067619776","0.086750225638711","0.109842587885244"
"4","2016","(3a) lower tertiary education","185","0.104909277072115","0.0908923689149918","0.118926185229239"
"4","2016","(3b) higher tertiary education","444","0.111873461594292","0.102980316169916","0.120766607018667"
"5","2016","(0) in school","57","0.147708444538001","0.111158176945638","0.184258712130365"
"5","2016","(1a) inadequately completed","328","0.131198065424461","0.116368221981175","0.146027908867746"
"5","2016","(1b) general elementary school","459","0.149701495962643","0.136330363127397","0.16307262879789"
"5","2016","(1c) basic vocational qualification","999","0.198278575588402","0.187421000262733","0.209136150914071"
"5","2016","(2b) intermediate general qualification","134","0.159736211058194","0.13286368463742","0.186608737478968"
"5","2016","(2a) intermediate vocational","1069","0.19679523928874","0.186134779534002","0.207455699043478"
"5","2016","(2c_gen) general maturity certificate","290","0.14492922837931","0.129096176698005","0.160762280060614"
"5","2016","(2c_voc) vocational maturity certificate","481","0.191890583724829","0.176618455554588","0.20716271189507"
"5","2016","(3a) lower tertiary education","344","0.166867352016914","0.14981224234425","0.183922461689578"
"5","2016","(3b) higher tertiary education","851","0.173634139822036","0.162947081595286","0.184321198048786"
"6","2016","(0) in school","39","0.1894609136391","0.149092600627768","0.229829226650432"
"6","2016","(1a) inadequately completed","154","0.103982382423623","0.0905747956222636","0.117389969224983"
"6","2016","(1b) general elementary school","219","0.0725877800384572","0.0628639448345511","0.0823116152423633"
"6","2016","(1c) basic vocational qualification","609","0.11018698325907","0.101659954358867","0.118714012159273"
"6","2016","(2b) intermediate general qualification","72","0.0945997194875402","0.073133072139977","0.116066366835103"
"6","2016","(2a) intermediate vocational","656","0.128549095360451","0.119574570213107","0.137523620507796"
"6","2016","(2c_gen) general maturity certificate","213","0.142149224449833","0.126443291826258","0.157855157073408"
"6","2016","(2c_voc) vocational maturity certificate","301","0.134167301853555","0.120948929575424","0.147385674131687"
"6","2016","(3a) lower tertiary education","277","0.169073112655353","0.15192839123576","0.186217834074946"
"6","2016","(3b) higher tertiary education","648","0.141915004887503","0.132069596296466","0.151760413478541"
"7","2016","(0) in school","76","0.17001230858039","0.131315975373121","0.20870864178766"
"7","2016","(1a) inadequately completed","161","0.122819896316716","0.108402354808835","0.137237437824598"
"7","2016","(1b) general elementary school","295","0.108776682434783","0.0971077640951247","0.120445600774442"
"7","2016","(1c) basic vocational qualification","587","0.108682842032412","0.100207058863771","0.117158625201053"
"7","2016","(2b) intermediate general qualification","120","0.177112308183794","0.149110012323822","0.205114604043766"
"7","2016","(2a) intermediate vocational","752","0.141265627691828","0.131926567403331","0.150604687980326"
"7","2016","(2c_gen) general maturity certificate","261","0.167599008792487","0.150799846493075","0.184398171091899"
"7","2016","(2c_voc) vocational maturity certificate","339","0.139308961220993","0.125879740493229","0.152738181948757"
"7","2016","(3a) lower tertiary education","308","0.15371417309775","0.137216327187897","0.170212019007603"
"7","2016","(3b) higher tertiary education","715","0.168800416926321","0.158232391534855","0.179368442317786"
"8","2016","(0) in school","70","0.196279799755631","0.155364658887491","0.23719494062377"
"8","2016","(1a) inadequately completed","148","0.110157703792459","0.0964053694971237","0.123910038087795"
"8","2016","(1b) general elementary school","306","0.102928136708773","0.0915400674760273","0.114316205941519"
"8","2016","(1c) basic vocational qualification","552","0.103924522327819","0.0956142639683881","0.11223478068725"
"8","2016","(2b) intermediate general qualification","101","0.14679602412764","0.120837346387062","0.172754701868219"
"8","2016","(2a) intermediate vocational","534","0.100495987480012","0.092434198662648","0.108557776297377"
"8","2016","(2c_gen) general maturity certificate","223","0.121330947148961","0.106645605053325","0.136016289244598"
"8","2016","(2c_voc) vocational maturity certificate","231","0.07875224872417","0.0683060725292998","0.0891984249190401"
"8","2016","(3a) lower tertiary education","172","0.101149721090504","0.0873573867568689","0.114942055424138"
"8","2016","(3b) higher tertiary education","482","0.0961896278977962","0.0878708943275872","0.104508361468005"
"9","2016","(0) in school","23","","",""
"9","2016","(1a) inadequately completed","50","0.0227707486122516","0.0162183645620906","0.0293231326624126"
"9","2016","(1b) general elementary school","96","0.0393402872234213","0.0320545588153292","0.0466260156315133"
"9","2016","(1c) basic vocational qualification","145","0.0222056977779795","0.0181929748390671","0.0262184207168919"
"9","2016","(2b) intermediate general qualification","31","0.0259951199151331","0.0143236524396537","0.0376665873906125"
"9","2016","(2a) intermediate vocational","138","0.0269749111860386","0.0226308339837762","0.031318988388301"
"9","2016","(2c_gen) general maturity certificate","76","0.0369581737363385","0.0284729473310293","0.0454434001416477"
"9","2016","(2c_voc) vocational maturity certificate","72","0.0263855707096862","0.0201695222502582","0.0326016191691141"
"9","2016","(3a) lower tertiary education","49","0.0297584804007858","0.0219860461743646","0.037530914627207"
"9","2016","(3b) higher tertiary education","147","0.0278285437863056","0.0231879761634727","0.0324691114091384"
"10 Very willing to take risks","2016","(0) in school","14","","",""
"10 Very willing to take risks","2016","(1a) inadequately completed","191","0.0466522354916321","0.0373887512540336","0.0559157197292305"
"10 Very willing to take risks","2016","(1b) general elementary school","178","0.0335298362271265","0.02678332313577","0.040276349318483"
"10 Very willing to take risks","2016","(1c) basic vocational qualification","121","0.0199053026237526","0.0161016432038857","0.0237089620436196"
"10 Very willing to take risks","2016","(2b) intermediate general qualification","29","","",""
"10 Very willing to take risks","2016","(2a) intermediate vocational","86","0.0151928447417731","0.0119130198959598","0.0184726695875863"
"10 Very willing to take risks","2016","(2c_gen) general maturity certificate","112","0.0210812760603565","0.014620162502948","0.0275423896177649"
"10 Very willing to take risks","2016","(2c_voc) vocational maturity certificate","56","0.0108804372560357","0.00685711134036479","0.0149037631717066"
"10 Very willing to take risks","2016","(3a) lower tertiary education","9","","",""
"10 Very willing to take risks","2016","(3b) higher tertiary education","116","0.00831892330677631","0.00575636352666356","0.0108814830868891"
"0 Not at all Willing to take risks","2017","(0) in school","4","","",""
"0 Not at all Willing to take risks","2017","(1a) inadequately completed","728","0.122330984013187","0.10973607498268","0.134925893043693"
"0 Not at all Willing to take risks","2017","(1b) general elementary school","478","0.0972063895725184","0.0866913472840416","0.107721431860995"
"0 Not at all Willing to take risks","2017","(1c) basic vocational qualification","277","0.0487397214993498","0.0429438408711998","0.0545356021274998"
"0 Not at all Willing to take risks","2017","(2b) intermediate general qualification","21","","",""
"0 Not at all Willing to take risks","2017","(2a) intermediate vocational","196","0.0307264325014318","0.026410521908573","0.0350423430942906"
"0 Not at all Willing to take risks","2017","(2c_gen) general maturity certificate","246","0.033740472204611","0.026284745710515","0.0411961986987071"
"0 Not at all Willing to take risks","2017","(2c_voc) vocational maturity certificate","128","0.0283935794501643","0.0222425642903768","0.0345445946099518"
"0 Not at all Willing to take risks","2017","(3a) lower tertiary education","39","0.0144845644473243","0.00931259922268771","0.0196565296719609"
"0 Not at all Willing to take risks","2017","(3b) higher tertiary education","338","0.0228303202013868","0.0188517231347234","0.0268089172680501"
"1","2017","(0) in school","14","","",""
"1","2017","(1a) inadequately completed","129","0.0728234911381575","0.0628354948007961","0.0828114874755188"
"1","2017","(1b) general elementary school","177","0.0763822598952563","0.0669544294455347","0.0858100903449779"
"1","2017","(1c) basic vocational qualification","270","0.0588224928406024","0.0524891104255977","0.065155875255607"
"1","2017","(2b) intermediate general qualification","42","0.0315881625388983","0.0196678521779178","0.0435084728998787"
"1","2017","(2a) intermediate vocational","280","0.0463400597455672","0.0410826932924562","0.0515974261986782"
"1","2017","(2c_gen) general maturity certificate","74","0.0370470766205639","0.0292479316171936","0.0448462216239343"
"1","2017","(2c_voc) vocational maturity certificate","136","0.0520491159629301","0.0438230699705707","0.0602751619552895"
"1","2017","(3a) lower tertiary education","71","0.0335624030046158","0.025766173903603","0.0413586321056286"
"1","2017","(3b) higher tertiary education","233","0.040961489294399","0.0356819642061622","0.0462410143826357"
"2","2017","(0) in school","24","","",""
"2","2017","(1a) inadequately completed","204","0.108603291502816","0.0966436427738756","0.120562940231757"
"2","2017","(1b) general elementary school","297","0.130859563347084","0.118888931065437","0.142830195628731"
"2","2017","(1c) basic vocational qualification","638","0.125624860369607","0.116703831887467","0.134545888851747"
"2","2017","(2b) intermediate general qualification","80","0.105376657726369","0.0844505884434834","0.126302727009255"
"2","2017","(2a) intermediate vocational","729","0.110502201353573","0.102661569029153","0.118342833677992"
"2","2017","(2c_gen) general maturity certificate","198","0.101932692113341","0.0894393484688621","0.11442603575782"
"2","2017","(2c_voc) vocational maturity certificate","291","0.109687426836475","0.0981145531192193","0.121260300553731"
"2","2017","(3a) lower tertiary education","207","0.10529635539179","0.0920096460862287","0.118583064697352"
"2","2017","(3b) higher tertiary education","570","0.107136896523395","0.0988983436258817","0.115375449420909"
"3","2017","(0) in school","42","0.0868644686650606","0.0603982334851175","0.113330703845004"
"3","2017","(1a) inadequately completed","174","0.11932700576379","0.106866429485956","0.131787582041623"
"3","2017","(1b) general elementary school","257","0.135362867394819","0.123219585050449","0.14750614973919"
"3","2017","(1c) basic vocational qualification","657","0.127692447907967","0.11870894625909","0.136675949556843"
"3","2017","(2b) intermediate general qualification","86","0.115069519423749","0.09332098166047","0.136818057187028"
"3","2017","(2a) intermediate vocational","872","0.144616286058815","0.135820345706412","0.153412226411219"
"3","2017","(2c_gen) general maturity certificate","221","0.110881696970047","0.097916557218992","0.123846836721103"
"3","2017","(2c_voc) vocational maturity certificate","398","0.151658171397938","0.138374752004462","0.164941590791413"
"3","2017","(3a) lower tertiary education","300","0.149105514124961","0.13368652623293","0.164524502016991"
"3","2017","(3b) higher tertiary education","691","0.153011522174492","0.143422158614593","0.162600885734392"
"4","2017","(0) in school","38","0.118067844040534","0.0877438175174843","0.148391870563584"
"4","2017","(1a) inadequately completed","137","0.0778552750010056","0.067556039667855","0.0881545103341563"
"4","2017","(1b) general elementary school","205","0.0747230768189645","0.0653898328712253","0.0840563207667037"
"4","2017","(1c) basic vocational qualification","497","0.0950278438826084","0.0871343136681535","0.102921374097063"
"4","2017","(2b) intermediate general qualification","82","0.112429464229978","0.0908998204042592","0.133959108055698"
"4","2017","(2a) intermediate vocational","578","0.0908381800477442","0.0836511743048859","0.0980251857906024"
"4","2017","(2c_gen) general maturity certificate","144","0.0758017806277115","0.0648725456673974","0.0867310155880255"
"4","2017","(2c_voc) vocational maturity certificate","234","0.0780427214167433","0.0681089734333671","0.0879764694001195"
"4","2017","(3a) lower tertiary education","234","0.118210036958407","0.104234100655272","0.132185973261543"
"4","2017","(3b) higher tertiary education","491","0.103045278174458","0.0949470823653207","0.111143473983596"
"5","2017","(0) in school","73","0.176233491242462","0.140427990597992","0.212038991886932"
"5","2017","(1a) inadequately completed","403","0.161765291668007","0.147611040128048","0.175919543207966"
"5","2017","(1b) general elementary school","541","0.170810833048218","0.157452449956755","0.184169216139682"
"5","2017","(1c) basic vocational qualification","1059","0.202524341997709","0.19170687542035","0.213341808575069"
"5","2017","(2b) intermediate general qualification","164","0.205627689398945","0.178082346519855","0.233173032278035"
"5","2017","(2a) intermediate vocational","1191","0.193193207190818","0.183319644588533","0.203066769793104"
"5","2017","(2c_gen) general maturity certificate","410","0.181453022590974","0.165539313921804","0.197366731260143"
"5","2017","(2c_voc) vocational maturity certificate","564","0.213442235543685","0.198268342156685","0.228616128930684"
"5","2017","(3a) lower tertiary education","372","0.160023947212772","0.144153209943471","0.175894684482073"
"5","2017","(3b) higher tertiary education","950","0.17956545409984","0.169341419070273","0.189789489129406"
"6","2017","(0) in school","56","0.123356191159569","0.0924535553867966","0.154258826932341"
"6","2017","(1a) inadequately completed","161","0.0625294826189649","0.053223062715948","0.0718359025219818"
"6","2017","(1b) general elementary school","260","0.0758960426871355","0.0664957936407153","0.0852962917335557"
"6","2017","(1c) basic vocational qualification","573","0.108499858689152","0.100128354020416","0.116871363357888"
"6","2017","(2b) intermediate general qualification","80","0.0939963068119109","0.0741071800672999","0.113885433556522"
"6","2017","(2a) intermediate vocational","708","0.11675455105624","0.108723529377072","0.124785572735409"
"6","2017","(2c_gen) general maturity certificate","261","0.148669817783441","0.133979610797081","0.163360024769802"
"6","2017","(2c_voc) vocational maturity certificate","336","0.115207015540422","0.103383358200993","0.127030672879852"
"6","2017","(3a) lower tertiary education","285","0.141377211531071","0.126295102652385","0.156459320409758"
"6","2017","(3b) higher tertiary education","698","0.131243062870978","0.122248578186563","0.140237547555392"
"7","2017","(0) in school","75","0.180926638365658","0.144751006921034","0.217102269810282"
"7","2017","(1a) inadequately completed","188","0.100516219782213","0.0889583935990561","0.11207404596537"
"7","2017","(1b) general elementary school","302","0.0920632646675294","0.081801067403162","0.102325461931897"
"7","2017","(1c) basic vocational qualification","624","0.112285573878264","0.10378737579848","0.120783771958049"
"7","2017","(2b) intermediate general qualification","112","0.126749103500592","0.104074625150712","0.149423581850473"
"7","2017","(2a) intermediate vocational","799","0.13700263813688","0.128403352318235","0.145601923955524"
"7","2017","(2c_gen) general maturity certificate","288","0.144013084627505","0.129515286955469","0.158510882299542"
"7","2017","(2c_voc) vocational maturity certificate","361","0.128560013379524","0.116164536687379","0.14095549007167"
"7","2017","(3a) lower tertiary education","301","0.156530100486316","0.140800963784859","0.172259237187773"
"7","2017","(3b) higher tertiary education","707","0.143390660194713","0.13405509104627","0.152726229343155"
"8","2017","(0) in school","68","0.145889625058508","0.112717548023706","0.179061702093309"
"8","2017","(1a) inadequately completed","164","0.100377967534334","0.0888272049479755","0.111928730120693"
"8","2017","(1b) general elementary school","248","0.0843759769567591","0.0745100618229352","0.094241892090583"
"8","2017","(1c) basic vocational qualification","454","0.0842904343966639","0.0768122486049766","0.0917686201883512"
"8","2017","(2b) intermediate general qualification","102","0.133828219345096","0.110623773502152","0.15703266518804"
"8","2017","(2a) intermediate vocational","545","0.0888947350455783","0.0817774315885315","0.0960120385026251"
"8","2017","(2c_gen) general maturity certificate","240","0.125819740968985","0.112125360615143","0.139514121322827"
"8","2017","(2c_voc) vocational maturity certificate","226","0.0737093782755808","0.0640326946076176","0.0833860619435441"
"8","2017","(3a) lower tertiary education","185","0.0917628482427495","0.0792658924204342","0.104259804065065"
"8","2017","(3b) higher tertiary education","495","0.0877605347010586","0.0802236299994051","0.0952974394027122"
"9","2017","(0) in school","16","","",""
"9","2017","(1a) inadequately completed","76","0.0268712674392215","0.0206555589174664","0.0330869759609766"
"9","2017","(1b) general elementary school","101","0.0282455835144787","0.0223649662318171","0.0341262007971403"
"9","2017","(1c) basic vocational qualification","156","0.0209661428145632","0.0171097048050958","0.0248225808240306"
"9","2017","(2b) intermediate general qualification","32","0.031221260373077","0.0193681357241083","0.0430743850220458"
"9","2017","(2a) intermediate vocational","154","0.0276746361995782","0.0235722177879808","0.0317770546111755"
"9","2017","(2c_gen) general maturity certificate","72","0.0257489214002903","0.019208850393495","0.0322889924070856"
"9","2017","(2c_voc) vocational maturity certificate","80","0.0322824003008048","0.0257368107989717","0.0388279898026378"
"9","2017","(3a) lower tertiary education","42","0.0233434153579568","0.0168072308909504","0.0298795998249631"
"9","2017","(3b) higher tertiary education","112","0.0174492822305443","0.0139614528037993","0.0209371116572894"
"10 Very willing to take risks","2017","(0) in school","25","","",""
"10 Very willing to take risks","2017","(1a) inadequately completed","236","0.046999723538303","0.0388647605378028","0.0551346865388032"
"10 Very willing to take risks","2017","(1b) general elementary school","183","0.0340741420972363","0.027634618483641","0.0405136657108316"
"10 Very willing to take risks","2017","(1c) basic vocational qualification","97","0.0155262817235128","0.012198429569587","0.0188541338774385"
"10 Very willing to take risks","2017","(2b) intermediate general qualification","26","","",""
"10 Very willing to take risks","2017","(2a) intermediate vocational","90","0.0134570726637741","0.0105755205562231","0.0163386247713251"
"10 Very willing to take risks","2017","(2c_gen) general maturity certificate","99","0.0148916940925295","0.00989040984060611","0.0198929783444529"
"10 Very willing to take risks","2017","(2c_voc) vocational maturity certificate","47","0.0169679418957327","0.0121850566479331","0.0217508271435323"
"10 Very willing to take risks","2017","(3a) lower tertiary education","14","","",""
"10 Very willing to take risks","2017","(3b) higher tertiary education","129","0.0136054995347356","0.010519672835534","0.0166913262339372"
"0 Not at all Willing to take risks","2018","(0) in school","8","","",""
"0 Not at all Willing to take risks","2018","(1a) inadequately completed","741","0.214583713060081","0.197173832318149","0.231993593802012"
"0 Not at all Willing to take risks","2018","(1b) general elementary school","458","0.106143869425932","0.0945979079192246","0.117689830932639"
"0 Not at all Willing to take risks","2018","(1c) basic vocational qualification","398","0.0775648741614138","0.0700929296954795","0.0850368186273482"
"0 Not at all Willing to take risks","2018","(2b) intermediate general qualification","31","0.0458556683882833","0.0315389093292181","0.0601724274473486"
"0 Not at all Willing to take risks","2018","(2a) intermediate vocational","291","0.0509365761507287","0.0452834959600711","0.0565896563413862"
"0 Not at all Willing to take risks","2018","(2c_gen) general maturity certificate","269","0.0347659811599068","0.0268840507585885","0.042647911561225"
"0 Not at all Willing to take risks","2018","(2c_voc) vocational maturity certificate","129","0.0384389069177118","0.0311052585370663","0.0457725552983573"
"0 Not at all Willing to take risks","2018","(3a) lower tertiary education","48","0.020303321338163","0.0140926976531359","0.0265139450231901"
"0 Not at all Willing to take risks","2018","(3b) higher tertiary education","379","0.0245754194162579","0.0203068948105438","0.028843944021972"
"1","2018","(0) in school","9","","",""
"1","2018","(1a) inadequately completed","178","0.0845826403509943","0.072782215109932","0.0963830655920567"
"1","2018","(1b) general elementary school","218","0.0956195614663003","0.0845966126770766","0.106642510255524"
"1","2018","(1c) basic vocational qualification","366","0.0760550098559199","0.0686500937236362","0.0834599259882036"
"1","2018","(2b) intermediate general qualification","43","0.0569417286411221","0.0410809043936856","0.0728025528885586"
"1","2018","(2a) intermediate vocational","376","0.0687945334960602","0.0622869106269245","0.075302156365196"
"1","2018","(2c_gen) general maturity certificate","93","0.0310049769818008","0.0235470947629317","0.0384628592006698"
"1","2018","(2c_voc) vocational maturity certificate","170","0.060894259840601","0.0517722286435914","0.0700162910376107"
"1","2018","(3a) lower tertiary education","102","0.0538288592745829","0.0438908753430398","0.0637668432061259"
"1","2018","(3b) higher tertiary education","267","0.0399764721122094","0.0345754787534111","0.0453774654710077"
"2","2018","(0) in school","25","","",""
"2","2018","(1a) inadequately completed","167","0.0645678786981219","0.0541456196023118","0.0749901377939319"
"2","2018","(1b) general elementary school","302","0.137627208931777","0.124713573846055","0.150540844017499"
"2","2018","(1c) basic vocational qualification","689","0.147931252586727","0.138013792561955","0.157848712611499"
"2","2018","(2b) intermediate general qualification","93","0.14523374192335","0.121118111846134","0.169349372000567"
"2","2018","(2a) intermediate vocational","823","0.12927960209389","0.120653253265903","0.137905950921876"
"2","2018","(2c_gen) general maturity certificate","199","0.0923016696115422","0.0798475054133901","0.104755833809694"
"2","2018","(2c_voc) vocational maturity certificate","387","0.146319015630168","0.132837326247699","0.159800705012637"
"2","2018","(3a) lower tertiary education","232","0.106176999362685","0.0926111546892096","0.119742844036161"
"2","2018","(3b) higher tertiary education","608","0.129043797725076","0.119801133025801","0.138286462424351"
"3","2018","(0) in school","39","0.112009895860312","0.079566445274885","0.144453346445739"
"3","2018","(1a) inadequately completed","130","0.0842821775383913","0.0725007972665531","0.0960635578102295"
"3","2018","(1b) general elementary school","249","0.112534413766758","0.100688535292931","0.124380292240585"
"3","2018","(1c) basic vocational qualification","681","0.141826605341464","0.132081208014769","0.151572002668158"
"3","2018","(2b) intermediate general qualification","84","0.11327318075571","0.0915811788085955","0.134965182702825"
"3","2018","(2a) intermediate vocational","882","0.143976813905735","0.13495047373107","0.153003154080401"
"3","2018","(2c_gen) general maturity certificate","237","0.167553120519308","0.151483946067694","0.183622294970922"
"3","2018","(2c_voc) vocational maturity certificate","403","0.156077717125896","0.142233518972918","0.169921915278873"
"3","2018","(3a) lower tertiary education","321","0.169869818022175","0.153333566624927","0.186406069419423"
"3","2018","(3b) higher tertiary education","782","0.164236011591406","0.15402176133319","0.174450261849622"
"4","2018","(0) in school","36","0.12016097573789","0.0867123628750488","0.153609588600732"
"4","2018","(1a) inadequately completed","95","0.0512717695467626","0.0419186274590768","0.0606249116344485"
"4","2018","(1b) general elementary school","153","0.0721332297391273","0.062435739844719","0.0818307196335356"
"4","2018","(1c) basic vocational qualification","413","0.084346262688174","0.0765832243425011","0.0921093010338469"
"4","2018","(2b) intermediate general qualification","61","0.0563263737670193","0.0405463384824858","0.0721064090515528"
"4","2018","(2a) intermediate vocational","566","0.0961445961188437","0.0885652005683719","0.103723991669315"
"4","2018","(2c_gen) general maturity certificate","148","0.0767828350507996","0.065327097709406","0.0882385723921933"
"4","2018","(2c_voc) vocational maturity certificate","259","0.107382528464908","0.0955726444592946","0.119192412470522"
"4","2018","(3a) lower tertiary education","227","0.104031041802488","0.0905868775814453","0.117475206023531"
"4","2018","(3b) higher tertiary education","506","0.124205223868197","0.11511234138239","0.133298106354003"
"5","2018","(0) in school","62","0.122882978668561","0.0891099963194163","0.156655961017705"
"5","2018","(1a) inadequately completed","312","0.173574763269411","0.157513025059044","0.189636501479777"
"5","2018","(1b) general elementary school","484","0.17165371612179","0.157519185046972","0.185788247196607"
"5","2018","(1c) basic vocational qualification","973","0.197993441507695","0.186862099275113","0.209124783740278"
"5","2018","(2b) intermediate general qualification","187","0.234682672106987","0.205675696461735","0.26368964775224"
"5","2018","(2a) intermediate vocational","1123","0.19610960612506","0.185900904596429","0.20631830765369"
"5","2018","(2c_gen) general maturity certificate","361","0.202549629728676","0.185257176913673","0.219842082543679"
"5","2018","(2c_voc) vocational maturity certificate","454","0.177783002476955","0.163198740023486","0.192367264930425"
"5","2018","(3a) lower tertiary education","354","0.173124637010186","0.156463473854946","0.189785800165425"
"5","2018","(3b) higher tertiary education","790","0.162877244421806","0.152697069212415","0.173057419631197"
"6","2018","(0) in school","50","0.108196118249031","0.0762413775600266","0.140150858938036"
"6","2018","(1a) inadequately completed","102","0.0851493018465307","0.0733130792386285","0.0969855244544329"
"6","2018","(1b) general elementary school","178","0.0718085257209132","0.062131193988744","0.0814858574530825"
"6","2018","(1c) basic vocational qualification","428","0.0874014679523524","0.0795122778805392","0.0952906580241656"
"6","2018","(2b) intermediate general qualification","87","0.0819720069817761","0.0631960573701837","0.100747956593368"
"6","2018","(2a) intermediate vocational","493","0.0924551912243429","0.0850074883467392","0.0999028941019466"
"6","2018","(2c_gen) general maturity certificate","203","0.122166526621772","0.108076194746957","0.136256858496588"
"6","2018","(2c_voc) vocational maturity certificate","235","0.0989358961867394","0.0875464942927076","0.110325298080771"
"6","2018","(3a) lower tertiary education","249","0.129077679676977","0.114313098272388","0.143842261081567"
"6","2018","(3b) higher tertiary education","571","0.131057778319631","0.121754043508198","0.140361513131064"
"7","2018","(0) in school","67","0.219722688586711","0.177127875169506","0.262317502003917"
"7","2018","(1a) inadequately completed","101","0.074375440919049","0.0632484001825112","0.0855024816555868"
"7","2018","(1b) general elementary school","219","0.0754815528183772","0.0655794589385668","0.0853836466981875"
"7","2018","(1c) basic vocational qualification","427","0.0834480308795416","0.0757226523709975","0.0911734093880858"
"7","2018","(2b) intermediate general qualification","94","0.110022207509381","0.0886046014097186","0.131439813609043"
"7","2018","(2a) intermediate vocational","612","0.10014602710336","0.0924276581469057","0.107864396059813"
"7","2018","(2c_gen) general maturity certificate","220","0.108647381176029","0.0952576010905735","0.122037161261484"
"7","2018","(2c_voc) vocational maturity certificate","318","0.111445600130575","0.0994417766038127","0.123449423657337"
"7","2018","(3a) lower tertiary education","256","0.137024871205121","0.121882123233878","0.152167619176365"
"7","2018","(3b) higher tertiary education","574","0.112297920205919","0.103593297586244","0.121002542825594"
"8","2018","(0) in school","41","0.120373356039604","0.0868992374162158","0.153847474662991"
"8","2018","(1a) inadequately completed","131","0.0945474595380828","0.0821393606890914","0.106955558387074"
"8","2018","(1b) general elementary school","238","0.0881054094423789","0.0774805683706962","0.0987302505140616"
"8","2018","(1c) basic vocational qualification","366","0.0700485874663257","0.0629190231131535","0.0771781518194979"
"8","2018","(2b) intermediate general qualification","80","0.0808864620464165","0.06222422651309","0.099548697579743"
"8","2018","(2a) intermediate vocational","463","0.0886740814182915","0.0813650830749972","0.0959830797615858"
"8","2018","(2c_gen) general maturity certificate","202","0.119157172253842","0.105217635352729","0.133096709154956"
"8","2018","(2c_voc) vocational maturity certificate","187","0.0723248219722487","0.0624441204020489","0.0822055235424485"
"8","2018","(3a) lower tertiary education","156","0.0875012769266892","0.0750581600230275","0.0999443938303509"
"8","2018","(3b) higher tertiary education","406","0.0865593190813218","0.0788070727775926","0.0943115653850511"
"9","2018","(0) in school","16","","",""
"9","2018","(1a) inadequately completed","39","0.0351804737248647","0.0273674102870485","0.0429935371626809"
"9","2018","(1b) general elementary school","96","0.0326920148781582","0.0260262181427491","0.0393578116135673"
"9","2018","(1c) basic vocational qualification","110","0.0209242288699587","0.0169260146846487","0.0249224430552686"
"9","2018","(2b) intermediate general qualification","32","0.0551304971915748","0.0395089863257144","0.0707520080574351"
"9","2018","(2a) intermediate vocational","116","0.0227104754191333","0.0188800466725572","0.0265409041657094"
"9","2018","(2c_gen) general maturity certificate","79","0.0308713671981129","0.0234290584206708","0.0383136759755551"
"9","2018","(2c_voc) vocational maturity certificate","52","0.0176616754952882","0.0126371781398117","0.0226861728507647"
"9","2018","(3a) lower tertiary education","28","","",""
"9","2018","(3b) higher tertiary education","95","0.0143491430791024","0.01107041796567","0.0176278681925347"
"10 Very willing to take risks","2018","(0) in school","10","","",""
"10 Very willing to take risks","2018","(1a) inadequately completed","140","0.0378843815077114","0.0297879956058096","0.0459807674096132"
"10 Very willing to take risks","2018","(1b) general elementary school","139","0.0362004976884888","0.0291988628746065","0.0432021325023711"
"10 Very willing to take risks","2018","(1c) basic vocational qualification","72","0.0124602386904279","0.00936158066387037","0.0155588967169855"
"10 Very willing to take risks","2018","(2b) intermediate general qualification","28","","",""
"10 Very willing to take risks","2018","(2a) intermediate vocational","66","0.0107724969445558","0.00811832573314414","0.0134266681559675"
"10 Very willing to take risks","2018","(2c_gen) general maturity certificate","64","0.0141993396982105","0.00910875500337791","0.019289924393043"
"10 Very willing to take risks","2018","(2c_voc) vocational maturity certificate","46","0.0127365757589084","0.00845908585607438","0.0170140656617425"
"10 Very willing to take risks","2018","(3a) lower tertiary education","8","","",""
"10 Very willing to take risks","2018","(3b) higher tertiary education","76","0.010821670179074","0.00796924070238436","0.0136740996557637"
"0 Not at all Willing to take risks","2019","(0) in school","7","","",""
"0 Not at all Willing to take risks","2019","(1a) inadequately completed","488","0.140149708308822","0.124642263482696","0.155657153134949"
"0 Not at all Willing to take risks","2019","(1b) general elementary school","302","0.0845997828353842","0.0734546445403303","0.0957449211304382"
"0 Not at all Willing to take risks","2019","(1c) basic vocational qualification","256","0.0575569604560162","0.0508022137780863","0.0643117071339461"
"0 Not at all Willing to take risks","2019","(2b) intermediate general qualification","19","","",""
"0 Not at all Willing to take risks","2019","(2a) intermediate vocational","162","0.0291459673992321","0.0248613034313172","0.0334306313671471"
"0 Not at all Willing to take risks","2019","(2c_gen) general maturity certificate","148","0.0204994244205217","0.0142405186338285","0.0267583302072149"
"0 Not at all Willing to take risks","2019","(2c_voc) vocational maturity certificate","83","0.0243322091589465","0.0185766603679572","0.0300877579499358"
"0 Not at all Willing to take risks","2019","(3a) lower tertiary education","34","0.0193495518097955","0.0135934386763873","0.0251056649432036"
"0 Not at all Willing to take risks","2019","(3b) higher tertiary education","212","0.0203271173746628","0.0165743931448776","0.0240798416044481"
"1","2019","(0) in school","7","","",""
