"plh0204_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1","2004","Part Time","college entrance qualification","37","0.0257913452873638","0.0174251317058135","0.0341575588689141"
"1","2004","Part Time","Other degree","20","","",""
"1","2004","Part Time","no degree/no degree yet","5","","",""
"1","2004","Not Working","lower secondary degree","356","0.0904638034465061","0.0815025664878737","0.0994250404051386"
"1","2004","Not Working","secondary school degree","83","0.0541337239094173","0.0430426734365489","0.0652247743822857"
"1","2004","Not Working","college entrance qualification","47","0.0387517956055316","0.0282278033367737","0.0492757878742895"
"1","2004","Not Working","Other degree","60","0.13024996120417","0.100836229399264","0.159663693009077"
"1","2004","Not Working","no degree/no degree yet","26","","",""
"2","2004","Full Time","lower secondary degree","176","0.0842764147051297","0.0725474499966547","0.0960053794136048"
"2","2004","Full Time","secondary school degree","239","0.07810545176238","0.0685430563259082","0.0876678471988518"
"2","2004","Full Time","college entrance qualification","200","0.0644053733224872","0.0551410750692226","0.0736696715757518"
"2","2004","Full Time","Other degree","44","0.0951312763694259","0.0663429714719584","0.123919581266893"
"2","2004","Full Time","no degree/no degree yet","6","","",""
"2","2004","Part Time","lower secondary degree","162","0.101539224901588","0.0860355086364556","0.11704294116672"
"2","2004","Part Time","secondary school degree","161","0.107538878543585","0.0926224709733482","0.122455286113821"
"2","2004","Part Time","college entrance qualification","112","0.090446371913848","0.0753081213762302","0.105584622451466"
"2","2004","Part Time","Other degree","31","0.103375676944647","0.0675874539877536","0.13916389990154"
"2","2004","Part Time","no degree/no degree yet","10","","",""
"2","2004","Not Working","lower secondary degree","556","0.14145760888623","0.130570449666503","0.152344768105957"
"2","2004","Not Working","secondary school degree","190","0.119837819716063","0.103919319034093","0.135756320398032"
"2","2004","Not Working","college entrance qualification","119","0.0849607518542743","0.0697571716723597","0.100164332036189"
"2","2004","Not Working","Other degree","69","0.156491986758458","0.124741180573185","0.18824279294373"
"2","2004","Not Working","no degree/no degree yet","47","0.0780430968281557","0.0581149906448459","0.0979712030114655"
"3","2004","Full Time","lower secondary degree","211","0.0901908811111346","0.0780965762592006","0.102285185963069"
"3","2004","Full Time","secondary school degree","369","0.118733295004951","0.107206054806733","0.130260535203169"
"3","2004","Full Time","college entrance qualification","360","0.143641114008865","0.130404560964662","0.156877667053068"
"3","2004","Full Time","Other degree","54","0.145264079209504","0.110689513084117","0.179838645334891"
"3","2004","Full Time","no degree/no degree yet","8","","",""
"3","2004","Part Time","lower secondary degree","207","0.132630430868623","0.11522066182265","0.150040199914597"
"3","2004","Part Time","secondary school degree","230","0.139940668821339","0.123236571352285","0.156644766290392"
"3","2004","Part Time","college entrance qualification","195","0.123672983624632","0.106297516962529","0.141048450286735"
"3","2004","Part Time","Other degree","38","0.130630172720226","0.0910160789507195","0.170244266489733"
"3","2004","Part Time","no degree/no degree yet","11","","",""
"3","2004","Not Working","lower secondary degree","550","0.131891597675902","0.121320597243918","0.142462598107885"
"3","2004","Not Working","secondary school degree","205","0.129663045821823","0.113197517107255","0.14612857453639"
"3","2004","Not Working","college entrance qualification","147","0.119488222019352","0.101801515543717","0.137174928494986"
"3","2004","Not Working","Other degree","59","0.131882984131717","0.102313236659795","0.161452731603639"
"3","2004","Not Working","no degree/no degree yet","71","0.123657011031683","0.0992007589701039","0.148113263093263"
"4","2004","Full Time","lower secondary degree","230","0.107457333102372","0.0943818731209774","0.120532793083767"
"4","2004","Full Time","secondary school degree","316","0.0975135340808434","0.0869419955117839","0.108085072649903"
"4","2004","Full Time","college entrance qualification","291","0.114038585598344","0.102042461970698","0.12603470922599"
"4","2004","Full Time","Other degree","37","0.0771395273096403","0.0509596171227977","0.103319437496483"
"4","2004","Full Time","no degree/no degree yet","5","","",""
"4","2004","Part Time","lower secondary degree","161","0.113594037085855","0.0973061994770104","0.1298818746947"
"4","2004","Part Time","secondary school degree","187","0.105920965408048","0.0911037785548907","0.120738152261205"
"4","2004","Part Time","college entrance qualification","158","0.0949750167876399","0.0795010759713939","0.110448957603886"
"4","2004","Part Time","Other degree","34","0.122963621488408","0.0843604647949999","0.161566778181815"
"4","2004","Part Time","no degree/no degree yet","12","","",""
"4","2004","Not Working","lower secondary degree","400","0.0923787478961561","0.0833326994329341","0.101424796359378"
"4","2004","Not Working","secondary school degree","193","0.121114662554745","0.105123194661021","0.13710613044847"
"4","2004","Not Working","college entrance qualification","163","0.118330599176017","0.100718210939177","0.135942987412858"
"4","2004","Not Working","Other degree","44","0.0867064116962582","0.0621143517037982","0.111298471688718"
"4","2004","Not Working","no degree/no degree yet","57","0.0751854836329999","0.05559533238277","0.0947756348832297"
"5","2004","Full Time","lower secondary degree","529","0.261148138389359","0.242602294196599","0.279693982582118"
"5","2004","Full Time","secondary school degree","730","0.249225536032083","0.23381078846136","0.264640283602806"
"5","2004","Full Time","college entrance qualification","518","0.188688047194036","0.173921677072769","0.203454417315302"
"5","2004","Full Time","Other degree","81","0.198916086745396","0.159747707433684","0.238084466057109"
"5","2004","Full Time","no degree/no degree yet","7","","",""
"5","2004","Part Time","lower secondary degree","355","0.263541206266152","0.240927704470528","0.286154708061776"
"5","2004","Part Time","secondary school degree","406","0.23819526598514","0.217684813888864","0.258705718081416"
"5","2004","Part Time","college entrance qualification","297","0.226731365898085","0.204631636432603","0.248831095363567"
"5","2004","Part Time","Other degree","48","0.159919049171034","0.116833030923594","0.203005067418474"
"5","2004","Part Time","no degree/no degree yet","24","","",""
"5","2004","Not Working","lower secondary degree","776","0.193723374712759","0.181376598009542","0.206070151415976"
"5","2004","Not Working","secondary school degree","357","0.208294643900089","0.188390445040794","0.228198842759384"
"5","2004","Not Working","college entrance qualification","288","0.238809622159222","0.215561419124826","0.262057825193618"
"5","2004","Not Working","Other degree","80","0.152948814673696","0.12149364852037","0.184403980827022"
"5","2004","Not Working","no degree/no degree yet","146","0.220750690529802","0.189937780230517","0.251563600829088"
"6","2004","Full Time","lower secondary degree","247","0.114271134169928","0.100839058740212","0.127703209599644"
"6","2004","Full Time","secondary school degree","392","0.136462226256702","0.124229245363123","0.148695207150281"
"6","2004","Full Time","college entrance qualification","388","0.139955921764696","0.126862184802877","0.153049658726515"
"6","2004","Full Time","Other degree","48","0.150575659566394","0.115484204137465","0.185667114995323"
"6","2004","Full Time","no degree/no degree yet","7","","",""
"6","2004","Part Time","lower secondary degree","128","0.0770955760506721","0.0634037169329716","0.0907874351683725"
"6","2004","Part Time","secondary school degree","180","0.10779333505243","0.0928614195774351","0.122725250527424"
"6","2004","Part Time","college entrance qualification","194","0.155425309303202","0.136302756910484","0.174547861695919"
"6","2004","Part Time","Other degree","23","","",""
"6","2004","Part Time","no degree/no degree yet","22","","",""
"6","2004","Not Working","lower secondary degree","266","0.06357482898448","0.055952289442858","0.0711973685261021"
"6","2004","Not Working","secondary school degree","165","0.0995894108494287","0.0849119565216527","0.114266865177205"
"6","2004","Not Working","college entrance qualification","154","0.108577849728687","0.0916138145971764","0.125541884860198"
"6","2004","Not Working","Other degree","23","","",""
"6","2004","Not Working","no degree/no degree yet","81","0.0840074727778862","0.0633988772123628","0.10461606834341"
"7","2004","Full Time","lower secondary degree","277","0.128616102677038","0.114481718494076","0.14275048686"
"7","2004","Full Time","secondary school degree","456","0.141241443592458","0.128830579665583","0.153652307519332"
"7","2004","Full Time","college entrance qualification","502","0.188386030933988","0.173628737172697","0.203143324695278"
"7","2004","Full Time","Other degree","29","","",""
"7","2004","Full Time","no degree/no degree yet","7","","",""
"7","2004","Part Time","lower secondary degree","114","0.0721935965467864","0.0589090311570064","0.0854781619365664"
"7","2004","Part Time","secondary school degree","189","0.107944730924712","0.0930036010012554","0.122885860848169"
"7","2004","Part Time","college entrance qualification","201","0.148309852896993","0.129551626569324","0.167068079224661"
"7","2004","Part Time","Other degree","12","","",""
"7","2004","Part Time","no degree/no degree yet","21","","",""
"7","2004","Not Working","lower secondary degree","175","0.0448150700624084","0.0383514426078879","0.0512786975169289"
"7","2004","Not Working","secondary school degree","148","0.095318823217074","0.0809255035045704","0.109712142929578"
"7","2004","Not Working","college entrance qualification","163","0.103767636489472","0.0871389437766129","0.120396329202331"
"7","2004","Not Working","Other degree","16","","",""
"7","2004","Not Working","no degree/no degree yet","89","0.111086058046253","0.0877405619041409","0.134431554188365"
"8","2004","Full Time","lower secondary degree","194","0.0871497999924049","0.0752412904591587","0.0990583095256511"
"8","2004","Full Time","secondary school degree","282","0.0948324963276162","0.0843918239042075","0.105273168751025"
"8","2004","Full Time","college entrance qualification","254","0.0935485515152465","0.0825585329738839","0.104538570056609"
"8","2004","Full Time","Other degree","29","","",""
"8","2004","Full Time","no degree/no degree yet","2","","",""
"8","2004","Part Time","lower secondary degree","79","0.0523361911092181","0.0409048408192585","0.0637675413991776"
"8","2004","Part Time","secondary school degree","125","0.0760755242449005","0.063310326412114","0.0888407220776871"
"8","2004","Part Time","college entrance qualification","110","0.0749349729496493","0.0610388270084005","0.0888311188908981"
"8","2004","Part Time","Other degree","14","","",""
"8","2004","Part Time","no degree/no degree yet","14","","",""
"8","2004","Not Working","lower secondary degree","131","0.0367984400442427","0.0309168623404335","0.0426800177480519"
"8","2004","Not Working","secondary school degree","78","0.0387091351171586","0.0292542120214968","0.0481640582128204"
"8","2004","Not Working","college entrance qualification","108","0.0728331018299795","0.0586634168128744","0.0870027868470847"
"8","2004","Not Working","Other degree","10","","",""
"8","2004","Not Working","no degree/no degree yet","67","0.0895240534061912","0.068313715936237","0.110734390876145"
"9","2004","Full Time","lower secondary degree","57","0.0215804347005418","0.0154453987446405","0.0277154706564431"
"9","2004","Full Time","secondary school degree","64","0.020745089552358","0.0156659407375132","0.0258242383672029"
"9","2004","Full Time","college entrance qualification","67","0.0169975560188728","0.0121191475925238","0.0218759644452217"
"9","2004","Full Time","Other degree","5","","",""
"9","2004","Full Time","no degree/no degree yet","","","",""
"9","2004","Part Time","lower secondary degree","14","","",""
"9","2004","Part Time","secondary school degree","21","","",""
"9","2004","Part Time","college entrance qualification","30","0.0293010086732668","0.0203997887238647","0.038202228622669"
"9","2004","Part Time","Other degree","3","","",""
"9","2004","Part Time","no degree/no degree yet","5","","",""
"9","2004","Not Working","lower secondary degree","26","","",""
"9","2004","Not Working","secondary school degree","22","","",""
"9","2004","Not Working","college entrance qualification","19","","",""
"9","2004","Not Working","Other degree","6","","",""
"9","2004","Not Working","no degree/no degree yet","31","0.0348046828509573","0.0211880441356901","0.0484213215662245"
"10 Very willing to take risks","2004","Full Time","lower secondary degree","28","","",""
"10 Very willing to take risks","2004","Full Time","secondary school degree","24","","",""
"10 Very willing to take risks","2004","Full Time","college entrance qualification","21","","",""
"10 Very willing to take risks","2004","Full Time","Other degree","14","","",""
"10 Very willing to take risks","2004","Full Time","no degree/no degree yet","2","","",""
"10 Very willing to take risks","2004","Part Time","lower secondary degree","26","","",""
"10 Very willing to take risks","2004","Part Time","secondary school degree","13","","",""
"10 Very willing to take risks","2004","Part Time","college entrance qualification","7","","",""
"10 Very willing to take risks","2004","Part Time","Other degree","5","","",""
"10 Very willing to take risks","2004","Part Time","no degree/no degree yet","4","","",""
"10 Very willing to take risks","2004","Not Working","lower secondary degree","19","","",""
"10 Very willing to take risks","2004","Not Working","secondary school degree","11","","",""
"10 Very willing to take risks","2004","Not Working","college entrance qualification","16","","",""
"10 Very willing to take risks","2004","Not Working","Other degree","3","","",""
"10 Very willing to take risks","2004","Not Working","no degree/no degree yet","9","","",""
"0 Not at all Willing to take risks","2005","Full Time","lower secondary degree","","","",""
"0 Not at all Willing to take risks","2005","Full Time","secondary school degree","","","",""
"0 Not at all Willing to take risks","2005","Full Time","college entrance qualification","","","",""
"0 Not at all Willing to take risks","2005","Full Time","Other degree","","","",""
"0 Not at all Willing to take risks","2005","Full Time","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2005","Part Time","lower secondary degree","","","",""
"0 Not at all Willing to take risks","2005","Part Time","secondary school degree","","","",""
"0 Not at all Willing to take risks","2005","Part Time","college entrance qualification","","","",""
"0 Not at all Willing to take risks","2005","Part Time","Other degree","","","",""
"0 Not at all Willing to take risks","2005","Part Time","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2005","Not Working","lower secondary degree","","","",""
"0 Not at all Willing to take risks","2005","Not Working","secondary school degree","","","",""
"0 Not at all Willing to take risks","2005","Not Working","college entrance qualification","","","",""
"0 Not at all Willing to take risks","2005","Not Working","Other degree","","","",""
"0 Not at all Willing to take risks","2005","Not Working","no degree/no degree yet","","","",""
"1","2005","Full Time","lower secondary degree","","","",""
"1","2005","Full Time","secondary school degree","","","",""
"1","2005","Full Time","college entrance qualification","","","",""
"1","2005","Full Time","Other degree","","","",""
"1","2005","Full Time","no degree/no degree yet","","","",""
"1","2005","Part Time","lower secondary degree","","","",""
"1","2005","Part Time","secondary school degree","","","",""
"1","2005","Part Time","college entrance qualification","","","",""
"1","2005","Part Time","Other degree","","","",""
"1","2005","Part Time","no degree/no degree yet","","","",""
"1","2005","Not Working","lower secondary degree","","","",""
"1","2005","Not Working","secondary school degree","","","",""
"1","2005","Not Working","college entrance qualification","","","",""
"1","2005","Not Working","Other degree","","","",""
"1","2005","Not Working","no degree/no degree yet","","","",""
"2","2005","Full Time","lower secondary degree","","","",""
"2","2005","Full Time","secondary school degree","","","",""
"2","2005","Full Time","college entrance qualification","","","",""
"2","2005","Full Time","Other degree","","","",""
"2","2005","Full Time","no degree/no degree yet","","","",""
"2","2005","Part Time","lower secondary degree","","","",""
"2","2005","Part Time","secondary school degree","","","",""
"2","2005","Part Time","college entrance qualification","","","",""
"2","2005","Part Time","Other degree","","","",""
"2","2005","Part Time","no degree/no degree yet","","","",""
"2","2005","Not Working","lower secondary degree","","","",""
"2","2005","Not Working","secondary school degree","","","",""
"2","2005","Not Working","college entrance qualification","","","",""
"2","2005","Not Working","Other degree","","","",""
"2","2005","Not Working","no degree/no degree yet","","","",""
"3","2005","Full Time","lower secondary degree","","","",""
"3","2005","Full Time","secondary school degree","","","",""
"3","2005","Full Time","college entrance qualification","","","",""
"3","2005","Full Time","Other degree","","","",""
"3","2005","Full Time","no degree/no degree yet","","","",""
"3","2005","Part Time","lower secondary degree","","","",""
"3","2005","Part Time","secondary school degree","","","",""
"3","2005","Part Time","college entrance qualification","","","",""
"3","2005","Part Time","Other degree","","","",""
"3","2005","Part Time","no degree/no degree yet","","","",""
"3","2005","Not Working","lower secondary degree","","","",""
"3","2005","Not Working","secondary school degree","","","",""
"3","2005","Not Working","college entrance qualification","","","",""
"3","2005","Not Working","Other degree","","","",""
"3","2005","Not Working","no degree/no degree yet","","","",""
"4","2005","Full Time","lower secondary degree","","","",""
"4","2005","Full Time","secondary school degree","","","",""
"4","2005","Full Time","college entrance qualification","","","",""
"4","2005","Full Time","Other degree","","","",""
"4","2005","Full Time","no degree/no degree yet","","","",""
"4","2005","Part Time","lower secondary degree","","","",""
"4","2005","Part Time","secondary school degree","","","",""
"4","2005","Part Time","college entrance qualification","","","",""
"4","2005","Part Time","Other degree","","","",""
"4","2005","Part Time","no degree/no degree yet","","","",""
"4","2005","Not Working","lower secondary degree","","","",""
"4","2005","Not Working","secondary school degree","","","",""
"4","2005","Not Working","college entrance qualification","","","",""
"4","2005","Not Working","Other degree","","","",""
"4","2005","Not Working","no degree/no degree yet","","","",""
"5","2005","Full Time","lower secondary degree","","","",""
"5","2005","Full Time","secondary school degree","","","",""
"5","2005","Full Time","college entrance qualification","","","",""
"5","2005","Full Time","Other degree","","","",""
"5","2005","Full Time","no degree/no degree yet","","","",""
"5","2005","Part Time","lower secondary degree","","","",""
"5","2005","Part Time","secondary school degree","","","",""
"5","2005","Part Time","college entrance qualification","","","",""
"5","2005","Part Time","Other degree","","","",""
"5","2005","Part Time","no degree/no degree yet","","","",""
"5","2005","Not Working","lower secondary degree","","","",""
"5","2005","Not Working","secondary school degree","","","",""
"5","2005","Not Working","college entrance qualification","","","",""
"5","2005","Not Working","Other degree","","","",""
"5","2005","Not Working","no degree/no degree yet","","","",""
"6","2005","Full Time","lower secondary degree","","","",""
"6","2005","Full Time","secondary school degree","","","",""
"6","2005","Full Time","college entrance qualification","","","",""
"6","2005","Full Time","Other degree","","","",""
"6","2005","Full Time","no degree/no degree yet","","","",""
"6","2005","Part Time","lower secondary degree","","","",""
"6","2005","Part Time","secondary school degree","","","",""
"6","2005","Part Time","college entrance qualification","","","",""
"6","2005","Part Time","Other degree","","","",""
"6","2005","Part Time","no degree/no degree yet","","","",""
"6","2005","Not Working","lower secondary degree","","","",""
"6","2005","Not Working","secondary school degree","","","",""
"6","2005","Not Working","college entrance qualification","","","",""
"6","2005","Not Working","Other degree","","","",""
"6","2005","Not Working","no degree/no degree yet","","","",""
"7","2005","Full Time","lower secondary degree","","","",""
"7","2005","Full Time","secondary school degree","","","",""
"7","2005","Full Time","college entrance qualification","","","",""
"7","2005","Full Time","Other degree","","","",""
"7","2005","Full Time","no degree/no degree yet","","","",""
"7","2005","Part Time","lower secondary degree","","","",""
"7","2005","Part Time","secondary school degree","","","",""
"7","2005","Part Time","college entrance qualification","","","",""
"7","2005","Part Time","Other degree","","","",""
"7","2005","Part Time","no degree/no degree yet","","","",""
"7","2005","Not Working","lower secondary degree","","","",""
"7","2005","Not Working","secondary school degree","","","",""
"7","2005","Not Working","college entrance qualification","","","",""
"7","2005","Not Working","Other degree","","","",""
"7","2005","Not Working","no degree/no degree yet","","","",""
"8","2005","Full Time","lower secondary degree","","","",""
"8","2005","Full Time","secondary school degree","","","",""
"8","2005","Full Time","college entrance qualification","","","",""
"8","2005","Full Time","Other degree","","","",""
"8","2005","Full Time","no degree/no degree yet","","","",""
"8","2005","Part Time","lower secondary degree","","","",""
"8","2005","Part Time","secondary school degree","","","",""
"8","2005","Part Time","college entrance qualification","","","",""
"8","2005","Part Time","Other degree","","","",""
"8","2005","Part Time","no degree/no degree yet","","","",""
"8","2005","Not Working","lower secondary degree","","","",""
"8","2005","Not Working","secondary school degree","","","",""
"8","2005","Not Working","college entrance qualification","","","",""
"8","2005","Not Working","Other degree","","","",""
"8","2005","Not Working","no degree/no degree yet","","","",""
"9","2005","Full Time","lower secondary degree","","","",""
"9","2005","Full Time","secondary school degree","","","",""
"9","2005","Full Time","college entrance qualification","","","",""
"9","2005","Full Time","Other degree","","","",""
"9","2005","Full Time","no degree/no degree yet","","","",""
"9","2005","Part Time","lower secondary degree","","","",""
"9","2005","Part Time","secondary school degree","","","",""
"9","2005","Part Time","college entrance qualification","","","",""
"9","2005","Part Time","Other degree","","","",""
"9","2005","Part Time","no degree/no degree yet","","","",""
"9","2005","Not Working","lower secondary degree","","","",""
"9","2005","Not Working","secondary school degree","","","",""
"9","2005","Not Working","college entrance qualification","","","",""
"9","2005","Not Working","Other degree","","","",""
"9","2005","Not Working","no degree/no degree yet","","","",""
"10 Very willing to take risks","2005","Full Time","lower secondary degree","","","",""
"10 Very willing to take risks","2005","Full Time","secondary school degree","","","",""
"10 Very willing to take risks","2005","Full Time","college entrance qualification","","","",""
"10 Very willing to take risks","2005","Full Time","Other degree","","","",""
"10 Very willing to take risks","2005","Full Time","no degree/no degree yet","","","",""
"10 Very willing to take risks","2005","Part Time","lower secondary degree","","","",""
"10 Very willing to take risks","2005","Part Time","secondary school degree","","","",""
"10 Very willing to take risks","2005","Part Time","college entrance qualification","","","",""
"10 Very willing to take risks","2005","Part Time","Other degree","","","",""
"10 Very willing to take risks","2005","Part Time","no degree/no degree yet","","","",""
"10 Very willing to take risks","2005","Not Working","lower secondary degree","","","",""
"10 Very willing to take risks","2005","Not Working","secondary school degree","","","",""
"10 Very willing to take risks","2005","Not Working","college entrance qualification","","","",""
"10 Very willing to take risks","2005","Not Working","Other degree","","","",""
"10 Very willing to take risks","2005","Not Working","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2006","Full Time","lower secondary degree","71","0.0420901669331863","0.0334255150914535","0.0507548187749192"
"0 Not at all Willing to take risks","2006","Full Time","secondary school degree","48","0.0171583601456649","0.0124935031227065","0.0218232171686234"
"0 Not at all Willing to take risks","2006","Full Time","college entrance qualification","33","0.01264370852513","0.0084806003279951","0.0168068167222649"
"0 Not at all Willing to take risks","2006","Full Time","Other degree","22","","",""
"0 Not at all Willing to take risks","2006","Full Time","no degree/no degree yet","5","","",""
"0 Not at all Willing to take risks","2006","Part Time","lower secondary degree","62","0.0540972994634455","0.0420705188688834","0.0661240800580075"
"0 Not at all Willing to take risks","2006","Part Time","secondary school degree","55","0.0260374083752851","0.0185246795865415","0.0335501371640287"
"0 Not at all Willing to take risks","2006","Part Time","college entrance qualification","30","0.0227172418454856","0.0149592184486712","0.0304752652423001"
"0 Not at all Willing to take risks","2006","Part Time","Other degree","24","","",""
"0 Not at all Willing to take risks","2006","Part Time","no degree/no degree yet","1","","",""
"0 Not at all Willing to take risks","2006","Not Working","lower secondary degree","434","0.119528179570921","0.109672423728655","0.129383935413188"
"0 Not at all Willing to take risks","2006","Not Working","secondary school degree","105","0.0747305578233866","0.0624315789079768","0.0870295367387964"
"0 Not at all Willing to take risks","2006","Not Working","college entrance qualification","48","0.0414642458882853","0.031095052769543","0.0518334390070277"
"0 Not at all Willing to take risks","2006","Not Working","Other degree","87","0.163462211694973","0.132273123504399","0.194651299885546"
"0 Not at all Willing to take risks","2006","Not Working","no degree/no degree yet","37","0.0879470449847301","0.0628958759023838","0.112998214067076"
"1","2006","Full Time","lower secondary degree","51","0.0241535437769196","0.0175286388349376","0.0307784487189016"
"1","2006","Full Time","secondary school degree","62","0.0214056700327925","0.0162066147608662","0.0266047253047188"
"1","2006","Full Time","college entrance qualification","45","0.0182613857469847","0.0132724453747322","0.0232503261192371"
"1","2006","Full Time","Other degree","11","","",""
"1","2006","Full Time","no degree/no degree yet","3","","",""
"1","2006","Part Time","lower secondary degree","66","0.0370675117613962","0.0270229036048387","0.0471121199179537"
"1","2006","Part Time","secondary school degree","62","0.040326967001824","0.0310461305215385","0.0496078034821095"
"1","2006","Part Time","college entrance qualification","34","0.0257088886839343","0.0174684717101126","0.033949305657756"
"1","2006","Part Time","Other degree","9","","",""
"1","2006","Part Time","no degree/no degree yet","4","","",""
"1","2006","Not Working","lower secondary degree","319","0.0838871528762664","0.0754650747223151","0.0923092310302178"
"1","2006","Not Working","secondary school degree","83","0.0537616215479633","0.0432123543091164","0.0643108887868103"
"1","2006","Not Working","college entrance qualification","36","0.0281082628359007","0.0195116005381203","0.0367049251336812"
"1","2006","Not Working","Other degree","44","0.069421410967921","0.0479838951788726","0.0908589267569693"
"1","2006","Not Working","no degree/no degree yet","13","","",""
"2","2006","Full Time","lower secondary degree","143","0.076808816933618","0.0653180282238946","0.0882996056433414"
"2","2006","Full Time","secondary school degree","190","0.0650431983243562","0.0561847962097551","0.0739016004389573"
"2","2006","Full Time","college entrance qualification","197","0.0697518436457935","0.0602606514914976","0.0792430358000895"
"2","2006","Full Time","Other degree","34","0.0804755212523924","0.0532675584248406","0.107683484079944"
"2","2006","Full Time","no degree/no degree yet","4","","",""
"2","2006","Part Time","lower secondary degree","106","0.0680774690140547","0.0546859460893073","0.0814689919388021"
"2","2006","Part Time","secondary school degree","160","0.0883434155125952","0.0749549616980043","0.101731869327186"
"2","2006","Part Time","college entrance qualification","125","0.0881633716515481","0.0734006722033292","0.102926071099767"
"2","2006","Part Time","Other degree","27","","",""
"2","2006","Part Time","no degree/no degree yet","5","","",""
"2","2006","Not Working","lower secondary degree","535","0.126493445795956","0.11639477654037","0.136592115051542"
"2","2006","Not Working","secondary school degree","163","0.0958984269175291","0.0821263262258869","0.109670527609171"
"2","2006","Not Working","college entrance qualification","105","0.0751635813873909","0.0614503402437718","0.08887682253101"
"2","2006","Not Working","Other degree","60","0.116222227087474","0.0891909014007891","0.14325355277416"
"2","2006","Not Working","no degree/no degree yet","46","0.102274395473112","0.075472678816894","0.12907611212933"
"3","2006","Full Time","lower secondary degree","230","0.11387857334163","0.10017082556104","0.12758632112222"
"3","2006","Full Time","secondary school degree","323","0.0998169395730588","0.0890491585053354","0.110584720640782"
"3","2006","Full Time","college entrance qualification","334","0.125152999762595","0.11282393321514","0.13748206631005"
"3","2006","Full Time","Other degree","38","0.0895104414134799","0.0609571082273686","0.118063774599591"
"3","2006","Full Time","no degree/no degree yet","8","","",""
"3","2006","Part Time","lower secondary degree","177","0.130064112107615","0.112180274130694","0.147947950084536"
"3","2006","Part Time","secondary school degree","211","0.119713493091979","0.10439869521468","0.135028290969278"
"3","2006","Part Time","college entrance qualification","180","0.122753366993688","0.105667354189065","0.13983937979831"
"3","2006","Part Time","Other degree","25","","",""
"3","2006","Part Time","no degree/no degree yet","11","","",""
"3","2006","Not Working","lower secondary degree","584","0.135218683813001","0.124829808013771","0.145607559612231"
"3","2006","Not Working","secondary school degree","206","0.112772544113253","0.0979778833720857","0.127567204854421"
"3","2006","Not Working","college entrance qualification","162","0.0934938067015479","0.0783518943461707","0.108635719056925"
"3","2006","Not Working","Other degree","78","0.136258139873928","0.107323077501849","0.165193202246007"
"3","2006","Not Working","no degree/no degree yet","43","0.100557671379708","0.07395644801491","0.127158894744505"
"4","2006","Full Time","lower secondary degree","195","0.0934414401103879","0.0808821188361761","0.1060007613846"
"4","2006","Full Time","secondary school degree","292","0.108688387002335","0.097507789121006","0.119868984883663"
"4","2006","Full Time","college entrance qualification","294","0.119502433588147","0.10741606133366","0.131588805842635"
"4","2006","Full Time","Other degree","44","0.129644255150862","0.0960467122305873","0.163241798071137"
