"plh0204_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"6","2005","Full Time","Female","","","","","6"
"6","2005","Part Time","Male","","","","","6"
"6","2005","Full Time","Male","","","","","6"
"6","2005","Part Time","Female","","","","","6"
"6","2005","Not Working","Female","","","","","6"
"6","2005","Not Working","Male","","","","","6"
"7","2005","Not Working","Male","","","","","7"
"7","2005","Not Working","Female","","","","","7"
"7","2005","Full Time","Female","","","","","7"
"7","2005","Full Time","Male","","","","","7"
"7","2005","Part Time","Male","","","","","7"
"7","2005","Part Time","Female","","","","","7"
"8","2005","Part Time","Male","","","","","8"
"8","2005","Full Time","Male","","","","","8"
"8","2005","Full Time","Female","","","","","8"
"8","2005","Not Working","Female","","","","","8"
"8","2005","Part Time","Female","","","","","8"
"8","2005","Not Working","Male","","","","","8"
"9","2005","Not Working","Male","","","","","9"
"9","2005","Full Time","Male","","","","","9"
"9","2005","Full Time","Female","","","","","9"
"9","2005","Part Time","Male","","","","","9"
"9","2005","Part Time","Female","","","","","9"
"9","2005","Not Working","Female","","","","","9"
"0 Not at all Willing to take risks","2006","Full Time","Male","96","0.0215213514524063","0.0177175854588387","0.0253251174459738","0"
"0 Not at all Willing to take risks","2006","Full Time","Female","87","0.0407088767923933","0.0334022873692923","0.0480154662154944","0"
"0 Not at all Willing to take risks","2006","Part Time","Male","37","0.0216162374135627","0.0140255133604602","0.0292069614666652","0"
"0 Not at all Willing to take risks","2006","Part Time","Female","138","0.0458066549353743","0.0389678006951702","0.0526455091755784","0"
"0 Not at all Willing to take risks","2006","Not Working","Male","237","0.077554867284186","0.0686362225103995","0.0864735120579725","0"
"0 Not at all Willing to take risks","2006","Not Working","Female","483","0.114121552358529","0.105376293964005","0.122866810753053","0"
"1","2006","Part Time","Male","30","0.0174500682903501","0.010615447630483","0.0242846889502172","1"
"1","2006","Not Working","Male","131","0.0393642039887222","0.0328800370896324","0.045848370887812","1"
"1","2006","Part Time","Female","147","0.0450529069380897","0.0382678744530162","0.0518379394231631","1"
"1","2006","Full Time","Female","88","0.0320765172750183","0.0255615978555076","0.038591436694529","1"
"1","2006","Full Time","Male","87","0.0173437063269221","0.013921744815327","0.0207656678385172","1"
"1","2006","Not Working","Female","372","0.0819064036123504","0.0743640975744039","0.0894487096502969","1"
"10 Very willing to take risks","2006","Full Time","Female","28","","","","10"
"10 Very willing to take risks","2006","Part Time","Male","20","","","","10"
"10 Very willing to take risks","2006","Not Working","Male","59","0.022332012316397","0.0174049994992436","0.0272590251335505","10"
"10 Very willing to take risks","2006","Not Working","Female","50","0.0110035344771907","0.00813430544361466","0.0138727635107668","10"
"10 Very willing to take risks","2006","Full Time","Male","101","0.020141647475034","0.0164592345209243","0.0238240604291437","10"
"10 Very willing to take risks","2006","Part Time","Female","36","0.0105144151247446","0.00717786109138615","0.0138509691581031","10"
"2","2006","Full Time","Female","241","0.0832092606591247","0.0729971415504348","0.0934213797678147","2"
"2","2006","Part Time","Male","86","0.0548050652953887","0.0429252530403866","0.0666848775503908","2"
"2","2006","Not Working","Male","301","0.0924581610732318","0.0827992088314069","0.102117113315057","2"
"2","2006","Not Working","Female","624","0.121186738400917","0.112210846941014","0.130162629860821","2"
"2","2006","Full Time","Male","341","0.0643478871278584","0.057916158798729","0.0707796154569878","2"
"2","2006","Part Time","Female","340","0.0919513739943031","0.0824991385450573","0.101403609443549","2"
"3","2006","Part Time","Male","131","0.0945287778488521","0.0792581152299675","0.109799440467737","3"
"3","2006","Part Time","Female","484","0.134099723190369","0.122952960721517","0.145246485659221","3"
"3","2006","Full Time","Female","370","0.129525584321019","0.117110470178332","0.141940698463706","3"
"3","2006","Not Working","Female","686","0.12778703163065","0.118604627482975","0.136969435778325","3"
"3","2006","Full Time","Male","572","0.10131552122304","0.0934060954099003","0.10922494703618","3"
"3","2006","Not Working","Male","405","0.11588811813952","0.105214857030384","0.126561379248657","3"
"4","2006","Part Time","Male","144","0.100532046507941","0.0848362397261742","0.116227853289708","4"
"4","2006","Full Time","Female","309","0.112430548330373","0.100750671348903","0.124110425311842","4"
"4","2006","Full Time","Male","544","0.106789188472031","0.0986936829461041","0.114884693997959","4"
"4","2006","Not Working","Male","323","0.0893324156130437","0.0798218018894955","0.0988430293365919","4"
"4","2006","Part Time","Female","419","0.113051671026442","0.102693370199703","0.12340997185318","4"
"4","2006","Not Working","Female","522","0.0987521588672102","0.0905468079195486","0.106957509814872","4"
"5","2006","Not Working","Male","808","0.231391159642991","0.217329061193725","0.245453258092257","5"
"5","2006","Not Working","Female","1159","0.222943110296812","0.211495227398659","0.234390993194964","5"
"5","2006","Part Time","Male","308","0.223591640047597","0.201844036018951","0.245339244076244","5"
"5","2006","Full Time","Female","708","0.245491781730521","0.229579025958061","0.261404537502981","5"
"5","2006","Full Time","Male","1209","0.224305383329609","0.213371647365951","0.235239119293267","5"
"5","2006","Part Time","Female","947","0.271697635328205","0.257146406978702","0.286248863677707","5"
"6","2006","Part Time","Female","414","0.102178482738631","0.0922707200396207","0.11208624543764","6"
"6","2006","Full Time","Female","364","0.134332993916643","0.121724543621441","0.146941444211845","6"
"6","2006","Part Time","Male","171","0.129358652918465","0.111841806552676","0.146875499284253","6"
"6","2006","Full Time","Male","815","0.13681485625211","0.127806989512744","0.145822722991475","6"
"6","2006","Not Working","Male","390","0.111245904081614","0.100761182855038","0.12173062530819","6"
"6","2006","Not Working","Female","460","0.0877912926744977","0.080007799097745","0.0955747862512504","6"
"7","2006","Not Working","Male","428","0.113769639157152","0.103181721196005","0.124357557118299","7"
"7","2006","Not Working","Female","425","0.0750800702719195","0.0678321042833701","0.082328036260469","7"
"7","2006","Full Time","Female","343","0.113530220530743","0.101800635736641","0.125259805324846","7"
"7","2006","Part Time","Male","242","0.172337718339696","0.152624601950277","0.192050834729116","7"
"7","2006","Part Time","Female","388","0.106996776955124","0.0968853435066091","0.117108210403638","7"
"7","2006","Full Time","Male","927","0.156083548482515","0.146570238753763","0.165596858211268","7"
"8","2006","Part Time","Female","223","0.0610965288905928","0.0532618787504142","0.0689311790307713","8"
"8","2006","Full Time","Male","722","0.119230003454172","0.110735707681067","0.127724299227277","8"
"8","2006","Part Time","Male","184","0.132576035592993","0.114875485765862","0.150276585420123","8"
"8","2006","Full Time","Female","219","0.0765721893818462","0.0667404142174831","0.0864039645462092","8"
"8","2006","Not Working","Male","307","0.0918566678284311","0.0822259954740046","0.101487340182858","8"
"8","2006","Not Working","Female","234","0.0480342412312043","0.042152744311307","0.0539157381511016","8"
"9","2006","Full Time","Male","177","0.0321069064043013","0.027486115981935","0.0367276968266676","9"
"9","2006","Full Time","Female","53","0.0191223119843969","0.0140585584571146","0.0241860655116792","9"
"9","2006","Part Time","Male","57","0.0347112182157372","0.0251568474134968","0.0442655890179777","9"
"9","2006","Part Time","Female","54","0.0175538308781262","0.0132580590711341","0.0218496026851184","9"
"9","2006","Not Working","Male","66","0.0148068508747114","0.0107795311609569","0.0188341705884659","9"
"9","2006","Not Working","Female","63","0.0113938661787191","0.00847476633090164","0.0143129660265366","9"
"0 Not at all Willing to take risks","2007","Part Time","Male","","","","","0"
"0 Not at all Willing to take risks","2007","Part Time","Female","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","Male","","","","","0"
"0 Not at all Willing to take risks","2007","Not Working","Female","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","Male","","","","","0"
"0 Not at all Willing to take risks","2007","Full Time","Female","","","","","0"
"1","2007","Not Working","Male","","","","","1"
"1","2007","Full Time","Female","","","","","1"
"1","2007","Part Time","Male","","","","","1"
"1","2007","Part Time","Female","","","","","1"
"1","2007","Full Time","Male","","","","","1"
"1","2007","Not Working","Female","","","","","1"
"10 Very willing to take risks","2007","Not Working","Female","","","","","10"
"10 Very willing to take risks","2007","Not Working","Male","","","","","10"
"10 Very willing to take risks","2007","Full Time","Female","","","","","10"
"10 Very willing to take risks","2007","Part Time","Male","","","","","10"
"10 Very willing to take risks","2007","Full Time","Male","","","","","10"
"10 Very willing to take risks","2007","Part Time","Female","","","","","10"
"2","2007","Not Working","Female","","","","","2"
"2","2007","Part Time","Male","","","","","2"
"2","2007","Part Time","Female","","","","","2"
"2","2007","Not Working","Male","","","","","2"
"2","2007","Full Time","Female","","","","","2"
"2","2007","Full Time","Male","","","","","2"
"3","2007","Not Working","Female","","","","","3"
"3","2007","Not Working","Male","","","","","3"
"3","2007","Full Time","Female","","","","","3"
"3","2007","Part Time","Male","","","","","3"
"3","2007","Part Time","Female","","","","","3"
"3","2007","Full Time","Male","","","","","3"
"4","2007","Part Time","Male","","","","","4"
"4","2007","Part Time","Female","","","","","4"
"4","2007","Full Time","Female","","","","","4"
"4","2007","Full Time","Male","","","","","4"
"4","2007","Not Working","Male","","","","","4"
"4","2007","Not Working","Female","","","","","4"
"5","2007","Not Working","Female","","","","","5"
"5","2007","Part Time","Male","","","","","5"
"5","2007","Not Working","Male","","","","","5"
"5","2007","Full Time","Female","","","","","5"
"5","2007","Full Time","Male","","","","","5"
"5","2007","Part Time","Female","","","","","5"
"6","2007","Part Time","Male","","","","","6"
"6","2007","Full Time","Female","","","","","6"
"6","2007","Part Time","Female","","","","","6"
"6","2007","Full Time","Male","","","","","6"
"6","2007","Not Working","Male","","","","","6"
"6","2007","Not Working","Female","","","","","6"
"7","2007","Not Working","Female","","","","","7"
"7","2007","Not Working","Male","","","","","7"
"7","2007","Full Time","Female","","","","","7"
"7","2007","Full Time","Male","","","","","7"
"7","2007","Part Time","Male","","","","","7"
"7","2007","Part Time","Female","","","","","7"
"8","2007","Full Time","Female","","","","","8"
"8","2007","Part Time","Male","","","","","8"
"8","2007","Part Time","Female","","","","","8"
"8","2007","Full Time","Male","","","","","8"
"8","2007","Not Working","Male","","","","","8"
"8","2007","Not Working","Female","","","","","8"
"9","2007","Not Working","Female","","","","","9"
"9","2007","Full Time","Male","","","","","9"
"9","2007","Not Working","Male","","","","","9"
"9","2007","Full Time","Female","","","","","9"
"9","2007","Part Time","Male","","","","","9"
"9","2007","Part Time","Female","","","","","9"
"0 Not at all Willing to take risks","2008","Full Time","Male","90","0.0199853465057666","0.0160909909208383","0.0238797020906949","0"
"0 Not at all Willing to take risks","2008","Full Time","Female","83","0.0371377653103961","0.0297736520998426","0.0445018785209496","0"
"0 Not at all Willing to take risks","2008","Part Time","Male","26","","","","0"
"0 Not at all Willing to take risks","2008","Part Time","Female","133","0.0451580606618828","0.0379735595408296","0.052342561782936","0"
"0 Not at all Willing to take risks","2008","Not Working","Male","160","0.0609659537511746","0.052493912416663","0.0694379950856861","0"
"0 Not at all Willing to take risks","2008","Not Working","Female","381","0.0972085708357238","0.0884672646668186","0.105949877004629","0"
"1","2008","Not Working","Male","188","0.0636808921537497","0.0550347927705303","0.0723269915369692","1"
"1","2008","Full Time","Female","116","0.0430796374116414","0.0351727707722441","0.0509865040510387","1"
"1","2008","Full Time","Male","128","0.0283141530990073","0.0236985526806397","0.0329297535173749","1"
"1","2008","Part Time","Male","29","","","","1"
"1","2008","Part Time","Female","172","0.0535262188451726","0.0457386695443212","0.061313768146024","1"
"1","2008","Not Working","Female","416","0.100977792390791","0.092087245335216","0.109868339446366","1"
"10 Very willing to take risks","2008","Full Time","Female","22","","","","10"
"10 Very willing to take risks","2008","Not Working","Male","38","0.0124294780538628","0.00850651502204334","0.0163524410856822","10"
"10 Very willing to take risks","2008","Not Working","Female","40","0.0103017492681667","0.0073222915395242","0.0132812069968092","10"
"10 Very willing to take risks","2008","Part Time","Male","28","","","","10"
"10 Very willing to take risks","2008","Full Time","Male","79","0.015829111014954","0.0123559333672184","0.0193022886626896","10"
"10 Very willing to take risks","2008","Part Time","Female","22","","","","10"
"2","2008","Full Time","Female","341","0.136834150182942","0.12345049094169","0.150217809424194","2"
"2","2008","Part Time","Male","89","0.0844337414264536","0.0687677345605848","0.100099748292322","2"
"2","2008","Part Time","Female","463","0.135475987737453","0.123635136478125","0.147316838996782","2"
"2","2008","Full Time","Male","435","0.086037416678513","0.078234241320775","0.0938405920362511","2"
"2","2008","Not Working","Male","361","0.114380994892997","0.103111508868711","0.125650480917283","2"
"2","2008","Not Working","Female","680","0.164561603049781","0.153620734262201","0.17550247183736","2"
"3","2008","Not Working","Female","712","0.14746488743901","0.137002500245507","0.157927274632514","3"
"3","2008","Full Time","Male","691","0.143978550592423","0.134209447344078","0.153747653840768","3"
"3","2008","Full Time","Female","413","0.162424179927648","0.148060427763372","0.176787932091924","3"
"3","2008","Part Time","Male","146","0.115820494116088","0.0977895555069691","0.133851432725207","3"
"3","2008","Part Time","Female","560","0.171271653448131","0.158236622256925","0.184306684639338","3"
"3","2008","Not Working","Male","397","0.127584615305836","0.115771497837351","0.13939773277432","3"
"4","2008","Part Time","Male","121","0.106540720722824","0.0891566851149714","0.123924756330676","4"
"4","2008","Part Time","Female","421","0.130186836060893","0.11854397387774","0.141829698244046","4"
"4","2008","Not Working","Female","477","0.100912525044671","0.0920245290630249","0.109800521026317","4"
"4","2008","Full Time","Female","308","0.119834729542627","0.107187250738746","0.132482208346508","4"
"4","2008","Full Time","Male","524","0.109609058658841","0.10091591077013","0.118302206547553","4"
"4","2008","Not Working","Male","340","0.105882849537459","0.0949881882289188","0.116777510845999","4"
"5","2008","Not Working","Female","812","0.181667525990957","0.170290365540746","0.193044686441168","5"
"5","2008","Full Time","Male","965","0.199736948108007","0.188611716387794","0.21086217982822","5"
"5","2008","Full Time","Female","530","0.21909828284663","0.20299003986712","0.23520652582614","5"
"5","2008","Part Time","Male","244","0.203005043814562","0.18034104146418","0.225669046164944","5"
"5","2008","Not Working","Male","641","0.214889742065065","0.200345976055659","0.229433508074472","5"
"5","2008","Part Time","Female","655","0.204563586201351","0.190606970154191","0.21852020224851","5"
"6","2008","Not Working","Female","323","0.0736456259270455","0.0659385010430149","0.0813527508110761","6"
"6","2008","Full Time","Female","280","0.110458881454986","0.0982517441187648","0.122666018791208","6"
"6","2008","Part Time","Male","154","0.130587047492597","0.111601701759606","0.149572393225588","6"
"6","2008","Part Time","Female","319","0.0944596871592693","0.0843406223268276","0.104578751991711","6"
"6","2008","Not Working","Male","331","0.103391962143709","0.0926112260933081","0.114172698194109","6"
"6","2008","Full Time","Male","624","0.12375171526942","0.114588398891399","0.13291503164744","6"
"7","2008","Full Time","Male","759","0.148435457640319","0.138542159651596","0.158328755629042","7"
"7","2008","Full Time","Female","248","0.0838487475881828","0.0730552455963774","0.0946422495799882","7"
"7","2008","Not Working","Male","296","0.0965252058597477","0.086068808008409","0.106981603711086","7"
"7","2008","Not Working","Female","309","0.0662075640993924","0.0588707195110397","0.0735444086877451","7"
"7","2008","Part Time","Male","177","0.14712761477108","0.127168350458291","0.167086879083869","7"
"7","2008","Part Time","Female","281","0.096850885587437","0.0866180791115842","0.10708369206329","7"
"8","2008","Not Working","Male","241","0.0742981742757561","0.0650121814954015","0.0835841670561107","8"
"8","2008","Not Working","Female","213","0.0460132860338065","0.0398310849480525","0.0521954871195605","8"
"8","2008","Full Time","Male","533","0.0961891098680563","0.087984362460434","0.104393857275679","8"
"8","2008","Full Time","Female","153","0.0579100404475723","0.0488139741331568","0.0670061067619878","8"
"8","2008","Part Time","Male","146","0.107598974638789","0.090139165072943","0.125058784204636","8"
"8","2008","Part Time","Female","140","0.0442631325632813","0.037146845229863","0.0513794198966995","8"
"9","2008","Full Time","Male","133","0.0281331325646923","0.0235318816997557","0.032734383429629","9"
"9","2008","Part Time","Male","50","0.0423145020687844","0.0309719317927657","0.053657072344803","9"
"9","2008","Full Time","Female","39","0.0161322647954539","0.0112260503550192","0.0210384792358887","9"
"9","2008","Part Time","Female","43","0.0163880251472088","0.0119952553266111","0.0207807949678064","9"
"9","2008","Not Working","Male","71","0.0259701319606437","0.0203385951664121","0.0316016687548753","9"
"9","2008","Not Working","Female","49","0.0110388699206556","0.00795580792174758","0.0141219319195635","9"
"0 Not at all Willing to take risks","2009","Part Time","Male","55","0.0538514577692662","0.0409339872409158","0.0667689282976167","0"
"0 Not at all Willing to take risks","2009","Full Time","Male","191","0.038979388079543","0.0333753070212964","0.0445834691377896","0"
"0 Not at all Willing to take risks","2009","Full Time","Female","173","0.0724662775876534","0.0621240929026121","0.0828084622726946","0"
"0 Not at all Willing to take risks","2009","Part Time","Female","230","0.0777907225824825","0.0682882970989529","0.0872931480660122","0"
"0 Not at all Willing to take risks","2009","Not Working","Male","310","0.120158134989628","0.108233423225444","0.132082846753813","0"
"0 Not at all Willing to take risks","2009","Not Working","Female","663","0.196571520409718","0.184212689775902","0.208930351043533","0"
"1","2009","Not Working","Male","241","0.0913343953457415","0.080768940140605","0.101899850550878","1"
"1","2009","Full Time","Female","155","0.0550898825401368","0.0459884316320334","0.0641913334482401","1"
"1","2009","Part Time","Male","50","0.036959048536745","0.0261625767634798","0.0477555203100101","1"
"1","2009","Part Time","Female","266","0.0886128575141357","0.0785306496765929","0.0986950653516784","1"
"1","2009","Full Time","Male","194","0.0391948386098918","0.0335759211491943","0.0448137560705893","1"
"1","2009","Not Working","Female","447","0.123304209960081","0.113079361407509","0.133529058512653","1"
"10 Very willing to take risks","2009","Not Working","Male","9","","","","10"
"10 Very willing to take risks","2009","Not Working","Female","12","","","","10"
"10 Very willing to take risks","2009","Full Time","Male","21","","","","10"
"10 Very willing to take risks","2009","Full Time","Female","5","","","","10"
"10 Very willing to take risks","2009","Part Time","Male","8","","","","10"
"10 Very willing to take risks","2009","Part Time","Female","8","","","","10"
"2","2009","Part Time","Male","122","0.0952470804114526","0.0784478294623216","0.112046331360584","2"
"2","2009","Not Working","Female","695","0.166735451092497","0.155143703974344","0.178327198210649","2"
"2","2009","Full Time","Male","487","0.102117689477167","0.0933500891082677","0.110885289846066","2"
"2","2009","Full Time","Female","375","0.145405420037588","0.131343331667444","0.159467508407733","2"
"2","2009","Part Time","Female","520","0.16677726617268","0.153551988256537","0.180002544088823","2"
"2","2009","Not Working","Male","428","0.146994963524682","0.134008347062027","0.159981579987337","2"
"3","2009","Full Time","Male","742","0.156225908001619","0.14571330726372","0.166738508739518","3"
"3","2009","Full Time","Female","436","0.186430842097612","0.170894972155009","0.201966712040215","3"
"3","2009","Part Time","Male","151","0.122838867549488","0.104054063170707","0.141623671928269","3"
"3","2009","Part Time","Female","525","0.152948851382054","0.140179061416181","0.165718641347928","3"
"3","2009","Not Working","Male","445","0.151313029451975","0.138170440653313","0.164455618250638","3"
"3","2009","Not Working","Female","659","0.147980310921694","0.136937738549208","0.159022883294179","3"
"4","2009","Not Working","Female","398","0.088484998202462","0.0796529749318875","0.0973170214730364","4"
"4","2009","Part Time","Male","137","0.11938279487733","0.100827684631029","0.137937905123631","4"
"4","2009","Full Time","Female","305","0.114961217943741","0.102236848000522","0.12768558788696","4"
"4","2009","Not Working","Male","305","0.0989404622372629","0.0879899937180773","0.109890930756448","4"
"4","2009","Full Time","Male","562","0.130641117661046","0.120883135045311","0.140399100276781","4"
"4","2009","Part Time","Female","376","0.125259696546733","0.113516101353746","0.137003291739721","4"
"5","2009","Full Time","Male","997","0.223127197940816","0.211072071690239","0.235182324191394","5"
"5","2009","Full Time","Female","516","0.237120671539257","0.220154178244397","0.254087164834116","5"
"5","2009","Part Time","Male","280","0.229740292418001","0.205666957390451","0.253813627445551","5"
"5","2009","Not Working","Male","562","0.197800696780554","0.183191577391662","0.212409816169445","5"
"5","2009","Not Working","Female","680","0.168255293876101","0.156621459880202","0.179889127872001","5"
"5","2009","Part Time","Female","629","0.213611809622501","0.199071054944108","0.228152564300894","5"
"6","2009","Not Working","Female","208","0.048406368148113","0.0417318412998006","0.0550808949964254","6"
