"plh0204_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","2004","Employed","(2c_gen) general maturity certificate","34","0.0536449022756952","0.033735563718436","0.0735542408329545"
"2","2004","Employed","(2c_voc) vocational maturity certificate","76","0.063001802066579","0.0491035588861012","0.0769000452470568"
"2","2004","Employed","(3a) lower tertiary education","92","0.0696625733572705","0.0555157834524687","0.0838093632620723"
"2","2004","Employed","(3b) higher tertiary education","188","0.102443129875363","0.0893455117251328","0.115540748025593"
"3","2004","Not Employed","(0) in school","54","0.097147257509698","0.07219136009653","0.122103154922866"
"3","2004","Not Employed","(1a) inadequately completed","17","","",""
"3","2004","Not Employed","(1b) general elementary school","154","0.113217237963024","0.0955239870613378","0.13091048886471"
"3","2004","Not Employed","(1c) basic vocational qualification","423","0.140608173815079","0.128034246120559","0.153182101509599"
"3","2004","Not Employed","(2b) intermediate general qualification","24","","",""
"3","2004","Not Employed","(2a) intermediate vocational","157","0.132068645593138","0.113054929811658","0.151082361374619"
"3","2004","Not Employed","(2c_gen) general maturity certificate","32","0.100380180081498","0.0691202928329129","0.131640067330083"
"3","2004","Not Employed","(2c_voc) vocational maturity certificate","45","0.0890292617248905","0.0606191436825025","0.117439379767278"
"3","2004","Not Employed","(3a) lower tertiary education","58","0.145586318847467","0.113320987631146","0.177851650063787"
"3","2004","Not Employed","(3b) higher tertiary education","69","0.146651929430415","0.116647563148388","0.176656295712442"
"3","2004","Employed","(0) in school","6","","",""
"3","2004","Employed","(1a) inadequately completed","13","","",""
"3","2004","Employed","(1b) general elementary school","101","0.135771776031228","0.111623990151083","0.159919561911372"
"3","2004","Employed","(1c) basic vocational qualification","365","0.105207817320835","0.0944624241635297","0.115953210478139"
"3","2004","Employed","(2b) intermediate general qualification","45","0.125156431966825","0.0926069091579729","0.157705954775676"
"3","2004","Employed","(2a) intermediate vocational","492","0.126486948697722","0.115901709825748","0.137072187569696"
"3","2004","Employed","(2c_gen) general maturity certificate","45","0.119942079746163","0.0912338141772103","0.148650345315116"
"3","2004","Employed","(2c_voc) vocational maturity certificate","176","0.141840640458489","0.121883498060738","0.161797782856239"
"3","2004","Employed","(3a) lower tertiary education","148","0.127388461732138","0.108861106728348","0.145915816735928"
"3","2004","Employed","(3b) higher tertiary education","292","0.134438826627938","0.119704470657397","0.14917318259848"
"4","2004","Not Employed","(0) in school","49","0.0846395421853123","0.0611847178266079","0.108094366544017"
"4","2004","Not Employed","(1a) inadequately completed","7","","",""
"4","2004","Not Employed","(1b) general elementary school","110","0.0902596273176042","0.0742585862712017","0.106260668364007"
"4","2004","Not Employed","(1c) basic vocational qualification","302","0.0910078501728254","0.0806041085150418","0.101411591830609"
"4","2004","Not Employed","(2b) intermediate general qualification","22","","",""
"4","2004","Not Employed","(2a) intermediate vocational","153","0.130372249455907","0.111462589406067","0.149281909505747"
"4","2004","Not Employed","(2c_gen) general maturity certificate","43","0.132885391565642","0.0975743290152006","0.168196454116083"
"4","2004","Not Employed","(2c_voc) vocational maturity certificate","43","0.0863389173625192","0.0583200676838135","0.114357767041225"
"4","2004","Not Employed","(3a) lower tertiary education","55","0.125457623226432","0.0951549665548002","0.155760279898064"
"4","2004","Not Employed","(3b) higher tertiary education","73","0.12023934480139","0.0926537069273315","0.147824982675449"
"4","2004","Employed","(0) in school","10","","",""
"4","2004","Employed","(1a) inadequately completed","7","","",""
"4","2004","Employed","(1b) general elementary school","72","0.107835294909081","0.0859696984699195","0.129700891348242"
"4","2004","Employed","(1c) basic vocational qualification","346","0.106007758474789","0.0952264141845382","0.11678910276504"
"4","2004","Employed","(2b) intermediate general qualification","32","0.0668812787250769","0.0423074077879985","0.0914551496621554"
"4","2004","Employed","(2a) intermediate vocational","414","0.101091207458433","0.0914915085438558","0.110690906373011"
"4","2004","Employed","(2c_gen) general maturity certificate","45","0.0848339979288203","0.0602132951292545","0.109454700728386"
"4","2004","Employed","(2c_voc) vocational maturity certificate","122","0.101828897463498","0.0845295746701734","0.119128220256823"
"4","2004","Employed","(3a) lower tertiary education","156","0.127422711967909","0.108893230111699","0.14595219382412"
"4","2004","Employed","(3b) higher tertiary education","228","0.113786306902831","0.100070096236919","0.127502517568744"
"5","2004","Not Employed","(0) in school","124","0.24909623174136","0.212652303805573","0.285540159677146"
"5","2004","Not Employed","(1a) inadequately completed","22","","",""
"5","2004","Not Employed","(1b) general elementary school","185","0.139736608742176","0.120376242993099","0.159096974491253"
"5","2004","Not Employed","(1c) basic vocational qualification","604","0.207272113100659","0.192609797239375","0.221934428961943"
"5","2004","Not Employed","(2b) intermediate general qualification","46","0.217840013027091","0.162275593054889","0.273404432999293"
"5","2004","Not Employed","(2a) intermediate vocational","271","0.200126829890189","0.177657626799756","0.222596032980622"
"5","2004","Not Employed","(2c_gen) general maturity certificate","69","0.21201971671887","0.169501042443711","0.254538390994029"
"5","2004","Not Employed","(2c_voc) vocational maturity certificate","84","0.251236969449011","0.207968811300566","0.294505127597456"
"5","2004","Not Employed","(3a) lower tertiary education","122","0.25846146119763","0.218411093347031","0.298511829048229"
"5","2004","Not Employed","(3b) higher tertiary education","120","0.239816418496167","0.203602446483271","0.276030390509064"
"5","2004","Employed","(0) in school","18","","",""
"5","2004","Employed","(1a) inadequately completed","13","","",""
"5","2004","Employed","(1b) general elementary school","165","0.21069929880283","0.181951067296638","0.239447530309022"
"5","2004","Employed","(1c) basic vocational qualification","772","0.263697010724475","0.248265156949794","0.279128864499155"
"5","2004","Employed","(2b) intermediate general qualification","86","0.199313916220157","0.160017514120359","0.238610318319955"
"5","2004","Employed","(2a) intermediate vocational","938","0.251397345906119","0.237582401826773","0.265212289985465"
"5","2004","Employed","(2c_gen) general maturity certificate","90","0.178192675240983","0.144378759389079","0.212006591092887"
"5","2004","Employed","(2c_voc) vocational maturity certificate","254","0.227042476324043","0.203079243108199","0.251005709539886"
"5","2004","Employed","(3a) lower tertiary education","264","0.227303521583219","0.204014810697286","0.250592232469152"
"5","2004","Employed","(3b) higher tertiary education","398","0.182674839150143","0.165984824464334","0.199364853835952"
"6","2004","Not Employed","(0) in school","78","0.115846372408296","0.0888780119390605","0.142814732877532"
"6","2004","Not Employed","(1a) inadequately completed","3","","",""
"6","2004","Not Employed","(1b) general elementary school","48","0.040276842364576","0.0292983316046701","0.0512553531244818"
"6","2004","Not Employed","(1c) basic vocational qualification","211","0.0689838379816835","0.0598169409724898","0.0781507349908772"
"6","2004","Not Employed","(2b) intermediate general qualification","28","","",""
"6","2004","Not Employed","(2a) intermediate vocational","119","0.0999439719254929","0.0831002709894177","0.116787672861568"
"6","2004","Not Employed","(2c_gen) general maturity certificate","50","0.108900852823108","0.0764958122978099","0.141305893348406"
"6","2004","Not Employed","(2c_voc) vocational maturity certificate","45","0.112519841527155","0.0809953332788955","0.144044349775415"
"6","2004","Not Employed","(3a) lower tertiary education","49","0.0682691829172177","0.0451964344901808","0.0913419313442546"
"6","2004","Not Employed","(3b) higher tertiary education","58","0.124923603340024","0.0968807178393985","0.15296648884065"
"6","2004","Employed","(0) in school","16","","",""
"6","2004","Employed","(1a) inadequately completed","13","","",""
"6","2004","Employed","(1b) general elementary school","72","0.0816097824659191","0.0623104148482073","0.100909150083631"
"6","2004","Employed","(1c) basic vocational qualification","327","0.105226233932101","0.0944800109173703","0.115972456946832"
"6","2004","Employed","(2b) intermediate general qualification","46","0.096035032305593","0.0670520226770727","0.125018041934113"
"6","2004","Employed","(2a) intermediate vocational","465","0.129438649639124","0.118748721549978","0.140128577728271"
"6","2004","Employed","(2c_gen) general maturity certificate","74","0.156771158865497","0.124644071804634","0.18889824592636"
"6","2004","Employed","(2c_voc) vocational maturity certificate","167","0.138042429745096","0.118310785160811","0.15777407432938"
"6","2004","Employed","(3a) lower tertiary education","154","0.116860347656609","0.0990083763472208","0.134712318965997"
"6","2004","Employed","(3b) higher tertiary education","295","0.154903326931298","0.139275323913546","0.170531329949049"
"7","2004","Not Employed","(0) in school","85","0.148999059643322","0.11899318834053","0.179004930946114"
"7","2004","Not Employed","(1a) inadequately completed","4","","",""
"7","2004","Not Employed","(1b) general elementary school","42","0.0354721908144875","0.0251435275221496","0.0458008541068254"
"7","2004","Not Employed","(1c) basic vocational qualification","133","0.0454395439000086","0.0379061831196335","0.0529729046803837"
"7","2004","Not Employed","(2b) intermediate general qualification","27","","",""
"7","2004","Not Employed","(2a) intermediate vocational","105","0.0931550684875193","0.0768322855030529","0.109477851471986"
"7","2004","Not Employed","(2c_gen) general maturity certificate","65","0.165066289449696","0.126448349138437","0.203684229760954"
"7","2004","Not Employed","(2c_voc) vocational maturity certificate","30","0.0666187061274369","0.0417426182765679","0.091494793978306"
"7","2004","Not Employed","(3a) lower tertiary education","46","0.0797917703984274","0.0550024936884588","0.104581047108396"
"7","2004","Not Employed","(3b) higher tertiary education","54","0.0767983458510627","0.0542143033496584","0.099382388352467"
"7","2004","Employed","(0) in school","17","","",""
"7","2004","Employed","(1a) inadequately completed","10","","",""
"7","2004","Employed","(1b) general elementary school","47","0.0521477986800347","0.0364749967282232","0.0678206006318462"
"7","2004","Employed","(1c) basic vocational qualification","339","0.106961909711267","0.096137934724564","0.117785884697971"
"7","2004","Employed","(2b) intermediate general qualification","65","0.136272210739725","0.102524452076186","0.170019969403264"
"7","2004","Employed","(2a) intermediate vocational","505","0.128773322150548","0.118106829497008","0.139439814804087"
"7","2004","Employed","(2c_gen) general maturity certificate","110","0.221060480589358","0.184393684471853","0.257727276706863"
"7","2004","Employed","(2c_voc) vocational maturity certificate","179","0.156978548101813","0.136169437929138","0.177787658274489"
"7","2004","Employed","(3a) lower tertiary education","203","0.166415268441958","0.145718174952176","0.187112361931741"
"7","2004","Employed","(3b) higher tertiary education","337","0.160134125440008","0.144293700368752","0.175974550511263"
"8","2004","Not Employed","(0) in school","63","0.11274830069581","0.0860964187500604","0.13940018264156"
"8","2004","Not Employed","(1a) inadequately completed","4","","",""
"8","2004","Not Employed","(1b) general elementary school","31","0.0261234287564554","0.0172168731159979","0.0350299843969129"
"8","2004","Not Employed","(1c) basic vocational qualification","94","0.0365591882251327","0.0297705782648312","0.0433477981854341"
"8","2004","Not Employed","(2b) intermediate general qualification","12","","",""
"8","2004","Not Employed","(2a) intermediate vocational","59","0.0390541540019159","0.0281746894624444","0.0499336185413875"
"8","2004","Not Employed","(2c_gen) general maturity certificate","37","0.115226806828242","0.0820123881424107","0.148441225514074"
"8","2004","Not Employed","(2c_voc) vocational maturity certificate","19","","",""
"8","2004","Not Employed","(3a) lower tertiary education","31","0.0618370325823665","0.0398024305318016","0.0838716346329315"
"8","2004","Not Employed","(3b) higher tertiary education","44","0.0692356980483504","0.0477047893554077","0.0907666067412931"
"8","2004","Employed","(0) in school","12","","",""
"8","2004","Employed","(1a) inadequately completed","4","","",""
"8","2004","Employed","(1b) general elementary school","51","0.0736211840468105","0.0552111729350949","0.0920311951585262"
"8","2004","Employed","(1c) basic vocational qualification","232","0.0738728905961353","0.0647124774926936","0.0830333036995769"
"8","2004","Employed","(2b) intermediate general qualification","51","0.166896482339729","0.130216770651616","0.203576194027842"
"8","2004","Employed","(2a) intermediate vocational","305","0.079561332500597","0.0709436288077354","0.0881790361934585"
"8","2004","Employed","(2c_gen) general maturity certificate","54","0.110601091214754","0.0828874530968889","0.138314729332619"
"8","2004","Employed","(2c_voc) vocational maturity certificate","93","0.079189162519512","0.0637425899677537","0.0946357350712703"
"8","2004","Employed","(3a) lower tertiary education","120","0.0881102023234547","0.0723586928588272","0.103861711788082"
"8","2004","Employed","(3b) higher tertiary education","181","0.0785236972329858","0.0669048678805283","0.0901425265854433"
"9","2004","Not Employed","(0) in school","28","","",""
"9","2004","Not Employed","(1a) inadequately completed","3","","",""
"9","2004","Not Employed","(1b) general elementary school","10","","",""
"9","2004","Not Employed","(1c) basic vocational qualification","16","","",""
"9","2004","Not Employed","(2b) intermediate general qualification","4","","",""
"9","2004","Not Employed","(2a) intermediate vocational","16","","",""
"9","2004","Not Employed","(2c_gen) general maturity certificate","6","","",""
"9","2004","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"9","2004","Not Employed","(3a) lower tertiary education","8","","",""
"9","2004","Not Employed","(3b) higher tertiary education","7","","",""
"9","2004","Employed","(0) in school","5","","",""
"9","2004","Employed","(1a) inadequately completed","","","",""
"9","2004","Employed","(1b) general elementary school","13","","",""
"9","2004","Employed","(1c) basic vocational qualification","60","0.0146797396489326","0.0104677713152506","0.0188917079826145"
"9","2004","Employed","(2b) intermediate general qualification","18","","",""
"9","2004","Employed","(2a) intermediate vocational","61","0.0154473711082231","0.0115201092110579","0.0193746330053883"
"9","2004","Employed","(2c_gen) general maturity certificate","13","","",""
"9","2004","Employed","(2c_voc) vocational maturity certificate","22","","",""
"9","2004","Employed","(3a) lower tertiary education","31","0.0165971201357105","0.00949774692356816","0.0236964933478528"
"9","2004","Employed","(3b) higher tertiary education","43","0.0183557100774143","0.0125576516850584","0.0241537684697701"
"10 Very willing to take risks","2004","Not Employed","(0) in school","9","","",""
"10 Very willing to take risks","2004","Not Employed","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2004","Not Employed","(1b) general elementary school","7","","",""
"10 Very willing to take risks","2004","Not Employed","(1c) basic vocational qualification","13","","",""
"10 Very willing to take risks","2004","Not Employed","(2b) intermediate general qualification","1","","",""
"10 Very willing to take risks","2004","Not Employed","(2a) intermediate vocational","10","","",""
"10 Very willing to take risks","2004","Not Employed","(2c_gen) general maturity certificate","5","","",""
"10 Very willing to take risks","2004","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"10 Very willing to take risks","2004","Not Employed","(3a) lower tertiary education","4","","",""
"10 Very willing to take risks","2004","Not Employed","(3b) higher tertiary education","6","","",""
"10 Very willing to take risks","2004","Employed","(0) in school","2","","",""
"10 Very willing to take risks","2004","Employed","(1a) inadequately completed","4","","",""
"10 Very willing to take risks","2004","Employed","(1b) general elementary school","18","","",""
"10 Very willing to take risks","2004","Employed","(1c) basic vocational qualification","47","0.012731198477384","0.0088048434621551","0.0166575534926129"
"10 Very willing to take risks","2004","Employed","(2b) intermediate general qualification","5","","",""
"10 Very willing to take risks","2004","Employed","(2a) intermediate vocational","30","0.00693296537339597","0.00429060587366229","0.00957532487312964"
"10 Very willing to take risks","2004","Employed","(2c_gen) general maturity certificate","9","","",""
"10 Very willing to take risks","2004","Employed","(2c_voc) vocational maturity certificate","5","","",""
"10 Very willing to take risks","2004","Employed","(3a) lower tertiary education","7","","",""
"10 Very willing to take risks","2004","Employed","(3b) higher tertiary education","17","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(0) in school","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2005","Employed","(0) in school","","","",""
"0 Not at all Willing to take risks","2005","Employed","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2005","Employed","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2005","Employed","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2005","Employed","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2005","Employed","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2005","Employed","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","Employed","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2005","Employed","(3b) higher tertiary education","","","",""
"1","2005","Not Employed","(0) in school","","","",""
"1","2005","Not Employed","(1a) inadequately completed","","","",""
"1","2005","Not Employed","(1b) general elementary school","","","",""
"1","2005","Not Employed","(1c) basic vocational qualification","","","",""
"1","2005","Not Employed","(2b) intermediate general qualification","","","",""
"1","2005","Not Employed","(2a) intermediate vocational","","","",""
"1","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"1","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"1","2005","Not Employed","(3a) lower tertiary education","","","",""
"1","2005","Not Employed","(3b) higher tertiary education","","","",""
"1","2005","Employed","(0) in school","","","",""
"1","2005","Employed","(1a) inadequately completed","","","",""
"1","2005","Employed","(1b) general elementary school","","","",""
"1","2005","Employed","(1c) basic vocational qualification","","","",""
"1","2005","Employed","(2b) intermediate general qualification","","","",""
"1","2005","Employed","(2a) intermediate vocational","","","",""
"1","2005","Employed","(2c_gen) general maturity certificate","","","",""
"1","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"1","2005","Employed","(3a) lower tertiary education","","","",""
"1","2005","Employed","(3b) higher tertiary education","","","",""
"2","2005","Not Employed","(0) in school","","","",""
"2","2005","Not Employed","(1a) inadequately completed","","","",""
"2","2005","Not Employed","(1b) general elementary school","","","",""
"2","2005","Not Employed","(1c) basic vocational qualification","","","",""
"2","2005","Not Employed","(2b) intermediate general qualification","","","",""
"2","2005","Not Employed","(2a) intermediate vocational","","","",""
"2","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"2","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"2","2005","Not Employed","(3a) lower tertiary education","","","",""
"2","2005","Not Employed","(3b) higher tertiary education","","","",""
"2","2005","Employed","(0) in school","","","",""
"2","2005","Employed","(1a) inadequately completed","","","",""
"2","2005","Employed","(1b) general elementary school","","","",""
"2","2005","Employed","(1c) basic vocational qualification","","","",""
"2","2005","Employed","(2b) intermediate general qualification","","","",""
"2","2005","Employed","(2a) intermediate vocational","","","",""
"2","2005","Employed","(2c_gen) general maturity certificate","","","",""
"2","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"2","2005","Employed","(3a) lower tertiary education","","","",""
"2","2005","Employed","(3b) higher tertiary education","","","",""
"3","2005","Not Employed","(0) in school","","","",""
"3","2005","Not Employed","(1a) inadequately completed","","","",""
"3","2005","Not Employed","(1b) general elementary school","","","",""
"3","2005","Not Employed","(1c) basic vocational qualification","","","",""
"3","2005","Not Employed","(2b) intermediate general qualification","","","",""
"3","2005","Not Employed","(2a) intermediate vocational","","","",""
"3","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"3","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"3","2005","Not Employed","(3a) lower tertiary education","","","",""
"3","2005","Not Employed","(3b) higher tertiary education","","","",""
"3","2005","Employed","(0) in school","","","",""
"3","2005","Employed","(1a) inadequately completed","","","",""
"3","2005","Employed","(1b) general elementary school","","","",""
"3","2005","Employed","(1c) basic vocational qualification","","","",""
"3","2005","Employed","(2b) intermediate general qualification","","","",""
"3","2005","Employed","(2a) intermediate vocational","","","",""
"3","2005","Employed","(2c_gen) general maturity certificate","","","",""
"3","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"3","2005","Employed","(3a) lower tertiary education","","","",""
"3","2005","Employed","(3b) higher tertiary education","","","",""
"4","2005","Not Employed","(0) in school","","","",""
"4","2005","Not Employed","(1a) inadequately completed","","","",""
"4","2005","Not Employed","(1b) general elementary school","","","",""
"4","2005","Not Employed","(1c) basic vocational qualification","","","",""
"4","2005","Not Employed","(2b) intermediate general qualification","","","",""
"4","2005","Not Employed","(2a) intermediate vocational","","","",""
"4","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"4","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"4","2005","Not Employed","(3a) lower tertiary education","","","",""
"4","2005","Not Employed","(3b) higher tertiary education","","","",""
"4","2005","Employed","(0) in school","","","",""
"4","2005","Employed","(1a) inadequately completed","","","",""
"4","2005","Employed","(1b) general elementary school","","","",""
"4","2005","Employed","(1c) basic vocational qualification","","","",""
"4","2005","Employed","(2b) intermediate general qualification","","","",""
"4","2005","Employed","(2a) intermediate vocational","","","",""
"4","2005","Employed","(2c_gen) general maturity certificate","","","",""
"4","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"4","2005","Employed","(3a) lower tertiary education","","","",""
"4","2005","Employed","(3b) higher tertiary education","","","",""
"5","2005","Not Employed","(0) in school","","","",""
"5","2005","Not Employed","(1a) inadequately completed","","","",""
"5","2005","Not Employed","(1b) general elementary school","","","",""
"5","2005","Not Employed","(1c) basic vocational qualification","","","",""
"5","2005","Not Employed","(2b) intermediate general qualification","","","",""
"5","2005","Not Employed","(2a) intermediate vocational","","","",""
"5","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"5","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"5","2005","Not Employed","(3a) lower tertiary education","","","",""
"5","2005","Not Employed","(3b) higher tertiary education","","","",""
"5","2005","Employed","(0) in school","","","",""
"5","2005","Employed","(1a) inadequately completed","","","",""
"5","2005","Employed","(1b) general elementary school","","","",""
"5","2005","Employed","(1c) basic vocational qualification","","","",""
"5","2005","Employed","(2b) intermediate general qualification","","","",""
"5","2005","Employed","(2a) intermediate vocational","","","",""
"5","2005","Employed","(2c_gen) general maturity certificate","","","",""
"5","2005","Employed","(2c_voc) vocational maturity certificate","","","",""
"5","2005","Employed","(3a) lower tertiary education","","","",""
"5","2005","Employed","(3b) higher tertiary education","","","",""
"6","2005","Not Employed","(0) in school","","","",""
"6","2005","Not Employed","(1a) inadequately completed","","","",""
"6","2005","Not Employed","(1b) general elementary school","","","",""
"6","2005","Not Employed","(1c) basic vocational qualification","","","",""
"6","2005","Not Employed","(2b) intermediate general qualification","","","",""
"6","2005","Not Employed","(2a) intermediate vocational","","","",""
"6","2005","Not Employed","(2c_gen) general maturity certificate","","","",""
"6","2005","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"6","2005","Not Employed","(3a) lower tertiary education","","","",""
"6","2005","Not Employed","(3b) higher tertiary education","","","",""
"6","2005","Employed","(0) in school","","","",""
"6","2005","Employed","(1a) inadequately completed","","","",""
"6","2005","Employed","(1b) general elementary school","","","",""
"6","2005","Employed","(1c) basic vocational qualification","","","",""
"6","2005","Employed","(2b) intermediate general qualification","","","",""
"6","2005","Employed","(2a) intermediate vocational","","","",""
