"plh0204_h","year","age_gr","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2015","35-65 y.","666","0.0412736404745283","0.0381148207741803","0.0444324601748763"
"0 Not at all Willing to take risks","2015","66 and older","353","0.0816676697693343","0.0740440074659631","0.0892913320727054"
"1","2015","16-34 y.","216","0.0250400224390374","0.0212990110274142","0.0287810338506607"
"1","2015","35-65 y.","731","0.0424121942186397","0.0392120040281315","0.045612384409148"
"1","2015","66 and older","325","0.0713358848876693","0.0641707892758875","0.078500980499451"
"2","2015","16-34 y.","510","0.0632613150110844","0.0574328174689459","0.069089812553223"
"2","2015","35-65 y.","1529","0.0906588398278426","0.0860994196322527","0.0952182600234325"
"2","2015","66 and older","590","0.12055820753241","0.111493776003101","0.129622639061719"
"3","2015","16-34 y.","706","0.114108248958384","0.106495752011981","0.121720745904786"
"3","2015","35-65 y.","1907","0.130997983102699","0.125640216235932","0.136355749969467"
"3","2015","66 and older","602","0.127648247616275","0.118358757456549","0.136937737776"
"4","2015","16-34 y.","534","0.0812700090770688","0.0747276047113036","0.0878124134428341"
"4","2015","35-65 y.","1535","0.105687696596549","0.100805694803717","0.110569698389381"
"4","2015","66 and older","487","0.0950216619492204","0.0868583003431566","0.103185023555284"
"5","2015","16-34 y.","1163","0.180121875934057","0.170920851963489","0.189322899904626"
"5","2015","35-65 y.","2900","0.194788054707319","0.188499115738658","0.20107699367598"
"5","2015","66 and older","970","0.192278031654298","0.18130732979369","0.203248733514906"
"6","2015","16-34 y.","832","0.136484489542492","0.128264807782877","0.144704171302107"
"6","2015","35-65 y.","1840","0.129467990744763","0.124136916980322","0.134799064509204"
"6","2015","66 and older","553","0.106503134558202","0.0979156426039894","0.115090626512414"
"7","2015","16-34 y.","1063","0.169513839091709","0.160530308276821","0.178497369906597"
"7","2015","35-65 y.","2023","0.132528902682557","0.127144668717895","0.13791313664722"
"7","2015","66 and older","585","0.110442026168249","0.101716473529165","0.119167578807333"
"8","2015","16-34 y.","862","0.128253356593012","0.120247500228659","0.136259212957366"
"8","2015","35-65 y.","1417","0.0912446310415261","0.0866719777872537","0.0958172842957986"
"8","2015","66 and older","382","0.0735763453421135","0.0663083848933443","0.0808443057908827"
"9","2015","16-34 y.","325","0.0482043141606225","0.0430757817774391","0.053332846543806"
"9","2015","35-65 y.","408","0.0245778991363603","0.0221191750826563","0.0270366231900643"
"9","2015","66 and older","68","0.0130737527367197","0.00991161258588584","0.0162358928875536"
"10 Very willing to take risks","2015","16-34 y.","265","0.0297847374477685","0.0257145986340696","0.0338548762614674"
"10 Very willing to take risks","2015","35-65 y.","278","0.016362167467215","0.0143476123955212","0.0183767225389088"
"10 Very willing to take risks","2015","66 and older","42","0.0078950377855095","0.00543129963271811","0.0103587759383009"
"0 Not at all Willing to take risks","2016","16-34 y.","657","0.0262392459119158","0.0227511062054499","0.0297273856183817"
"0 Not at all Willing to take risks","2016","35-65 y.","1034","0.0376265118106867","0.0346487969714515","0.0406042266499218"
"0 Not at all Willing to take risks","2016","66 and older","353","0.0815182640416134","0.0737693104837978","0.0892672175994289"
"1","2016","16-34 y.","278","0.0267244937801016","0.0232051255988497","0.0302438619613534"
"1","2016","35-65 y.","750","0.0465080188308353","0.0432127811659281","0.0498032564957424"
"1","2016","66 and older","318","0.0785628342715391","0.0709434168176862","0.0861822517253919"
"2","2016","16-34 y.","542","0.0627790855469252","0.0574858582802658","0.0680723128135846"
"2","2016","35-65 y.","1557","0.101552436285067","0.0968257601972597","0.106279112372874"
"2","2016","66 and older","579","0.129183309448615","0.119684986984702","0.138681631912529"
"3","2016","16-34 y.","663","0.102353842240809","0.0957393467337373","0.108968337747882"
"3","2016","35-65 y.","1817","0.124835632854438","0.119663396080769","0.130007869628107"
"3","2016","66 and older","572","0.117126943295779","0.108020309541041","0.126233577050518"
"4","2016","16-34 y.","601","0.0965134472713039","0.090069576487999","0.102957318054609"
"4","2016","35-65 y.","1335","0.0953189085208345","0.0907237384701565","0.0999140785715125"
"4","2016","66 and older","408","0.0869174389307096","0.0789395346923444","0.0948953431690749"
"5","2016","16-34 y.","1358","0.161597020137969","0.153564808496784","0.169629231779154"
"5","2016","35-65 y.","2904","0.183462788675859","0.177406225013125","0.189519352338594"
"5","2016","66 and older","955","0.193419712201649","0.182234235368009","0.20460518903529"
"6","2016","16-34 y.","901","0.150522982924339","0.142719844928783","0.158326120919894"
"6","2016","35-65 y.","1817","0.122984796499247","0.117845619504302","0.128123973494192"
"6","2016","66 and older","570","0.107350435071967","0.0985840057124253","0.116116864431509"
"7","2016","16-34 y.","1148","0.166464800135302","0.158336209703129","0.174593390567474"
"7","2016","35-65 y.","2100","0.144039532166164","0.138544983738906","0.149534080593421"
"7","2016","66 and older","516","0.100236862426562","0.0917321787587344","0.108741546094391"
"8","2016","16-34 y.","1049","0.133513372156903","0.126091125590574","0.140935618723232"
"8","2016","35-65 y.","1505","0.0992828632106205","0.0946034040636658","0.103962322357575"
"8","2016","66 and older","392","0.0799988188772652","0.0723160757237139","0.0876815620308165"
"9","2016","16-34 y.","359","0.0422720567577052","0.0378812954193048","0.0466628180961056"
"9","2016","35-65 y.","433","0.0278185202784609","0.0252451339756263","0.0303919065812956"
"9","2016","66 and older","84","0.0178934336805489","0.0141393280731451","0.0216475392879527"
"10 Very willing to take risks","2016","16-34 y.","511","0.0310196531367262","0.0272363772229955","0.0348029290504569"
"10 Very willing to take risks","2016","35-65 y.","436","0.0165699908677869","0.0145724431459441","0.0185675385896298"
"10 Very willing to take risks","2016","66 and older","43","0.00779194775375021","0.00530191692623294","0.0102819785812675"
"0 Not at all Willing to take risks","2017","16-34 y.","968","0.0275714750131841","0.0242551808590803","0.0308877691672879"
"0 Not at all Willing to take risks","2017","35-65 y.","1365","0.0377630059558965","0.0349467893141872","0.0405792225976058"
"0 Not at all Willing to take risks","2017","66 and older","277","0.0573970679000604","0.050998297441494","0.0637958383586268"
"1","2017","16-34 y.","313","0.0299228394280482","0.026472206668833","0.0333734721872634"
"1","2017","35-65 y.","827","0.0442023043135419","0.0411656370908215","0.0472389715362623"
"1","2017","66 and older","342","0.0809794070945799","0.0734746402875325","0.0884841739016274"
"2","2017","16-34 y.","669","0.0743697032754517","0.0690558323022752","0.0796835742486281"
"2","2017","35-65 y.","2006","0.116725245802177","0.111981492839428","0.121468998764925"
"2","2017","66 and older","662","0.141720077424792","0.13212568558166","0.151314469267924"
"3","2017","16-34 y.","854","0.120589672979129","0.113994213757684","0.127185132200573"
"3","2017","35-65 y.","2263","0.144537166228904","0.139342207543829","0.149732124913979"
"3","2017","66 and older","685","0.138662419589225","0.12915520340571","0.148169635772741"
"4","2017","16-34 y.","683","0.0906726305949086","0.0848570585607942","0.096488202629023"
"4","2017","35-65 y.","1524","0.0894857047002212","0.0852686234100896","0.0937027859903528"
"4","2017","66 and older","509","0.0988079533143002","0.0905989220214171","0.107016984607183"
"5","2017","16-34 y.","1559","0.165925042723089","0.158390572685044","0.173459512761135"
"5","2017","35-65 y.","3312","0.19499758162676","0.18914422530807","0.20085093794545"
"5","2017","66 and older","1045","0.199340246676076","0.188349966117211","0.210330527234941"
"6","2017","16-34 y.","1054","0.130477031797368","0.123655188116978","0.137298875477758"
"6","2017","35-65 y.","1918","0.113396602920729","0.108712175928198","0.118081029913261"
"6","2017","66 and older","555","0.102698870146743","0.0943478559026121","0.111049884390873"
"7","2017","16-34 y.","1323","0.165822910394169","0.158290298429161","0.173355522359177"
"7","2017","35-65 y.","2066","0.12991672483176","0.124949604293541","0.134883845369979"
"7","2017","66 and older","513","0.0904052110150922","0.082516464556227","0.0982939574739574"
"8","2017","16-34 y.","1046","0.132254611400735","0.125393479486962","0.139115743314507"
"8","2017","35-65 y.","1429","0.0846843754152957","0.0805711847696663","0.0887975660609252"
"8","2017","66 and older","387","0.0696534191609239","0.0626504713911349","0.0766563669307128"
"9","2017","16-34 y.","365","0.0337932038527922","0.0301335169802324","0.037452890725352"
"9","2017","35-65 y.","448","0.0266504676026411","0.024271006629278","0.0290299285760042"
"9","2017","66 and older","68","0.013604632063942","0.0104178218766881","0.016791442251196"
"10 Very willing to take risks","2017","16-34 y.","531","0.0286008785411255","0.0252250316588144","0.0319767254234365"
"10 Very willing to take risks","2017","35-65 y.","442","0.0176408206020741","0.0156959697447779","0.0195856714593704"
"10 Very willing to take risks","2017","66 and older","33","0.00673069561426519","0.00448137808983526","0.00898001313869511"
"0 Not at all Willing to take risks","2018","16-34 y.","937","0.0312466312589171","0.0275004926661059","0.0349927698517284"
"0 Not at all Willing to take risks","2018","35-65 y.","1552","0.0510676838523492","0.0477163937685815","0.0544189739361169"
"0 Not at all Willing to take risks","2018","66 and older","435","0.0903887741575238","0.0825068822595462","0.0982706660555015"
"1","2018","16-34 y.","383","0.0371276149211947","0.0330565454099957","0.0411986844323936"
"1","2018","35-65 y.","1112","0.0667946228235289","0.062993773181515","0.0705954724655428"
"1","2018","66 and older","415","0.0829629160090549","0.0753809684988375","0.0905448635192724"
"2","2018","16-34 y.","699","0.094140928696463","0.0878531798741761","0.10042867751875"
"2","2018","35-65 y.","2190","0.131126827039066","0.12598822135625","0.136265432721882"
"2","2018","66 and older","774","0.161448682379121","0.151334578835812","0.171562785922429"
"3","2018","16-34 y.","872","0.133469585897724","0.126147097566192","0.140792074229256"
"3","2018","35-65 y.","2317","0.152554394158439","0.147080585662592","0.158028202654285"
"3","2018","66 and older","768","0.139222051110871","0.129706259989171","0.148737842232571"
"4","2018","16-34 y.","693","0.108373283886114","0.101680168999388","0.115066398772839"
"4","2018","35-65 y.","1444","0.0921233042966325","0.0877206000745935","0.0965260085186715"
"4","2018","66 and older","433","0.0859437593226214","0.0782393570193669","0.0936481616258759"
"5","2018","16-34 y.","1364","0.159698062429952","0.151810494137193","0.167585630722711"
"5","2018","35-65 y.","2977","0.187497972347698","0.181555983436879","0.193439961258517"
"5","2018","66 and older","970","0.196265680242056","0.185348166213532","0.207183194270579"
"6","2018","16-34 y.","839","0.119829284389787","0.112836654103195","0.126821914676378"
"6","2018","35-65 y.","1439","0.100402915394594","0.0958276266867162","0.104978204102471"
"6","2018","66 and older","446","0.0835679154936864","0.0759608834178106","0.0911749475695622"
"7","2018","16-34 y.","977","0.131596530022444","0.124317749562777","0.13887531048211"
"7","2018","35-65 y.","1662","0.103798423310549","0.0991552001971202","0.108441646423979"
"7","2018","66 and older","424","0.07585549076275","0.0685775456655641","0.0831334358599359"
"8","2018","16-34 y.","853","0.119386975101277","0.112405508685201","0.126368441517352"
"8","2018","35-65 y.","1217","0.0785298463358396","0.0744346065781086","0.0826250860935706"
"8","2018","66 and older","334","0.0668467122987597","0.0599813755971052","0.0737120490004141"
"9","2018","16-34 y.","316","0.0416300385691353","0.0373292743917154","0.0459308027465551"
"9","2018","35-65 y.","354","0.0207679452647193","0.0185969398907822","0.0229389506386564"
"9","2018","66 and older","53","0.0112197265869076","0.00832447469759657","0.0141149784762186"
"10 Very willing to take risks","2018","16-34 y.","353","0.0235010648269932","0.0202392801829681","0.0267628494710183"
"10 Very willing to take risks","2018","35-65 y.","311","0.0153360651765848","0.0134652869314656","0.017206843421704"
"10 Very willing to take risks","2018","66 and older","32","0.00627829163664864","0.00410709852992066","0.00844948474337661"
"0 Not at all Willing to take risks","2019","16-34 y.","522","0.0207741559515976","0.0175052424299036","0.0240430694732916"
"0 Not at all Willing to take risks","2019","35-65 y.","1013","0.0352563610060469","0.0324866961399258","0.038026025872168"
"0 Not at all Willing to take risks","2019","66 and older","284","0.0638101326107089","0.0572125143742811","0.0704077508471367"
"1","2019","16-34 y.","263","0.0197811727353157","0.0165897242262009","0.0229726212444304"
"1","2019","35-65 y.","746","0.0406065333417577","0.0376423923771116","0.0435706743064039"
"1","2019","66 and older","278","0.061119544367839","0.0546532481800654","0.0675858405556126"
"2","2019","16-34 y.","497","0.0696999200240975","0.0638637494932087","0.0755360905549862"
"2","2019","35-65 y.","1507","0.0926514494220435","0.0882971759503478","0.0970057228937393"
"2","2019","66 and older","544","0.116183379699355","0.107533432126985","0.124833327271726"
"3","2019","16-34 y.","675","0.103829287119422","0.0968380245381574","0.110820549700687"
"3","2019","35-65 y.","1981","0.132489208844438","0.127397890956243","0.137580526732632"
"3","2019","66 and older","623","0.125037251389535","0.116108825850048","0.133965676929023"
"4","2019","16-34 y.","636","0.0908249116572031","0.0842388383546056","0.0974109849598006"
"4","2019","35-65 y.","1481","0.0962334160019523","0.0918045391076425","0.100662292896262"
"4","2019","66 and older","486","0.093500597530149","0.0856418860533753","0.101359309006923"
"5","2019","16-34 y.","1144","0.168292397890223","0.159717718530204","0.176867077250242"
"5","2019","35-65 y.","2967","0.185122813450497","0.17928999352957","0.190955633371424"
"5","2019","66 and older","1075","0.199341022941407","0.188556957362398","0.210125088520416"
"6","2019","16-34 y.","852","0.143338515909462","0.135307206146328","0.151369825672596"
"6","2019","35-65 y.","2004","0.127338937099249","0.122332763248477","0.132345110950021"
"6","2019","66 and older","574","0.101150876148343","0.0930115469435436","0.109290205353142"
"7","2019","16-34 y.","1051","0.158774445461634","0.150398249383935","0.167150641539334"
"7","2019","35-65 y.","2329","0.138806183800803","0.133613912503951","0.143998455097654"
"7","2019","66 and older","638","0.121313665524498","0.112500494682108","0.130126836366889"
"8","2019","16-34 y.","881","0.132348268557632","0.124581646797795","0.140114890317469"
"8","2019","35-65 y.","1860","0.101758574004422","0.0972182738537395","0.106298874155104"
"8","2019","66 and older","534","0.0846531789138026","0.0771391153466673","0.0921672424809378"
"9","2019","16-34 y.","455","0.0541188806724467","0.0489333526510817","0.0593044086938117"
"9","2019","35-65 y.","680","0.029672096260429","0.0271238822879924","0.0322203102328656"
"9","2019","66 and older","147","0.0230850772647981","0.0190313509117047","0.0271388036178915"
"10 Very willing to take risks","2019","16-34 y.","337","0.038218044020966","0.033823914591312","0.0426121734506201"
"10 Very willing to take risks","2019","35-65 y.","465","0.0200644267683625","0.0179586387130404","0.0221702148236846"
"10 Very willing to take risks","2019","66 and older","89","0.0108052736095638","0.0080145349368455","0.0135960122822821"
