"plh0204_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"4","2004","Couple + C. LE and GT 16","Female","88","0.10800512054454","0.0875093858643069","0.128500855224773"
"5","2004","1-pers.-HH","Male","287","0.240504065099911","0.216570687971927","0.264437442227895"
"5","2004","1-pers.-HH","Female","328","0.18821275413893","0.169532588102764","0.206892920175096"
"5","2004","(Married) couple without C. ","Male","816","0.229815372946541","0.216070392422428","0.243560353470655"
"5","2004","(Married) couple without C. ","Female","768","0.215522313956099","0.202193809683626","0.228850818228573"
"5","2004","Single parent ","Male","66","0.178668364330595","0.138535775543729","0.218800953117462"
"5","2004","Single parent ","Female","177","0.240570182015292","0.209773994729603","0.271366369300981"
"5","2004","Couple + C. LE 16 ","Male","432","0.230010837182313","0.211557844700398","0.248463829664228"
"5","2004","Couple + C. LE 16 ","Female","465","0.222328582211163","0.204355098856683","0.240302065565643"
"5","2004","Couple + C. GT 16 ","Male","415","0.193859219171229","0.176721369827173","0.210997068515285"
"5","2004","Couple + C. GT 16 ","Female","435","0.234767732715352","0.215495098610372","0.254040366820332"
"5","2004","Couple + C. LE and GT 16","Male","189","0.233155674529941","0.205591786645329","0.260719562414553"
"5","2004","Couple + C. LE and GT 16","Female","217","0.249792628337636","0.221207469530791","0.278377787144482"
"6","2004","1-pers.-HH","Male","136","0.104297671975116","0.0871817930578164","0.121413550892415"
"6","2004","1-pers.-HH","Female","132","0.0801084872677701","0.0671354201000567","0.0930815544354835"
"6","2004","(Married) couple without C. ","Male","391","0.107784353643977","0.0976529423559646","0.117915764931989"
"6","2004","(Married) couple without C. ","Female","321","0.0850216224658896","0.075980650820357","0.0940625941114222"
"6","2004","Single parent ","Male","43","0.114505360256191","0.0811458285203145","0.147864891992068"
"6","2004","Single parent ","Female","76","0.108112562976717","0.0857395056214399","0.130485620331995"
"6","2004","Couple + C. LE 16 ","Male","284","0.141795128689877","0.12649917738684","0.157091079992914"
"6","2004","Couple + C. LE 16 ","Female","219","0.103829821967162","0.0906444363864397","0.117015207547884"
"6","2004","Couple + C. GT 16 ","Male","298","0.144279989829558","0.129047302047235","0.15951267761188"
"6","2004","Couple + C. GT 16 ","Female","192","0.0873222964416424","0.0744857992268866","0.100158793656398"
"6","2004","Couple + C. LE and GT 16","Male","117","0.11697579895618","0.0960251157927546","0.137926482119606"
"6","2004","Couple + C. LE and GT 16","Female","111","0.10360660769064","0.0834831230233745","0.123730092357906"
"7","2004","1-pers.-HH","Male","184","0.146436149459978","0.126638109161424","0.166234189758531"
"7","2004","1-pers.-HH","Female","124","0.0536719824352323","0.0429016337703844","0.0644423311000802"
"7","2004","(Married) couple without C. ","Male","452","0.119459347534764","0.108863347710123","0.130055347359406"
"7","2004","(Married) couple without C. ","Female","256","0.0652326751063579","0.0572282645989417","0.0732370856137741"
"7","2004","Single parent ","Male","57","0.137137260646994","0.101099096291096","0.173175425002891"
"7","2004","Single parent ","Female","82","0.0918570428186119","0.0710473547288094","0.112666730908414"
"7","2004","Couple + C. LE 16 ","Male","326","0.154785552352854","0.138925704535491","0.170645400170218"
"7","2004","Couple + C. LE 16 ","Female","168","0.0813009186947848","0.0694876276602169","0.0931142097293527"
"7","2004","Couple + C. GT 16 ","Male","308","0.140194666352069","0.125143385541779","0.155245947162358"
"7","2004","Couple + C. GT 16 ","Female","208","0.103947120075769","0.0900700338469189","0.117824206304619"
"7","2004","Couple + C. LE and GT 16","Male","142","0.139324477720067","0.116751060246396","0.161897895193738"
"7","2004","Couple + C. LE and GT 16","Female","85","0.0895187437831469","0.0706669521397642","0.10837053542653"
"8","2004","1-pers.-HH","Male","133","0.0989004019968357","0.0821831275208234","0.115617676472848"
"8","2004","1-pers.-HH","Female","76","0.0406854065030117","0.0312440379589517","0.0501267750470717"
"8","2004","(Married) couple without C. ","Male","301","0.0750438948135469","0.0664364269014364","0.0836513627256574"
"8","2004","(Married) couple without C. ","Female","161","0.0373145076080467","0.0311708632329908","0.0434581519831027"
"8","2004","Single parent ","Male","42","0.15200617990554","0.11439291480843","0.189619445002651"
"8","2004","Single parent ","Female","45","0.0534873353459354","0.0372759202125342","0.0696987504793366"
"8","2004","Couple + C. LE 16 ","Male","195","0.0940196050548903","0.0812222871019824","0.106816923007798"
"8","2004","Couple + C. LE 16 ","Female","83","0.0426099848943697","0.0338795340213131","0.0513404357674262"
"8","2004","Couple + C. GT 16 ","Male","199","0.0872783755374889","0.0750426382835761","0.0995141127914018"
"8","2004","Couple + C. GT 16 ","Female","100","0.0475146126456448","0.0378414610598312","0.0571877642314584"
"8","2004","Couple + C. LE and GT 16","Male","108","0.114165084071148","0.0934347202845913","0.134895447857704"
"8","2004","Couple + C. LE and GT 16","Female","47","0.0510985501191633","0.0365581960958474","0.0656389041424793"
"9","2004","1-pers.-HH","Male","25","","",""
"9","2004","1-pers.-HH","Female","17","","",""
"9","2004","(Married) couple without C. ","Male","63","0.0136980047691459","0.00990056599865808","0.0174954435396337"
"9","2004","(Married) couple without C. ","Female","30","0.0114439943472137","0.00799625477007128","0.014891733924356"
"9","2004","Single parent ","Male","13","","",""
"9","2004","Single parent ","Female","14","","",""
"9","2004","Couple + C. LE 16 ","Male","55","0.0181433558309646","0.0122909666363564","0.0239957450255728"
"9","2004","Couple + C. LE 16 ","Female","17","","",""
"9","2004","Couple + C. GT 16 ","Male","65","0.0247315572467211","0.0179987611399937","0.0314643533534484"
"9","2004","Couple + C. GT 16 ","Female","24","","",""
"9","2004","Couple + C. LE and GT 16","Male","31","0.0342433816556728","0.0223888051055061","0.0460979582058396"
"9","2004","Couple + C. LE and GT 16","Female","16","","",""
"10 Very willing to take risks","2004","1-pers.-HH","Male","14","","",""
"10 Very willing to take risks","2004","1-pers.-HH","Female","11","","",""
"10 Very willing to take risks","2004","(Married) couple without C. ","Male","39","0.0109748655626646","0.00757109375757854","0.0143786373677507"
"10 Very willing to take risks","2004","(Married) couple without C. ","Female","19","","",""
"10 Very willing to take risks","2004","Single parent ","Male","5","","",""
"10 Very willing to take risks","2004","Single parent ","Female","11","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","Male","28","","",""
"10 Very willing to take risks","2004","Couple + C. LE 16 ","Female","11","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","Male","19","","",""
"10 Very willing to take risks","2004","Couple + C. GT 16 ","Female","9","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","Male","26","","",""
"10 Very willing to take risks","2004","Couple + C. LE and GT 16","Female","9","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","Male","","","",""
"0 Not at all Willing to take risks","2005","1-pers.-HH","Female","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","Male","","","",""
"0 Not at all Willing to take risks","2005","(Married) couple without C. ","Female","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","Male","","","",""
"0 Not at all Willing to take risks","2005","Single parent ","Female","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","Male","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE 16 ","Female","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","Male","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. GT 16 ","Female","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","Male","","","",""
"0 Not at all Willing to take risks","2005","Couple + C. LE and GT 16","Female","","","",""
"1","2005","1-pers.-HH","Male","","","",""
"1","2005","1-pers.-HH","Female","","","",""
"1","2005","(Married) couple without C. ","Male","","","",""
"1","2005","(Married) couple without C. ","Female","","","",""
"1","2005","Single parent ","Male","","","",""
"1","2005","Single parent ","Female","","","",""
"1","2005","Couple + C. LE 16 ","Male","","","",""
"1","2005","Couple + C. LE 16 ","Female","","","",""
"1","2005","Couple + C. GT 16 ","Male","","","",""
"1","2005","Couple + C. GT 16 ","Female","","","",""
"1","2005","Couple + C. LE and GT 16","Male","","","",""
"1","2005","Couple + C. LE and GT 16","Female","","","",""
"2","2005","1-pers.-HH","Male","","","",""
"2","2005","1-pers.-HH","Female","","","",""
"2","2005","(Married) couple without C. ","Male","","","",""
"2","2005","(Married) couple without C. ","Female","","","",""
"2","2005","Single parent ","Male","","","",""
"2","2005","Single parent ","Female","","","",""
"2","2005","Couple + C. LE 16 ","Male","","","",""
"2","2005","Couple + C. LE 16 ","Female","","","",""
"2","2005","Couple + C. GT 16 ","Male","","","",""
"2","2005","Couple + C. GT 16 ","Female","","","",""
"2","2005","Couple + C. LE and GT 16","Male","","","",""
"2","2005","Couple + C. LE and GT 16","Female","","","",""
"3","2005","1-pers.-HH","Male","","","",""
"3","2005","1-pers.-HH","Female","","","",""
"3","2005","(Married) couple without C. ","Male","","","",""
"3","2005","(Married) couple without C. ","Female","","","",""
"3","2005","Single parent ","Male","","","",""
"3","2005","Single parent ","Female","","","",""
"3","2005","Couple + C. LE 16 ","Male","","","",""
"3","2005","Couple + C. LE 16 ","Female","","","",""
"3","2005","Couple + C. GT 16 ","Male","","","",""
"3","2005","Couple + C. GT 16 ","Female","","","",""
"3","2005","Couple + C. LE and GT 16","Male","","","",""
"3","2005","Couple + C. LE and GT 16","Female","","","",""
"4","2005","1-pers.-HH","Male","","","",""
"4","2005","1-pers.-HH","Female","","","",""
"4","2005","(Married) couple without C. ","Male","","","",""
"4","2005","(Married) couple without C. ","Female","","","",""
"4","2005","Single parent ","Male","","","",""
"4","2005","Single parent ","Female","","","",""
"4","2005","Couple + C. LE 16 ","Male","","","",""
"4","2005","Couple + C. LE 16 ","Female","","","",""
"4","2005","Couple + C. GT 16 ","Male","","","",""
"4","2005","Couple + C. GT 16 ","Female","","","",""
"4","2005","Couple + C. LE and GT 16","Male","","","",""
"4","2005","Couple + C. LE and GT 16","Female","","","",""
"5","2005","1-pers.-HH","Male","","","",""
"5","2005","1-pers.-HH","Female","","","",""
"5","2005","(Married) couple without C. ","Male","","","",""
"5","2005","(Married) couple without C. ","Female","","","",""
"5","2005","Single parent ","Male","","","",""
"5","2005","Single parent ","Female","","","",""
"5","2005","Couple + C. LE 16 ","Male","","","",""
"5","2005","Couple + C. LE 16 ","Female","","","",""
"5","2005","Couple + C. GT 16 ","Male","","","",""
"5","2005","Couple + C. GT 16 ","Female","","","",""
"5","2005","Couple + C. LE and GT 16","Male","","","",""
"5","2005","Couple + C. LE and GT 16","Female","","","",""
"6","2005","1-pers.-HH","Male","","","",""
"6","2005","1-pers.-HH","Female","","","",""
"6","2005","(Married) couple without C. ","Male","","","",""
"6","2005","(Married) couple without C. ","Female","","","",""
"6","2005","Single parent ","Male","","","",""
"6","2005","Single parent ","Female","","","",""
"6","2005","Couple + C. LE 16 ","Male","","","",""
"6","2005","Couple + C. LE 16 ","Female","","","",""
"6","2005","Couple + C. GT 16 ","Male","","","",""
"6","2005","Couple + C. GT 16 ","Female","","","",""
"6","2005","Couple + C. LE and GT 16","Male","","","",""
"6","2005","Couple + C. LE and GT 16","Female","","","",""
"7","2005","1-pers.-HH","Male","","","",""
"7","2005","1-pers.-HH","Female","","","",""
"7","2005","(Married) couple without C. ","Male","","","",""
"7","2005","(Married) couple without C. ","Female","","","",""
"7","2005","Single parent ","Male","","","",""
"7","2005","Single parent ","Female","","","",""
"7","2005","Couple + C. LE 16 ","Male","","","",""
"7","2005","Couple + C. LE 16 ","Female","","","",""
"7","2005","Couple + C. GT 16 ","Male","","","",""
"7","2005","Couple + C. GT 16 ","Female","","","",""
"7","2005","Couple + C. LE and GT 16","Male","","","",""
"7","2005","Couple + C. LE and GT 16","Female","","","",""
"8","2005","1-pers.-HH","Male","","","",""
"8","2005","1-pers.-HH","Female","","","",""
"8","2005","(Married) couple without C. ","Male","","","",""
"8","2005","(Married) couple without C. ","Female","","","",""
"8","2005","Single parent ","Male","","","",""
"8","2005","Single parent ","Female","","","",""
"8","2005","Couple + C. LE 16 ","Male","","","",""
"8","2005","Couple + C. LE 16 ","Female","","","",""
"8","2005","Couple + C. GT 16 ","Male","","","",""
"8","2005","Couple + C. GT 16 ","Female","","","",""
"8","2005","Couple + C. LE and GT 16","Male","","","",""
"8","2005","Couple + C. LE and GT 16","Female","","","",""
"9","2005","1-pers.-HH","Male","","","",""
"9","2005","1-pers.-HH","Female","","","",""
"9","2005","(Married) couple without C. ","Male","","","",""
"9","2005","(Married) couple without C. ","Female","","","",""
"9","2005","Single parent ","Male","","","",""
"9","2005","Single parent ","Female","","","",""
"9","2005","Couple + C. LE 16 ","Male","","","",""
"9","2005","Couple + C. LE 16 ","Female","","","",""
"9","2005","Couple + C. GT 16 ","Male","","","",""
"9","2005","Couple + C. GT 16 ","Female","","","",""
"9","2005","Couple + C. LE and GT 16","Male","","","",""
"9","2005","Couple + C. LE and GT 16","Female","","","",""
"10 Very willing to take risks","2005","1-pers.-HH","Male","","","",""
"10 Very willing to take risks","2005","1-pers.-HH","Female","","","",""
"10 Very willing to take risks","2005","(Married) couple without C. ","Male","","","",""
"10 Very willing to take risks","2005","(Married) couple without C. ","Female","","","",""
"10 Very willing to take risks","2005","Single parent ","Male","","","",""
"10 Very willing to take risks","2005","Single parent ","Female","","","",""
"10 Very willing to take risks","2005","Couple + C. LE 16 ","Male","","","",""
"10 Very willing to take risks","2005","Couple + C. LE 16 ","Female","","","",""
"10 Very willing to take risks","2005","Couple + C. GT 16 ","Male","","","",""
"10 Very willing to take risks","2005","Couple + C. GT 16 ","Female","","","",""
"10 Very willing to take risks","2005","Couple + C. LE and GT 16","Male","","","",""
"10 Very willing to take risks","2005","Couple + C. LE and GT 16","Female","","","",""
"0 Not at all Willing to take risks","2006","1-pers.-HH","Male","60","0.0433427419950545","0.0327404553277424","0.0539450286623666"
"0 Not at all Willing to take risks","2006","1-pers.-HH","Female","178","0.110722787139376","0.0966724279999299","0.124773146278821"
"0 Not at all Willing to take risks","2006","(Married) couple without C. ","Male","171","0.0466088889392884","0.0399870926889827","0.053230685189594"
"0 Not at all Willing to take risks","2006","(Married) couple without C. ","Female","265","0.0782421321761947","0.0698714948899977","0.0866127694623916"
"0 Not at all Willing to take risks","2006","Single parent ","Male","11","","",""
"0 Not at all Willing to take risks","2006","Single parent ","Female","39","0.062245981277573","0.0457896489740181","0.0787023135811278"
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","Male","39","0.0234762365416979","0.016682408468174","0.0302700646152219"
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","Female","79","0.0487544561026468","0.03930922618234","0.0581996860229536"
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","Male","55","0.0361191883243651","0.0277666650775839","0.0444717115711463"
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","Female","84","0.0563579930708705","0.0455098695134801","0.0672061166282609"
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","Male","24","","",""
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","Female","29","","",""
"1","2006","1-pers.-HH","Male","35","0.0264126349412845","0.0180632113460012","0.0347620585365679"
"1","2006","1-pers.-HH","Female","159","0.0855987491633424","0.0730715940887869","0.0981259042378978"
"1","2006","(Married) couple without C. ","Male","115","0.0282380462079297","0.0230344551672269","0.0334416372486326"
"1","2006","(Married) couple without C. ","Female","222","0.0635664158088362","0.0559617153704487","0.0711711162472236"
"1","2006","Single parent ","Male","8","","",""
"1","2006","Single parent ","Female","35","0.0397214388474338","0.026418609341529","0.0530242683533385"
"1","2006","Couple + C. LE 16 ","Male","31","0.0164736909920121","0.0107622281675421","0.0221851538164821"
"1","2006","Couple + C. LE 16 ","Female","88","0.0426461853475574","0.0337841109897601","0.0515082597053547"
"1","2006","Couple + C. GT 16 ","Male","36","0.0219874904031479","0.0154230596569609","0.0285519211493348"
"1","2006","Couple + C. GT 16 ","Female","53","0.0301880397294502","0.0221391782192013","0.0382369012396992"
"1","2006","Couple + C. LE and GT 16","Male","15","","",""
"1","2006","Couple + C. LE and GT 16","Female","27","","",""
"2","2006","1-pers.-HH","Male","99","0.068021214201962","0.0549116465434664","0.0811307818604576"
"2","2006","1-pers.-HH","Female","218","0.108378660694769","0.094459519011366","0.122297802378172"
"2","2006","(Married) couple without C. ","Male","312","0.0861913137752987","0.0773754416845573","0.0950071858660402"
"2","2006","(Married) couple without C. ","Female","437","0.114628393255598","0.104698635442479","0.124558151068717"
"2","2006","Single parent ","Male","17","","",""
"2","2006","Single parent ","Female","75","0.0842949705184795","0.0653710308870967","0.103218910149862"
"2","2006","Couple + C. LE 16 ","Male","135","0.0748566478950821","0.0630485863052068","0.0866647094849574"
"2","2006","Couple + C. LE 16 ","Female","232","0.110294630324653","0.0965554966462615","0.124033764003045"
"2","2006","Couple + C. GT 16 ","Male","116","0.0600481247465073","0.0494130739505448","0.0706831755424698"
"2","2006","Couple + C. GT 16 ","Female","144","0.087450039438102","0.07416136808788","0.100738710788324"
"2","2006","Couple + C. LE and GT 16","Male","36","0.0437329152516047","0.0291458329543926","0.0583199975488168"
"2","2006","Couple + C. LE and GT 16","Female","68","0.074913050069741","0.0558033291809924","0.0940227709584895"
"3","2006","1-pers.-HH","Male","158","0.120359036472535","0.103417404630506","0.137300668314563"
"3","2006","1-pers.-HH","Female","250","0.128178870358434","0.113210578115717","0.143147162601152"
"3","2006","(Married) couple without C. ","Male","424","0.105309301149434","0.0956671104672945","0.114951491831574"
"3","2006","(Married) couple without C. ","Female","554","0.137329848820006","0.126601457273809","0.148058240366204"
"3","2006","Single parent ","Male","35","0.088899153534406","0.0584685552959961","0.119329751772816"
"3","2006","Single parent ","Female","89","0.108818206348823","0.0876069273232489","0.130029485374398"
"3","2006","Couple + C. LE 16 ","Male","205","0.108075798523265","0.0941446440945067","0.122006952952022"
"3","2006","Couple + C. LE 16 ","Female","281","0.139637997210216","0.124435971064709","0.154840023355722"
"3","2006","Couple + C. GT 16 ","Male","191","0.0942493944592044","0.0811702108848885","0.10732857803352"
"3","2006","Couple + C. GT 16 ","Female","236","0.130531178934414","0.11468380275","0.146378555118827"
"3","2006","Couple + C. LE and GT 16","Male","72","0.0833875504077607","0.0636670423651162","0.103108058450405"
"3","2006","Couple + C. LE and GT 16","Female","95","0.113520036275953","0.0904920983805877","0.136547974171319"
"4","2006","1-pers.-HH","Male","147","0.102892873361611","0.0870739119384928","0.11871183478473"
"4","2006","1-pers.-HH","Female","178","0.0941772536289438","0.0810991443938006","0.107255362864087"
"4","2006","(Married) couple without C. ","Male","392","0.107746343886184","0.0980065149691857","0.117486172803183"
"4","2006","(Married) couple without C. ","Female","472","0.110011704233707","0.100258633982402","0.119764774485012"
"4","2006","Single parent ","Male","23","","",""
"4","2006","Single parent ","Female","73","0.0879997294148044","0.0687035612821064","0.107295897547503"
"4","2006","Couple + C. LE 16 ","Male","188","0.105297921229672","0.0915255719657282","0.119070270493615"
"4","2006","Couple + C. LE 16 ","Female","213","0.109049831529968","0.0953788950563289","0.122720768003607"
"4","2006","Couple + C. GT 16 ","Male","183","0.0906118593689","0.0777618276744788","0.103461891063321"
"4","2006","Couple + C. GT 16 ","Female","200","0.126182695605429","0.110562608496699","0.141802782714159"
"4","2006","Couple + C. LE and GT 16","Male","63","0.0879461152753713","0.067744169814786","0.108148060735957"
"4","2006","Couple + C. LE and GT 16","Female","87","0.126964408981973","0.102796376329895","0.151132441634052"
"5","2006","1-pers.-HH","Male","325","0.22269118128699","0.20102853677815","0.244353825795831"
"5","2006","1-pers.-HH","Female","418","0.212634030485205","0.194312782862998","0.230955278107411"
"5","2006","(Married) couple without C. ","Male","900","0.23909067464427","0.225692252369555","0.252489096918986"
"5","2006","(Married) couple without C. ","Female","973","0.244293357642644","0.230900840603276","0.257685874682012"
"5","2006","Single parent ","Male","78","0.209870828183871","0.166329312913213","0.253412343454529"
"5","2006","Single parent ","Female","224","0.274450410042369","0.244055671275219","0.304845148809519"
"5","2006","Couple + C. LE 16 ","Male","376","0.209843356098523","0.191572322524858","0.228114389672189"
"5","2006","Couple + C. LE 16 ","Female","501","0.244182909821492","0.225340994623645","0.26302482501934"
"5","2006","Couple + C. GT 16 ","Male","433","0.229811268970905","0.210978192276805","0.248644345665006"
"5","2006","Couple + C. GT 16 ","Female","455","0.276550658741955","0.255509742768947","0.297591574714962"
"5","2006","Couple + C. LE and GT 16","Male","158","0.207313205344577","0.178397159133986","0.236229251555167"
"5","2006","Couple + C. LE and GT 16","Female","181","0.249850509518603","0.2184238401922","0.281277178845006"
"6","2006","1-pers.-HH","Male","167","0.12600762784607","0.108728755148548","0.143286500543593"
"6","2006","1-pers.-HH","Female","174","0.0928024310053983","0.0798102831606215","0.105794578850175"
"6","2006","(Married) couple without C. ","Male","522","0.130351929209266","0.119775565199182","0.140928293219349"
"6","2006","(Married) couple without C. ","Female","409","0.0977457352802178","0.0884893134214453","0.10700215713899"
"6","2006","Single parent ","Male","35","0.113894854376381","0.0799266074853576","0.147863101267404"
"6","2006","Single parent ","Female","104","0.10653060748869","0.0855165476704819","0.127544667306898"
"6","2006","Couple + C. LE 16 ","Male","249","0.125333556358005","0.110477148286644","0.140189964429365"
"6","2006","Couple + C. LE 16 ","Female","229","0.119239150070887","0.105025765875811","0.133452534265964"
"6","2006","Couple + C. GT 16 ","Male","268","0.134215738290819","0.118956122452105","0.149475354129534"
"6","2006","Couple + C. GT 16 ","Female","200","0.108121933938183","0.0935141991662393","0.122729668710126"
"6","2006","Couple + C. LE and GT 16","Male","105","0.109047594117887","0.0868139877835662","0.131281200452207"
"6","2006","Couple + C. LE and GT 16","Female","92","0.114466693494581","0.0913552886065402","0.137578098382621"
"7","2006","1-pers.-HH","Male","212","0.141772455409488","0.12361059552048","0.159934315298496"
"7","2006","1-pers.-HH","Female","172","0.079250715013555","0.0671552483627492","0.0913461816643609"
"7","2006","(Married) couple without C. ","Male","521","0.123511437066512","0.113175910603096","0.133846963529928"
"7","2006","(Married) couple without C. ","Female","358","0.0883189109150882","0.0794743132032861","0.0971635086268902"
