"plh0204_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2008","(2a) intermediate vocational","East Germany","59","0.0387921488338193","0.0294064115477903","0.0481778861198483"
"0 Not at all Willing to take risks","2008","(2c_gen) general maturity certificate","West Germany","12","","",""
"0 Not at all Willing to take risks","2008","(2c_gen) general maturity certificate","East Germany","3","","",""
"0 Not at all Willing to take risks","2008","(2c_voc) vocational maturity certificate","West Germany","38","0.0273061910133603","0.018209463403281","0.0364029186234395"
"0 Not at all Willing to take risks","2008","(2c_voc) vocational maturity certificate","East Germany","5","","",""
"0 Not at all Willing to take risks","2008","(3a) lower tertiary education","West Germany","16","","",""
"0 Not at all Willing to take risks","2008","(3a) lower tertiary education","East Germany","13","","",""
"0 Not at all Willing to take risks","2008","(3b) higher tertiary education","West Germany","35","0.0177247477956987","0.0118471204430016","0.0236023751483958"
"0 Not at all Willing to take risks","2008","(3b) higher tertiary education","East Germany","12","","",""
"1","2008","(0) in school","West Germany","3","","",""
"1","2008","(0) in school","East Germany","2","","",""
"1","2008","(1a) inadequately completed","West Germany","19","","",""
"1","2008","(1a) inadequately completed","East Germany","3","","",""
"1","2008","(1b) general elementary school","West Germany","149","0.111226954197389","0.0947159688206402","0.127737939574137"
"1","2008","(1b) general elementary school","East Germany","10","","",""
"1","2008","(1c) basic vocational qualification","West Germany","296","0.0687892486387166","0.0611818576678789","0.0763966396095543"
"1","2008","(1c) basic vocational qualification","East Germany","75","0.0756158756990334","0.0593511103548975","0.0918806410431693"
"1","2008","(2b) intermediate general qualification","West Germany","18","","",""
"1","2008","(2b) intermediate general qualification","East Germany","4","","",""
"1","2008","(2a) intermediate vocational","West Germany","148","0.0473399282032387","0.0397683983308016","0.0549114580756759"
"1","2008","(2a) intermediate vocational","East Germany","63","0.0290056250751773","0.0208484967995519","0.0371627533508028"
"1","2008","(2c_gen) general maturity certificate","West Germany","18","","",""
"1","2008","(2c_gen) general maturity certificate","East Germany","1","","",""
"1","2008","(2c_voc) vocational maturity certificate","West Germany","61","0.0441672415047221","0.0326987143815767","0.0556357686278676"
"1","2008","(2c_voc) vocational maturity certificate","East Germany","9","","",""
"1","2008","(3a) lower tertiary education","West Germany","28","","",""
"1","2008","(3a) lower tertiary education","East Germany","31","0.0411953643201507","0.0256018130428744","0.056788915597427"
"1","2008","(3b) higher tertiary education","West Germany","72","0.0366110817162049","0.0282453772527935","0.0449767861796163"
"1","2008","(3b) higher tertiary education","East Germany","20","","",""
"2","2008","(0) in school","West Germany","11","","",""
"2","2008","(0) in school","East Germany","3","","",""
"2","2008","(1a) inadequately completed","West Germany","21","","",""
"2","2008","(1a) inadequately completed","East Germany","2","","",""
"2","2008","(1b) general elementary school","West Germany","204","0.148907735835677","0.13021299347129","0.167602478200063"
"2","2008","(1b) general elementary school","East Germany","40","0.165214876313755","0.112956110193877","0.217473642433634"
"2","2008","(1c) basic vocational qualification","West Germany","568","0.137152662764426","0.126812662103141","0.14749266342571"
"2","2008","(1c) basic vocational qualification","East Germany","166","0.150162211841914","0.128185464397994","0.172138959285835"
"2","2008","(2b) intermediate general qualification","West Germany","37","0.115227894403206","0.0822448025171933","0.14821098628922"
"2","2008","(2b) intermediate general qualification","East Germany","8","","",""
"2","2008","(2a) intermediate vocational","West Germany","374","0.117740094437281","0.106249001887913","0.12923118698665"
"2","2008","(2a) intermediate vocational","East Germany","201","0.121022408969524","0.105169476169893","0.136875341769155"
"2","2008","(2c_gen) general maturity certificate","West Germany","63","0.107748304944456","0.0826010501765803","0.132895559712331"
"2","2008","(2c_gen) general maturity certificate","East Germany","16","","",""
"2","2008","(2c_voc) vocational maturity certificate","West Germany","154","0.124420008931194","0.105997041640652","0.142842976221736"
"2","2008","(2c_voc) vocational maturity certificate","East Germany","20","","",""
"2","2008","(3a) lower tertiary education","West Germany","105","0.103022808357001","0.0843673726225384","0.121678244091463"
"2","2008","(3a) lower tertiary education","East Germany","65","0.10238463201521","0.0785988013485511","0.12617046268187"
"2","2008","(3b) higher tertiary education","West Germany","208","0.110549650269614","0.0965816267980075","0.124517673741221"
"2","2008","(3b) higher tertiary education","East Germany","64","0.0856391753170967","0.0635411850213611","0.107737165612832"
"3","2008","(0) in school","West Germany","40","0.154932339500906","0.112009983922631","0.197854695079182"
"3","2008","(0) in school","East Germany","9","","",""
"3","2008","(1a) inadequately completed","West Germany","25","","",""
"3","2008","(1a) inadequately completed","East Germany","2","","",""
"3","2008","(1b) general elementary school","West Germany","186","0.110125631967657","0.0936864164758553","0.126564847459459"
"3","2008","(1b) general elementary school","East Germany","30","0.156549891381588","0.105416651565514","0.207683131197661"
"3","2008","(1c) basic vocational qualification","West Germany","637","0.147132862738594","0.136485378745469","0.157780346731718"
"3","2008","(1c) basic vocational qualification","East Germany","140","0.137613319268121","0.116420129582615","0.158806508953627"
"3","2008","(2b) intermediate general qualification","West Germany","48","0.127413078568809","0.0929695056978292","0.161856651439789"
"3","2008","(2b) intermediate general qualification","East Germany","17","","",""
"3","2008","(2a) intermediate vocational","West Germany","493","0.158044925620164","0.145039169721602","0.171050681518726"
"3","2008","(2a) intermediate vocational","East Germany","238","0.139760894523331","0.122907389034952","0.15661440001171"
"3","2008","(2c_gen) general maturity certificate","West Germany","88","0.132985367022766","0.105445818945178","0.160524915100354"
"3","2008","(2c_gen) general maturity certificate","East Germany","18","","",""
"3","2008","(2c_voc) vocational maturity certificate","West Germany","191","0.162368101044067","0.141783449844149","0.182952752243985"
"3","2008","(2c_voc) vocational maturity certificate","East Germany","41","0.152204162413169","0.104075908137597","0.200332416688741"
"3","2008","(3a) lower tertiary education","West Germany","164","0.194656146547179","0.170358022762062","0.218954270332296"
"3","2008","(3a) lower tertiary education","East Germany","109","0.182286090122005","0.151993720050662","0.212578460193349"
"3","2008","(3b) higher tertiary education","West Germany","286","0.135862627349748","0.120599735987613","0.151125518711883"
"3","2008","(3b) higher tertiary education","East Germany","102","0.180579404668809","0.150202376699746","0.210956432637873"
"4","2008","(0) in school","West Germany","33","0.126491764297981","0.0870613450696493","0.165922183526313"
"4","2008","(0) in school","East Germany","11","","",""
"4","2008","(1a) inadequately completed","West Germany","18","","",""
"4","2008","(1a) inadequately completed","East Germany","1","","",""
"4","2008","(1b) general elementary school","West Germany","130","0.0897617998855716","0.0747512764176482","0.104772323353495"
"4","2008","(1b) general elementary school","East Germany","10","","",""
"4","2008","(1c) basic vocational qualification","West Germany","453","0.107533101800034","0.098221624085026","0.116844579515042"
"4","2008","(1c) basic vocational qualification","East Germany","117","0.119365326353064","0.0994194990094256","0.139311153696702"
"4","2008","(2b) intermediate general qualification","West Germany","33","0.0839266148080879","0.0552840551352982","0.112569174480878"
"4","2008","(2b) intermediate general qualification","East Germany","6","","",""
"4","2008","(2a) intermediate vocational","West Germany","358","0.114218374362365","0.102877874909973","0.125558873814758"
"4","2008","(2a) intermediate vocational","East Germany","201","0.138515735930643","0.121725335572864","0.155306136288422"
"4","2008","(2c_gen) general maturity certificate","West Germany","63","0.0928711640707458","0.0693306144575682","0.116411713683923"
"4","2008","(2c_gen) general maturity certificate","East Germany","24","","",""
"4","2008","(2c_voc) vocational maturity certificate","West Germany","167","0.138286055045149","0.119018025347801","0.157554084742498"
"4","2008","(2c_voc) vocational maturity certificate","East Germany","31","0.189570103742436","0.137055045077699","0.242085162407172"
"4","2008","(3a) lower tertiary education","West Germany","120","0.110766459842624","0.0915062923087899","0.130026627376457"
"4","2008","(3a) lower tertiary education","East Germany","74","0.114044711628807","0.0891045493896442","0.13898487386797"
"4","2008","(3b) higher tertiary education","West Germany","222","0.115198705785259","0.100977314387783","0.129420097182735"
"4","2008","(3b) higher tertiary education","East Germany","80","0.130630616009389","0.104018317069975","0.157242914948803"
"5","2008","(0) in school","West Germany","57","0.222070227087524","0.172766229622296","0.271374224552752"
"5","2008","(0) in school","East Germany","13","","",""
"5","2008","(1a) inadequately completed","West Germany","33","0.197433105900282","0.138116587942293","0.256749623858271"
"5","2008","(1a) inadequately completed","East Germany","2","","",""
"5","2008","(1b) general elementary school","West Germany","235","0.163455007944155","0.144036480187191","0.182873535701119"
"5","2008","(1b) general elementary school","East Germany","35","0.220291831566267","0.161972509757054","0.278611153375479"
"5","2008","(1c) basic vocational qualification","West Germany","859","0.202820222508222","0.190734149117636","0.214906295898809"
"5","2008","(1c) basic vocational qualification","East Germany","200","0.212878153703746","0.187695493789195","0.238060813618298"
"5","2008","(2b) intermediate general qualification","West Germany","81","0.230403972374386","0.186905577589405","0.273902367159367"
"5","2008","(2b) intermediate general qualification","East Germany","29","","",""
"5","2008","(2a) intermediate vocational","West Germany","625","0.206135852398742","0.191713014507988","0.220558690289497"
"5","2008","(2a) intermediate vocational","East Germany","364","0.219551939240559","0.19943191674134","0.239671961739779"
"5","2008","(2c_gen) general maturity certificate","West Germany","106","0.193952443830967","0.161884609717238","0.226020277944695"
"5","2008","(2c_gen) general maturity certificate","East Germany","33","0.296321880252021","0.223966428465198","0.368677332038843"
"5","2008","(2c_voc) vocational maturity certificate","West Germany","229","0.191927000987569","0.169945371210624","0.213908630764515"
"5","2008","(2c_voc) vocational maturity certificate","East Germany","31","0.118594258720472","0.0752769990738362","0.161911518367108"
"5","2008","(3a) lower tertiary education","West Germany","192","0.177687803727233","0.15422957693756","0.201146030516906"
"5","2008","(3a) lower tertiary education","East Germany","137","0.230729651723144","0.197673903052502","0.263785400393787"
"5","2008","(3b) higher tertiary education","West Germany","362","0.209531098893523","0.191402591247049","0.227659606539996"
"5","2008","(3b) higher tertiary education","East Germany","122","0.187412712375535","0.156595576734354","0.218229848016717"
"6","2008","(0) in school","West Germany","35","0.116140683514586","0.0781348266561062","0.154146540373066"
"6","2008","(0) in school","East Germany","8","","",""
"6","2008","(1a) inadequately completed","West Germany","7","","",""
"6","2008","(1a) inadequately completed","East Germany","3","","",""
"6","2008","(1b) general elementary school","West Germany","107","0.0866656238188931","0.0718911892676582","0.101440058370128"
"6","2008","(1b) general elementary school","East Germany","21","","",""
"6","2008","(1c) basic vocational qualification","West Germany","379","0.0863339864416363","0.0778921662869384","0.0947758065963341"
"6","2008","(1c) basic vocational qualification","East Germany","88","0.0713926239009266","0.0555525280089995","0.0872327197928538"
"6","2008","(2b) intermediate general qualification","West Germany","37","0.116436057535899","0.0833031476870594","0.149568967384739"
"6","2008","(2b) intermediate general qualification","East Germany","19","","",""
"6","2008","(2a) intermediate vocational","West Germany","322","0.125101121802893","0.113305783731455","0.136896459874331"
"6","2008","(2a) intermediate vocational","East Germany","163","0.0961964511219247","0.0818645314049799","0.110528370838869"
"6","2008","(2c_gen) general maturity certificate","West Germany","72","0.118885373330795","0.0926358098444343","0.145134936817155"
"6","2008","(2c_gen) general maturity certificate","East Germany","22","","",""
"6","2008","(2c_voc) vocational maturity certificate","West Germany","143","0.117845079749954","0.099848303780936","0.135841855718971"
"6","2008","(2c_voc) vocational maturity certificate","East Germany","28","","",""
"6","2008","(3a) lower tertiary education","West Germany","136","0.111888295794852","0.0925430553753765","0.131233536214327"
"6","2008","(3a) lower tertiary education","East Germany","77","0.108747912981001","0.0843211149458981","0.133174711016103"
"6","2008","(3b) higher tertiary education","West Germany","233","0.114856194183929","0.100653211988832","0.129059176379026"
"6","2008","(3b) higher tertiary education","East Germany","76","0.0991034515895803","0.0755073864369945","0.122699516742166"
"7","2008","(0) in school","West Germany","37","0.130699228716975","0.090715037811304","0.170683419622645"
"7","2008","(0) in school","East Germany","20","","",""
"7","2008","(1a) inadequately completed","West Germany","11","","",""
"7","2008","(1a) inadequately completed","East Germany","1","","",""
"7","2008","(1b) general elementary school","West Germany","91","0.0670922104068816","0.053954250184209","0.0802301706295541"
"7","2008","(1b) general elementary school","East Germany","15","","",""
"7","2008","(1c) basic vocational qualification","West Germany","370","0.0835368728114859","0.0752202296461536","0.0918535159768182"
"7","2008","(1c) basic vocational qualification","East Germany","76","0.0856546191602581","0.0684380900298438","0.102871148290672"
"7","2008","(2b) intermediate general qualification","West Germany","42","0.100519410048648","0.0694582476545574","0.131580572442738"
"7","2008","(2b) intermediate general qualification","East Germany","22","","",""
"7","2008","(2a) intermediate vocational","West Germany","304","0.0987931521045935","0.0881547470069214","0.109431557202266"
"7","2008","(2a) intermediate vocational","East Germany","181","0.121569227944131","0.105685464145789","0.137452991742473"
"7","2008","(2c_gen) general maturity certificate","West Germany","87","0.149419906091241","0.12050621715693","0.178333595025552"
"7","2008","(2c_gen) general maturity certificate","East Germany","24","","",""
"7","2008","(2c_voc) vocational maturity certificate","West Germany","131","0.101956537175382","0.085066804762051","0.118846269588714"
"7","2008","(2c_voc) vocational maturity certificate","East Germany","24","","",""
"7","2008","(3a) lower tertiary education","West Germany","157","0.151917337834375","0.129889555916122","0.173945119752629"
"7","2008","(3a) lower tertiary education","East Germany","62","0.0847486371837672","0.062896578915831","0.106600695451703"
"7","2008","(3b) higher tertiary education","West Germany","281","0.151398563716082","0.13543212077343","0.167365006658734"
"7","2008","(3b) higher tertiary education","East Germany","66","0.136895591988912","0.10975094898625","0.164040234991574"
"8","2008","(0) in school","West Germany","35","0.129549394913966","0.089715155643746","0.169383634184187"
"8","2008","(0) in school","East Germany","10","","",""
"8","2008","(1a) inadequately completed","West Germany","8","","",""
"8","2008","(1a) inadequately completed","East Germany","","","",""
"8","2008","(1b) general elementary school","West Germany","81","0.0491253772234675","0.0377756059256051","0.0604751485213299"
"8","2008","(1b) general elementary school","East Germany","12","","",""
"8","2008","(1c) basic vocational qualification","West Germany","280","0.0669533762125453","0.0594407915922888","0.0744659608328019"
"8","2008","(1c) basic vocational qualification","East Germany","61","0.0569373239653695","0.0426817773632528","0.0711928705674863"
"8","2008","(2b) intermediate general qualification","West Germany","35","0.0984743081726077","0.0676958143236461","0.129252802021569"
"8","2008","(2b) intermediate general qualification","East Germany","11","","",""
"8","2008","(2a) intermediate vocational","West Germany","204","0.0630318825868014","0.054367384565536","0.0716963806080668"
"8","2008","(2a) intermediate vocational","East Germany","112","0.0661547687109759","0.0540736861910897","0.078235851230862"
"8","2008","(2c_gen) general maturity certificate","West Germany","48","0.070656667725757","0.0498737586809227","0.0914395767705913"
"8","2008","(2c_gen) general maturity certificate","East Germany","9","","",""
"8","2008","(2c_voc) vocational maturity certificate","West Germany","92","0.0628683947218818","0.0493201500588713","0.0764166393848923"
"8","2008","(2c_voc) vocational maturity certificate","East Germany","19","","",""
"8","2008","(3a) lower tertiary education","West Germany","78","0.082828724801965","0.0659140475655999","0.0997434020383302"
"8","2008","(3a) lower tertiary education","East Germany","42","0.0850059892215401","0.0631238546436103","0.10688812379947"
"8","2008","(3b) higher tertiary education","West Germany","180","0.082931670377107","0.0706471991123801","0.0952161416418338"
"8","2008","(3b) higher tertiary education","East Germany","60","0.0959901581967179","0.0727275895382865","0.119252726855149"
"9","2008","(0) in school","West Germany","14","","",""
"9","2008","(0) in school","East Germany","5","","",""
"9","2008","(1a) inadequately completed","West Germany","2","","",""
"9","2008","(1a) inadequately completed","East Germany","1","","",""
"9","2008","(1b) general elementary school","West Germany","26","","",""
"9","2008","(1b) general elementary school","East Germany","1","","",""
"9","2008","(1c) basic vocational qualification","West Germany","77","0.0175013135398055","0.0135598930045382","0.0214427340750729"
"9","2008","(1c) basic vocational qualification","East Germany","12","","",""
"9","2008","(2b) intermediate general qualification","West Germany","15","","",""
"9","2008","(2b) intermediate general qualification","East Germany","5","","",""
"9","2008","(2a) intermediate vocational","West Germany","52","0.0208246407280947","0.0157334442466891","0.0259158372095003"
"9","2008","(2a) intermediate vocational","East Germany","32","0.0205709564527975","0.013671711700411","0.027470201205184"
"9","2008","(2c_gen) general maturity certificate","West Germany","18","","",""
"9","2008","(2c_gen) general maturity certificate","East Germany","2","","",""
"9","2008","(2c_voc) vocational maturity certificate","West Germany","18","","",""
"9","2008","(2c_voc) vocational maturity certificate","East Germany","3","","",""
"9","2008","(3a) lower tertiary education","West Germany","19","","",""
"9","2008","(3a) lower tertiary education","East Germany","8","","",""
"9","2008","(3b) higher tertiary education","West Germany","46","0.0203829821442727","0.0140885372314179","0.0266774270571275"
"9","2008","(3b) higher tertiary education","East Germany","12","","",""
"10 Very willing to take risks","2008","(0) in school","West Germany","3","","",""
"10 Very willing to take risks","2008","(0) in school","East Germany","2","","",""
"10 Very willing to take risks","2008","(1a) inadequately completed","West Germany","3","","",""
"10 Very willing to take risks","2008","(1a) inadequately completed","East Germany","","","",""
"10 Very willing to take risks","2008","(1b) general elementary school","West Germany","27","","",""
"10 Very willing to take risks","2008","(1b) general elementary school","East Germany","5","","",""
"10 Very willing to take risks","2008","(1c) basic vocational qualification","West Germany","65","0.0160740178537876","0.0122939908639348","0.0198540448436404"
"10 Very willing to take risks","2008","(1c) basic vocational qualification","East Germany","7","","",""
"10 Very willing to take risks","2008","(2b) intermediate general qualification","West Germany","7","","",""
"10 Very willing to take risks","2008","(2b) intermediate general qualification","East Germany","2","","",""
"10 Very willing to take risks","2008","(2a) intermediate vocational","West Germany","32","0.0111065211744171","0.00737002413941556","0.0148430182094186"
"10 Very willing to take risks","2008","(2a) intermediate vocational","East Germany","12","","",""
"10 Very willing to take risks","2008","(2c_gen) general maturity certificate","West Germany","9","","",""
"10 Very willing to take risks","2008","(2c_gen) general maturity certificate","East Germany","1","","",""
"10 Very willing to take risks","2008","(2c_voc) vocational maturity certificate","West Germany","9","","",""
"10 Very willing to take risks","2008","(2c_voc) vocational maturity certificate","East Germany","3","","",""
"10 Very willing to take risks","2008","(3a) lower tertiary education","West Germany","5","","",""
"10 Very willing to take risks","2008","(3a) lower tertiary education","East Germany","6","","",""
"10 Very willing to take risks","2008","(3b) higher tertiary education","West Germany","11","","",""
"10 Very willing to take risks","2008","(3b) higher tertiary education","East Germany","2","","",""
"0 Not at all Willing to take risks","2009","(0) in school","West Germany","10","","",""
"0 Not at all Willing to take risks","2009","(0) in school","East Germany","1","","",""
"0 Not at all Willing to take risks","2009","(1a) inadequately completed","West Germany","36","0.258607853078127","0.189451421517309","0.327764284638945"
"0 Not at all Willing to take risks","2009","(1a) inadequately completed","East Germany","1","","",""
"0 Not at all Willing to take risks","2009","(1b) general elementary school","West Germany","244","0.217678123152731","0.194578601553437","0.240777644752025"
"0 Not at all Willing to take risks","2009","(1b) general elementary school","East Germany","31","0.217657321696252","0.156518900673135","0.27879574271937"
"0 Not at all Willing to take risks","2009","(1c) basic vocational qualification","West Germany","510","0.137572228650601","0.1267227924681","0.148421664833102"
"0 Not at all Willing to take risks","2009","(1c) basic vocational qualification","East Germany","118","0.124151300924994","0.103182361247518","0.14512024060247"
"0 Not at all Willing to take risks","2009","(2b) intermediate general qualification","West Germany","24","","",""
"0 Not at all Willing to take risks","2009","(2b) intermediate general qualification","East Germany","8","","",""
"0 Not at all Willing to take risks","2009","(2a) intermediate vocational","West Germany","203","0.0744297576563494","0.0647304391916595","0.0841290761210394"
"0 Not at all Willing to take risks","2009","(2a) intermediate vocational","East Germany","100","0.0673022380841468","0.0548971796774057","0.0797072964908879"
"0 Not at all Willing to take risks","2009","(2c_gen) general maturity certificate","West Germany","30","0.0584435873171683","0.0387311535703489","0.0781560210639878"
"0 Not at all Willing to take risks","2009","(2c_gen) general maturity certificate","East Germany","5","","",""
"0 Not at all Willing to take risks","2009","(2c_voc) vocational maturity certificate","West Germany","61","0.0535106544352872","0.0403540768420594","0.0666672320285149"
"0 Not at all Willing to take risks","2009","(2c_voc) vocational maturity certificate","East Germany","6","","",""
"0 Not at all Willing to take risks","2009","(3a) lower tertiary education","West Germany","39","0.0382247295142053","0.026183311692275","0.0502661473361356"
"0 Not at all Willing to take risks","2009","(3a) lower tertiary education","East Germany","34","0.0561982358230134","0.0379070787881062","0.0744893928579207"
"0 Not at all Willing to take risks","2009","(3b) higher tertiary education","West Germany","117","0.0510681072444517","0.0410557913917667","0.0610804230971367"
"0 Not at all Willing to take risks","2009","(3b) higher tertiary education","East Germany","16","","",""
"1","2009","(0) in school","West Germany","10","","",""
"1","2009","(0) in school","East Germany","1","","",""
"1","2009","(1a) inadequately completed","West Germany","13","","",""
"1","2009","(1a) inadequately completed","East Germany","4","","",""
"1","2009","(1b) general elementary school","West Germany","147","0.134192165057575","0.115112216843222","0.153272113271928"
"1","2009","(1b) general elementary school","East Germany","17","","",""
"1","2009","(1c) basic vocational qualification","West Germany","351","0.0874449860644814","0.0785472933946019","0.0963426787343608"
"1","2009","(1c) basic vocational qualification","East Germany","87","0.101786388293252","0.0825589707882269","0.121013805798277"
"1","2009","(2b) intermediate general qualification","West Germany","16","","",""
"1","2009","(2b) intermediate general qualification","East Germany","3","","",""
"1","2009","(2a) intermediate vocational","West Germany","214","0.0712036833330927","0.0617003776893587","0.0807069889768268"
"1","2009","(2a) intermediate vocational","East Germany","98","0.0611339639112364","0.0492719976298441","0.0729959301926288"
"1","2009","(2c_gen) general maturity certificate","West Germany","24","","",""
"1","2009","(2c_gen) general maturity certificate","East Germany","5","","",""
"1","2009","(2c_voc) vocational maturity certificate","West Germany","83","0.0602650315487332","0.0463526870436043","0.074177376053862"
"1","2009","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"1","2009","(3a) lower tertiary education","West Germany","59","0.0792997655111638","0.0623304747560109","0.0962690562663166"
"1","2009","(3a) lower tertiary education","East Germany","43","0.0684160345978816","0.0483653411813551","0.0884667280144081"
"1","2009","(3b) higher tertiary education","West Germany","104","0.0581733383185941","0.0475272608324745","0.0688194158047136"
"1","2009","(3b) higher tertiary education","East Germany","34","0.0668398209639251","0.0468063286703857","0.0868733132574644"
"2","2009","(0) in school","West Germany","13","","",""
"2","2009","(0) in school","East Germany","4","","",""
"2","2009","(1a) inadequately completed","West Germany","25","","",""
"2","2009","(1a) inadequately completed","East Germany","2","","",""
"2","2009","(1b) general elementary school","West Germany","190","0.138576965458728","0.119236958778931","0.157916972138525"
"2","2009","(1b) general elementary school","East Germany","26","","",""
"2","2009","(1c) basic vocational qualification","West Germany","581","0.146652011904689","0.135509386928417","0.157794636880962"
"2","2009","(1c) basic vocational qualification","East Germany","156","0.147540905167179","0.124989205226697","0.170092605107661"
"2","2009","(2b) intermediate general qualification","West Germany","35","0.105522812311571","0.0725745381783567","0.138471086444786"
"2","2009","(2b) intermediate general qualification","East Germany","8","","",""
"2","2009","(2a) intermediate vocational","West Germany","446","0.162254834209045","0.148630414538709","0.175879253879381"
"2","2009","(2a) intermediate vocational","East Germany","221","0.146134139699658","0.128644363137942","0.163623916261373"
"2","2009","(2c_gen) general maturity certificate","West Germany","69","0.103413757628689","0.0778259052869635","0.129001609970414"
"2","2009","(2c_gen) general maturity certificate","East Germany","10","","",""
"2","2009","(2c_voc) vocational maturity certificate","West Germany","133","0.108787821395084","0.0905847098028298","0.126990932987338"
"2","2009","(2c_voc) vocational maturity certificate","East Germany","25","","",""
"2","2009","(3a) lower tertiary education","West Germany","134","0.129286291352744","0.108215417723464","0.150357164982024"
"2","2009","(3a) lower tertiary education","East Germany","117","0.180000249086749","0.149487393191019","0.210513104982479"
"2","2009","(3b) higher tertiary education","West Germany","296","0.150342026680752","0.134086374132652","0.166597679228852"
"2","2009","(3b) higher tertiary education","East Germany","101","0.140164519189728","0.112316926873438","0.168012111506017"
"3","2009","(0) in school","West Germany","28","","",""
"3","2009","(0) in school","East Germany","8","","",""
"3","2009","(1a) inadequately completed","West Germany","22","","",""
"3","2009","(1a) inadequately completed","East Germany","6","","",""
"3","2009","(1b) general elementary school","West Germany","172","0.116730662790125","0.0987567798581832","0.134704545722067"
"3","2009","(1b) general elementary school","East Germany","19","","",""
"3","2009","(1c) basic vocational qualification","West Germany","633","0.148340174132739","0.13714468971992","0.159535658545558"
"3","2009","(1c) basic vocational qualification","East Germany","153","0.162335139304697","0.1388859568319","0.185784321777495"
"3","2009","(2b) intermediate general qualification","West Germany","58","0.168804774751323","0.128633210711499","0.208976338791146"
"3","2009","(2b) intermediate general qualification","East Germany","11","","",""
"3","2009","(2a) intermediate vocational","West Germany","478","0.161430239226431","0.147833797400115","0.175026681052746"
"3","2009","(2a) intermediate vocational","East Germany","256","0.158165261609014","0.140098406307354","0.176232116910673"
"3","2009","(2c_gen) general maturity certificate","West Germany","69","0.127110067442217","0.0991190710644287","0.155101063820004"
"3","2009","(2c_gen) general maturity certificate","East Germany","23","","",""
"3","2009","(2c_voc) vocational maturity certificate","West Germany","212","0.172301694580939","0.150224405579005","0.194378983582874"
"3","2009","(2c_voc) vocational maturity certificate","East Germany","42","0.218524030457896","0.161394917963006","0.275653142952787"
"3","2009","(3a) lower tertiary education","West Germany","182","0.198463416670113","0.173415562914604","0.223511270425622"
"3","2009","(3a) lower tertiary education","East Germany","89","0.166741173959239","0.137137144113172","0.196345203805306"
"3","2009","(3b) higher tertiary education","West Germany","327","0.170649478459666","0.153538939760183","0.18776001715915"
"3","2009","(3b) higher tertiary education","East Germany","112","0.167521872761423","0.137565922490989","0.197477823031857"
"4","2009","(0) in school","West Germany","38","0.118616003490956","0.0791618743261762","0.158070132655736"
"4","2009","(0) in school","East Germany","7","","",""
"4","2009","(1a) inadequately completed","West Germany","16","","",""
"4","2009","(1a) inadequately completed","East Germany","2","","",""
"4","2009","(1b) general elementary school","West Germany","109","0.0975435285987985","0.0809356095736678","0.114151447623929"
"4","2009","(1b) general elementary school","East Germany","22","","",""
"4","2009","(1c) basic vocational qualification","West Germany","417","0.104148920789706","0.0945277989532936","0.113770042626118"
"4","2009","(1c) basic vocational qualification","East Germany","101","0.109643048402763","0.0897748304206258","0.129511266384901"
"4","2009","(2b) intermediate general qualification","West Germany","30","0.0900196576127412","0.0593252298412858","0.120714085384197"
"4","2009","(2b) intermediate general qualification","East Germany","8","","",""
"4","2009","(2a) intermediate vocational","West Germany","310","0.108981690303705","0.0974661767994884","0.120497203807922"
"4","2009","(2a) intermediate vocational","East Germany","191","0.119871271336638","0.103789116204572","0.135953426468704"
"4","2009","(2c_gen) general maturity certificate","West Germany","79","0.118660936108604","0.0914856555655813","0.145836216651626"
"4","2009","(2c_gen) general maturity certificate","East Germany","26","","",""
"4","2009","(2c_voc) vocational maturity certificate","West Germany","141","0.145469858260934","0.124858095444097","0.166081621077771"
"4","2009","(2c_voc) vocational maturity certificate","East Germany","21","","",""
"4","2009","(3a) lower tertiary education","West Germany","139","0.13053682439084","0.109379500687295","0.151694148094385"
"4","2009","(3a) lower tertiary education","East Germany","70","0.102835223223241","0.0787113798803193","0.126959066566164"
"4","2009","(3b) higher tertiary education","West Germany","237","0.122239126748072","0.107340872980283","0.137137380515861"
"4","2009","(3b) higher tertiary education","East Germany","72","0.127161486474429","0.100437227358894","0.153885745589964"
"5","2009","(0) in school","West Germany","68","0.294361722312928","0.238749535710176","0.349973908915679"
"5","2009","(0) in school","East Germany","10","","",""
"5","2009","(1a) inadequately completed","West Germany","21","","",""
"5","2009","(1a) inadequately completed","East Germany","3","","",""
"5","2009","(1b) general elementary school","West Germany","207","0.173330593206136","0.152141791317024","0.194519395095248"
"5","2009","(1b) general elementary school","East Germany","33","0.138596919470246","0.087404098053521","0.189789740886972"
"5","2009","(1c) basic vocational qualification","West Germany","763","0.212424385814551","0.199541037973064","0.225307733656039"
"5","2009","(1c) basic vocational qualification","East Germany","211","0.211713133539989","0.185735335633479","0.237690931446498"
"5","2009","(2b) intermediate general qualification","West Germany","72","0.261619875803606","0.214484147256393","0.308755604350819"
"5","2009","(2b) intermediate general qualification","East Germany","25","","",""
"5","2009","(2a) intermediate vocational","West Germany","598","0.209466578393228","0.194428902786473","0.224504253999982"
"5","2009","(2a) intermediate vocational","East Germany","392","0.252981648451963","0.231457611083781","0.274505685820144"
"5","2009","(2c_gen) general maturity certificate","West Germany","92","0.178608539721235","0.146421958999422","0.210795120443049"
