"plh0204_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"6","2004","inadequately","West Germany","11","","",""
"6","2004","inadequately","East Germany","1","","",""
"6","2004","general elemantary","West Germany","147","0.0584192047294759","0.0486321514354401","0.0682062580235117"
"6","2004","general elemantary","East Germany","45","0.0910922262567741","0.0618914603871743","0.120292992126374"
"6","2004","middle vocational","West Germany","810","0.0988900752762813","0.0923645974701788","0.105415553082384"
"6","2004","middle vocational","East Germany","297","0.100870058804219","0.0896122702319838","0.112127847376454"
"6","2004","vocational + Abi","West Germany","134","0.127798955825942","0.107147380369842","0.148450531282041"
"6","2004","vocational + Abi","East Germany","24","","",""
"6","2004","higher vocational","West Germany","152","0.141428080025893","0.121761420456518","0.161094739595268"
"6","2004","higher vocational","East Germany","49","0.11036744728384","0.0809550327507975","0.139779861816882"
"6","2004","higher education","West Germany","393","0.129848081948759","0.117855746070205","0.141840417827313"
"6","2004","higher education","East Germany","163","0.120745937335166","0.102882043890751","0.138609830779581"
"7","2004","in school","West Germany","74","0.149587047286281","0.117273317240143","0.181900777332418"
"7","2004","in school","East Germany","27","","",""
"7","2004","inadequately","West Germany","13","","",""
"7","2004","inadequately","East Germany","1","","",""
"7","2004","general elemantary","West Germany","138","0.056051254658163","0.0464525591985215","0.0656499501178045"
"7","2004","general elemantary","East Germany","40","0.0896520511361824","0.0606600963158604","0.118644005956504"
"7","2004","middle vocational","West Germany","863","0.100391882866098","0.0938225229057011","0.106961242826494"
"7","2004","middle vocational","East Germany","272","0.0932126495340833","0.0823446183951737","0.104080680672993"
"7","2004","vocational + Abi","West Germany","122","0.123029251920279","0.102711391149263","0.143347112691295"
"7","2004","vocational + Abi","East Germany","25","","",""
"7","2004","higher vocational","West Germany","149","0.12171996661994","0.103266759587175","0.140173173652705"
"7","2004","higher vocational","East Germany","50","0.0907152839489591","0.0637568273878022","0.117673740510116"
"7","2004","higher education","West Germany","443","0.135374445473472","0.12316851611267","0.147580374834273"
"7","2004","higher education","East Germany","197","0.151437499527699","0.131783936448608","0.171091062606791"
"8","2004","in school","West Germany","52","0.119280978454062","0.0899160160555262","0.148645940852598"
"8","2004","in school","East Germany","23","","",""
"8","2004","inadequately","West Germany","6","","",""
"8","2004","inadequately","East Germany","3","","",""
"8","2004","general elemantary","West Germany","119","0.0587764953734111","0.0489614217290758","0.0685915690177464"
"8","2004","general elemantary","East Germany","22","","",""
"8","2004","middle vocational","West Germany","492","0.0591904098102525","0.0540319076351745","0.0643489119853306"
"8","2004","middle vocational","East Germany","198","0.0708072983213577","0.0612187551465308","0.0803958414961846"
"8","2004","vocational + Abi","West Germany","72","0.0547236341859186","0.0406551243040819","0.0687921440677553"
"8","2004","vocational + Abi","East Germany","8","","",""
"8","2004","higher vocational","West Germany","93","0.0785440442496129","0.063360667881216","0.0937274206180098"
"8","2004","higher vocational","East Germany","37","0.101364096877142","0.0730346035651409","0.129693590189144"
"8","2004","higher education","West Germany","268","0.0793282382584226","0.0696865121688487","0.0889699643479965"
"8","2004","higher education","East Germany","108","0.0730061375042111","0.0587434692905957","0.0872688057178266"
"9","2004","in school","West Germany","29","","",""
"9","2004","in school","East Germany","4","","",""
"9","2004","inadequately","West Germany","3","","",""
"9","2004","inadequately","East Germany","1","","",""
"9","2004","general elemantary","West Germany","35","0.0165581093914087","0.0112330425629608","0.0218831762198566"
"9","2004","general elemantary","East Germany","8","","",""
"9","2004","middle vocational","West Germany","105","0.010559314290244","0.00832491997775353","0.0127937086027345"
"9","2004","middle vocational","East Germany","49","0.0163642446613589","0.0116215424506161","0.0211069468721018"
"9","2004","vocational + Abi","West Germany","21","","",""
"9","2004","vocational + Abi","East Germany","3","","",""
"9","2004","higher vocational","West Germany","20","","",""
"9","2004","higher vocational","East Germany","4","","",""
"9","2004","higher education","West Germany","70","0.0199871599111647","0.0149939491273142","0.0249803706950152"
"9","2004","higher education","East Germany","19","","",""
"10 Very willing to take risks","2004","in school","West Germany","10","","",""
"10 Very willing to take risks","2004","in school","East Germany","1","","",""
"10 Very willing to take risks","2004","inadequately","West Germany","1","","",""
"10 Very willing to take risks","2004","inadequately","East Germany","1","","",""
"10 Very willing to take risks","2004","general elemantary","West Germany","25","","",""
"10 Very willing to take risks","2004","general elemantary","East Germany","5","","",""
"10 Very willing to take risks","2004","middle vocational","West Germany","89","0.00914530689724703","0.00706440692656624","0.0112262068679278"
"10 Very willing to take risks","2004","middle vocational","East Germany","22","","",""
"10 Very willing to take risks","2004","vocational + Abi","West Germany","7","","",""
"10 Very willing to take risks","2004","vocational + Abi","East Germany","","","",""
"10 Very willing to take risks","2004","higher vocational","West Germany","7","","",""
"10 Very willing to take risks","2004","higher vocational","East Germany","1","","",""
"10 Very willing to take risks","2004","higher education","West Germany","24","","",""
"10 Very willing to take risks","2004","higher education","East Germany","10","","",""
"0 Not at all Willing to take risks","2005","in school","West Germany","","","",""
"0 Not at all Willing to take risks","2005","in school","East Germany","","","",""
"0 Not at all Willing to take risks","2005","inadequately","West Germany","","","",""
"0 Not at all Willing to take risks","2005","inadequately","East Germany","","","",""
"0 Not at all Willing to take risks","2005","general elemantary","West Germany","","","",""
"0 Not at all Willing to take risks","2005","general elemantary","East Germany","","","",""
"0 Not at all Willing to take risks","2005","middle vocational","West Germany","","","",""
"0 Not at all Willing to take risks","2005","middle vocational","East Germany","","","",""
"0 Not at all Willing to take risks","2005","vocational + Abi","West Germany","","","",""
"0 Not at all Willing to take risks","2005","vocational + Abi","East Germany","","","",""
"0 Not at all Willing to take risks","2005","higher vocational","West Germany","","","",""
"0 Not at all Willing to take risks","2005","higher vocational","East Germany","","","",""
"0 Not at all Willing to take risks","2005","higher education","West Germany","","","",""
"0 Not at all Willing to take risks","2005","higher education","East Germany","","","",""
"1","2005","in school","West Germany","","","",""
"1","2005","in school","East Germany","","","",""
"1","2005","inadequately","West Germany","","","",""
"1","2005","inadequately","East Germany","","","",""
"1","2005","general elemantary","West Germany","","","",""
"1","2005","general elemantary","East Germany","","","",""
"1","2005","middle vocational","West Germany","","","",""
"1","2005","middle vocational","East Germany","","","",""
"1","2005","vocational + Abi","West Germany","","","",""
"1","2005","vocational + Abi","East Germany","","","",""
"1","2005","higher vocational","West Germany","","","",""
"1","2005","higher vocational","East Germany","","","",""
"1","2005","higher education","West Germany","","","",""
"1","2005","higher education","East Germany","","","",""
"2","2005","in school","West Germany","","","",""
"2","2005","in school","East Germany","","","",""
"2","2005","inadequately","West Germany","","","",""
"2","2005","inadequately","East Germany","","","",""
"2","2005","general elemantary","West Germany","","","",""
"2","2005","general elemantary","East Germany","","","",""
"2","2005","middle vocational","West Germany","","","",""
"2","2005","middle vocational","East Germany","","","",""
"2","2005","vocational + Abi","West Germany","","","",""
"2","2005","vocational + Abi","East Germany","","","",""
"2","2005","higher vocational","West Germany","","","",""
"2","2005","higher vocational","East Germany","","","",""
"2","2005","higher education","West Germany","","","",""
"2","2005","higher education","East Germany","","","",""
"3","2005","in school","West Germany","","","",""
"3","2005","in school","East Germany","","","",""
"3","2005","inadequately","West Germany","","","",""
"3","2005","inadequately","East Germany","","","",""
"3","2005","general elemantary","West Germany","","","",""
"3","2005","general elemantary","East Germany","","","",""
"3","2005","middle vocational","West Germany","","","",""
"3","2005","middle vocational","East Germany","","","",""
"3","2005","vocational + Abi","West Germany","","","",""
"3","2005","vocational + Abi","East Germany","","","",""
"3","2005","higher vocational","West Germany","","","",""
"3","2005","higher vocational","East Germany","","","",""
"3","2005","higher education","West Germany","","","",""
"3","2005","higher education","East Germany","","","",""
"4","2005","in school","West Germany","","","",""
"4","2005","in school","East Germany","","","",""
"4","2005","inadequately","West Germany","","","",""
"4","2005","inadequately","East Germany","","","",""
"4","2005","general elemantary","West Germany","","","",""
"4","2005","general elemantary","East Germany","","","",""
"4","2005","middle vocational","West Germany","","","",""
"4","2005","middle vocational","East Germany","","","",""
"4","2005","vocational + Abi","West Germany","","","",""
"4","2005","vocational + Abi","East Germany","","","",""
"4","2005","higher vocational","West Germany","","","",""
"4","2005","higher vocational","East Germany","","","",""
"4","2005","higher education","West Germany","","","",""
"4","2005","higher education","East Germany","","","",""
"5","2005","in school","West Germany","","","",""
"5","2005","in school","East Germany","","","",""
"5","2005","inadequately","West Germany","","","",""
"5","2005","inadequately","East Germany","","","",""
"5","2005","general elemantary","West Germany","","","",""
"5","2005","general elemantary","East Germany","","","",""
"5","2005","middle vocational","West Germany","","","",""
"5","2005","middle vocational","East Germany","","","",""
"5","2005","vocational + Abi","West Germany","","","",""
"5","2005","vocational + Abi","East Germany","","","",""
"5","2005","higher vocational","West Germany","","","",""
"5","2005","higher vocational","East Germany","","","",""
"5","2005","higher education","West Germany","","","",""
"5","2005","higher education","East Germany","","","",""
"6","2005","in school","West Germany","","","",""
"6","2005","in school","East Germany","","","",""
"6","2005","inadequately","West Germany","","","",""
"6","2005","inadequately","East Germany","","","",""
"6","2005","general elemantary","West Germany","","","",""
"6","2005","general elemantary","East Germany","","","",""
"6","2005","middle vocational","West Germany","","","",""
"6","2005","middle vocational","East Germany","","","",""
"6","2005","vocational + Abi","West Germany","","","",""
"6","2005","vocational + Abi","East Germany","","","",""
"6","2005","higher vocational","West Germany","","","",""
"6","2005","higher vocational","East Germany","","","",""
"6","2005","higher education","West Germany","","","",""
"6","2005","higher education","East Germany","","","",""
"7","2005","in school","West Germany","","","",""
"7","2005","in school","East Germany","","","",""
"7","2005","inadequately","West Germany","","","",""
"7","2005","inadequately","East Germany","","","",""
"7","2005","general elemantary","West Germany","","","",""
"7","2005","general elemantary","East Germany","","","",""
"7","2005","middle vocational","West Germany","","","",""
"7","2005","middle vocational","East Germany","","","",""
"7","2005","vocational + Abi","West Germany","","","",""
"7","2005","vocational + Abi","East Germany","","","",""
"7","2005","higher vocational","West Germany","","","",""
"7","2005","higher vocational","East Germany","","","",""
"7","2005","higher education","West Germany","","","",""
"7","2005","higher education","East Germany","","","",""
"8","2005","in school","West Germany","","","",""
"8","2005","in school","East Germany","","","",""
"8","2005","inadequately","West Germany","","","",""
"8","2005","inadequately","East Germany","","","",""
"8","2005","general elemantary","West Germany","","","",""
"8","2005","general elemantary","East Germany","","","",""
"8","2005","middle vocational","West Germany","","","",""
"8","2005","middle vocational","East Germany","","","",""
"8","2005","vocational + Abi","West Germany","","","",""
"8","2005","vocational + Abi","East Germany","","","",""
"8","2005","higher vocational","West Germany","","","",""
"8","2005","higher vocational","East Germany","","","",""
"8","2005","higher education","West Germany","","","",""
"8","2005","higher education","East Germany","","","",""
"9","2005","in school","West Germany","","","",""
"9","2005","in school","East Germany","","","",""
"9","2005","inadequately","West Germany","","","",""
"9","2005","inadequately","East Germany","","","",""
"9","2005","general elemantary","West Germany","","","",""
"9","2005","general elemantary","East Germany","","","",""
"9","2005","middle vocational","West Germany","","","",""
"9","2005","middle vocational","East Germany","","","",""
"9","2005","vocational + Abi","West Germany","","","",""
"9","2005","vocational + Abi","East Germany","","","",""
"9","2005","higher vocational","West Germany","","","",""
"9","2005","higher vocational","East Germany","","","",""
"9","2005","higher education","West Germany","","","",""
"9","2005","higher education","East Germany","","","",""
"10 Very willing to take risks","2005","in school","West Germany","","","",""
"10 Very willing to take risks","2005","in school","East Germany","","","",""
"10 Very willing to take risks","2005","inadequately","West Germany","","","",""
"10 Very willing to take risks","2005","inadequately","East Germany","","","",""
"10 Very willing to take risks","2005","general elemantary","West Germany","","","",""
"10 Very willing to take risks","2005","general elemantary","East Germany","","","",""
"10 Very willing to take risks","2005","middle vocational","West Germany","","","",""
"10 Very willing to take risks","2005","middle vocational","East Germany","","","",""
"10 Very willing to take risks","2005","vocational + Abi","West Germany","","","",""
"10 Very willing to take risks","2005","vocational + Abi","East Germany","","","",""
"10 Very willing to take risks","2005","higher vocational","West Germany","","","",""
"10 Very willing to take risks","2005","higher vocational","East Germany","","","",""
"10 Very willing to take risks","2005","higher education","West Germany","","","",""
"10 Very willing to take risks","2005","higher education","East Germany","","","",""
"0 Not at all Willing to take risks","2006","in school","West Germany","6","","",""
"0 Not at all Willing to take risks","2006","in school","East Germany","","","",""
"0 Not at all Willing to take risks","2006","inadequately","West Germany","36","0.147528308667154","0.099678023746002","0.195378593588307"
"0 Not at all Willing to take risks","2006","inadequately","East Germany","3","","",""
"0 Not at all Willing to take risks","2006","general elemantary","West Germany","239","0.1307491741895","0.116350883384552","0.145147464994447"
"0 Not at all Willing to take risks","2006","general elemantary","East Germany","26","","",""
"0 Not at all Willing to take risks","2006","middle vocational","West Germany","459","0.0636213066729212","0.058358316616447","0.0688842967293953"
"0 Not at all Willing to take risks","2006","middle vocational","East Germany","109","0.0405020602302119","0.0332106737246483","0.0477934467357756"
"0 Not at all Willing to take risks","2006","vocational + Abi","West Germany","34","0.0338790351588743","0.0228994177586701","0.0448586525590786"
"0 Not at all Willing to take risks","2006","vocational + Abi","East Germany","4","","",""
"0 Not at all Willing to take risks","2006","higher vocational","West Germany","38","0.034821188169368","0.0245550825174405","0.0450872938212956"
"0 Not at all Willing to take risks","2006","higher vocational","East Germany","16","","",""
"0 Not at all Willing to take risks","2006","higher education","West Germany","73","0.0240522954213689","0.0187759386300596","0.0293286522126782"
"0 Not at all Willing to take risks","2006","higher education","East Germany","22","","",""
"1","2006","in school","West Germany","1","","",""
"1","2006","in school","East Germany","","","",""
"1","2006","inadequately","West Germany","17","","",""
"1","2006","inadequately","East Germany","2","","",""
"1","2006","general elemantary","West Germany","158","0.0789431843619007","0.0674267128333786","0.0904596558904229"
"1","2006","general elemantary","East Germany","16","","",""
"1","2006","middle vocational","West Germany","376","0.0465098586505653","0.0419690195962958","0.0510506977048347"
"1","2006","middle vocational","East Germany","109","0.0397571760039496","0.0325303460052769","0.0469840060026222"
"1","2006","vocational + Abi","West Germany","28","","",""
"1","2006","vocational + Abi","East Germany","3","","",""
"1","2006","higher vocational","West Germany","38","0.0351894670463014","0.0248711846573796","0.0455077494352232"
"1","2006","higher vocational","East Germany","11","","",""
"1","2006","higher education","West Germany","63","0.021012474233609","0.0160731243263534","0.0259518241408646"
"1","2006","higher education","East Germany","23","","",""
"2","2006","in school","West Germany","14","","",""
"2","2006","in school","East Germany","3","","",""
"2","2006","inadequately","West Germany","31","0.112453540506871","0.0698261273782","0.155080953635542"
"2","2006","inadequately","East Germany","6","","",""
"2","2006","general elemantary","West Germany","255","0.114735805989698","0.101124341878951","0.128347270100444"
"2","2006","general elemantary","East Germany","32","0.0841755002468011","0.0558463276962006","0.112504672797402"
"2","2006","middle vocational","West Germany","748","0.0924430585031163","0.0861973805047229","0.0986887365015097"
"2","2006","middle vocational","East Germany","237","0.077696500831464","0.0677953153223105","0.0875976863406175"
"2","2006","vocational + Abi","West Germany","90","0.0773771838156615","0.0611619023477182","0.0935924652836048"
"2","2006","vocational + Abi","East Germany","15","","",""
"2","2006","higher vocational","West Germany","99","0.0879021907475203","0.0720459364438178","0.103758445051223"
"2","2006","higher vocational","East Germany","52","0.137704700839658","0.104982260559925","0.170427141119391"
"2","2006","higher education","West Germany","245","0.0748222754852739","0.0657613896851122","0.0838831612854355"
"2","2006","higher education","East Germany","83","0.0595625000416912","0.0468619770648477","0.0722630230185347"
"3","2006","in school","West Germany","21","","",""
"3","2006","in school","East Germany","10","","",""
"3","2006","inadequately","West Germany","19","","",""
"3","2006","inadequately","East Germany","1","","",""
"3","2006","general elemantary","West Germany","263","0.105847129244048","0.0927080679976247","0.118986190490471"
"3","2006","general elemantary","East Germany","38","0.115204992357424","0.0826294324246911","0.147780552290157"
"3","2006","middle vocational","West Germany","1044","0.126914672100748","0.119736898484949","0.134092445716546"
"3","2006","middle vocational","East Germany","353","0.129965689256811","0.117528218106205","0.142403160407416"
"3","2006","vocational + Abi","West Germany","131","0.107846841597578","0.0890220853735691","0.126671597821586"
"3","2006","vocational + Abi","East Germany","20","","",""
"3","2006","higher vocational","West Germany","128","0.0883788754480337","0.0724838410377621","0.104273909858305"
"3","2006","higher vocational","East Germany","47","0.102029617811837","0.0732862648692117","0.130772970754462"
"3","2006","higher education","West Germany","402","0.12273020237612","0.111430033571702","0.134030371180538"
"3","2006","higher education","East Germany","139","0.103810829472625","0.0874429901666054","0.120178668778645"
"4","2006","in school","West Germany","25","","",""
"4","2006","in school","East Germany","7","","",""
"4","2006","inadequately","West Germany","17","","",""
"4","2006","inadequately","East Germany","1","","",""
"4","2006","general elemantary","West Germany","189","0.0858146017717641","0.0738522479595291","0.0977769555839991"
"4","2006","general elemantary","East Germany","23","","",""
"4","2006","middle vocational","West Germany","850","0.0994958683102709","0.0930415426588154","0.105950193961726"
"4","2006","middle vocational","East Germany","305","0.116853114637608","0.104971207428771","0.128735021846445"
"4","2006","vocational + Abi","West Germany","116","0.117079369502803","0.0975671372515133","0.136591601754093"
"4","2006","vocational + Abi","East Germany","13","","",""
"4","2006","higher vocational","West Germany","140","0.12285413867633","0.104471372984572","0.141236904368089"
"4","2006","higher vocational","East Germany","43","0.0795518736662607","0.0538557178581658","0.105248029474356"
"4","2006","higher education","West Germany","362","0.122223547433582","0.110943471520168","0.133503623346996"
"4","2006","higher education","East Germany","151","0.11591258775055","0.0987341731367731","0.133091002364326"
"5","2006","in school","West Germany","58","0.173645125471072","0.132141341232167","0.215148909709977"
"5","2006","in school","East Germany","13","","",""
"5","2006","inadequately","West Germany","37","0.177069315374463","0.125563039990646","0.22857559075828"
"5","2006","inadequately","East Germany","1","","",""
"5","2006","general elemantary","West Germany","440","0.217741013232944","0.20011458537142","0.235367441094467"
"5","2006","general elemantary","East Germany","98","0.279961856074663","0.234151666198565","0.325772045950761"
"5","2006","middle vocational","West Germany","1993","0.245107530280817","0.235832264367444","0.25438279619419"
"5","2006","middle vocational","East Germany","736","0.25843215969527","0.242240242974253","0.274624076416287"
"5","2006","vocational + Abi","West Germany","224","0.218411440141338","0.193336914544851","0.243485965737826"
"5","2006","vocational + Abi","East Germany","50","0.271169233517351","0.204537119639043","0.337801347395658"
"5","2006","higher vocational","West Germany","292","0.246278076011508","0.222151344196904","0.270404807826112"
"5","2006","higher vocational","East Germany","119","0.275061268412093","0.232657088941166","0.317465447883019"
"5","2006","higher education","West Germany","658","0.18669509199838","0.173275609629467","0.200114574367293"
"5","2006","higher education","East Germany","354","0.288037815890711","0.263736857929416","0.312338773852006"
"6","2006","in school","West Germany","49","0.147702275866577","0.108827995741823","0.186576555991332"
"6","2006","in school","East Germany","10","","",""
"6","2006","inadequately","West Germany","16","","",""
"6","2006","inadequately","East Germany","2","","",""
"6","2006","general elemantary","West Germany","163","0.0786180529468496","0.0671232931885134","0.0901128127051859"
"6","2006","general elemantary","East Germany","49","0.132494665408672","0.0979031027619064","0.167086228055438"
"6","2006","middle vocational","West Germany","923","0.105506912144759","0.0988826967359968","0.112131127553522"
"6","2006","middle vocational","East Germany","333","0.118898977265767","0.106927397833564","0.130870556697971"
"6","2006","vocational + Abi","West Germany","149","0.148821228688668","0.127221476352891","0.170420981024445"
"6","2006","vocational + Abi","East Germany","21","","",""
"6","2006","higher vocational","West Germany","186","0.154212969414669","0.133988785444917","0.17443715338442"
"6","2006","higher vocational","East Germany","38","0.0979856487155349","0.0697543243926252","0.126216973038445"
"6","2006","higher education","West Germany","437","0.134569772479765","0.122817214399679","0.14632233055985"
"6","2006","higher education","East Germany","203","0.139445566297199","0.120856323294767","0.158034809299632"
"7","2006","in school","West Germany","55","0.156079551627336","0.116314929366457","0.195844173888214"
"7","2006","in school","East Germany","19","","",""
"7","2006","inadequately","West Germany","17","","",""
"7","2006","inadequately","East Germany","1","","",""
"7","2006","general elemantary","West Germany","186","0.0841885639571782","0.0723295524735634","0.096047575440793"
"7","2006","general elemantary","East Germany","47","0.104144009250216","0.0729787204706401","0.135309298029792"
"7","2006","middle vocational","West Germany","926","0.107314751077397","0.100640778987083","0.113988723167711"
"7","2006","middle vocational","East Germany","332","0.10787654827045","0.0964022657671889","0.119350830773711"
"7","2006","vocational + Abi","West Germany","147","0.139583961173478","0.118552088452552","0.160615833894404"
"7","2006","vocational + Abi","East Germany","25","","",""
"7","2006","higher vocational","West Germany","170","0.122864255573762","0.10448083901475","0.141247672132774"
"7","2006","higher vocational","East Germany","50","0.0942252008418515","0.0664832534339013","0.121967148249802"
"7","2006","higher education","West Germany","535","0.171260239922361","0.158286058135846","0.184234421708876"
"7","2006","higher education","East Germany","192","0.133095157404969","0.114867241436131","0.151323073373806"
"8","2006","in school","West Germany","63","0.194177306989197","0.150836989797066","0.237517624181329"
"8","2006","in school","East Germany","9","","",""
"8","2006","inadequately","West Germany","11","","",""
"8","2006","inadequately","East Germany","2","","",""
"8","2006","general elemantary","West Germany","142","0.0665482216985352","0.055903530216719","0.0771929131803513"
"8","2006","general elemantary","East Germany","27","","",""
"8","2006","middle vocational","West Germany","675","0.0769479067146208","0.071201226821071","0.0826945866081707"
