"plh0204_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"10 Very willing to take risks","2004","Employed","vocational + Abi","4","","","","10"
"10 Very willing to take risks","2004","Employed","higher vocational","5","","","","10"
"10 Very willing to take risks","2004","Employed","higher education","24","","","","10"
"10 Very willing to take risks","2004","Not Employed","in school","9","","","","10"
"10 Very willing to take risks","2004","Not Employed","inadequately","1","","","","10"
"10 Very willing to take risks","2004","Not Employed","general elemantary","7","","","","10"
"10 Very willing to take risks","2004","Not Employed","middle vocational","26","","","","10"
"10 Very willing to take risks","2004","Not Employed","vocational + Abi","3","","","","10"
"2","2004","Not Employed","in school","26","","","","2"
"2","2004","Not Employed","inadequately","19","","","","2"
"2","2004","Not Employed","general elemantary","216","0.17080774308496","0.151267855764065","0.190347630405856","2"
"2","2004","Not Employed","middle vocational","528","0.121728655521585","0.111786664966898","0.131670646076272","2"
"2","2004","Not Employed","vocational + Abi","34","0.139858146294392","0.099590653916262","0.180125638672522","2"
"2","2004","Not Employed","higher vocational","64","0.129076153415354","0.0993590305568922","0.158793276273815","2"
"2","2004","Not Employed","higher education","94","0.0882688621636893","0.0706243106274913","0.105913413699887","2"
"2","2004","Employed","in school","2","","","","2"
"2","2004","Employed","inadequately","13","","","","2"
"2","2004","Employed","general elemantary","105","0.0782209481814824","0.0627284968056526","0.0937133995573122","2"
"2","2004","Employed","middle vocational","579","0.0888394558259973","0.0819925636318465","0.0956863480201482","2"
"2","2004","Employed","vocational + Abi","59","0.0716305651148813","0.0545146764017406","0.0887464538280219","2"
"2","2004","Employed","higher vocational","107","0.0826649068863929","0.066769998401295","0.0985598153714908","2"
"2","2004","Employed","higher education","280","0.0890004793272692","0.0792898125565334","0.0987111460980051","2"
"3","2004","Not Employed","higher vocational","78","0.161237493130454","0.128642853439611","0.193832132821296","3"
"3","2004","Not Employed","higher education","127","0.146130367692535","0.12415989051782","0.16810084486725","3"
"3","2004","Employed","in school","6","","","","3"
"3","2004","Employed","inadequately","9","","","","3"
"3","2004","Employed","general elemantary","146","0.134045900771318","0.114388803282361","0.153702998260275","3"
"3","2004","Employed","middle vocational","815","0.119712608341349","0.111900373682648","0.12752484300005","3"
"3","2004","Employed","vocational + Abi","134","0.150519895729673","0.126786307195414","0.174253484263932","3"
"3","2004","Employed","higher vocational","138","0.0967924398238612","0.0797258033470088","0.113859076300714","3"
"3","2004","Employed","higher education","440","0.131547613006276","0.120020825243533","0.143074400769018","3"
"3","2004","Not Employed","in school","53","0.0966652675076498","0.0717185567660325","0.121611978249267","3"
"3","2004","Not Employed","inadequately","11","","","","3"
"3","2004","Not Employed","general elemantary","176","0.113430652807788","0.0969656340268872","0.129895671588689","3"
"3","2004","Not Employed","middle vocational","558","0.135196632381901","0.124799724406924","0.145593540356877","3"
"3","2004","Not Employed","vocational + Abi","31","0.0845671536346694","0.0522643837776523","0.116869923491686","3"
"4","2004","Not Employed","in school","49","0.0847866878671501","0.061269861763963","0.108303513970337","4"
"4","2004","Not Employed","inadequately","9","","","","4"
"4","2004","Not Employed","general elemantary","128","0.0867746794042712","0.0721587599849768","0.101390598823566","4"
"4","2004","Not Employed","middle vocational","461","0.103050877103731","0.0938066133521308","0.112295140855332","4"
"4","2004","Not Employed","vocational + Abi","36","0.0996033049226991","0.064835323125537","0.134371286719861","4"
"4","2004","Not Employed","higher vocational","48","0.095108679035593","0.0691069667894126","0.121110391281773","4"
"4","2004","Not Employed","higher education","128","0.122793424507108","0.102380183566069","0.143206665448146","4"
"4","2004","Employed","in school","10","","","","4"
"4","2004","Employed","inadequately","7","","","","4"
"4","2004","Employed","general elemantary","103","0.095861789372926","0.078876014482284","0.112847564263568","4"
"4","2004","Employed","middle vocational","707","0.102141248196022","0.0948534274357014","0.109429068956343","4"
"4","2004","Employed","vocational + Abi","90","0.103777598099279","0.0835357783298989","0.124019417868659","4"
"4","2004","Employed","higher vocational","132","0.0963065332614524","0.0792782100992872","0.113334856423618","4"
"4","2004","Employed","higher education","384","0.119378323863279","0.108320969493633","0.130435678232926","4"
"5","2004","Employed","middle vocational","1616","0.251684130061652","0.241240211271394","0.262128048851911","5"
"5","2004","Employed","higher education","662","0.20097616914857","0.187310026417946","0.214642311879193","5"
"5","2004","Employed","vocational + Abi","182","0.219608050996012","0.192130984325113","0.247085117666912","5"
"5","2004","Employed","higher vocational","276","0.265073050570577","0.239596635733067","0.290549465408088","5"
"5","2004","Not Employed","in school","124","0.249529285062732","0.212996620905112","0.286061949220352","5"
"5","2004","Not Employed","inadequately","21","","","","5"
"5","2004","Not Employed","general elemantary","228","0.148997316222278","0.130509085739016","0.16748554670554","5"
"5","2004","Not Employed","middle vocational","875","0.20706911232741","0.194748340759952","0.219389883894867","5"
"5","2004","Not Employed","vocational + Abi","62","0.236749831276622","0.187397922487182","0.286101740066063","5"
"5","2004","Not Employed","higher vocational","95","0.202924195657867","0.167278229445563","0.238570161870171","5"
"5","2004","Not Employed","higher education","242","0.248942210816391","0.222047962210706","0.275836459422077","5"
"5","2004","Employed","in school","18","","","","5"
"5","2004","Employed","inadequately","12","","","","5"
"5","2004","Employed","general elemantary","247","0.207727164611606","0.184321055998343","0.231133273224868","5"
"6","2004","Not Employed","higher education","107","0.0971941696734202","0.0787698800785576","0.115618459268283","6"
"6","2004","Employed","in school","16","","","","6"
"6","2004","Employed","higher vocational","148","0.146106680560312","0.125718884424976","0.166494476695648","6"
"6","2004","Employed","higher education","449","0.139302662070231","0.127494053090872","0.15111127104959","6"
"6","2004","Employed","inadequately","8","","","","6"
"6","2004","Employed","general elemantary","117","0.0850006044533477","0.0689102134700231","0.101090995436672","6"
"6","2004","Employed","middle vocational","770","0.115755145462078","0.108055876070006","0.123454414854149","6"
"6","2004","Employed","vocational + Abi","123","0.136788734117506","0.113981450476315","0.159596017758697","6"
"6","2004","Not Employed","in school","78","0.116047771104654","0.0890090274879133","0.143086514721395","6"
"6","2004","Not Employed","inadequately","4","","","","6"
"6","2004","Not Employed","general elemantary","75","0.0457153147952992","0.0348707908199115","0.0565598387706869","6"
"6","2004","Not Employed","middle vocational","337","0.0758978443505553","0.0678452227957233","0.0839504659053874","6"
"6","2004","Not Employed","vocational + Abi","35","0.100195255726607","0.0653355770698846","0.13505493438333","6"
"6","2004","Not Employed","higher vocational","53","0.113661158713456","0.0855292245907087","0.141793092836203","6"
"7","2004","Employed","in school","17","","","","7"
"7","2004","Employed","higher education","540","0.162709896549056","0.150122417298953","0.175297375799159","7"
"7","2004","Not Employed","higher vocational","38","0.0657927426217272","0.0438189877625457","0.0877664974809088","7"
"7","2004","Not Employed","higher education","100","0.0782634736699102","0.0615580911076082","0.0949688562322121","7"
"7","2004","Employed","inadequately","9","","","","7"
"7","2004","Employed","general elemantary","111","0.076866700155327","0.061497668184134","0.0922357321265199","7"
"7","2004","Employed","middle vocational","854","0.122564277332192","0.114672356815065","0.130456197849318","7"
"7","2004","Employed","vocational + Abi","130","0.151767362629508","0.127953133301896","0.175581591957119","7"
"7","2004","Employed","higher vocational","161","0.141236066044479","0.12113388676244","0.161338245326518","7"
"7","2004","Not Employed","in school","84","0.148170476462855","0.118178099133669","0.178162853792041","7"
"7","2004","Not Employed","inadequately","5","","","","7"
"7","2004","Not Employed","general elemantary","67","0.0476777733268559","0.0366143227156326","0.0587412239380793","7"
"7","2004","Not Employed","middle vocational","281","0.0655046473995079","0.0579817141817716","0.0730275806172442","7"
"7","2004","Not Employed","vocational + Abi","17","","","","7"
"8","2004","Employed","vocational + Abi","68","0.0663566417450825","0.0498361658390823","0.0828771176510828","8"
"8","2004","Employed","higher education","301","0.0824549312203517","0.0730746507537294","0.0918352116869739","8"
"8","2004","Employed","middle vocational","515","0.075188236731809","0.0688423149465841","0.0815341585170339","8"
"8","2004","Employed","higher vocational","107","0.105896886758868","0.0881358285666436","0.123657944951093","8"
"8","2004","Not Employed","in school","63","0.112944313400435","0.0862227825132152","0.139665844287654","8"
"8","2004","Not Employed","inadequately","5","","","","8"
"8","2004","Not Employed","general elemantary","42","0.0279987596894627","0.0194334422119553","0.03656407716697","8"
"8","2004","Not Employed","middle vocational","175","0.0420192399066998","0.0359187450338979","0.0481197347795018","8"
"8","2004","Not Employed","vocational + Abi","12","","","","8"
"8","2004","Not Employed","higher vocational","23","","","","8"
"8","2004","Not Employed","higher education","75","0.0656144306921707","0.050213881420093","0.0810149799642483","8"
"8","2004","Employed","in school","12","","","","8"
"8","2004","Employed","inadequately","4","","","","8"
"8","2004","Employed","general elemantary","99","0.100425758381459","0.0830842746697216","0.117767242093196","8"
"9","2004","Not Employed","in school","28","","","","9"
"9","2004","Not Employed","inadequately","3","","","","9"
"9","2004","Not Employed","general elemantary","13","","","","9"
"9","2004","Not Employed","middle vocational","34","0.00706454839982458","0.00451792170123832","0.00961117509841084","9"
"9","2004","Not Employed","vocational + Abi","5","","","","9"
"9","2004","Not Employed","higher vocational","6","","","","9"
"9","2004","Not Employed","higher education","15","","","","9"
"9","2004","Employed","in school","5","","","","9"
"9","2004","Employed","inadequately","1","","","","9"
"9","2004","Employed","general elemantary","30","0.0313659866476695","0.0213093092054347","0.0414226640899043","9"
"9","2004","Employed","middle vocational","120","0.0149700078769833","0.0120476807207898","0.0178923350331768","9"
"9","2004","Employed","vocational + Abi","19","","","","9"
"9","2004","Employed","higher vocational","18","","","","9"
"9","2004","Employed","higher education","74","0.0176345475178138","0.0131459309828261","0.0221231640528014","9"
"0 Not at all Willing to take risks","2005","Not Employed","in school","","","","","0"
"0 Not at all Willing to take risks","2005","Not Employed","inadequately","","","","","0"
"0 Not at all Willing to take risks","2005","Not Employed","general elemantary","","","","","0"
"0 Not at all Willing to take risks","2005","Not Employed","middle vocational","","","","","0"
"0 Not at all Willing to take risks","2005","Not Employed","vocational + Abi","","","","","0"
"0 Not at all Willing to take risks","2005","Not Employed","higher vocational","","","","","0"
"0 Not at all Willing to take risks","2005","Not Employed","higher education","","","","","0"
"0 Not at all Willing to take risks","2005","Employed","in school","","","","","0"
"0 Not at all Willing to take risks","2005","Employed","inadequately","","","","","0"
"0 Not at all Willing to take risks","2005","Employed","general elemantary","","","","","0"
"0 Not at all Willing to take risks","2005","Employed","middle vocational","","","","","0"
"0 Not at all Willing to take risks","2005","Employed","vocational + Abi","","","","","0"
"0 Not at all Willing to take risks","2005","Employed","higher vocational","","","","","0"
"0 Not at all Willing to take risks","2005","Employed","higher education","","","","","0"
"1","2005","Not Employed","middle vocational","","","","","1"
"1","2005","Not Employed","general elemantary","","","","","1"
"1","2005","Not Employed","vocational + Abi","","","","","1"
"1","2005","Not Employed","in school","","","","","1"
"1","2005","Not Employed","inadequately","","","","","1"
"1","2005","Not Employed","higher vocational","","","","","1"
"1","2005","Not Employed","higher education","","","","","1"
"1","2005","Employed","in school","","","","","1"
"1","2005","Employed","inadequately","","","","","1"
"1","2005","Employed","general elemantary","","","","","1"
"1","2005","Employed","middle vocational","","","","","1"
"1","2005","Employed","vocational + Abi","","","","","1"
"1","2005","Employed","higher vocational","","","","","1"
"1","2005","Employed","higher education","","","","","1"
"10 Very willing to take risks","2005","Not Employed","higher education","","","","","10"
"10 Very willing to take risks","2005","Employed","higher education","","","","","10"
"10 Very willing to take risks","2005","Not Employed","vocational + Abi","","","","","10"
"10 Very willing to take risks","2005","Not Employed","higher vocational","","","","","10"
"10 Very willing to take risks","2005","Employed","higher vocational","","","","","10"
"10 Very willing to take risks","2005","Not Employed","in school","","","","","10"
"10 Very willing to take risks","2005","Not Employed","inadequately","","","","","10"
"10 Very willing to take risks","2005","Not Employed","general elemantary","","","","","10"
"10 Very willing to take risks","2005","Not Employed","middle vocational","","","","","10"
"10 Very willing to take risks","2005","Employed","in school","","","","","10"
"10 Very willing to take risks","2005","Employed","inadequately","","","","","10"
"10 Very willing to take risks","2005","Employed","general elemantary","","","","","10"
"10 Very willing to take risks","2005","Employed","middle vocational","","","","","10"
"10 Very willing to take risks","2005","Employed","vocational + Abi","","","","","10"
"2","2005","Not Employed","in school","","","","","2"
"2","2005","Not Employed","inadequately","","","","","2"
"2","2005","Not Employed","general elemantary","","","","","2"
"2","2005","Not Employed","middle vocational","","","","","2"
"2","2005","Not Employed","vocational + Abi","","","","","2"
"2","2005","Employed","general elemantary","","","","","2"
"2","2005","Employed","middle vocational","","","","","2"
"2","2005","Employed","vocational + Abi","","","","","2"
"2","2005","Employed","higher vocational","","","","","2"
"2","2005","Employed","higher education","","","","","2"
"2","2005","Employed","inadequately","","","","","2"
"2","2005","Not Employed","higher education","","","","","2"
"2","2005","Not Employed","higher vocational","","","","","2"
"2","2005","Employed","in school","","","","","2"
"3","2005","Not Employed","in school","","","","","3"
"3","2005","Not Employed","inadequately","","","","","3"
"3","2005","Not Employed","general elemantary","","","","","3"
"3","2005","Not Employed","middle vocational","","","","","3"
"3","2005","Not Employed","vocational + Abi","","","","","3"
"3","2005","Not Employed","higher vocational","","","","","3"
"3","2005","Not Employed","higher education","","","","","3"
"3","2005","Employed","in school","","","","","3"
"3","2005","Employed","inadequately","","","","","3"
"3","2005","Employed","general elemantary","","","","","3"
"3","2005","Employed","middle vocational","","","","","3"
"3","2005","Employed","vocational + Abi","","","","","3"
"3","2005","Employed","higher vocational","","","","","3"
"3","2005","Employed","higher education","","","","","3"
"4","2005","Not Employed","in school","","","","","4"
"4","2005","Not Employed","inadequately","","","","","4"
"4","2005","Not Employed","general elemantary","","","","","4"
"4","2005","Not Employed","middle vocational","","","","","4"
"4","2005","Not Employed","vocational + Abi","","","","","4"
"4","2005","Not Employed","higher vocational","","","","","4"
"4","2005","Not Employed","higher education","","","","","4"
"4","2005","Employed","in school","","","","","4"
"4","2005","Employed","inadequately","","","","","4"
"4","2005","Employed","general elemantary","","","","","4"
"4","2005","Employed","middle vocational","","","","","4"
"4","2005","Employed","vocational + Abi","","","","","4"
"4","2005","Employed","higher vocational","","","","","4"
"4","2005","Employed","higher education","","","","","4"
"5","2005","Not Employed","vocational + Abi","","","","","5"
"5","2005","Not Employed","general elemantary","","","","","5"
"5","2005","Not Employed","middle vocational","","","","","5"
"5","2005","Not Employed","higher vocational","","","","","5"
"5","2005","Not Employed","in school","","","","","5"
"5","2005","Not Employed","inadequately","","","","","5"
"5","2005","Not Employed","higher education","","","","","5"
"5","2005","Employed","in school","","","","","5"
"5","2005","Employed","inadequately","","","","","5"
"5","2005","Employed","general elemantary","","","","","5"
"5","2005","Employed","middle vocational","","","","","5"
"5","2005","Employed","vocational + Abi","","","","","5"
"5","2005","Employed","higher vocational","","","","","5"
"5","2005","Employed","higher education","","","","","5"
"6","2005","Not Employed","in school","","","","","6"
"6","2005","Not Employed","inadequately","","","","","6"
"6","2005","Not Employed","general elemantary","","","","","6"
"6","2005","Not Employed","middle vocational","","","","","6"
"6","2005","Not Employed","vocational + Abi","","","","","6"
"6","2005","Not Employed","higher vocational","","","","","6"
"6","2005","Not Employed","higher education","","","","","6"
"6","2005","Employed","in school","","","","","6"
"6","2005","Employed","inadequately","","","","","6"
"6","2005","Employed","general elemantary","","","","","6"
"6","2005","Employed","middle vocational","","","","","6"
"6","2005","Employed","vocational + Abi","","","","","6"
"6","2005","Employed","higher vocational","","","","","6"
"6","2005","Employed","higher education","","","","","6"
"7","2005","Not Employed","in school","","","","","7"
"7","2005","Not Employed","inadequately","","","","","7"
"7","2005","Not Employed","general elemantary","","","","","7"
"7","2005","Not Employed","middle vocational","","","","","7"
"7","2005","Not Employed","vocational + Abi","","","","","7"
"7","2005","Not Employed","higher vocational","","","","","7"
"7","2005","Not Employed","higher education","","","","","7"
"7","2005","Employed","in school","","","","","7"
"7","2005","Employed","inadequately","","","","","7"
"7","2005","Employed","general elemantary","","","","","7"
"7","2005","Employed","middle vocational","","","","","7"
"7","2005","Employed","vocational + Abi","","","","","7"
"7","2005","Employed","higher vocational","","","","","7"
"7","2005","Employed","higher education","","","","","7"
"8","2005","Not Employed","in school","","","","","8"
"8","2005","Not Employed","inadequately","","","","","8"
"8","2005","Not Employed","general elemantary","","","","","8"
"8","2005","Not Employed","middle vocational","","","","","8"
"8","2005","Not Employed","vocational + Abi","","","","","8"
"8","2005","Not Employed","higher vocational","","","","","8"
"8","2005","Not Employed","higher education","","","","","8"
"8","2005","Employed","in school","","","","","8"
"8","2005","Employed","inadequately","","","","","8"
"8","2005","Employed","general elemantary","","","","","8"
"8","2005","Employed","middle vocational","","","","","8"
"8","2005","Employed","vocational + Abi","","","","","8"
"8","2005","Employed","higher vocational","","","","","8"
"8","2005","Employed","higher education","","","","","8"
"9","2005","Not Employed","higher vocational","","","","","9"
"9","2005","Not Employed","general elemantary","","","","","9"
"9","2005","Not Employed","vocational + Abi","","","","","9"
"9","2005","Employed","middle vocational","","","","","9"
"9","2005","Employed","higher education","","","","","9"
"9","2005","Not Employed","middle vocational","","","","","9"
"9","2005","Employed","vocational + Abi","","","","","9"
"9","2005","Employed","higher vocational","","","","","9"
"9","2005","Not Employed","in school","","","","","9"
"9","2005","Not Employed","inadequately","","","","","9"
"9","2005","Not Employed","higher education","","","","","9"
"9","2005","Employed","in school","","","","","9"
"9","2005","Employed","inadequately","","","","","9"
"9","2005","Employed","general elemantary","","","","","9"
"0 Not at all Willing to take risks","2006","Not Employed","in school","6","","","","0"
"0 Not at all Willing to take risks","2006","Not Employed","inadequately","31","0.194697062623026","0.130468085690758","0.258926039555294","0"
"0 Not at all Willing to take risks","2006","Not Employed","general elemantary","216","0.173897564353757","0.154469116517863","0.193326012189651","0"
"0 Not at all Willing to take risks","2006","Not Employed","middle vocational","366","0.0934062010411222","0.0848811442906993","0.101931257791545","0"
"0 Not at all Willing to take risks","2006","Not Employed","vocational + Abi","17","","","","0"
"0 Not at all Willing to take risks","2006","Not Employed","higher vocational","34","0.0770628458498096","0.0540743050253138","0.100051386674305","0"
"0 Not at all Willing to take risks","2006","Not Employed","higher education","43","0.0404738170902862","0.0291624704126074","0.051785163767965","0"
"0 Not at all Willing to take risks","2006","Employed","in school","","","","","0"
"0 Not at all Willing to take risks","2006","Employed","inadequately","8","","","","0"
"0 Not at all Willing to take risks","2006","Employed","general elemantary","49","0.052078171878052","0.0383959226929332","0.0657604210631707","0"
"0 Not at all Willing to take risks","2006","Employed","middle vocational","202","0.0349688791583219","0.0305349869052197","0.0394027714114241","0"
"0 Not at all Willing to take risks","2006","Employed","vocational + Abi","21","","","","0"
"0 Not at all Willing to take risks","2006","Employed","higher vocational","20","","","","0"
"0 Not at all Willing to take risks","2006","Employed","higher education","52","0.0166022154601938","0.0123116981361512","0.0208927327842365","0"
"1","2006","Not Employed","middle vocational","279","0.0679700127129338","0.0605964620177609","0.0753435634081068","1"
"1","2006","Not Employed","in school","","","","","1"
"1","2006","Not Employed","general elemantary","142","0.102336265172551","0.0868000214205479","0.117872508924554","1"
"1","2006","Not Employed","inadequately","12","","","","1"
"1","2006","Not Employed","vocational + Abi","13","","","","1"
"1","2006","Not Employed","higher vocational","23","","","","1"
"1","2006","Not Employed","higher education","28","","","","1"
"1","2006","Employed","in school","1","","","","1"
"1","2006","Employed","inadequately","7","","","","1"
"1","2006","Employed","general elemantary","32","0.0337416886960515","0.0226224924128723","0.0448608849792308","1"
"1","2006","Employed","middle vocational","206","0.0292652910230703","0.0251971095058779","0.0333334725402627","1"
"1","2006","Employed","vocational + Abi","18","","","","1"
"1","2006","Employed","higher vocational","26","","","","1"
"1","2006","Employed","higher education","58","0.0180522921766151","0.0135816245677482","0.0225229597854821","1"
"10 Very willing to take risks","2006","Not Employed","in school","7","","","","10"
"10 Very willing to take risks","2006","Not Employed","inadequately","4","","","","10"
"10 Very willing to take risks","2006","Not Employed","general elemantary","18","","","","10"
"10 Very willing to take risks","2006","Not Employed","middle vocational","47","0.013046222098222","0.00972197083227814","0.0163704733641659","10"
"10 Very willing to take risks","2006","Not Employed","vocational + Abi","5","","","","10"
"10 Very willing to take risks","2006","Not Employed","higher vocational","11","","","","10"
"10 Very willing to take risks","2006","Not Employed","higher education","12","","","","10"
"10 Very willing to take risks","2006","Employed","in school","4","","","","10"
"10 Very willing to take risks","2006","Employed","inadequately","4","","","","10"
"10 Very willing to take risks","2006","Employed","general elemantary","15","","","","10"
"10 Very willing to take risks","2006","Employed","middle vocational","89","0.017689074056858","0.0145074368482783","0.0208707112654377","10"
"10 Very willing to take risks","2006","Employed","vocational + Abi","15","","","","10"
"10 Very willing to take risks","2006","Employed","higher vocational","17","","","","10"
"10 Very willing to take risks","2006","Employed","higher education","36","0.00870435111324667","0.00558523297094285","0.0118234692555505","10"
"2","2006","Not Employed","in school","15","","","","2"
"2","2006","Not Employed","inadequately","27","","","","2"
"2","2006","Not Employed","general elemantary","203","0.137942559430462","0.12026624790446","0.155618870956464","2"
"2","2006","Not Employed","middle vocational","501","0.110035604043241","0.100867997111778","0.119203210974705","2"
"2","2006","Employed","general elemantary","84","0.0714598170591008","0.0555972062193704","0.0873224278988312","2"
"2","2006","Employed","middle vocational","484","0.0751449103174147","0.0687819348279389","0.0815078858068906","2"
"2","2006","Employed","vocational + Abi","73","0.0679396585983876","0.0516257250882114","0.0842535921085637","2"
"2","2006","Employed","higher vocational","93","0.0814859519198709","0.0655629173901935","0.0974089864495483","2"
"2","2006","Employed","higher education","252","0.0729536484152656","0.0642211954182167","0.0816861014123145","2"
"2","2006","Employed","in school","2","","","","2"
"2","2006","Employed","inadequately","10","","","","2"
"2","2006","Not Employed","vocational + Abi","32","0.10287876611572","0.0685011383251127","0.137256393906326","2"
"2","2006","Not Employed","higher vocational","58","0.132831315175425","0.103575995440843","0.162086634910008","2"
"2","2006","Not Employed","higher education","76","0.0669748262658458","0.0526264983183467","0.0813231542133449","2"
"3","2006","Not Employed","in school","26","","","","3"
"3","2006","Not Employed","inadequately","10","","","","3"
"3","2006","Not Employed","general elemantary","192","0.117234959629995","0.100744774297881","0.13372514496211","3"
"3","2006","Not Employed","middle vocational","630","0.140106023654319","0.129937593515382","0.150274453793255","3"
"3","2006","Not Employed","vocational + Abi","35","0.0835684203248321","0.0522529756322708","0.114883865017393","3"
"3","2006","Not Employed","higher vocational","57","0.0947539469499285","0.0695083994218947","0.119999494477962","3"
"3","2006","Not Employed","higher education","124","0.0990840343974634","0.0819348765338972","0.11623319226103","3"
"3","2006","Employed","in school","5","","","","3"
"3","2006","Employed","inadequately","10","","","","3"
"3","2006","Employed","general elemantary","109","0.0915099094827303","0.0737542205250278","0.109265598440433","3"
"3","2006","Employed","middle vocational","767","0.118786484300093","0.110977443196263","0.126595525403923","3"
"3","2006","Employed","vocational + Abi","116","0.116189914938478","0.09541502715954","0.136964802717417","3"
"3","2006","Employed","higher vocational","118","0.0895125173620344","0.0728967486233943","0.106128286100674","3"
"3","2006","Employed","higher education","417","0.125997178794603","0.114854262914781","0.137140094674424","3"
"4","2006","Not Employed","in school","24","","","","4"
"4","2006","Not Employed","inadequately","9","","","","4"
"4","2006","Not Employed","general elemantary","122","0.0827574125609859","0.0686346401009418","0.0968801850210301","4"
"4","2006","Not Employed","middle vocational","457","0.09756355801684","0.088870848253427","0.106256267780253","4"
"4","2006","Employed","inadequately","9","","","","4"
"4","2006","Employed","general elemantary","90","0.084270572443909","0.0671639241816026","0.101377220706215","4"
"4","2006","Employed","middle vocational","698","0.106797435752789","0.0993427556293098","0.114252115876269","4"
"4","2006","Employed","vocational + Abi","103","0.125944086637512","0.104434429321457","0.147453743953567","4"
"4","2006","Not Employed","vocational + Abi","26","","","","4"
"4","2006","Not Employed","higher vocational","56","0.098121317851307","0.0724789239933799","0.123763711709234","4"
"4","2006","Not Employed","higher education","146","0.127150439806983","0.108028698084556","0.146272181529411","4"
"4","2006","Employed","in school","8","","","","4"
"4","2006","Employed","higher vocational","127","0.121454163773205","0.102442068575918","0.140466258970492","4"
"4","2006","Employed","higher education","367","0.118171796775547","0.107332254687339","0.129011338863755","4"
"5","2006","Not Employed","middle vocational","1068","0.23354337553656","0.22114882964869","0.24593792142443","5"
"5","2006","Not Employed","vocational + Abi","72","0.234712904813087","0.186754123039428","0.282671686586746","5"
"5","2006","Not Employed","general elemantary","285","0.196580227786847","0.176209076247663","0.216951379326031","5"
"5","2006","Not Employed","in school","59","0.17961844723546","0.138012288023983","0.221224606446938","5"
"5","2006","Not Employed","inadequately","26","","","","5"
"5","2006","Not Employed","higher vocational","131","0.247579409739662","0.210375342817949","0.284783476661376","5"
"5","2006","Not Employed","higher education","296","0.241781690156987","0.217205890709285","0.26635748960469","5"
"5","2006","Employed","in school","12","","","","5"
"5","2006","Employed","inadequately","12","","","","5"
"5","2006","Employed","general elemantary","253","0.266933391436853","0.239692799576157","0.29417398329755","5"
