"plh0204_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"2","2004","35-65 y.","direct migration background","193","0.133925774036397","0.116943592118026","0.150907955954768","2"
"2","2004","35-65 y.","indirect migration background","16","","","","2"
"2","2004","16-34 y.","no migration background","269","0.0590363553616858","0.0520274632652551","0.0660452474581165","2"
"2","2004","66 and older","direct migration background","61","0.162015035268115","0.123739712198292","0.200290358337938","2"
"2","2004","66 and older","indirect migration background","2","","","","2"
"2","2004","16-34 y.","indirect migration background","59","0.090013339713569","0.0677879530388787","0.112238726388259","2"
"2","2004","35-65 y.","no migration background","1050","0.101493774022046","0.0957226321042294","0.107264915939863","2"
"2","2004","66 and older","no migration background","432","0.132255687505997","0.12088366640012","0.143627708611874","2"
"3","2004","16-34 y.","direct migration background","74","0.106637367280933","0.0824201412708147","0.130854593291051","3"
"3","2004","16-34 y.","no migration background","501","0.112665263456454","0.103262793754961","0.122067733157948","3"
"3","2004","35-65 y.","direct migration background","196","0.128485573713058","0.11179972416323","0.145171423262885","3"
"3","2004","16-34 y.","indirect migration background","60","0.0968199327862341","0.0738559117820635","0.119783953790405","3"
"3","2004","35-65 y.","no migration background","1380","0.124869262032999","0.118551754776679","0.131186769289319","3"
"3","2004","35-65 y.","indirect migration background","26","","","","3"
"3","2004","66 and older","no migration background","471","0.139051962937159","0.127437165970168","0.15066675990415","3"
"3","2004","66 and older","direct migration background","39","0.11827240663501","0.084727079993243","0.151817733276778","3"
"3","2004","66 and older","indirect migration background","","","","","3"
"4","2004","16-34 y.","direct migration background","62","0.123492937446255","0.0976789813784069","0.149306893514103","4"
"4","2004","16-34 y.","no migration background","475","0.108663008525689","0.0994082517282583","0.117917765323119","4"
"4","2004","35-65 y.","direct migration background","145","0.0895607985503547","0.0753221653504874","0.103799431750222","4"
"4","2004","35-65 y.","no migration background","1189","0.108778089933272","0.102827703792395","0.114728476074149","4"
"4","2004","16-34 y.","indirect migration background","47","0.0662508422544527","0.0469360879361815","0.0855655965727238","4"
"4","2004","35-65 y.","indirect migration background","17","","","","4"
"4","2004","66 and older","no migration background","347","0.0907545649461672","0.0811116264967927","0.100397503395542","4"
"4","2004","66 and older","direct migration background","28","","","","4"
"4","2004","66 and older","indirect migration background","2","","","","4"
"5","2004","16-34 y.","direct migration background","119","0.221812911693293","0.189214891990539","0.254410931396046","5"
"5","2004","16-34 y.","indirect migration background","122","0.191618986076322","0.161055302401692","0.222182669750952","5"
"5","2004","35-65 y.","direct migration background","281","0.175236393188482","0.156279780076873","0.194193006300092","5"
"5","2004","35-65 y.","indirect migration background","31","0.160116742228528","0.101625956954252","0.218607527502804","5"
"5","2004","35-65 y.","no migration background","2456","0.243766092289103","0.235560758954825","0.251971425623381","5"
"5","2004","16-34 y.","no migration background","971","0.226818012098582","0.214364758943643","0.239271265253521","5"
"5","2004","66 and older","no migration background","674","0.189475233070654","0.176320138928918","0.20263032721239","5"
"5","2004","66 and older","direct migration background","52","0.164481817992022","0.125973017290807","0.202990618693236","5"
"5","2004","66 and older","indirect migration background","4","","","","5"
"6","2004","35-65 y.","direct migration background","134","0.0862528395404471","0.0722542728697809","0.100251406211113","6"
"6","2004","16-34 y.","no migration background","588","0.133560123761231","0.123444077541163","0.143676169981298","6"
"6","2004","16-34 y.","indirect migration background","92","0.151027120535454","0.12322020905094","0.178834032019968","6"
"6","2004","35-65 y.","no migration background","1207","0.107991210471934","0.102059768591908","0.11392265235196","6"
"6","2004","16-34 y.","direct migration background","75","0.133424749409293","0.106745283284317","0.16010421553427","6"
"6","2004","35-65 y.","indirect migration background","14","","","","6"
"6","2004","66 and older","no migration background","241","0.0717445531864688","0.0630816629608187","0.0804074434121188","6"
"6","2004","66 and older","direct migration background","10","","","","6"
"6","2004","66 and older","indirect migration background","","","","","6"
"7","2004","35-65 y.","direct migration background","108","0.0672788193588164","0.0547877692814015","0.0797698694362314","7"
"7","2004","16-34 y.","no migration background","700","0.161486098361089","0.150543363232152","0.172428833490027","7"
"7","2004","16-34 y.","direct migration background","73","0.101792853682617","0.0780680463611648","0.125517661004069","7"
"7","2004","16-34 y.","indirect migration background","86","0.120933501809559","0.0956135687153398","0.146253434903778","7"
"7","2004","35-65 y.","no migration background","1278","0.114443815466381","0.108359864121779","0.120527766810983","7"
"7","2004","35-65 y.","indirect migration background","18","","","","7"
"7","2004","66 and older","no migration background","171","0.0453467873346105","0.0383623621169678","0.0523312125522532","7"
"7","2004","66 and older","direct migration background","13","","","","7"
"7","2004","66 and older","indirect migration background","1","","","","7"
"8","2004","16-34 y.","no migration background","453","0.105333255067207","0.0962043943122056","0.114462115822208","8"
"8","2004","16-34 y.","indirect migration background","66","0.127201705283531","0.101326620222215","0.153076790344847","8"
"8","2004","35-65 y.","no migration background","729","0.0645385690835909","0.0598428282758942","0.0692343098912876","8"
"8","2004","35-65 y.","direct migration background","77","0.052333535926926","0.0412289685207574","0.0634381033330945","8"
"8","2004","16-34 y.","direct migration background","58","0.0943388681312343","0.0714046472121992","0.117273089050269","8"
"8","2004","35-65 y.","indirect migration background","9","","","","8"
"8","2004","66 and older","no migration background","133","0.0350150054682725","0.0288444825494358","0.0411855283871091","8"
"8","2004","66 and older","direct migration background","5","","","","8"
"8","2004","66 and older","indirect migration background","","","","","8"
"9","2004","35-65 y.","indirect migration background","5","","","","9"
"9","2004","16-34 y.","indirect migration background","18","","","","9"
"9","2004","35-65 y.","direct migration background","28","","","","9"
"9","2004","35-65 y.","no migration background","173","0.0158097596997131","0.0134258836561782","0.018193635743248","9"
"9","2004","16-34 y.","no migration background","123","0.022929696825059","0.0184786184051201","0.0273807752449979","9"
"9","2004","16-34 y.","direct migration background","12","","","","9"
"9","2004","66 and older","no migration background","21","","","","9"
"9","2004","66 and older","direct migration background","1","","","","9"
"9","2004","66 and older","indirect migration background","","","","","9"
"0 Not at all Willing to take risks","2005","16-34 y.","no migration background","","","","","0"
"0 Not at all Willing to take risks","2005","35-65 y.","no migration background","","","","","0"
"0 Not at all Willing to take risks","2005","35-65 y.","indirect migration background","","","","","0"
"0 Not at all Willing to take risks","2005","16-34 y.","direct migration background","","","","","0"
"0 Not at all Willing to take risks","2005","16-34 y.","indirect migration background","","","","","0"
"0 Not at all Willing to take risks","2005","35-65 y.","direct migration background","","","","","0"
"0 Not at all Willing to take risks","2005","66 and older","no migration background","","","","","0"
"0 Not at all Willing to take risks","2005","66 and older","direct migration background","","","","","0"
"0 Not at all Willing to take risks","2005","66 and older","indirect migration background","","","","","0"
"1","2005","16-34 y.","no migration background","","","","","1"
"1","2005","35-65 y.","indirect migration background","","","","","1"
"1","2005","16-34 y.","direct migration background","","","","","1"
"1","2005","16-34 y.","indirect migration background","","","","","1"
"1","2005","35-65 y.","no migration background","","","","","1"
"1","2005","35-65 y.","direct migration background","","","","","1"
"1","2005","66 and older","no migration background","","","","","1"
"1","2005","66 and older","direct migration background","","","","","1"
"1","2005","66 and older","indirect migration background","","","","","1"
"10 Very willing to take risks","2005","16-34 y.","indirect migration background","","","","","10"
"10 Very willing to take risks","2005","35-65 y.","direct migration background","","","","","10"
"10 Very willing to take risks","2005","35-65 y.","indirect migration background","","","","","10"
"10 Very willing to take risks","2005","16-34 y.","no migration background","","","","","10"
"10 Very willing to take risks","2005","16-34 y.","direct migration background","","","","","10"
"10 Very willing to take risks","2005","35-65 y.","no migration background","","","","","10"
"10 Very willing to take risks","2005","66 and older","no migration background","","","","","10"
"10 Very willing to take risks","2005","66 and older","direct migration background","","","","","10"
"10 Very willing to take risks","2005","66 and older","indirect migration background","","","","","10"
"2","2005","16-34 y.","direct migration background","","","","","2"
"2","2005","16-34 y.","no migration background","","","","","2"
"2","2005","16-34 y.","indirect migration background","","","","","2"
"2","2005","35-65 y.","no migration background","","","","","2"
"2","2005","35-65 y.","direct migration background","","","","","2"
"2","2005","35-65 y.","indirect migration background","","","","","2"
"2","2005","66 and older","no migration background","","","","","2"
"2","2005","66 and older","direct migration background","","","","","2"
"2","2005","66 and older","indirect migration background","","","","","2"
"3","2005","16-34 y.","direct migration background","","","","","3"
"3","2005","35-65 y.","no migration background","","","","","3"
"3","2005","16-34 y.","no migration background","","","","","3"
"3","2005","16-34 y.","indirect migration background","","","","","3"
"3","2005","35-65 y.","direct migration background","","","","","3"
"3","2005","35-65 y.","indirect migration background","","","","","3"
"3","2005","66 and older","no migration background","","","","","3"
"3","2005","66 and older","direct migration background","","","","","3"
"3","2005","66 and older","indirect migration background","","","","","3"
"4","2005","16-34 y.","direct migration background","","","","","4"
"4","2005","35-65 y.","indirect migration background","","","","","4"
"4","2005","16-34 y.","no migration background","","","","","4"
"4","2005","16-34 y.","indirect migration background","","","","","4"
"4","2005","35-65 y.","direct migration background","","","","","4"
"4","2005","35-65 y.","no migration background","","","","","4"
"4","2005","66 and older","direct migration background","","","","","4"
"4","2005","66 and older","indirect migration background","","","","","4"
"4","2005","66 and older","no migration background","","","","","4"
"5","2005","66 and older","no migration background","","","","","5"
"5","2005","16-34 y.","direct migration background","","","","","5"
"5","2005","16-34 y.","indirect migration background","","","","","5"
"5","2005","35-65 y.","direct migration background","","","","","5"
"5","2005","16-34 y.","no migration background","","","","","5"
"5","2005","35-65 y.","indirect migration background","","","","","5"
"5","2005","35-65 y.","no migration background","","","","","5"
"5","2005","66 and older","direct migration background","","","","","5"
"5","2005","66 and older","indirect migration background","","","","","5"
"6","2005","16-34 y.","direct migration background","","","","","6"
"6","2005","16-34 y.","no migration background","","","","","6"
"6","2005","35-65 y.","no migration background","","","","","6"
"6","2005","35-65 y.","direct migration background","","","","","6"
"6","2005","35-65 y.","indirect migration background","","","","","6"
"6","2005","16-34 y.","indirect migration background","","","","","6"
"6","2005","66 and older","no migration background","","","","","6"
"6","2005","66 and older","direct migration background","","","","","6"
"6","2005","66 and older","indirect migration background","","","","","6"
"7","2005","35-65 y.","direct migration background","","","","","7"
"7","2005","35-65 y.","no migration background","","","","","7"
"7","2005","16-34 y.","no migration background","","","","","7"
"7","2005","16-34 y.","indirect migration background","","","","","7"
"7","2005","35-65 y.","indirect migration background","","","","","7"
"7","2005","16-34 y.","direct migration background","","","","","7"
"7","2005","66 and older","no migration background","","","","","7"
"7","2005","66 and older","direct migration background","","","","","7"
"7","2005","66 and older","indirect migration background","","","","","7"
"8","2005","16-34 y.","direct migration background","","","","","8"
"8","2005","35-65 y.","no migration background","","","","","8"
"8","2005","35-65 y.","indirect migration background","","","","","8"
"8","2005","16-34 y.","no migration background","","","","","8"
"8","2005","35-65 y.","direct migration background","","","","","8"
"8","2005","16-34 y.","indirect migration background","","","","","8"
"8","2005","66 and older","no migration background","","","","","8"
"8","2005","66 and older","direct migration background","","","","","8"
"8","2005","66 and older","indirect migration background","","","","","8"
"9","2005","16-34 y.","direct migration background","","","","","9"
"9","2005","16-34 y.","indirect migration background","","","","","9"
"9","2005","35-65 y.","direct migration background","","","","","9"
"9","2005","35-65 y.","indirect migration background","","","","","9"
"9","2005","66 and older","no migration background","","","","","9"
"9","2005","16-34 y.","no migration background","","","","","9"
"9","2005","35-65 y.","no migration background","","","","","9"
"9","2005","66 and older","direct migration background","","","","","9"
"9","2005","66 and older","indirect migration background","","","","","9"
"0 Not at all Willing to take risks","2006","35-65 y.","direct migration background","117","0.080877123047173","0.0668048226977747","0.0949494233965713","0"
"0 Not at all Willing to take risks","2006","16-34 y.","no migration background","58","0.0194923798255162","0.0151832688608168","0.0238014907902157","0"
"0 Not at all Willing to take risks","2006","16-34 y.","direct migration background","30","0.0585717162226399","0.038617720692371","0.0785257117529089","0"
"0 Not at all Willing to take risks","2006","16-34 y.","indirect migration background","16","","","","0"
"0 Not at all Willing to take risks","2006","35-65 y.","no migration background","358","0.0390356525542263","0.0353733902167098","0.0426979148917427","0"
"0 Not at all Willing to take risks","2006","35-65 y.","indirect migration background","8","","","","0"
"0 Not at all Willing to take risks","2006","66 and older","no migration background","413","0.116110208399816","0.106245114332935","0.125975302466697","0"
"0 Not at all Willing to take risks","2006","66 and older","direct migration background","77","0.199679882998083","0.160106417736882","0.239253348259284","0"
"0 Not at all Willing to take risks","2006","66 and older","indirect migration background","1","","","","0"
"1","2006","16-34 y.","no migration background","64","0.01613682077995","0.0122094120593516","0.0200642295005484","1"
"1","2006","35-65 y.","direct migration background","88","0.063638776699004","0.0510394283833899","0.0762381250146181","1"
"1","2006","35-65 y.","indirect migration background","9","","","","1"
"1","2006","16-34 y.","direct migration background","10","","","","1"
"1","2006","16-34 y.","indirect migration background","8","","","","1"
"1","2006","35-65 y.","no migration background","346","0.036213330176548","0.0326807682732718","0.0397458920798242","1"
"1","2006","66 and older","no migration background","288","0.075985845041039","0.0678261743771056","0.0841455157049724","1"
"1","2006","66 and older","direct migration background","41","0.0794249992294307","0.0526571636714258","0.106192834787436","1"
"1","2006","66 and older","indirect migration background","1","","","","1"
"10 Very willing to take risks","2006","16-34 y.","direct migration background","14","","","","10"
"10 Very willing to take risks","2006","16-34 y.","no migration background","70","0.0194812634250279","0.0151733569470823","0.0237891699029735","10"
"10 Very willing to take risks","2006","16-34 y.","indirect migration background","17","","","","10"
"10 Very willing to take risks","2006","35-65 y.","indirect migration background","2","","","","10"
"10 Very willing to take risks","2006","35-65 y.","direct migration background","30","0.0228783380011892","0.0151612755035143","0.0305954004988641","10"
"10 Very willing to take risks","2006","35-65 y.","no migration background","129","0.0141708424405702","0.0119359133145616","0.0164057715665787","10"
"10 Very willing to take risks","2006","66 and older","no migration background","29","","","","10"
"10 Very willing to take risks","2006","66 and older","direct migration background","3","","","","10"
"10 Very willing to take risks","2006","66 and older","indirect migration background","","","","","10"
"2","2006","16-34 y.","no migration background","255","0.0573972410895864","0.0501472141443898","0.064647268034783","2"
"2","2006","16-34 y.","direct migration background","42","0.0731502758993654","0.0510241733145403","0.0952763784841906","2"
"2","2006","16-34 y.","indirect migration background","40","0.0442267985679142","0.0280952532500343","0.060358343885794","2"
"2","2006","35-65 y.","no migration background","893","0.0862331288114251","0.0809252638242515","0.0915409937985987","2"
"2","2006","35-65 y.","direct migration background","149","0.0956670976270492","0.0804857289879228","0.110848466266176","2"
"2","2006","35-65 y.","indirect migration background","22","","","","2"
"2","2006","66 and older","no migration background","479","0.119625732857052","0.109632340357357","0.129619125356747","2"
"2","2006","66 and older","direct migration background","52","0.14734800648029","0.112259644418217","0.182436368542362","2"
"2","2006","66 and older","indirect migration background","1","","","","2"
"3","2006","16-34 y.","no migration background","411","0.104218532068405","0.0946948854737856","0.113742178663025","3"
"3","2006","16-34 y.","direct migration background","45","0.0736038368904395","0.0514146761716431","0.0957929976092359","3"
"3","2006","35-65 y.","direct migration background","168","0.115036039323274","0.0985678741773457","0.131504204469202","3"
"3","2006","16-34 y.","indirect migration background","52","0.07659599920269","0.0557292539016225","0.0974627445037576","3"
"3","2006","35-65 y.","no migration background","1379","0.12598250109045","0.119707984555548","0.132257017625352","3"
"3","2006","35-65 y.","indirect migration background","19","","","","3"
"3","2006","66 and older","indirect migration background","4","","","","3"
"3","2006","66 and older","no migration background","512","0.123179875567213","0.113059605446079","0.133300145688347","3"
"3","2006","66 and older","direct migration background","58","0.161182198408751","0.124782531096674","0.197581865720827","3"
"4","2006","16-34 y.","no migration background","380","0.0993085487237855","0.089986505838742","0.108630591608829","4"
"4","2006","16-34 y.","direct migration background","50","0.115069780900264","0.0879536681598289","0.1421858936407","4"
"4","2006","35-65 y.","direct migration background","166","0.122463295794088","0.105543267782885","0.13938332380529","4"
"4","2006","35-65 y.","indirect migration background","13","","","","4"
"4","2006","35-65 y.","no migration background","1153","0.106043470391819","0.100221563472335","0.111865377311302","4"
"4","2006","16-34 y.","indirect migration background","48","0.0735952325345896","0.0531081070376127","0.0940823580315665","4"
"4","2006","66 and older","indirect migration background","","","","","4"
"4","2006","66 and older","direct migration background","33","0.0934448608652479","0.0646324313391639","0.122257290391332","4"
"4","2006","66 and older","no migration background","418","0.0979797273191688","0.0888250459787145","0.107134408659623","4"
"5","2006","16-34 y.","no migration background","888","0.222818537773211","0.209847741593412","0.235789333953009","5"
"5","2006","35-65 y.","direct migration background","275","0.198744753194609","0.178148001178505","0.219341505210713","5"
"5","2006","35-65 y.","indirect migration background","42","0.220275771720938","0.160066097500753","0.280485445941123","5"
"5","2006","66 and older","indirect migration background","3","","","","5"
"5","2006","35-65 y.","no migration background","2674","0.253639869416052","0.245412744950542","0.261866993881562","5"
"5","2006","66 and older","no migration background","948","0.232148025272154","0.219146682178923","0.245149368365384","5"
"5","2006","66 and older","direct migration background","56","0.130495062949898","0.0971494945832617","0.163840631316534","5"
"5","2006","16-34 y.","direct migration background","107","0.198862289602536","0.164944926559566","0.232779652645506","5"
"5","2006","16-34 y.","indirect migration background","146","0.238577517039024","0.205136197815211","0.272018836262837","5"
"6","2006","66 and older","indirect migration background","2","","","","6"
"6","2006","16-34 y.","direct migration background","72","0.12894163722722","0.100463440069846","0.157419834384594","6"
"6","2006","35-65 y.","direct migration background","157","0.107355875770035","0.0913780549815706","0.123333696558499","6"
"6","2006","35-65 y.","indirect migration background","21","","","","6"
"6","2006","16-34 y.","no migration background","582","0.146134534468276","0.13512418982936","0.157144879107192","6"
"6","2006","66 and older","direct migration background","37","0.0905256231764394","0.0621211948459094","0.118930051506969","6"
"6","2006","35-65 y.","no migration background","1309","0.116932694221456","0.110856523435159","0.123008865007753","6"
"6","2006","16-34 y.","indirect migration background","73","0.124834699096866","0.0989007591623597","0.150768639031373","6"
"6","2006","66 and older","no migration background","361","0.0839276962627288","0.075389138965122","0.0924662535603356","6"
"7","2006","66 and older","indirect migration background","1","","","","7"
"7","2006","66 and older","direct migration background","16","","","","7"
"7","2006","16-34 y.","no migration background","649","0.159473962757561","0.14806226561723","0.170885659897892","7"
"7","2006","35-65 y.","no migration background","1368","0.119008978405033","0.112886310610828","0.125131646199238","7"
"7","2006","35-65 y.","direct migration background","158","0.102590624294158","0.0869298006720663","0.118251447916249","7"
"7","2006","66 and older","no migration background","357","0.0837496590380435","0.0752193342337455","0.0922799838423414","7"
"7","2006","16-34 y.","indirect migration background","108","0.179848125104619","0.149714186815067","0.209982063394172","7"
"7","2006","35-65 y.","indirect migration background","24","","","","7"
"7","2006","16-34 y.","direct migration background","72","0.126836796516831","0.098557889496879","0.155115703536783","7"
"8","2006","16-34 y.","no migration background","482","0.129810362023754","0.119334460848569","0.14028626319894","8"
"8","2006","16-34 y.","direct migration background","63","0.112359015332886","0.0855231928480567","0.139194837817714","8"
"8","2006","35-65 y.","direct migration background","112","0.0747390459143408","0.0611661864210863","0.0883119054075952","8"
"8","2006","35-65 y.","indirect migration background","16","","","","8"
"8","2006","35-65 y.","no migration background","906","0.0815760454847021","0.0764003583390398","0.0867517326303644","8"
"8","2006","16-34 y.","indirect migration background","85","0.130788141944504","0.104333444291999","0.157242839597009","8"
"8","2006","66 and older","no migration background","210","0.0496331174807045","0.0429450846922189","0.0563211502691901","8"
"8","2006","66 and older","direct migration background","15","","","","8"
"8","2006","66 and older","indirect migration background","","","","","8"
"9","2006","16-34 y.","direct migration background","27","","","","9"
"9","2006","35-65 y.","indirect migration background","6","","","","9"
"9","2006","16-34 y.","no migration background","115","0.0257278170649269","0.0207929963452833","0.0306626377845705","9"
"9","2006","16-34 y.","indirect migration background","31","0.0461603025783189","0.0296965884602762","0.0626240166963616","9"
"9","2006","35-65 y.","direct migration background","22","","","","9"
"9","2006","35-65 y.","no migration background","229","0.0211634870077185","0.0184419528795742","0.0238850211358629","9"
"9","2006","66 and older","no migration background","36","0.00705171085957034","0.00447492971625694","0.00962849200288375","9"
"9","2006","66 and older","direct migration background","4","","","","9"
"9","2006","66 and older","indirect migration background","","","","","9"
"0 Not at all Willing to take risks","2007","35-65 y.","direct migration background","","","","","0"
"0 Not at all Willing to take risks","2007","16-34 y.","no migration background","","","","","0"
"0 Not at all Willing to take risks","2007","16-34 y.","direct migration background","","","","","0"
"0 Not at all Willing to take risks","2007","16-34 y.","indirect migration background","","","","","0"
"0 Not at all Willing to take risks","2007","35-65 y.","no migration background","","","","","0"
"0 Not at all Willing to take risks","2007","35-65 y.","indirect migration background","","","","","0"
"0 Not at all Willing to take risks","2007","66 and older","no migration background","","","","","0"
"0 Not at all Willing to take risks","2007","66 and older","direct migration background","","","","","0"
"0 Not at all Willing to take risks","2007","66 and older","indirect migration background","","","","","0"
"1","2007","35-65 y.","direct migration background","","","","","1"
"1","2007","16-34 y.","indirect migration background","","","","","1"
"1","2007","35-65 y.","no migration background","","","","","1"
"1","2007","35-65 y.","indirect migration background","","","","","1"
"1","2007","66 and older","no migration background","","","","","1"
"1","2007","66 and older","direct migration background","","","","","1"
"1","2007","66 and older","indirect migration background","","","","","1"
"1","2007","16-34 y.","no migration background","","","","","1"
"1","2007","16-34 y.","direct migration background","","","","","1"
"10 Very willing to take risks","2007","35-65 y.","indirect migration background","","","","","10"
"10 Very willing to take risks","2007","35-65 y.","direct migration background","","","","","10"
"10 Very willing to take risks","2007","16-34 y.","direct migration background","","","","","10"
"10 Very willing to take risks","2007","16-34 y.","indirect migration background","","","","","10"
"10 Very willing to take risks","2007","16-34 y.","no migration background","","","","","10"
"10 Very willing to take risks","2007","35-65 y.","no migration background","","","","","10"
"10 Very willing to take risks","2007","66 and older","no migration background","","","","","10"
"10 Very willing to take risks","2007","66 and older","direct migration background","","","","","10"
"10 Very willing to take risks","2007","66 and older","indirect migration background","","","","","10"
"2","2007","16-34 y.","no migration background","","","","","2"
"2","2007","16-34 y.","indirect migration background","","","","","2"
"2","2007","35-65 y.","no migration background","","","","","2"
"2","2007","35-65 y.","direct migration background","","","","","2"
"2","2007","16-34 y.","direct migration background","","","","","2"
"2","2007","66 and older","no migration background","","","","","2"
"2","2007","66 and older","direct migration background","","","","","2"
"2","2007","35-65 y.","indirect migration background","","","","","2"
"2","2007","66 and older","indirect migration background","","","","","2"
"3","2007","35-65 y.","direct migration background","","","","","3"
"3","2007","35-65 y.","no migration background","","","","","3"
"3","2007","16-34 y.","indirect migration background","","","","","3"
"3","2007","16-34 y.","no migration background","","","","","3"
"3","2007","16-34 y.","direct migration background","","","","","3"
"3","2007","35-65 y.","indirect migration background","","","","","3"
"3","2007","66 and older","no migration background","","","","","3"
"3","2007","66 and older","direct migration background","","","","","3"
"3","2007","66 and older","indirect migration background","","","","","3"
"4","2007","16-34 y.","no migration background","","","","","4"
"4","2007","35-65 y.","direct migration background","","","","","4"
"4","2007","35-65 y.","no migration background","","","","","4"
"4","2007","16-34 y.","indirect migration background","","","","","4"
"4","2007","16-34 y.","direct migration background","","","","","4"
"4","2007","66 and older","indirect migration background","","","","","4"
"4","2007","35-65 y.","indirect migration background","","","","","4"
"4","2007","66 and older","no migration background","","","","","4"
"4","2007","66 and older","direct migration background","","","","","4"
"5","2007","35-65 y.","direct migration background","","","","","5"
"5","2007","35-65 y.","no migration background","","","","","5"
"5","2007","66 and older","indirect migration background","","","","","5"
"5","2007","16-34 y.","no migration background","","","","","5"
"5","2007","16-34 y.","direct migration background","","","","","5"
"5","2007","16-34 y.","indirect migration background","","","","","5"
"5","2007","35-65 y.","indirect migration background","","","","","5"
"5","2007","66 and older","no migration background","","","","","5"
"5","2007","66 and older","direct migration background","","","","","5"
"6","2007","16-34 y.","no migration background","","","","","6"
"6","2007","35-65 y.","direct migration background","","","","","6"
"6","2007","16-34 y.","direct migration background","","","","","6"
"6","2007","16-34 y.","indirect migration background","","","","","6"
"6","2007","35-65 y.","no migration background","","","","","6"
"6","2007","35-65 y.","indirect migration background","","","","","6"
"6","2007","66 and older","no migration background","","","","","6"
"6","2007","66 and older","direct migration background","","","","","6"
"6","2007","66 and older","indirect migration background","","","","","6"
"7","2007","16-34 y.","no migration background","","","","","7"
"7","2007","16-34 y.","direct migration background","","","","","7"
"7","2007","16-34 y.","indirect migration background","","","","","7"
"7","2007","35-65 y.","no migration background","","","","","7"
"7","2007","35-65 y.","direct migration background","","","","","7"
"7","2007","35-65 y.","indirect migration background","","","","","7"
"7","2007","66 and older","no migration background","","","","","7"
"7","2007","66 and older","direct migration background","","","","","7"
"7","2007","66 and older","indirect migration background","","","","","7"
"8","2007","16-34 y.","direct migration background","","","","","8"
"8","2007","35-65 y.","no migration background","","","","","8"
"8","2007","16-34 y.","no migration background","","","","","8"
"8","2007","16-34 y.","indirect migration background","","","","","8"
"8","2007","35-65 y.","direct migration background","","","","","8"
"8","2007","35-65 y.","indirect migration background","","","","","8"
"8","2007","66 and older","no migration background","","","","","8"
"8","2007","66 and older","direct migration background","","","","","8"
"8","2007","66 and older","indirect migration background","","","","","8"
"9","2007","16-34 y.","direct migration background","","","","","9"
"9","2007","35-65 y.","indirect migration background","","","","","9"
"9","2007","35-65 y.","direct migration background","","","","","9"
"9","2007","16-34 y.","no migration background","","","","","9"
"9","2007","35-65 y.","no migration background","","","","","9"
"9","2007","16-34 y.","indirect migration background","","","","","9"
"9","2007","66 and older","direct migration background","","","","","9"
"9","2007","66 and older","indirect migration background","","","","","9"
"9","2007","66 and older","no migration background","","","","","9"
"0 Not at all Willing to take risks","2008","16-34 y.","no migration background","64","0.0164579426582133","0.0122013833237221","0.0207145019927044","0"
