"plh0204_h","year","education","n","percent","lower_confidence","upper_confidence"
"5","2004","lower secondary degree","1660","0.225100456249076","0.215679081723089","0.234521830775063"
"5","2004","secondary school degree","1493","0.234971803221541","0.224486516993644","0.245457089449439"
"5","2004","college entrance qualification","1103","0.212227425851155","0.201289297399922","0.223165554302388"
"5","2004","Other degree","209","0.170152689853653","0.148712649808597","0.191592729898709"
"5","2004","no degree/no degree yet","177","0.196312755966779","0.170304460885984","0.222321051047575"
"6","2004","lower secondary degree","641","0.0799234736004486","0.0738062757235073","0.0860406714773899"
"6","2004","secondary school degree","737","0.11905695105381","0.111047827579499","0.12706607452812"
"6","2004","college entrance qualification","736","0.13500845044594","0.125866723480651","0.144150177411228"
"6","2004","Other degree","94","0.0850794635559491","0.0691606334847953","0.100998293627103"
"6","2004","no degree/no degree yet","110","0.097915850534788","0.0784557933341736","0.117375907735402"
"7","2004","lower secondary degree","566","0.0727739964448265","0.0669141762211713","0.0786338166684818"
"7","2004","secondary school degree","793","0.12015124315537","0.112110395368473","0.128192090942267"
"7","2004","college entrance qualification","866","0.15466319244367","0.144990436896402","0.164335947990937"
"7","2004","Other degree","57","0.0458659358971997","0.03392998790516","0.0578018838892394"
"7","2004","no degree/no degree yet","117","0.124791192004094","0.103151957539111","0.146430426469077"
"8","2004","lower secondary degree","404","0.053427810665732","0.0483548214654829","0.0585007998659811"
"8","2004","secondary school degree","485","0.0744029608836913","0.0679130343284756","0.080892887438907"
"8","2004","college entrance qualification","472","0.083099484099913","0.0757153069039538","0.0904836612958723"
"8","2004","Other degree","53","0.0469189048060261","0.03485338746871","0.0589844221433421"
"8","2004","no degree/no degree yet","83","0.0843460715346615","0.0661493898656995","0.102542753203624"
"9","2004","lower secondary degree","97","0.0102966771253613","0.00801946000678761","0.012573894243935"
"9","2004","secondary school degree","107","0.0166646956390559","0.0134988976178496","0.0198304936602621"
"9","2004","college entrance qualification","116","0.0200138647625298","0.0162674376860723","0.0237602918389873"
"9","2004","Other degree","14","","",""
"9","2004","no degree/no degree yet","36","0.0294845894029804","0.0184083369374779","0.040560841868483"
"10 Very willing to take risks","2004","lower secondary degree","73","0.00925186329318381","0.00709213253242832","0.0114115940539393"
"10 Very willing to take risks","2004","secondary school degree","48","0.00773515790111316","0.00556854119287494","0.00990177460935138"
"10 Very willing to take risks","2004","college entrance qualification","44","0.0104393135424236","0.00772037729275596","0.0131582497920913"
"10 Very willing to take risks","2004","Other degree","22","","",""
"10 Very willing to take risks","2004","no degree/no degree yet","15","","",""
"0 Not at all Willing to take risks","2005","lower secondary degree","","","",""
"0 Not at all Willing to take risks","2005","secondary school degree","","","",""
"0 Not at all Willing to take risks","2005","college entrance qualification","","","",""
"0 Not at all Willing to take risks","2005","Other degree","","","",""
"0 Not at all Willing to take risks","2005","no degree/no degree yet","","","",""
"1","2005","lower secondary degree","","","",""
"1","2005","secondary school degree","","","",""
"1","2005","college entrance qualification","","","",""
"1","2005","Other degree","","","",""
"1","2005","no degree/no degree yet","","","",""
"2","2005","lower secondary degree","","","",""
"2","2005","secondary school degree","","","",""
"2","2005","college entrance qualification","","","",""
"2","2005","Other degree","","","",""
"2","2005","no degree/no degree yet","","","",""
"3","2005","lower secondary degree","","","",""
"3","2005","secondary school degree","","","",""
"3","2005","college entrance qualification","","","",""
"3","2005","Other degree","","","",""
"3","2005","no degree/no degree yet","","","",""
"4","2005","lower secondary degree","","","",""
"4","2005","secondary school degree","","","",""
"4","2005","college entrance qualification","","","",""
"4","2005","Other degree","","","",""
"4","2005","no degree/no degree yet","","","",""
"5","2005","lower secondary degree","","","",""
"5","2005","secondary school degree","","","",""
"5","2005","college entrance qualification","","","",""
"5","2005","Other degree","","","",""
"5","2005","no degree/no degree yet","","","",""
"6","2005","lower secondary degree","","","",""
"6","2005","secondary school degree","","","",""
"6","2005","college entrance qualification","","","",""
"6","2005","Other degree","","","",""
"6","2005","no degree/no degree yet","","","",""
"7","2005","lower secondary degree","","","",""
"7","2005","secondary school degree","","","",""
"7","2005","college entrance qualification","","","",""
"7","2005","Other degree","","","",""
"7","2005","no degree/no degree yet","","","",""
"8","2005","lower secondary degree","","","",""
"8","2005","secondary school degree","","","",""
"8","2005","college entrance qualification","","","",""
"8","2005","Other degree","","","",""
"8","2005","no degree/no degree yet","","","",""
"9","2005","lower secondary degree","","","",""
"9","2005","secondary school degree","","","",""
"9","2005","college entrance qualification","","","",""
"9","2005","Other degree","","","",""
"9","2005","no degree/no degree yet","","","",""
"10 Very willing to take risks","2005","lower secondary degree","","","",""
"10 Very willing to take risks","2005","secondary school degree","","","",""
"10 Very willing to take risks","2005","college entrance qualification","","","",""
"10 Very willing to take risks","2005","Other degree","","","",""
"10 Very willing to take risks","2005","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2006","lower secondary degree","567","0.0863774971788488","0.0800550875434207","0.092699906814277"
"0 Not at all Willing to take risks","2006","secondary school degree","208","0.0359288019061341","0.0313899985157639","0.0404676052965042"
"0 Not at all Willing to take risks","2006","college entrance qualification","111","0.0229269608001307","0.0190083170146655","0.0268456045855959"
"0 Not at all Willing to take risks","2006","Other degree","133","0.115872521233637","0.0976871453129348","0.13405789715434"
"0 Not at all Willing to take risks","2006","no degree/no degree yet","43","0.083466612253349","0.062154500286861","0.104778724219837"
"1","2006","lower secondary degree","436","0.0589600739181418","0.0536587790221623","0.0642613688141214"
"1","2006","secondary school degree","207","0.035456481085264","0.0309465056326957","0.0399664565378322"
"1","2006","college entrance qualification","115","0.022776343995977","0.0188702919996412","0.0266823959923128"
"1","2006","Other degree","64","0.0466471586374131","0.0346655800519356","0.0586287372228905"
"1","2006","no degree/no degree yet","20","","",""
"2","2006","lower secondary degree","784","0.102323464141178","0.0955024887465105","0.109144439535845"
"2","2006","secondary school degree","513","0.0797635697909595","0.0731563698229704","0.0863707697589485"
"2","2006","college entrance qualification","427","0.0758132720017016","0.0688829803488961","0.0827435636545072"
"2","2006","Other degree","121","0.099504616273756","0.0824972537009832","0.116511978846529"
"2","2006","no degree/no degree yet","55","0.0944611394495773","0.0719251782145715","0.116997100684583"
"3","2006","lower secondary degree","991","0.12835548375984","0.120827549047802","0.135883418471878"
"3","2006","secondary school degree","740","0.108539793504298","0.100953826924366","0.11612576008423"
"3","2006","college entrance qualification","676","0.116023694842714","0.107638895275523","0.124408494409905"
"3","2006","Other degree","141","0.112761198137861","0.0947900959141105","0.130732300361612"
"3","2006","no degree/no degree yet","62","0.117379450830122","0.0925778904829057","0.142181011177339"
"4","2006","lower secondary degree","778","0.0973970184187306","0.090724033522798","0.104070003314663"
"4","2006","secondary school degree","636","0.102419004177535","0.0950247811193499","0.10981322723572"
"4","2006","college entrance qualification","628","0.116837697214907","0.108427410846263","0.125247983583551"
"4","2006","Other degree","125","0.111665691354386","0.0937710619921538","0.129560320716617"
"4","2006","no degree/no degree yet","53","0.0730236534046632","0.0529760687754844","0.0930712380338421"
"5","2006","lower secondary degree","1840","0.250392287739828","0.240641798082113","0.260142777397543"
"5","2006","secondary school degree","1675","0.261023427107613","0.250312661195241","0.271734193019985"
"5","2006","college entrance qualification","1170","0.19454091763131","0.184176945195873","0.204904890066748"
"5","2006","Other degree","250","0.205337353818258","0.182386439567452","0.228288268069063"
"5","2006","no degree/no degree yet","113","0.171541907321093","0.142493900339532","0.200589914302654"
"6","2006","lower secondary degree","737","0.0936418909578376","0.0870852118584161","0.100198570057259"
"6","2006","secondary school degree","845","0.125802134787897","0.117714634204599","0.133889635371195"
"6","2006","college entrance qualification","786","0.144152147974883","0.134955959377955","0.153348336571811"
"6","2006","Other degree","118","0.0946894407936841","0.0780543881676618","0.111324493419707"
"6","2006","no degree/no degree yet","80","0.114350824599623","0.0898293568092715","0.138872292389974"
"7","2006","lower secondary degree","718","0.0876439475506428","0.0812797731441915","0.0940081219570941"
"7","2006","secondary school degree","820","0.119235486842942","0.111332375191714","0.12713859849417"
"7","2006","college entrance qualification","935","0.169771292603087","0.159941824256748","0.179600760949426"
"7","2006","Other degree","108","0.0933255241464647","0.0767982769002423","0.109852771392687"
"7","2006","no degree/no degree yet","100","0.142001436091348","0.115105565939081","0.168897306243614"
"8","2006","lower secondary degree","513","0.064301095270089","0.0587806237377367","0.0698215668024413"
"8","2006","secondary school degree","593","0.0926323318791477","0.0855620228350732","0.0997026409232222"
"8","2006","college entrance qualification","562","0.103308817554702","0.095340086443538","0.111277548665867"
"8","2006","Other degree","79","0.0707713613176724","0.0562011893318081","0.0853415333035368"
"8","2006","no degree/no degree yet","83","0.113542646949256","0.089096839801623","0.137988454096889"
"9","2006","lower secondary degree","115","0.0139717786731974","0.0113301641104336","0.0166133932359612"
"9","2006","secondary school degree","150","0.0253536229339504","0.0215200034936753","0.0291872423742254"
"9","2006","college entrance qualification","135","0.0215210924262082","0.0177217632896872","0.0253204215627292"
"9","2006","Other degree","20","","",""
"9","2006","no degree/no degree yet","23","","",""
"10 Very willing to take risks","2006","lower secondary degree","105","0.0166354623916664","0.013756913312541","0.0195140114707918"
"10 Very willing to take risks","2006","secondary school degree","72","0.0138453459842596","0.0109957068292019","0.0166949851393173"
"10 Very willing to take risks","2006","college entrance qualification","59","0.0123277629543787","0.00943876264571314","0.0152167632630443"
"10 Very willing to take risks","2006","Other degree","31","0.0265536588635664","0.017418990082745","0.0356883276443879"
"10 Very willing to take risks","2006","no degree/no degree yet","15","","",""
"0 Not at all Willing to take risks","2007","lower secondary degree","","","",""
"0 Not at all Willing to take risks","2007","secondary school degree","","","",""
"0 Not at all Willing to take risks","2007","college entrance qualification","","","",""
"0 Not at all Willing to take risks","2007","Other degree","","","",""
"0 Not at all Willing to take risks","2007","no degree/no degree yet","","","",""
"1","2007","lower secondary degree","","","",""
"1","2007","secondary school degree","","","",""
"1","2007","college entrance qualification","","","",""
"1","2007","Other degree","","","",""
"1","2007","no degree/no degree yet","","","",""
"2","2007","lower secondary degree","","","",""
"2","2007","secondary school degree","","","",""
"2","2007","college entrance qualification","","","",""
"2","2007","Other degree","","","",""
"2","2007","no degree/no degree yet","","","",""
"3","2007","lower secondary degree","","","",""
"3","2007","secondary school degree","","","",""
"3","2007","college entrance qualification","","","",""
"3","2007","Other degree","","","",""
"3","2007","no degree/no degree yet","","","",""
"4","2007","lower secondary degree","","","",""
"4","2007","secondary school degree","","","",""
"4","2007","college entrance qualification","","","",""
"4","2007","Other degree","","","",""
"4","2007","no degree/no degree yet","","","",""
"5","2007","lower secondary degree","","","",""
"5","2007","secondary school degree","","","",""
"5","2007","college entrance qualification","","","",""
"5","2007","Other degree","","","",""
"5","2007","no degree/no degree yet","","","",""
"6","2007","lower secondary degree","","","",""
"6","2007","secondary school degree","","","",""
"6","2007","college entrance qualification","","","",""
"6","2007","Other degree","","","",""
"6","2007","no degree/no degree yet","","","",""
"7","2007","lower secondary degree","","","",""
"7","2007","secondary school degree","","","",""
"7","2007","college entrance qualification","","","",""
"7","2007","Other degree","","","",""
"7","2007","no degree/no degree yet","","","",""
"8","2007","lower secondary degree","","","",""
"8","2007","secondary school degree","","","",""
"8","2007","college entrance qualification","","","",""
"8","2007","Other degree","","","",""
"8","2007","no degree/no degree yet","","","",""
"9","2007","lower secondary degree","","","",""
"9","2007","secondary school degree","","","",""
"9","2007","college entrance qualification","","","",""
"9","2007","Other degree","","","",""
"9","2007","no degree/no degree yet","","","",""
"10 Very willing to take risks","2007","lower secondary degree","","","",""
"10 Very willing to take risks","2007","secondary school degree","","","",""
"10 Very willing to take risks","2007","college entrance qualification","","","",""
"10 Very willing to take risks","2007","Other degree","","","",""
"10 Very willing to take risks","2007","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2008","lower secondary degree","461","0.0779249173900075","0.0714039263299815","0.0844459084500335"
"0 Not at all Willing to take risks","2008","secondary school degree","190","0.0352790535671801","0.0305143721366887","0.0400437349976715"
"0 Not at all Willing to take risks","2008","college entrance qualification","96","0.0180221402112787","0.0143846228806191","0.0216596575419382"
"0 Not at all Willing to take risks","2008","Other degree","76","0.0718123109593551","0.0553776300760177","0.0882469918426926"
"0 Not at all Willing to take risks","2008","no degree/no degree yet","33","0.0768627760298104","0.0546010973022053","0.0991244547574155"
"1","2008","lower secondary degree","470","0.0747693715343107","0.0683708571280161","0.0811678859406053"
"1","2008","secondary school degree","263","0.0423029895581394","0.0371045362484956","0.0475014428677832"
"1","2008","college entrance qualification","183","0.0396299961380475","0.0342956357951435","0.0449643564809515"
"1","2008","Other degree","86","0.0795946001279327","0.0623649958075567","0.0968242044483086"
"1","2008","no degree/no degree yet","27","","",""
"2","2008","lower secondary degree","911","0.135296746082715","0.126975861290046","0.143617630875384"
"2","2008","secondary school degree","691","0.116431958606439","0.108148138618088","0.12471577859479"
"2","2008","college entrance qualification","552","0.111547458711817","0.102939543147575","0.12015537427606"
"2","2008","Other degree","137","0.149958188975348","0.127230820155973","0.172685557794722"
"2","2008","no degree/no degree yet","37","0.0920505354033114","0.0678897669008417","0.116211303905781"
"3","2008","lower secondary degree","953","0.142086803383802","0.133593222390721","0.150580384376883"
"3","2008","secondary school degree","901","0.157053700137721","0.147656497488896","0.166450902786546"
"3","2008","college entrance qualification","812","0.154196557497153","0.144321875824808","0.164071239169498"
"3","2008","Other degree","116","0.109374707855955","0.089506902918486","0.129242512793424"
"3","2008","no degree/no degree yet","78","0.159684001620923","0.129070094101768","0.190297909140079"
"4","2008","lower secondary degree","664","0.102578626324425","0.0951975630163157","0.109959689632534"
"4","2008","secondary school degree","666","0.115612028189952","0.107353598504092","0.123870457875813"
"4","2008","college entrance qualification","657","0.125639250317786","0.116576520431144","0.134701980204428"
"4","2008","Other degree","100","0.0999890267080539","0.0808929568338107","0.119085096582297"
"4","2008","no degree/no degree yet","63","0.112523928487921","0.0861139823531634","0.138933874622678"
"5","2008","lower secondary degree","1290","0.201485690274456","0.191727804232753","0.211243576316159"
"5","2008","secondary school degree","1220","0.212118350333726","0.201560046267585","0.222676654399866"
"5","2008","college entrance qualification","959","0.185908779073331","0.175271329211611","0.196546228935051"
"5","2008","Other degree","167","0.20294339175752","0.177341269747158","0.228545513767883"
"5","2008","no degree/no degree yet","105","0.191511165425519","0.158625941069611","0.224396389781426"
"6","2008","lower secondary degree","585","0.0881124136703401","0.0812166640004974","0.0950081633401828"
"6","2008","secondary school degree","622","0.116012093537565","0.107741258752739","0.124282928322392"
"6","2008","college entrance qualification","637","0.117071547655353","0.10828052342738","0.125862571883326"
"6","2008","Other degree","73","0.0826798464010215","0.065148946076941","0.100210746725102"
"6","2008","no degree/no degree yet","54","0.0759471947883501","0.0538075315930032","0.098086857983697"
"7","2008","lower secondary degree","533","0.0801411479798605","0.0735360287419002","0.0867462672178209"
"7","2008","secondary school degree","619","0.104441904281495","0.0965431459820615","0.112340662580928"
"7","2008","college entrance qualification","698","0.143239022526427","0.133660212629927","0.152817832422926"
"7","2008","Other degree","79","0.0914924051175443","0.0731396729965956","0.109845137238493"
"7","2008","no degree/no degree yet","69","0.104947288963549","0.0793333326451867","0.130561245281911"
"8","2008","lower secondary degree","424","0.064154943141205","0.0581940776214161","0.0701158086609939"
"8","2008","secondary school degree","415","0.0687772435537369","0.0622410677479273","0.0753134193595465"
"8","2008","college entrance qualification","413","0.0746448511224581","0.0674585536259192","0.081831148618997"
"8","2008","Other degree","69","0.0618667275194176","0.046530986560057","0.0772024684787782"
"8","2008","no degree/no degree yet","53","0.0878649513719329","0.0642055280619726","0.111524374681893"
"9","2008","lower secondary degree","106","0.0175587392266305","0.0143635818960515","0.0207538965572095"
"9","2008","secondary school degree","115","0.0209698327114275","0.0172692503731467","0.0246704150497082"
"9","2008","college entrance qualification","99","0.0247058242423878","0.0204614025039718","0.0289502459808038"
"9","2008","Other degree","25","","",""
"9","2008","no degree/no degree yet","23","","",""
"10 Very willing to take risks","2008","lower secondary degree","94","0.0158906009922473","0.0128484263801299","0.0189327756043647"
"10 Very willing to take risks","2008","secondary school degree","57","0.0110008455226176","0.00830692024717779","0.0136947707980575"
"10 Very willing to take risks","2008","college entrance qualification","32","0.00539457250396086","0.00339169231569351","0.00739745269222821"
"10 Very willing to take risks","2008","Other degree","20","","",""
"10 Very willing to take risks","2008","no degree/no degree yet","8","","",""
"0 Not at all Willing to take risks","2009","lower secondary degree","811","0.14308698550764","0.134179953702758","0.151994017312521"
"0 Not at all Willing to take risks","2009","secondary school degree","367","0.0713833952225455","0.0645265304281692","0.0782402600169218"
"0 Not at all Willing to take risks","2009","college entrance qualification","225","0.0441162212883071","0.0383640860847762","0.049868356491838"
"0 Not at all Willing to take risks","2009","Other degree","138","0.192439210013422","0.165223794776082","0.219654625250762"
"0 Not at all Willing to take risks","2009","no degree/no degree yet","49","0.128943235505212","0.099178219455564","0.15870825155486"
"1","2009","lower secondary degree","574","0.0996986800287456","0.0920778335265319","0.107319526530959"
"1","2009","secondary school degree","371","0.0647082861862222","0.0581564616916806","0.0712601106807638"
"1","2009","college entrance qualification","286","0.0613775549865261","0.0546543299799774","0.0681007799930748"
"1","2009","Other degree","67","0.0765834629077541","0.0582245528524126","0.0949423729630956"
"1","2009","no degree/no degree yet","28","","",""
"2","2009","lower secondary degree","914","0.14600339385802","0.13702137185737","0.154985415858671"
"2","2009","secondary school degree","815","0.154280562578242","0.144660508216","0.163900616940485"
"2","2009","college entrance qualification","713","0.129087960657678","0.119695975372576","0.138479945942781"
"2","2009","Other degree","101","0.118967737398555","0.0966170400810175","0.141318434716093"
"2","2009","no degree/no degree yet","44","0.0934649284896826","0.0676125649339837","0.119317292045381"
"3","2009","lower secondary degree","921","0.14254280628531","0.133649905583621","0.151435706986999"
"3","2009","secondary school degree","909","0.160961325823359","0.151174079398194","0.170748572248523"
"3","2009","college entrance qualification","861","0.172077496677142","0.161504836591585","0.182650156762699"
"3","2009","Other degree","141","0.156852987824388","0.131746924453909","0.181959051194867"
"3","2009","no degree/no degree yet","64","0.128521612901626","0.098798108976496","0.158245116826755"
"4","2009","lower secondary degree","619","0.104449605662964","0.0966699032708394","0.112229308055089"
"4","2009","secondary school degree","608","0.109457455805904","0.101142522428264","0.117772389183544"
"4","2009","college entrance qualification","643","0.131200911000677","0.121743865247065","0.140657956754288"
"4","2009","Other degree","96","0.118244128460468","0.0959523590216379","0.140535897899299"
"4","2009","no degree/no degree yet","64","0.113635261027407","0.0854484202164726","0.141822101838342"
"5","2009","lower secondary degree","1191","0.211564882825009","0.201175988294243","0.221953777355775"
"5","2009","secondary school degree","1201","0.221604918603299","0.210543813923026","0.232666023283572"
"5","2009","college entrance qualification","896","0.18437925886563","0.173516814889036","0.195241702842224"
"5","2009","Other degree","146","0.176919309829455","0.150574844131854","0.203263775527057"
"5","2009","no degree/no degree yet","102","0.199734074854165","0.16422602228221","0.235242127426121"
"6","2009","lower secondary degree","372","0.0615815496564517","0.0554666667915882","0.0676964325213152"
"6","2009","secondary school degree","493","0.0975082481873796","0.0896078121575255","0.105408684217234"
"6","2009","college entrance qualification","614","0.137941901059732","0.128282643241442","0.147601158878023"
"6","2009","Other degree","44","0.0550253170824517","0.0392828811787504","0.070767752986153"
"6","2009","no degree/no degree yet","64","0.11466839359772","0.0863702165732071","0.142966570622233"
"7","2009","lower secondary degree","322","0.0526058007617562","0.0469271292779452","0.0582844722455673"
"7","2009","secondary school degree","403","0.0727705795183952","0.0658525839180222","0.0796885751187683"
"7","2009","college entrance qualification","466","0.0971977964019794","0.0889002077489477","0.105495385055011"
"7","2009","Other degree","41","0.049552182625688","0.0345699649272815","0.0645344003240944"
"7","2009","no degree/no degree yet","47","0.117277638190039","0.0887015169124922","0.145853759467587"
"8","2009","lower secondary degree","160","0.0294353588000415","0.0251359230209409","0.033734794579142"
"8","2009","secondary school degree","195","0.0366527859031622","0.0316483667093302","0.0416572050969941"
"8","2009","college entrance qualification","163","0.0363631322903583","0.0311197112424648","0.0416065533382519"
"8","2009","Other degree","22","","",""
"8","2009","no degree/no degree yet","21","","",""
"9","2009","lower secondary degree","29","","",""
"9","2009","secondary school degree","32","0.00604338266392699","0.00397927415050842","0.00810749117734555"
"9","2009","college entrance qualification","19","","",""
"9","2009","Other degree","6","","",""
"9","2009","no degree/no degree yet","4","","",""
"10 Very willing to take risks","2009","lower secondary degree","24","","",""
"10 Very willing to take risks","2009","secondary school degree","22","","",""
"10 Very willing to take risks","2009","college entrance qualification","10","","",""
"10 Very willing to take risks","2009","Other degree","4","","",""
"10 Very willing to take risks","2009","no degree/no degree yet","","","",""
"0 Not at all Willing to take risks","2010","lower secondary degree","591","0.100615806690241","0.0934941378822868","0.107737475498196"
"0 Not at all Willing to take risks","2010","secondary school degree","383","0.04823938307054","0.0433751079056413","0.0531036582354387"
"0 Not at all Willing to take risks","2010","college entrance qualification","194","0.027564239094406","0.0236749190609088","0.0314535591279032"
"0 Not at all Willing to take risks","2010","Other degree","150","0.110717233246962","0.0952501042906723","0.126184362203251"
"0 Not at all Willing to take risks","2010","no degree/no degree yet","49","0.0720602108817","0.0538663490032013","0.0902540727601987"
"1","2010","lower secondary degree","452","0.0720383041558001","0.0659172981415267","0.0781593101700736"
"1","2010","secondary school degree","371","0.0516833753320824","0.0466575717301303","0.0567091789340345"
"1","2010","college entrance qualification","258","0.0399481995688069","0.0352959162561976","0.0446004828814162"
"1","2010","Other degree","106","0.102997482465617","0.0880147062884906","0.117980258642744"
"1","2010","no degree/no degree yet","32","0.0410073562009552","0.0270547366105363","0.054959975791374"
"2","2010","lower secondary degree","849","0.136238461844872","0.128117212631528","0.144359711058217"
"2","2010","secondary school degree","891","0.122130536286356","0.114697256151999","0.129563816420714"
"2","2010","college entrance qualification","831","0.122959279223271","0.115158091132864","0.130760467313678"
"2","2010","Other degree","206","0.12794484656576","0.111479702636924","0.144409990494595"
"2","2010","no degree/no degree yet","69","0.102164896868083","0.0808557348480807","0.123474058888085"
"3","2010","lower secondary degree","991","0.145757153916218","0.137403400418013","0.154110907414422"
"3","2010","secondary school degree","1119","0.161359848285177","0.153008839108399","0.169710857461955"
"3","2010","college entrance qualification","1101","0.171537424181188","0.162582001156511","0.180492847205866"
"3","2010","Other degree","210","0.129670384211877","0.113110990348733","0.146229778075022"
"3","2010","no degree/no degree yet","86","0.129037226844226","0.105450127443691","0.152624326244762"
"4","2010","lower secondary degree","609","0.0892029431448985","0.0824549218865885","0.0959509644032085"
"4","2010","secondary school degree","741","0.102599534118127","0.0957111201849572","0.109487948051297"
"4","2010","college entrance qualification","769","0.108821955379266","0.101424016862459","0.116219893896072"
"4","2010","Other degree","142","0.0847923328493337","0.0710607603910104","0.098523905307657"
"4","2010","no degree/no degree yet","64","0.0920731601421571","0.0717304326019347","0.112415887682379"
"5","2010","lower secondary degree","1489","0.211570513318191","0.201901435846434","0.221239590789948"
"5","2010","secondary school degree","1645","0.216920970074756","0.207564609228815","0.226277330920698"
"5","2010","college entrance qualification","1269","0.178773761843759","0.169671412207378","0.18787611148014"
"5","2010","Other degree","334","0.18648826795044","0.1672887721423","0.205687763758581"
"5","2010","no degree/no degree yet","145","0.163208508118838","0.137207076785722","0.189209939451954"
"6","2010","lower secondary degree","592","0.0834368951634649","0.0768899863200349","0.089983804006895"
"6","2010","secondary school degree","810","0.108699798148806","0.101633698331883","0.11576589796573"
"6","2010","college entrance qualification","848","0.114310271421247","0.106751457612728","0.121869085229766"
"6","2010","Other degree","151","0.0993904651202395","0.0846428162843255","0.114138113956153"
"6","2010","no degree/no degree yet","93","0.114179601171456","0.0918035044937773","0.136555697849135"
"7","2010","lower secondary degree","585","0.07452773639291","0.0683102232770748","0.0807452495087452"
"7","2010","secondary school degree","790","0.102720398729343","0.0958283928003501","0.109612404658336"
"7","2010","college entrance qualification","882","0.13758393141693","0.129400932510551","0.145766930323309"
"7","2010","Other degree","117","0.0619335722365587","0.0500523254201463","0.0738148190529712"
"7","2010","no degree/no degree yet","109","0.162921884903055","0.136938846379529","0.18890492342658"
"8","2010","lower secondary degree","500","0.0622497328865014","0.0565298335558346","0.0679696322171681"
"8","2010","secondary school degree","502","0.0616139305138699","0.0561553008617487","0.067072560165991"
"8","2010","college entrance qualification","509","0.073884931568271","0.0676707973588937","0.0800990657776483"
"8","2010","Other degree","93","0.0560038956045904","0.0446700739148096","0.0673377172943713"
"8","2010","no degree/no degree yet","77","0.0890288351603516","0.068991733982784","0.109065936337919"
"9","2010","lower secondary degree","92","0.0129592467831846","0.0102817222226519","0.0156367713437172"
"9","2010","secondary school degree","116","0.0114439111784081","0.00902933287602603","0.0138584894807901"
"9","2010","college entrance qualification","97","0.0168693431806132","0.0138100230682106","0.0199286632930158"
"9","2010","Other degree","30","0.0189790986311742","0.0122530643319957","0.0257051329303528"
"9","2010","no degree/no degree yet","14","","",""
"10 Very willing to take risks","2010","lower secondary degree","104","0.0114032057037182","0.00888958862079037","0.013916822786646"
"10 Very willing to take risks","2010","secondary school degree","86","0.0125883142625336","0.0100573482317906","0.0151192802932766"
"10 Very willing to take risks","2010","college entrance qualification","49","0.00774666312224205","0.00566390500902378","0.00982942123546032"
"10 Very willing to take risks","2010","Other degree","42","0.021082421117447","0.0140010808747499","0.0281637613601441"
"10 Very willing to take risks","2010","no degree/no degree yet","38","0.0258116066170325","0.0146546376601147","0.0369685755739503"
"0 Not at all Willing to take risks","2011","lower secondary degree","518","0.0827437038905901","0.0761544246572435","0.0893329831239366"
"0 Not at all Willing to take risks","2011","secondary school degree","221","0.0369389070619769","0.0322303730080903","0.0416474411158635"
